0: [[39, 10, 3, 69], [15, 41, 5, 14], [59, 8, 6, 4], [1, 24], [2, 23, 13], [7, 25, 9, 27], [12, 22, 16], [11, 17, 21, 20], [30, 26, 19, 18], [28, 29, 31], [50, 34, 33, 45], [32, 40, 35, 36], [54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72], [74, 77, 86, 81], [79, 82], [80, 83], [85, 84, 87, 88]]
102: [[39, 10, 3], [69, 15, 41], [5, 14, 59, 8], [6, 4, 1], [24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50], [34, 33, 45], [32, 40], [35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72, 74], [77, 86], [81, 79, 82, 80, 83, 85, 84, 87, 88]]
103: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8], [6, 4], [1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82, 80, 83, 85, 84, 87, 88]]
104: [[39, 10, 3], [69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38], [46, 43], [49], [60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
105: [[39, 10], [3, 69], [15, 41], [5, 14], [59, 8, 6], [4, 1, 24], [2, 23], [13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49, 60], [44, 47, 56, 52, 48, 61, 51, 55, 53], [58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87], [88]]
106: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74, 77], [86, 81, 79], [82, 80, 83, 85, 84, 87, 88]]
107: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49], [60, 44, 47], [56, 52], [48, 61, 51], [55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
108: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49], [60, 44, 47], [56, 52, 48], [61, 51], [55, 53, 58], [62, 57, 63], [67, 76], [64, 66, 70], [73, 65], [68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83], [85, 84, 87, 88]]
109: [[39, 10, 3], [69, 15, 41], [5, 14], [59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68], [75, 71, 78], [72, 74, 77], [86, 81], [79, 82, 80], [83, 85, 84], [87, 88]]
110: [[39, 10, 3], [69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25], [9, 27, 12], [22, 16], [11, 17, 21], [20, 30, 26], [19, 18], [28, 29], [31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
111: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63], [67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
112: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13], [7, 25, 9], [27, 12, 22], [16, 11], [17, 21, 20], [30, 26, 19], [18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82, 80], [83, 85, 84, 87], [88]]
113: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57], [63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
114: [[39, 10, 3, 69], [15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30], [26, 19, 18], [28, 29, 31], [50, 34], [33, 45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
115: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42], [38, 46, 43], [49, 60, 44], [47, 56], [52], [48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72], [74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
116: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18, 28], [29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
117: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33], [45, 32, 40], [35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
118: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24], [2, 23], [13, 7, 25], [9, 27, 12], [22, 16, 11], [17, 21], [20, 30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53, 58, 62, 57, 63], [67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
119: [[39, 10, 3], [69, 15, 41], [5, 14], [59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46], [43, 49, 60], [44, 47, 56], [52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
120: [[39, 10, 3], [69, 15, 41], [5, 14], [59, 8], [6, 4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77], [86, 81], [79, 82, 80], [83, 85], [84, 87, 88]]
121: [[39, 10], [3, 69], [15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13], [7, 25, 9], [27, 12], [22, 16, 11], [17, 21, 20], [30, 26], [19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42], [38, 46, 43], [49, 60, 44], [47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79], [82, 80, 83, 85, 84, 87, 88]]
122: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72], [74, 77], [86, 81], [79, 82, 80], [83, 85], [84, 87], [88]]
123: [[39, 10], [3, 69, 15], [41, 5], [14, 59], [8, 6, 4], [1, 24, 2], [23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29], [31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48], [61, 51, 55, 53], [58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
124: [[39, 10], [3, 69], [15, 41, 5], [14, 59], [8, 6, 4], [1, 24, 2], [23, 13], [7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56], [52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
125: [[39, 10, 3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70], [73, 65, 68], [75, 71, 78], [72, 74, 77], [86, 81, 79], [82, 80], [83, 85, 84], [87, 88]]
126: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40, 35], [36, 54, 37], [42, 38, 46, 43], [49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
127: [[39, 10, 3], [69, 15, 41, 5], [14, 59, 8, 6], [4, 1], [24, 2, 23], [13, 7, 25, 9], [27, 12, 22], [16, 11, 17, 21], [20, 30], [26, 19, 18], [28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72], [74, 77, 86], [81, 79], [82, 80], [83], [85, 84, 87, 88]]
128: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27, 12], [22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
129: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1, 24], [2, 23], [13, 7], [25, 9, 27], [12, 22, 16], [11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32], [40, 35, 36], [54, 37, 42], [38, 46], [43, 49, 60], [44, 47, 56], [52, 48], [61, 51, 55], [53, 58], [62, 57], [63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74, 77], [86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
130: [[39, 10], [3, 69], [15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42], [38, 46, 43], [49, 60, 44], [47, 56], [52, 48], [61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70], [73, 65, 68], [75, 71, 78], [72, 74, 77], [86, 81, 79], [82, 80], [83, 85], [84], [87, 88]]
131: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60], [44, 47, 56, 52, 48, 61, 51, 55, 53], [58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
132: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30], [26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62], [57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
133: [[39, 10, 3], [69, 15, 41], [5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50], [34, 33, 45], [32, 40, 35], [36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58], [62, 57], [63], [67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
134: [[39, 10], [3, 69], [15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11, 17], [21, 20, 30, 26], [19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79], [82, 80, 83, 85, 84], [87, 88]]
135: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29], [31, 50, 34], [33, 45], [32, 40], [35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52, 48], [61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73], [65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84], [87, 88]]
136: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36], [54, 37, 42], [38, 46, 43], [49, 60], [44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76], [64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
137: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4], [1, 24, 2, 23], [13, 7, 25], [9, 27, 12], [22, 16], [11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51], [55, 53, 58], [62, 57, 63], [67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
138: [[39, 10, 3], [69, 15, 41], [5, 14], [59, 8, 6], [4, 1], [24, 2, 23], [13, 7, 25], [9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63], [67, 76], [64], [66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
139: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49], [60, 44, 47], [56, 52, 48], [61, 51], [55, 53, 58], [62, 57, 63, 67], [76, 64], [66, 70, 73], [65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
140: [[39, 10], [3, 69, 15], [41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7], [25, 9, 27], [12, 22, 16], [11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
141: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
142: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1], [24, 2, 23], [13, 7, 25], [9, 27, 12], [22, 16, 11], [17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85, 84], [87, 88]]
143: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
144: [[39, 10], [3, 69], [15, 41, 5], [14], [59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27], [12, 22, 16], [11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78], [72, 74, 77, 86], [81, 79], [82, 80, 83], [85, 84, 87, 88]]
145: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35], [36, 54, 37], [42, 38, 46], [43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
146: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46], [43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
147: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45], [32, 40, 35], [36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
148: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58], [62, 57, 63], [67, 76, 64], [66, 70], [73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
149: [[39, 10, 3], [69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23], [13, 7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35], [36, 54, 37], [42, 38], [46, 43, 49], [60, 44, 47], [56, 52], [48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
150: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58], [62, 57, 63], [67, 76, 64], [66, 70], [73, 65, 68, 75, 71, 78, 72, 74, 77], [86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
151: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35], [36, 54, 37, 42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65], [68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
152: [[39, 10, 3], [69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23], [13, 7, 25], [9, 27, 12, 22], [16, 11, 17], [21, 20], [30, 26, 19], [18, 28], [29, 31, 50], [34, 33, 45], [32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87], [88]]
