0: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44, 32], [45, 47, 56], [37, 46, 54], [49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58], [64, 70], [65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
102: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39], [34, 44, 32], [45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
103: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32], [45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48], [52, 61, 59, 57, 55, 62], [58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
104: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37, 46], [54, 49, 63], [43, 60, 51], [48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87], [82, 80, 83], [86, 85, 88]]
105: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37], [46, 54, 49], [63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
106: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
107: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52], [61, 59], [57, 55, 62], [58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87], [82, 80, 83, 86, 85, 88]]
108: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85], [88]]
109: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
110: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60], [51, 48], [52, 61, 59, 57, 55, 62], [58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
111: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60], [51, 48], [52, 61, 59, 57, 55, 62], [58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
112: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
113: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45], [37, 56], [47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87], [82, 80, 83, 86, 85, 88]]
114: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20, 29], [28, 36, 31], [30, 33, 35], [40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49], [63, 43], [60, 51, 48], [52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79], [78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
115: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60, 51], [48, 52, 61], [59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
116: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34], [44, 32], [45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73, 74], [72, 79, 78, 77], [76, 84, 81], [87, 82, 80, 83], [86, 85, 88]]
117: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11, 18], [23, 24, 19], [50, 20, 29], [28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45], [47, 56, 37], [46, 54, 49], [63, 43, 60], [51, 48], [52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
118: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37, 46], [54, 49, 63], [43, 60, 51], [48, 52], [61, 59, 57], [55, 62], [58, 64, 70], [65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
119: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50], [20, 29, 28], [36, 31], [30, 33, 35], [40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
120: [[38, 5, 42], [41, 68, 2, 15], [14, 67, 3, 4], [1, 6, 8], [7, 9, 26], [10, 12, 22], [13, 27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72, 79], [78, 77, 76], [84, 81], [87, 82], [80, 83, 86, 85, 88]]
121: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30], [33, 35, 40], [53, 39], [34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43], [60, 51, 48, 52, 61, 59, 57, 55, 62], [58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
122: [[38, 5, 42], [41, 68, 2], [15, 14], [67, 3, 4], [1, 6, 8], [7, 9, 26], [10, 12, 22], [13, 27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28, 36], [31, 30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 47, 56], [37, 46, 54], [49, 63, 43], [60, 51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82, 80], [83, 86, 85, 88]]
123: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53, 39, 34, 44, 32, 45, 47, 56, 37, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87], [82], [80, 83, 86, 85, 88]]
124: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30], [33, 35, 40], [53, 39, 34], [44, 32], [45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76, 84], [81, 87, 82, 80], [83, 86, 85, 88]]
125: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [47, 56], [37, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
126: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36, 31], [30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83, 86], [85, 88]]
127: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20, 29], [28, 36, 31, 30, 33, 35, 40, 53], [39, 34], [44, 32, 45, 37, 56, 47, 46, 54], [49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
128: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36, 31], [30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
129: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23], [24, 19, 50], [20, 29, 28], [36, 31], [30, 33, 35], [40, 53, 39, 34, 44, 32, 45, 37, 56, 47], [46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
130: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
131: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82], [80, 83], [86, 85, 88]]
132: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
133: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24, 19], [50, 20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70], [65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
134: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
135: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28], [36, 31], [30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
136: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80], [83, 86, 85], [88]]
137: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28], [36, 31, 30], [33], [35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
138: [[38, 5, 42], [41, 68, 2], [15, 14, 67, 3], [4, 1, 6], [8, 7, 9], [26, 10, 12], [22, 13, 27], [25, 16, 17, 21], [11, 18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49], [63, 43], [60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
139: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20, 29], [28, 36, 31], [30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
140: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
141: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84, 81], [87, 82, 80, 83], [86, 85, 88]]
142: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4], [1, 6, 8], [7, 9, 26], [10, 12, 22], [13, 27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79, 78, 77], [76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
143: [[38, 5, 42], [41, 68, 2], [15, 14], [67, 3, 4], [1, 6, 8], [7, 9, 26], [10, 12, 22], [13, 27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82], [80, 83], [86, 85, 88]]
144: [[38, 5, 42], [41, 68, 2], [15, 14], [67, 3, 4], [1, 6, 8], [7, 9, 26], [10, 12, 22], [13, 27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [47, 56, 37], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58, 64], [70, 65, 75], [66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82], [80, 83], [86, 85, 88]]
145: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48], [52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76], [84, 81, 87, 82, 80, 83, 86, 85, 88]]
146: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
147: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22], [13, 27, 25, 16], [17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [47, 56, 37], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59], [57, 55, 62], [58, 64, 70, 65], [75, 66, 71], [69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
148: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
149: [[38, 5, 42], [41, 68, 2, 15], [14, 67, 3], [4, 1, 6, 8], [7, 9, 26], [10, 12, 22], [13, 27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [47, 56, 37], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76, 84], [81, 87, 82, 80], [83, 86, 85, 88]]
150: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29], [28, 36, 31, 30], [33, 35], [40, 53, 39], [34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
151: [[38, 5, 42], [41, 68, 2], [15, 14], [67, 3, 4], [1, 6, 8], [7, 9, 26], [10, 12, 22], [13, 27, 25, 16], [17, 21, 11], [18, 23, 24, 19], [50, 20, 29], [28, 36, 31], [30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82, 80, 83], [86, 85, 88]]
152: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 47, 56, 37, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
