0: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
102: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
103: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
104: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
105: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
106: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
107: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
108: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
109: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
110: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
111: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
112: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
113: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
114: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
115: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
116: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
117: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
118: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
119: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
120: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
121: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
122: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
123: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
124: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
125: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
126: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
127: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
128: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
129: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
130: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
131: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
132: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
133: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
134: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
135: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
136: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
137: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
138: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
139: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
140: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
141: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
142: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
143: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
144: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
145: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
146: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
147: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
148: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
149: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
150: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
151: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
152: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
