0: [[38, 5, 7], [2, 43, 12, 22], [3, 4, 1], [6, 9, 8], [24, 30, 11], [27, 15, 14], [18, 21, 16, 17], [50, 51, 19], [20, 25, 26, 13, 23], [60, 61, 48], [37, 49], [28, 35, 29], [33, 42], [36, 40, 47, 34, 31], [44, 32, 39, 10], [53, 41, 52], [56, 45, 57, 55], [59, 54, 46, 58, 63, 62, 68, 66], [64, 67, 69, 65, 70, 76, 78], [71, 74, 72, 73, 75, 77], [79, 81, 86, 82], [83, 84, 80, 87, 85, 88]]
102: [[38, 5, 7], [2, 12, 22, 1], [3, 4, 10, 9, 6], [11, 18, 8], [30, 19, 15], [28, 17, 16], [21, 26, 13], [23, 24, 20, 27, 57, 25, 29, 31, 58, 14, 56, 33, 52, 51, 43, 40, 34, 37, 32, 44, 35, 36, 46, 39, 41, 45, 48, 47, 49, 50, 53, 61], [42, 59, 55, 54, 60, 63, 62, 72, 70, 64, 65, 66, 67, 69, 76, 74, 68, 71, 75, 73, 78, 77, 79, 82, 80, 85, 84], [81, 86, 83, 87, 88]]
103: [[38, 5, 7], [2, 12, 22], [1, 3, 4, 10], [6, 8, 19], [9, 25, 11, 30, 14], [13, 15, 20], [16, 17, 27], [49, 18, 21], [23, 24, 26], [28, 59, 29], [39, 45, 35], [47, 31, 33, 36, 55, 32, 43, 34, 40, 50, 37], [42, 62, 41], [44, 46, 56, 48, 52, 51, 53, 60, 58, 61, 63, 54, 57, 72, 66, 65, 67, 78, 64, 77], [71, 70, 76], [68, 73, 69, 75, 84, 74, 80, 81, 79, 83, 82, 86, 87, 85, 88]]
104: [[38, 5, 7], [2, 12, 20], [1, 19, 3], [4, 14, 8, 11, 10, 6, 9, 13, 31, 25, 15, 16, 17, 18, 23, 21, 22, 27, 24, 28, 29, 49, 58, 30, 43, 34, 26], [37, 36, 35, 33, 32], [42, 41, 60], [40, 39, 57, 46], [44, 45], [50, 52, 53, 54, 55, 47], [48, 51, 59, 63, 56, 62, 61, 72, 66, 64, 65, 71, 68, 69, 77, 70, 75, 73, 74, 67, 76, 79, 78, 84, 80, 81, 82, 83, 87], [86, 85, 88]]
105: [[38, 5, 7], [2, 12, 1, 20], [3, 6, 4], [14, 9, 8], [10, 15, 29, 30, 17, 22, 16, 53, 26, 27, 18, 21, 28, 19], [60, 24, 23, 31, 25], [33, 63, 40], [11, 35, 32, 51], [44, 34], [57, 37, 47, 13, 54], [36, 56, 41, 43, 39, 42, 50, 59, 49, 45, 46, 62, 52, 48, 55, 58, 61, 65, 68, 66, 64, 71, 84, 73, 78, 70, 67, 69, 74, 77, 75, 88, 72, 83, 76, 82, 79, 85, 80], [81, 87, 86]]
106: [[38, 5, 7], [2, 12], [22, 1, 3], [4, 6, 10, 9, 25, 40, 8, 11, 15, 14, 26, 13, 19, 20, 17, 27, 48, 23, 50, 16, 18, 21, 24, 30, 28, 60, 44, 29, 31, 43, 49, 33, 42, 35, 32, 37, 62, 45, 46, 41, 39, 47, 53, 36, 34, 55, 52, 56, 51, 57, 59, 63, 58, 54, 61, 68, 66, 64, 67, 81, 70, 69, 77, 65, 74, 71, 78, 72, 75, 73, 76, 79, 82, 80, 85, 84, 86, 87, 83, 88]]
107: [[38, 5, 7], [2, 41, 20], [17, 3, 4, 6, 1, 8, 26, 11, 15, 13, 9, 23, 16, 19, 10, 14, 21, 12, 18, 39, 25, 28, 22, 30, 29, 24, 27, 44, 31, 53, 33, 36, 45, 37], [32, 40, 34, 46, 35, 47, 43, 48, 42, 58, 50, 52, 57, 56, 60, 49, 51, 59, 54, 55, 63, 62, 61, 72, 66, 68, 67, 65, 69, 64, 74, 75, 76, 77, 78, 73, 70, 71, 79, 84, 86, 80, 82, 81, 85, 87, 83, 88]]
108: [[38, 5, 7], [2, 12, 22, 1, 3, 4, 6, 10, 8, 11], [9, 15, 13, 28, 31, 25, 23, 16, 19, 24, 17, 18, 21, 20, 26, 52, 62, 30, 46, 56, 49, 36, 29, 58, 32, 27, 14, 35, 34, 37, 43, 61, 57, 33, 45, 42, 59, 39, 48, 60, 53, 50, 40, 41, 44, 47, 54, 51, 55, 63, 72, 68], [66, 64, 71, 67, 75, 65, 69, 74, 73, 70, 77, 78, 79, 76, 86, 83, 82, 80, 85, 81, 87, 84, 88]]
109: [[38, 5, 7], [2, 12, 22, 1, 3, 4, 6, 11, 10, 9, 13, 8, 14, 25, 30, 31, 17, 23, 16, 15, 18, 19], [57, 20, 21, 52, 24, 43, 26, 27, 56, 37, 28, 35, 34, 32, 29, 33, 44, 55, 36, 39, 45, 40, 41, 42, 59, 47, 54, 53, 46, 48, 49, 58, 50, 51, 60, 63, 61, 62, 73, 66, 64, 65, 69, 68, 77, 70, 67, 71, 79, 72, 78, 76, 74, 75, 85, 80, 82, 81, 84, 86, 83, 87, 88]]
110: [[38, 5, 7], [2, 12, 22], [1, 3, 4], [6, 11, 8], [27, 15, 25, 13, 9], [14, 10, 19, 18, 31, 17], [21, 16, 57, 20], [23, 24, 28, 26, 46], [54, 29, 30], [32, 34, 61, 41], [33, 44], [36, 40, 42], [39, 43, 45], [62, 37, 58], [35, 49, 56, 47], [48, 60, 50, 51, 52, 53, 55, 59, 63, 65, 64, 70, 72, 67, 66, 68, 74, 69, 73, 71, 75, 77, 78, 79, 76], [80, 83, 86, 82, 81, 85, 84, 87, 88]]
111: [[38, 5, 7], [2, 20, 1, 4, 3, 8, 6, 10, 12, 9, 11, 14, 21, 28, 25, 30, 17, 29, 13, 15, 51, 16, 18, 19, 53, 22, 31, 34, 23, 63, 32, 36, 56, 24, 26, 35, 46], [44, 49, 27, 33, 37, 39, 43, 40, 42, 45, 48, 47, 41, 55, 50, 54, 57, 52, 62, 58, 60, 59, 61, 69, 64, 68, 65, 83, 84, 76], [78, 70, 66, 71, 73, 67, 74, 72, 79, 82, 80, 75, 77, 87, 85, 86, 88, 81]]
112: [[38, 5, 7], [2, 12, 22, 1, 3], [4, 10, 6, 9, 24, 13, 8, 11, 28, 30], [14, 15, 16, 17], [25, 18, 59], [47, 20, 23], [48, 19, 31], [26, 56, 55, 21, 42, 29, 51, 33, 27, 34, 62], [35, 36, 39], [32, 41, 37], [58, 45, 40, 44, 43, 49, 46, 54, 61, 50, 63, 52, 53, 57, 60, 72, 64, 66, 69, 65], [71, 67, 70, 78, 68, 77, 73, 76, 74, 79, 81, 82, 80, 86, 83, 85, 75, 84, 87], [88]]
113: [[38, 5, 7], [2, 12, 22, 1, 3, 4, 10, 6, 11, 9, 8, 13, 14, 31, 21, 20, 17, 19, 25, 26, 35, 16, 36, 23, 28, 18, 27, 29, 30, 24, 41, 43, 61, 44, 37, 32, 33, 34, 15, 39, 40, 42, 52, 45, 56, 55, 47, 50, 46, 48, 59], [57, 51, 53, 58, 49, 60, 54, 62, 63, 72, 68, 66, 65, 64, 67, 76, 70, 79, 71, 74, 69, 77, 78, 73, 75, 85, 81, 83, 80, 82, 84, 86, 87, 88]]
114: [[38, 5, 7], [2, 12, 22, 1, 3], [4, 10, 9, 6, 27, 8, 17, 14, 13, 11, 25, 15, 19, 16, 18], [20, 53, 21, 23, 24, 28, 30, 35, 26, 29], [31, 37, 41, 50, 39], [34, 36, 32, 33, 42, 40, 43, 47, 44, 45, 48, 46, 57, 59, 56, 51, 54, 55, 58], [49, 60, 52], [62, 61, 63], [68, 64, 67], [66, 71, 65, 69, 70, 74, 78, 72, 77, 79, 75, 73, 76, 83, 81, 80, 82, 85, 84, 86, 87, 88]]
115: [[38, 5, 7], [2, 40, 22], [21, 3, 4], [1, 10, 9, 25, 6, 11, 8, 13, 29, 14, 18, 15, 16, 19, 17, 51, 12, 20, 27, 26, 24, 28, 30, 61, 50, 37, 53, 31, 58, 46, 33, 42, 23, 36, 32, 34, 35, 47, 39, 45, 43, 44, 41, 49, 52, 56, 59, 48, 55, 54, 57, 62, 60, 63, 68, 66, 64, 67, 71, 65, 70, 73, 69, 78, 76, 79, 72, 75, 74], [77, 83, 82, 81, 80, 87, 86, 85, 84, 88]]
116: [[38, 5, 7], [2, 12, 22, 1], [3, 4], [6, 9, 8, 11], [13, 10, 15], [17, 14, 25, 19, 16], [18, 21, 20, 23, 24], [31, 26, 27, 28, 53], [30, 29, 60, 34, 37], [32, 39, 33], [40, 35, 44], [36, 51, 41, 42, 46, 47], [52, 48, 49], [45, 43, 50], [54, 61, 58, 59, 56, 57], [55, 62, 63, 72, 68, 65, 70, 66, 67, 77, 73, 76, 69, 71, 64, 74, 75, 78, 79, 81, 86, 82, 85, 80, 84, 87, 83, 88]]
117: [[38, 5, 7], [2, 12, 30, 1, 3, 4, 10, 11, 8, 6, 13, 23, 16, 28, 31, 14, 18, 57, 9, 15, 50, 48, 17, 20, 29, 22, 25, 26, 53, 21, 36, 37, 62, 19, 42, 24, 27, 47, 40, 33, 35, 32, 60, 39, 41, 44, 34, 46, 45, 51, 56, 43, 49, 63, 52, 54, 55, 59, 61, 58, 70, 66, 68, 64, 65, 69, 76, 71, 73, 77, 79, 72, 67, 75, 74], [78, 84, 80, 86, 83, 82, 81, 87, 85, 88]]
118: [[38, 5, 7], [2, 12, 22], [1, 3], [4, 10, 6, 8, 27, 9, 14, 25, 13, 31, 24, 15, 18, 17, 11, 16, 29, 20, 19], [28, 21, 23], [26, 62, 30], [42, 33, 32, 51], [37, 41], [36, 35, 34, 43, 46, 44], [40, 63, 39, 45, 55, 47, 59, 48, 49, 53, 50, 58, 52, 56, 54, 61, 60, 57, 68, 66, 65, 64, 67, 70, 69, 79, 71, 74, 72, 78, 73, 75, 77, 76, 84, 81, 85, 83, 82, 80], [87, 86, 88]]
119: [[38, 5, 7], [2, 40, 30, 16], [3, 4, 1], [15, 8, 24], [22, 12, 14, 31], [9, 6], [10, 21, 11, 17, 13, 59], [26, 19, 20, 18, 29, 54, 63, 28, 48, 37, 53, 23, 25, 27, 32], [34, 43, 35, 47, 36, 51, 39], [41, 42, 44, 52, 33, 45], [46, 56, 57, 49], [50, 62, 55, 58, 60, 61], [68, 66, 64, 70, 69, 65, 76, 67, 71, 79, 73, 72, 77, 74, 75, 78, 84, 85, 82, 83, 81, 80, 86, 87, 88]]
120: [[38, 5, 7], [2, 14, 6], [1, 3, 4], [8, 11, 9, 24], [10, 27, 20, 21, 26], [12, 19, 13, 16, 25, 49, 48, 23], [31, 18, 15, 30, 58, 28, 17, 52, 37], [59, 22, 33, 29, 32, 40, 35, 44, 41, 34, 36, 46, 42, 39, 43, 47, 50, 63, 45, 51, 53, 55, 54, 56, 60, 61, 57, 62, 68, 66, 70, 64, 65], [71, 67, 74, 75, 77, 69, 72, 73, 76, 78, 79, 82, 80, 86, 81, 83, 84, 85, 87, 88]]
121: [[38, 5, 7], [2, 12, 22, 1, 3, 4], [14, 6, 8], [10, 11, 41], [9, 25, 13, 26, 21, 57, 16], [37, 24, 27, 15, 17, 28, 23, 30, 18], [29, 20, 47, 45, 19, 51, 33, 60, 31, 35, 32, 43, 34, 36, 39, 42, 40, 44, 53, 46, 49, 48, 50, 54, 52, 59, 58, 62, 55, 56, 61, 63, 65, 64, 66, 69, 67, 68, 78, 74, 72, 79, 77, 70, 71, 73, 75, 76, 81, 80, 82, 85, 83, 84, 87, 86, 88]]
122: [[38, 5, 7], [2, 12, 22, 1], [3, 4, 10, 6, 8, 24, 13, 9, 14, 31, 17], [11, 28, 52, 21, 19, 26, 27, 20, 15, 23, 16], [18, 56, 30, 25, 29, 35, 61, 46], [37, 33, 32, 41, 45, 42, 47, 34, 43, 40, 36, 48, 44, 39, 49, 51], [53, 57, 54, 58, 50, 62, 55, 60, 59, 63, 72, 66, 64, 69, 65, 74, 68, 67, 78, 73, 70, 77, 71, 75, 79, 76, 81, 80, 87, 83, 82, 84, 86, 85, 88]]
123: [[38, 5, 7], [2, 12, 22, 1], [9, 3, 10, 6, 15, 4], [11, 8, 27, 13, 17], [29, 19, 16, 14, 60, 20, 18, 24, 26, 31], [21, 23, 33], [25, 28, 30], [56, 32, 54], [57, 34, 35, 40, 36, 58, 37, 45], [42, 39, 43, 41], [44, 53, 47, 51], [46, 48, 50], [49, 61, 52], [59, 55, 62], [63, 73, 64, 68, 65], [66, 67, 70, 78, 69, 77, 74, 71, 72, 76], [75, 79], [81, 83, 80, 86], [82, 87, 84, 85, 88]]
124: [[38, 5, 7], [2, 12, 22, 1], [3, 4, 6, 10, 8], [25, 11, 9, 14, 13, 27, 26, 19, 15, 17, 18, 16, 20, 21, 23], [24, 32, 31, 28], [30, 29, 37], [39, 36, 43, 33, 35, 45], [40, 34, 46, 44, 42, 41], [47, 49, 48], [55, 56, 54, 50, 53, 57, 52, 60, 62, 58, 51, 61, 59, 63, 72, 64, 65, 67, 74, 66, 73, 68, 71, 79, 69, 76, 70, 75, 77, 78, 82, 84, 81, 80, 83, 85, 86, 87, 88]]
125: [[38, 5, 7], [2, 12, 22, 1, 3, 4, 10, 9, 6, 25, 8, 13, 14, 15, 16, 26, 21, 27, 52, 20, 18, 28, 29, 23, 19, 53, 17, 43, 61, 56, 60, 24, 37, 39, 33, 11, 30, 31, 32, 35, 44, 36, 42, 46, 40, 34], [41, 47, 48, 45, 50, 51, 49, 54, 57, 55, 63, 59, 58, 62, 68, 66, 64, 65, 67, 69, 71, 76, 75, 72, 73, 78, 77, 74, 70, 79, 82, 80, 86, 84, 81, 83, 85, 87, 88]]
126: [[38, 5, 7], [2, 12, 22], [1, 3, 4], [10, 6, 9, 8, 31, 13, 14, 15, 11, 27, 23, 16, 25, 18, 19, 21, 17, 29, 57, 56, 26, 58, 20, 24], [30, 32, 46, 48], [28, 51, 49], [34, 33, 36, 35, 59], [41, 42, 45, 47, 37, 40, 61, 39, 43, 54], [44, 50, 55, 52], [60, 53, 62, 63, 72, 64, 67, 66, 65, 71, 70], [68, 77, 69, 73, 74, 79, 75, 76, 78, 82, 81, 80, 84, 83, 86, 85, 87, 88]]
127: [[38, 5, 7], [2, 12, 22], [1, 3, 4], [10, 9, 6], [24, 14], [25, 13, 21, 11, 15], [31, 18, 16, 17, 27, 55, 19, 20], [23, 8, 28, 29, 26, 60, 62, 30, 41, 42, 39], [32, 34, 33, 48, 40, 44, 35, 36], [37, 43, 45], [46, 57, 47, 51], [54, 53, 49, 52, 56, 50, 59, 58, 61], [63, 68, 66], [65, 64, 75], [67, 71, 70, 69, 72, 76, 77, 74, 73, 79, 78, 83, 81, 82, 80], [86, 84, 85, 87, 88]]
128: [[38, 5, 7], [2, 20, 1], [6, 8, 14], [4, 3, 44], [27, 15, 9], [13, 18, 11, 12], [25, 16, 17, 19, 23, 28], [21, 61, 24, 26, 22, 29, 31, 30, 51, 33, 50, 32, 35, 39, 34, 37, 41, 42, 45, 36, 46, 40, 47, 43, 48, 63, 52, 49, 55, 56, 54], [58, 53, 57, 59, 62, 60], [66, 64, 65], [67, 68, 71], [70, 74, 76], [69, 72, 79, 73, 10, 78], [77, 75, 83, 80, 82, 81, 85, 86, 84, 87, 88]]
129: [[38, 5, 7], [2, 12, 18], [1, 3, 4], [8, 11, 15], [25, 10, 6], [9, 14, 27], [24, 30, 20], [13, 21, 17], [22, 50, 16, 19], [23, 26, 56], [57, 29, 31, 32, 35, 34, 42, 40], [33, 28, 36], [37], [41, 39, 43], [60, 45, 44, 63], [46, 47, 48, 51, 49, 58, 53, 62, 54, 61, 55], [52, 70, 74, 66, 64, 69], [59, 78, 65, 67, 68, 79, 71, 72, 75, 73], [80, 77, 83, 84, 81, 76, 86, 82, 85, 87, 88]]
130: [[38, 5, 7], [2, 12, 22, 1, 3, 4, 10, 9, 8, 25, 6, 14, 15, 27, 11, 16], [13, 48, 29, 18, 17], [23, 19, 20, 61, 60, 24], [21, 26], [30, 47, 40, 62, 28, 49, 51, 31, 39], [32, 34, 35, 42, 36, 41, 46, 43, 44, 33, 37, 52, 63, 50, 45, 53, 54, 55, 56, 57, 59, 58, 72, 66, 65, 67, 64, 69, 68, 70, 71, 75, 74, 77, 76, 73, 78, 79, 85, 80, 81, 83, 82, 87, 86, 84, 88]]
131: [[38, 5, 7], [2, 12, 22], [1, 3, 4, 14, 6, 8, 27, 10, 11, 15, 9, 23, 13, 19, 17, 16, 18], [30, 55, 20], [21, 25, 29], [62, 26, 28, 24, 31, 32, 40, 50, 35, 34, 36, 42, 37, 43, 45], [49, 47, 46], [41, 48, 39, 51], [53, 33, 44], [58, 56, 54, 57, 59, 52, 60, 61, 63, 72, 64, 66, 65, 70, 67, 74], [73, 75, 71, 69, 78], [76, 68, 77], [79, 81, 84], [82, 80, 83, 85, 87, 86, 88]]
132: [[38, 5, 7], [2, 1, 30, 10, 3, 4], [6, 13, 12], [8, 19, 15, 9], [11, 18], [22, 14, 20, 25, 16, 60], [17, 23, 21], [26, 31, 27], [28, 24, 54, 44, 63, 29, 34, 46, 33, 32, 35, 36, 37, 39, 40, 42, 41, 45, 47, 43, 49, 51, 50, 53, 52, 48, 55, 56, 59, 58, 57, 61, 62, 69, 66, 64, 65], [68, 67, 72, 75, 73, 77, 71, 70, 76, 74, 78, 79, 83, 80, 82, 84], [81, 85], [87, 86, 88]]
133: [[38, 5, 7], [2, 41, 20, 1], [3, 4], [6, 13, 10, 24, 9], [11, 15, 12, 8, 14], [29, 18, 19, 16, 62], [17, 23, 37], [54, 21, 30], [52, 26, 22], [25, 59, 27, 48, 33], [28, 31, 34], [35, 36, 46], [40, 42, 47, 57], [45, 43, 32], [39, 63, 44, 53, 49], [50, 60], [51, 55], [56, 58, 61, 69, 66, 64, 65, 71, 67, 68, 70, 78, 73, 72, 76, 74, 75, 77, 79, 82, 81, 80, 83, 84, 85, 87, 86, 88]]
134: [[38, 5, 7, 2], [12, 22, 1, 9, 4, 10, 11, 3, 20, 39, 8, 19, 28], [6, 55, 16, 13, 17, 14], [15, 27, 31, 26, 18, 48, 21, 24, 23, 25, 29, 41, 33, 30, 37, 34, 35, 36, 40, 43, 47, 44, 46, 50, 42, 32, 45, 61, 62, 51, 49, 56, 54, 52, 53, 57, 60, 58, 59, 63, 72, 66, 64, 71, 69, 65, 67, 70, 74, 68, 79, 75, 76], [73, 78, 77, 82, 80, 83, 81, 85, 84, 86, 87, 88]]
135: [[38, 5, 7, 2, 12, 22], [1, 9, 4, 10, 15, 3, 16, 37, 24, 19, 28, 6, 55, 17, 8, 13, 31, 11, 40, 62, 20, 25, 48, 21, 14, 23, 18, 29, 41, 33, 26, 27, 30, 34, 35, 32, 43, 45, 44, 46, 50, 42, 47, 36, 39, 54, 51, 49, 60, 56, 52, 57, 53], [59, 58, 61, 63, 74, 66, 64, 68, 65, 67, 70, 69], [78, 71, 75, 73, 76, 72, 77, 79, 82, 80, 83, 81, 85, 84, 86, 87, 88]]
136: [[38, 5, 7], [2, 20, 22, 1], [4, 6, 10, 9, 24, 27, 8, 11, 15, 16, 12, 13, 29, 14, 21, 19, 17, 47, 18], [23, 26, 28, 62, 30, 59, 3, 25, 63, 32, 36, 35, 31, 34, 41, 37, 43, 42, 44, 40, 45, 39, 46, 57, 50, 55, 33, 52, 49, 51, 48, 56], [53, 58, 54, 60, 61, 72, 66, 64, 65, 69, 74, 67, 78, 79, 70, 68, 71, 75, 73, 76, 77, 83, 80, 81, 82, 85, 87, 86, 84, 88]]
137: [[38, 5, 7, 2, 1, 3, 4, 6, 8, 11, 9, 15, 14], [31, 17, 23, 13], [16, 19, 20], [24, 25, 28, 21, 48, 30, 26, 29, 27, 56, 45, 18, 43, 37, 46, 33, 32, 34, 36, 12, 22], [44, 57, 42], [47, 40, 50], [61, 35, 59, 49, 55, 39, 54, 41, 51, 52, 10], [53, 58, 62, 63, 60, 68, 66, 67, 64, 71, 70, 69, 76, 79, 65, 72, 75, 73, 74, 77, 78, 82, 84, 80, 85, 83, 87, 86, 81, 88]]
138: [[38, 5, 7], [2, 13, 28, 1], [3, 4, 10], [6, 9, 8], [15, 11, 14], [12, 31, 26], [18, 17, 16, 19], [21, 52, 22], [23, 25, 50, 27, 24], [61, 57, 20], [55, 36], [43, 29, 30], [37, 45], [34, 40, 32, 42, 41], [33, 35, 48, 58, 62, 46, 39, 44, 47, 51, 49], [56, 59, 53, 54, 63, 60, 74, 64, 66], [68, 77, 65, 76], [71, 70, 67], [69, 72, 78, 75, 73, 79], [81, 84, 80, 82, 83, 85], [87, 86, 88]]
139: [[38, 5, 7], [2, 12, 22], [1, 3, 4, 6], [14, 8, 24, 9, 15, 13, 27, 30, 18, 17, 28, 10, 11, 20, 19, 55, 16, 21, 23], [62, 61, 25], [26, 57, 60], [42, 58, 45, 37], [32, 35, 36], [43, 29, 39], [41, 31, 33, 47, 44, 54, 34, 40, 50, 46], [48, 49, 51], [52, 53, 56], [63, 59, 72, 68, 65, 64, 70, 67, 66, 71, 69, 74, 75, 78, 73, 79, 76, 77, 82, 81, 85, 80, 83, 86, 84, 87, 88]]
140: [[38, 5, 7], [2, 12, 14], [3, 1, 13], [4, 8, 25, 10], [9, 15, 31, 17, 6], [18, 26, 53], [24, 29, 16, 22], [19, 27, 21], [56, 23, 30], [34, 28, 59, 41, 11, 37, 32, 33, 20, 35, 39, 43, 45, 44], [36, 40, 58, 46, 42], [47, 50, 54], [51, 48, 49, 61], [52, 55], [62, 57, 60, 63, 72], [66, 64, 65, 69, 71], [67, 77, 74], [70, 82, 79, 76, 73], [75, 78, 81], [80, 87], [85, 68, 83, 86, 84, 88]]
141: [[38, 5, 7], [2, 40, 22, 19], [3, 4, 1], [6, 8, 24, 28], [9, 15, 17, 14, 26, 16, 23, 10], [11, 20, 12, 18, 21, 25, 49], [31, 29, 27, 57, 35, 59], [30, 58, 36, 33], [32, 34, 42, 39, 41], [45, 43, 44, 46, 47, 13, 53, 37, 50, 48, 54, 52, 55, 51, 56], [62, 60, 61, 63, 72, 66, 64, 67, 65, 69], [68, 70, 71, 79, 74], [75, 78, 73, 77, 76, 80, 86, 82, 83, 84, 85, 81, 87, 88]]
142: [[38, 5, 7], [2, 12, 22], [1, 3, 4, 6, 10], [8, 25, 15], [9, 26, 13], [21, 20, 14], [11, 17, 16, 23, 18, 53], [30, 19, 56], [24, 27, 28], [63, 46, 32, 29, 31, 34, 36, 35, 37, 33, 45, 40, 41, 39, 47, 43, 42, 48, 57, 49, 62], [51, 50, 52, 44, 54, 55, 58, 59, 61, 60, 69, 64, 71, 70, 67, 65, 79, 66, 74, 78, 68, 72, 77, 75, 73, 76, 82, 84, 80, 81], [85, 83, 86, 87, 88]]
143: [[38, 5, 7], [2, 12, 22, 1, 9, 4, 6, 10, 3, 11, 17, 8, 29, 26, 14, 13, 16, 23, 19, 18, 15, 20, 21, 30], [24, 25, 27], [56, 28, 31], [44, 59, 58, 41], [36, 33, 45, 35, 48, 40, 34, 62, 42, 39, 43, 46, 51, 61, 32, 47, 37, 49], [50, 52, 53, 57, 55, 54, 60, 63, 73, 64, 66, 65, 69, 67, 68, 76, 71, 70, 72, 78, 79, 75, 74, 77], [84, 81, 85, 82, 80, 83, 87, 86, 88]]
144: [[38, 5, 7], [2, 8, 30, 1], [3, 4], [6, 12, 9, 11, 15, 14], [10, 13, 16], [17, 25, 49], [20, 18, 22, 19, 26, 28], [58, 54, 27, 29, 23], [31, 36, 32, 33, 43], [21, 40, 35, 37, 24], [61, 34, 39, 41, 42], [46], [63, 45, 50, 57, 44, 47, 51, 55, 56, 48, 52, 53, 62, 59, 60, 68, 67, 64, 65, 66, 70, 76, 74, 71, 69, 75, 72, 78, 73, 79, 77, 80, 84, 81, 85, 82, 83, 86, 87, 88]]
145: [[38, 5, 7], [2, 1, 30], [4, 6, 22], [8, 3, 10, 9], [12, 15, 11], [31, 16, 14, 13, 17], [23, 20, 18], [63, 19], [24, 57, 26], [54, 27], [48, 29, 33, 32, 21], [42, 36, 25, 28], [44, 41, 34], [45, 53, 55, 39], [43, 46, 40, 37, 35, 52, 49, 51], [56, 47, 60, 58, 50, 59, 62], [61, 69, 66, 64, 65, 71], [67, 70, 74, 77], [68, 72, 76, 79, 73, 78], [75, 80, 86, 82, 83, 85, 84, 81, 87, 88]]
146: [[38, 5, 7], [2, 20, 22, 1], [3, 4, 6], [9, 24, 10, 8], [23, 14, 17, 11, 12], [29, 16, 13, 21, 30, 15, 26, 18, 62, 25, 40, 59, 19, 34, 61, 55, 44, 42, 37], [27, 33, 35, 56, 43, 46, 28, 31, 48, 47, 32, 45, 54, 49, 36, 50, 39, 51, 52, 41], [58, 53, 57, 60, 63, 73, 64, 66, 71, 65, 67, 68, 70, 69, 72, 76, 75, 78, 77, 74, 79, 83, 80, 86, 81, 84, 82, 85, 87, 88]]
147: [[38, 5, 7], [2, 1, 12, 13, 18], [6, 3], [4, 11], [24, 16, 14], [9, 10, 15, 20, 22, 21], [17, 26], [23, 19, 31], [27, 29, 58], [28, 30, 25], [56, 39, 37, 51, 32, 34, 33, 35, 40, 36, 46, 41, 62, 47, 42, 50, 44, 43, 8], [57, 55, 45], [52, 48, 53, 49], [54, 63, 60, 61, 59, 73, 64, 66, 65, 68, 71, 67, 78, 69, 77, 70, 72, 74, 76, 75, 79, 86, 80, 81, 82, 85, 83, 87, 88, 84]]
148: [[38, 5, 7, 2, 12, 22], [1, 3, 4, 10, 6, 9, 25, 13, 15, 11, 8, 14, 27, 17, 19, 18, 20, 28, 16, 21, 23, 30, 49, 29, 57, 24, 31], [63, 41, 36, 26, 32], [33, 45, 47, 42, 39], [34, 56, 43, 35, 37, 40, 48, 54, 55, 51, 52, 46, 53, 44, 50, 58, 59, 60, 61, 62, 72, 64, 65, 67, 74, 66, 70, 69, 78, 71, 77, 75, 68, 76, 73, 79, 82, 80, 86, 83, 84, 85, 81, 87, 88]]
149: [[38, 5, 7], [2, 12, 22, 1, 4, 3], [10, 14, 8, 30], [41, 6, 11], [27, 24, 13], [29, 17, 33], [15, 16, 18], [19, 20, 26], [23, 25, 21], [28, 31, 62], [37, 9, 42], [35, 43, 40, 34, 45, 36, 32, 39, 46, 44], [51, 47], [48], [50, 59, 55], [49, 54, 53], [52, 56, 58, 57, 60, 61, 63, 69, 66, 64], [65, 71, 68], [70, 67, 73], [74, 75, 77, 72, 76, 78, 79, 80, 83, 82, 84, 86, 87, 85, 88, 81]]
150: [[38, 5, 7, 2], [12, 22, 1, 3, 4], [6], [10, 8], [26, 11, 9, 28, 29, 14], [13, 18], [49, 15, 27, 17, 20], [16, 31, 23], [19, 24, 40, 59], [21, 25, 34], [52, 60, 51, 32, 44], [39, 30, 42], [36, 47], [43, 50, 46], [33, 35, 57], [45, 37, 41, 48, 53, 54], [55, 63, 56, 58], [62, 61, 72, 64, 67, 69, 66, 68, 70, 71, 78, 76, 65, 75, 73, 79, 77, 74, 80, 85, 84, 86, 81, 83, 88, 87, 82]]
151: [[38, 5, 7], [2, 1, 20, 4], [11, 3, 10, 8, 6], [9, 26, 14], [13, 15, 16], [29, 18, 17, 19], [22, 21, 23], [24, 25, 30, 28, 31, 27, 33], [50, 12, 61, 35, 58, 54, 37, 40, 34, 36, 32, 46, 43, 42, 44, 39], [45, 47, 41, 49, 48, 51, 53, 55, 63, 52, 56, 57, 60, 59, 62, 72, 66, 64, 67, 70, 73, 65, 78, 69, 68, 71, 79, 76, 74, 75, 77, 84, 80, 86, 82, 81, 85, 83, 87, 88]]
152: [[38, 5, 7], [2, 12, 22], [1, 3, 4], [6, 9, 8, 25, 30], [10, 14, 27, 11, 19], [13, 16, 17, 18, 20], [21, 15, 31, 26, 56], [28, 61, 23], [24, 59, 34], [37, 53, 35, 33, 39, 43], [40, 29, 48], [36, 41, 62], [42, 32, 44], [45, 46, 57, 50], [47, 49, 51, 52], [58, 60, 54], [63, 55, 68], [66, 65, 64], [74, 71, 77], [67, 72, 69, 70, 73], [76, 78, 75, 79, 86, 82], [80, 85, 81, 84, 87, 83, 88]]
