0: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43], [33, 30], [51, 32, 35], [34, 39, 44, 37], [40, 36, 42], [41, 45, 46, 60], [55, 53, 61, 48, 47, 63], [57, 49, 50, 52, 54, 56, 59], [68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73], [72, 75, 78], [79, 81, 82], [84], [80, 87], [83, 85, 86, 88]]
102: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58, 31], [62, 28], [43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 61, 55, 53, 63, 48, 47, 49], [57, 50, 60, 52, 54, 56], [59, 68, 65, 67, 64, 74], [69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81], [82, 84, 80, 87, 83, 85, 86, 88]]
103: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24, 25, 20, 26, 29], [58, 31, 62, 28, 43, 33], [30, 51], [32, 35, 34, 39, 44], [37, 36, 41, 42, 40, 45, 46], [47, 55], [60, 48, 50], [53, 49, 59, 52, 54, 63], [56, 57, 61, 68, 65, 67], [64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78], [79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
104: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24], [25, 20, 26, 29, 58], [31, 62, 28, 43, 33, 30], [51, 32, 35, 34, 39], [44, 37, 36, 41], [42, 40, 45], [46, 47, 53], [49, 52, 48, 55, 50, 54, 56, 61, 63, 60, 59, 57, 68, 65], [67, 64, 74, 69, 66, 76, 77, 70, 71], [73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
105: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18], [19, 21, 24, 25, 20], [26, 29, 58, 31], [62, 28, 43, 33, 30], [51, 32, 35, 34], [39, 44, 37], [36, 41, 42, 40], [45, 46, 47], [49, 52, 48, 53, 55], [56, 60, 54, 59, 61], [50, 63, 57, 68], [65, 67, 64], [74, 69, 66], [76, 77, 70, 71, 73, 72, 75, 78, 79], [81, 82, 84, 80, 87, 83, 85, 86, 88]]
106: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17], [18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28, 43, 33, 30], [51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46], [60, 55, 56, 61, 50, 59, 54, 47, 53, 48, 57, 49, 63, 52, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
107: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4, 6], [10, 9, 8, 11, 16, 15], [14, 27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58, 31], [62, 28, 43], [33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 40], [42, 41, 45], [46, 47, 53, 48], [52, 54, 49], [50, 55, 56, 59, 61, 60], [57, 63, 68], [65, 67, 64, 74, 69, 66], [76, 77, 70], [71, 73, 72], [75, 78, 79, 81], [82, 84, 80, 87], [83, 85, 86, 88]]
108: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4, 6], [10, 9], [8, 11], [16, 15], [14, 27, 17, 18], [19, 21, 24, 25, 20], [26, 29], [58, 31, 62, 28, 43], [33, 30, 51, 32, 35, 34], [39, 44], [37, 36, 41], [42, 40, 45, 46, 47, 55], [49, 50, 48, 52, 53], [60, 54, 56, 63, 59, 57], [61, 68], [65, 67, 64], [74, 69, 66, 76], [77, 70, 71], [73, 72, 75, 78, 79, 81], [82, 84, 80], [87, 83, 85, 86, 88]]
109: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18], [19, 21], [24, 25, 20, 26, 29], [58, 31, 62, 28], [43, 33, 30, 51, 32], [35, 34, 39, 44, 37], [36, 41], [42, 40, 45], [46, 47, 49, 56, 50, 61], [54, 48, 57, 53, 63, 52], [59, 55, 60, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85], [86, 88]]
110: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24, 25], [20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35], [34, 39, 44, 37, 36], [41, 42, 40, 45], [46, 47, 53, 52], [48, 50, 54, 49, 61, 55, 56, 57], [60, 63, 59], [68, 65, 67, 64, 74], [69, 66, 76, 77], [70, 71, 73], [72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
111: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24, 25], [20, 26, 29, 58, 31, 62], [28, 43, 33, 30, 51], [32, 35], [34, 39, 44, 37], [36, 40, 42, 41, 45], [46, 47], [53, 52], [48, 50, 54, 49, 59, 55], [56, 60], [57, 63, 61, 68, 65], [67, 64, 74, 69, 66, 76], [77, 70], [71, 73, 72], [75, 78, 79], [81], [82, 84], [80, 87, 83, 85], [86, 88]]
112: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24, 25, 20], [26, 29, 58], [31, 62, 28, 43, 33], [30, 51, 32, 35, 34], [39, 44], [37, 36, 41, 42, 40, 45], [46, 47, 49, 48, 52, 50, 54], [53, 63, 61], [55, 57, 59, 56], [60, 68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
113: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9], [8], [11, 16], [15, 14, 27, 17], [18, 19, 21, 24, 25], [20, 26, 29, 58, 31], [62, 28, 43, 33], [30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46], [47, 57, 55, 52, 48, 50, 49, 61, 60, 56, 53, 54, 63, 59, 68, 65, 67, 64], [74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
114: [[23, 22, 1, 2, 13], [12, 5], [7, 3, 38, 4], [6, 10], [9, 8, 11, 16], [15, 14, 27, 17, 18], [19, 21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43, 33], [30, 51, 32, 35, 34, 39], [44, 37], [36, 40, 42, 45, 41, 46], [61, 49, 52, 57, 48], [47, 55], [53, 54], [56, 50, 60, 59, 63, 68], [65, 67, 64], [74, 69, 66, 76, 77, 70], [71, 73, 72, 75], [78, 79, 81, 82], [84, 80, 87, 83], [85, 86, 88]]
115: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24, 25], [20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35], [34, 39, 44, 37, 36], [41, 42, 40, 45], [46, 47, 48, 53], [50, 54, 52, 49, 55], [63, 57, 56, 59], [60, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77], [70, 71, 73, 72], [75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
116: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11], [16, 15, 14, 27, 17, 18], [19, 21, 24, 25, 20], [26, 29, 58, 31, 62, 28], [43, 33], [30, 51, 32, 35, 34, 39], [44, 37, 36, 41], [42, 40, 45, 46, 47], [53, 49, 48, 52], [50, 57, 55, 60], [61, 54, 56, 59, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
117: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9], [8, 11, 16, 15, 14], [27, 17], [18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43], [33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47, 57, 56, 54, 49, 50, 48, 52, 55, 53, 60, 59, 63, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
118: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11], [16, 15], [14, 27, 17, 18], [19, 21, 24, 25, 20], [26, 29], [58, 31], [62, 28, 43, 33, 30, 51], [32, 35], [34, 39, 44, 37, 36], [40, 42, 41, 45, 46, 59], [53, 52], [50, 49, 47], [48, 54, 61, 63, 55], [56, 57, 60, 68], [65, 67, 64], [74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
119: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24], [25, 20, 26], [29, 58, 31, 62, 28], [43, 33, 30, 51], [32, 35, 34], [39, 44, 37, 36, 41, 42, 40, 45, 46, 47, 53, 48, 50, 52, 54, 55, 49, 59, 56, 60, 57, 61, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
120: [[23, 22, 1, 2], [13, 12, 5], [7, 3, 38, 4, 6], [10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25], [20, 26], [29, 58, 31, 62, 28, 43], [33, 30, 51], [32, 35, 34, 39], [44, 37, 36, 40], [42, 41, 45], [47, 46, 61, 60], [50, 49, 52, 48, 54, 53], [56, 59], [57, 55], [63, 68, 65, 67, 64, 74], [69, 66, 76, 77], [70, 71], [73, 72, 75, 78, 79], [81, 82, 84, 80], [87, 83, 85, 86, 88]]
121: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9], [8, 11, 16, 15], [14, 27, 17], [18, 19, 21, 24, 25, 20], [26, 29, 58], [31, 62, 28, 43, 33], [30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40], [45, 46, 47, 49, 56, 50, 48, 54, 53, 60, 55, 52, 59, 63, 61, 57, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
122: [[23, 22, 1, 2, 13, 12], [5, 7, 3], [38, 4, 6], [10, 9, 8, 11, 16, 15], [14, 27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28, 43, 33], [30, 51, 32, 35], [34, 39, 44, 37, 36], [41, 42, 40, 47, 46], [45, 61, 48, 50, 52, 55], [63, 49, 57, 53, 54], [60, 56, 59, 68, 65, 67], [64, 74, 69], [66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
123: [[23, 22], [1, 2, 13, 12], [5, 7, 3, 38], [4, 6, 10, 9, 8], [11, 16, 15, 14], [27, 17, 18, 19], [21, 24, 25, 20], [26, 29, 58, 31], [62, 28, 43, 33], [30, 51, 32, 35, 34], [39, 44], [37, 36, 41, 42, 40], [45, 46, 47, 48], [50, 54, 52], [49, 53, 55, 57], [56, 60, 59, 61], [63, 68, 65, 67, 64], [74, 69, 66, 76], [77, 70, 71, 73], [72, 75, 78], [79, 81, 82, 84], [80, 87], [83, 85, 86, 88]]
124: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24, 25], [20, 26, 29], [58], [31, 62], [28, 43, 33, 30], [51, 32, 35, 34, 39, 44, 37, 36, 40, 42, 41, 45, 46, 47, 49, 53, 50, 48, 54, 63, 61, 57, 55, 52, 56, 59, 60, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
125: [[23, 22, 1, 2, 13], [12, 5], [7, 3, 38, 4, 6], [10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19], [21, 24, 25], [20, 26, 29, 58], [31, 62], [28, 43, 33, 30, 51], [32, 35, 34, 39, 44, 37], [36, 41, 42], [40, 45, 46, 47, 55, 48], [49, 50, 53, 54, 52], [56, 59, 60, 57], [61, 63, 68], [65, 67], [64, 74, 69], [66, 76, 77, 70, 71], [73, 72], [75, 78, 79, 81], [82, 84, 80], [87, 83, 85, 86, 88]]
126: [[23, 22, 1, 2], [13, 12, 5, 7, 3], [38, 4, 6, 10, 9, 8], [11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20], [26, 29, 58, 31, 62, 28], [43, 33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 41], [42, 40, 45], [46, 47, 57, 52, 48], [54, 49], [55, 59, 50, 61, 56], [53, 60], [63, 68, 65, 67, 64], [74, 69, 66, 76, 77, 70], [71, 73], [72, 75, 78], [79, 81, 82, 84, 80], [87, 83], [85, 86, 88]]
127: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24, 25], [20], [26, 29], [58, 31, 62, 28], [43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 45, 42, 41, 40, 46, 63, 53, 52, 61, 48, 47, 49, 57, 55, 50, 60, 54, 56, 59, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
128: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4, 6], [10, 9, 8, 11, 16, 15], [14, 27, 17, 18], [19, 21, 24, 25], [20, 26, 29], [58, 31, 62, 28, 43, 33], [30, 51, 32, 35, 34, 39], [44, 37, 36, 41, 42, 40, 45, 46, 47, 57, 56, 48, 49, 52, 54, 61, 53, 59, 50, 55, 60, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
129: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24, 25], [20, 26, 29, 58], [31, 62, 28], [43, 33, 30, 51], [32, 35, 34, 39, 44, 37], [36, 41, 42], [40, 45, 46, 63, 53, 47], [48, 52, 49], [54, 50, 55, 57, 61], [56, 59], [60, 68], [65, 67, 64, 74, 69, 66], [76], [77, 70, 71, 73, 72, 75], [78, 79, 81, 82], [84, 80, 87, 83, 85, 86, 88]]
130: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16, 15], [14, 27], [17, 18], [19, 21, 24, 25, 20, 26], [29, 58, 31, 62, 28], [43, 33, 30, 51, 32, 35, 34], [39, 44, 37, 36, 45, 42], [40, 41], [46, 47, 49, 56, 50, 48], [54, 53, 63], [55, 59, 52, 57, 61], [60, 68, 65, 67], [64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75], [78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
131: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10], [9, 8, 11, 16, 15, 14, 27], [17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47, 49, 48, 50, 54, 53, 52, 61, 56, 63, 55, 57, 59, 60, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
132: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38], [4, 6, 10, 9, 8], [11, 16, 15, 14], [27, 17, 18], [19, 21, 24, 25, 20, 26, 29], [58, 31, 62], [28, 43, 33, 30], [51, 32, 35, 34, 39], [44, 37, 36, 41, 42, 40], [45, 46, 47, 53, 60], [48, 50, 55, 54, 49, 61], [56, 57], [63, 59], [52, 68, 65, 67, 64, 74], [69, 66, 76, 77, 70], [71, 73], [72, 75, 78, 79], [81, 82, 84, 80], [87, 83, 85, 86, 88]]
133: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9], [8, 11], [16, 15], [14, 27, 17, 18, 19], [21, 24, 25, 20, 26, 29, 58, 31, 62, 28], [43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47, 52, 49, 48, 50, 54, 55, 63, 53, 57, 61, 56, 59, 60, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
134: [[23, 22, 1, 2, 13], [12, 5], [7, 3, 38, 4, 6], [10, 9], [8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43], [33, 30, 51], [32, 35, 34], [39, 44, 37, 36, 40], [42, 41, 45], [46, 47, 59, 53, 48, 49], [54, 50, 52, 56, 55, 60], [63, 61, 57], [68, 65, 67], [64, 74, 69, 66, 76, 77], [70, 71], [73, 72, 75, 78, 79], [81, 82, 84], [80, 87, 83, 85, 86, 88]]
135: [[23, 22, 1, 2, 13], [12, 5], [7, 3, 38, 4, 6], [10, 9, 8, 11], [16, 15, 14, 27, 17], [18, 19], [21, 24, 25], [20, 26, 29, 58], [31, 62, 28, 43, 33], [30, 51, 32, 35, 34], [39, 44, 37, 36, 40, 42], [41, 45, 46, 60, 54, 49], [53, 50, 47, 63, 57], [56, 55, 48, 52, 59, 61], [68, 65, 67, 64], [74, 69, 66, 76, 77, 70], [71, 73], [72, 75, 78, 79, 81], [82, 84], [80, 87, 83, 85, 86, 88]]
136: [[23, 22, 1, 2, 13, 12], [5, 7, 3], [38, 4, 6, 10, 9], [8, 11, 16, 15, 14, 27, 17], [18, 19, 21, 24, 25, 20], [26, 29, 58, 31, 62, 28], [43, 33, 30], [51, 32, 35, 34], [39, 44, 37], [36, 41, 42, 40, 45], [46, 47, 49], [56, 50, 60, 55, 48], [57, 52, 53, 54, 61, 59], [63, 68, 65, 67, 64, 74, 69, 66, 76, 77], [70, 71, 73, 72, 75, 78], [79, 81, 82, 84, 80, 87], [83, 85, 86, 88]]
137: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38, 4], [6, 10, 9, 8], [11, 16, 15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29, 58], [31, 62, 28, 43, 33], [30, 51, 32], [35, 34, 39, 44], [37, 36, 41], [42, 40, 45, 46, 47, 55], [49, 50], [48, 52, 54, 56, 53, 57], [60, 61, 59, 63, 68, 65], [67, 64, 74, 69, 66, 76], [77, 70, 71, 73, 72, 75], [78, 79, 81], [82, 84, 80, 87], [83, 85, 86, 88]]
138: [[23, 22, 1, 2], [13, 12, 5], [7, 3, 38, 4, 6], [10, 9], [8, 11, 16, 15, 14, 27], [17, 18], [19, 21, 24, 25], [20, 26, 29], [58, 31, 62, 28, 43], [33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 41], [42, 40, 45, 46, 63, 53, 56, 48, 47, 52, 50, 49, 54], [55, 59, 57, 61, 60, 68, 65, 67, 64, 74], [69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
139: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38], [4, 6, 10], [9, 8], [11, 16, 15, 14], [27, 17, 18, 19], [21, 24, 25, 20], [26, 29, 58, 31], [62, 28, 43, 33, 30, 51], [32, 35, 34, 39, 44, 37], [36, 41, 42, 40], [45, 46, 47, 56, 48], [54, 52, 49, 53, 50], [55, 57, 60, 63], [61, 59, 68, 65, 67], [64, 74, 69, 66, 76, 77], [70, 71], [73, 72, 75, 78, 79, 81], [82, 84, 80, 87], [83, 85, 86, 88]]
140: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9], [8, 11, 16], [15, 14, 27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 48, 45, 46, 47], [52, 40, 55, 49, 54, 53, 61, 50, 57, 56, 59, 60, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
141: [[23, 22, 1, 2, 13, 12, 5], [7, 3, 38], [4, 6, 10, 9, 8], [11, 16, 15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 40, 42, 41, 45, 46, 47, 49, 52, 55, 48, 56, 54, 50, 53, 59, 57, 60, 63, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
142: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4, 6], [10, 9, 8, 11, 16, 15, 14, 27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47, 52, 48, 50, 49, 53, 54, 55, 56, 61, 57, 60, 59], [63, 68, 65, 67, 64, 74], [69, 66], [76, 77, 70, 71, 73], [72, 75, 78, 79], [81, 82, 84, 80], [87, 83, 85, 86, 88]]
143: [[23, 22, 1, 2, 13, 12], [5, 7], [3, 38, 4, 6, 10], [9, 8, 11, 16, 15, 14], [27, 17, 18], [19, 21, 24, 25, 20, 26], [29, 58, 31, 62], [28, 43, 33], [30, 51, 32], [35, 34, 39, 44, 37, 36], [41, 42, 40, 45, 46, 47], [49, 57, 48], [63, 52, 50, 54], [55, 56, 53, 59, 60], [61, 68, 65, 67, 64], [74, 69, 66], [76, 77, 70, 71, 73, 72], [75, 78, 79, 81, 82, 84], [80, 87, 83, 85, 86, 88]]
144: [[23, 22, 1, 2, 13, 12], [5, 7], [3, 38, 4, 6, 10, 9], [8, 11, 16, 15, 14, 27, 17], [18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30], [51, 32, 35, 34, 39, 44, 37, 36, 45, 42, 40, 41, 46, 47, 61, 48, 50, 49, 53, 54, 52, 57, 63, 55, 56, 59, 60, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
145: [[23, 22], [1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8], [11, 16, 15, 14, 27], [17, 18], [19, 21, 24, 25, 20, 26, 29, 58], [31, 62, 28, 43, 33, 30], [51, 32, 35, 34, 39], [44, 37, 36, 40, 42, 41, 45, 46, 47], [57, 52, 54], [50, 60, 49], [48, 53, 56, 63, 55, 59], [61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
146: [[23, 22, 1, 2, 13], [12, 5, 7, 3], [38, 4, 6], [10, 9, 8, 11, 16, 15], [14, 27], [17, 18, 19, 21, 24, 25], [20, 26, 29, 58, 31, 62], [28, 43, 33, 30], [51, 32, 35], [34, 39, 44, 37, 36, 40], [42, 41], [45, 46, 47, 53, 60, 48], [50, 52, 49, 54, 55], [63, 59], [56, 57, 61, 68, 65], [67, 64], [74, 69], [66, 76, 77, 70], [71, 73, 72, 75], [78, 79, 81], [82, 84, 80], [87, 83, 85, 86, 88]]
147: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38], [4, 6, 10, 9, 8, 11], [16, 15, 14], [27, 17, 18, 19], [21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43], [33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47, 53, 57, 50, 54, 48, 49, 52, 60, 55, 56, 59, 61, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84], [80, 87, 83, 85, 86, 88]]
148: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4, 6, 10, 9, 8, 11, 16, 15, 14, 27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37], [36, 41, 42, 40, 45, 46, 47, 61, 56, 48, 50, 54, 49, 59, 55, 60, 52, 57, 53, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
149: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38, 4], [6, 10, 9], [8, 11, 16, 15, 14, 27], [17, 18], [19, 21, 24, 25, 20], [26, 29], [58, 31], [62, 28, 43, 33, 30, 51], [32, 35, 34, 39, 44], [37, 36, 41, 42, 40], [45, 46, 63, 61, 56, 49], [52, 47, 48], [50, 53, 55, 54, 59], [57, 60, 68], [65, 67, 64, 74, 69], [66, 76], [77, 70, 71, 73, 72, 75], [78, 79], [81, 82, 84, 80], [87, 83, 85, 86, 88]]
150: [[23, 22, 1, 2, 13, 12], [5, 7, 3], [38, 4, 6, 10, 9, 8, 11, 16, 15, 14, 27, 17, 18, 19, 21, 24, 25, 20], [26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 40, 42, 41, 45, 46, 47, 52, 56, 50, 48, 55, 49, 53, 57, 60, 63, 54, 59, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
151: [[23, 22, 1, 2, 13], [12, 5], [7, 3, 38, 4, 6, 10, 9], [8, 11], [16, 15, 14, 27], [17, 18, 19, 21, 24], [25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 63, 53, 48, 54, 47, 52, 49, 50, 56, 59, 55, 60, 57, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
152: [[23, 22, 1, 2, 13], [12, 5], [7, 3], [38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24, 25, 20, 26], [29, 58], [31, 62, 28, 43, 33, 30], [51, 32, 35], [34, 39], [44, 37, 36, 40, 42, 41], [45, 46, 47, 48, 49, 54], [53, 52], [55, 63, 56, 50, 60], [61, 57, 59, 68, 65, 67], [64, 74], [69, 66], [76, 77, 70, 71, 73, 72], [75, 78, 79], [81, 82, 84], [80, 87, 83, 85, 86, 88]]
