0: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
102: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
103: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
104: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
105: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
106: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
107: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
108: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
109: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
110: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
111: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
112: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
113: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
114: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
115: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
116: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
117: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
118: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
119: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
120: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
121: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
122: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
123: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
124: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
125: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
126: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
127: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
128: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
129: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
130: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
131: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
132: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
133: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
134: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
135: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
136: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
137: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
138: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
139: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
140: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
141: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
142: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
143: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
144: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
145: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
146: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
147: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
148: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
149: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
150: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
151: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
152: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
