0: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42], [41, 40, 45, 47, 46, 59], [48, 61, 49], [51, 55], [50, 53, 54], [56, 57, 60, 63], [64, 65, 71, 66], [67, 69, 77, 68], [70, 75, 72, 73], [74, 76, 78], [79, 81, 86, 82], [80, 87, 83, 84, 85, 88]]
102: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15, 14], [18, 11, 17, 21, 20], [19, 24, 16, 23, 29], [25, 28, 58], [26, 62, 52, 33], [31, 30, 32], [35, 34, 37, 36, 43, 38], [42, 41, 40, 45, 47], [46, 59, 48, 61], [49, 51, 55, 50], [53, 54, 56], [57, 60, 63, 64], [65, 71, 66, 67, 69, 77], [68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80], [87, 83, 84, 85, 88]]
103: [[39, 44, 3], [4, 10, 2, 1], [22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20], [19, 24, 16], [23, 29, 25], [28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42, 41, 40], [45, 47, 46, 59], [48, 61, 49], [51, 55, 50], [53, 54, 56], [57, 60, 63], [64, 65, 71, 66], [67, 69, 77, 68, 70, 75], [72, 73], [74, 76], [78, 79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
104: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
105: [[39, 44, 3], [4, 10, 2], [1, 22], [13, 12, 7], [5, 6, 8], [9, 27], [15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32], [35, 34, 37, 36], [43, 38, 42], [41, 40, 45, 47], [46, 59, 48, 61], [49, 51, 55], [50], [53, 54, 56, 57], [60, 63], [64, 65, 71, 66], [67, 69, 77], [68, 70, 75], [72, 73, 74], [76, 78, 79, 81], [86, 82, 80, 87], [83, 84, 85, 88]]
106: [[39, 44, 3, 4, 10], [2, 1, 22], [13, 12, 7], [5, 6, 8, 9], [27, 15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30, 32], [35, 34, 37, 36, 43, 38, 42, 41], [40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54], [56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
107: [[39, 44], [3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6, 8], [9, 27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28, 58], [26, 62, 52], [33, 31, 30, 32], [35, 34, 37, 36], [43, 38], [42, 41, 40, 45], [47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63], [64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
108: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28, 58], [26, 62, 52, 33], [31, 30, 32], [35, 34, 37], [36, 43, 38], [42, 41, 40, 45], [47, 46, 59], [48, 61, 49, 51], [55, 50, 53], [54, 56, 57], [60, 63, 64], [65, 71, 66], [67, 69, 77], [68, 70], [75, 72, 73], [74, 76, 78], [79, 81, 86, 82], [80, 87, 83, 84], [85, 88]]
109: [[39, 44, 3, 4, 10], [2, 1, 22, 13], [12, 7, 5, 6], [8, 9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24, 16, 23], [29, 25, 28, 58], [26, 62, 52, 33], [31, 30, 32], [35, 34, 37], [36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
110: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11, 17], [21, 20, 19, 24, 16], [23, 29, 25], [28, 58, 26], [62, 52, 33], [31, 30, 32], [35, 34, 37], [36, 43], [38, 42, 41], [40, 45, 47, 46], [59, 48, 61], [49, 51, 55], [50, 53, 54], [56, 57], [60, 63, 64, 65, 71, 66, 67, 69, 77], [68, 70, 75], [72, 73, 74], [76, 78, 79, 81, 86, 82], [80, 87, 83, 84, 85, 88]]
111: [[39, 44], [3, 4], [10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23, 29, 25, 28], [58, 26, 62, 52], [33, 31, 30, 32], [35, 34, 37, 36, 43, 38], [42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50], [53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
112: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28, 58, 26], [62, 52, 33, 31], [30, 32, 35], [34, 37, 36, 43, 38, 42, 41, 40, 45], [47, 46, 59, 48, 61, 49, 51], [55, 50, 53, 54, 56, 57, 60, 63], [64, 65, 71, 66, 67, 69], [77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
113: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26], [62, 52, 33], [31, 30, 32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45, 47], [46, 59], [48, 61, 49], [51, 55, 50, 53], [54, 56, 57, 60], [63, 64, 65], [71, 66, 67], [69, 77, 68, 70], [75, 72], [73, 74, 76], [78, 79, 81], [86, 82, 80, 87], [83, 84, 85, 88]]
114: [[39, 44, 3, 4, 10], [2, 1, 22], [13, 12, 7], [5, 6, 8], [9, 27, 15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52, 33], [31, 30, 32], [35, 34, 37], [36, 43, 38], [42, 41], [40, 45, 47, 46, 59, 48], [61, 49, 51], [55, 50, 53], [54, 56], [57, 60, 63], [64, 65, 71], [66, 67, 69, 77], [68, 70, 75], [72, 73, 74], [76, 78, 79], [81, 86, 82], [80, 87, 83, 84, 85, 88]]
115: [[39, 44, 3, 4, 10], [2, 1], [22, 13, 12], [7, 5, 6, 8], [9, 27, 15, 14], [18, 11, 17, 21], [20, 19, 24, 16], [23, 29, 25], [28, 58, 26, 62], [52, 33, 31], [30, 32, 35, 34], [37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66], [67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
116: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15], [14, 18, 11, 17], [21, 20, 19, 24], [16, 23, 29], [25, 28, 58, 26, 62], [52, 33, 31, 30, 32], [35, 34, 37], [36, 43, 38, 42], [41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
117: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23, 29], [25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35, 34], [37, 36], [43, 38, 42], [41, 40, 45], [47, 46, 59], [48, 61, 49, 51], [55, 50, 53], [54, 56, 57, 60], [63, 64, 65, 71], [66, 67, 69, 77], [68, 70, 75, 72], [73, 74, 76], [78, 79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
118: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5], [6, 8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24], [16, 23, 29, 25, 28], [58, 26, 62, 52, 33], [31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45], [47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
119: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11], [17, 21, 20, 19], [24, 16, 23, 29], [25, 28, 58], [26, 62, 52, 33], [31, 30, 32], [35, 34, 37, 36], [43, 38, 42, 41], [40, 45, 47], [46, 59, 48, 61], [49, 51, 55, 50], [53, 54, 56, 57], [60, 63, 64], [65, 71, 66, 67], [69, 77, 68, 70], [75, 72, 73], [74, 76, 78], [79, 81, 86], [82, 80, 87, 83], [84, 85, 88]]
120: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5], [6, 8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24], [16, 23, 29, 25, 28], [58, 26, 62, 52, 33], [31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45], [47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
121: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24, 16], [23, 29, 25], [28, 58, 26], [62, 52, 33], [31, 30, 32, 35], [34, 37, 36, 43, 38, 42, 41, 40], [45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56], [57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
122: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6, 8], [9, 27, 15, 14], [18, 11, 17, 21], [20, 19, 24], [16, 23, 29, 25], [28, 58, 26], [62, 52, 33, 31], [30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
123: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11], [17, 21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35], [34, 37], [36, 43, 38], [42, 41, 40], [45, 47, 46], [59, 48, 61], [49, 51, 55, 50, 53], [54, 56, 57, 60], [63, 64, 65, 71, 66], [67, 69, 77, 68], [70, 75, 72], [73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
124: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6, 8], [9, 27, 15], [14, 18, 11], [17, 21, 20], [19, 24, 16], [23, 29, 25, 28], [58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43], [38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
125: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12, 7], [5, 6, 8], [9, 27, 15], [14, 18, 11], [17, 21, 20], [19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52, 33], [31, 30, 32], [35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66], [67, 69], [77, 68, 70], [75, 72, 73], [74, 76, 78], [79, 81, 86, 82, 80], [87, 83, 84, 85, 88]]
126: [[39, 44, 3, 4, 10], [2, 1, 22], [13, 12, 7], [5, 6, 8], [9, 27, 15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29, 25], [28, 58, 26, 62, 52, 33], [31, 30, 32], [35, 34, 37], [36, 43, 38, 42, 41], [40, 45, 47], [46, 59, 48, 61], [49, 51, 55, 50, 53], [54, 56, 57, 60, 63], [64, 65, 71], [66, 67, 69], [77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81], [86, 82, 80, 87, 83, 84, 85, 88]]
127: [[39, 44, 3, 4], [10, 2, 1], [22, 13, 12, 7], [5, 6, 8], [9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30, 32], [35, 34, 37, 36], [43, 38, 42], [41, 40, 45, 47], [46, 59, 48, 61, 49], [51, 55, 50], [53, 54, 56, 57], [60, 63, 64, 65, 71, 66], [67, 69, 77, 68, 70, 75, 72], [73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
128: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45], [47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
129: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6, 8], [9, 27, 15], [14, 18, 11], [17, 21, 20], [19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30, 32, 35], [34, 37, 36, 43, 38], [42, 41, 40], [45, 47, 46], [59, 48, 61], [49, 51, 55], [50, 53, 54], [56, 57, 60], [63, 64, 65, 71], [66, 67, 69, 77], [68, 70, 75, 72], [73, 74, 76], [78, 79, 81], [86, 82], [80, 87, 83], [84, 85, 88]]
130: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6, 8, 9], [27, 15, 14, 18, 11], [17, 21, 20], [19, 24, 16], [23, 29, 25], [28, 58, 26], [62, 52, 33], [31, 30], [32, 35, 34], [37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
131: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15, 14], [18, 11, 17], [21, 20], [19, 24, 16], [23, 29, 25, 28, 58], [26, 62, 52, 33], [31, 30, 32], [35, 34, 37, 36], [43, 38, 42, 41, 40], [45, 47, 46, 59], [48, 61, 49], [51, 55, 50, 53], [54, 56, 57], [60, 63, 64, 65], [71, 66, 67, 69], [77, 68, 70], [75, 72, 73], [74, 76, 78], [79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
132: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24, 16], [23, 29, 25], [28, 58, 26], [62, 52, 33], [31, 30, 32, 35], [34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48], [61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
133: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63], [64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
134: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15, 14, 18, 11, 17, 21], [20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32], [35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72], [73, 74, 76, 78, 79, 81, 86, 82, 80], [87, 83, 84, 85, 88]]
135: [[39, 44, 3, 4], [10, 2, 1, 22], [13, 12, 7, 5], [6, 8, 9], [27, 15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30], [32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45, 47], [46, 59, 48], [61, 49, 51], [55, 50], [53, 54, 56, 57], [60, 63, 64], [65, 71], [66, 67, 69], [77, 68, 70, 75], [72, 73, 74, 76], [78, 79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
136: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24], [16, 23, 29, 25], [28, 58, 26], [62, 52, 33], [31, 30, 32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45], [47, 46, 59], [48, 61, 49], [51, 55], [50, 53, 54], [56, 57, 60], [63, 64, 65], [71, 66, 67], [69, 77, 68], [70, 75, 72, 73], [74, 76, 78], [79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
137: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11], [17, 21, 20, 19, 24, 16], [23, 29, 25], [28, 58, 26], [62, 52, 33], [31, 30], [32, 35, 34], [37, 36, 43, 38, 42], [41, 40, 45, 47, 46, 59, 48, 61, 49, 51], [55, 50, 53, 54, 56, 57, 60], [63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
138: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14, 18], [11, 17, 21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32], [35, 34, 37, 36], [43, 38, 42], [41, 40], [45, 47, 46], [59, 48], [61, 49, 51, 55], [50, 53, 54, 56], [57, 60, 63, 64], [65, 71, 66, 67, 69], [77, 68, 70, 75], [72, 73, 74], [76, 78, 79, 81], [86, 82, 80], [87, 83, 84, 85, 88]]
139: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24, 16, 23], [29, 25, 28, 58, 26, 62], [52, 33, 31, 30, 32, 35, 34], [37, 36, 43, 38, 42, 41, 40, 45, 47], [46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
140: [[39, 44, 3], [4, 10, 2, 1], [22, 13, 12, 7], [5, 6], [8, 9, 27, 15, 14], [18, 11, 17, 21, 20], [19, 24, 16, 23, 29], [25, 28, 58], [26, 62], [52, 33, 31], [30, 32, 35, 34], [37, 36, 43], [38, 42, 41, 40, 45], [47, 46, 59, 48, 61], [49, 51, 55], [50, 53, 54], [56, 57, 60], [63, 64, 65], [71, 66, 67], [69, 77], [68, 70, 75], [72, 73, 74, 76], [78, 79], [81, 86, 82], [80, 87], [83, 84, 85, 88]]
141: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32], [35, 34, 37, 36], [43, 38], [42, 41, 40], [45, 47, 46], [59, 48, 61, 49], [51, 55, 50], [53, 54, 56, 57], [60, 63, 64, 65], [71, 66, 67, 69], [77, 68, 70], [75, 72, 73], [74, 76, 78, 79], [81, 86, 82], [80, 87, 83], [84, 85, 88]]
142: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24], [16, 23, 29, 25], [28, 58, 26, 62], [52, 33, 31, 30], [32, 35, 34], [37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48], [61, 49, 51, 55, 50], [53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
143: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5, 6], [8, 9, 27, 15], [14, 18, 11], [17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42, 41], [40, 45, 47, 46], [59, 48, 61], [49, 51, 55, 50], [53, 54, 56], [57, 60, 63, 64], [65, 71, 66, 67], [69, 77, 68], [70, 75, 72], [73, 74, 76, 78], [79, 81, 86], [82, 80, 87, 83], [84, 85, 88]]
144: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24, 16], [23, 29, 25], [28, 58, 26, 62], [52, 33, 31, 30, 32, 35], [34, 37, 36, 43, 38, 42, 41], [40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65], [71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
145: [[39, 44, 3, 4, 10], [2, 1, 22], [13, 12, 7], [5, 6, 8], [9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29, 25], [28, 58, 26], [62, 52, 33], [31, 30, 32], [35, 34, 37, 36], [43, 38, 42], [41, 40, 45, 47], [46, 59, 48], [61, 49, 51, 55], [50, 53, 54, 56, 57], [60, 63, 64], [65, 71, 66], [67, 69, 77], [68, 70, 75, 72], [73, 74, 76], [78, 79, 81, 86, 82, 80, 87], [83, 84, 85], [88]]
146: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15, 14, 18, 11, 17, 21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37], [36, 43], [38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60], [63, 64, 65, 71, 66], [67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
147: [[39, 44, 3, 4], [10, 2, 1, 22], [13, 12, 7], [5, 6, 8, 9], [27, 15, 14], [18, 11], [17, 21, 20], [19, 24, 16], [23, 29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35], [34, 37, 36], [43, 38, 42], [41, 40], [45, 47, 46], [59, 48, 61, 49], [51, 55, 50, 53], [54, 56, 57], [60, 63, 64, 65], [71, 66, 67, 69, 77], [68, 70, 75], [72, 73, 74], [76, 78, 79, 81], [86, 82, 80, 87], [83, 84, 85, 88]]
148: [[39, 44, 3, 4, 10], [2, 1, 22], [13, 12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55], [50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77], [68, 70, 75, 72, 73, 74], [76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
149: [[39, 44, 3], [4, 10, 2, 1, 22], [13, 12, 7], [5, 6, 8, 9, 27], [15, 14, 18], [11, 17, 21, 20], [19, 24, 16], [23, 29, 25, 28, 58], [26, 62, 52, 33], [31, 30, 32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45], [47, 46, 59, 48], [61, 49, 51], [55, 50, 53], [54, 56, 57, 60, 63], [64, 65, 71], [66, 67, 69], [77, 68], [70, 75, 72], [73, 74, 76, 78], [79, 81, 86, 82], [80, 87], [83, 84, 85, 88]]
150: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23, 29], [25, 28, 58, 26], [62, 52, 33, 31], [30, 32, 35], [34, 37, 36, 43], [38, 42, 41, 40], [45, 47, 46, 59], [48, 61, 49, 51], [55, 50, 53], [54, 56, 57, 60], [63, 64, 65], [71, 66, 67], [69, 77, 68, 70], [75, 72, 73, 74, 76], [78, 79, 81, 86], [82, 80, 87, 83], [84, 85, 88]]
151: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8], [9, 27, 15], [14, 18, 11], [17, 21, 20], [19, 24, 16, 23], [29, 25, 28], [58, 26, 62, 52, 33], [31, 30, 32], [35, 34], [37, 36, 43], [38, 42, 41, 40], [45, 47, 46, 59], [48, 61, 49], [51, 55, 50], [53, 54, 56, 57, 60], [63, 64, 65, 71], [66, 67, 69, 77], [68, 70, 75, 72], [73, 74, 76], [78, 79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
152: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11, 17, 21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26], [62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
