0: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59], [37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47], [33, 34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43, 87], [32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61], [77, 69, 78, 82, 81, 64, 88]]
102: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61, 77], [69, 78, 82, 81, 64, 88]]
103: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59], [37, 67, 24], [2, 3, 31], [1, 84, 46], [30, 11, 14], [15, 5, 8], [38, 13], [12, 22, 35], [7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
104: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21], [20, 25, 28], [4, 18, 23], [36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58, 62], [43, 87, 32], [63, 41, 73, 60], [68, 65, 66], [83, 51], [71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
105: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
106: [[72, 49, 85], [86, 29, 6], [50, 76], [19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63, 41, 73, 60, 68, 65, 66], [83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
107: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14], [15, 5, 8], [38, 13, 12], [22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
108: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
109: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
110: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44, 80], [55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77], [69, 78, 82, 81, 64, 88]]
111: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22, 35, 7, 40], [52, 10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75, 45, 56, 58], [62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
112: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21], [20, 25, 28], [4, 18, 23], [36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64, 88]]
113: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62], [43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
114: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
115: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87], [32, 63, 41], [73, 60, 68], [65, 66, 83], [51, 71, 48], [61, 77, 69], [78, 82], [81, 64, 88]]
116: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
117: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77], [69, 78, 82, 81, 64, 88]]
118: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
119: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
120: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
121: [[72, 49, 85], [86, 29, 6], [50, 76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56, 58], [62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
122: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
123: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28, 4], [18, 23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
124: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46], [30, 11, 14], [15, 5, 8], [38, 13, 12], [22, 35, 7], [40, 52, 10], [39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77, 69], [78, 82, 81], [64, 88]]
125: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87], [32, 63, 41], [73, 60, 68], [65, 66, 83], [51, 71, 48], [61, 77, 69], [78, 82], [81, 64, 88]]
126: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26, 54, 42, 57, 79, 44, 80], [55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
127: [[72, 49, 85], [86, 29, 6, 50], [76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87], [32, 63, 41], [73, 60, 68, 65], [66, 83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
128: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
129: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
130: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48], [61, 77, 69], [78, 82, 81], [64, 88]]
131: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
132: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39, 16], [17, 21, 20], [25, 28], [4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
133: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
134: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
135: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31], [1, 84, 46], [30, 11, 14], [15, 5, 8], [38, 13, 12], [22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56, 58], [62, 43, 87], [32, 63, 41, 73], [60, 68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
136: [[72, 49, 85], [86, 29, 6, 50], [76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53, 75], [45, 56], [58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
137: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33, 34], [74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
138: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
139: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
140: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87], [32, 63, 41], [73, 60, 68], [65, 66, 83], [51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
141: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4, 18], [23, 36, 27], [47, 33], [34, 74, 26, 54, 42, 57, 79, 44, 80, 55], [70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
142: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47, 33], [34, 74], [26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
143: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15, 5], [8, 38], [13, 12], [22, 35, 7], [40, 52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60, 68], [65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
144: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33], [34, 74, 26], [54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
145: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
146: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
147: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26], [54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
148: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40, 52, 10, 39, 16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47], [33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66], [83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
149: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
150: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
151: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39, 16], [17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
152: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22, 35], [7, 40, 52], [10, 39, 16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57], [79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
