0: [[52, 1, 10, 6, 4, 3, 7], [23, 12, 2, 20, 77, 5, 24, 13], [8, 59, 9, 31, 17, 74, 11], [14, 18, 16, 19, 22, 15, 21, 50], [57, 25, 27, 47, 26, 53, 51], [28, 44, 41, 36, 60, 42, 39], [35, 45, 29, 32, 49, 30, 33], [34, 38, 37, 40, 56, 43, 63], [46, 48, 55, 54, 58, 68, 61, 62], [65, 64, 70, 69, 67, 66, 78, 73], [71, 72, 75, 76, 85, 80, 81], [79, 82, 83, 87, 84, 86, 88]]
102: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
103: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
104: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
105: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
106: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
107: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
108: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
109: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
110: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
111: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
112: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
113: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
114: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
115: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
116: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
117: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
118: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
119: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
120: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
121: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
122: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
123: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
124: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
125: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
126: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
127: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
128: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
129: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
130: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
131: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
132: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
133: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
134: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
135: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
136: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
137: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
138: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
139: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
140: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
141: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
142: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
143: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
144: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
145: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
146: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
147: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
148: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
149: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
150: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
151: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
152: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
