0: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40, 47], [45, 56], [51, 50, 52, 48], [54, 49], [53, 55, 59, 57], [58, 62], [61, 67, 68, 65], [72, 66], [64, 69, 79], [70, 78], [71, 73, 75, 74, 77, 76], [85, 81, 82], [80, 83, 84, 86, 87, 88]]
102: [[7, 43, 22, 13, 2, 1, 12], [3, 4, 5, 6], [10, 9], [8, 11, 15, 14], [26, 17], [19, 16, 18], [21, 20], [24, 23, 25, 27, 31, 63], [29, 28, 30], [36, 35, 33, 32, 34, 39], [37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50], [52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77], [76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
103: [[7, 43], [22, 13], [2, 1], [12, 3, 4, 5], [6, 10], [9, 8], [11, 15, 14, 26], [17, 19, 16], [18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39, 37, 46], [38, 42], [41, 60, 44, 40], [47, 45], [56, 51], [50, 52], [48, 54, 49], [53, 55], [59, 57, 58, 61, 62], [67, 68], [65, 72, 66, 64], [69, 79], [70, 78], [71, 73, 75], [74, 77], [76, 85], [81, 82, 80], [83, 84, 86, 87, 88]]
104: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15, 14, 26, 17, 19, 16], [18, 21], [20, 24], [23, 25, 27], [31, 63], [29, 28], [30, 36, 35], [33, 32, 34, 39, 37, 46, 38, 42, 41], [60, 44], [40, 47, 45], [56, 51, 50], [52, 48], [54, 49, 53, 55], [59, 57], [58, 61, 62, 67], [68, 65], [72, 66], [64, 69], [79, 70], [78, 71, 73], [75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
105: [[7, 43, 22, 13], [2, 1], [12, 3], [4, 5, 6, 10, 9], [8, 11], [15, 14, 26, 17, 19], [16, 18], [21, 20], [24, 23], [25, 27, 31], [63, 29], [28, 30], [36, 35], [33, 32], [34, 39, 37], [46, 38, 42], [41, 60], [44, 40], [47, 45], [56, 51], [50, 52], [48, 54, 49], [53, 55, 59, 57, 58, 61, 62, 67, 68, 65], [72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
106: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6, 10], [9, 8], [11, 15, 14, 26, 17, 19], [16, 18, 21], [20, 24, 23, 25, 27, 31], [63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37], [46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 62, 61, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
107: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15, 14], [26, 17], [19, 16], [18, 21, 20, 24, 23], [25, 27, 31, 63, 29], [28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38], [42, 41, 60, 44, 40, 47, 45, 56, 51], [50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
108: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15, 14], [26, 17], [19, 16], [18, 21, 20, 24, 23], [25, 27, 31, 63, 29], [28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38], [42, 41, 60, 44, 40, 47, 45, 56, 51], [50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
109: [[7, 43, 22, 13, 2], [1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23, 25], [27, 31, 63, 29], [28, 30], [36, 35], [33, 32, 34, 39, 37, 46, 38], [42, 41, 60, 44, 40, 47, 45], [56, 51, 50], [52, 48, 54], [49, 53, 55], [59, 57], [58, 61], [62, 67], [68, 65, 72], [66, 64], [69, 79, 70, 78, 71], [73, 75], [74, 77, 76, 85], [81, 82], [80], [83, 84], [86, 87, 88]]
110: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17, 19], [16, 18], [21, 20, 24, 23], [25, 27], [31, 63], [29, 28, 30, 36, 35], [33, 32, 34, 39, 37, 46], [38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54], [49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
111: [[7, 43], [22, 13, 2], [1, 12], [3, 4, 5, 6], [10, 9], [8, 11, 15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25, 27], [31, 63], [29, 28], [30, 36], [35, 33], [32, 34, 39], [37, 46], [38, 42, 41, 60], [44, 40], [47, 45, 56, 51], [50, 52], [48, 54, 49, 53], [55, 59], [57, 58, 61], [62, 67], [68, 65, 72], [66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76], [85, 81, 82, 80, 83, 84, 86, 87, 88]]
112: [[7, 43, 22], [13, 2], [1, 12, 3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 26, 17], [19, 16], [18, 21], [20, 24, 23, 25], [27, 31], [63, 29], [28, 30], [36, 35], [33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40], [47, 45, 56, 51, 50, 52], [48, 54, 49], [53, 55, 59, 57, 58], [61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75], [74, 77], [76, 85, 81, 82, 80, 83, 84], [86, 87, 88]]
113: [[7, 43], [22, 13], [2, 1, 12], [3, 4], [5, 6, 10, 9], [8, 11, 15, 14], [26, 17, 19, 16], [18, 21, 20], [24, 23, 25, 27], [31, 63], [29, 28, 30], [36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55], [59, 57], [58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79], [70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80], [83, 84, 86, 87, 88]]
114: [[7, 43], [22, 13], [2, 1], [12, 3, 4, 5, 6], [10, 9], [8, 11], [15, 14, 26, 17, 19, 16], [18, 21, 20], [24, 23, 25, 27, 31, 63], [29, 28, 30, 36], [35, 33, 32], [34, 39, 37, 46, 38, 42], [41, 60, 44], [40, 47, 45, 56, 51, 50], [52, 48, 54, 49], [53, 55], [59, 57], [58, 61, 62], [67, 68], [65, 72], [66, 64, 69], [79, 70, 78, 71, 73], [75, 74], [77, 76, 85, 81, 82], [80, 83, 84, 86, 87, 88]]
115: [[7, 43, 22, 13, 2, 1, 12, 3], [4, 5], [6, 10], [9, 8, 11], [15, 14], [26, 17], [19, 16, 18, 21, 20, 24, 23, 25], [27, 31], [63, 29], [28, 30], [36, 35, 33], [32, 34], [39, 37], [46, 38], [42, 41], [60, 44], [40, 47, 45, 56, 51, 50], [52, 48, 54], [49, 53, 55, 59, 57], [58, 61, 62], [67, 68], [65, 72, 66], [64, 69, 79], [70, 78, 71, 73], [75, 74], [77, 76, 85, 81, 82], [80, 83, 84, 86, 87, 88]]
116: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15], [14, 26, 17, 19, 16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48], [54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
117: [[7, 43], [22, 13], [2, 1], [12, 3, 4], [5, 6], [10, 9, 8, 11], [15, 14], [26, 17, 19, 16], [18, 21], [20], [24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35], [33, 32], [34, 39, 37, 46, 38, 42, 41, 60], [44, 40], [47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57], [58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
118: [[7, 43, 22], [13, 2], [1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25], [27, 31], [63, 29], [28, 30, 36, 35, 33, 32], [34, 39, 37], [46, 38, 42, 41, 60], [44, 40, 47, 45, 56], [51, 50, 52], [48, 54, 49, 53, 55, 59], [57, 58], [61, 62, 67], [68, 65], [72, 66], [64, 69], [79, 70, 78, 71, 73, 75], [74, 77], [76, 85, 81, 82], [80, 83, 84, 86, 87, 88]]
119: [[7, 43, 22, 13], [2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14, 26, 17, 19, 16], [18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46], [38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
120: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17], [19, 16, 18], [21, 20], [24, 23], [25, 27], [31, 63, 29], [28, 30, 36], [35, 33, 32], [34, 39], [37, 46, 38], [42, 41], [60, 44], [40, 47], [45, 56, 51, 50, 52, 48, 54], [49, 53], [55, 59], [57, 58], [61, 62], [67, 68], [65, 72, 66], [64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
121: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17], [19, 16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37], [46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
122: [[7, 43], [22, 13], [2, 1], [12, 3], [4, 5], [6, 10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25, 27], [31, 63], [29, 28, 30], [36, 35], [33, 32, 34], [39, 37, 46], [38, 42, 41], [60, 44], [40, 47], [45, 56], [51, 50, 52], [48, 54], [49, 53], [55, 59], [57, 58, 61, 62], [67, 68, 65, 72], [66, 64], [69, 79, 70], [78, 71, 73, 75], [74, 77, 76], [85, 81], [82, 80, 83, 84], [86, 87, 88]]
123: [[7, 43, 22, 13, 2], [1, 12], [3, 4], [5, 6, 10, 9, 8, 11, 15], [14, 26], [17, 19, 16, 18, 21], [20, 24], [23, 25], [27, 31, 63], [29, 28, 30, 36], [35, 33], [32, 34, 39], [37, 46, 38], [42, 41], [60, 44], [40, 47], [45, 56, 51, 50, 52, 48, 54], [49, 53, 55, 59], [57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
124: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17], [19, 16, 18, 21], [20, 24], [23, 25, 27, 31, 63], [29, 28, 30, 36, 35, 33], [32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56], [51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77], [76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
125: [[7, 43, 22, 13, 2], [1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26], [17, 19], [16, 18], [21, 20], [24, 23, 25], [27, 31], [63, 29], [28, 30, 36, 35], [33, 32, 34, 39], [37, 46], [38, 42, 41], [60, 44], [40, 47], [45, 56], [51, 50], [52, 48, 54], [49, 53], [55, 59, 57, 58], [61, 62], [67, 68, 65, 72], [66, 64, 69, 79], [70, 78, 71, 73, 75], [74, 77, 76, 85], [81, 82, 80], [83, 84, 86], [87, 88]]
126: [[7, 43], [22, 13, 2], [1, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14], [26, 17], [19, 16, 18], [21, 20], [24, 23, 25], [27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38], [42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
127: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17, 19], [16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56], [51, 50, 52, 48, 54], [49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
128: [[7, 43, 22, 13, 2, 1, 12], [3, 4, 5, 6, 10, 9, 8, 11, 15, 14, 26, 17, 19, 16, 18, 21], [20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34], [39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65], [72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
129: [[7, 43], [22, 13], [2, 1, 12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19], [16, 18], [21, 20, 24], [23, 25], [27, 31], [63, 29, 28], [30, 36, 35], [33, 32, 34], [39, 37, 46], [38, 42], [41, 60, 44], [40, 47], [45, 56, 51, 50], [52, 48, 54], [49, 53], [55, 59, 57], [58, 61, 62], [67, 68, 65], [72, 66], [64, 69], [79, 70, 78], [71, 73, 75], [74, 77, 76], [85, 81], [82, 80, 83, 84], [86, 87, 88]]
130: [[7, 43, 22, 13, 2, 1, 12, 3], [4, 5], [6, 10], [9, 8, 11], [15, 14, 26], [17, 19, 16, 18], [21, 20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78], [71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
131: [[7, 43], [22, 13], [2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26], [17, 19], [16, 18], [21, 20], [24, 23], [25, 27, 31], [63, 29], [28, 30, 36], [35, 33], [32, 34], [39, 37, 46, 38], [42, 41, 60], [44, 40, 47], [45, 56], [51, 50, 52], [48, 54], [49, 53], [55, 59], [57, 58], [61, 62], [67, 68, 65], [72, 66, 64, 69], [79, 70], [78, 71, 73], [75, 74, 77], [76, 85], [81, 82], [80, 83], [84, 86, 87, 88]]
132: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6, 10, 9, 8, 11, 15, 14, 26, 17, 19], [16, 18, 21, 20, 24], [23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83], [84, 86, 87, 88]]
133: [[7, 43, 22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26, 17, 19, 16], [18, 21], [20, 24], [23, 25], [27, 31], [63, 29], [28, 30, 36, 35, 33], [32, 34], [39, 37], [46, 38, 42], [41, 60], [44, 40], [47, 45, 56], [51, 50], [52, 48, 54], [49, 53, 55], [59, 57], [58, 61], [62, 67, 68], [65, 72, 66], [64, 69], [79, 70], [78, 71], [73, 75, 74, 77], [76, 85], [81, 82, 80], [83, 84], [86, 87, 88]]
134: [[7, 43, 22, 13, 2, 1], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14], [26, 17, 19, 16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28], [30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84], [86, 87, 88]]
135: [[7, 43], [22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8, 11], [15, 14, 26], [17, 19, 16], [18, 21], [20, 24], [23, 25], [27, 31], [63, 29], [28, 30, 36], [35, 33], [32, 34, 39, 37], [46, 38], [42, 41, 60, 44], [40, 47], [45, 56, 51, 50], [52, 48], [54, 49], [53, 55], [59, 57], [58, 62], [61, 67], [68, 65], [72, 66, 64], [69, 79, 70], [78, 71], [73, 75], [74, 77], [76, 85], [81, 82], [80, 83, 84], [86, 87, 88]]
136: [[7, 43, 22], [13, 2], [1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15], [14, 26, 17], [19, 16, 18], [21, 20, 24], [23, 25, 27], [31, 63], [29, 28, 30], [36, 35], [33, 32, 34, 39], [37, 46, 38], [42, 41, 60], [44, 40, 47], [45, 56, 51], [50, 52], [48, 54], [49, 53, 55], [59, 57], [58, 61, 62, 67], [68, 65], [72, 66, 64, 69], [79, 70], [78, 71, 73, 75], [74, 77], [76, 85, 81], [82, 80, 83], [84, 86, 87, 88]]
137: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26], [17, 19, 16, 18, 21], [20, 24], [23, 25], [27, 31, 63], [29, 28, 30], [36, 35], [33, 32, 34], [39, 37], [46, 38], [42, 41], [60, 44, 40, 47], [45, 56, 51], [50, 52], [48, 54], [49, 53, 55, 59, 57, 58], [61, 62, 67], [68, 65, 72, 66, 64, 69], [79, 70, 78, 71, 73, 75], [74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
138: [[7, 43, 22], [13, 2], [1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17], [19, 16], [18, 21, 20], [24, 23], [25, 27, 31], [63, 29, 28], [30, 36, 35], [33, 32, 34], [39, 37], [46, 38, 42], [41, 60], [44, 40], [47, 45], [56, 51], [50, 52], [48, 54], [49, 53], [55, 59], [57, 58], [61, 62], [67, 68], [65, 72, 66, 64, 69, 79], [70, 78, 71], [73, 75, 74, 77, 76], [85, 81], [82, 80, 83, 84, 86, 87, 88]]
139: [[7, 43, 22, 13, 2], [1, 12], [3, 4, 5], [6, 10], [9, 8, 11, 15, 14, 26, 17], [19, 16, 18, 21, 20, 24], [23, 25, 27, 31, 63, 29], [28], [30, 36], [35, 33, 32], [34, 39], [37, 46, 38], [42, 41], [60, 44, 40], [47, 45, 56, 51], [50, 52, 48, 54, 49], [53, 55, 59, 57, 58], [61, 62], [67, 68, 65], [72, 66, 64, 69, 79], [70, 78, 71, 73, 75, 74, 77], [76], [85, 81], [82, 80], [83, 84, 86, 87, 88]]
140: [[7, 43, 22, 13, 2, 1, 12], [3, 4, 5, 6, 10, 9, 8, 11, 15, 14, 26, 17, 19, 16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47], [45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
141: [[7, 43], [22, 13], [2, 1, 12], [3, 4], [5, 6, 10], [9, 8, 11], [15, 14, 26], [17, 19, 16], [18, 21], [20, 24], [23, 25], [27, 31], [63, 29], [28, 30], [36, 35], [33, 32, 34], [39, 37], [46, 38], [42, 41, 60], [44, 40, 47, 45], [56, 51, 50], [52, 48, 54], [49, 53], [55, 59, 57], [58, 61, 62, 67], [68, 65, 72], [66, 64], [69, 79, 70], [78, 71], [73, 75], [74, 77], [76, 85], [81], [82, 80], [83, 84, 86], [87, 88]]
142: [[7, 43], [22, 13], [2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 26, 17], [19, 16], [18, 21, 20, 24], [23, 25], [27, 31, 63, 29], [28, 30], [36, 35, 33], [32, 34], [39, 37, 46, 38, 42, 41], [60, 44, 40], [47, 45, 56, 51, 50, 52], [48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67], [68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
143: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17, 19], [16, 18], [21, 20, 24], [23, 25, 27], [31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44], [40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67], [68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
144: [[7, 43, 22], [13, 2], [1, 12], [3, 4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19], [16, 18, 21], [20, 24], [23, 25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39, 37], [46, 38, 42], [41, 60], [44, 40], [47, 45], [56, 51, 50, 52], [48, 54, 49], [53, 55], [59, 57, 58], [62, 61], [67, 68, 65], [72, 66], [64, 69], [79, 70, 78], [71, 73, 75], [74, 77, 76], [85, 81], [82, 80, 83, 84], [86, 87, 88]]
145: [[7, 43, 22], [13, 2], [1, 12, 3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 26, 17], [19, 16], [18, 21], [20, 24, 23, 25], [27, 31], [63, 29], [28, 30], [36, 35], [33, 32], [34, 39], [37, 46], [38, 42, 41, 60, 44, 40, 47], [45, 56, 51, 50], [52, 48], [54, 49, 53, 55], [59, 57], [58, 61, 62, 67], [68, 65, 72], [66, 64, 69, 79], [70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82], [80, 83, 84, 86, 87, 88]]
146: [[7, 43], [22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8, 11], [15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25, 27], [31, 63, 29], [28, 30], [36, 35, 33], [32, 34, 39, 37], [46, 38], [42, 41, 60, 44], [40, 47], [45, 56], [51, 50], [52, 48, 54], [49, 53], [55, 59], [57, 58], [62, 61], [67, 68], [65, 72, 66], [64, 69], [79, 70, 78], [71, 73], [75, 74], [77, 76], [85, 81, 82], [80, 83, 84, 86], [87, 88]]
147: [[7, 43, 22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19], [16, 18, 21], [20, 24], [23, 25], [27, 31, 63], [29, 28], [30, 36], [35, 33], [32, 34, 39, 37, 46, 38], [42, 41, 60], [44, 40, 47, 45, 56], [51, 50], [52, 48, 54], [49, 53, 55], [59, 57], [58, 61], [62, 67], [68, 65, 72], [66, 64], [69, 79, 70, 78], [71, 73], [75, 74, 77, 76], [85, 81, 82, 80], [83, 84, 86, 87, 88]]
148: [[7, 43], [22, 13, 2], [1, 12], [3, 4], [5, 6, 10], [9, 8, 11], [15, 14], [26, 17], [19, 16, 18], [21, 20], [24, 23, 25], [27, 31, 63], [29, 28], [30, 36], [35, 33], [32, 34], [39, 37], [46, 38], [42, 41], [60, 44, 40], [47, 45], [56, 51], [50, 52, 48, 54], [49, 53], [55, 59], [57, 58, 61], [62, 67, 68], [65, 72], [66, 64], [69, 79], [70, 78], [71, 73, 75, 74], [77, 76, 85], [81, 82], [80, 83, 84, 86], [87, 88]]
149: [[7, 43], [22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8, 11], [15, 14], [26, 17], [19, 16, 18, 21], [20, 24], [23, 25, 27, 31], [63, 29], [28, 30], [36, 35], [33, 32], [34, 39, 37], [46, 38], [42, 41], [60, 44], [40, 47], [45, 56, 51], [50, 52], [48, 54, 49, 53], [55, 59], [57, 58, 61, 62], [67, 68], [65, 72, 66, 64], [69, 79], [70, 78, 71], [73, 75], [74, 77, 76], [85, 81, 82], [80, 83, 84, 86, 87, 88]]
150: [[7, 43, 22], [13, 2], [1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18], [21, 20, 24], [23, 25], [27, 31], [63, 29], [28, 30], [36, 35], [33, 32], [34, 39, 37], [46, 38], [42, 41, 60], [44, 40], [47, 45], [56, 51], [50, 52, 48], [54, 49, 53], [55, 59], [57, 58], [62, 61], [67, 68], [65, 72, 66], [64, 69, 79], [70, 78], [71, 73, 75, 74], [77, 76], [85, 81, 82, 80], [83, 84], [86, 87, 88]]
151: [[7, 43, 22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19], [16, 18], [21, 20], [24, 23, 25], [27, 31, 63, 29, 28, 30], [36, 35, 33, 32], [34, 39], [37, 46, 38], [42, 41], [60, 44, 40], [47, 45, 56, 51], [50, 52], [48, 54], [49, 53, 55, 59, 57, 58, 61], [62, 67, 68, 65], [72, 66], [64, 69, 79, 70], [78, 71, 73, 75, 74, 77, 76], [85, 81], [82, 80], [83, 84], [86, 87, 88]]
152: [[7, 43], [22, 13], [2, 1, 12], [3, 4], [5, 6, 10, 9, 8, 11, 15, 14, 26, 17, 19, 16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68], [65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
