0: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17, 18], [16, 24, 20, 23], [59, 27], [25, 28, 31, 29], [30, 34, 32, 35, 33], [36, 43, 45], [37, 38, 42, 40], [41, 60, 46], [44, 47, 50], [61, 48], [53, 51, 49, 52, 54], [63, 57, 55], [58, 56, 62], [83, 64, 74, 71], [65, 67, 68], [77, 70, 69], [66, 72, 75, 73, 78], [76], [79, 87, 80, 81, 82], [84, 85], [86, 88]]
102: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12, 5], [7, 26], [8, 11, 14], [15, 19, 21, 17], [18, 16, 24, 20], [23, 59, 27], [25], [28, 31, 29], [30, 34, 32], [35, 33, 36, 43], [45, 37, 38, 42], [40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52], [54, 63, 57], [55, 58, 56, 62, 83, 64, 74, 71], [65, 67, 68, 77, 70, 69, 66], [72, 75, 73, 78, 76, 79, 87, 80, 81, 82], [84, 85, 86, 88]]
103: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12, 5], [7, 26], [8, 11, 14], [15, 19, 21, 17], [18, 16, 24, 20], [23, 59, 27], [25], [28, 31, 29], [30, 34, 32], [35, 33, 36, 43], [45, 37, 38, 42], [40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52], [54, 63, 57], [55, 58, 56, 62, 83, 64, 74, 71], [65, 67, 68, 77, 70, 69, 66], [72, 75, 73, 78, 76, 79, 87, 80, 81, 82], [84, 85, 86, 88]]
104: [[39, 3, 10, 4, 9], [1, 6], [2, 22, 13], [12, 5], [7, 26, 8], [11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32], [35, 33, 36], [43, 45, 37], [38, 42, 40], [41, 60, 46], [44, 47, 50], [61, 48, 53], [51, 49, 52], [54, 63, 57], [55, 58, 56], [62, 83, 64, 74], [71, 65, 67, 68], [77, 70, 69, 66], [72, 75, 73], [78, 76, 79, 87], [80, 81, 82, 84], [85, 86, 88]]
105: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26, 8, 11], [14, 15, 19, 21], [17, 18, 16, 24], [20, 23, 59], [27, 25], [28, 31, 29, 30, 34, 32], [35, 33, 36], [43, 45], [37, 38, 42], [40, 41], [60, 46], [44, 47, 50], [61, 48, 53], [51, 49], [52, 54, 63, 57], [55, 58], [56, 62, 83], [64, 74, 71], [65, 67, 68, 77], [70, 69, 66], [72, 75], [73, 78], [76, 79, 87], [80, 81, 82], [84, 85, 86], [88]]
106: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11, 14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27, 25, 28], [31, 29, 30], [34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44], [47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
107: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11, 14, 15], [19, 21, 17], [18, 16], [24, 20], [23, 59, 27], [25, 28, 31], [29, 30, 34], [32, 35, 33, 36], [43, 45, 37], [38, 42, 40, 41], [60, 46, 44, 47], [50, 61, 48, 53], [51, 49, 52], [54, 63, 57, 55], [58, 56, 62], [83, 64, 74, 71], [65, 67, 68], [77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
108: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12, 5], [7, 26], [8, 11, 14, 15], [19, 21, 17], [18, 16, 24, 20], [23, 59, 27, 25], [28, 31, 29, 30], [34, 32], [35, 33, 36], [43, 45], [37, 38, 42], [40, 41, 60, 46], [44, 47, 50, 61], [48, 53, 51, 49], [52, 54, 63, 57], [55, 58, 56], [62, 83], [64, 74, 71], [65, 67], [68, 77, 70, 69], [66, 72, 75], [73, 78, 76], [79, 87, 80, 81], [82, 84, 85], [86, 88]]
109: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17, 18, 16, 24, 20, 23], [59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
110: [[39, 3, 10], [4, 9], [1, 6, 2, 22], [13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17], [18, 16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30, 34], [32, 35], [33, 36], [43, 45], [37, 38, 42], [40, 41, 60, 46], [44, 47, 50, 61], [48, 53, 51], [49], [52, 54, 63], [57, 55, 58], [56, 62, 83, 64], [74, 71, 65], [67, 68, 77], [70, 69, 66, 72], [75, 73, 78], [76, 79, 87, 80, 81], [82, 84, 85, 86, 88]]
111: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26, 8], [11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59], [27, 25, 28], [31, 29], [30, 34], [32, 35, 33], [36, 43, 45], [37, 38], [42, 40], [41, 60, 46], [44, 47, 50], [61, 48, 53, 51, 49], [52, 54, 63], [57, 55, 58], [56, 62, 83], [64, 74, 71], [65, 67], [68, 77, 70], [69, 66], [72, 75], [73, 78, 76, 79], [87, 80, 81, 82], [84, 85, 86, 88]]
112: [[39, 3, 10], [4, 9], [1, 6], [2, 22, 13], [12, 5, 7], [26, 8, 11, 14], [15, 19, 21, 17, 18], [16, 24, 20, 23, 59], [27, 25, 28], [31, 29, 30, 34], [32, 35, 33], [36, 43], [45, 37, 38], [42, 40], [41, 60, 46], [44, 47, 50], [61, 48, 53], [51, 49, 52], [54, 63, 57], [55, 58, 56], [62, 83, 64], [74, 71, 65], [67, 68, 77], [70, 69, 66], [72, 75], [73, 78], [76, 79, 87], [80, 81, 82], [84, 85, 86, 88]]
113: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12, 5], [7, 26, 8, 11], [14, 15], [19, 21], [17, 18, 16, 24], [20, 23, 59], [27, 25], [28, 31, 29], [30, 34, 32], [35, 33, 36], [43, 45, 37, 38], [42, 40], [41, 60, 46], [44, 47], [50, 61], [48, 53, 51], [49, 52, 54, 63], [57, 55, 58, 56], [62, 83, 64, 74], [71, 65, 67], [68, 77, 70], [69, 66], [72, 75, 73, 78, 76], [79, 87], [80, 81], [82, 84, 85, 86, 88]]
114: [[39, 3, 10], [4, 9], [1, 6], [2, 22, 13, 12], [5, 7, 26, 8], [11, 14], [15, 19, 21, 17], [18, 16, 24, 20], [23, 59, 27], [25, 28, 31, 29], [30, 34, 32], [35, 33, 36, 43], [45, 37], [38, 42, 40, 41, 60], [46, 44, 47], [50, 61, 48], [53, 51, 49, 52], [54, 63, 57, 55, 58], [56, 62, 83], [64, 74, 71], [65, 67, 68, 77], [70, 69, 66, 72, 75], [73, 78, 76, 79, 87], [80, 81, 82, 84], [85, 86, 88]]
115: [[39, 3, 10], [4, 9], [1, 6, 2, 22], [13, 12, 5], [7, 26, 8, 11], [14, 15, 19], [21, 17], [18, 16, 24, 20], [23, 59, 27], [25, 28, 31], [29, 30, 34, 32], [35, 33, 36], [43, 45, 37], [38, 42, 40, 41], [60, 46, 44, 47], [50, 61, 48, 53], [51, 49, 52], [54, 63], [57, 55, 58], [56, 62, 83, 64], [74, 71, 65, 67], [68, 77, 70, 69, 66], [72, 75, 73, 78, 76], [79, 87, 80, 81], [82, 84, 85], [86, 88]]
116: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11, 14], [15, 19, 21, 17, 18, 16, 24, 20, 23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45], [37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49], [52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
117: [[39, 3, 10, 4, 9], [1, 6, 2, 22], [13, 12, 5], [7, 26, 8], [11, 14, 15, 19], [21, 17, 18], [16, 24, 20], [23, 59, 27, 25], [28, 31, 29], [30, 34, 32, 35], [33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83], [64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
118: [[39, 3, 10], [4, 9, 1, 6], [2, 22, 13, 12], [5, 7, 26], [8, 11, 14], [15, 19, 21, 17], [18, 16, 24], [20, 23, 59], [27, 25, 28, 31], [29, 30, 34, 32, 35], [33, 36, 43, 45], [37, 38, 42], [40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
119: [[39, 3, 10, 4, 9, 1], [6, 2, 22, 13, 12, 5], [7, 26, 8], [11, 14], [15, 19], [21, 17, 18, 16], [24, 20], [23, 59], [27, 25], [28, 31, 29, 30], [34, 32], [35, 33, 36, 43], [45, 37, 38, 42, 40], [41, 60, 46], [44, 47, 50, 61], [48, 53, 51], [49, 52, 54], [63, 57, 55, 58], [56, 62, 83, 64, 74], [71, 65, 67], [68, 77, 70], [69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81], [82, 84, 85, 86, 88]]
120: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11, 14], [15, 19, 21], [17], [18, 16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30], [34, 32], [35, 33], [36, 43, 45], [37, 38], [42, 40, 41, 60], [46, 44, 47, 50], [61, 48, 53], [51, 49, 52, 54], [63, 57], [55, 58], [56, 62], [83, 64, 74, 71], [65, 67, 68, 77], [70, 69, 66], [72, 75, 73], [78, 76, 79, 87], [80, 81, 82], [84, 85, 86, 88]]
121: [[39, 3, 10], [4, 9, 1], [6, 2, 22], [13, 12, 5], [7, 26], [8, 11, 14, 15], [19, 21, 17, 18], [16, 24, 20, 23], [59, 27, 25, 28], [31, 29, 30], [34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75], [73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
122: [[39, 3, 10], [4, 9, 1, 6], [2, 22, 13, 12], [5, 7, 26, 8], [11, 14, 15], [19, 21, 17, 18, 16], [24, 20, 23, 59, 27, 25], [28, 31, 29], [30, 34, 32], [35, 33, 36], [43, 45, 37, 38], [42, 40, 41], [60, 46, 44], [47, 50, 61], [48, 53, 51, 49, 52, 54, 63], [57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66], [72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
123: [[39, 3, 10, 4, 9], [1, 6], [2, 22], [13, 12], [5, 7], [26, 8, 11], [14, 15, 19, 21], [17, 18, 16], [24, 20, 23], [59, 27], [25, 28, 31, 29], [30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54], [63, 57, 55], [58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
124: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13, 12], [5, 7, 26, 8, 11], [14, 15, 19, 21, 17, 18], [16, 24, 20, 23], [59, 27, 25], [28, 31, 29, 30], [34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51], [49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
125: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8], [11, 14, 15], [19, 21, 17], [18, 16, 24, 20], [23, 59, 27], [25, 28, 31], [29, 30, 34, 32], [35, 33, 36], [43, 45, 37], [38, 42, 40, 41], [60, 46, 44, 47, 50, 61], [48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73], [78, 76, 79, 87, 80, 81, 82, 84], [85, 86, 88]]
126: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7], [26, 8, 11], [14, 15, 19, 21], [17, 18, 16, 24, 20, 23], [59, 27], [25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
127: [[39, 3, 10, 4, 9], [1, 6, 2], [22, 13], [12, 5, 7], [26, 8, 11, 14], [15, 19, 21], [17, 18, 16, 24], [20, 23, 59, 27], [25, 28, 31], [29, 30, 34], [32, 35], [33, 36, 43], [45, 37, 38], [42, 40], [41, 60, 46], [44, 47, 50], [61, 48], [53, 51, 49], [52, 54, 63, 57, 55], [58, 56, 62], [83, 64, 74], [71, 65], [67, 68, 77], [70, 69], [66, 72, 75, 73], [78, 76, 79, 87], [80, 81, 82, 84], [85, 86, 88]]
128: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26, 8], [11, 14, 15, 19], [21, 17, 18], [16, 24, 20], [23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74], [71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80], [81, 82, 84, 85, 86, 88]]
129: [[39, 3, 10], [4, 9, 1], [6, 2, 22], [13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20], [23, 59, 27], [25, 28], [31, 29, 30], [34, 32, 35], [33, 36], [43, 45, 37], [38, 42], [40, 41], [60, 46, 44], [47, 50, 61], [48, 53], [51, 49, 52, 54], [63, 57], [55, 58, 56], [62, 83, 64], [74, 71, 65, 67], [68, 77, 70], [69, 66], [72, 75], [73, 78, 76], [79, 87, 80], [81, 82, 84, 85, 86], [88]]
130: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11, 14], [15, 19, 21, 17], [18, 16, 24, 20], [23, 59, 27], [25, 28, 31], [29, 30, 34, 32], [35, 33, 36, 43], [45, 37, 38], [42, 40, 41], [60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70], [69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
131: [[39, 3, 10], [4, 9, 1], [6, 2, 22], [13, 12, 5], [7, 26], [8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20], [23, 59, 27, 25], [28, 31, 29, 30, 34, 32], [35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74], [71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
132: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13], [12, 5, 7, 26], [8, 11, 14, 15], [19, 21, 17], [18, 16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30, 34], [32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73], [78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
133: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26, 8], [11, 14], [15, 19], [21, 17, 18], [16, 24, 20], [23, 59], [27, 25, 28], [31, 29, 30], [34, 32, 35, 33], [36, 43, 45, 37], [38, 42, 40, 41], [60, 46], [44, 47, 50, 61], [48, 53, 51], [49, 52, 54], [63, 57, 55], [58, 56, 62, 83], [64, 74, 71], [65, 67, 68], [77, 70, 69, 66], [72, 75, 73], [78, 76, 79, 87], [80, 81, 82], [84, 85, 86, 88]]
134: [[39, 3, 10, 4, 9], [1, 6, 2, 22], [13, 12, 5], [7, 26, 8], [11, 14, 15, 19], [21, 17, 18], [16, 24, 20], [23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41], [60, 46], [44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
135: [[39, 3, 10], [4, 9], [1, 6], [2, 22, 13], [12, 5, 7], [26, 8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20, 23], [59, 27, 25, 28], [31, 29, 30, 34], [32, 35, 33], [36, 43, 45, 37], [38, 42, 40, 41], [60, 46, 44], [47, 50, 61], [48, 53, 51, 49], [52, 54, 63, 57], [55, 58, 56], [62, 83, 64], [74, 71, 65], [67, 68, 77], [70, 69, 66], [72, 75, 73], [78, 76, 79], [87, 80, 81, 82], [84, 85, 86, 88]]
136: [[39, 3, 10, 4], [9, 1], [6, 2, 22, 13], [12, 5, 7, 26], [8, 11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59, 27, 25, 28], [31, 29], [30, 34, 32], [35, 33, 36, 43], [45, 37, 38, 42], [40, 41, 60], [46, 44, 47], [50, 61, 48], [53, 51, 49], [52, 54, 63], [57, 55, 58, 56], [62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
137: [[39, 3, 10], [4, 9], [1, 6, 2, 22, 13], [12, 5, 7], [26, 8, 11], [14], [15, 19, 21], [17, 18, 16], [24, 20, 23, 59], [27, 25, 28], [31, 29, 30], [34, 32, 35, 33], [36, 43, 45, 37], [38, 42], [40, 41, 60, 46, 44], [47, 50, 61], [48, 53, 51], [49, 52, 54], [63, 57], [55, 58, 56], [62, 83, 64], [74, 71, 65], [67, 68], [77, 70], [69, 66, 72, 75], [73, 78, 76], [79, 87], [80, 81, 82], [84, 85, 86], [88]]
138: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13], [12, 5, 7, 26], [8, 11, 14, 15], [19, 21, 17], [18, 16, 24, 20], [23, 59, 27, 25, 28, 31], [29, 30, 34], [32, 35, 33], [36], [43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47], [50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
139: [[39, 3, 10], [4, 9], [1, 6, 2, 22], [13, 12, 5, 7], [26, 8, 11, 14], [15, 19, 21, 17], [18, 16, 24], [20, 23, 59, 27, 25, 28], [31, 29, 30], [34, 32, 35], [33, 36, 43, 45], [37, 38, 42, 40, 41], [60, 46, 44, 47, 50], [61, 48, 53, 51], [49, 52, 54], [63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
140: [[39, 3, 10, 4], [9, 1, 6], [2, 22], [13, 12, 5], [7, 26, 8], [11, 14, 15], [19, 21, 17, 18, 16, 24, 20, 23, 59, 27, 25], [28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
141: [[39, 3, 10], [4, 9, 1], [6, 2, 22], [13, 12, 5], [7, 26], [8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20], [23, 59], [27, 25], [28, 31, 29, 30, 34, 32, 35, 33, 36], [43, 45, 37], [38], [42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
142: [[39, 3], [10, 4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59, 27, 25], [28, 31], [29, 30, 34], [32, 35, 33], [36, 43], [45, 37, 38], [42, 40], [41, 60, 46, 44], [47, 50, 61, 48], [53, 51, 49, 52], [54, 63, 57, 55], [58, 56, 62, 83], [64, 74, 71], [65, 67, 68], [77, 70, 69], [66, 72, 75, 73], [78, 76, 79], [87, 80, 81, 82], [84, 85, 86, 88]]
143: [[39, 3, 10], [4, 9, 1], [6, 2, 22, 13], [12, 5, 7, 26], [8, 11, 14, 15], [19, 21, 17, 18], [16, 24, 20], [23, 59, 27], [25, 28, 31, 29], [30, 34, 32], [35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
144: [[39, 3, 10, 4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59, 27, 25, 28, 31], [29, 30, 34], [32, 35, 33], [36, 43, 45], [37, 38, 42, 40, 41, 60], [46, 44, 47], [50, 61], [48, 53], [51, 49, 52], [54, 63, 57], [55, 58, 56], [62, 83, 64, 74], [71, 65, 67, 68, 77, 70], [69, 66, 72], [75, 73, 78], [76, 79, 87, 80], [81, 82], [84, 85], [86, 88]]
145: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11, 14], [15, 19], [21, 17, 18, 16], [24, 20, 23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44], [47, 50, 61], [48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
146: [[39, 3], [10, 4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8], [11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59, 27], [25, 28, 31], [29, 30, 34], [32, 35, 33], [36, 43, 45], [37, 38], [42, 40, 41, 60], [46, 44, 47], [50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75], [73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
147: [[39, 3, 10], [4, 9, 1, 6], [2, 22, 13], [12, 5, 7], [26, 8, 11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23, 59], [27, 25, 28], [31, 29, 30, 34], [32, 35], [33, 36, 43], [45, 37, 38, 42], [40, 41, 60, 46], [44, 47, 50, 61], [48, 53, 51], [49, 52, 54, 63, 57], [55, 58, 56, 62], [83, 64, 74, 71], [65, 67, 68], [77, 70, 69], [66, 72, 75], [73, 78, 76], [79, 87], [80, 81, 82], [84, 85, 86, 88]]
148: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26, 8, 11, 14], [15, 19, 21, 17, 18, 16, 24, 20, 23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
149: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13], [12, 5], [7, 26], [8, 11, 14, 15], [19, 21, 17, 18], [16, 24], [20, 23, 59, 27, 25, 28, 31], [29, 30, 34, 32, 35, 33, 36, 43], [45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82], [84, 85, 86, 88]]
150: [[39, 3], [10, 4], [9, 1, 6, 2], [22, 13, 12, 5], [7, 26, 8], [11, 14, 15], [19, 21, 17, 18], [16, 24, 20], [23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35], [33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
151: [[39, 3], [10, 4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11, 14, 15], [19, 21, 17, 18, 16, 24, 20, 23, 59, 27, 25, 28], [31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
152: [[39, 3, 10, 4, 9], [1, 6, 2], [22, 13, 12, 5, 7], [26, 8, 11, 14], [15, 19, 21, 17, 18, 16, 24, 20, 23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37], [38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
