0: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9], [41, 15, 14], [11, 13, 23], [25, 19, 16], [17, 20, 21], [28, 31, 43], [27], [26, 62, 29, 34], [30, 44, 39, 8], [35, 37, 32], [47, 36, 40], [42], [45, 61], [56, 58, 46], [50, 51], [49, 54, 55], [52, 53, 48], [59, 57], [60, 63, 68], [64, 66], [71, 67, 70], [69, 73, 77, 10], [72, 76, 74], [75, 78], [79, 82], [85, 80, 81], [87, 84, 86], [83, 88]]
102: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9], [11, 10, 14], [15, 13, 23], [25, 19, 16], [27, 20, 17], [28, 30, 47], [21], [26, 50, 29, 55], [31, 40, 37, 8], [32, 34, 36], [46, 39, 41], [42], [44, 58], [43, 59, 62], [48, 35], [52, 51, 49], [53, 61, 57], [45, 54], [56, 60, 63], [64, 66], [71, 67, 70, 69], [73, 76, 72, 74], [78, 75, 77], [68, 79, 82, 85], [88, 81], [83, 80, 86, 84, 87]]
103: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22, 38, 5, 7], [6, 9, 41, 8, 14, 10, 25, 31, 11, 13, 15, 26, 27, 20, 51, 17, 19, 16, 58, 21, 28, 30, 23, 29, 37, 46, 53, 34, 43, 36, 32, 35, 39, 44, 40, 42, 45, 49, 52, 57, 47, 50, 56, 59, 63, 48, 54, 60, 55, 61, 62], [64, 80, 67], [69, 70, 76, 75, 72, 66, 73, 78, 77, 74, 84, 79, 82, 71, 88, 83, 68, 81, 87, 85, 86]]
104: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7, 6], [9, 8, 11, 15, 10], [13, 27, 16], [44, 21], [48, 19], [17, 23, 20], [29, 25, 51], [60, 28, 31], [39, 26, 30, 36, 35, 32, 14, 34, 43, 41, 37, 42, 47, 62, 40], [45, 49, 50, 52, 53, 46, 54, 59, 55, 56, 57, 58, 61], [63, 64, 66, 70, 67, 74, 79, 68, 71, 78, 69, 77, 76, 72, 73, 80, 81, 85, 75, 82, 83, 84, 86, 87, 88]]
105: [[33, 65], [4, 3], [1, 24, 18], [2, 12], [22, 38, 5, 7], [6, 11, 10, 8, 25, 15, 9, 13, 17, 29, 19, 14, 20, 21, 23, 31, 16, 26, 27, 28, 30], [35, 52], [39, 36], [55, 56], [32, 43, 60, 34], [40, 47, 45], [42, 46], [37, 50], [41, 51, 44, 48, 53, 49, 54, 57, 58, 59, 63, 61, 62], [66, 68, 64, 67, 69, 77, 74, 72, 71, 78, 70, 79, 73, 75, 81, 80, 83, 82, 76, 84], [85, 86, 87, 88]]
106: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5], [7, 6, 9, 40, 8], [10, 27, 13, 21], [11, 57], [14, 31, 15, 17, 16, 19, 20, 23, 28, 26], [25, 58, 55, 29, 45, 35, 46, 34, 30, 32, 37, 41, 42, 44, 63, 47, 48, 43, 39, 50, 54, 36, 51], [49, 59, 56, 52, 60, 53, 61], [62, 64, 78, 67, 87, 66, 68, 71, 73, 74, 76, 69, 70, 75, 72, 77, 81, 83, 80, 79, 84, 86, 82, 85, 88]]
107: [[33, 65], [4, 3], [1, 24, 18], [2, 12], [22, 38, 5, 15], [6, 7], [10, 8, 9, 41], [14, 27, 13], [11, 49], [17, 21], [16, 19, 61, 20, 31, 25, 28, 23, 51, 26, 50, 30, 29], [57, 32, 47, 34, 35, 46, 36, 40, 37, 39, 43, 44, 42, 45, 53, 56, 55, 54, 63, 48, 58, 52, 62, 60, 59, 66, 64, 70, 67, 69, 71, 75, 68, 72, 74, 78, 76, 73, 79, 77, 81, 84, 80, 83, 82], [86, 85, 87, 88]]
108: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7, 6, 9, 10, 8, 13, 16, 11, 15, 28, 17, 21, 30, 19, 23, 27, 14, 26, 20, 61, 25, 29, 62], [42, 52], [31, 63, 34, 37, 35, 39, 41, 50, 45, 32, 36, 40, 44, 47, 43, 54, 48, 46, 49, 51, 60, 53, 55, 56, 58, 57, 59, 64, 67, 70, 81], [66, 69, 73, 68, 74, 72, 71, 75, 77, 76, 78, 79, 84, 80, 85, 83, 87, 82, 86, 88]]
109: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22, 38], [5, 7], [6, 9, 10, 8, 11, 26, 13, 29, 14, 19], [15, 23, 16, 25, 17, 27, 30, 57, 21, 31], [20, 32, 28], [46, 43, 34, 37, 35, 41, 52, 36, 40, 42], [44, 56, 47, 39, 55, 51], [45, 49, 48, 58, 50, 54, 59, 53, 60, 62, 61, 63, 64, 70, 68, 82, 67, 77], [72, 71, 66, 69, 76, 75, 73, 79, 74, 78, 81, 80, 85, 87, 83, 84, 86, 88]]
110: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9], [10, 8, 26], [11, 13, 14], [28, 19, 20], [27, 21, 25, 57, 15], [16, 17, 23], [29, 30, 60], [56], [46, 32], [37, 35, 31, 34, 47, 45, 36, 62, 39], [41, 50, 40, 42, 52, 43, 48, 49, 44, 53, 51, 54], [55, 59, 58, 63, 61, 64, 66, 70, 84, 73, 69, 68, 67, 78, 75, 74, 77, 71, 72, 76, 79, 80, 83], [82, 81, 85, 86, 87, 88]]
111: [[33, 65], [4, 3], [1, 24, 18, 2], [12, 22], [38, 5, 7, 6, 9], [10, 8, 11, 52], [29, 13], [27, 16, 14, 15, 20, 21, 17, 19, 28, 49], [63, 30, 23, 25, 26, 31], [40, 42, 34, 35], [36, 45, 43], [32, 37, 41], [44, 46, 47], [62, 54, 39, 50], [51, 53, 58, 48, 57, 61], [56, 55, 59, 60], [64, 68, 70], [82, 74, 66, 76], [71, 67, 69], [72, 75, 73], [77, 79], [78, 81, 80, 84, 87, 83, 88], [85, 86]]
112: [[33, 65], [4, 3], [1, 24, 18], [2, 15, 12], [38, 5, 7], [6, 13], [9, 8, 19], [11, 17, 27, 16], [28], [21, 14, 22, 20], [53, 23, 25, 55], [31, 26, 57, 29], [30, 50], [37, 32], [34, 35, 40], [39, 10, 42], [47, 36, 43, 44, 45], [41], [46, 48, 52, 49, 63, 54, 51, 56, 58, 59, 61, 60, 62, 66, 64, 69, 67, 76, 68, 70, 71, 74], [72, 73, 75, 77, 78, 79], [82, 85, 80, 81, 84, 86, 87, 83, 88]]
113: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22, 38], [5, 15, 6, 7, 10, 9, 13, 28, 8, 25, 23, 21, 45, 11, 14, 16, 17, 27, 29, 30, 26, 20, 51, 40, 19, 42, 31, 32, 39, 34, 36, 35, 54], [43, 37, 41, 44, 46, 53, 49, 50, 47], [48, 56, 62, 60, 52, 55, 57, 63, 61, 58, 59, 66], [64, 67, 84, 77, 72, 69, 78, 74, 73, 70, 79, 68, 71, 83, 81, 75, 76, 80, 86, 82, 85, 87, 88]]
114: [[33, 65], [4, 3], [1, 24, 18], [2, 12], [22, 38, 5, 7], [6, 9, 10, 11, 13, 30, 8, 31, 21, 29, 15, 17, 14, 16, 19, 27, 25, 28, 26, 20, 23], [32, 39, 35, 36, 51, 37, 34, 40, 52, 54, 41, 43, 44, 42, 46, 53, 49, 45, 47, 50, 48, 63, 57, 55, 56, 58, 59, 61, 62, 60, 66, 64, 67], [68, 77, 72, 69, 71, 78, 74, 70, 79], [73, 75, 83, 80, 84, 81, 76, 82, 86, 85, 87, 88]]
115: [[33, 65, 4, 3, 1, 24, 18, 2, 12, 22], [38, 5, 7], [6, 9], [8, 10, 15, 31, 16], [11, 26], [13, 20], [21, 17, 14], [53, 19, 25, 30, 52, 23, 27, 28], [36, 57, 42, 29, 43, 32], [39, 34], [41], [40, 37, 35], [44, 45, 47, 59, 50], [46, 56, 54], [48, 55, 49, 60], [51, 63, 61], [62, 58], [64, 67, 70], [81, 66], [69, 75, 78, 71, 68], [73, 74, 76, 72, 79, 82, 77, 83, 87, 80, 84], [85, 86, 88]]
116: [[33, 65], [4, 3], [1, 24, 18, 2], [12, 22, 38], [5, 7], [6, 9, 10, 13], [11, 8, 15], [23, 14, 16], [17, 31, 20], [19, 52], [29, 63, 26, 25, 30, 61, 21, 28, 36, 39, 27, 34], [37, 48, 40, 35, 43, 44, 45, 60, 32, 42, 41, 50, 46, 47, 51, 53, 58, 54, 49, 57, 55, 56, 59, 62, 64, 66, 70, 83, 72, 76, 77, 68, 67, 74, 71, 69, 73, 78], [79, 80, 75, 81, 82, 85, 84, 86, 87, 88]]
117: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5], [7, 6], [9, 10], [8, 26], [15, 13, 17], [11, 14, 30], [16, 19], [23, 51, 21], [31, 29], [57, 25, 20, 61], [27, 37, 28], [58, 34, 45], [41, 32, 46], [35, 42, 36], [39, 43, 40], [48, 47, 53], [49, 56, 54, 44, 52, 55, 50], [60, 59], [63, 62, 64, 66], [70, 85, 69, 67, 72, 68], [74, 76, 71, 77, 79, 73, 75, 78, 81, 80], [83, 84, 82, 86, 87, 88]]
118: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5], [7, 6], [9, 10], [8, 26], [15, 13, 17], [11, 14, 30], [16, 19], [23, 51, 21], [31, 29], [57, 25, 20, 61], [27, 37, 28], [58, 34, 45], [41, 32, 46], [35, 42, 36], [39, 43, 40], [48, 47, 53], [49, 56, 54, 44, 52, 55, 50], [60, 59], [63, 62, 64, 66], [70, 85, 69, 67, 72, 68], [74, 76, 71, 77, 79, 73, 75, 78, 81, 80], [83, 84, 82, 86, 87, 88]]
119: [[33, 65], [4, 3], [1, 24, 18, 2], [12, 22], [38, 5, 7], [6, 9, 10, 8], [11, 50, 29, 25], [27, 13, 15], [14, 16, 20], [17, 19, 28, 21], [63, 30, 23, 26, 32, 31], [35, 34, 42, 40], [51, 45, 43], [36, 37, 41], [44, 46, 47], [62, 54, 39, 49], [56, 57, 59, 48, 58, 53], [52, 55, 61, 60], [64, 80, 70], [84, 78, 67, 73], [68, 66, 69], [72, 75, 71], [79, 74], [76, 83, 88, 85, 86, 77, 81], [82, 87]]
120: [[33, 65], [4, 3], [1, 24, 18], [2, 12], [22, 38, 5], [7, 6, 9, 10, 8, 26, 13, 14, 15, 11, 16, 25, 19, 49, 17, 55, 29, 21, 28, 23, 30, 27, 20, 31, 56, 32, 63, 35, 58, 41, 37, 34, 36, 39, 47, 44, 40, 43, 45, 42, 46, 48, 53, 50, 59, 52, 51, 54, 60, 61, 57, 62, 64, 68, 71, 69, 70, 76, 67, 72, 77, 73, 74, 79, 75, 66, 78, 87, 80, 88, 81, 85, 83, 82, 84, 86]]
121: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7], [6, 9], [8, 10], [58, 13, 47], [29, 20], [15, 17], [14, 11, 16, 52], [25, 19, 23], [51], [50, 46, 26, 55, 21, 39, 27, 30, 54, 32, 36, 40, 42, 28, 45, 43, 31, 34, 35, 37, 63], [56, 41, 61], [57, 44, 48, 62, 49, 53, 59, 60, 66], [64, 70, 84, 76, 67, 71, 69, 75, 72, 73, 74, 77, 78, 79, 83, 80, 82, 68, 86, 81, 85, 87, 88]]
122: [[33, 65], [4, 3, 1], [24, 18, 2], [12, 22], [38, 5, 7, 6], [9, 10, 8], [15, 11, 13, 14], [28, 30], [20, 17, 19], [31, 58, 16, 23, 32, 59, 25], [26, 60, 27, 35, 49, 21, 42], [36, 46, 39, 29, 34, 37, 40, 57, 61, 48, 41, 43, 44, 51, 52, 62, 56, 54, 50, 45, 47, 53, 55, 63, 66, 64, 68, 67, 78, 69, 74, 70, 71, 77, 79, 73, 80, 72, 75, 82, 76, 83, 81, 86, 85, 84, 87, 88]]
123: [[33, 65], [4, 3], [1, 24, 18], [2, 12], [22, 38], [5, 7, 6], [9, 10, 8], [28, 25], [11], [14, 15, 13, 19, 17, 21, 27, 16, 23, 20, 60, 58, 26, 29, 56, 39, 54, 30, 31, 32, 51], [35, 45, 40, 34, 42, 62, 41, 36, 46, 49, 43, 59, 44, 61, 47, 52, 53, 48, 50, 55, 57, 63, 70, 66, 64, 37], [83, 77, 71, 69, 68, 76, 72, 80, 74], [73, 75, 78, 85, 79, 84, 67, 81, 82, 86, 87, 88]]
124: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9, 8], [10, 62, 11, 15], [27, 16, 13, 23], [19, 17, 48], [52, 29, 14], [21], [25, 30], [31, 26], [50, 20, 55], [28, 58, 36, 34], [37, 39, 42], [35, 45, 41], [32, 40, 43], [46, 60, 59], [44, 47, 49, 53], [51, 63, 54], [56, 57, 61], [64, 68, 66], [87, 72], [70, 71], [69, 67, 73, 74], [75, 77, 78], [79], [82, 80, 76], [81, 86, 84, 83, 85, 88]]
125: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9, 40], [10, 46, 11], [15], [21, 8, 23], [13, 14, 16], [17, 19], [20, 25, 31], [28, 49, 58], [56, 59], [26, 60], [27, 50, 37], [35, 29], [30, 41], [42, 32, 34], [36, 45, 43], [48, 39], [44, 63, 54], [51, 47, 52], [53, 55, 57], [61, 62, 68], [64, 67, 69], [70], [72, 75, 76], [66, 71], [74, 73, 78, 79, 77, 82, 84, 81, 80], [83, 87, 86, 85, 88]]
126: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22, 38, 5, 7, 6, 9, 41], [8, 14, 10, 29, 30, 11, 13, 27, 15], [21, 16, 53, 17, 20, 23, 31, 25, 28, 62, 19, 26, 36, 46, 61, 32, 34, 37, 42, 35, 39, 47], [44, 40, 45, 43, 51, 57, 52, 50, 48, 59, 54, 49, 55, 56, 58, 60, 63, 66, 67, 64, 69, 70, 68, 75, 73, 72, 76, 74], [77, 78, 84, 79, 80], [71, 82, 83, 87, 81, 85, 86, 88]]
127: [[33, 65], [4, 3], [1, 24], [18, 2], [12, 22], [38, 5, 7], [6, 9, 8], [11, 10, 43], [15, 13, 20], [31, 16, 14], [21, 17, 19], [23, 58, 25, 30], [47, 26, 52], [62], [59, 27, 28, 50], [29, 34, 49, 32], [35, 37, 39, 41], [44, 45, 40], [36, 42, 46, 51], [55, 48, 57], [53, 56, 60], [54, 61], [63, 64, 68, 66, 87, 69, 67, 74], [71, 72, 70, 76, 75, 78, 77, 73, 82, 85, 80], [81, 79, 84, 83, 86, 88]]
128: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5], [7, 6, 9], [40, 8, 15], [51, 29, 21], [13, 14, 11], [16, 17, 23], [42], [19, 20, 25, 63], [30, 10, 26], [27, 28, 31], [32], [35, 45], [34, 46, 39], [36, 37], [41, 43, 44], [47, 56, 50, 48], [58, 54], [52, 59, 60, 49], [61, 53, 62], [55, 57, 64], [80, 71, 67, 70], [68, 72, 76, 74], [69, 73, 75], [77, 78, 79, 83], [85, 66, 81], [84, 87, 82], [86, 88]]
129: [[33, 65], [4, 3, 1, 24, 18, 2], [12, 22], [38, 5, 7, 6], [9, 8, 10], [30, 14, 13, 31], [15, 11, 16, 57], [20, 23, 17, 19, 21, 25, 29, 26, 56, 58, 55, 46, 27, 36], [37, 39, 45, 42, 28, 32, 48, 40, 35, 34, 47, 44, 43, 41, 49, 50, 53, 51, 52], [54, 60, 62, 59, 61, 63, 64, 70, 67, 82, 66, 69, 71, 68, 76, 77, 73, 79, 75, 72, 74, 81, 78, 80, 85, 86, 83, 84, 87, 88]]
130: [[33, 65], [4, 3], [1, 24, 18, 2], [12, 22], [38, 5, 7, 6, 9], [10, 8, 14, 26], [13, 11], [31, 15, 20, 19, 16, 25, 27, 21, 46, 28], [30, 61, 29, 17, 23, 35, 59, 50, 42, 36, 32, 41, 39, 34, 37, 40, 43, 51], [45, 47, 49], [48, 54, 56, 55, 53, 52, 58, 44, 62, 57, 63, 60, 66, 64, 68, 69, 67, 74, 71, 70, 75, 73, 72, 77, 76, 79, 78, 83, 81, 80, 84, 86, 82, 85, 87, 88]]
131: [[33, 65, 4, 3], [1, 24], [18, 2, 12, 22, 38], [5, 7, 6, 9, 8, 10, 31, 11, 15, 17, 29, 14, 13, 25, 16, 57, 19, 23, 20, 26, 28, 52, 53, 27, 30, 21, 46, 34, 41, 40, 35, 42, 63, 32, 36, 50, 45, 37, 39, 43, 58, 44, 47, 48, 51, 49, 56, 54, 55, 61, 59, 62, 60, 66, 68, 64, 71, 73, 77, 69, 67, 78, 72], [70, 74, 75, 76, 79, 82, 80, 81], [84, 83, 85, 87, 86, 88]]
132: [[33, 65], [4, 3], [1, 24, 18], [2, 40, 30, 22], [38, 5, 7], [6, 10], [8, 11, 58, 15, 21, 9, 48, 29, 20, 25, 19], [56, 27], [13, 14], [16, 17, 23, 26, 28, 12], [31, 61, 32], [44, 34, 47], [39, 36, 37], [41, 42, 35, 43], [46, 45, 50, 54, 52, 51, 53, 49, 55, 57], [63, 59, 60, 62, 64, 68, 71], [67, 78], [66, 72, 70, 73, 74, 69, 75, 76, 77, 79, 82, 81, 80, 85, 86, 83, 84, 87, 88]]
133: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7, 6], [9, 10, 15], [8, 11, 13], [27, 14, 17], [21, 16, 20], [49, 56, 19], [55, 26], [23, 58, 25], [30, 28, 40, 54], [57, 50, 36], [37, 29], [31, 61], [34, 47, 32], [39, 43, 41], [42, 44], [45, 46, 63, 35, 52, 48, 51, 53, 59, 60, 62, 64, 67, 68, 70, 69, 77, 73, 66, 74, 72, 75, 79, 78, 76, 71, 82, 85, 80, 81, 87, 84, 86, 83, 88]]
134: [[33, 65], [4, 3], [1, 24], [18, 2], [12, 22, 38, 5], [7, 6, 9], [40, 15, 8], [10, 13, 23], [11, 19, 16, 17], [20, 60, 26, 30], [21, 27, 28], [62, 25, 29, 31], [34, 36, 42, 35, 44, 39, 14, 37, 41, 32, 43, 59, 61, 58, 45, 48, 55, 46, 47, 51, 54, 52, 50, 57, 49, 53, 63, 56, 67, 64, 71, 66, 78, 70, 77, 68, 72, 73, 69, 75, 74, 79, 76, 82, 85, 80, 81, 87, 84, 86, 83, 88]]
135: [[33, 65, 4, 3, 1, 24, 18, 2, 12, 22], [38, 5, 7, 6, 9, 11, 8], [19], [14, 27, 17, 16], [15, 20], [21, 30], [25, 26, 28], [42, 53, 29], [62, 34, 47, 37], [35, 31, 46], [32, 36, 39, 40, 43, 10, 13, 23], [41, 44, 49, 45, 48, 59, 52], [51, 54, 56, 55, 50, 57, 58, 61, 63, 60, 66, 64, 70, 69, 78, 67, 68, 71, 76, 77, 74, 73, 72, 85, 75, 81, 79, 80, 82, 87, 83, 86, 84, 88]]
136: [[33, 65], [4, 3, 1, 24, 18, 2, 12, 22, 38, 5, 7, 6], [9, 10, 8, 14, 29, 15, 11, 13, 28, 20, 16, 17, 23, 31, 26, 62, 21, 19, 58, 25, 27, 30, 42, 47, 36, 32, 46, 34, 35, 40, 39, 37, 41, 44, 48, 45, 63, 43, 50, 53, 51, 56, 55, 60, 52, 54, 57, 49, 59, 61, 66, 64, 71, 67, 70, 69, 74, 68, 73, 76, 78, 72, 77, 84, 75, 86, 79, 88, 80, 82, 81, 83, 85, 87]]
137: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38], [5, 7], [6, 9, 41], [15, 10], [8, 11, 13], [25, 29, 20], [23, 16], [14, 27, 17, 19, 28, 21, 30, 62, 56, 26, 36, 31, 49, 35, 44, 37, 39], [40, 32, 45, 42, 43, 46, 57, 47, 34], [48, 63, 54, 51, 50, 53, 52, 55, 59, 58, 60, 61, 64, 67, 70, 81, 66, 69, 72, 68, 74, 78, 73, 76, 71, 79, 75, 77, 84, 80, 82, 87, 85, 83, 86, 88]]
138: [[33, 65], [4, 3], [1, 24, 18, 2, 12, 22, 38, 5, 7, 6, 9, 8, 15, 14, 10, 13, 31, 20, 19, 17, 27, 21, 49, 25, 16, 11, 29, 35, 62, 28, 36, 23, 52, 39], [40, 26, 43, 32, 44, 45, 42, 41, 37, 56, 47, 58, 34, 55, 51, 46, 54, 63, 48, 53, 50, 61, 59, 57, 60, 64, 66, 68, 69, 84, 30, 67, 77, 71, 73, 70, 72, 79, 74, 78, 75, 81, 76, 80, 82, 87, 85, 83, 86, 88]]
139: [[33, 65, 4, 3], [1, 24], [18, 2, 12, 22, 38, 5, 7, 6, 9, 10, 8, 13, 30, 11, 28, 14, 15, 17, 29, 19, 16, 20, 23, 54, 21, 25, 27, 26, 31, 32, 41, 36, 44, 50, 60, 35, 34, 47, 42, 39, 40, 45, 37, 43, 63, 46, 51, 52, 48, 58, 49, 56, 59, 55, 53, 57, 62, 61, 64, 66], [71, 69, 68, 77, 74, 72, 67, 70, 78, 75, 73, 76], [79, 85, 83, 80, 81, 82, 84, 86, 87, 88]]
140: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22, 38], [5, 7], [6, 9, 40, 10, 8, 46, 13, 11, 14, 23], [28, 15, 16, 26, 49, 19, 17, 20, 29, 25], [21, 62, 27, 30, 47, 32, 44, 36, 31, 37], [42, 35, 60], [43, 45, 34], [50, 39, 51], [41, 59], [52, 48, 53], [54, 57, 55], [56, 61, 58, 63, 64, 71], [68, 84, 66, 69], [77, 74], [73, 70, 72, 75, 79, 76], [78, 67, 88, 81, 87, 85], [80, 82, 86, 83]]
141: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 30, 6], [5, 7, 10, 11], [40, 8, 13, 43, 14], [20, 25, 15], [17, 9], [19, 16, 48, 31, 21, 22, 23, 50, 27, 28, 26, 36, 35, 29, 32], [34, 37, 63], [58, 54, 38, 39, 41, 45, 42, 44, 46, 56, 52, 51, 47, 60, 49, 53, 59, 57, 62, 61, 55, 66, 64, 74, 69, 67, 72, 75, 71, 68, 70, 73, 77, 76, 78, 79, 83, 85, 80, 82, 84, 81, 87, 86, 88]]
142: [[33, 65], [4, 3], [1, 24, 18, 2, 12, 22, 38, 5, 7, 6, 9, 10, 8, 46, 14, 21, 11, 15, 13, 20, 16, 29, 23, 25, 17, 57, 19, 61, 56, 26, 52, 59, 27, 28, 30, 35, 31, 60, 32, 34, 45, 42, 36, 44, 43, 47, 37, 39, 54, 55, 40, 41, 58, 53, 49, 48, 50, 51, 63, 62, 64, 66, 71, 67, 70, 76], [74, 68, 73, 75, 78, 69, 72, 79, 77, 82, 81, 88, 83, 86, 80, 84, 87, 85]]
143: [[33, 65, 4, 3, 1, 24], [18, 2, 12, 22, 38, 5, 7], [6, 9], [10, 8, 11, 41, 45, 15, 21, 28, 13, 30, 17, 20, 25, 27, 14, 16, 31, 23, 19, 26, 36, 57, 29, 34, 58, 43, 32, 44, 35, 39, 37, 40, 42, 48, 55, 47, 46, 56, 52, 63, 49, 53, 54, 59, 50, 61, 51, 62, 60, 66, 64, 70, 71, 68, 73, 77, 69, 74, 67, 75, 72, 78, 76, 79, 81, 86, 82, 80, 85, 84, 87, 83, 88]]
144: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5], [7, 6, 9, 8], [10, 59], [11, 15, 23], [27, 14, 20], [13, 21, 16], [17, 25, 61], [28, 19], [26, 47, 29], [30, 36, 35, 31], [34, 37, 42], [32, 39], [41, 45], [46, 43, 40], [44, 50, 52], [53, 57], [54, 49, 55], [56, 48, 62], [58, 60, 51], [63, 64, 66, 69], [71, 68, 67], [75, 76, 78], [72, 73], [74, 79], [81, 83, 82, 86], [80, 70, 84], [85], [87, 77, 88]]
145: [[33, 65], [4, 3], [1, 24, 18, 2, 12, 22, 38, 5, 7, 6, 9, 10, 11, 8, 13, 14, 31, 20, 23, 21, 15], [19, 56, 49, 16, 27, 57, 17, 30, 46, 25, 28], [52, 29, 26, 36, 35, 34, 39, 37, 32], [40, 41, 43, 42, 44, 45, 47, 63, 48, 54, 60, 50, 53, 51, 58, 55, 59, 61, 62, 66, 64, 68, 85, 76, 73, 71, 70, 75, 72, 79, 67, 77, 78, 69, 81, 74, 80, 82, 86, 84, 87, 83, 88]]
146: [[33, 65, 4, 3], [1, 24, 18], [2, 12, 22, 38], [5, 7, 6, 9, 10], [8, 15, 43], [14, 13], [19, 16, 48, 31, 23, 20, 21, 29, 17, 25, 27, 26, 59, 63, 32], [30, 44, 37, 34, 28, 39, 45, 35, 11, 36, 41, 56], [42, 40, 46, 47, 49, 53, 50, 54, 52, 55, 51, 58, 60, 61, 57, 62, 64, 68, 70, 69, 66, 77, 67, 78, 75, 82, 73, 76, 84, 72, 79, 74, 85, 80, 81, 86, 83], [71, 87, 88]]
147: [[33, 65], [4, 3, 1, 24], [18, 2, 12, 22, 38], [5, 7, 6, 9, 40, 10, 11, 8, 30, 13], [28, 16, 26, 17, 21, 19, 23, 29, 20, 57], [60, 14, 48], [15, 25], [44, 27, 45, 34], [49, 41, 31, 43], [50, 32, 35], [47, 36, 37], [39, 42, 63, 46, 51, 53], [55, 58, 59, 54, 52, 56, 61], [62, 64, 66, 76, 67, 70, 77, 74, 78, 71, 72, 73, 68, 80, 75], [79, 82, 83, 69, 84, 81, 85, 86, 87, 88]]
148: [[33, 65], [4, 3, 1], [24, 18, 2], [12, 22, 38, 5], [7, 6, 9], [10, 8, 26], [14, 21, 27, 15], [11, 50, 25], [13, 17, 31], [19, 16, 20], [23, 56, 28], [30, 36, 46, 62, 52, 35, 32, 34, 45, 41, 29, 39, 44, 51, 40], [42, 43, 48, 61, 47, 49, 53, 37, 54, 58, 57, 59, 55, 63, 60, 66, 64, 70, 81, 75, 67, 68, 69, 78, 71, 73, 72], [74, 79, 77, 76, 84, 80, 83], [82, 86, 85, 87, 88]]
149: [[33, 65], [4, 3, 1], [24, 18, 2], [12, 22, 38, 5], [7, 6, 9], [10, 8, 30], [14, 21, 23, 15], [11, 20, 26, 13, 16, 29, 17, 57, 19, 61, 56, 25, 48, 59, 27, 58, 28, 35, 31, 40, 32, 34, 45, 42, 37, 36, 39, 41, 43, 44, 53, 47, 63, 54, 46, 52, 50, 49, 51, 55, 62, 60, 66, 64, 71, 67, 73, 72, 68, 70, 78, 75, 76, 69, 74, 79, 77, 82, 81, 88, 83, 86, 80, 84, 87, 85]]
150: [[33, 65, 4, 3], [1, 24, 18, 2, 12], [22, 38, 5], [7, 6, 9], [10, 8], [15, 11], [13, 23], [30, 29, 14], [16, 17, 21, 59], [19, 20, 31, 56], [25, 26, 27, 58, 61, 40, 45, 28, 32, 39], [34, 35, 36, 47, 41, 44, 57, 42, 43, 37, 53, 46], [52, 55, 49, 48, 60, 50], [51, 54, 62, 63, 68, 64, 73, 67, 69], [66, 74, 70, 78, 72, 76], [75, 77, 79, 71, 82, 81, 80, 83, 86, 87, 85, 84, 88]]
151: [[33, 65], [4, 3, 1], [24, 18, 2], [12, 22, 38, 5], [7, 6, 9], [41, 8, 10, 14, 13], [16, 21, 31, 20, 47, 17, 11, 40, 23, 15, 19, 30, 27, 25, 26], [28, 32, 42, 52, 34, 36, 37, 35, 46, 61, 29, 39, 58, 62, 44, 45, 49, 43, 48, 51, 56, 54, 50, 55, 53, 57, 60, 63, 59, 66, 64, 70, 69, 74, 76, 67, 73, 72, 71, 79, 75, 68], [78, 77, 82, 80, 81, 83, 87, 86, 84, 85, 88]]
152: [[33, 65], [4, 3, 1], [24, 18, 2], [12, 22, 38], [5, 7, 6, 9], [10, 8, 11, 25], [13, 31, 17], [36, 14, 15], [19], [23, 20, 27, 16, 21], [58, 30, 32], [26, 37, 28], [29, 39, 40], [44, 42], [41, 43, 34], [35, 46, 48], [45, 59, 50, 52], [51, 55, 56], [49, 47, 54], [53, 57, 60], [61, 63, 62, 64], [66, 70, 67], [76, 69, 73], [68, 72], [79, 71, 74, 77, 78], [75, 81, 83, 80, 82], [85, 84, 87, 86, 88]]
