0: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53, 52, 8, 18], [10, 44, 69], [77], [60, 11, 41], [20, 79], [24, 2, 28, 9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15], [32, 45, 50], [80, 51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61], [57, 55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78], [85, 86, 82], [84, 83, 81, 88]]
102: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38], [42, 3, 31], [53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
103: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66], [56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25], [67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
104: [[71, 70], [73, 26, 22], [12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13], [43, 16, 39], [34], [36, 46], [66, 56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33, 48], [61, 57, 55], [64, 68, 63], [54, 76, 65], [75, 72, 62], [78, 85, 86, 82, 84, 83, 81, 88]]
105: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43], [16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
106: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72], [62, 78, 85], [86, 82, 84, 83, 81, 88]]
107: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49], [58, 59, 21], [25, 67, 30], [33, 48, 61], [57, 55, 64], [68, 63, 54], [76, 65, 75], [72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
108: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
109: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66], [56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
110: [[71, 70], [73, 26], [22, 12], [1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
111: [[71, 70, 73], [26, 22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
112: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49], [58, 59, 21], [25, 67, 30], [33, 48, 61], [57, 55, 64, 68, 63, 54], [76, 65, 75], [72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
113: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3], [31, 53], [52, 8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34, 36], [46, 66, 56], [27, 47, 14], [15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67], [30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
114: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3], [31, 53], [52, 8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34, 36], [46, 66, 56], [27, 47, 14], [15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67], [30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
115: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28, 9, 23], [6, 29, 13, 43, 16, 39, 34], [36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
116: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27], [47, 14], [15, 32, 45], [50, 80, 51], [49, 58, 59], [21, 25, 67], [30, 33, 48], [61, 57, 55], [64, 68, 63], [54, 76, 65], [75, 72, 62], [78, 85], [86, 82, 84], [83, 81, 88]]
117: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18, 10, 44, 69, 77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34], [36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
118: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49], [58, 59, 21], [25, 67, 30], [33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
119: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80], [51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
120: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28, 9], [23, 6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49], [58, 59, 21], [25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76], [65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
121: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44], [69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9, 23], [6, 29, 13], [43, 16], [39, 34, 36], [46, 66, 56], [27, 47, 14], [15, 32, 45], [50, 80, 51], [49, 58, 59], [21, 25, 67], [30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
122: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80, 51], [49, 58, 59], [21, 25, 67], [30, 33, 48], [61, 57, 55], [64, 68, 63], [54, 76, 65, 75], [72, 62, 78], [85, 86, 82], [84, 83, 81, 88]]
123: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58], [59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
124: [[71, 70], [73, 26, 22], [12, 1], [74, 40, 17], [7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49], [58, 59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
125: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53, 52, 8, 18, 10, 44, 69], [77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
126: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
127: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66, 56], [27, 47, 14], [15, 32, 45], [50, 80, 51], [49, 58, 59], [21, 25, 67], [30, 33, 48], [61, 57, 55, 64, 68, 63, 54], [76, 65, 75], [72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
128: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
129: [[71, 70], [73, 26], [22, 12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34, 36], [46, 66, 56], [27, 47, 14], [15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
130: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69, 77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58], [59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
131: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35], [87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34, 36], [46, 66, 56], [27, 47, 14], [15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67], [30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
132: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69, 77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32], [45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
133: [[71, 70, 73], [26, 22], [12, 1, 74], [40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49], [58, 59, 21], [25, 67, 30], [33, 48, 61], [57, 55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
134: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21], [25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
135: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77], [60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
136: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57], [55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
137: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49], [58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75], [72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
138: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
139: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31], [53, 52, 8], [18, 10], [44, 69, 77], [60, 11, 41, 20], [79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
140: [[71, 70, 73], [26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51], [49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
141: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79, 24, 2], [28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
142: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18, 10, 44, 69, 77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
143: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34], [36, 46], [66, 56, 27], [47, 14], [15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
144: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24, 2], [28, 9, 23], [6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
145: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58], [59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
146: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
147: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
148: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69, 77, 60, 11, 41, 20, 79, 24, 2, 28], [9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
149: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35], [87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24, 2, 28, 9], [23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
150: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42], [3, 31, 53], [52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9], [23, 6, 29], [13, 43, 16], [39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49], [58, 59], [21, 25, 67], [30, 33, 48], [61, 57, 55], [64, 68, 63], [54, 76, 65], [75, 72, 62], [78, 85, 86], [82, 84], [83, 81, 88]]
151: [[71, 70], [73, 26], [22, 12, 1], [74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49], [58, 59, 21], [25, 67, 30], [33, 48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
152: [[71], [70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49], [58, 59, 21], [25, 67, 30], [33, 48, 61], [57, 55, 64], [68, 63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
