0: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8], [26, 27], [15, 31, 14, 19, 13, 23], [16, 18, 51, 59, 17, 21], [25, 20, 28, 29], [30, 11, 57, 33], [32, 42, 34, 35, 37], [39, 36, 44, 45, 40, 10], [41, 53, 46, 43], [61, 47, 60, 52, 48], [58, 55, 62, 56], [49, 63, 50, 54, 68], [66, 64, 65, 73, 67, 71], [78, 69, 70, 72, 76, 75, 74], [79, 84, 82, 81, 83, 80, 85], [87, 86, 88]]
102: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 15, 11, 10, 26], [31, 21, 13, 29, 18, 17], [16, 28, 20, 23, 30], [25, 14, 19, 44], [34, 43, 61, 35, 49, 58, 33, 36, 27, 32, 37, 56, 47, 39, 41, 42, 53, 40, 45, 46], [48, 51, 50, 60, 52, 54, 55, 59, 57, 62, 63, 68, 66, 64, 65, 70, 67, 71, 74, 69, 72, 76], [78, 75, 73, 79, 82, 81, 80, 87, 83, 85, 86, 84, 88]]
103: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 30, 10, 11, 13, 29], [15, 20, 16, 27, 18], [17, 28, 14, 21, 19, 25, 23, 31, 47], [26, 62, 33, 43], [35, 49, 32, 34, 37], [36, 40, 41, 42, 45, 39, 44], [46, 54, 55], [53, 52], [51, 48, 50, 56, 60, 58, 59, 63, 61, 57, 68], [65, 64, 66, 69, 67, 70, 76, 75, 72, 74, 73], [78, 79, 71, 84, 83], [80, 82, 81, 85, 87, 86, 88]]
104: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6, 9, 8, 26, 15, 10, 14, 63, 17, 11, 19], [25, 16, 50, 13], [20, 23, 21, 31, 18, 60, 46, 35, 29, 36, 49, 37, 27, 32, 28, 30, 33, 45], [34, 39, 41, 57, 40, 42], [47, 52, 43, 62, 51, 44], [48, 55, 53, 54, 56, 58, 61, 59], [68, 66, 64, 65, 69, 75, 67, 70, 71, 76, 72, 73, 74], [78, 79, 84, 82, 80, 87, 83, 81, 85, 86, 88]]
105: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6, 9, 8], [26, 11, 10, 45], [13, 14, 15, 16, 19, 18, 17, 48, 27, 21, 28, 20, 62, 23, 25, 50, 49, 29, 43, 40, 36, 30, 37, 31, 46, 32, 35, 34, 33, 39, 47, 41, 51], [52, 60, 42, 55, 44, 53, 56, 54, 57, 63, 58, 59, 61, 68, 65, 64, 66, 70, 71, 69, 74, 75, 67, 76, 72, 73, 78, 79, 82, 80, 83, 87, 88, 85, 81, 84, 86]]
106: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 27, 10, 11], [15, 43, 13, 17, 21], [16, 14, 19, 20], [29, 18, 23, 31], [25, 30, 44, 34, 32, 37, 53, 35, 39, 36, 33, 40, 26], [42, 47, 41, 46, 45, 49], [28, 48, 50, 51, 52, 56], [57, 55, 54, 62], [60, 59, 58, 63], [61, 68, 66, 65, 64], [71, 79, 67, 78, 69, 74, 70, 72, 75, 73, 76, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
107: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8], [10, 11, 31, 15, 13], [21, 17], [14, 18, 20, 49, 16, 25, 23, 26, 30, 19, 29, 50, 27, 28], [48, 52, 32, 53, 35, 54, 36, 34], [41, 45, 39, 37, 33, 46, 40], [42, 43, 44, 51, 47, 55, 58, 56, 59, 61], [62, 57, 63, 60, 68], [66, 64, 69, 65, 70, 71, 67, 75, 72, 78, 73, 74, 76, 79, 82, 81, 80, 83, 86, 84, 85, 87, 88]]
108: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 10, 8], [11, 30, 43], [21, 13, 14], [23, 18, 15, 16, 20], [48, 27, 19, 26, 28, 29, 62, 25], [60, 46, 40, 31, 33, 32], [17, 34, 55, 35, 36, 53, 37], [42, 39, 47, 44, 63, 41, 59], [45, 49, 54], [50, 51, 56, 52, 57, 58, 61, 68, 67, 64, 65, 69, 79, 70, 71, 66, 75, 73, 72, 76, 74, 78, 84, 81, 80, 86, 83, 82, 85, 87, 88]]
109: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 10, 14, 8, 11], [13, 15, 29, 17], [19, 20, 18, 48, 21, 25, 16, 23, 30, 31, 26, 27, 36, 28, 50, 44, 32, 33, 35, 39], [43, 40, 60, 42, 45, 37, 34], [41, 63, 61, 46, 47, 49, 51, 56, 54, 52, 53, 55, 57, 58, 62, 59], [68, 66, 65, 64, 69, 67, 79, 70, 73, 72, 74, 78, 71, 75, 76, 82, 84, 80, 87, 83, 81, 86, 85, 88]]
110: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 10, 14, 8, 11], [13, 31, 15, 17, 16], [19, 20, 48, 21, 23, 26], [18, 25, 62, 27, 59, 49], [28, 32, 63, 29, 30], [43, 39, 34, 40, 46, 35, 37, 36, 44, 33, 41, 42, 47, 45, 61, 53, 50], [51, 54, 52, 57, 58], [55, 56, 60, 68, 66, 65, 64, 69, 67, 71, 74, 78, 76, 70, 75, 73, 72, 79], [84, 82, 80, 87], [83, 81, 86, 85, 88]]
111: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6, 9, 8, 26, 14, 11, 15, 31, 17], [19, 13, 29, 16, 18, 23, 25, 21, 20, 27, 35, 28, 30, 63, 36, 32, 34, 56, 49, 33, 37, 47, 39, 40, 41, 62, 43, 42, 44, 58, 48, 57, 45, 46, 53, 59, 51, 52, 54, 50, 55, 60, 61, 69, 68, 66, 64, 65, 76, 70, 71, 67, 73, 75, 72, 74, 78, 79, 80, 84, 82, 10, 87, 83, 81, 85, 86, 88]]
112: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38], [6, 9, 8, 26, 11, 14], [27, 41, 29, 10, 20], [18, 13, 49, 21, 15, 31, 16, 17], [19, 28, 48, 23, 33], [39, 42, 25, 30, 36, 32, 37, 34, 43, 40, 47], [35, 44, 56, 45, 52], [50, 53, 54, 57, 46, 51, 58, 59, 60, 55, 63, 62, 61, 66, 67, 64, 65, 69, 71, 70, 68, 75, 72, 73, 74, 76, 79, 78, 84, 82, 80, 87, 81, 83, 86, 85, 88]]
113: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 11, 18], [61, 14, 29, 13, 20], [19, 10, 17, 16, 23, 21], [28, 25, 50, 31, 27, 58, 53], [34, 43, 40, 37, 33], [41, 15, 30, 32, 39, 42, 36], [44, 35, 46, 55, 52, 48, 45, 47], [49, 59, 56, 51, 57, 54], [62, 60, 63, 68], [66, 64, 65, 69, 78], [70, 74, 67, 75, 72], [73, 79, 71, 76, 82, 81, 80, 87, 85, 83, 84, 86, 88]]
114: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 14, 25], [10, 11, 13, 19, 15, 21], [18, 17, 16, 20, 23, 27], [29, 26, 31, 28, 54], [61, 30, 56, 40], [37, 32, 33, 48, 46, 34], [57], [43, 35, 36, 39, 60, 41, 42, 44, 53, 47, 55], [50, 51], [45, 58, 52, 59, 62, 49], [63, 68, 67], [64, 65, 69, 70], [66, 74, 71, 72, 73, 75, 76, 78, 79, 82, 81, 80, 85, 83, 87, 86, 84, 88]]
115: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38, 6], [9, 8, 11, 27, 15], [10, 13, 25, 16, 51], [18, 28, 57, 14, 17, 19], [23, 20, 55, 21, 26, 30], [29, 31, 40, 47, 56], [37, 50, 62, 32, 33, 34], [36, 42, 45, 35, 43, 44], [39, 41, 49, 46, 48], [52, 58, 53], [60, 54, 59, 63, 61, 68, 66, 64, 67], [69, 65, 70, 79, 76, 72, 71], [75, 74, 73, 78, 82, 84, 80, 83], [86, 81, 85, 87, 88]]
116: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 11, 14], [10, 15, 27, 28], [25, 16, 50, 52, 17, 18], [29, 23, 21, 53, 19, 20, 30, 63], [34, 42, 58, 40, 32, 44, 55, 54, 13, 31, 39], [33, 43, 35, 36, 62, 45, 37, 41, 46, 49, 51, 57, 48, 47, 61, 56, 59, 60, 68, 67, 64, 65, 69, 66, 70, 78, 72, 76, 75, 71, 73, 74, 79, 84, 82, 80, 81, 87, 85, 83, 86, 88]]
117: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 30, 10, 11], [13, 31, 27, 20], [19, 16, 14, 48, 21, 25], [15, 23, 17, 18, 28], [26, 37, 29, 34, 46, 41, 36, 35, 32, 33, 40, 61, 43, 47, 45, 44, 50, 51], [62, 42, 53, 54, 39, 56, 55, 49, 52, 57, 59, 58, 63, 60, 68, 67, 64, 65, 69, 66, 70, 78, 74, 72, 73, 75, 71, 79, 76, 88, 84, 80, 81], [83, 87, 86, 85, 82]]
118: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 30, 11], [14, 10, 15, 23], [18, 29, 20, 16, 17], [13, 19, 31, 25, 27, 21], [28, 60, 34, 45, 61], [26, 35, 32, 37, 33, 39, 36, 42, 43, 40, 44, 46], [41, 52, 47, 48, 50, 58, 51, 49, 63, 55, 57, 56, 53, 59, 54, 62, 68, 66, 64, 65, 69, 71, 70, 76, 67, 72], [74, 78, 75, 73, 79, 84, 82, 80, 87, 81, 85, 86, 83, 88]]
119: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 30, 10, 14], [11, 15, 29, 20], [21, 16, 39, 49, 13], [19, 17, 26, 18, 25, 27], [23, 35, 40, 37, 28], [43, 31, 47, 33, 32, 34], [42, 36, 41, 44, 45, 51, 46], [55, 53, 54, 61, 56, 48], [50, 59, 52, 57, 60, 58, 62], [63, 68, 67, 64, 65, 69, 71, 70], [78, 66, 72, 75, 76, 73], [74, 79, 84, 82, 80, 83], [86, 81, 85, 87, 88]]
120: [[24, 2, 77, 1, 12, 22], [7, 5, 3], [4, 38, 6, 9, 8, 26, 11, 14, 15, 10, 19, 13, 25, 17, 50, 52, 16, 18, 29, 23, 21, 20, 31, 28, 27, 62, 35, 41, 58, 34, 32, 40, 33, 54, 37, 30, 39, 42, 43, 60, 36, 44, 45, 46, 47, 55, 49, 51, 57, 48, 56, 61, 53, 59, 63, 68, 67, 64, 65, 71, 66, 72, 74, 69, 76, 75, 70, 73], [78, 79, 84, 82, 80, 85, 87, 81, 83, 86, 88]]
121: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 10, 14, 8], [11, 13, 31, 15, 29, 17, 25, 19, 27], [16, 50, 20, 21, 23, 28, 26], [58, 61, 35, 18, 36, 30], [37, 40, 32, 33, 41, 42, 39], [56, 34, 46, 43, 44, 60, 51], [54, 45], [47, 48, 49, 52, 53, 55, 57, 62, 59, 63, 68, 67, 64, 65, 69, 71, 70, 66, 73, 74, 72, 79, 76, 75, 78, 84, 81, 80, 86, 87, 82, 83, 85, 88]]
122: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 10, 31, 14, 11], [19, 13, 15, 17, 18], [16, 21, 29, 20], [23, 26, 27, 30, 28, 46, 48, 61], [60, 32, 33, 25, 36], [37, 34, 35, 45, 39, 42, 41, 43, 62, 40, 44], [47, 51, 49, 52, 55], [53, 54, 63, 56, 50, 57, 59, 58, 68, 67, 64, 65], [66, 71, 70, 69, 72, 76, 73, 75, 74, 78, 79, 84, 81, 80, 87, 83, 82, 86, 85, 88]]
123: [[24, 2, 77, 1, 12, 22], [7, 5, 3], [4, 38, 6, 9, 8, 30, 11, 10, 15, 13, 14, 16, 17, 20, 18, 48, 21, 27, 25, 19, 23, 26, 59, 28, 61, 29], [33, 31, 57, 32, 35, 40, 34, 37, 53, 62, 36, 43, 39], [45, 41, 44, 42, 46, 51, 55, 47, 50, 49, 56, 52, 54, 58, 60, 63, 68, 67, 64, 65, 71, 66, 72, 74, 69, 70, 73, 76, 75, 78, 79, 88, 81, 80, 85, 83, 82, 84, 86, 87]]
124: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 14, 26], [10, 13, 15, 21], [16, 20, 17, 11, 51], [29, 18, 25, 19, 30, 23], [27, 28, 37, 36, 60], [31, 35, 32, 39, 44, 33, 47], [42, 34, 40, 41, 45, 43], [46, 53, 49, 52, 56, 54, 50], [63, 55, 59, 57, 48, 58, 61], [62, 68, 67, 64, 65, 69, 66, 71, 78, 70, 72, 74, 75, 73, 76, 79, 81, 80, 82, 83, 86, 85, 84, 87, 88]]
125: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 11, 15, 31, 13], [17, 10, 14, 19, 18, 33], [63, 16, 23, 27, 21, 62, 28], [20, 25, 60, 43, 44, 30, 42], [29, 36, 35], [32, 54, 37, 34, 40, 39, 51, 41, 46, 47, 48, 52, 45, 49, 50, 53, 55, 56, 58, 61, 57, 59, 68, 66], [64, 65, 74, 71, 72, 78, 69, 67, 70, 73, 75, 76, 79, 84, 81, 82, 83, 80, 85, 87, 86, 88]]
126: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 26, 10, 15], [11, 46, 13, 16, 20], [19, 18, 35], [63, 29, 17, 14, 28, 25, 21, 27, 52, 55], [39, 34, 23, 30, 31], [45, 44, 36, 33, 32, 59], [42, 41, 40, 37, 43], [47, 56, 54, 48, 58], [50, 51, 49, 60, 61, 53, 57, 62, 68, 66, 64, 73, 65, 71, 67, 70], [69, 76, 74, 72, 75, 78, 79, 81, 80, 82, 85, 83, 87, 84, 86, 88]]
127: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6, 9, 8, 30, 10, 15, 11, 14, 25, 26, 20, 17], [19, 13, 27, 16, 18, 21, 23, 29, 31, 28, 59, 34, 33, 36, 39, 32, 35, 52, 37, 40, 42, 41, 44, 46, 45, 43, 50, 47, 48, 61, 54, 49, 51, 55, 53, 56, 60, 62, 57, 58, 63, 68, 66, 64, 65, 69, 71, 67, 70, 73, 72, 76, 78, 74, 75, 79, 81, 82, 80, 83, 86, 85, 84, 87, 88]]
128: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 10, 14, 8, 11], [15, 19, 17, 21, 16], [25, 18, 23, 52, 29], [30, 20, 31, 26], [60, 28, 27, 45, 32], [56, 43, 39, 35, 13, 37], [33, 34, 36, 42, 40], [44, 47, 46, 50, 41, 48], [49, 55, 51, 53], [57, 54, 58, 59, 61, 63, 62, 68, 66], [64, 65, 71, 67, 69], [70], [72, 73, 76, 75, 79, 74, 78, 82, 81, 80, 87, 84, 83, 85, 86, 88]]
129: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38, 6], [9, 8, 26, 11, 14], [27, 16, 21, 10], [13, 18, 17, 19, 61, 20, 23, 30], [25, 28, 44, 31, 34], [29, 55, 36, 33, 39, 53, 41, 43, 50, 15, 32], [37, 46, 42, 47], [35, 63, 48, 40], [45, 56, 51, 49, 52, 58, 54, 57, 59, 60, 62, 68, 65], [64, 67, 66, 79, 70, 73], [69, 76, 71, 72, 75, 74, 82, 80], [83, 81, 87, 78], [84, 86, 85, 88]]
130: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 10, 11, 8, 14], [15, 18, 13, 19, 23], [17], [21, 26, 16, 28, 29], [30, 20, 31, 25, 62, 40], [61, 35, 56], [32, 45, 27, 39, 50], [41, 36, 33, 34, 42, 43, 44, 47, 46], [48, 53, 37, 55, 54, 49], [51, 58, 60, 52, 57, 63], [59, 68, 67, 64, 65], [69, 71, 66, 70, 72], [78, 73, 74, 75, 76, 79, 82], [84, 80, 85, 87, 81], [83, 86, 88]]
131: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 11, 10], [43, 45, 14, 21, 20], [13, 39, 25, 15, 17, 16], [18, 28, 62, 29, 55, 19], [27, 49, 23, 57, 30, 36], [53, 33, 31, 35, 37], [34, 47, 40, 60, 32, 61, 50, 46], [54, 41], [42, 48, 63, 52, 44], [56, 51, 58, 59, 68, 67, 64, 65], [66, 71, 69, 70, 76], [72, 79, 73, 74, 75], [78, 86, 84, 80, 85], [82, 81], [83, 87, 88]]
132: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 26, 14, 44], [15, 28, 11, 10, 23], [16, 50, 20, 27, 13, 17, 49], [25, 19, 60, 29, 62], [32, 35, 42, 48, 45, 33, 37, 18], [21, 30, 31, 34, 47, 36], [46, 43, 39, 40, 41], [52, 61, 58, 51, 53, 54, 59], [55, 63, 56], [57, 66, 64, 65, 67, 79, 70, 68, 69, 72, 78, 71, 75, 76, 73, 82, 83, 80, 74, 81, 87, 85, 84, 86, 88]]
133: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6, 9, 8, 30, 10, 14, 15, 13, 19, 11, 17, 25, 18, 23, 16, 26, 21, 29, 34, 20, 31, 28, 27, 54, 36, 37, 62, 35, 32, 40, 33, 41, 47, 48, 39, 42, 43, 44, 45, 60, 56, 46, 53, 51, 49, 63, 50, 52, 57, 59, 58, 55, 61, 68, 67, 64, 65, 71, 66, 69, 78, 70, 76, 72, 74, 79, 73, 75, 82, 83, 80, 87], [85, 81, 84, 86, 88]]
134: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 11], [10, 15, 13], [25, 28, 27], [14, 21, 16, 20, 26], [17, 18, 29, 19, 62, 23, 30, 57], [60, 41, 40, 53, 36, 32], [35, 47, 34, 37, 42, 31, 33], [39, 61, 43], [44, 55, 48, 45, 50], [52, 46, 54, 51, 56, 49], [58, 63, 59, 68, 66], [64, 65, 69, 67, 78, 74], [70, 71, 73, 72, 75, 76, 79, 84, 81, 82, 85, 87, 80, 83, 86, 88]]
135: [[24, 2, 77, 1, 12, 22, 7], [5, 3, 4, 38, 6], [9, 8, 30, 10, 14, 15], [11, 29, 16, 21, 13, 26], [19, 54, 18, 17], [20, 31, 25, 28, 27, 59, 53, 42, 50, 33, 52, 36, 62, 32, 34, 44, 43, 40, 23, 35, 39, 45, 41, 37, 46, 55, 47, 48, 56, 49, 51, 57, 60, 58, 61, 63, 66, 67, 64, 65, 70, 71, 69, 78, 68, 74, 75, 72, 73, 76, 79, 80, 82, 85, 83, 84, 81, 86, 87, 88]]
136: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38, 6, 9, 8, 27, 10, 14, 11, 31, 15, 16, 13, 19, 23, 25, 28, 17, 18, 21, 20, 26, 29, 30, 47, 32, 34, 33, 40, 41, 36, 55, 37, 35, 44, 43, 46, 39, 42, 45, 50, 49, 51, 52, 53, 57, 48, 61, 54, 58, 56, 62, 59, 63, 60, 68, 67, 64, 65, 69, 71, 79, 70, 72, 66, 74, 78, 73, 75, 76, 84, 81, 80], [87, 83, 82, 86, 85, 88]]
137: [[24, 2, 77, 1, 12, 22, 7], [5, 3, 4, 38, 6], [9, 8, 30, 10, 14, 11], [31, 13, 15, 20, 17, 21], [49, 16, 18, 27, 19, 25], [58, 26, 59, 28, 29], [57, 42, 23, 35, 36, 62], [52, 33, 37, 32, 34], [39, 40, 45, 44, 47, 48], [46, 41, 43, 50, 51, 61], [53, 54], [56, 55, 60, 63, 68, 66], [64, 65, 74, 71, 67], [70, 69, 73], [72, 78, 79], [75, 76, 82, 84, 80, 85, 86], [81, 83, 87, 88]]
138: [[24, 2, 77, 1, 12, 22, 7], [4, 3], [5, 38, 6, 9, 8, 26, 11, 10, 15, 13], [17, 31, 20, 19, 18, 63, 14, 16, 25, 23, 27, 28, 29, 30, 45, 34, 50, 21, 35, 33, 39, 36, 37, 32, 42, 41, 43, 57, 46, 40, 44, 60, 58, 47, 49, 55, 48, 53, 54, 51, 52, 56, 59, 62, 61, 68, 66], [65, 64, 67, 70, 71, 69, 72, 76, 78, 75, 74, 73, 79, 80, 81, 82, 86, 83, 85, 84, 87, 88]]
139: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38], [6, 9, 8, 26, 11], [14, 15, 29, 10], [19, 13, 17, 16], [31, 54, 21, 23, 18, 20, 27, 25, 32, 59, 58, 28, 34], [30, 48, 36, 35, 47, 44], [33, 41, 40, 45, 43, 37, 42, 39], [46, 49, 52, 51, 50, 53, 56, 62, 60, 55, 57], [63, 61, 68, 66, 65, 64, 69, 71, 67, 70, 72, 73, 74, 76, 75, 79, 78, 82, 81, 80, 86, 88, 85, 84, 83, 87]]
140: [[24, 2, 77, 1, 12, 22], [7, 5, 3], [4, 38, 6, 9], [8, 30, 11, 10], [13, 14, 19, 15, 20, 21, 51, 17, 18, 16, 25, 23, 33, 26, 29, 28, 60, 34, 31, 42], [43, 32, 37], [40, 27, 56, 61, 36, 35, 39, 41, 45, 44, 47, 50, 46, 52, 63, 49], [55, 54, 48, 53, 58, 59, 57, 62, 68, 67, 64, 65, 71, 66, 70, 78, 69, 72, 75, 74, 73, 76, 79, 82, 81, 80, 85, 87, 84, 86, 83, 88]]
141: [[24, 2, 77, 1, 12, 22, 7], [4, 3, 5, 38, 6], [9, 8, 26, 11, 10, 14], [15, 17, 13, 28, 19, 16], [49, 20, 18, 29, 27, 23], [58, 60, 30, 51, 25, 21, 56], [59, 35, 61, 31, 32], [33, 34, 40, 36, 42, 37, 45, 39, 46, 41, 43, 50, 55, 44, 47, 52, 57, 53, 48, 63, 54, 62, 68, 66, 64, 65, 75, 67, 71, 70, 69, 73, 72, 76], [79, 74, 78, 88, 81, 80, 85, 82, 83, 86, 87, 84]]
142: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 30, 10, 14], [15, 21, 31, 13, 18, 16, 53, 11, 17, 20, 27], [23, 25, 19, 60, 29, 26, 56], [62, 34, 28, 40, 32], [39, 37, 41, 33, 45, 35, 36, 47], [44, 43, 46, 49, 55, 52], [42, 51, 48, 50, 54], [57, 58, 59, 61, 63, 68, 67], [64, 65, 66], [71, 69, 70, 78, 72, 74, 73, 75, 76, 79, 82, 81, 80, 87, 83, 85, 84, 86, 88]]
143: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8], [25, 27], [15, 11, 14, 31, 13, 10], [16, 19, 51, 58, 17, 20], [18, 21, 60, 23, 26], [29, 30, 37], [33, 43], [40, 61, 32, 55, 36], [28, 35, 34, 46], [39, 44, 47, 45, 41], [42, 48, 49, 50], [52, 53, 59, 56, 62], [57, 54, 63, 68, 67, 64], [65, 66, 72, 71, 70, 69, 75], [74, 76, 73, 78, 79, 82, 84], [80, 87, 81], [85, 86, 83, 88]]
144: [[24, 2, 77, 1, 7, 5, 3, 4, 38, 12, 22], [6, 9, 8], [26, 11, 14, 30, 15, 16], [29, 17, 18, 13], [20, 28, 19, 25, 21, 27, 57, 23, 36, 59, 50, 49, 58, 31, 45, 41, 39, 35, 33, 42, 10], [44, 32, 43, 40, 48, 61, 34, 37, 46, 47, 54, 52, 55, 53, 51, 56, 63, 60, 62, 68, 67], [64, 66, 70, 69, 65, 71, 73, 74, 72, 79, 75, 76, 78, 84, 81, 80, 87, 83, 85, 82, 86, 88]]
145: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 14, 11], [15, 10, 25], [13, 17, 23], [18, 49, 57, 16, 21, 19, 20, 28, 60, 27, 58], [29, 30, 50], [47, 39, 36], [37, 33, 41, 42, 31, 32, 34, 35, 44, 45], [46, 53, 40, 48, 55, 43, 51, 52, 56, 54, 62, 59, 61, 63, 68, 66, 64, 65, 69, 71, 67, 70, 76, 79, 72, 74, 75, 73, 78, 81, 82, 80, 87, 83, 84, 85, 86, 88]]
146: [[24, 2, 77, 1], [12, 22, 7, 5, 3], [4, 38, 6, 9], [8, 26, 10, 11, 31], [13, 23, 14, 19, 16, 15], [20, 51, 25, 29, 17, 18, 21], [28, 30, 27, 61, 32, 35, 43], [36, 34, 33], [39, 37, 40, 47, 41, 60, 42, 45, 44, 50, 53, 63, 46, 52, 48, 49, 54, 56, 57, 59, 58, 62, 55, 68, 66, 64, 65, 73, 67, 71, 78, 69, 70, 72, 76, 75, 74, 79, 84, 82, 80, 83, 86, 85, 81, 87, 88]]
147: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 14], [15, 11, 10, 29, 18], [20, 19, 25, 37, 16, 17], [21, 28, 23, 58], [30, 31, 55], [48, 43, 34], [56, 61, 33, 36, 13, 39], [41, 47, 32], [40, 42, 35, 44, 52], [49, 60, 51, 45, 46], [50, 53, 54, 59, 57, 62, 63], [66, 68, 64, 67], [65, 69], [70, 72, 78, 76, 75, 79], [73, 81, 74, 71, 83, 80, 27], [82, 84, 87, 85, 86, 88]]
148: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4], [38, 6, 9, 8, 30, 10, 15, 11, 23, 21, 17, 27, 14, 16, 57, 13, 20, 19, 25, 26, 18, 29, 31, 33, 56, 39], [35, 60, 34, 32, 40, 42, 53, 28, 45, 41, 44, 47, 46, 48, 36, 49, 62, 55, 50, 43, 63, 51, 52, 58, 54, 59, 61, 37, 68, 65, 66, 64, 69, 71, 70, 67, 75, 74, 78, 72], [73, 76, 79, 80, 81, 88], [83, 85, 87, 84, 86, 82]]
149: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 25], [26, 15], [11, 10, 29, 13, 30, 19], [16, 51, 63, 17], [14, 27, 20, 28], [31, 23, 18, 57, 37], [21, 33, 34, 35, 32, 55], [36, 60, 39, 40], [42, 43, 45, 46, 47, 49], [41, 48, 44, 53], [54, 50, 62, 56, 52], [61, 59, 58, 68, 67, 64], [65, 66, 71, 70, 78, 69], [74, 73, 76, 72, 75], [79, 84, 82, 80, 87, 81, 85], [86, 83, 88]]
150: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 10, 14, 8, 47], [13, 30, 21, 20, 15, 17, 18, 23, 19], [16, 25, 63, 27], [28, 29, 26, 42, 11, 36], [60, 35, 44, 37, 45, 31, 32], [43, 33, 40, 34, 46, 39, 53, 52, 49, 41, 51], [48, 54], [55, 56, 50, 58, 57, 61, 59, 62, 66, 64], [67, 65, 71, 70, 69, 78], [72, 74, 68, 73, 76, 79], [87, 81, 80, 82], [75, 85, 83, 84, 86, 88]]
151: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 10, 8, 17, 11, 13], [26, 30, 20, 27, 16], [19, 18, 60, 14, 25, 28], [21, 23, 29, 15, 62, 31], [34, 41, 35, 33, 32], [36, 42, 46, 40, 44, 47, 37, 39, 45], [48, 52, 55, 49, 51], [43, 56, 53, 50, 57], [54, 59, 58, 61, 63, 68, 66], [64, 65, 70], [71, 67], [73, 74, 72, 69, 76, 78, 79, 75, 84, 82], [80, 87, 83, 85, 81, 86, 88]]
152: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 14, 11], [10, 15, 21, 13, 28, 20, 19], [51, 48, 17, 16, 25], [18, 23, 50, 29, 61, 27, 40, 33, 62, 36, 26, 30, 31, 55, 49, 54, 39], [32, 47, 44, 46, 42, 34, 43, 35, 45, 37, 57, 41], [52, 53, 56, 60, 59, 58, 63, 68, 67, 64, 65, 66, 71, 70, 74, 72], [76, 73, 69, 75], [79, 78, 84, 81, 80, 87, 83, 82, 85, 86, 88]]
