0: [[41, 15], [1, 68], [22, 23, 7], [3, 4, 2], [5, 6], [8, 11, 25], [14, 24, 13], [9, 10], [16, 28], [27, 29, 18], [19, 50], [20, 12], [17, 21, 26], [59, 30], [57, 53], [34, 39, 31], [32, 35], [60, 40], [49, 44], [37, 33], [43, 36], [42, 38, 47], [62, 58], [51, 45, 46], [48, 55, 61], [52, 54, 56], [63, 64, 72], [70, 65, 67], [66, 77], [69, 71], [76, 73], [74, 78, 75], [79, 82], [87, 81], [80, 85, 84], [83, 86, 88]]
102: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
103: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
104: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
105: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
106: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
107: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
108: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
109: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
110: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
111: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
112: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
113: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
114: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
115: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
116: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
117: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
118: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
119: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
120: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
121: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
122: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
123: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
124: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
125: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
126: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
127: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
128: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
129: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
130: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
131: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
132: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
133: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
134: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
135: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
136: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
137: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
138: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
139: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
140: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
141: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
142: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
143: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
144: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
145: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
146: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
147: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
148: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
149: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
150: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
151: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
152: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
