0: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [26], [11, 25, 13, 23], [36, 16, 17, 18], [21, 50, 19, 20], [27, 53, 28], [49, 61, 42, 29], [30, 34, 55, 31], [33, 37], [44, 35, 46, 39, 8], [32, 58, 40], [54, 56, 45, 47], [48, 60], [51, 52, 57, 63], [59, 62, 68, 43], [66, 64, 65, 75], [70, 71, 69], [73, 72, 76, 67], [74, 77, 78], [79, 82, 81, 80], [85, 83, 87, 84], [86, 88]]
102: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41, 8], [11, 25, 13], [23, 18, 16], [17, 20, 26], [21, 28, 27], [31, 63], [29, 19, 57, 62, 33, 42, 30, 36, 49, 60, 37, 32, 34, 46, 39, 35, 40, 43, 44, 45, 52, 48, 47, 50, 51, 53, 56, 55, 54, 58, 61, 59, 65, 66, 64, 70, 67, 69, 77, 71, 74], [73, 68, 72, 75, 78, 76, 79, 86, 81, 80, 84, 85, 83, 82, 87, 88]]
103: [[38, 5, 7, 3], [1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 27, 16], [17, 25, 21, 29, 20], [19, 52, 30, 13], [18, 23, 62], [53, 34, 31, 26, 28, 35], [36, 32], [37, 33, 40], [39, 48], [55, 45, 42], [47, 44, 43, 46, 49, 51, 56, 58, 54, 50, 59, 57, 63, 60, 61], [68, 65, 66, 67, 64, 69, 71, 77, 70, 78, 73, 75], [72, 76, 79], [74, 82, 81, 80], [86, 83, 84, 87, 85, 88]]
104: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 13], [16, 21, 25], [17, 19, 30], [20, 18, 28, 23], [59, 57, 29], [36, 58, 31, 34], [26, 60, 32], [42, 27, 33], [35, 44, 48], [37, 39, 46, 40], [53, 54, 43], [51, 52, 45], [63, 50, 55], [56, 47, 61], [49, 62], [66, 64, 68, 70, 65, 69, 71, 74, 78, 73], [67, 79, 72], [75, 77], [76, 82, 81, 80, 87, 83, 84, 86, 85], [88]]
105: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 25, 21, 13, 20], [16, 19, 17, 18, 60, 23, 26, 27, 28, 31, 30, 29, 35, 45, 59, 32], [36, 37, 39], [50, 43], [46, 58, 33, 34, 42, 40, 44, 47, 52], [49, 55], [48, 53], [54, 56, 51, 57], [61, 62, 63, 69, 66, 65, 68, 64, 67, 70, 74, 78, 72, 73, 71, 75, 76, 77, 79, 82, 81, 80, 83, 86, 84, 87, 85, 88]]
106: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 25, 21, 13, 20], [16, 19, 17, 18, 60, 23, 26, 27, 28, 31, 30, 29, 35, 45, 59, 32], [36, 37, 39], [50, 43], [46, 58, 33, 34, 42, 40, 44, 47, 52], [49, 55], [48, 53], [54, 56, 51, 57], [61, 62, 63, 69, 66, 65, 68, 64, 67, 70, 74, 78, 72, 73, 71, 75, 76, 77, 79, 82, 81, 80, 83, 86, 84, 87, 85, 88]]
107: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 19], [21, 13, 18], [16, 17, 25], [20, 51, 30], [56, 49, 23], [61, 26, 52], [55, 27], [28, 29, 33], [31, 35, 44], [36, 47, 37], [32, 39, 42], [59, 34, 58], [40, 48, 54], [43, 45, 46], [50, 53, 62], [60, 57, 63], [69, 64, 68], [65, 66, 71], [70, 72, 67, 77], [73, 75, 74, 76, 79, 78], [82, 85, 80, 84, 83, 81, 86, 87, 88]]
108: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [16, 11, 25], [13, 8, 17], [20, 19, 18], [23, 56, 28], [57, 27, 21], [58, 50], [31, 51, 26], [61, 42, 44, 32, 63, 33, 29], [46, 30, 39], [35, 43, 47, 34, 55, 37], [36, 40, 45, 48, 49, 53, 54, 52, 59, 62, 60], [68, 65, 66, 64, 67, 69, 70, 79, 73, 71, 74, 75, 76, 72, 77, 78, 82], [81, 80, 85, 83, 87], [84, 86, 88]]
109: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15, 41, 8], [27, 11, 13, 18, 16, 17, 19, 21, 23, 56, 25, 29, 26, 60, 53, 52, 57, 31, 28, 33, 20, 30, 35, 42, 34, 36, 39, 40, 46, 32, 44, 45, 37, 43, 49, 48, 55, 50, 47, 62, 51, 61], [54, 58, 59, 63, 66, 65, 64, 68, 67, 71, 69, 75, 70, 77, 74, 72, 79, 73, 76, 78, 82, 81, 80, 83, 86, 87, 84, 85, 88]]
110: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15], [41, 8, 11, 19, 20], [27, 17, 13, 23], [16, 18, 21, 28], [29, 53, 37], [52, 30], [31, 25, 58], [55, 46, 33, 32, 26, 34, 36, 35, 39, 43, 44, 40, 42], [47, 45, 48, 51, 54, 50, 49, 56, 60, 62, 57, 61, 59, 63, 68, 64, 80, 66, 71, 65, 69, 67, 75, 78, 70, 72], [73, 79, 77, 74, 76, 81, 84, 87, 83, 85, 82, 86, 88]]
111: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 19], [21, 16, 23], [13, 17, 26, 18], [52, 28, 20], [57, 25, 54, 29], [27, 35, 31, 30], [46, 36, 34], [32, 33, 39], [43, 37, 40], [48, 42, 45], [44, 47, 61, 51, 49], [50, 53, 62], [55, 58, 56], [59, 60, 63], [69, 64, 65, 66, 78], [67, 68, 71, 79], [74, 73, 72, 75], [70, 77, 76, 86], [81, 80, 84, 82], [87, 85, 83, 88]]
112: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8], [27, 19, 13, 11], [52, 16, 25, 18], [17, 61, 20, 28], [30, 53, 26], [21, 29, 23, 31], [47, 34, 37, 32], [39, 45], [33, 40, 46, 43, 36], [44, 62, 42], [49, 57, 50, 59], [48, 60], [51, 54, 56, 63], [55, 58, 65, 35], [66, 64, 67, 73, 70], [68, 78, 77], [74, 69, 71, 72], [79, 75, 76, 82], [81, 80, 85, 83, 87, 84, 86, 88]]
113: [[38, 5, 7], [3, 1, 4, 24], [2, 6, 9, 14, 15, 41, 8, 11], [25, 53, 20, 16, 21, 17], [18, 28, 27, 19, 26, 29, 51, 60, 30, 62, 44, 23, 12, 13, 22], [31, 33, 35, 32, 34, 39, 40, 42, 45, 52, 46, 36, 37, 50, 49, 43, 54, 47, 48, 55, 58, 56, 61, 57, 59, 63, 70, 64, 65, 68, 79, 66, 67, 69, 71, 74, 73, 72, 75, 76, 77, 78, 82, 85, 80, 84, 81, 86, 83, 87, 88, 10]]
114: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15, 41, 8], [27, 17, 21], [13, 11, 16], [18, 26, 19], [60, 23, 30], [29, 25, 44], [31, 43, 28], [57, 20, 49, 51], [32, 42, 36], [37, 33, 34], [35, 39, 46, 45, 58, 56, 54, 40, 59, 53], [47, 48, 50, 52], [55, 61, 62, 63], [68, 66, 65], [64, 69, 73], [71, 70, 74], [79, 67, 72, 78, 75, 77, 76, 82, 85, 80, 83, 81, 86, 84, 87, 88]]
115: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 25], [28, 13, 27], [20, 19, 16], [18, 50, 17], [31, 21, 23, 30], [32, 51, 26], [29, 63, 34], [36, 33, 35], [42, 43, 46, 40], [45, 39, 47, 49], [44, 55, 52], [56, 37, 48], [53, 54, 59], [60, 58, 57], [61, 62, 72], [65, 64, 67, 69, 68, 70], [73, 79, 66, 75], [71, 78, 76, 74, 77, 82, 85], [80, 81, 83, 84, 86, 87, 88]]
116: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41, 16, 11, 8, 13, 17, 25, 21, 31, 18, 20, 19, 23, 27, 26, 59, 28, 52, 29, 30, 35, 33], [39, 34, 58, 44, 32, 43, 37, 46, 40, 36, 42, 45, 50, 47, 48, 49, 61, 51, 53, 60, 54, 56, 55, 57, 63, 62, 68, 66, 64, 65, 67, 71, 70, 69, 75, 73, 76, 74, 72, 78, 77, 79, 82, 81, 80], [85, 86, 84], [83, 87, 88]]
117: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22, 6], [9, 10, 14], [15, 41, 8], [27, 11, 17, 13], [18, 16, 30, 23, 19, 49, 26], [55, 20, 21, 56], [31, 47, 28, 29], [25, 33, 35], [32, 62, 34], [36, 37, 40], [42, 39, 44], [43, 45, 58, 50, 46, 51, 53, 52, 48, 54, 61], [57, 59, 60, 63, 68, 65, 64, 66, 67, 71, 69, 77, 72], [78, 70, 73, 74, 76, 75, 79, 82, 83, 80, 85, 81, 86], [84, 87, 88]]
118: [[38, 5, 7], [3, 1, 4, 24, 2], [12, 22, 6], [9, 10, 14], [15, 41, 8], [11, 29, 13], [16, 17, 21], [19, 18, 30, 20], [23, 26, 28], [25, 60, 61], [56, 59, 27], [45, 58, 32], [36, 31, 35, 47], [34, 42], [39, 62, 40, 43, 46], [57], [37, 52, 33], [53, 51, 44, 48], [54, 63, 49], [50, 55, 68], [69, 64, 66], [71, 70, 65], [79, 78, 67, 74], [72, 73, 75, 77], [76, 82, 85], [80, 81, 83, 84], [86, 87, 88]]
119: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15, 41, 8, 11], [21, 25, 16], [13, 52, 17], [20, 27, 58], [19, 26, 30, 56, 18, 54], [23, 39, 28, 45, 50, 29, 31, 55, 37, 35], [36, 33, 32], [42, 40, 62, 43], [46, 44, 34], [47, 48, 61], [49, 51, 53], [57, 60, 63], [59, 65, 69, 64, 67, 66, 70, 71], [72, 68, 75, 78, 76, 74, 79, 73, 77, 82, 81, 80, 87, 83, 84, 86, 85, 88]]
120: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41, 8, 11], [25, 13, 18], [27, 17, 16], [28, 19, 20], [30, 55, 21], [23, 26, 50], [31, 54, 29], [57, 46, 33], [32, 51, 34], [42, 36, 45], [39, 43, 44, 35], [63, 47, 48], [37, 40, 52, 53, 56, 58, 49, 59, 60, 62, 61, 68, 65], [64, 66, 74, 67, 69, 77, 73, 71, 72, 76, 70, 78, 79, 75, 86, 85, 80, 81, 87, 82, 84, 83, 88]]
121: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41, 8, 27, 13], [11, 16, 18, 21, 17, 19, 25, 20, 23, 50, 28, 26, 29, 31, 30, 36, 42, 35, 33, 49, 32, 37, 39, 40, 34, 43, 45, 46, 59, 48, 44, 56, 54, 47, 58, 51, 52, 63, 53, 62], [55, 60, 61, 57, 69, 64, 66, 67, 68, 65, 75, 74, 70, 79, 78, 77, 76, 73, 71, 72, 82, 85], [80, 84, 83, 81, 86, 87, 88]]
122: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41, 16], [11, 29, 8, 20], [25, 17, 13, 19, 18, 21], [23, 31, 27], [26, 28], [50, 55, 30, 34], [60, 42, 37], [33, 35, 32], [36, 56, 40], [39, 45, 43, 44], [48, 63, 49], [52, 59, 54], [46, 51, 47], [57, 53, 58], [62, 61, 67], [65, 64, 66], [69, 71, 68, 76, 78, 75, 74, 70, 73, 72, 79, 77], [82, 81, 80, 83, 86, 85, 87, 84, 88]]
123: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 13], [25, 17, 20], [16, 27, 29, 18], [21, 23, 56], [53, 26, 28, 44], [55, 19, 36, 62, 30, 31], [32, 35, 33, 42, 39], [43, 37, 34], [40, 46, 48, 47], [49, 45, 50, 52], [61, 51, 58, 59], [63, 60, 54, 57, 66, 67, 64], [68, 73, 65, 71, 75, 69, 76, 70, 79, 72, 74], [77, 78, 84, 81, 80, 83, 82, 86, 87, 85, 88]]
124: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [16, 11, 19], [17, 8, 13, 18], [20, 21, 23], [49, 27, 26], [25, 29, 62], [28, 31, 59], [30, 52, 46], [33, 32, 34], [39, 35, 42], [36, 37], [43, 44, 47], [40, 63, 48, 57, 45, 50, 54], [53, 51, 58], [55, 60, 56, 61, 68, 69], [64, 66, 65, 74, 71, 76, 67, 77, 72, 79, 70, 75, 73, 78, 82, 85, 80, 83, 81, 86, 84, 87, 88]]
125: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15, 41, 8], [11, 25, 29, 13], [36, 18, 17, 16], [21, 48], [19, 28, 20, 56, 30, 53, 61, 42, 23, 26, 34, 27, 55, 31, 37, 32, 35, 45, 33, 40, 46, 47, 44, 63, 52, 49, 39, 50, 54, 51, 58, 57, 60, 59, 62, 64, 43, 66, 65, 68, 67, 70, 69, 71, 75, 72, 73, 74, 78, 79, 76, 77, 82, 81, 80, 85, 83, 84, 86, 87, 88]]
126: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15, 41], [8, 11, 21, 45, 13], [17, 18, 19], [16, 20, 48, 25], [26, 27], [60, 31, 23], [28, 29, 37], [30, 40, 34], [36, 33, 49], [44, 43, 46], [39, 32, 59], [47, 35, 55], [42, 56], [63, 52, 53], [58, 54, 66], [51, 57], [62, 61, 50, 70, 68, 67, 64, 65, 76, 78, 75, 69, 71, 73, 72, 74, 79, 77, 82, 81, 80, 85, 84, 87, 83, 86, 88]]
127: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15, 41, 8, 11], [25, 13, 26], [17, 21, 18, 23, 16, 19, 20, 27, 61, 29, 44, 59, 35, 28, 30, 31, 39, 32, 36, 34, 37, 40, 46, 33, 47, 43, 42, 49, 51, 45], [60, 52, 58, 55, 54, 50, 53, 62, 48, 63, 56, 57, 68, 67, 64, 69, 66, 65, 72, 79, 70, 77, 73, 71, 75, 74, 76, 78, 82, 85, 80], [81, 83, 84, 86, 87, 88]]
128: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15, 41, 8], [11, 17, 55], [13, 19, 16], [18, 23, 20], [27, 26, 58, 61, 25, 60, 30, 31, 28, 29, 35], [21, 32, 37], [34, 36, 39, 43, 40, 46, 44, 42, 33, 47, 45], [59, 48, 51, 50, 49, 52, 53, 56, 54, 57, 63], [62, 66, 67, 64, 69, 65, 68, 71, 72, 70, 78, 75], [73, 79, 76, 77, 74, 82, 83, 80, 84, 81, 85, 86, 87, 88]]
129: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22, 6], [9, 10, 14], [15, 41, 18], [11, 19], [25, 8, 53, 13], [17, 16, 21, 48], [20, 29, 27, 23, 28], [57, 61, 31], [26, 30, 46, 49], [40, 33, 37], [34, 43, 44], [32, 35, 36, 39, 42, 47, 45, 50, 51, 55], [62, 59, 54, 52, 56, 63, 58, 79], [78, 64, 65, 60, 73], [74, 71, 76, 75, 68], [69, 67, 70, 66], [72, 77, 82, 85, 80, 81], [84, 87, 83, 86, 88]]
130: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15, 41, 8], [11, 25, 17], [13, 16, 21, 19, 18, 20], [26, 27, 56, 30, 49, 28, 23, 29, 31, 60, 32, 37, 36, 33, 45, 35, 34, 42, 39, 43, 44, 40, 46, 47, 52, 48, 59], [51, 53, 50, 54, 57, 55, 58, 61, 62, 63], [65, 64, 81, 66, 70, 71, 68, 67, 79, 69, 74, 72, 75], [78, 77, 73, 82, 76, 80, 86, 83, 84, 85, 87, 88]]
131: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15, 41, 16, 11], [8, 27, 19], [21, 17, 18, 50], [20, 53, 13], [23, 25, 30], [58, 28, 42], [29, 36, 48, 40], [35, 45, 26], [31, 37, 57, 32, 33], [34, 39, 46], [43, 47, 44, 49, 54, 52, 55, 63, 51, 56, 62, 61, 59, 60, 68, 65, 69, 64, 70, 71, 66, 76, 74, 67, 73, 75, 72, 79, 77, 78, 82, 83, 80, 85, 81, 86, 84, 87, 88]]
132: [[38, 5], [7, 3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15, 41], [8, 11, 27, 13], [25, 18, 16, 17], [26, 21, 31, 20], [28, 23, 29], [58, 19, 61, 42], [30, 60, 36], [32, 34, 40, 55], [44, 35, 37, 39], [45, 33], [49, 53, 50, 43, 46, 47, 48, 54, 51, 52, 56, 57, 62, 59, 63, 66, 65, 64, 67, 75, 69, 70, 68, 73, 72, 76, 71, 74, 77, 78, 79, 82, 81, 80, 84, 83, 86, 85, 87, 88]]
133: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9], [10, 15, 13], [41, 8, 27], [11, 17, 14, 23], [25, 29, 16], [19, 52, 28, 18, 31, 62, 26, 21, 57, 32, 30, 33], [20, 35, 48, 61, 43, 36], [37], [39, 42, 40, 34, 44, 47], [45, 46, 51, 58, 53, 50, 49, 59, 54, 56, 55, 60, 63, 66, 69, 64, 67, 68, 65, 77, 75, 76, 71, 72, 70, 73, 74, 78, 79, 82, 81, 80, 83, 86, 84, 85, 87, 88]]
134: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15, 41, 16, 11, 13, 8, 55, 19, 27, 17, 29, 20, 57, 28, 18, 59, 21, 25, 26, 61, 31, 23, 30, 58, 48, 32, 33, 47, 53, 34, 36, 35, 37, 42, 45, 43, 44, 39, 40, 46, 50, 51, 49, 52, 54, 60, 56, 62, 63, 68, 65, 64, 67, 71, 66, 70, 72, 78, 69, 77, 74, 73, 79, 75, 76, 82, 85, 80, 84, 83, 81, 86, 87, 88]]
135: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14, 15, 41, 8, 11, 25, 56, 17, 21, 20, 27, 13, 18, 16, 19, 50, 62, 23, 60, 37, 26, 29, 28, 45, 59, 34, 44, 32, 57, 48, 43, 30, 31], [33, 39, 35, 36, 40, 61, 42, 46, 47, 49, 58, 52, 51, 53, 54, 55, 63, 68, 67, 64, 65, 66, 71, 76, 72, 79, 73, 74, 69, 78], [70, 77, 75, 82, 85, 80, 84, 81, 83, 86, 87, 88]]
136: [[38, 5, 7], [3, 1, 4], [24], [2, 12], [22, 6, 9, 10], [14, 15, 41, 26], [11, 25, 13], [21, 32, 28, 8], [18, 20, 54, 19], [16, 27, 53, 29], [49, 61, 42], [17, 23, 39, 33], [31, 30, 37, 44], [35, 46, 34], [36, 40, 43], [50, 55, 60, 45], [47, 48], [56, 51, 52, 57], [59, 63, 58, 62], [67, 66, 64, 65], [75, 70, 71], [69, 73, 76, 77], [68, 72, 74], [78, 79, 82, 81], [80, 85, 83, 87], [84, 86, 88]]
137: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22, 6, 9], [10, 14, 15], [41, 8, 27, 16, 17, 25, 13, 18, 21, 26, 23, 28, 29, 62, 19, 31, 20, 39, 11, 30, 43, 52, 34, 36, 32, 33, 35, 42, 37, 40, 46, 44, 47, 45, 50, 48, 53, 49, 54, 51, 57, 63, 56, 55, 59, 60, 58, 61, 68, 65, 66, 64, 69, 67, 70, 79, 71, 72, 73, 75, 77, 74, 76, 78, 82, 85, 80, 81, 83, 84, 87, 86, 88]]
138: [[38, 5, 7], [3, 1, 4, 24], [2, 12], [22, 6, 9, 10, 14], [15, 41, 26], [11, 13, 29, 17], [52, 16], [18, 20, 21, 56], [19, 23, 27, 53], [28, 25, 57, 32], [33, 30, 34], [39, 31, 40, 35], [42, 43, 58], [37, 8, 45, 44], [36, 54, 47, 48], [46, 49], [51, 55, 50, 59, 63, 60, 62, 61, 74, 66, 64, 68, 67, 71, 65, 69, 72, 77, 76, 75, 70, 73, 78, 79, 82, 81, 80, 83, 86, 87, 84, 85, 88]]
139: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22, 6], [9, 10, 14], [15, 41, 8], [11, 17, 29], [13, 56, 28], [19, 18, 16, 50], [23, 20, 30], [52, 21, 51], [25, 27, 62, 49, 45, 32], [53, 33, 34, 55, 26, 63, 31, 35, 44, 42], [39, 47, 36, 37], [46, 40, 43, 48], [54, 59, 57, 60], [58, 61, 65], [64, 82, 66], [77, 67, 69], [71, 74, 78, 75], [72, 68, 70], [73, 76, 79], [81, 80, 85], [83, 86, 84], [87, 88]]
140: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14, 15, 41, 16, 11, 19, 8, 21, 25, 20, 18, 13, 28, 17, 26, 27, 57, 31, 29, 34, 53, 59, 30, 36, 35, 32, 39, 23, 40, 37, 42, 45, 33, 46, 43, 47, 44, 49, 48, 51, 52, 58, 54, 50], [56, 55, 62], [60, 63, 61], [68, 64, 70, 65, 66, 67, 75, 77, 74, 72], [73, 78, 69, 76, 79, 71], [82, 85, 80, 84, 83, 81, 86, 87, 88]]
141: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41, 8], [27, 11, 13], [17, 52, 18, 16], [26, 20, 25], [28, 31, 23], [21, 19, 62], [29, 30, 50], [58, 46, 33], [51, 32, 34, 37, 36, 35], [40, 39, 45], [42, 43, 44, 47], [48, 53, 60, 49], [55, 59, 54, 57], [56, 61, 63], [66, 65, 64], [67, 69, 68], [70, 78, 71], [73, 72, 75], [74, 76, 79], [77, 84, 81], [80, 87, 83], [85, 82, 86, 88]]
142: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14, 15, 41, 8, 11, 13, 17, 25, 18, 20, 19, 27, 16, 29], [23, 60, 21, 28, 30, 45], [55, 31, 35, 26, 34, 39, 32, 33, 40, 42, 36, 43, 44, 37], [46, 51, 52, 58, 53, 49, 54, 50, 48, 47, 62, 59, 61, 56, 57, 63, 68, 67, 64, 65, 69, 66, 70, 74, 79, 73, 71, 72, 76, 75, 77, 78, 82, 85, 80, 81, 83, 84, 87, 86, 88]]
143: [[38, 5, 7, 3], [1, 4, 24, 2], [12, 22, 6], [9, 10, 14], [15, 41, 8], [11, 19, 13], [28, 20], [16, 18, 31, 21, 17, 23, 25, 59, 29, 58, 26, 55, 27, 51, 53, 30], [36, 40, 34], [37, 32], [44, 33, 35, 46, 42, 45, 39, 54, 49], [43, 48, 52, 61, 47, 50, 56, 63, 60, 57, 62, 66], [65, 64, 67], [69, 68], [70, 74, 78], [75, 77, 71, 72, 76, 79, 73], [82, 81, 80], [86, 83, 84, 87, 85, 88]]
144: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [15], [41, 13, 11, 25], [18, 30, 20, 17], [26, 19, 16, 62], [28, 29, 27], [53, 23, 21, 61], [46, 31, 33, 43], [32, 34], [54, 37, 8], [35, 36, 55, 45], [39, 42], [44, 47, 40, 48, 50, 49, 59, 51, 52, 58, 56, 60, 57], [63, 72, 66, 64, 67, 65, 71, 68, 69, 79, 70, 77, 73, 75, 74, 76, 78, 84, 81, 80, 87, 83, 85, 82, 86, 88]]
145: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14, 15], [41, 8, 27], [11, 28, 16, 53], [17, 25, 18], [13, 49, 21], [19, 30, 29], [56, 52, 47, 20], [39, 55, 23], [31, 40, 26], [45, 33, 63], [46, 32, 34, 36], [35, 43, 37], [42, 48, 51, 44, 61], [50, 54, 57], [62, 58, 59, 60, 66, 68, 65, 64, 67, 71, 70, 69, 78, 75, 79, 72, 77, 74, 76, 73, 82, 81, 80, 83, 85, 86, 84, 87, 88]]
146: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41, 8, 11, 27, 13, 16, 19, 21, 20, 28, 18, 17, 31, 26, 23, 25, 53, 30, 42, 29, 40, 51, 46, 37, 32, 33, 36, 47, 34, 43, 39], [35, 45, 59, 44, 52, 62, 48, 54, 50, 49], [55, 57, 58, 60], [56, 63, 61], [66, 68, 65], [64, 69, 67], [71, 73, 79, 70], [75, 74, 76], [72, 78, 77], [82, 81, 80, 85, 87, 84, 83, 86, 88]]
147: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41, 8, 11, 25, 13, 16, 48, 58, 20, 19, 27, 57, 21], [18, 26, 31, 23, 17, 61, 28, 29, 30, 34, 33, 36, 63, 35, 37, 47, 40, 32, 42, 46, 43, 56, 44, 52], [45, 39, 49, 50, 51, 53, 54, 55, 59, 60, 62, 65, 64, 67, 68, 66, 71, 69, 76, 73, 70, 75, 77, 78, 72, 74, 79, 82, 81, 80, 85, 83, 87, 84, 86, 88]]
148: [[38, 5, 7], [3, 1, 4], [24, 2, 12], [22, 6, 9], [10, 14, 15, 41, 8, 11], [25, 18, 26, 28, 17, 19, 16, 21, 27, 20, 31], [23, 29, 30, 62, 36, 57], [43, 47, 13, 35], [32, 34, 50, 40, 33, 39, 48], [45, 52, 44, 46, 42, 51, 37, 55, 61, 53, 54, 49, 58, 56, 60, 59, 63, 69, 64, 65, 71, 66, 70, 67, 73, 68, 75, 74, 78, 72, 77, 76, 79, 82, 85, 80, 84, 83, 86, 81, 87, 88]]
149: [[38, 5, 7], [3, 1, 4, 24, 2, 12, 22, 6, 9, 10, 14, 15, 41], [8, 11, 25, 13, 16, 29, 17, 18, 23, 19, 28, 20, 21, 30, 31, 58, 26, 60, 49, 27, 51, 35], [32, 33, 36, 37, 42, 44, 45, 34, 43, 40, 53, 39, 63, 48, 47, 46, 52, 50, 61, 55, 54, 59, 56, 57, 62, 65, 67, 64, 66, 71, 68, 69, 70, 74], [75, 73, 77, 72, 76, 79, 78, 82, 81, 80, 84, 86, 87, 83, 85, 88]]
150: [[38, 5, 7, 3], [1, 4, 24, 2, 12, 22], [6, 9, 10, 14, 15, 41, 8, 11, 21, 57, 13], [16, 17, 18, 19, 20, 48, 25, 23, 27, 52, 29], [61, 28, 26, 30, 62, 34, 55, 31, 33, 37, 44, 39], [40, 45, 32, 43, 51, 36, 46, 56, 47, 49, 54, 50, 53, 59, 58, 63, 60, 64, 42, 35, 65, 68, 67, 66, 69, 70, 78, 75, 72, 71, 74, 73, 76, 77, 79, 82, 85, 80, 81, 83, 87, 86, 84, 88]]
151: [[38, 5, 7], [3, 1, 4], [24, 2, 12], [22, 6, 9, 10, 14, 15], [41, 8, 11, 27, 20, 17, 13, 60, 21, 18, 16, 25, 28, 29, 61, 26, 19, 55, 43, 57, 30, 23, 40, 31, 34, 54, 33, 35, 36, 32, 37, 42, 58, 45, 44, 47, 39, 53, 50, 48, 46, 52, 56, 62, 49, 51, 63, 59, 65, 64, 66, 67, 77, 68], [70, 74, 76, 79, 73, 69, 71, 72, 78, 75, 82, 81, 80, 86, 83, 87, 85, 84, 88]]
152: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10, 14], [47], [8, 11, 19, 17], [29, 13, 34, 28], [16, 27, 18, 15], [30, 26, 25], [20, 21, 62, 60], [23, 44, 49, 57], [32, 55], [31, 36, 33], [35, 37, 40, 45], [39, 43], [50, 41, 46, 52, 42, 48, 61, 51, 53, 59, 54, 56, 58, 82, 64, 67, 63, 65, 77, 71, 70, 66, 74, 76, 73, 72, 75, 68, 79, 86, 80, 81, 69, 85, 87, 78, 84, 83, 88]]
