0: [[19], [2, 29, 12, 22], [6, 30, 34], [78, 81], [47, 59, 21], [50, 54], [58], [33, 1, 13], [3, 20, 18], [38, 85], [82, 70], [5, 4], [77, 60], [76, 14, 71], [7, 45, 63], [37, 68], [84], [79, 16], [11, 74, 75], [27, 56, 73], [17], [24, 28, 23], [25], [26, 9, 66, 72], [52], [64, 32], [35, 31, 40, 51, 57], [62, 42, 43], [69, 10, 39, 53], [44, 48, 8], [49, 55], [61, 87], [65], [67, 36], [46], [41, 15], [80, 83], [86, 88]]
102: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
103: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
104: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 18, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
105: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 17, 24, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
106: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 18, 10, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
107: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
108: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 24, 18, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
109: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 10, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
110: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 24, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
111: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 18, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
112: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
113: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
114: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 17, 18, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
115: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
116: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 10, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
117: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
118: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
119: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
120: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 24, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
121: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 18, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
122: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
123: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 18, 10, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
124: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
125: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
126: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
127: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 17, 24, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
128: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
129: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
130: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
131: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 17, 24, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
132: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 24, 18, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
133: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
134: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 17, 18, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
135: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
136: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
137: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
138: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
139: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 10, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
140: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
141: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
142: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
143: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 10, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
144: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
145: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
146: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
147: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 18, 10, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
148: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
149: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
150: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 18, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
151: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
152: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
