0: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27], [23, 36, 16], [38, 42, 5], [30, 33], [68, 37], [21, 47, 56], [52, 25, 28], [64, 32], [45, 46, 77], [48, 61], [66, 63, 67], [65, 51], [62, 58], [71, 79, 69], [70, 73, 75, 81, 76, 86, 83, 87, 84]]
102: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20], [57, 35, 41], [60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43], [27, 23, 36, 16], [38, 42, 5], [30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
103: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8, 43, 27, 23, 36, 16], [38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
104: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57], [35, 41, 60], [59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38], [42, 5], [30, 33], [68, 37, 21], [47, 56], [52, 25], [28, 64], [32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69], [70, 73], [75, 81, 76], [86, 83, 87, 84]]
105: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23], [36, 16, 38], [42, 5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45], [46, 77, 48], [61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
106: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11], [78, 55], [15, 14, 31], [72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23, 36], [16, 38], [42, 5, 30], [33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
107: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23, 36], [16, 38], [42, 5, 30], [33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
108: [[88, 29, 80], [50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20, 57], [35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
109: [[88, 29, 80], [50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65], [51, 62, 58], [71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
110: [[88, 29], [80, 50], [19, 82], [39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54, 20], [57, 35, 41], [60, 59], [34, 6, 4], [74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
111: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20, 57], [35, 41], [60, 59, 34], [6, 4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16], [38, 42], [5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77], [48, 61, 66], [63, 67, 65], [51, 62], [58, 71, 79], [69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
112: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
113: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
114: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23], [36, 16], [38, 42, 5], [30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48], [61, 66], [63, 67, 65, 51], [62, 58, 71], [79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
115: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
116: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
117: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51], [62, 58, 71], [79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
118: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
119: [[88, 29], [80, 50, 19], [82, 39], [10, 53, 18], [44, 17], [11, 78, 55], [15, 14, 31], [72, 49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76], [86, 83, 87, 84]]
120: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
121: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20, 57], [35, 41], [60, 59, 34], [6, 4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16], [38, 42], [5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
122: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12, 13], [85, 1, 7], [40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
123: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4, 74, 22], [12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36], [16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
124: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13], [85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67], [65, 51, 62], [58, 71, 79], [69, 70], [73, 75, 81], [76, 86], [83, 87, 84]]
125: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49, 26], [24, 54], [20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
126: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26], [24, 54], [20, 57, 35], [41, 60], [59, 34], [6, 4, 74], [22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47], [56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
127: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2, 8, 43, 27, 23, 36], [16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
128: [[88, 29], [80, 50, 19], [82, 39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
129: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
130: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1, 7], [40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42], [5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
131: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36], [16, 38, 42], [5, 30], [33, 68, 37], [21, 47, 56], [52, 25], [28, 64, 32], [45, 46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
132: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
133: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15], [14, 31, 72], [49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
134: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40, 3, 9, 2], [8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
135: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86, 83], [87, 84]]
136: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13], [85, 1, 7], [40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86, 83], [87, 84]]
137: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16, 38, 42], [5, 30, 33], [68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
138: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71], [79, 69, 70], [73, 75, 81, 76, 86, 83, 87, 84]]
139: [[88, 29], [80, 50], [19, 82, 39], [10, 53, 18], [44, 17, 11], [78, 55, 15], [14, 31], [72, 49, 26], [24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16], [38, 42, 5], [30, 33, 68], [37, 21], [47, 56, 52], [25, 28, 64], [32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86], [83, 87, 84]]
140: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30], [33, 68, 37], [21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
141: [[88, 29], [80, 50], [19, 82, 39], [10, 53, 18], [44, 17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33], [68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
142: [[88, 29, 80], [50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41], [60, 59, 34], [6, 4], [74, 22, 12], [13, 85, 1], [7, 40], [3, 9, 2], [8, 43, 27], [23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28], [64, 32, 45], [46, 77, 48], [61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86, 83, 87, 84]]
143: [[88, 29, 80], [50, 19, 82], [39, 10], [53, 18], [44, 17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74], [22, 12, 13], [85, 1, 7], [40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47], [56, 52, 25], [28, 64, 32], [45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
144: [[88, 29], [80, 50, 19], [82, 39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3], [9, 2, 8, 43], [27, 23, 36], [16, 38], [42, 5, 30], [33, 68], [37, 21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
145: [[88, 29, 80], [50, 19, 82], [39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20, 57], [35, 41], [60, 59, 34], [6, 4, 74], [22, 12], [13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5, 30], [33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
146: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
147: [[88, 29, 80], [50, 19, 82], [39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23, 36], [16, 38, 42], [5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66], [63, 67, 65], [51, 62], [58, 71, 79], [69, 70, 73], [75, 81, 76, 86], [83, 87, 84]]
148: [[88, 29, 80], [50, 19], [82, 39, 10], [53, 18, 44], [17, 11], [78, 55, 15], [14, 31], [72, 49, 26], [24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22], [12, 13], [85, 1, 7], [40, 3, 9], [2, 8], [43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47], [56, 52], [25, 28], [64, 32, 45], [46, 77], [48, 61, 66], [63, 67], [65, 51, 62], [58, 71], [79, 69, 70], [73, 75, 81], [76, 86], [83, 87, 84]]
149: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57], [35, 41, 60, 59], [34, 6, 4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
150: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43, 27, 23, 36, 16, 38, 42], [5, 30, 33, 68, 37, 21, 47, 56], [52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
151: [[88, 29], [80, 50, 19], [82, 39], [10, 53, 18], [44, 17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86, 83], [87, 84]]
152: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
