0: [[38, 5], [25, 2], [3, 4], [1, 9, 13, 23], [14, 15, 6], [7], [29, 11], [20, 21, 34, 39], [28, 26], [17, 27, 16], [62, 24, 18, 43, 12, 22], [51, 19], [52], [42, 50], [40, 46, 44, 49, 8], [30, 31, 36], [33, 35], [41, 32, 60], [47], [59], [37, 58, 55], [48, 54], [45, 56], [53, 57, 61], [64, 63], [66, 65], [67, 70], [77, 68, 69, 72, 10], [71, 73], [74, 75], [78, 76], [81, 79, 82], [86], [83], [85], [84, 80], [87, 88]]
102: [[38, 5], [25, 2], [12, 22, 3, 4, 1], [7, 14, 13, 6], [8, 9, 40, 11, 18, 20, 10], [15, 16], [19, 17, 23, 27, 21, 26, 24], [49, 28], [29, 60, 53, 58], [51, 41, 32, 45, 55, 33, 35, 30, 42, 31], [44, 46, 34, 56, 59, 43, 37, 48, 50, 47, 36, 39, 52], [54, 57, 63, 62, 61, 66, 68, 64, 67, 65, 71, 69, 70], [74, 76, 73, 78, 72, 75, 77, 81, 86, 79, 82, 80, 84, 83, 85, 87, 88]]
103: [[38, 5], [25, 2, 12, 22], [3, 4, 1, 6, 14, 15], [10, 8], [9, 11], [7, 26, 18], [29, 17, 13, 16], [19, 20], [30, 24], [21, 23, 59], [27, 56, 28, 45, 44, 58, 48, 50, 31, 53, 43, 35, 33, 37, 32], [34, 36, 46, 42, 41, 63], [55, 39, 54, 40, 47, 49, 60, 51, 52, 57], [61, 62, 66, 64, 77, 65, 70, 67, 68, 69, 71, 72, 76, 73, 75, 74, 78, 79, 81, 83, 82, 80, 85, 87, 84, 86, 88]]
104: [[38, 5], [25, 2, 12, 22, 3, 4, 9, 1, 14, 15, 7, 6, 8, 33], [11, 20, 16, 27, 17, 10, 19, 24, 31, 23, 18, 13, 28, 21, 60, 30, 37, 26, 52, 29, 32, 39, 51, 36, 34, 40], [50, 35], [46, 47, 49, 41, 43, 42, 44, 53, 55, 45, 56, 63, 58, 48, 59, 54, 57, 62, 61, 66, 68, 64, 73, 69, 67, 71, 78, 70, 65, 72, 79, 74, 76, 77, 75, 84, 80, 82, 83, 87], [81, 86, 85, 88]]
105: [[38, 5], [25, 2], [12, 7], [3, 4, 10, 1, 14, 15, 11, 8, 20, 41], [13, 6, 24, 9, 23, 18, 19, 21], [17, 26, 16, 22, 50, 27, 31, 28, 33, 39, 29, 44, 46, 58, 45, 30, 35, 32, 36, 34, 37, 40, 53, 49, 52, 42, 47, 48, 43, 55, 56, 60, 59, 62, 51, 63, 61, 54, 57, 81, 64, 67, 72, 68, 69, 70, 65, 76, 66, 73, 78, 74, 79, 77, 75, 71, 80, 82, 84, 87, 83, 85, 86, 88]]
106: [[38, 5], [25, 2], [6, 3, 11, 4, 1, 7, 12, 15, 14, 9, 8, 10, 18, 26], [16, 29, 20, 28, 17, 23, 21, 60, 31, 22, 30, 19], [13, 32, 34, 41, 43, 27, 24, 52, 33, 46, 57, 36, 40, 35], [39, 55, 37, 42, 44, 45, 47, 50, 61, 49, 48, 51, 53, 56, 54, 58, 59, 63, 62, 64, 68, 69, 65, 70, 67, 73, 74, 66, 76, 71, 75, 72, 77, 78, 79, 83, 80, 81, 86, 84, 85, 82], [87, 88]]
107: [[38, 5], [25, 2, 12, 22], [3, 4, 1, 6, 14, 15, 7, 8, 23, 11, 9, 17], [44, 27, 10, 16, 19, 21, 13, 18, 20, 26, 30, 58, 28, 63, 60, 29], [24, 41, 32, 52, 49, 31, 33, 37, 34, 40, 35, 45, 36, 46, 39, 42, 43, 59, 53, 47, 50, 48, 51, 54, 56, 55, 61, 57, 62, 66, 67, 65, 70, 64, 68, 78, 71, 74, 79, 75, 69, 73, 76, 72, 77, 82, 85, 80, 81, 83, 84, 87, 86, 88]]
108: [[38, 5], [25, 2], [3, 22, 1, 4, 8, 7, 14, 9, 11, 6, 12, 13, 10, 15, 19, 20, 16, 21, 18], [59, 17, 24, 23, 27, 50, 57, 28, 60, 31, 26, 53, 45, 36, 30, 29, 32, 34, 43, 33, 40, 35, 37, 39, 42, 41, 52, 44, 46, 48], [47, 49, 54, 56, 51, 55, 58, 61, 63, 62, 66, 72, 69, 64, 65, 67, 68, 76, 70, 73, 71, 74, 77, 75, 78, 79, 84, 82, 83, 81, 87, 80, 85, 86, 88]]
109: [[38, 5], [25, 2], [12, 22], [3, 4], [16, 6], [15, 1], [7, 9], [10, 8, 13, 17, 20, 19, 26, 14, 11, 18, 23, 24, 30, 21], [31, 27, 28, 29, 33, 44, 54, 61, 36], [43, 37], [41, 34], [35, 52], [39, 40, 42], [45, 46, 32, 48], [63, 47], [60, 56], [55, 50, 49], [57, 51, 53, 59, 58, 62, 66, 68, 65, 73, 64, 75, 71, 70, 67], [76, 69, 72, 77, 74, 79], [78, 80, 87, 82, 81, 86, 83, 85, 84, 88]]
110: [[38, 5], [25, 2], [12, 22], [3, 1], [4, 6], [14, 11], [15, 9, 7, 21], [16, 23], [19, 18, 17, 8], [10, 30, 13, 44, 20, 28, 26, 58, 53, 35, 60, 24, 27, 29, 31, 33, 41, 39, 37, 32, 34, 46, 36, 40, 43, 49, 42, 45, 48, 47, 55, 63, 50, 51, 56, 52, 54, 57, 62, 59, 61, 66, 67, 68, 64], [70, 65, 77, 69, 71, 75, 74, 73, 72, 76, 79, 78, 81, 84, 80, 87, 83], [82, 86, 85, 88]]
111: [[38, 5], [25, 2, 12, 22], [3, 4, 1], [6, 7], [8, 11, 9, 24, 29, 17, 13, 10, 18, 19], [15], [21, 16], [20, 61], [14, 23, 31, 56], [58, 26], [27, 48], [54, 30, 32, 43], [35], [28, 37, 40, 34, 45, 33, 36, 42, 39, 44], [41, 50, 46, 60, 57, 55, 47, 49, 52, 53, 51], [59, 62, 63, 65, 66, 69, 64, 67, 71], [73, 68, 78, 70, 76, 72, 75, 74], [77, 79], [84, 81, 80, 82, 86, 83, 85, 87, 88]]
112: [[38, 5, 25, 2, 12, 22, 3, 1, 13], [4, 14, 7, 35, 41, 9, 6, 8], [10, 28, 17, 18, 26, 19, 23, 11, 15, 16, 20, 30, 50, 21, 63, 48, 61, 32, 52, 24, 34, 27, 33, 29, 45, 39, 31, 36, 56, 44, 37, 40, 43, 58, 46, 49, 42, 60, 54, 55, 47, 51, 53, 59, 57, 62, 73, 66, 64, 67, 65, 70, 78, 68, 71, 72, 69, 74, 75, 77, 76, 79, 80, 87, 83, 81, 86, 82, 85, 84, 88]]
113: [[38, 5], [25, 2], [12, 22], [3, 4], [1, 6, 14, 15, 10, 45], [11, 7, 9], [8, 18], [13, 30], [20, 16, 17, 31, 62, 19], [27, 21, 24, 23, 26], [51, 32], [34, 33, 60, 29], [35, 36, 37, 40], [28, 43, 39, 42, 44, 47, 48, 49], [41, 52], [55, 53, 46, 56, 54, 50, 57], [58, 59], [61, 63], [67, 69, 68, 64, 70, 71], [66, 77, 76, 78], [72, 75, 73, 74, 79, 80, 84, 65, 82], [81, 86, 87, 85, 83, 88]]
114: [[38, 5], [25, 2, 12, 22], [3, 1], [6, 14], [8, 13, 15, 7, 10, 9, 11, 21, 4, 17, 18, 16], [19, 20, 24, 27], [31, 26, 23, 30, 32, 29, 50, 28, 58, 43, 35, 34, 37, 41, 33, 44, 61, 39, 42, 45, 40, 36, 62, 46, 47, 51, 52, 48, 53, 59, 55, 49, 57, 54, 60, 56, 63, 66, 71, 65, 64, 72, 70, 67, 69, 79, 74, 68, 75, 76, 73, 77, 83, 81, 80, 78, 82, 84, 86, 85, 87, 88]]
115: [[38, 5], [25, 2], [12, 22], [1, 4], [9, 6], [14, 11, 15], [8, 7], [51, 3, 10, 18, 16, 13, 19, 20, 28], [31, 17, 21, 26], [23], [49, 27, 24, 62, 36, 52, 40, 30, 29, 59], [33, 60, 32], [35, 34], [37, 46], [41, 47], [45, 48], [39, 42], [43, 57], [56, 44, 50, 53, 54, 55, 58, 61, 63], [66, 65, 69, 67], [64, 72, 73, 71, 74, 76, 68, 79, 78, 70], [75, 77, 80, 87, 81, 84, 82, 86, 83, 85, 88]]
116: [[38, 5], [25, 2, 12, 22, 3, 4, 8, 7, 14, 15, 6, 1, 10, 43], [11, 9, 24, 17, 13, 19, 16, 18, 23, 20, 28, 21, 26, 60, 30, 27, 48, 39, 61, 47, 50, 32, 29, 31, 36, 45], [41, 35, 49, 37], [40, 34, 44, 42, 46, 51, 33], [63, 53, 59, 54, 62, 52, 58, 56, 55, 57, 64, 70, 68, 77, 65, 66, 78, 67, 69, 72, 74, 71, 73, 75, 76, 79, 82, 81, 84, 80, 83, 87, 86, 85, 88]]
117: [[38, 5], [25, 2], [12, 22], [1, 6], [3, 4, 14, 15, 7, 9], [26, 27, 8, 11], [16, 24], [19, 10, 17], [13], [18], [30, 21], [20, 36], [23, 29], [63, 49, 37, 28, 34, 61, 32, 51, 31, 46, 33, 35, 41, 39, 40], [44, 42, 53, 45, 48, 50, 43, 47, 52, 54, 59], [55, 60, 56, 58], [57, 62, 64, 65, 69, 66, 67, 71, 75, 70, 72, 68, 79, 73, 78, 76, 74, 77, 85, 81, 80, 82, 84, 86, 83, 87, 88]]
118: [[38, 5], [25, 2], [12, 22, 3, 4], [1, 6], [7, 15], [10, 11, 24], [13, 8, 9, 18, 23, 16, 20, 14, 17, 31, 26, 30, 19, 28, 21, 27, 29], [51, 63, 37, 56, 55], [60, 34, 32, 49, 36, 35, 40, 42, 46, 47, 44, 39, 33], [41, 43, 45, 53, 48, 50, 52, 54, 59, 62, 57, 58, 61, 80, 73, 64, 66, 70, 69, 67, 68, 65, 79, 74, 76, 71, 77, 72, 75, 82, 81, 78, 83, 85, 87, 84, 86, 88]]
119: [[38, 5], [25, 2, 12, 22], [3, 4, 9, 7, 6, 15], [1, 8, 10, 48, 14, 17], [20, 18, 19, 11, 16], [29, 21, 23, 31, 26, 28, 13], [24, 27, 49, 30, 44, 61, 47, 50, 32, 41, 33, 34, 37, 35, 36, 39, 53, 40, 43], [45, 42, 56, 62, 46, 54, 51, 55, 52, 57, 58, 60, 63, 59, 65, 69], [66, 67, 68, 64, 73, 70, 71, 74, 75, 72, 79, 76, 77, 78, 84, 81, 83, 82, 86, 85, 80, 87, 88]]
120: [[38, 5, 25], [2, 12], [20, 1], [4, 13, 3, 15], [7, 10], [8, 11], [51, 6, 14], [21, 17], [26, 16], [19, 18], [29, 28, 31, 30, 24, 23, 27, 22, 60], [62, 59], [35, 32, 55, 33], [9, 44], [37, 36, 40], [47, 41], [39, 34, 43, 48], [45, 46], [42, 49, 50, 53, 54], [56, 52, 57], [58, 61, 63, 80, 65], [67, 64, 76, 70, 73, 66, 69, 71, 68], [74, 78], [75, 72], [77, 79, 82, 83, 81, 86, 84, 85], [87, 88]]
121: [[38, 5], [25, 2], [12, 6], [19, 1], [3, 23, 9, 15, 4, 7], [44, 11, 8], [18, 14, 16, 10], [13, 17, 20, 21, 26, 30, 28], [27, 24, 22, 58, 31, 57, 29, 53, 34, 32, 33, 47, 35, 46, 37, 39, 36, 40, 43, 42, 45, 41, 49, 52, 55, 51, 50, 48, 54, 56, 62, 59, 60, 61, 78, 65, 64, 66, 63, 67, 68, 75, 70, 69, 71, 76, 72, 77, 74, 79, 73, 81, 80, 82, 83, 86, 84, 87, 85, 88]]
122: [[38, 5], [25, 2, 12, 22, 3, 4, 9, 1, 14, 15, 6, 8], [7, 10], [11, 17], [52, 13], [28, 16], [18, 27], [23, 20], [21, 30], [31, 19, 58, 57, 24, 53, 26, 29, 55, 36, 32, 33, 41, 37], [35, 46, 34, 44, 39, 40, 42, 43, 59], [47, 49], [45, 54], [50, 60], [51, 61], [48, 56, 63, 62, 66, 65, 67, 70, 64, 68, 76, 71, 79, 78, 72], [75, 69, 73, 74, 77, 85], [81], [86, 84, 82, 80, 87, 83, 88]]
123: [[38, 5], [25, 2], [12, 22], [1, 6], [3, 4], [10, 15], [7, 9], [26, 27, 8, 13, 16, 11, 21, 24, 18], [14, 19], [30, 20, 23, 41], [28, 29, 59, 31, 36, 58, 32, 62, 34, 43, 49, 35, 52, 37, 33, 44, 39, 40, 47, 55, 42, 54, 45, 50, 46, 48, 51, 53, 57, 61, 63, 56, 17, 60, 64, 65, 71], [67, 72, 76, 66, 79, 74, 68, 73, 75, 70, 78, 77, 69, 84, 86, 83, 80, 81, 82, 85, 87, 88]]
124: [[38, 5], [25, 2, 12, 22], [3, 4], [9, 6], [10, 15], [7, 1], [8, 13, 14, 16, 17, 11, 20, 18, 21, 24, 31, 19, 28, 30], [23, 58, 27, 29], [60, 57, 59, 32, 36, 44], [56, 34, 35, 37], [45, 39, 26, 40, 42, 43, 41, 46, 47, 33, 52, 54, 55], [48, 51, 49, 50, 53, 63, 62, 61], [72, 64, 69, 73, 65, 70, 74, 66, 71, 75, 67, 68, 76, 78], [77, 79, 85, 82, 81, 80, 86], [83, 84, 87, 88]]
125: [[38, 5], [25, 2], [12, 20], [3, 6], [1, 7, 14, 15, 4, 13, 8, 9, 10, 26, 18, 29, 16, 17, 19], [21, 22, 24, 11, 31, 52, 50, 27, 59, 42, 40, 35, 55, 56, 23, 28, 30, 57, 36, 32, 41, 33], [45, 39, 37, 46, 44, 49, 43, 34, 54, 47, 48, 51, 53, 58, 61, 63, 60, 62, 66, 64, 71, 65, 70, 67, 68, 72, 73, 69, 77, 74, 75, 79, 76, 78, 85], [80, 81, 82, 86], [83, 84, 87, 88]]
126: [[38, 5], [25, 2, 12, 22], [3, 4], [1, 14], [10, 15], [6, 9, 8, 11, 13, 20], [21, 31, 7, 16, 18, 23], [17, 19, 30, 26, 24, 53, 27, 28, 34, 35, 29, 59, 36, 40], [42, 44, 45, 41, 49, 37, 43, 32, 46, 47, 33, 63, 48, 50, 54, 52, 39], [61, 51, 55, 56, 60, 58, 57, 62, 65, 66, 70, 64, 68, 67, 76, 69, 75, 71, 73, 72, 77, 74, 78, 79, 84, 85, 82, 80, 83, 86, 81, 87, 88]]
127: [[38, 5], [25, 2, 6, 22, 3, 4, 1, 15, 14, 9, 7], [20, 24], [35, 8], [11, 18, 29, 10, 17, 19, 59], [27, 21, 12, 13, 62, 28], [60, 16, 34, 46, 23, 49, 26, 30, 48, 47, 31, 32, 36, 45], [42, 40, 33, 37, 58, 39, 41, 43, 44, 52, 54, 55, 53, 56], [50, 63, 57, 51, 61, 66, 65, 67, 64, 68, 69, 70, 77, 79], [76, 71, 72, 75, 73, 74, 78, 82, 81, 83, 80, 85, 84, 86, 87, 88]]
128: [[38, 5], [25, 2, 12, 22, 3, 4, 1, 10, 14, 15, 7, 9, 34, 8, 11, 6, 16, 13, 26, 17, 19, 21], [18, 31, 28, 20, 24, 61, 23, 27, 32, 29, 41, 60, 30, 36, 53, 51, 33, 37, 39, 35, 42, 40, 46, 43, 48, 63, 50, 44, 49, 55, 47, 45, 54, 52, 57, 56, 62, 58, 59, 65, 66, 64, 67, 68, 71, 77, 69, 74, 70, 72, 75, 76, 78, 73, 79, 82, 85, 84], [80, 83, 86, 81, 87, 88]]
129: [[38, 5], [25, 2, 12, 22], [3, 4, 8, 6, 14, 15], [7, 10], [9, 13], [11, 19], [1, 21, 23, 16], [17, 18, 20, 31, 24, 30, 26], [27, 28, 33, 50], [58, 42], [29, 34, 36, 53], [44, 40, 35, 61, 39, 46, 45, 37, 32, 60, 41, 47, 49, 51, 52, 43, 54, 63, 48, 55, 56], [57, 59, 62, 64, 70, 65, 66, 68, 67, 78, 69, 72, 76, 77, 79, 73, 71, 75, 74, 85, 80, 82, 83, 81, 84, 86, 87, 88]]
130: [[38, 5], [25, 2], [9, 4], [1, 7], [14, 3], [15, 6, 10, 13, 34, 28, 8, 11, 17, 31, 16, 12, 23, 18, 27, 19, 30, 20], [21, 22, 61, 52, 32, 62, 24, 55], [43, 26, 46, 33, 60, 47, 29, 37, 35, 41, 40, 59, 58, 42, 36, 44, 45, 49, 63, 48, 53, 39, 50, 57, 51, 54, 56, 66, 64, 71, 65, 69, 67, 74, 79, 68, 70, 72, 75, 76, 73, 77, 78, 81, 80, 83, 82, 86, 85, 84, 87, 88]]
131: [[38, 5], [25, 2], [12, 22, 1, 8], [14, 11], [7, 6], [42, 3, 10], [13, 9, 15, 20, 18, 21, 19, 16, 17, 31, 23, 28, 24], [26, 58, 27, 57, 34, 45, 29, 30, 36, 40, 33], [35, 32, 43], [37, 47, 48, 4], [44], [39, 56], [41, 49], [46, 53, 52, 54, 50, 51, 60, 55, 63, 59, 61, 62, 69, 67, 66, 70, 68], [71, 75, 64, 65, 76, 77, 72, 73, 78, 74, 79, 80, 83, 86, 82, 81], [84, 87, 85, 88]]
132: [[38, 5], [25, 2], [9, 6, 1, 4], [14, 12], [15, 11], [3, 7, 8, 30], [13, 16], [17, 22, 21, 19, 18], [29, 20, 28, 24], [23, 56, 27, 26, 62, 32, 37, 44, 55, 10, 36, 39, 63, 31, 42, 43, 41, 35, 40, 45, 46, 60, 47, 33, 57, 48, 53, 54, 34, 51, 49, 50, 52, 61, 58], [59, 72, 66, 67, 64, 77, 65, 70, 73, 68, 69, 71, 75, 76, 74, 78, 79, 83], [80, 81, 82, 84, 85, 86, 87, 88]]
133: [[38, 5], [25, 2, 6, 4], [19, 1, 13, 22, 15, 9], [3, 7], [14, 8], [10, 11], [12, 26], [17, 16], [21, 24, 20, 28], [31, 27, 23, 51, 18, 41], [30, 29, 63, 33], [35, 34, 37, 59, 40, 44], [45, 36, 46, 42, 43, 32], [47, 52, 53, 54, 39, 58], [50, 49, 56], [48, 55, 57, 61], [60, 62, 64, 76, 66, 68, 69], [71, 65, 73, 74, 70, 77, 72, 75, 78, 79, 67, 84, 83, 82, 80, 81, 87, 85, 88, 86]]
134: [[38, 5], [25, 2, 6], [4, 19, 1, 9], [23, 8, 15, 3, 11, 45, 10], [12, 17, 13, 24, 14, 16, 21, 18, 20, 22, 31, 62, 26, 29, 27, 60, 28, 49, 44, 61, 48, 34, 35, 51, 30, 40, 46, 41, 37, 42, 32, 50, 39, 43, 33, 36, 47, 53, 52, 54, 55, 57, 58, 63, 56, 83, 68, 65, 64, 66, 76, 7, 67, 59, 71, 69, 74, 78, 70, 73, 75, 79, 72, 81, 77, 86, 80, 82, 85, 84, 87, 88]]
135: [[38, 5], [25, 2, 12], [22, 3, 4, 9, 1, 14, 15, 11, 8, 7, 43, 6, 10, 21, 16, 20, 18, 13, 19, 17, 31, 26, 24], [28, 56, 23, 62, 50, 33], [29, 27, 40, 30, 34, 51, 37, 35, 32, 46, 36, 41, 42, 44, 39, 47, 61, 52, 45, 49, 48, 53, 60, 63, 54, 58, 55, 57, 59, 66], [72, 69, 73, 68, 64, 74, 79, 65, 70, 78], [67, 85, 71, 76, 75, 77, 83, 82, 80, 81, 84, 86, 87, 88]]
136: [[38, 5, 25, 2, 3, 4, 1, 6, 14, 15, 7, 9, 8], [49, 17, 23, 16, 11, 18, 26, 19, 60, 30, 24, 29, 61, 56, 27, 20, 32, 50], [21, 51, 28, 31, 34, 45, 44, 33], [46, 35, 36, 43, 37, 40, 42, 41, 39, 47, 59, 48, 52, 53, 55, 57, 58, 62, 54, 86, 66, 10, 12, 13, 22], [65, 69, 63, 64, 70, 76, 67, 71, 75, 74, 73, 68, 77, 79, 82, 80, 85, 72], [78, 81, 87, 83, 84, 88]]
137: [[38, 5], [25, 2], [12, 22, 3, 4], [1, 6, 14, 15], [7, 9], [8, 40], [11, 24], [20, 31, 16, 21, 10, 28, 13, 30, 26, 17, 23], [27, 58], [18, 48, 36, 19, 54, 29, 59, 33, 34, 39, 35, 32, 37, 41], [47, 43, 44, 42, 45, 46, 51, 57], [55, 62], [50, 49], [52, 53], [56, 61, 60, 63, 66, 65, 69, 67], [64, 75, 77, 70, 71, 68, 76, 73, 72, 74, 79, 78, 82, 87, 80, 83, 81, 84, 86], [85, 88]]
138: [[38, 5], [25, 2], [6, 22, 3, 4, 1, 15, 14, 7, 10, 8, 26, 35, 11, 12, 16, 31, 13, 20, 18, 9, 27, 19, 17, 29, 24, 61, 21, 28, 40, 60, 23], [50, 49, 30, 33, 32, 44, 34, 36, 47, 37, 53, 45, 39], [56, 46, 43], [41, 54], [55, 52, 58, 42], [48, 51, 63, 62, 57, 59, 66], [68, 67, 64, 65, 69, 71, 73, 76], [78, 72, 70, 74, 77, 75, 79, 80, 84, 82, 81, 87, 83, 85, 86, 88]]
139: [[38, 5], [25, 2, 12, 22, 1, 3, 6, 15, 14, 7, 8, 9, 11, 19, 10, 18, 24, 31, 13, 16, 17, 20, 23], [27, 21, 28, 30, 53], [59, 48, 56, 62, 29, 4, 52, 32, 45, 33, 40, 26], [36, 43, 35, 37, 39, 34, 42, 46], [47, 49, 51, 55, 41, 58, 44, 50, 54, 61, 57, 63, 60, 66, 69, 67], [64, 65, 70, 71, 73, 76, 74, 68, 72, 75, 79, 77, 78, 86, 80, 82, 83, 87, 81, 85, 84, 88]]
140: [[38, 5], [25, 2, 12, 22], [3, 4, 1, 6, 14, 15], [7, 9], [8, 41], [10, 20], [11, 13], [19, 21], [17, 23, 18], [24, 31, 16, 29, 27, 26, 30, 51, 28, 33, 48, 36, 35, 39, 61, 32, 43, 44, 37, 42, 46, 47, 40, 45, 50, 53, 55, 34, 56, 54, 49, 52, 59, 63, 58], [57, 60, 62, 66], [68, 67, 73, 65, 64, 70, 69, 72, 71, 77, 79, 75, 74, 76, 81, 88, 82, 83, 84, 87, 78, 86, 80, 85]]
141: [[38, 5], [25, 2], [12, 22, 4], [3, 1], [6], [14, 39], [11, 9, 26, 7, 19, 17, 24, 8], [10, 13], [16, 18, 21, 23, 27, 20, 28, 53, 30], [51, 47], [29, 33, 43], [31, 36, 52, 37, 32, 46, 15, 45, 34, 40], [42, 61, 35, 49, 41, 48, 44, 54, 58, 55, 50, 57], [56, 59, 60, 63, 62, 64, 76, 68, 73, 65, 71, 69, 67, 66, 70, 77, 72, 74, 75, 78], [79, 83], [81, 80, 82, 84, 87, 86, 85, 88]]
142: [[38, 5], [25, 2, 6, 20], [7, 4], [1, 12], [14, 15, 9, 44], [3, 41], [10, 28, 8, 11], [17], [13, 19, 16, 22, 30, 18, 62, 27, 57, 21], [31, 29, 58, 56, 60, 36, 23, 48, 24, 35, 53, 34, 32, 39, 26, 55, 33, 37, 45, 43, 40, 52, 42, 46, 49, 51, 47, 50, 54, 59, 61, 71, 68, 65, 69, 64, 63, 70, 78, 77, 66, 73, 72, 67, 74, 75, 76, 87, 80, 83, 79, 82, 86, 85, 81, 84, 88]]
143: [[38, 5], [25, 2, 12, 22], [1, 3], [6, 4], [9, 13], [11, 14, 8, 51], [24, 21, 41, 7, 15], [17, 20, 10], [16, 56, 18], [19], [31, 30], [23, 27], [43, 42, 28, 26, 29], [34, 35, 52, 33], [36, 32, 47, 39], [40, 44], [37, 48], [46, 58], [62, 54, 45, 49, 60, 50, 57, 53], [55, 61, 59, 63, 65, 64, 70, 73, 67, 66, 72, 74, 76, 78, 77], [71, 68], [69, 79], [75, 84, 81, 80, 82, 83, 86, 85, 87, 88]]
144: [[38, 5, 25, 2, 12, 22, 3, 4, 1, 7, 14, 6, 11], [9, 13, 8, 10, 19, 27, 15, 16, 17, 23, 21, 20, 18, 28, 24, 31, 29, 26, 30, 33, 37], [50, 55, 46, 36, 32, 43, 61, 39, 42, 40, 41, 45, 44, 35, 60, 47, 53, 57, 34, 48], [49, 52, 58, 54, 56, 59, 63, 51, 62, 64, 71, 69, 70, 66, 68, 65, 72, 67, 73, 76, 74, 77, 75, 78, 79, 86, 80, 82, 81, 85, 87, 83, 84, 88]]
145: [[38, 5, 25], [2, 12, 22, 1], [4, 9], [6, 14], [15, 3], [7, 40, 10, 16], [29, 18, 27, 17, 21, 19, 20, 23, 11, 24, 26, 30, 53], [28, 55, 37, 13, 57, 49, 8, 51], [31, 61], [50, 36], [35, 34], [44, 33, 39, 45, 41, 42, 60, 59, 52], [32, 46, 47, 43, 48], [62, 54, 56, 58, 63, 65, 66, 68, 67, 64, 69], [76, 71, 70, 72, 73, 79, 74, 75, 77, 78, 80, 87, 84], [85, 81, 82, 83, 86, 88]]
146: [[38, 5], [25, 2], [12, 22, 3, 1, 9, 6, 14, 15, 7, 8, 10, 11], [13, 19, 18, 21, 27, 16, 23], [26, 20], [31, 58], [17, 28, 24], [29, 30], [33, 32, 35, 57, 36, 4, 37, 41, 52, 45, 39, 34, 43, 40, 47, 44, 48, 46, 51, 50, 42, 54, 49], [55, 59, 61, 53, 60, 62, 56, 63, 66, 68, 65, 74, 64, 67, 75, 70, 71, 72, 69, 73], [79, 78, 76, 77, 81, 83, 80, 82], [87, 84, 85, 86, 88]]
147: [[38, 5], [25, 2, 9, 22], [1, 3], [4, 6], [14, 15, 11], [10], [12], [43, 8, 17], [16, 30], [13, 21], [19, 18, 23, 28, 24, 26, 61, 29, 7, 27, 31, 62, 20, 58, 46, 36, 41, 49, 32, 45, 40, 34, 42, 37, 39, 56, 54, 35, 44, 47], [50, 52, 53, 33, 63, 48, 51, 55, 57, 59, 60, 65, 68, 67, 75, 64, 66, 71, 70, 74, 69, 73, 76, 72, 78, 79, 77, 84, 82, 86, 80, 85, 81, 83, 87, 88]]
148: [[38, 5], [25, 2, 3, 20], [1, 6], [4, 13], [15, 9, 7, 12, 11, 41, 8, 14, 19, 16, 18, 17, 23, 26, 10, 29, 22, 27, 28], [21, 30, 61, 35, 42, 55, 44, 48, 62, 34, 31, 32, 33, 36, 46, 37, 40, 53, 39, 43, 45, 49, 58, 51, 47, 50, 54, 52, 56, 60], [59, 57, 63, 66, 68, 65, 69, 64, 73, 70, 67, 71, 77, 78, 76, 72, 74, 75, 79, 80, 88, 83, 81, 82, 87, 84, 85, 86, 24]]
149: [[38, 5], [25, 2], [12, 22], [3, 1], [10, 14], [15, 9], [13, 4], [16, 6], [7, 28, 8, 11], [19, 18, 21, 26, 20, 31], [23, 17, 37, 62], [24, 27, 48, 29, 55, 45], [33, 34, 30, 36, 51, 46], [35, 39, 40, 42, 41, 43, 44, 32, 63, 47, 49, 56, 50, 52, 58, 53, 54, 59, 57, 60, 61, 64, 73, 65, 72, 66, 71, 67, 68, 69, 75, 79, 76, 77, 70, 74, 87, 80, 78, 81], [82, 83, 84, 88, 85, 86]]
150: [[38, 5], [25, 2, 12, 22], [3, 4], [9, 6], [10, 15], [1, 7, 13, 40, 8, 11], [21, 31, 20, 18], [14, 16, 17, 23, 26, 27], [19, 56, 30, 28, 42, 54], [29, 51], [44, 32], [36, 37], [34, 49], [39, 35, 33, 41], [43, 57], [45, 46, 52, 50, 48, 53, 55, 58, 61, 59, 60, 62, 63, 79, 47], [64, 67, 66, 74, 70, 65, 73, 68, 78, 69, 71, 72, 77, 75, 76, 80, 81, 85, 82, 83, 84, 87, 86, 88, 24]]
151: [[38, 5], [25, 2, 6, 20, 3, 4, 1, 7, 14, 13, 8], [17, 48, 9, 10, 11, 16], [29, 18, 12, 19], [63, 27], [15, 22, 23, 42], [26, 61, 21, 32, 46, 24, 58, 28, 34, 30, 35, 31, 53, 33, 39, 41, 36, 40, 47, 43, 44], [45, 50, 52, 55, 49, 56, 57, 37, 54, 59, 60, 51, 62, 66, 65, 64, 67, 68, 70, 73, 78, 74, 77, 72], [69, 71, 75, 76, 79, 82, 81, 83, 80, 84, 87, 86, 85, 88]]
152: [[38, 5, 25, 2, 3, 20], [4, 1, 6, 8, 15, 11, 9, 32, 27, 51, 12, 13, 16, 7, 26, 21, 18, 48, 23, 17, 19, 30, 50, 31, 28], [22, 29, 24, 58, 49, 41, 33, 34, 14, 35, 36, 40, 37, 39, 43, 45, 46, 47, 52, 59, 53, 42, 44, 54, 56, 57, 55, 61, 60, 62, 63, 10, 80, 76, 65, 73, 68, 67, 70, 66, 64, 75, 71, 79, 72, 78, 77, 81, 69], [82, 83, 85, 86, 84, 87, 88, 74]]
