0: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27], [19, 50], [25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60], [59, 46, 47], [51], [48, 61], [49, 52, 54], [53, 55, 57], [62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
102: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59, 46, 47], [51, 48, 61], [49, 52, 54], [53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
103: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9], [8, 11, 12], [22, 15], [14, 20, 18], [17, 21], [16, 29, 23], [27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32], [38, 42, 45], [56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49, 52, 54], [53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
104: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
105: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
106: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39], [32, 38, 42], [45, 56, 40, 41, 60, 59], [46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76], [79, 80, 82, 87, 83, 84, 85, 86, 88]]
107: [[37, 70], [7, 4, 3], [13, 43], [1, 6], [65, 10, 2], [24, 5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16], [29, 23, 27], [19, 50], [25, 28, 26], [30, 31, 36], [33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
108: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31], [36, 33, 35], [44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59, 46, 47], [51, 48], [61, 49, 52], [54, 53, 55], [57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71], [69, 75], [72, 73, 74], [78, 76, 79], [80, 82, 87], [83, 84, 85], [86, 88]]
109: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24], [5, 9, 8], [11, 12], [22, 15, 14], [20, 18, 17], [21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30, 31], [36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59], [46, 47], [51, 48, 61], [49, 52, 54], [53, 55, 57], [62, 58, 63], [66, 81, 77], [68, 67], [64, 71, 69], [75], [72, 73], [74, 78], [76, 79], [80, 82], [87, 83, 84], [85, 86, 88]]
110: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8], [11, 12, 22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
111: [[37, 70, 7], [4, 3, 13], [43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31], [36, 33, 35], [44, 34, 39], [32, 38], [42, 45, 56], [40, 41, 60], [59, 46], [47, 51, 48], [61, 49], [52, 54, 53], [55, 57, 62], [58, 63], [66, 81, 77], [68, 67, 64], [71, 69, 75], [72, 73, 74], [78, 76, 79], [80, 82, 87], [83, 84, 85, 86, 88]]
112: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23], [27, 19], [50, 25, 28], [26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59, 46, 47], [51, 48, 61], [49], [52, 54], [53, 55, 57], [62, 58, 63], [66, 81, 77], [68, 67, 64], [71, 69, 75], [72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
113: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21], [16, 29, 23], [27, 19, 50], [25, 28], [26, 30, 31], [36, 33, 35], [44, 34], [39, 32, 38], [42, 45, 56], [40, 41], [60, 59, 46], [47, 51], [48, 61, 49], [52, 54], [53, 55, 57], [62, 58, 63], [66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
114: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50], [25, 28, 26], [30, 31, 36], [33, 35], [44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59, 46, 47], [51, 48, 61], [49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68], [67, 64, 71], [69, 75, 72], [73, 74, 78], [76, 79], [80, 82, 87], [83, 84], [85, 86, 88]]
115: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36], [33, 35, 44], [34, 39, 32, 38, 42, 45], [56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75], [72, 73, 74, 78, 76, 79, 80, 82, 87], [83, 84, 85, 86, 88]]
116: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12], [22, 15], [14, 20, 18], [17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32, 38, 42, 45], [56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
117: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21], [16, 29, 23], [27, 19, 50, 25, 28, 26, 30, 31, 36, 33, 35, 44, 34, 39, 32], [38, 42, 45, 56, 40, 41], [60, 59, 46], [47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64], [71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
118: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15, 14, 20, 18], [17, 21, 16, 29, 23, 27, 19, 50, 25, 28, 26, 30, 31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40], [41, 60], [59, 46, 47], [51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
119: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9], [8, 11], [12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50, 25, 28], [26, 30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51], [48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
120: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8], [11, 12, 22], [15, 14], [20, 18, 17], [21, 16], [29, 23, 27], [19, 50], [25, 28, 26], [30, 31, 36], [33, 35], [44, 34], [39, 32, 38], [42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77], [68, 67, 64], [71, 69, 75], [72, 73, 74], [78, 76, 79], [80, 82, 87], [83, 84, 85, 86, 88]]
121: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62], [58, 63, 66], [81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
122: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14, 20], [18, 17, 21], [16, 29], [23, 27, 19], [50], [25, 28], [26, 30, 31], [36, 33, 35], [44, 34], [39, 32, 38], [42, 45, 56], [40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71], [69, 75, 72], [73, 74, 78], [76, 79, 80], [82, 87, 83, 84, 85, 86, 88]]
123: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8], [11, 12, 22], [15, 14], [20, 18, 17], [21, 16], [29, 23, 27, 19, 50, 25, 28, 26, 30, 31, 36, 33, 35, 44, 34, 39, 32, 38], [42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
124: [[37, 70], [7, 4], [3, 13, 43], [1, 6], [65, 10, 2], [24, 5, 9], [8, 11, 12], [22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36], [33, 35, 44], [34], [39, 32], [38, 42], [45, 56, 40], [41, 60, 59], [46, 47], [51, 48, 61], [49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
125: [[37, 70, 7], [4, 3, 13], [43, 1], [6, 65, 10], [2, 24, 5], [9, 8], [11, 12, 22], [15], [14, 20, 18], [17, 21, 16], [29], [23, 27, 19], [50, 25], [28, 26, 30], [31], [36, 33], [35, 44, 34], [39, 32], [38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79], [80, 82, 87, 83, 84, 85, 86, 88]]
126: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29], [23, 27, 19], [50, 25], [28, 26, 30], [31, 36, 33], [35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71], [69, 75, 72], [73, 74, 78], [76], [79, 80], [82, 87, 83], [84, 85, 86, 88]]
127: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29], [23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32], [38, 42, 45], [56, 40, 41], [60, 59], [46, 47, 51], [48, 61, 49], [52, 54], [53, 55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71], [69, 75, 72], [73, 74, 78], [76, 79, 80], [82, 87, 83], [84, 85, 86, 88]]
128: [[37, 70], [7, 4], [3, 13], [43, 1, 6], [65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28], [26, 30], [31, 36], [33, 35], [44, 34, 39], [32, 38], [42, 45], [56, 40, 41], [60, 59], [46, 47], [51, 48, 61], [49, 52, 54], [53, 55, 57], [62, 58, 63], [66, 81, 77], [68, 67, 64], [71, 69, 75], [72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
129: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18, 17, 21, 16], [29, 23, 27, 19, 50, 25, 28, 26], [30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
130: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9], [8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39], [32, 38], [42, 45, 56], [40, 41, 60], [59, 46, 47], [51, 48, 61], [49, 52, 54], [53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72], [73], [74, 78, 76, 79], [80, 82], [87, 83, 84], [85, 86, 88]]
131: [[37, 70], [7, 4, 3, 13, 43, 1, 6, 65, 10, 2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20], [18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31, 36], [33, 35, 44, 34, 39], [32, 38, 42, 45, 56], [40, 41, 60], [59, 46, 47], [51, 48, 61], [49, 52, 54], [53, 55, 57], [62, 58, 63], [66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73, 74, 78], [76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
132: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10, 2, 24], [5, 9], [8, 11, 12], [22, 15], [14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42], [45, 56, 40], [41, 60], [59, 46, 47], [51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72], [73, 74, 78], [76, 79], [80, 82], [87, 83, 84], [85, 86, 88]]
133: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15], [14, 20, 18], [17, 21, 16], [29, 23], [27, 19, 50], [25, 28], [26, 30, 31], [36, 33], [35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
134: [[37, 70], [7, 4, 3], [13, 43], [1, 6, 65], [10, 2], [24, 5, 9], [8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59, 46, 47], [51], [48, 61], [49, 52], [54, 53, 55], [57, 62], [58, 63], [66, 81, 77], [68, 67, 64], [71, 69, 75], [72, 73, 74], [78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
135: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10, 2], [24, 5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32], [38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54], [53, 55], [57, 62], [58, 63, 66], [81, 77], [68, 67, 64], [71, 69, 75], [72, 73, 74], [78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
136: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17], [21, 16, 29], [23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77], [68, 67, 64], [71, 69, 75], [72, 73, 74], [78, 76, 79], [80, 82], [87, 83, 84], [85, 86, 88]]
137: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14, 20], [18, 17, 21], [16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
138: [[37, 70, 7], [4, 3, 13], [43, 1, 6], [65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50], [25, 28, 26], [30, 31], [36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71], [69, 75, 72], [73, 74], [78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
139: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8], [11, 12], [22, 15, 14], [20, 18, 17], [21, 16, 29], [23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34, 39, 32, 38], [42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55], [57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
140: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10, 2], [24, 5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71, 69, 75], [72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
141: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27, 19, 50, 25, 28, 26, 30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
142: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29], [23, 27, 19], [50, 25, 28], [26], [30, 31], [36, 33, 35], [44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76], [79, 80, 82, 87, 83, 84, 85, 86, 88]]
143: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16, 29], [23], [27, 19, 50], [25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39, 32, 38], [42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69], [75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
144: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24], [5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72], [73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
145: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
146: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2], [24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23], [27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59, 46, 47], [51, 48, 61, 49, 52], [54, 53, 55, 57, 62, 58, 63, 66, 81, 77], [68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83], [84, 85, 86, 88]]
147: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9], [8, 11, 12], [22, 15], [14, 20, 18], [17, 21], [16, 29, 23], [27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
148: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34], [39, 32, 38], [42, 45], [56, 40], [41, 60, 59], [46, 47], [51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
149: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8], [11, 12, 22], [15, 14], [20, 18, 17], [21, 16], [29, 23, 27, 19], [50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
150: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44], [34, 39, 32], [38, 42, 45], [56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71], [69, 75, 72], [73, 74, 78], [76, 79, 80], [82, 87, 83, 84, 85, 86, 88]]
151: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16, 29, 23, 27, 19, 50, 25, 28, 26, 30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
152: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17], [21, 16, 29], [23, 27, 19, 50, 25, 28, 26, 30, 31, 36, 33, 35, 44, 34, 39], [32, 38, 42, 45, 56, 40], [41, 60, 59], [46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67], [64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
