0: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27], [7, 43, 53, 1], [62, 35, 34], [52, 4], [20, 5], [6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29, 33, 30], [36, 19, 39], [25, 74, 28], [47, 70, 56], [63, 45], [49, 26, 54, 69], [58, 85, 32, 87], [48, 61], [88, 57], [86, 67, 84], [81, 83, 59, 46, 75, 77, 55, 72]]
102: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51], [80, 22], [50, 15, 79], [82, 8, 2], [73, 44, 3], [78, 11], [37, 38, 42], [76, 27], [7, 43], [53, 1, 62], [35, 34], [52, 4, 20], [5, 6], [9, 10, 23, 13], [16, 17, 24, 21], [31, 29, 33], [30, 36], [19, 39, 25, 74], [28, 47, 70], [56, 63, 45], [49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
103: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12], [51, 80], [22, 50, 15], [79, 82, 8], [2, 73, 44], [3, 78], [11, 37], [38, 42], [76, 27], [7, 43], [53, 1], [62, 35], [34, 52], [4, 20, 5, 6], [9, 10, 23], [13, 16], [17, 24], [21, 31, 29], [33, 30, 36, 19, 39, 25, 74, 28], [47, 70, 56, 63, 45, 49, 26, 54, 69], [58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
104: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12], [51, 80, 22], [50, 15, 79], [82, 8, 2], [73, 44, 3], [78, 11], [37, 38], [42, 76, 27], [7, 43], [53, 1], [62, 35, 34], [52, 4], [20, 5, 6], [9, 10, 23], [13, 16], [17, 24, 21], [31, 29, 33], [30, 36, 19], [39, 25, 74], [28, 47, 70], [56, 63, 45], [49, 26, 54], [69, 58, 85], [32, 87, 48, 61], [88, 57], [86, 67, 84, 81], [83, 59, 46], [75, 77, 55, 72]]
105: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51], [80, 22, 50], [15, 79], [82, 8], [2, 73], [44, 3, 78], [11, 37], [38, 42, 76, 27], [7, 43, 53, 1], [62, 35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13], [16, 17, 24], [21, 31, 29], [33, 30], [36, 19, 39], [25, 74], [28, 47, 70], [56, 63, 45], [49, 26, 54, 69], [58, 85], [32, 87, 48], [61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
106: [[68, 66, 14], [64, 65], [41, 40, 71, 18], [60, 12], [51, 80], [22, 50, 15], [79, 82, 8, 2], [73, 44], [3, 78, 11], [37, 38, 42, 76], [27, 7, 43, 53], [1, 62], [35, 34, 52, 4], [20, 5, 6], [9, 10, 23, 13], [16, 17], [24, 21, 31], [29, 33, 30], [36, 19, 39], [25, 74, 28], [47, 70, 56], [63, 45, 49, 26], [54, 69], [58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
107: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82, 8, 2, 73, 44, 3, 78, 11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30], [36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54], [69, 58], [85, 32, 87], [48, 61, 88, 57, 86, 67], [84, 81, 83, 59], [46, 75], [77, 55, 72]]
108: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50], [15, 79], [82, 8, 2], [73, 44, 3], [78, 11], [37, 38], [42, 76, 27], [7, 43, 53], [1, 62, 35], [34, 52, 4], [20, 5, 6], [9, 10, 23], [13, 16, 17], [24, 21, 31], [29, 33], [30, 36], [19, 39, 25], [74, 28], [47, 70, 56], [63, 45], [49, 26, 54], [69, 58, 85], [32, 87], [48, 61, 88], [57, 86], [67, 84], [81, 83, 59, 46], [75, 77, 55, 72]]
109: [[68, 66, 14, 64, 65], [41, 40, 71], [18, 60], [12, 51, 80, 22, 50], [15, 79], [82, 8, 2, 73, 44], [3, 78, 11], [37, 38], [42, 76, 27], [7, 43], [53, 1, 62], [35, 34, 52], [4, 20], [5, 6, 9], [10, 23, 13], [16, 17, 24], [21, 31, 29], [33, 30, 36], [19, 39], [25, 74, 28], [47], [70, 56, 63], [45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
110: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50], [15, 79], [82, 8, 2], [73, 44, 3], [78, 11], [37, 38, 42], [76, 27, 7], [43, 53, 1], [62, 35, 34, 52], [4, 20, 5, 6], [9, 10], [23, 13, 16, 17, 24, 21], [31, 29, 33], [30, 36, 19], [39, 25, 74], [28, 47], [70, 56], [63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61], [88, 57, 86], [67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
111: [[68, 66, 14], [64, 65], [41, 40, 71, 18], [60, 12, 51, 80], [22, 50, 15], [79, 82, 8], [2, 73, 44, 3], [78, 11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34], [52, 4], [20, 5, 6], [9, 10], [23, 13], [16, 17], [24, 21], [31, 29], [33, 30, 36], [19, 39], [25, 74, 28, 47], [70, 56], [63, 45, 49], [26, 54, 69, 58, 85], [32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59], [46, 75, 77, 55, 72]]
112: [[68, 66, 14, 64, 65], [41, 40, 71, 18, 60], [12, 51, 80], [22, 50], [15, 79, 82], [8, 2], [73, 44], [3, 78], [11, 37, 38], [42, 76, 27], [7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9], [10, 23, 13, 16, 17, 24, 21, 31, 29, 33], [30, 36, 19, 39, 25, 74, 28, 47, 70, 56], [63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
113: [[68, 66], [14, 64], [65, 41], [40, 71], [18, 60], [12, 51, 80], [22, 50, 15], [79, 82], [8, 2, 73], [44, 3], [78, 11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20], [5, 6, 9, 10], [23, 13, 16], [17, 24], [21, 31, 29], [33, 30], [36, 19], [39, 25, 74, 28], [47, 70, 56, 63], [45, 49, 26], [54, 69, 58, 85], [32, 87, 48], [61, 88, 57], [86, 67], [84, 81, 83], [59, 46, 75], [77, 55, 72]]
114: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51, 80], [22, 50, 15], [79, 82], [8, 2], [73, 44], [3, 78, 11], [37, 38], [42, 76, 27], [7, 43, 53], [1, 62], [35, 34, 52], [4, 20], [5, 6, 9], [10, 23, 13], [16, 17], [24, 21, 31], [29, 33, 30, 36], [19, 39, 25], [74, 28, 47], [70, 56, 63], [45, 49, 26], [54, 69], [58, 85], [32, 87, 48, 61], [88, 57, 86], [67, 84], [81, 83, 59, 46, 75, 77, 55, 72]]
115: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82, 8, 2], [73, 44, 3, 78], [11, 37], [38, 42, 76], [27], [7, 43], [53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
116: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12, 51], [80, 22, 50], [15, 79], [82, 8], [2, 73, 44], [3, 78], [11, 37, 38], [42, 76, 27], [7, 43, 53], [1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13], [16, 17, 24], [21, 31, 29], [33, 30, 36], [19, 39, 25], [74, 28, 47, 70], [56, 63], [45, 49, 26], [54, 69], [58, 85, 32], [87, 48, 61, 88], [57, 86, 67], [84, 81], [83, 59, 46], [75, 77, 55, 72]]
117: [[68, 66], [14, 64, 65], [41, 40, 71], [18, 60, 12], [51, 80], [22, 50, 15], [79, 82], [8, 2], [73, 44, 3], [78, 11, 37], [38, 42, 76], [27, 7], [43, 53], [1, 62, 35], [34, 52, 4], [20, 5, 6], [9, 10, 23], [13, 16, 17], [24, 21, 31], [29, 33, 30], [36, 19], [39, 25, 74], [28, 47, 70], [56, 63], [45, 49, 26], [54, 69, 58], [85, 32, 87], [48, 61, 88], [57, 86], [67, 84, 81], [83, 59, 46, 75], [77, 55, 72]]
118: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80], [22, 50, 15], [79, 82, 8], [2, 73], [44, 3, 78], [11, 37, 38], [42, 76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13, 16], [17, 24, 21, 31], [29, 33], [30, 36, 19], [39, 25], [74, 28, 47], [70, 56, 63, 45], [49, 26], [54, 69], [58, 85, 32], [87, 48], [61, 88, 57, 86], [67, 84, 81], [83, 59, 46, 75], [77, 55, 72]]
119: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51], [80, 22, 50, 15, 79, 82], [8, 2], [73, 44, 3], [78, 11, 37], [38, 42, 76], [27, 7], [43, 53, 1], [62, 35], [34, 52], [4, 20, 5], [6, 9], [10, 23, 13], [16, 17], [24, 21, 31], [29, 33, 30], [36, 19, 39], [25, 74, 28], [47, 70, 56], [63, 45, 49, 26], [54, 69, 58], [85, 32], [87, 48], [61, 88, 57, 86], [67, 84, 81], [83, 59, 46], [75, 77, 55, 72]]
120: [[68, 66], [14, 64, 65, 41, 40], [71, 18, 60, 12, 51, 80], [22, 50], [15, 79], [82, 8, 2], [73, 44, 3], [78, 11], [37, 38, 42, 76], [27, 7, 43, 53], [1, 62], [35, 34, 52], [4, 20], [5, 6, 9], [10, 23], [13, 16, 17, 24], [21, 31, 29, 33], [30, 36, 19], [39, 25, 74, 28], [47, 70, 56, 63, 45, 49], [26, 54, 69, 58, 85, 32, 87, 48, 61], [88, 57, 86, 67, 84, 81, 83, 59], [46, 75, 77, 55, 72]]
121: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51], [80, 22, 50], [15, 79], [82, 8, 2, 73], [44, 3, 78, 11], [37, 38, 42], [76, 27], [7, 43, 53, 1], [62, 35, 34], [52, 4, 20], [5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
122: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51], [80, 22], [50, 15], [79, 82, 8], [2, 73], [44, 3, 78], [11, 37, 38], [42, 76, 27], [7, 43, 53], [1, 62], [35, 34, 52], [4, 20, 5], [6, 9], [10, 23, 13], [16, 17, 24], [21, 31, 29], [33, 30, 36, 19], [39, 25, 74, 28], [47, 70, 56, 63], [45, 49], [26, 54, 69], [58, 85, 32], [87, 48, 61], [88, 57, 86, 67], [84, 81, 83], [59, 46, 75, 77], [55, 72]]
123: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80], [22, 50], [15, 79, 82], [8, 2], [73, 44, 3], [78, 11, 37], [38, 42, 76], [27, 7], [43, 53, 1, 62], [35, 34, 52], [4, 20, 5, 6], [9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69], [58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
124: [[68, 66], [14, 64, 65], [41, 40, 71], [18, 60], [12, 51], [80, 22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78], [11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13, 16], [17, 24], [21, 31], [29, 33, 30], [36, 19, 39, 25, 74], [28, 47, 70, 56, 63, 45], [49, 26], [54, 69, 58, 85, 32], [87, 48, 61, 88], [57, 86, 67], [84, 81, 83, 59], [46, 75, 77, 55, 72]]
125: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82, 8], [2, 73], [44, 3], [78, 11, 37, 38], [42, 76, 27], [7, 43, 53], [1, 62], [35, 34, 52], [4, 20, 5, 6], [9, 10, 23, 13], [16, 17], [24, 21, 31, 29], [33, 30, 36], [19, 39, 25, 74], [28, 47], [70, 56, 63], [45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75], [77, 55, 72]]
126: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82, 8], [2, 73], [44, 3, 78, 11], [37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35], [34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
127: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12, 51], [80, 22, 50, 15], [79, 82], [8, 2, 73], [44, 3, 78], [11, 37, 38], [42, 76, 27, 7], [43, 53], [1, 62, 35], [34, 52], [4, 20, 5], [6, 9, 10, 23], [13, 16, 17], [24, 21, 31, 29, 33, 30, 36], [19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
128: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80], [22, 50], [15, 79, 82], [8, 2], [73, 44, 3], [78, 11], [37, 38, 42], [76, 27, 7], [43, 53], [1], [62, 35, 34, 52], [4, 20], [5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
129: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50], [15, 79], [82, 8, 2], [73, 44, 3], [78, 11, 37], [38, 42], [76, 27, 7], [43, 53, 1, 62], [35, 34, 52], [4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
130: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51, 80], [22, 50, 15], [79, 82, 8], [2, 73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7], [43, 53, 1], [62, 35], [34, 52, 4, 20], [5, 6, 9], [10, 23, 13], [16, 17], [24, 21, 31], [29, 33, 30, 36], [19, 39, 25], [74, 28, 47], [70, 56, 63], [45, 49, 26], [54, 69, 58], [85, 32], [87, 48, 61, 88], [57, 86, 67, 84], [81, 83], [59, 46], [75, 77, 55, 72]]
131: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80], [22, 50], [15, 79, 82], [8, 2], [73, 44, 3], [78, 11], [37, 38, 42], [76, 27, 7, 43, 53], [1, 62], [35, 34, 52], [4, 20, 5], [6, 9], [10, 23], [13, 16, 17], [24, 21], [31, 29], [33, 30, 36], [19, 39], [25, 74, 28], [47, 70], [56, 63], [45, 49, 26], [54, 69, 58], [85, 32, 87], [48, 61], [88, 57], [86, 67, 84], [81, 83, 59, 46], [75], [77, 55, 72]]
132: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80, 22, 50], [15, 79, 82, 8, 2, 73, 44, 3, 78, 11, 37, 38, 42], [76, 27, 7, 43, 53, 1, 62, 35, 34, 52], [4, 20, 5, 6, 9, 10, 23, 13, 16, 17], [24, 21, 31, 29, 33, 30, 36, 19, 39], [25, 74, 28, 47, 70, 56, 63, 45], [49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
133: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51, 80], [22, 50], [15, 79, 82], [8, 2, 73], [44, 3], [78, 11], [37, 38, 42], [76, 27, 7], [43, 53], [1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13], [16, 17, 24, 21], [31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88], [57, 86, 67, 84, 81, 83, 59, 46, 75, 77], [55, 72]]
134: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80], [22, 50, 15], [79, 82, 8], [2, 73, 44], [3, 78], [11, 37], [38, 42], [76, 27, 7], [43, 53, 1], [62, 35], [34, 52, 4], [20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
135: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12], [51, 80, 22], [50, 15, 79], [82, 8, 2], [73, 44, 3], [78, 11], [37, 38], [42, 76, 27], [7, 43], [53, 1], [62, 35, 34], [52, 4], [20, 5, 6], [9, 10, 23], [13, 16], [17, 24, 21], [31, 29, 33], [30, 36, 19], [39, 25, 74, 28], [47, 70, 56], [63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
136: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78], [11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34], [52, 4, 20], [5, 6], [9, 10], [23], [13, 16], [17, 24, 21], [31, 29], [33, 30, 36], [19, 39, 25], [74, 28, 47], [70, 56, 63], [45, 49, 26, 54], [69, 58, 85], [32, 87, 48, 61], [88, 57], [86, 67, 84, 81], [83, 59, 46], [75, 77, 55, 72]]
137: [[68, 66, 14, 64], [65, 41, 40], [71, 18], [60, 12], [51, 80], [22, 50], [15, 79, 82, 8], [2, 73], [44, 3, 78], [11, 37, 38, 42], [76, 27, 7], [43, 53], [1, 62, 35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13], [16, 17, 24], [21, 31, 29], [33, 30, 36, 19], [39, 25], [74, 28, 47], [70, 56], [63, 45, 49], [26, 54, 69, 58], [85, 32, 87, 48], [61, 88, 57], [86, 67, 84, 81], [83, 59, 46], [75, 77, 55, 72]]
138: [[68, 66], [14, 64, 65, 41], [40], [71, 18, 60], [12, 51], [80, 22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78], [11, 37, 38], [42, 76], [27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9], [10, 23, 13], [16, 17, 24], [21, 31], [29, 33], [30, 36, 19], [39, 25], [74, 28, 47], [70, 56, 63, 45], [49, 26, 54, 69], [58, 85, 32], [87, 48, 61, 88], [57, 86], [67, 84, 81, 83], [59, 46, 75, 77], [55, 72]]
139: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82, 8, 2], [73, 44, 3], [78, 11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31], [29, 33, 30, 36, 19, 39, 25, 74], [28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
140: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51, 80, 22, 50], [15, 79, 82, 8], [2, 73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7, 43, 53], [1, 62, 35], [34, 52, 4], [20, 5, 6], [9, 10, 23], [13, 16, 17, 24, 21, 31], [29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
141: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50, 15], [79, 82, 8, 2], [73, 44, 3], [78, 11, 37], [38, 42, 76], [27, 7], [43, 53, 1, 62], [35, 34, 52, 4], [20, 5], [6, 9], [10, 23, 13], [16, 17, 24, 21, 31, 29, 33, 30], [36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
142: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80], [22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78, 11], [37, 38, 42, 76], [27, 7, 43, 53], [1, 62, 35, 34, 52], [4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
143: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50], [15, 79, 82, 8, 2], [73, 44, 3, 78, 11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
144: [[68, 66, 14], [64, 65, 41], [40, 71, 18], [60, 12], [51, 80, 22], [50, 15, 79], [82, 8, 2], [73, 44, 3], [78, 11], [37, 38, 42], [76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4, 20], [5, 6, 9, 10, 23, 13, 16, 17, 24, 21], [31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
145: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12], [51, 80], [22, 50], [15, 79], [82, 8, 2], [73, 44, 3], [78, 11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35], [34, 52, 4, 20, 5, 6, 9, 10, 23, 13], [16, 17, 24, 21, 31, 29, 33, 30, 36, 19], [39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
146: [[68, 66, 14, 64, 65], [41, 40, 71], [18, 60], [12, 51, 80], [22, 50], [15, 79, 82, 8], [2, 73], [44, 3, 78, 11], [37, 38, 42], [76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4, 20], [5, 6], [9, 10, 23], [13], [16, 17, 24], [21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48], [61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
147: [[68, 66], [14, 64, 65, 41], [40, 71, 18, 60], [12, 51, 80, 22, 50], [15, 79, 82, 8, 2, 73, 44, 3, 78, 11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
148: [[68, 66], [14, 64, 65], [41, 40, 71], [18, 60], [12, 51], [80, 22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78], [11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47], [70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32], [87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
149: [[68, 66, 14], [64, 65], [41, 40], [71, 18], [60, 12, 51, 80, 22, 50, 15], [79, 82, 8, 2, 73, 44, 3, 78, 11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4], [20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
150: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51, 80, 22], [50, 15, 79, 82], [8, 2, 73], [44, 3], [78, 11, 37, 38], [42, 76, 27], [7, 43, 53], [1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81], [83, 59, 46, 75, 77, 55, 72]]
151: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51, 80], [22, 50, 15], [79, 82, 8], [2, 73, 44], [3, 78, 11], [37, 38], [42, 76, 27], [7, 43, 53], [1, 62], [35, 34], [52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74], [28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88], [57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
152: [[68, 66], [14, 64], [65, 41], [40, 71, 18], [60, 12, 51], [80, 22, 50], [15, 79], [82, 8, 2], [73, 44, 3], [78, 11], [37, 38], [42, 76, 27], [7, 43], [53, 1], [62, 35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13], [16, 17], [24, 21, 31], [29, 33], [30, 36, 19], [39, 25], [74, 28, 47], [70, 56, 63], [45, 49, 26, 54], [69, 58], [85, 32], [87, 48, 61, 88, 57], [86, 67, 84, 81], [83, 59, 46], [75, 77, 55, 72]]
