0: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3, 8], [14, 15], [26, 19, 50], [11, 17, 16, 21], [18, 25, 28, 20], [59, 27, 30], [38, 56, 45, 42], [58, 33, 34, 31], [61, 46, 40], [44, 37, 36, 32], [29, 35, 62, 43], [52, 51, 53], [41, 47, 55, 60], [48, 49, 54, 57, 63], [65, 64], [68, 70], [67, 66, 77, 69, 71, 73, 76, 75, 72], [74, 78, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
102: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9], [3, 8, 14, 15], [26, 19, 50, 11], [16, 20, 21, 18], [28, 17, 27], [30, 25, 29], [63, 61, 45, 53], [31, 38, 32, 34, 33], [44, 35, 36, 41], [43, 40, 37], [46, 62, 47, 49, 60], [48, 42, 51], [52, 57, 56], [54, 55, 59], [58, 65, 64], [68, 67, 73], [66, 75, 70, 71], [69, 78, 77, 74], [72, 76, 79], [84, 81, 80, 82], [83, 87, 85, 86, 88]]
103: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [39, 9, 3], [8, 14, 15, 26], [19, 50, 11, 20], [16, 21, 18], [27, 17, 25], [29, 30, 28], [61, 31, 37, 62, 32], [55, 33, 49, 51, 40, 34, 43, 35, 36, 46, 54, 44, 60, 38, 41, 42, 45, 47, 53, 57, 52, 48, 56], [59, 63, 58, 65, 64, 68, 67, 66, 70, 73, 77, 78, 69, 71, 74, 75, 79, 72, 76, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
104: [[24, 23, 1, 13], [2, 4, 12], [22, 6, 5], [7, 10, 39], [9, 3, 8], [14, 15, 26], [19, 50, 11, 20], [17, 16, 18, 28], [21, 31, 59, 27], [29, 62, 35, 33], [25, 30, 34, 45, 46], [32, 36, 51, 38], [37, 44, 47], [41, 40, 42, 57], [58, 53, 48, 43], [49, 55, 52], [56, 54, 60, 63], [61, 65, 64, 68], [67, 70, 66, 75], [69, 77, 71, 73], [76, 74, 72], [78, 79], [84, 81, 82, 80, 83], [87, 85, 86, 88]]
105: [[24, 23], [1, 13, 2, 4], [12, 22, 6, 5], [7, 10, 39], [9, 3, 8, 14], [15, 26, 19, 50], [11, 16, 21], [17, 18], [25, 20, 30, 28], [31, 27, 62, 63], [41, 33, 29, 43], [58, 42, 37, 32], [34, 35, 36, 45], [40, 44, 46, 47], [56, 54, 38, 53], [52, 49, 48, 51], [59, 57, 55, 60], [61, 65, 64, 68], [67, 70, 66], [75, 69, 77, 73], [71, 72, 76, 74], [78, 79, 84], [81, 82, 80], [83, 87], [85, 86, 88]]
106: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10, 39], [9, 3, 8, 14], [15, 26, 19], [50, 11, 17], [16, 20, 18, 25, 29], [27], [21, 28, 56, 62, 58, 42, 37, 30, 33, 46, 36, 32, 47, 34, 41, 43, 31, 35, 38, 40, 44, 45, 49, 60, 53, 48, 51, 52, 54, 59, 55, 57, 63, 61, 65, 64, 68, 70, 67, 66, 78, 69, 76, 77, 71, 74, 72, 73, 75, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
107: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3], [8, 14, 15, 26], [19, 50, 11], [16, 21, 17, 18], [30, 20, 28, 60], [25, 31, 62, 57], [41, 27, 61, 35], [29, 36, 46, 40], [42, 34], [33, 47, 44, 32], [45, 38, 58, 48], [43, 49, 37], [52, 54, 55], [51, 53, 59, 56, 63, 65, 64, 68, 67, 69, 66, 75], [70, 71, 72], [73, 74, 76, 77, 78, 79, 84, 81, 82, 80], [83, 87, 85, 86, 88]]
108: [[24, 23, 1, 13], [2, 4, 12], [22, 6], [5, 7, 10, 39], [9, 3], [8, 14, 15], [26, 19, 50, 11], [17, 16, 20, 18, 29, 21, 28, 27, 54, 25], [62, 53, 33, 58, 30, 32, 45, 31, 52], [35, 34], [36, 42, 41, 40], [47, 43, 37, 38], [44, 46], [57, 59, 48], [49, 51, 56], [55, 60, 63, 61, 65], [64, 68, 70], [67, 66, 78, 69, 77], [71, 74, 72, 73, 76, 75, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
109: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 3, 7], [42, 5, 9], [35, 8, 14, 15], [26, 19, 50, 11], [16, 10, 21], [18, 25, 29, 17], [20, 27, 30], [62, 59, 45], [49], [28, 41, 31, 33, 39, 34, 32, 46, 36, 40, 43, 44, 38, 51, 37, 60, 57, 55, 47, 54, 53, 56, 48], [58, 52, 61, 63, 65, 64, 68, 70, 69, 66, 73, 77, 71, 67, 74, 72, 75, 78, 76], [79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
110: [[24, 23, 1, 13], [2, 4, 12], [22, 6, 5], [7, 10, 39, 8], [11, 3, 14], [15, 26, 19, 50], [9, 16, 20], [17, 21, 18], [27, 25, 57, 28, 63], [29, 30, 53, 51, 31], [38, 32, 33], [35, 44, 49], [34, 36, 45, 40, 43], [42, 46, 61, 41, 37], [47, 55, 48, 52, 54, 58, 56, 59, 60, 62, 65, 64, 68, 70, 69, 66, 75, 67, 71, 72, 73, 78, 74, 76, 77, 79, 84, 81, 82, 80, 83], [87, 85, 86, 88]]
111: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10, 39], [9, 3, 8, 14], [15, 26, 19, 50, 11], [20, 16, 21, 18], [28, 17, 57], [61, 25, 30], [60, 59, 33, 27], [29], [35, 31, 38, 46, 42, 45, 32, 37, 44, 36, 34, 40, 41, 62, 43, 56, 52, 53, 48, 47, 51, 49, 54, 58, 55, 63, 65, 64, 68, 70, 67, 66, 76, 77, 71, 69, 72, 74, 73, 75, 78, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
112: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10, 39], [9, 3, 8, 14, 15], [26, 19, 50, 11], [20, 16, 21, 18], [17, 28, 27, 25], [29, 30, 58, 31], [44, 56, 41, 38, 45], [32, 34, 36, 37, 40], [42, 33, 43], [35, 61], [46, 53, 54], [63, 47, 49, 48], [59, 52, 60], [51, 57, 55, 62], [65, 64], [68, 67, 69], [66, 74, 79, 71], [76, 75, 72], [70, 77, 73, 78], [84, 81, 80, 82, 83], [87, 85, 86, 88]]
113: [[24, 23, 1, 13], [2, 4, 12], [22, 6, 5, 7], [10, 39, 9], [3, 8, 14, 15], [26, 19, 50, 11, 17], [16, 21, 18, 28], [20, 29, 57, 25], [31, 62], [54, 56, 30, 33], [41, 27, 34, 55], [36, 32, 44], [37, 35, 49], [38, 40, 60, 45], [42, 51, 43], [47, 46, 52, 58], [48, 53, 59, 61], [63, 65, 64], [68, 67, 69, 66], [77, 70, 78], [71, 75, 72, 73], [74, 76, 79, 84], [81, 80, 82, 83], [87, 85, 86, 88]]
114: [[24, 23, 1, 13], [2, 4, 12], [22, 6, 5], [7, 10, 39], [8, 3, 9, 14], [15, 26, 19, 50], [11, 17, 16, 20], [21, 28, 18, 27], [25, 29, 61, 30], [41, 56, 31, 36], [34, 52, 45, 33], [32, 35, 40], [37, 38, 44, 53], [42, 46, 43, 55], [48, 54, 57, 49], [47, 59, 51, 62, 58], [63, 60, 65], [64, 68, 70, 66, 67], [76, 77, 71, 73], [74, 69, 72, 78], [79, 75, 84, 81], [80, 82, 83, 87, 85, 86, 88]]
115: [[24, 23, 1, 13], [2, 4, 12, 22, 6], [5, 7, 10, 43], [8, 3, 9, 14, 15], [26, 19], [50, 11, 20, 17, 16, 18, 28, 25, 29, 21, 27, 30, 31, 34, 47, 36, 40, 32, 44], [45, 35, 37, 39, 38, 42, 48, 49, 52, 60, 41, 46, 56, 53, 62, 51, 54, 33, 61, 59, 55, 58, 57, 63, 65, 64, 68, 70, 67, 66, 73, 77, 71, 76, 74, 79, 72, 69, 75, 78, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
116: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [39, 9, 3, 8], [14, 15, 26], [19], [50, 11, 16, 20, 17, 18, 21, 29, 27, 28, 25, 30, 62, 63, 44, 48, 61, 37, 34, 38, 31, 33, 49, 32, 35, 43, 36, 46, 45, 41, 47, 56, 57], [40, 42, 54, 52, 51, 53, 55, 60, 58, 59, 65, 64, 68, 70, 73, 66, 74, 78, 71], [67, 69, 72, 79, 76, 75, 77, 84, 81, 82], [80, 83, 87, 85, 86, 88]]
117: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3], [8, 14, 15, 26], [19, 50, 11], [17, 16, 20, 18], [30, 21, 25, 57], [29, 27, 62, 63], [41, 33, 28], [43, 31, 32], [34, 42, 36, 35], [37, 45, 44], [40, 46, 38], [47, 54], [58, 48, 52], [49, 51], [53, 55, 56, 59, 60, 61, 65, 64, 68, 67, 69, 66, 76, 79, 70, 73, 71, 74, 72, 75, 78, 77, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
118: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3, 8], [14, 15, 26, 19], [50, 11, 17], [16, 20, 18, 29], [21, 27, 30, 25], [28, 60, 31, 36], [53, 33, 35, 38], [42, 32, 41, 44, 52], [34, 37, 49, 57, 47], [40, 55, 59], [43, 45, 46], [48, 54, 62, 56], [51, 61, 63, 58], [65, 64, 68], [70, 69, 66], [78, 77, 67, 74, 73], [71], [72, 75, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
119: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10, 39, 9, 3, 8, 14, 15], [26, 19, 50, 11, 20, 16, 17, 18, 27, 29, 21, 28, 25, 30, 62, 63, 45, 49, 31, 37, 32, 34, 38, 35, 33, 46, 40, 43, 44, 36, 42, 41, 53, 60, 57, 55, 47, 54, 52, 48, 51, 56, 58, 61, 59, 65, 64, 68, 70, 73, 66, 75, 69, 71, 67, 74, 72, 77, 78, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
120: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [39, 9, 3], [8, 14, 15, 26], [19, 50, 11, 17, 16, 21, 18], [20, 27, 59, 25, 28], [31, 30, 58, 44], [29, 33, 35, 45], [41, 34, 32], [36, 40], [37, 38, 43], [42, 54], [46, 47, 62, 48, 57, 52, 49, 51, 53, 60, 55, 56, 63, 61, 65, 64, 68, 70, 69, 66, 75, 71, 77, 67, 74, 72, 73, 76, 78, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
121: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5], [7, 10, 39, 9], [3, 8, 14], [15, 26, 19, 50], [11, 17, 16, 20], [21, 18, 25], [27, 57, 31], [30, 61, 28, 32], [41, 38], [29, 52, 42], [36, 34, 33, 40], [46, 47], [44, 35, 43], [37, 54, 62], [45, 51, 48], [55, 53, 49, 56], [60, 58, 59, 63], [65, 64, 68], [67, 69, 66, 78], [70, 73, 77, 71, 74, 72, 75, 76, 79], [84, 81, 82, 80, 83, 87, 85, 86, 88]]
122: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3, 8], [14, 15, 26, 19], [50, 11, 21, 16], [17, 18, 28, 20], [30, 57, 27, 29, 61], [25, 31, 32, 56], [37, 43, 36], [33, 35, 34, 40], [47, 45, 41, 38, 42, 48], [46, 58, 53, 49, 44], [51, 52], [59, 60, 55, 54], [62, 63, 65, 64], [68, 67, 69, 66], [75, 76, 78], [71, 74, 72, 73, 70], [79, 77, 84, 81], [80, 82, 83], [87], [85, 86, 88]]
123: [[24, 23, 1, 13], [2, 4], [12, 22, 6], [5, 7, 10, 39], [9, 3, 8, 14], [15, 26, 19, 50, 11], [20, 16], [21, 18, 17, 28], [25, 27, 29, 30], [58, 62, 33, 31], [59, 55, 32, 35, 45], [37, 34, 46, 40, 38], [41, 43, 47, 42, 36], [48, 44, 57], [51, 53], [49, 54, 61, 56, 52], [60, 63, 65], [64, 68, 67, 69, 66, 74, 78, 71, 70, 73, 72, 76], [77, 75, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
124: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3, 8], [14, 15, 26, 19], [50, 11, 20], [16, 21, 17, 18], [29, 25], [28, 61, 27], [60, 52], [41, 63, 32], [43, 33, 42, 34], [30, 49, 37], [31, 35, 44, 36], [46, 38, 45, 54, 40], [47, 48, 51, 58], [53, 57, 55, 62], [59, 56, 65], [64, 68, 70], [67, 66, 74, 79], [69, 75, 71, 72, 76, 73, 78, 77, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
125: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [39, 9, 3, 8, 14], [15, 26, 19, 50], [11, 17, 20, 16], [21, 25, 18], [27, 29, 28, 30], [61, 62, 41, 37], [51, 38, 31], [36, 33, 32, 54, 34], [46, 35], [40, 44, 42], [43, 45, 60, 49], [47, 58, 48, 52, 53], [56, 59], [55, 57, 63], [65, 64, 68, 67], [73, 66, 77, 69, 78], [70, 74, 76, 71, 72], [75, 79, 84], [81, 82], [80, 83, 87], [85, 86, 88]]
126: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 3, 7, 10], [37, 9, 35, 8, 14, 15, 26, 19], [50, 11, 16, 5, 21, 20, 28, 25, 17, 18, 31, 29, 30, 62, 40, 27, 56, 33, 54, 32, 34, 36, 42, 38, 44, 39, 41, 45, 43, 46, 47, 57, 52, 60, 48, 53, 58, 63, 49, 51, 55, 61, 59, 65, 64, 68, 67, 70, 66, 77, 71, 69, 75, 72, 74], [73, 78, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
127: [[24, 23, 1, 13], [2, 4, 12, 22, 6], [5, 7, 10], [39, 9, 3, 8], [14, 15, 26], [19, 50, 25, 17, 20, 11, 18, 16, 28, 61, 29, 21, 27, 62, 57, 36], [60, 30, 31, 38, 51, 63], [32, 33, 40, 35, 43, 34, 44, 37, 54, 47, 45, 42, 52, 41, 46, 49, 48, 53, 56, 55, 58, 59, 65, 64, 68, 70, 67, 66, 75, 69], [71, 74, 72, 76, 73, 77, 78, 79, 84, 81, 82, 80, 83, 87, 85], [86, 88]]
128: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3, 8], [14, 15, 26, 19], [50, 11, 16], [20, 21, 17, 18], [25, 27], [31, 30, 28], [62, 38], [32, 51, 45], [40, 34, 42, 29], [43, 33, 36], [44, 35, 46, 47], [37, 41, 52, 53, 49], [55, 54, 58, 48], [60, 56, 57, 63, 59, 61, 65, 64, 68, 67, 70, 66, 74, 79, 69, 75, 71, 72], [73, 76, 78, 77, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
129: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5], [7, 10, 39, 9], [3, 8, 15], [14, 19, 21, 52, 11, 17], [16, 18, 25], [29, 26, 27, 28], [34, 30, 61, 20, 45, 31], [60, 32, 46, 33], [38, 44, 35, 37], [42, 41, 40], [47, 43, 36, 50], [59, 48, 53], [54, 49, 51, 58, 56], [55], [57, 63, 62, 65, 64, 68, 67, 69, 66, 77, 71, 70, 72, 75, 74, 73, 79, 78, 76, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
130: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3], [8, 14, 15, 26], [19, 50, 11, 16], [20, 21, 18], [17, 28, 25, 27], [29, 46, 31, 30], [40, 33, 37], [38, 35, 32, 36], [44, 49, 42, 34], [43, 45, 47, 41], [63, 51, 52, 48, 53], [55, 54, 56, 57, 60, 58], [59, 62, 61, 65, 64], [68, 67, 66], [70], [73, 78, 77, 75, 72, 69, 74, 71, 76, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
131: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39], [9, 3, 8, 14], [15, 26, 19], [50, 11, 17, 16], [21, 20, 18, 29], [27, 28, 25], [30, 62, 53, 41], [31, 36, 33, 35], [40, 63, 46], [34, 44, 37, 32], [43, 38, 56, 60, 45], [47, 59, 61], [49, 42, 55, 51, 48], [52, 54, 57, 58, 65], [64, 68, 67, 69], [66, 77, 71, 74], [70, 72, 73, 78], [76, 75, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
132: [[24, 5, 9, 23], [2, 4, 12, 22], [6, 1, 7, 10], [3, 8, 11, 13], [14, 15, 26], [19, 16], [21, 17, 18, 20], [28, 27, 57, 25, 29], [54, 30, 46, 40], [37, 50, 41, 38, 47], [32, 31, 33, 35], [34, 42, 36, 43, 39, 45], [55, 48, 53, 44, 51], [49, 52, 56, 61, 58], [62, 59, 60, 63], [65, 64, 68], [70, 67, 66], [75, 77, 69, 71, 73, 78, 72, 76], [74, 79, 84, 81, 80, 82, 83, 87, 85, 86], [88]]
133: [[24, 1, 13, 23], [2, 4, 12, 22, 6, 5], [7, 10, 3, 9], [8, 11, 14, 15], [51, 18, 48, 20], [16, 17, 29, 19, 25, 56, 58, 26, 62, 27, 28, 60, 41, 38, 43, 31, 32, 30, 33, 34, 35, 36, 42, 44, 40, 37, 47, 39, 49, 54, 50, 52, 46, 45, 21, 53, 59, 55, 61, 57, 63, 65, 64, 68, 67, 69, 66, 70, 77, 78, 71, 74], [73, 72, 75, 76, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
134: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9], [3, 8, 14], [15, 26, 19], [50, 11, 21, 16], [17, 18], [20, 27, 25, 29], [28, 51, 61, 43], [32, 30], [55, 31], [44, 63, 33], [34, 42, 35, 40], [41, 37, 36], [38, 45], [56, 47, 54], [48, 49, 52], [46, 53, 58], [57, 59, 62, 60], [65, 64, 68], [67, 69, 66, 74], [77, 71, 76, 75, 70], [73, 72, 78, 79, 84], [81, 82, 80, 83], [87, 85, 86, 88]]
135: [[24, 21, 1, 23], [2, 4, 12, 22], [6, 5, 7], [10, 39], [8, 3, 14, 30], [15, 26, 19, 50], [11, 17, 16], [20, 18, 27, 25], [28, 29, 62], [31, 42, 33, 45], [35, 55, 52], [36, 9, 46], [38, 32, 34], [40, 37, 41, 44], [47, 13, 53, 48], [43, 57, 56, 49], [51, 54, 58, 59], [63, 61, 60], [65, 64, 68, 70, 69], [66, 75], [67, 77, 71], [72, 79, 74], [73, 76, 78, 84, 81], [80, 82, 83], [87, 85, 86, 88]]
136: [[24, 23, 1, 13, 2], [4, 12, 22, 6], [5, 7, 10, 39], [9, 3, 8, 14], [15, 26, 19, 50, 11, 16, 20, 21, 18, 28, 17, 27, 56, 25, 29, 62, 38, 30, 31, 54, 35, 33, 34, 61, 42, 32, 46, 37, 36, 41, 44, 40, 45, 47, 53, 48, 49, 51, 43, 52, 55, 57, 58, 59, 60, 63, 65, 64, 68, 67, 69, 66, 77, 70, 78, 71, 73, 72, 75, 74, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
137: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5], [7], [10, 39, 9, 3, 8, 14, 15, 26, 19, 50, 11, 20, 17, 18, 16, 29, 25, 52, 59, 21, 56, 62, 57, 35, 41, 30, 27, 47, 40, 32, 37, 34, 36, 28, 44, 31, 33, 38, 43, 42, 49, 45, 48, 54, 53, 61, 46, 51, 55, 58, 60, 63, 65, 64, 68, 70, 69, 66, 75, 67, 76, 77, 71, 73, 72, 74, 78, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
138: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 11, 8], [39, 3, 7, 9], [14, 15, 26], [19, 50], [10, 17, 18, 16], [20, 21, 28], [59, 25, 27, 61], [58, 30, 37, 29], [41, 42, 35, 47], [31, 32, 46, 33], [38, 45, 34, 36], [40, 44, 43, 48], [49, 51, 53], [52, 55, 56, 60], [54, 57, 62, 63], [65, 64, 68, 67], [70, 66, 73, 77], [71, 78, 69, 72, 74, 75, 76, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
139: [[24, 23], [1, 13, 2], [4, 12, 22, 6, 5], [7, 10, 39, 9, 3], [8, 14, 15, 26, 19], [50, 25, 17], [16, 21, 18, 11], [20, 27, 29, 28, 59], [62, 31, 36, 57, 32], [60, 30, 35, 51, 38, 33, 41, 34, 37, 40, 44, 46, 47, 58, 43, 42, 48, 45, 52, 56, 49, 53, 54, 55, 61, 63, 65, 64, 68, 67, 66, 70, 75, 69, 71, 73, 72, 74, 76, 78, 77, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
140: [[24, 23, 1], [13, 2, 4, 12], [22, 6, 5, 7], [10, 39, 9, 3], [8, 14], [15, 26, 19, 50, 11], [17, 16, 21, 18], [28, 20, 27, 25], [29, 31], [30, 55, 40, 60], [32, 41, 34, 35], [51, 36, 42], [44, 37, 46, 33], [43, 52, 61, 47], [38, 54, 57], [45, 62, 49, 56], [48, 53, 59, 63], [58, 65, 64], [68, 67, 69, 66], [73, 79, 70], [75, 71, 72, 74], [77, 76, 78, 84], [81, 80, 82, 83], [87, 85, 86, 88]]
141: [[24, 23, 1], [8, 6, 12, 13, 22], [3, 5, 2], [10, 39, 9, 4], [7, 14, 27], [11, 19, 18], [16, 20, 21, 17, 48], [59, 25], [28, 15, 29, 38], [60, 54, 41, 26], [31, 57, 30], [34, 33, 40], [44, 32, 42, 36], [45, 43, 46], [37, 61, 35, 47], [49, 50, 52], [53, 51, 56, 55], [58, 62, 63, 69], [65, 66, 73, 67, 64, 68, 76, 77, 75, 71, 72, 74, 70, 78, 79, 84, 81, 80, 83, 86], [85, 82, 87], [88]]
142: [[24, 3, 13, 1], [2, 4, 12, 22, 6], [5, 7, 9, 8], [14, 15, 19, 10], [27, 50, 11, 17], [16, 21, 18, 20, 26], [29, 25, 28, 30], [33, 61, 63, 38, 23, 46, 31, 32, 35, 60, 52, 37, 34, 36, 42, 47, 41, 44, 39, 40, 43, 57, 48, 58, 55, 53, 51, 45, 62, 54, 49, 56, 59, 65, 64, 68, 67, 70, 66, 78, 69, 77, 71, 75, 72, 76, 73, 74, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
143: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [39, 9, 3, 8, 14], [15, 26, 19], [50, 11], [16, 21, 17, 20, 30], [18, 25, 29, 27], [31, 61, 28], [45, 34, 36], [43, 33, 35, 37], [32, 38, 40, 41], [47, 46, 42], [44, 56, 48, 55], [60, 53, 57, 52, 49], [62, 54, 58], [51, 59, 63, 65, 64], [68, 67, 69, 66, 74], [78, 71, 70, 73], [72, 77, 75, 76], [79, 84, 81, 80], [82, 83, 87, 85, 86, 88]]
144: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [39, 9, 3], [8, 14, 15, 26, 19], [50, 11, 20, 16, 17], [18, 25, 21, 27], [57, 31, 28, 29], [58, 40, 61, 51], [30, 35, 43, 42, 47], [34, 36, 33, 37, 32, 46, 38, 52, 41, 44, 48, 62, 60, 45, 49, 53, 54, 59, 55, 56, 63, 64, 68, 65, 67, 69, 66, 77, 70, 79, 71, 74, 72, 73, 75, 76, 78, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
145: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 11, 10], [9, 3, 8, 14], [15, 26, 19, 50], [27, 20, 16, 21], [18, 17, 29, 25], [28, 30, 31], [47, 36, 53, 37, 33], [34, 41, 35, 40, 32], [39, 38, 44], [45, 42], [43, 46, 49], [48, 55, 51, 57, 52], [54, 56, 62], [58, 63, 59, 60], [61, 65, 64, 68, 67], [69, 66, 75, 70], [71, 76], [73, 72, 74], [77, 78], [79, 84, 81, 80], [82, 83, 87, 85], [86, 88]]
146: [[24, 23, 1, 13], [2, 4, 12, 22, 6], [5, 7, 10], [39, 9, 3, 8, 14, 15, 26, 19, 50, 11, 21, 16], [17, 18, 20, 29, 27, 25, 31, 30, 28, 60, 41, 38, 55, 54, 33, 32, 59, 34, 40, 43, 42, 37, 35, 36, 44, 47, 48, 49, 46, 45, 51, 53, 57, 52, 61, 56, 58, 62, 63, 65, 64, 68, 70, 69, 66, 77, 73, 71, 67, 74, 72, 75, 78, 76, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
147: [[24, 23, 1, 13], [2, 4, 12, 22, 6], [3, 7, 10], [39, 8, 18, 9, 14], [15, 26], [19, 50, 11], [16, 5, 20], [21, 28, 25, 27, 59], [17, 58, 29], [30, 32, 31, 60], [33, 55, 45, 48], [35, 38, 36, 46], [34, 43, 37, 47, 40], [42, 56, 44, 49], [41, 51, 52, 54], [57, 61, 53, 62], [63, 65, 64, 68, 67], [69, 66, 78], [70, 76, 79, 71], [75, 72, 73, 74, 77], [84, 81, 82, 80, 83, 87, 85, 86], [88]]
148: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 3, 7], [10, 37, 9], [35, 8, 14, 15], [26, 19, 51, 11], [16, 5, 21], [20, 29, 17, 25], [18, 28, 31], [58, 27, 30, 61], [50, 49, 32, 47, 38], [36, 42, 33], [34, 39, 41, 43], [45, 40, 52], [44, 60, 59, 46], [54, 48, 55, 53], [56, 57], [62, 63, 65, 64], [68, 70, 69, 66, 74, 77, 71, 67, 75, 73, 72, 76], [78, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
149: [[24, 23, 1, 13], [2, 4, 12, 22, 6], [5, 7, 10], [39, 9, 3], [8, 14, 15, 26], [19, 50, 11], [20, 16, 21], [18, 17, 25, 27], [29, 37, 28, 61, 30, 44, 46, 63, 31, 32, 56], [33, 34, 35, 45], [38, 41, 36], [40, 42], [53, 49, 43, 47], [48, 55, 51, 57], [52, 54, 62], [58, 59, 60, 65, 64, 68, 67, 69, 66, 74, 79, 70, 77, 71, 72, 73, 75, 76, 78], [84, 81, 82, 80, 83, 87, 85, 86, 88]]
150: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [39, 9, 3, 8], [14, 15, 26, 19], [50, 11, 17, 18, 20], [16, 29, 25], [27, 21], [30, 28, 60, 58], [41, 31, 33, 35], [36, 42, 34], [37, 38, 43, 40], [32, 45, 47, 44, 49], [46, 52, 48, 51, 54], [53, 55, 56, 59], [61, 57, 62, 63], [65, 64, 68], [70, 69], [66, 73], [77, 67, 71], [72, 74, 79, 78], [76, 75, 84, 81], [82, 80, 83], [87, 85, 86, 88]]
151: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10, 35], [11, 3, 8, 15], [31, 18, 19, 9], [14, 27, 16, 20], [17, 21, 29, 26], [28, 25, 60], [45, 32, 33, 44, 30], [46, 36, 41, 34, 37], [38, 39, 47, 40], [42, 43, 54, 51], [61, 49, 52, 53], [48, 59, 56, 55, 50, 57, 58, 62, 63, 65, 64, 66, 67, 70, 68, 75, 69, 71, 73, 74, 72], [76, 78, 79, 77, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
152: [[24, 23, 1, 13], [2, 4, 12, 22, 6], [5, 7, 10], [39, 9, 3, 8], [14, 15, 26], [11, 50, 18, 17], [16, 21, 20], [25, 19, 58, 27], [30, 31, 28, 57], [41, 33, 29, 34], [46, 32, 38, 35], [36, 44, 37, 42, 40, 49], [62, 47, 43, 45], [48, 53, 54, 51], [55, 52, 56], [59, 60, 63, 61], [65, 64, 68, 70, 67], [66, 73, 79, 77, 74], [72, 69, 71, 75], [76, 78, 84, 81], [80, 82], [83, 87, 85], [86, 88]]
