0: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41, 51, 14], [74, 46, 16, 17, 11], [26, 53, 20, 34, 77], [49, 39, 8, 72, 31], [70, 42, 38, 81, 5], [1, 24, 64], [27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57, 35], [40, 59], [10, 55], [19, 29, 44], [36, 43, 60], [48, 61], [45, 65, 63], [52, 69, 80], [62, 66], [47, 67, 68], [76, 54], [88, 78], [82, 79], [86, 75, 87, 83]]
102: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
103: [[3, 22, 12], [56, 6], [9, 50], [58, 37], [7, 13, 28], [23, 18], [2, 15], [4, 41, 51], [14, 74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32], [84, 25], [71, 33], [30, 21, 73], [85, 57, 35], [40, 59, 10], [55, 19], [29, 44, 36], [43, 60, 48], [61, 45], [65, 63, 52], [69, 80, 62], [66, 47, 67], [68, 76, 54], [88, 78], [82, 79, 86], [75, 87, 83]]
104: [[3, 22], [12, 56], [6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4], [41, 51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84, 25], [71, 33, 30], [21, 73, 85], [57, 35, 40], [59, 10], [55, 19], [29, 44, 36], [43, 60, 48], [61], [45, 65, 63, 52], [69, 80, 62], [66, 47], [67, 68, 76, 54], [88, 78, 82], [79, 86, 75, 87, 83]]
105: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41, 51, 14], [74, 46, 16, 17, 11, 26, 53, 20, 34, 77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
106: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26, 53], [20, 34, 77, 49], [39, 8], [72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
107: [[3, 22], [12, 56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53], [20, 34], [77, 49, 39], [8, 72], [31, 70, 42], [38, 81], [5, 1, 24], [64, 27], [32, 84], [25, 71], [33, 30, 21], [73, 85, 57], [35, 40, 59], [10, 55, 19], [29, 44], [36, 43, 60], [48, 61, 45], [65, 63, 52], [69, 80], [62, 66, 47], [67, 68, 76], [54, 88], [78, 82], [79, 86], [75, 87, 83]]
108: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8], [72, 31], [70, 42], [38, 81, 5, 1], [24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
109: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20], [34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
110: [[3, 22, 12], [56, 6], [9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15], [4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1, 24], [64, 27, 32], [84, 25], [71, 33, 30, 21], [73, 85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
111: [[3, 22], [12, 56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15], [4, 41], [51, 14, 74], [46, 16], [17, 11], [26, 53, 20], [34, 77, 49], [39, 8], [72, 31, 70], [42, 38, 81, 5], [1, 24, 64, 27], [32, 84], [25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
112: [[3], [22, 12, 56], [6, 9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20, 34], [77], [49, 39], [8, 72, 31], [70, 42, 38], [81, 5, 1], [24, 64, 27], [32, 84, 25], [71, 33, 30], [21, 73, 85], [57, 35, 40], [59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45], [65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
113: [[3, 22], [12, 56, 6], [9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11], [26, 53], [20, 34, 77], [49, 39], [8, 72, 31], [70, 42, 38], [81, 5, 1], [24, 64, 27], [32, 84, 25], [71, 33, 30], [21, 73], [85, 57, 35], [40, 59, 10], [55, 19], [29, 44, 36], [43, 60, 48], [61, 45, 65], [63, 52, 69], [80, 62], [66, 47], [67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
114: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13], [28, 23, 18], [2, 15], [4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20, 34], [77, 49, 39, 8], [72, 31], [70, 42], [38, 81, 5], [1, 24, 64], [27, 32], [84, 25, 71], [33, 30, 21, 73], [85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36], [43, 60, 48], [61, 45], [65, 63], [52, 69, 80], [62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
115: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17], [11, 26, 53, 20], [34, 77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
116: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53], [20, 34], [77, 49, 39], [8, 72], [31, 70, 42], [38, 81], [5, 1], [24, 64], [27, 32, 84, 25], [71, 33, 30, 21, 73, 85, 57], [35, 40, 59, 10, 55], [19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
117: [[3, 22], [12, 56], [6, 9, 50], [58, 37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17], [11, 26], [53, 20, 34], [77], [49, 39, 8], [72, 31, 70], [42, 38, 81], [5, 1, 24], [64, 27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57], [35, 40, 59], [10, 55, 19], [29, 44], [36, 43], [60, 48], [61, 45], [65, 63, 52], [69, 80, 62], [66, 47, 67], [68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
118: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11], [26, 53, 20], [34, 77, 49], [39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61], [45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
119: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7, 13], [28], [23, 18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53], [20, 34, 77], [49, 39], [8, 72, 31], [70, 42], [38, 81, 5], [1, 24], [64, 27, 32], [84, 25, 71, 33], [30, 21], [73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44], [36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
120: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84], [25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
121: [[3, 22], [12, 56], [6, 9], [50, 58], [37], [7, 13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24], [64, 27], [32, 84], [25, 71, 33, 30], [21, 73], [85, 57, 35, 40], [59, 10, 55, 19, 29], [44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69], [80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
122: [[3, 22], [12, 56], [6, 9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8, 72, 31], [70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71, 33], [30, 21], [73, 85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36], [43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
123: [[3, 22, 12], [56, 6], [9, 50], [58, 37], [7, 13, 28], [23, 18], [2, 15, 4], [41, 51], [14, 74], [46, 16, 17], [11, 26, 53], [20, 34], [77, 49, 39, 8], [72, 31, 70], [42, 38], [81, 5], [1, 24, 64], [27, 32, 84, 25], [71], [33, 30, 21], [73, 85, 57], [35, 40], [59, 10, 55], [19, 29, 44], [36, 43], [60, 48, 61], [45, 65, 63], [52, 69], [80, 62, 66, 47], [67, 68], [76, 54], [88, 78, 82], [79], [86, 75, 87, 83]]
124: [[3, 22, 12], [56, 6], [9, 50, 58, 37], [7, 13, 28], [23, 18, 2], [15, 4, 41], [51], [14, 74], [46, 16, 17], [11, 26, 53], [20, 34], [77, 49, 39], [8, 72, 31, 70], [42, 38, 81, 5], [1, 24, 64, 27, 32, 84, 25, 71, 33, 30], [21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
125: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13], [28, 23, 18], [2, 15], [4, 41, 51], [14, 74, 46], [16, 17], [11, 26], [53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84, 25], [71, 33], [30, 21, 73], [85, 57, 35], [40, 59, 10], [55], [19, 29, 44], [36, 43, 60], [48, 61, 45], [65, 63, 52], [69, 80], [62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
126: [[3], [22, 12, 56], [6, 9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8], [72, 31], [70, 42, 38], [81, 5, 1], [24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
127: [[3, 22, 12], [56, 6], [9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15, 4], [41, 51], [14, 74, 46], [16, 17, 11], [26, 53], [20, 34], [77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1, 24], [64, 27], [32, 84], [25, 71, 33], [30, 21, 73], [85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36], [43, 60, 48], [61, 45, 65], [63, 52, 69], [80, 62, 66], [47, 67, 68], [76, 54, 88], [78, 82], [79, 86, 75], [87, 83]]
128: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7, 13], [28, 23], [18, 2, 15], [4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24], [64, 27], [32, 84, 25], [71, 33], [30, 21, 73], [85, 57], [35, 40], [59, 10, 55], [19, 29, 44], [36, 43, 60, 48], [61], [45, 65], [63, 52, 69], [80, 62, 66], [47, 67, 68], [76, 54, 88, 78], [82, 79, 86], [75, 87, 83]]
129: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13], [28, 23, 18], [2, 15], [4, 41, 51, 14], [74, 46, 16], [17, 11], [26, 53], [20, 34], [77, 49], [39, 8, 72], [31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25], [71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55], [19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
130: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17], [11, 26, 53], [20, 34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84], [25, 71, 33], [30, 21, 73], [85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36], [43, 60, 48], [61, 45], [65, 63, 52], [69, 80], [62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86, 75, 87, 83]]
131: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4], [41, 51, 14], [74, 46, 16], [17, 11, 26], [53, 20, 34], [77, 49], [39, 8], [72, 31, 70], [42], [38, 81], [5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
132: [[3, 22, 12], [56, 6, 9, 50, 58], [37, 7, 13, 28, 23], [18, 2, 15], [4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53, 20], [34, 77], [49, 39], [8, 72, 31], [70, 42, 38], [81, 5], [1, 24, 64], [27, 32, 84], [25, 71], [33, 30, 21], [73, 85], [57, 35], [40, 59], [10, 55, 19, 29], [44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
133: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41], [51, 14], [74, 46], [16, 17, 11, 26], [53, 20, 34, 77, 49, 39, 8, 72, 31, 70, 42, 38, 81], [5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10], [55], [19, 29, 44, 36, 43], [60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
134: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13], [28, 23], [18, 2, 15], [4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20, 34], [77, 49, 39], [8, 72, 31], [70, 42], [38, 81, 5], [1, 24], [64, 27], [32, 84, 25], [71, 33], [30, 21], [73, 85, 57], [35, 40, 59], [10, 55], [19, 29, 44], [36, 43, 60], [48, 61, 45], [65, 63], [52, 69, 80], [62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
135: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15, 4, 41, 51, 14, 74, 46, 16, 17], [11, 26, 53, 20, 34, 77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
136: [[3, 22], [12, 56], [6, 9], [50, 58], [37, 7], [13, 28], [23, 18], [2, 15], [4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20, 34], [77, 49, 39], [8], [72, 31], [70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71, 33], [30, 21, 73], [85, 57], [35, 40, 59], [10, 55], [19, 29], [44, 36], [43, 60], [48, 61, 45], [65, 63, 52], [69, 80, 62], [66, 47], [67, 68, 76], [54, 88], [78, 82, 79], [86, 75], [87, 83]]
137: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15, 4], [41, 51, 14, 74], [46, 16, 17, 11, 26, 53, 20, 34, 77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
138: [[3, 22], [12, 56], [6, 9], [50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17], [11, 26], [53, 20, 34], [77, 49], [39, 8, 72], [31, 70, 42], [38, 81], [5, 1], [24, 64, 27], [32, 84, 25], [71, 33, 30], [21, 73], [85, 57, 35], [40, 59], [10, 55, 19], [29, 44, 36], [43, 60, 48], [61, 45, 65], [63, 52], [69, 80, 62], [66, 47, 67], [68, 76, 54], [88, 78], [82, 79, 86], [75, 87, 83]]
139: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13], [28, 23], [18, 2, 15], [4, 41, 51, 14], [74, 46], [16, 17], [11, 26, 53], [20, 34], [77, 49, 39], [8, 72], [31, 70, 42, 38], [81, 5, 1], [24, 64], [27, 32, 84], [25, 71, 33, 30], [21, 73, 85, 57], [35, 40], [59, 10], [55, 19, 29], [44, 36, 43], [60, 48], [61, 45, 65], [63, 52, 69], [80, 62], [66, 47, 67], [68, 76, 54], [88, 78], [82, 79], [86, 75, 87, 83]]
140: [[3, 22], [12, 56], [6, 9, 50], [58, 37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81], [5, 1, 24], [64, 27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57], [35], [40, 59, 10], [55, 19, 29], [44, 36], [43, 60, 48], [61, 45, 65], [63, 52], [69, 80], [62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
141: [[3, 22], [12, 56], [6, 9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81, 5, 1], [24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
142: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7, 13], [28, 23], [18, 2, 15], [4, 41], [51, 14], [74, 46, 16], [17, 11], [26, 53, 20], [34, 77], [49, 39], [8, 72, 31], [70, 42, 38], [81, 5], [1, 24, 64], [27, 32, 84], [25, 71, 33], [30, 21, 73], [85, 57, 35], [40, 59, 10], [55, 19, 29], [44, 36, 43], [60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68], [76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
143: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13], [28, 23, 18, 2, 15], [4, 41, 51, 14, 74], [46, 16, 17], [11, 26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1, 24], [64, 27], [32, 84, 25], [71, 33], [30, 21], [73, 85], [57, 35, 40, 59, 10], [55], [19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
144: [[3, 22], [12, 56], [6, 9], [50, 58], [37, 7, 13], [28, 23, 18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53], [20, 34], [77, 49, 39], [8, 72, 31], [70, 42, 38], [81, 5, 1], [24, 64, 27], [32, 84], [25, 71, 33], [30, 21, 73], [85, 57], [35, 40, 59], [10, 55, 19], [29, 44], [36, 43, 60], [48, 61, 45], [65, 63], [52, 69, 80], [62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79], [86, 75], [87, 83]]
145: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74], [46, 16, 17, 11], [26, 53, 20, 34, 77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
146: [[3], [22, 12], [56, 6], [9, 50], [58, 37, 7], [13, 28, 23], [18, 2, 15], [4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53], [20, 34], [77, 49, 39], [8, 72, 31], [70, 42, 38], [81, 5, 1], [24, 64, 27], [32, 84], [25, 71], [33, 30, 21], [73, 85, 57], [35, 40], [59, 10, 55], [19, 29], [44, 36, 43], [60, 48], [61, 45], [65, 63], [52, 69, 80], [62, 66], [47, 67, 68], [76, 54], [88, 78, 82], [79, 86, 75], [87, 83]]
147: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7, 13], [28, 23, 18], [2, 15, 4], [41, 51, 14], [74, 46, 16], [17, 11, 26], [53, 20, 34], [77, 49], [39, 8], [72, 31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84], [25, 71, 33], [30, 21], [73, 85, 57], [35, 40, 59, 10], [55, 19], [29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52], [69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
148: [[3, 22], [12, 56], [6, 9, 50], [58, 37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17, 11], [26, 53], [20, 34], [77, 49], [39, 8], [72, 31], [70, 42, 38], [81, 5, 1], [24], [64, 27, 32, 84], [25, 71, 33], [30, 21], [73, 85, 57, 35], [40, 59, 10, 55, 19], [29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52], [69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
149: [[3, 22], [12, 56], [6, 9], [50, 58, 37], [7, 13], [28, 23, 18], [2, 15, 4], [41, 51], [14, 74, 46], [16, 17], [11, 26, 53], [20, 34, 77], [49, 39, 8], [72, 31], [70, 42], [38, 81, 5], [1], [24, 64], [27, 32, 84], [25, 71, 33], [30, 21, 73], [85, 57, 35], [40, 59], [10, 55, 19], [29, 44, 36], [43, 60], [48, 61, 45], [65, 63, 52], [69, 80, 62], [66, 47, 67], [68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
150: [[3, 22], [12, 56], [6, 9, 50], [58, 37], [7, 13, 28], [23, 18, 2, 15], [4, 41], [51, 14, 74], [46, 16, 17], [11, 26], [53, 20, 34], [77, 49, 39], [8, 72, 31], [70, 42, 38], [81, 5, 1], [24], [64, 27], [32, 84, 25], [71, 33, 30], [21, 73, 85], [57, 35, 40], [59, 10, 55], [19, 29, 44], [36, 43, 60], [48, 61], [45, 65, 63], [52, 69, 80], [62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
151: [[3, 22], [12, 56], [6, 9], [50, 58, 37], [7, 13], [28, 23], [18, 2, 15, 4], [41, 51, 14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81], [5, 1, 24], [64, 27], [32, 84, 25], [71, 33, 30], [21, 73], [85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36], [43, 60, 48], [61, 45, 65], [63, 52], [69, 80, 62], [66, 47], [67, 68], [76, 54], [88, 78], [82, 79, 86], [75, 87, 83]]
152: [[3, 22], [12, 56], [6, 9], [50, 58], [37, 7], [13, 28], [23, 18], [2, 15], [4, 41, 51], [14, 74], [46, 16, 17], [11, 26, 53], [20, 34, 77], [49, 39], [8, 72, 31], [70, 42], [38, 81], [5, 1], [24, 64], [27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57], [35, 40], [59, 10, 55], [19, 29, 44], [36, 43, 60], [48, 61, 45], [65, 63], [52, 69], [80, 62, 66], [47, 67], [68, 76, 54], [88, 78], [82, 79, 86], [75, 87, 83]]
