0: [[42, 39, 3, 2, 19, 36, 29, 21], [14, 5, 9, 12, 7, 4, 8, 31], [11, 15, 13, 16, 28, 18, 25, 54], [17, 20, 1, 24, 23, 22, 50, 26], [32, 62, 30, 10, 33, 58, 35, 34], [37, 45, 38, 59, 49, 46, 40, 43], [44, 47, 41, 61, 53, 48, 60, 51], [52, 6, 56, 55, 57, 63, 68, 64], [66, 69, 70, 77, 73, 67, 65, 74], [71, 75, 72, 76, 27, 84, 78, 80], [83, 81, 79, 82, 87, 85, 86, 88]]
102: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
103: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
104: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
105: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
106: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
107: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
108: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
109: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
110: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
111: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
112: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
113: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
114: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
115: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
116: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
117: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
118: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
119: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
120: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
121: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
122: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
123: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
124: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
125: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
126: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
127: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
128: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
129: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
130: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
131: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
132: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
133: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
134: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
135: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
136: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
137: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
138: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
139: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
140: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
141: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
142: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
143: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
144: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
145: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
146: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
147: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
148: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
149: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
150: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
151: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
152: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
