0: [[36, 19], [28, 9, 66, 1], [26, 83, 14, 54, 3], [20, 6, 62, 65, 30], [48, 58, 76, 31], [32, 11, 37, 8], [46, 68, 17, 61, 21], [35, 2, 77, 51, 57, 72], [69, 29, 10, 39, 53], [86, 45, 18, 56, 63], [27, 24, 33, 43, 12, 13, 23, 74], [4, 84], [7, 34], [5, 55, 59, 41, 42, 15], [38, 25, 44, 49, 73], [47, 52, 16, 40, 71, 75], [64, 50, 67, 70, 22], [78, 79], [60, 81, 82, 85], [80, 87, 88]]
102: [[36, 22, 5, 3, 6, 1, 2, 7, 4, 10, 9, 13, 12, 27, 29, 8, 14, 11, 17, 15, 18, 19], [16, 21, 25, 23, 52, 28, 24, 20, 45, 31, 26, 35, 30, 32, 53, 49, 41, 34], [39, 33, 38, 57, 37, 40, 51, 46, 47, 42, 60, 43, 63, 44, 48, 50, 54, 55, 56], [58, 59, 62, 61, 71, 65, 64, 66, 73, 67, 68, 74, 79, 70, 75, 77, 72, 78, 81, 76, 69, 80, 85, 83, 84, 82, 86, 87, 88]]
103: [[36, 22, 5, 1, 7, 2, 3, 12, 4, 10, 14, 6, 9, 13, 8, 17, 11], [15, 23, 18, 16, 19, 30, 58, 21, 24, 25, 26, 61, 51, 31, 34, 27, 28, 39, 29, 20], [55, 37, 32, 33, 44, 43, 62, 35, 38, 42, 41, 40, 46, 60, 45, 49, 47, 50, 53, 48, 52, 54], [56, 57, 59, 63, 66, 68, 65, 77, 64, 73, 67, 74, 76, 69, 70, 78, 83, 82, 71, 75, 80, 72, 81, 79, 84, 87, 86, 85, 88]]
104: [[36, 22, 3, 1, 6, 2, 13, 5, 11, 12, 7, 4, 18, 27, 14, 23, 16, 9, 31], [8, 10, 20, 19, 17, 48, 28, 51, 55, 56, 21, 26, 62, 25, 41, 32, 24, 15, 29, 49, 47, 33, 44], [34, 38, 30, 35, 37, 40, 42, 39, 45, 50, 43, 46, 52, 54, 53, 58, 59], [57, 60, 63, 61, 82, 65, 64, 68, 71, 66, 78, 69, 67, 73, 76, 72, 70, 77, 74, 87, 75, 81, 79, 83, 84, 80, 85, 86, 88]]
105: [[36, 22, 7, 1, 6, 2, 9, 3, 5, 11, 14, 19, 28, 27, 10, 31, 12, 13], [17, 20, 16, 23, 15, 18, 21, 26, 24, 29, 8, 57, 25, 56, 49, 59, 53, 47, 4, 30, 41], [55, 32, 42, 39, 34, 40, 33, 35, 48, 37, 50, 62, 44, 38, 43, 45, 52, 58, 46, 54], [61, 51, 60, 63, 65, 77, 64, 70, 68, 66, 67, 69, 71, 75, 76, 72, 79, 73, 74, 78, 82, 83, 81, 87, 86, 84, 80, 85, 88]]
106: [[36, 22, 7, 1, 6, 2, 10, 4, 11, 8, 12, 3, 13, 28, 24, 9, 29, 5, 15, 17, 14], [18, 26, 21, 16, 19, 20, 23, 31, 27, 25, 41, 49, 30, 62, 35, 42, 43, 39, 38, 52, 33], [51, 37, 34, 40, 32, 47, 45, 55, 48, 46, 44, 56, 50, 58, 53, 54, 57], [59, 61, 60, 63, 66, 64, 69, 74, 76, 65, 67, 68, 71, 78, 73, 70, 72, 81, 75, 77, 79, 82, 80, 86, 83, 85, 84, 87, 88]]
107: [[36, 22, 7, 5, 1, 2, 9, 3, 6, 4, 20, 11, 14, 8, 24, 26, 12, 10, 31], [30, 15, 16, 17, 13, 23, 58, 19, 28, 18, 21, 27, 43, 29, 42, 25, 56, 33, 35, 50], [41, 38, 47, 32, 37, 45, 44, 34, 39, 40, 57, 51, 46, 49, 52, 54, 48, 55, 61, 53], [63, 59, 60, 62, 67, 68, 66, 64, 65, 70, 71, 73, 69, 74, 72, 76, 75, 79, 77, 78, 80, 86, 81, 87, 82, 85, 83, 84, 88]]
108: [[36, 22, 3, 5, 1, 6, 12, 8, 14, 4, 15, 10, 9, 7, 13, 19, 16, 17, 21], [20, 2, 24, 18, 29, 26, 51, 56, 23, 25, 27, 30, 59, 11, 42, 28, 49, 31, 53, 32, 33, 41], [35, 45, 44, 34, 40, 37, 38, 39, 60, 43, 46, 47, 54, 50, 48, 52, 55, 57], [61, 58, 62, 63, 64, 67, 65, 69, 66, 71, 72, 76, 68, 73, 70, 79, 78, 81, 74, 77, 83, 84, 75, 80, 85, 82, 87, 86, 88]]
109: [[36, 22, 3, 5, 1, 6, 12, 8, 14, 4, 15, 10, 9, 7, 13, 19, 16, 17, 21], [20, 2, 24, 18, 29, 26, 51, 56, 23, 25, 27, 30, 59, 11, 42, 28, 49, 31, 53, 32, 33, 41], [35, 45, 44, 34, 40, 37, 38, 39, 60, 43, 46, 47, 54, 50, 48, 52, 55, 57], [61, 58, 62, 63, 64, 67, 65, 69, 66, 71, 72, 76, 68, 73, 70, 79, 78, 81, 74, 77, 83, 84, 75, 80, 85, 82, 87, 86, 88]]
110: [[36, 22, 7, 1, 6, 2, 13, 4, 5, 14, 10, 27, 25, 3, 9, 17, 8, 11, 26], [18, 20, 16, 19, 62, 15, 21, 51, 24, 28, 29, 23, 12, 30, 57, 37, 35, 31, 41, 32, 33, 40, 63], [39, 38, 60, 42, 34, 43, 44, 52, 59, 45, 48, 46, 54, 56, 47, 61, 49], [50, 53, 55, 58, 66, 72, 64, 82, 75, 65, 67, 79, 71, 76, 69, 77, 68, 70, 73, 78, 80, 84, 74, 81, 83, 87, 85, 86, 88]]
111: [[36, 22, 3, 1, 6, 2, 12, 5, 10, 13, 9, 8, 11, 14, 7, 31, 29, 16, 15], [18, 17, 4, 26, 19, 23, 21, 24, 58, 20, 27, 28, 62, 30, 33, 32, 39, 48, 25, 59], [34, 40, 44, 37, 38, 42, 35, 41, 45, 46, 50, 43, 53, 52, 51, 54, 47, 61, 57, 49], [56, 60, 55, 63, 66, 65, 67, 70, 64, 78, 68, 75, 71, 79, 73, 74, 72, 76, 69, 77, 83, 80, 81, 82, 84, 87, 86, 85, 88]]
112: [[36, 22, 3, 5, 4, 2, 13, 1, 7, 6, 10, 11, 8, 25, 14, 9, 15, 12, 19, 16], [21, 29, 20, 17, 18, 26, 23, 56, 27, 61, 63, 33, 24, 31, 49, 34, 30, 37, 32, 35, 47], [28, 39, 40, 41, 44, 45, 43, 38, 46, 62, 42, 52, 48, 53, 51, 50, 59, 54], [58, 55, 57, 60, 67, 65, 69, 64, 70, 77, 71, 73, 74, 66, 68, 75, 76, 72, 78, 86, 79, 80, 87, 81, 82, 84, 85, 83, 88]]
113: [[36, 22, 7, 1, 2, 3, 10, 5, 13, 4, 8, 25, 6, 28, 24, 14, 9, 11], [12, 18, 27, 15, 19, 17, 20, 29, 31, 21, 16, 61, 55, 26, 60, 23, 51, 33, 30, 43], [32, 47, 37, 35, 34, 39, 62, 38, 40, 41, 46, 42, 50, 53, 44, 52, 56, 49, 54, 48, 57], [59, 58, 45, 63, 66, 70, 64, 74, 67, 65, 69, 71, 68, 73, 72, 78, 75, 79, 76, 77, 80, 84, 82, 81, 85, 83, 86, 87, 88]]
114: [[36, 22, 3, 5, 4, 2, 15, 1, 6, 9, 13, 14, 7, 8, 11, 10, 17], [18, 12, 20, 21, 27, 60, 29, 23, 24, 16, 19, 31, 53, 25, 26, 59, 28, 63, 47, 30, 32, 33], [35, 34, 37, 40, 39, 48, 42, 44, 57, 43, 38, 45, 41, 46, 62, 50, 49, 52, 51, 55], [54, 56, 58, 85, 66, 68, 61, 78, 64, 65, 71, 77, 67, 69, 72, 73, 70, 74, 76, 75, 80, 81, 83, 79, 86, 84, 88, 87, 82]]
115: [[36, 22, 5, 2, 1, 6, 3, 4, 14, 8, 15, 12, 7, 10, 13, 16, 28, 19, 17, 9, 21, 24], [27, 20, 18, 23, 31, 33, 25, 30, 41, 29, 62, 26, 40, 11, 43, 35, 32, 44, 34], [38, 37, 45, 42, 46, 48, 47, 39, 49, 57, 50, 60, 52, 56, 51, 55, 53, 61], [54, 63, 59, 58, 66, 70, 64, 65, 68, 75, 71, 67, 69, 76, 73, 74, 79, 72, 78, 77, 83, 80, 82, 81, 85, 84, 87, 86, 88]]
116: [[36, 22, 7, 1, 5, 4, 9, 12, 3, 2, 6, 11, 13, 21, 16, 24, 10, 18, 14, 15], [25, 19, 23, 17, 20, 27, 29, 31, 50, 28, 58, 62, 61, 8, 34, 49, 30, 39, 35, 26], [46, 37, 33, 42, 57, 32, 47, 41, 43, 45, 38, 60, 53, 52, 51, 40, 44, 48, 54], [59, 55, 56, 63, 66, 84, 64, 71, 65, 73, 67, 68, 69, 79, 70, 74, 75, 78, 72, 76, 77, 82, 80, 81, 83, 85, 86, 87, 88]]
117: [[36, 22, 5, 3, 6, 2, 8, 1, 4, 13, 11, 15, 7, 9, 10, 18, 14, 12, 19, 16, 17, 23], [24, 30, 26, 29, 48, 31, 25, 20, 60, 21, 27, 34, 28, 56, 50, 32, 46, 45], [39, 35, 40, 58, 43, 33, 41, 37, 42, 44, 47, 51, 52, 49, 54, 38, 55, 59, 53], [62, 57, 61, 63, 75, 64, 69, 68, 65, 71, 67, 70, 78, 72, 66, 76, 77, 74, 73, 81, 79, 80, 87, 83, 84, 85, 86, 82, 88]]
118: [[36, 22, 7, 1, 4, 3, 10, 5, 6, 8, 9, 12, 25, 20, 42, 29, 11, 2, 13], [30, 27, 17, 26, 18, 24, 14, 15, 16, 28, 57, 23, 31, 19, 21, 35, 50, 34, 32], [61, 47, 33, 46, 58, 39, 49, 43, 37, 38, 52, 48, 59, 41, 44, 51, 40, 53, 54, 56, 55], [60, 63, 45, 62, 66, 65, 64, 75, 68, 69, 71, 67, 73, 70, 72, 76, 78, 77, 74, 79, 85, 80, 81, 84, 87, 82, 83, 86, 88]]
119: [[36, 22, 7, 1, 2, 6, 8, 3, 13, 4, 12, 9, 5, 21, 10, 24, 15, 11, 14], [28, 50, 17, 48, 16, 27, 18, 23, 25, 60, 26, 61, 58, 39, 19, 20, 63, 33], [32, 30, 41, 29, 49, 38, 40, 31, 37, 35, 59, 46, 45, 43, 42, 34, 54, 47, 44, 56, 51, 52], [55, 53, 57, 62, 66, 76, 65, 64, 74, 67, 70, 79, 68, 71, 75, 73, 72, 83, 78, 69, 80, 77, 82, 84, 87, 81, 85, 86, 88]]
120: [[36, 22, 3, 5, 2, 7, 1, 8, 6, 4, 15, 10, 19, 9, 11, 17, 25, 14], [27, 12, 16, 21, 18, 13, 20, 23, 26, 29, 28, 31, 24, 59, 30, 32, 35, 34, 58], [33, 39, 38, 37, 40, 41, 49, 46, 42, 53, 47, 51, 44, 48, 57, 60, 52, 43, 54, 45, 56, 50], [55, 61, 62, 63, 64, 66, 65, 70, 74, 75, 69, 67, 76, 68, 71, 73, 72, 77, 78, 79, 83, 80, 85, 81, 87, 82, 86, 84, 88]]
121: [[36, 22, 7, 1, 2, 3, 8, 13, 4, 10, 12, 9, 5, 28, 6, 15, 14, 23, 18, 11, 31], [24, 16, 21, 17, 20, 25, 26, 27, 57, 19, 30, 38, 35, 47, 52, 29, 40, 42, 45], [41, 44, 33, 61, 58, 32, 39, 43, 34, 59, 55, 50, 53, 37, 46, 56, 48, 51, 49], [54, 62, 60, 63, 66, 68, 64, 75, 67, 65, 71, 69, 70, 72, 73, 77, 74, 79, 76, 78, 85, 80, 82, 81, 83, 87, 84, 86, 88]]
122: [[36, 22, 3, 1, 2, 6, 12, 10, 7, 14, 4, 13, 16, 27, 8, 15, 5, 9, 11, 18], [19, 17, 24, 20, 21, 29, 57, 23, 62, 25, 31, 26, 28, 32, 30, 49, 37, 38, 33], [39, 35, 46, 40, 42, 41, 34, 43, 45, 44, 47, 58, 56, 53, 54, 51, 48, 50, 52, 61], [55, 60, 63, 59, 81, 64, 65, 69, 74, 68, 70, 76, 67, 78, 79, 73, 75, 66, 71, 72, 84, 83, 77, 82, 80, 85, 86, 87, 88]]
123: [[36, 22, 7, 1, 2, 3, 9, 6, 10, 5, 12, 14, 4, 28, 11, 26, 8, 23, 15, 16], [19, 17, 20, 24, 57, 13, 21, 25, 18, 62, 31, 27, 58, 29, 45, 34, 39, 53, 41, 47], [42, 37, 32, 40, 43, 30, 33, 63, 35, 44, 46, 49, 52, 48, 51, 54, 38, 60, 50], [59, 55, 56, 61, 64, 69, 79, 66, 67, 70, 65, 71, 72, 76, 68, 73, 78, 74, 75, 77, 84, 82, 83, 81, 86, 80, 85, 87, 88]]
124: [[36, 22, 5, 3, 1, 4, 2, 6, 7, 8, 14, 9, 12, 25, 15, 10, 11, 24, 16, 18, 27, 26], [30, 20, 13, 28, 17, 31, 29, 21, 61, 23, 19, 32, 35, 34, 37, 48, 39, 33], [38, 41, 42, 63, 45, 40, 46, 47, 43, 49, 56, 44, 55, 59, 50, 57, 58, 54, 52], [51, 53, 60, 62, 73, 64, 65, 79, 68, 67, 66, 70, 71, 72, 75, 74, 78, 76, 84, 77, 69, 80, 83, 82, 88, 87, 86, 85, 81]]
125: [[36, 22, 3, 4, 1, 6, 2, 14, 7, 9, 5, 17, 8, 12, 28, 15, 10, 11, 13], [19, 20, 21, 49, 16, 30, 24, 18, 32, 23, 57, 26, 62, 31, 25, 53, 29, 27, 33, 52, 38], [37, 42, 58, 35, 45, 46, 44, 39, 61, 41, 40, 55, 60, 59, 43, 34, 54, 47, 48], [50, 56, 51, 63, 67, 64, 81, 65, 78, 66, 70, 71, 69, 72, 68, 74, 75, 73, 76, 77, 79, 84, 80, 83, 82, 85, 86, 87, 88]]
126: [[36, 22, 7, 5, 1, 3, 9, 4, 2, 10, 8, 13, 29, 28, 6, 11, 12, 30, 19, 16], [18, 14, 17, 20, 52, 50, 48, 24, 21, 26, 25, 57, 27, 58, 23, 60, 32, 35, 33, 42, 15, 37], [38, 31, 45, 44, 34, 39, 40, 46, 54, 41, 43, 47, 49, 61, 51, 59, 53], [55, 56, 62, 63, 67, 68, 64, 65, 70, 75, 71, 72, 69, 78, 66, 73, 77, 88, 74, 79, 84, 81, 85, 82, 80, 76, 86, 87, 83]]
127: [[36, 22, 3, 5, 1, 2, 11, 12, 10, 4, 9, 14, 17, 8, 58, 6, 24, 13, 7, 16], [31, 18, 21, 15, 29, 27, 20, 53, 23, 19, 30, 28, 35, 59, 34, 25, 49, 41, 37, 26], [42, 32, 47, 33, 43, 38, 39, 45, 56, 46, 54, 44, 48, 40, 62, 51, 52, 50, 55], [60, 57, 61, 63, 74, 65, 64, 76, 66, 78, 71, 70, 67, 68, 69, 72, 73, 75, 77, 87, 84, 80, 81, 82, 86, 79, 83, 85, 88]]
128: [[36, 22, 3, 1, 7, 8, 2, 9, 5, 6, 14, 24, 13, 10, 11, 4, 12, 15, 16, 26], [20, 19, 27, 17, 54, 18, 21, 23, 29, 28, 25, 34, 31, 37, 51, 53, 43, 30, 33], [35, 52, 38, 32, 40, 41, 44, 39, 45, 48, 42, 47, 61, 49, 50, 46, 55, 57, 58, 62], [56, 60, 63, 59, 67, 64, 65, 69, 70, 68, 66, 79, 71, 73, 77, 74, 75, 76, 72, 78, 82, 80, 85, 81, 84, 83, 87, 86, 88]]
129: [[36, 22, 7, 1, 6, 4, 2, 9, 3, 8, 15, 10, 5, 30, 14, 19, 13], [23, 21, 24, 16, 18, 17, 27, 25, 29, 26, 53, 31, 32, 37, 38, 59, 28, 20, 11, 63, 34, 39, 42], [12, 33, 49, 35, 43, 45, 41, 47, 46, 62, 61, 60, 48, 40, 44, 51, 54, 50, 58], [52, 55, 56, 57, 69, 64, 66, 65, 72, 67, 71, 74, 78, 68, 70, 79, 73, 75, 76, 77, 80, 81, 83, 82, 86, 87, 84, 85, 88]]
130: [[36, 22, 3, 5, 1, 6, 10, 8, 18, 11, 2, 9, 7, 12, 20, 23, 4, 16, 14, 13, 30], [19, 17, 25, 15, 49, 27, 21, 58, 24, 26, 28, 29, 56, 47, 37, 54, 32, 39, 40], [35, 31, 34, 44, 33, 45, 43, 46, 38, 41, 62, 50, 48, 42, 53, 52, 51, 63, 55], [57, 60, 59, 61, 80, 69, 64, 65, 78, 68, 75, 67, 73, 66, 72, 70, 76, 79, 74, 81, 86, 71, 85, 82, 77, 84, 83, 87, 88]]
131: [[36, 22, 7, 1, 5, 2, 9, 3, 6, 4, 8, 11, 14, 31, 28, 10, 12, 13, 15, 16, 18], [17, 23, 20, 21, 25, 19, 24, 30, 29, 27, 26, 34, 40, 33, 63, 39, 42, 41, 32], [44, 46, 38, 37, 35, 45, 43, 47, 50, 58, 51, 54, 49, 48, 55, 52, 53, 56, 60], [61, 57, 59, 62, 65, 78, 64, 70, 69, 67, 66, 73, 68, 72, 74, 79, 75, 77, 71, 76, 82, 80, 81, 83, 87, 84, 85, 86, 88]]
132: [[36, 22, 3, 1, 4, 2, 9, 7, 5, 10, 13, 11, 16, 28, 24, 6, 14, 8, 31], [17, 12, 21, 15, 19, 27, 18, 23, 20, 25, 53, 26, 57, 29, 59, 41, 34, 30, 45], [33, 37, 35, 32, 38, 39, 42, 40, 43, 44, 46, 47, 60, 50, 48, 51, 49, 52, 54, 61, 55], [56, 62, 63, 58, 67, 68, 64, 73, 66, 69, 70, 71, 75, 78, 72, 74, 79, 77, 80, 76, 84, 87, 86, 65, 81, 82, 85, 83, 88]]
133: [[36, 22, 19, 1, 6, 2, 12, 10, 3, 7, 5, 4, 17, 9, 14, 13, 11, 8, 24, 26], [31, 16, 18, 21, 25, 20, 28, 30, 23, 62, 27, 63, 29, 32, 49, 37, 33, 41, 15, 34], [39, 44, 38, 45, 50, 40, 42, 43, 35, 46, 52, 47, 53, 51, 48, 54, 55, 58, 56], [60, 57, 61, 59, 66, 64, 65, 70, 68, 75, 74, 69, 71, 67, 73, 76, 79, 77, 78, 72, 82, 80, 85, 81, 83, 86, 84, 87, 88]]
134: [[36, 22, 7, 1, 5, 2, 8, 11, 6, 3, 12, 4, 24, 13, 9, 15, 28, 10, 14, 18, 21, 26], [17, 23, 16, 27, 30, 31, 51, 19, 29, 59, 38, 33, 20, 62, 32, 25, 43, 58], [44, 54, 37, 34, 52, 41, 35, 45, 39, 40, 60, 42, 46, 47, 61, 56, 53, 48, 49], [50, 57, 55, 63, 80, 65, 68, 69, 66, 64, 71, 79, 67, 74, 72, 70, 77, 73, 76, 75, 81, 78, 82, 84, 86, 83, 85, 87, 88]]
135: [[36, 22, 7, 2, 4, 3, 9, 1, 11, 5, 13, 14, 8, 25, 6, 10, 18, 27, 12, 31, 16, 23], [28, 17, 15, 19, 20, 24, 26, 30, 35, 59, 37, 21, 44, 62, 47, 34, 39, 38, 40, 32], [41, 43, 33, 54, 46, 45, 42, 61, 58, 48, 50, 52, 49, 51, 53, 57, 56], [55, 60, 63, 29, 66, 72, 68, 71, 64, 67, 69, 70, 65, 79, 73, 74, 75, 78, 76, 77, 80, 81, 83, 84, 86, 82, 85, 87, 88]]
136: [[36, 22, 7, 1, 4, 6, 8, 9, 2, 14, 3, 5, 10, 29, 27, 12, 11, 15, 13], [16, 18, 23, 26, 17, 24, 19, 21, 20, 25, 49, 28, 31, 30, 33, 58, 34, 39, 42, 35, 37], [32, 40, 45, 44, 50, 41, 43, 38, 47, 48, 46, 51, 55, 53, 52, 56, 62, 57, 54], [60, 59, 61, 63, 66, 68, 65, 64, 73, 71, 77, 67, 70, 76, 69, 72, 74, 75, 79, 78, 80, 86, 81, 82, 84, 83, 85, 87, 88]]
137: [[36, 22, 7, 1, 6, 2, 12, 5, 9, 3, 14, 20, 15, 11, 4, 8, 13, 27, 10], [18, 16, 21, 48, 19, 52, 53, 24, 17, 26, 57, 23, 46, 31, 40, 55, 33, 29, 44, 25], [28, 37, 30, 38, 32, 39, 34, 41, 45, 35, 61, 42, 43, 47, 62, 59, 49, 51, 56, 54], [50, 58, 60, 63, 66, 69, 64, 65, 72, 68, 70, 76, 79, 67, 75, 71, 74, 73, 78, 77, 84, 87, 82, 80, 81, 86, 83, 85, 88]]
138: [[36, 22, 5, 3, 6, 2, 12, 4, 7, 9, 17, 8, 15, 25, 10, 13, 1, 26, 19, 14, 18], [16, 45, 23, 20, 28, 21, 31, 24, 27, 29, 33, 62, 46, 63, 58, 41, 32, 39, 30, 35], [44, 34, 37, 38, 42, 43, 47, 40, 52, 55, 49, 50, 54, 51, 53, 56, 61, 48], [57, 59, 60, 69, 64, 70, 74, 72, 73, 65, 68, 79, 71, 77, 66, 75, 11, 67, 78, 76, 80, 84, 87, 81, 86, 82, 85, 83, 88]]
139: [[36, 22, 19, 1, 4, 2, 13, 5, 11, 3, 8, 15, 20, 24, 7, 12, 9], [10, 14, 18, 6, 16, 26, 58, 17, 25, 52, 21, 54, 27, 28, 23, 31, 38, 29, 44], [34, 39, 41, 42, 37, 30, 32, 43, 35, 45, 46, 33, 48, 60, 40, 51, 49, 56, 47, 50, 55, 53, 62], [61, 59, 57, 63, 67, 64, 66, 78, 68, 69, 71, 65, 70, 74, 72, 73, 88, 75, 76, 77, 80, 79, 81, 85, 86, 82, 87, 83, 84]]
140: [[36, 22, 7, 1, 6, 2, 9, 3, 5, 10, 14, 8, 15, 4, 17, 24, 11, 12, 23, 18], [13, 16, 20, 19, 21, 29, 26, 27, 31, 25, 28, 60, 30, 39, 32, 49, 34, 33, 41, 44, 42], [61, 35, 37, 40, 45, 46, 47, 52, 50, 54, 43, 53, 55, 38, 56, 58, 48, 57], [62, 59, 51, 63, 66, 68, 64, 69, 67, 65, 75, 70, 71, 72, 77, 73, 74, 78, 76, 79, 84, 80, 83, 82, 86, 81, 85, 87, 88]]
141: [[36, 22, 19, 1, 6, 2, 8, 10, 3, 14, 12, 13, 11, 28, 4, 9, 7, 15, 5, 20], [23, 17, 48, 16, 27, 18, 21, 51, 30, 24, 25, 62, 26, 29, 31, 35, 37, 38, 49, 34, 53], [40, 32, 33, 39, 44, 43, 45, 41, 42, 46, 52, 47, 54, 56, 58, 63, 50, 59], [55, 60, 57, 61, 66, 68, 67, 65, 64, 69, 70, 77, 71, 74, 79, 73, 75, 78, 76, 72, 84, 83, 80, 82, 85, 87, 81, 86, 88]]
142: [[36, 22, 7, 1, 6, 2, 8, 12, 3, 4, 15, 5, 10, 31, 11, 16, 28, 9, 19, 13, 14, 30], [17, 20, 23, 29, 25, 26, 18, 21, 58, 40, 63, 56, 24, 51, 41, 48, 47, 32], [37, 27, 34, 54, 33, 42, 46, 39, 35, 38, 43, 44, 45, 61, 59, 53, 49, 50, 52], [55, 57, 62, 60, 83, 64, 82, 65, 68, 74, 66, 78, 71, 77, 73, 79, 67, 69, 70, 76, 72, 84, 87, 80, 75, 81, 86, 85, 88]]
143: [[36, 22, 19, 1, 6, 2, 8, 10, 3, 14, 4, 11, 29, 12, 5, 7, 9, 17, 13, 23, 20, 15], [16, 18, 24, 31, 21, 27, 58, 30, 25, 47, 28, 34, 26, 48, 40, 35, 51, 33, 38, 41], [46, 50, 42, 32, 43, 44, 37, 39, 52, 45, 53, 49, 54, 57, 62, 60, 61], [55, 56, 63, 59, 67, 64, 66, 73, 68, 75, 70, 65, 71, 74, 78, 69, 76, 77, 79, 72, 84, 82, 83, 81, 80, 87, 85, 86, 88]]
144: [[36, 22, 5, 1, 6, 2, 9, 10, 3, 11, 7, 8, 4, 29, 15, 13, 14, 17, 20, 12], [23, 16, 19, 18, 26, 27, 49, 25, 59, 21, 62, 37, 40, 44, 48, 41, 24, 42, 45, 61, 35, 28], [34, 30, 31, 47, 32, 33, 38, 54, 39, 43, 52, 55, 50, 51, 53, 56, 46], [57, 58, 60, 63, 66, 65, 64, 83, 67, 69, 68, 76, 70, 72, 71, 73, 75, 79, 78, 74, 80, 84, 81, 85, 82, 77, 86, 87, 88]]
145: [[36, 19, 14, 9, 66, 1, 26, 2, 10, 22, 3, 4, 6, 31, 73, 28, 32, 11, 77, 13], [16, 17, 7, 24, 46, 5, 18, 29, 25, 35, 20, 61, 23, 41, 12, 48, 21, 27], [30, 37, 33, 39, 58, 42, 55, 43, 8, 40, 45, 44, 49, 51, 74, 15, 52, 53, 34, 54, 50], [56, 57, 59, 47, 38, 60, 62, 63, 67, 79, 86, 65, 64, 70, 69, 71, 72, 75, 68, 76, 87, 78, 85, 84, 82, 80, 83, 81, 88]]
146: [[36, 22, 3, 5, 2, 1, 11, 4, 10, 7, 21, 9, 8, 12, 14, 25, 17, 24, 16, 30], [15, 23, 19, 13, 20, 18, 26, 29, 28, 63, 27, 31, 55, 32, 48, 44, 49, 41, 47, 6, 42, 37], [35, 33, 34, 38, 39, 40, 43, 45, 57, 60, 51, 53, 46, 54, 52, 50, 59], [56, 58, 61, 62, 66, 72, 68, 71, 64, 70, 69, 65, 78, 67, 73, 74, 75, 79, 77, 76, 82, 80, 87, 83, 81, 85, 86, 84, 88]]
147: [[36, 22, 7, 1, 5, 2, 13, 4, 3, 6, 11, 9, 12, 17, 10, 8, 14, 28, 15, 24], [20, 16, 29, 19, 53, 21, 23, 30, 25, 18, 51, 26, 46, 37, 58, 34, 27, 54, 41], [31, 32, 33, 38, 42, 45, 40, 63, 35, 39, 43, 47, 50, 49, 52, 55, 61, 44, 48, 62], [57, 56, 59, 60, 66, 65, 64, 69, 76, 71, 70, 67, 72, 73, 74, 77, 79, 68, 78, 75, 82, 80, 83, 81, 86, 84, 85, 87, 88]]
148: [[36, 22, 7, 1, 4, 2, 10, 6, 5, 9, 3, 14, 8, 27, 11, 15, 12, 18, 25], [29, 23, 52, 17, 16, 13, 19, 28, 21, 26, 20, 30, 59, 58, 24, 53, 31, 49, 39, 35, 43, 37, 32], [38, 40, 41, 42, 44, 47, 33, 46, 60, 34, 45, 48, 50, 54, 51, 55, 57], [56, 61, 62, 63, 65, 72, 66, 68, 64, 74, 67, 70, 76, 71, 69, 78, 75, 73, 77, 79, 85, 81, 84, 82, 80, 86, 87, 83, 88]]
149: [[36, 22, 7, 1, 4, 6, 10, 2, 3, 9, 8, 14, 24, 13, 11, 15, 19], [12, 29, 20, 18, 17, 26, 16, 21, 23, 27, 25, 31, 62, 49, 59, 28, 5, 47, 42, 56, 30, 37], [43, 32, 60, 54, 46, 44, 34, 52, 39, 33, 48, 38, 40, 50, 41, 53, 45, 51, 55, 57], [35, 58, 61, 63, 66, 64, 67, 69, 65, 71, 68, 70, 74, 77, 72, 73, 78, 75, 76, 79, 80, 84, 81, 86, 87, 82, 83, 85, 88]]
150: [[36, 22, 7, 1, 6, 2, 9, 3, 4, 5, 12, 11, 25, 8, 28, 10, 15, 13, 14], [18, 23, 16, 17, 27, 20, 21, 31, 26, 19, 29, 24, 58, 38, 45, 44, 57, 34, 41], [30, 32, 33, 47, 35, 37, 40, 42, 43, 46, 48, 63, 39, 51, 49, 50, 55, 56, 53, 52, 54], [60, 62, 59, 61, 64, 69, 68, 71, 65, 66, 77, 67, 70, 74, 72, 75, 76, 78, 79, 73, 84, 80, 85, 81, 86, 83, 87, 82, 88]]
151: [[36, 22, 3, 1, 6, 2, 7, 4, 5, 13, 8, 10, 11, 9, 12, 21, 16], [14, 19, 26, 17, 23, 25, 18, 20, 27, 24, 28, 29, 56, 31, 58, 49, 40, 43, 30, 38, 15, 33], [52, 32, 37, 39, 47, 54, 34, 41, 35, 45, 42, 44, 46, 53, 48, 51, 50, 60, 61, 57], [55, 62, 59, 63, 67, 65, 68, 64, 66, 73, 71, 69, 75, 70, 76, 78, 77, 72, 74, 79, 84, 80, 82, 85, 87, 83, 81, 86, 88]]
152: [[36, 22, 5, 3, 6, 2, 8, 7, 9, 10, 4, 11, 12, 26, 14, 18, 13, 25, 1], [15, 31, 21, 16, 19, 17, 29, 54, 24, 23, 20, 61, 27, 60, 42, 30, 40, 28, 35, 37, 33, 39], [32, 43, 34, 45, 38, 41, 47, 44, 50, 48, 46, 51, 53, 49, 52, 62, 57, 56], [55, 58, 59, 63, 79, 64, 67, 66, 71, 75, 68, 65, 69, 78, 70, 72, 73, 74, 77, 76, 84, 80, 85, 83, 81, 86, 82, 87, 88]]
