0: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25], [50, 26, 19], [67, 8, 44], [3, 31, 16, 45], [2, 1, 69], [28, 29, 32], [76, 20, 35], [30, 33, 21], [68, 4, 64], [6, 12, 22], [13, 23, 51, 36], [27, 56], [17, 11, 82, 52], [77, 34, 62, 39], [40, 24, 79, 46, 59], [48, 61], [53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78], [86, 72, 65], [58, 73, 87], [81, 84, 80, 88]]
102: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19, 67], [8, 44, 3, 31], [16, 45, 2, 1, 69, 28, 29, 32], [76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13], [23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65], [58], [73, 87, 81, 84, 80, 88]]
103: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85], [10, 9, 49], [5, 38], [25, 50, 26], [19, 67, 8, 44, 3, 31, 16, 45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22], [13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24], [79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
104: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14], [47, 85, 10], [9, 49], [5, 38], [25, 50], [26], [19, 67, 8, 44], [3, 31, 16, 45, 2], [1, 69, 28, 29, 32, 76], [20, 35, 30], [33, 21, 68], [4, 64, 6, 12], [22, 13, 23], [51, 36, 27], [56, 17, 11, 82, 52], [77, 34, 62, 39, 40, 24, 79, 46], [59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74], [78, 86, 72, 65, 58, 73, 87, 81, 84, 80], [88]]
105: [[18], [54, 7, 37], [42, 57, 15], [71, 41, 14], [47, 85, 10], [9, 49], [5, 38, 25, 50], [26, 19, 67], [8, 44, 3], [31, 16], [45, 2, 1], [69, 28, 29], [32, 76, 20], [35, 30, 33], [21, 68, 4], [64, 6, 12], [22, 13], [23, 51, 36], [27, 56, 17], [11, 82], [52, 77, 34], [62, 39, 40], [24, 79, 46, 59], [48, 61, 53, 75], [66, 60, 63, 43], [55, 83, 70, 74], [78, 86, 72], [65, 58, 73, 87], [81, 84, 80, 88]]
106: [[18, 54], [7, 37, 42, 57], [15, 71, 41, 14], [47, 85, 10], [9, 49, 5, 38], [25, 50], [26, 19, 67], [8, 44, 3, 31, 16, 45], [2, 1], [69, 28, 29, 32, 76, 20, 35, 30, 33], [21, 68], [4, 64, 6, 12, 22, 13, 23, 51], [36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87], [81, 84, 80, 88]]
107: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10], [9, 49, 5], [38, 25, 50, 26], [19, 67, 8], [44, 3, 31], [16, 45, 2], [1, 69, 28], [29, 32, 76, 20], [35, 30, 33, 21], [68], [4, 64, 6, 12], [22, 13, 23, 51], [36, 27], [56, 17, 11], [82, 52, 77], [34, 62, 39], [40, 24, 79], [46, 59, 48, 61], [53, 75, 66, 60], [63, 43, 55], [83, 70], [74, 78, 86, 72], [65, 58, 73, 87], [81, 84, 80, 88]]
108: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85, 10], [9, 49], [5, 38, 25, 50], [26, 19, 67], [8, 44, 3, 31], [16, 45, 2], [1, 69], [28, 29, 32], [76, 20, 35], [30, 33, 21, 68], [4, 64], [6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82], [52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
109: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25, 50], [26, 19, 67, 8], [44, 3, 31], [16, 45], [2, 1, 69], [28, 29, 32, 76], [20], [35, 30, 33], [21, 68, 4, 64], [6, 12, 22, 13], [23, 51], [36, 27, 56, 17, 11], [82, 52, 77, 34, 62], [39, 40, 24, 79, 46, 59, 48, 61], [53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
110: [[18], [54, 7], [37, 42], [57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19], [67, 8, 44], [3, 31, 16, 45], [2, 1, 69], [28, 29, 32], [76, 20, 35, 30], [33, 21, 68], [4, 64, 6, 12], [22, 13], [23, 51], [36, 27, 56], [17, 11, 82], [52, 77, 34, 62], [39, 40, 24, 79], [46, 59, 48, 61], [53, 75, 66, 60], [63], [43, 55, 83], [70, 74, 78], [86, 72, 65, 58], [73, 87, 81], [84, 80, 88]]
111: [[18], [54, 7, 37], [42, 57, 15], [71, 41, 14], [47, 85], [10, 9, 49, 5], [38], [25, 50, 26, 19], [67, 8, 44], [3, 31], [16, 45, 2, 1], [69, 28, 29], [32, 76, 20, 35], [30, 33], [21, 68, 4, 64, 6, 12, 22], [13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
112: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47, 85, 10], [9, 49], [5, 38], [25], [50, 26, 19], [67, 8], [44, 3, 31, 16], [45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30], [33, 21, 68], [4, 64, 6, 12], [22, 13, 23], [51, 36], [27, 56, 17, 11], [82], [52, 77, 34], [62, 39, 40, 24], [79, 46, 59, 48], [61, 53, 75], [66, 60, 63, 43], [55, 83, 70, 74, 78, 86, 72], [65, 58, 73, 87, 81, 84, 80, 88]]
113: [[18, 54, 7], [37, 42], [57, 15, 71, 41], [14, 47, 85, 10], [9, 49, 5, 38], [25, 50, 26, 19], [67, 8, 44], [3, 31], [16, 45, 2], [1, 69, 28, 29], [32, 76, 20], [35, 30, 33], [21, 68], [4, 64], [6, 12], [22], [13, 23, 51, 36], [27, 56, 17], [11, 82, 52], [77], [34, 62, 39], [40, 24, 79], [46, 59, 48, 61], [53, 75, 66], [60, 63], [43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73], [87, 81, 84, 80], [88]]
114: [[18], [54, 7, 37], [42, 57, 15, 71], [41, 14], [47, 85, 10], [9, 49, 5, 38], [25, 50, 26, 19], [67, 8, 44, 3], [31, 16, 45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
115: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85], [10, 9, 49, 5], [38, 25, 50, 26], [19, 67, 8], [44, 3, 31], [16], [45, 2, 1], [69], [28, 29, 32], [76, 20, 35, 30], [33, 21, 68], [4, 64, 6, 12, 22, 13, 23, 51, 36, 27], [56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
116: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85], [10, 9, 49], [5, 38, 25, 50], [26, 19, 67, 8], [44, 3, 31, 16, 45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
117: [[18], [54, 7, 37, 42], [57], [15, 71, 41], [14, 47, 85], [10], [9, 49], [5, 38, 25, 50], [26, 19, 67], [8, 44, 3, 31], [16, 45], [2, 1, 69, 28], [29], [32, 76, 20], [35, 30, 33], [21], [68, 4, 64], [6], [12, 22, 13], [23, 51, 36, 27], [56, 17, 11, 82], [52, 77, 34, 62], [39, 40, 24, 79], [46, 59], [48], [61, 53, 75], [66, 60, 63], [43, 55, 83], [70, 74, 78, 86], [72, 65], [58, 73, 87], [81, 84], [80, 88]]
118: [[18], [54, 7, 37, 42], [57, 15], [71, 41], [14, 47, 85], [10, 9, 49, 5], [38, 25], [50, 26, 19], [67, 8], [44], [3, 31, 16, 45, 2], [1, 69], [28, 29], [32, 76, 20], [35, 30, 33, 21], [68, 4, 64], [6, 12, 22, 13], [23, 51, 36, 27], [56, 17, 11, 82], [52, 77], [34, 62, 39], [40, 24], [79, 46], [59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
119: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9, 49, 5, 38], [25, 50, 26, 19, 67, 8, 44, 3, 31, 16, 45, 2, 1, 69], [28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23], [51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
120: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10], [9, 49], [5, 38, 25, 50], [26, 19, 67, 8], [44], [3, 31, 16], [45, 2, 1], [69], [28, 29, 32], [76, 20, 35, 30], [33, 21, 68, 4, 64], [6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48], [61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
121: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14], [47, 85, 10], [9, 49, 5], [38, 25, 50], [26, 19, 67], [8, 44, 3], [31, 16], [45, 2, 1, 69], [28], [29, 32, 76, 20], [35, 30, 33, 21], [68, 4], [64, 6, 12, 22], [13], [23, 51], [36, 27], [56], [17, 11, 82, 52], [77, 34, 62], [39, 40, 24], [79], [46, 59, 48], [61, 53, 75, 66], [60, 63, 43, 55], [83], [70, 74, 78], [86, 72, 65], [58, 73, 87], [81], [84, 80, 88]]
122: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10], [9, 49, 5], [38, 25, 50, 26], [19, 67, 8, 44], [3, 31], [16, 45, 2, 1, 69], [28, 29, 32, 76, 20], [35, 30, 33, 21, 68, 4, 64, 6, 12, 22], [13, 23, 51, 36, 27, 56, 17, 11, 82, 52], [77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
123: [[18, 54, 7, 37], [42, 57, 15, 71, 41], [14, 47, 85, 10], [9], [49, 5, 38, 25], [50, 26, 19], [67, 8, 44, 3, 31, 16, 45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
124: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14], [47, 85, 10], [9, 49, 5], [38, 25, 50], [26], [19, 67, 8], [44, 3, 31], [16, 45, 2], [1], [69, 28, 29], [32, 76, 20], [35, 30, 33], [21, 68, 4], [64, 6, 12, 22], [13, 23, 51, 36], [27, 56, 17], [11, 82, 52], [77, 34, 62, 39], [40, 24], [79, 46, 59, 48], [61, 53, 75, 66], [60, 63, 43], [55, 83, 70], [74, 78, 86, 72], [65, 58, 73, 87], [81, 84, 80, 88]]
125: [[18, 54], [7, 37, 42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5], [38], [25, 50, 26], [19, 67, 8], [44, 3], [31, 16], [45, 2, 1], [69, 28, 29], [32, 76, 20, 35], [30, 33, 21], [68, 4], [64, 6, 12, 22], [13], [23, 51, 36, 27], [56, 17, 11], [82, 52, 77, 34], [62, 39, 40], [24, 79, 46], [59, 48, 61], [53, 75, 66], [60, 63, 43], [55, 83, 70], [74, 78], [86, 72, 65], [58, 73, 87], [81, 84, 80, 88]]
126: [[18, 54], [7, 37, 42], [57, 15], [71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2, 1], [69, 28, 29], [32, 76, 20], [35, 30], [33, 21, 68], [4, 64, 6], [12, 22, 13], [23, 51, 36], [27, 56, 17], [11, 82, 52], [77, 34, 62], [39, 40, 24, 79], [46, 59, 48], [61, 53, 75], [66, 60], [63, 43, 55], [83], [70, 74, 78], [86, 72, 65], [58, 73, 87, 81], [84, 80, 88]]
127: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85, 10], [9], [49, 5, 38], [25, 50, 26], [19, 67, 8, 44, 3, 31, 16, 45, 2, 1, 69, 28, 29, 32, 76, 20], [35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43], [55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
128: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10], [9, 49], [5, 38, 25, 50], [26, 19, 67, 8], [44, 3, 31, 16], [45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36], [27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
129: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49, 5], [38, 25, 50], [26, 19, 67], [8, 44], [3, 31, 16], [45, 2], [1, 69], [28, 29, 32, 76], [20, 35, 30], [33, 21, 68, 4], [64], [6], [12, 22, 13], [23, 51], [36, 27, 56, 17], [11, 82, 52, 77], [34, 62, 39, 40], [24, 79, 46], [59, 48], [61, 53], [75, 66], [60, 63, 43, 55], [83, 70, 74, 78], [86, 72, 65, 58], [73, 87, 81], [84], [80, 88]]
130: [[18], [54, 7, 37], [42, 57, 15, 71], [41, 14, 47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19], [67, 8, 44, 3, 31, 16, 45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
131: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47, 85, 10], [9, 49, 5], [38, 25, 50], [26, 19, 67], [8, 44, 3], [31, 16, 45], [2, 1, 69], [28, 29, 32], [76, 20, 35], [30, 33, 21], [68], [4, 64, 6], [12, 22], [13, 23, 51], [36, 27, 56, 17], [11, 82], [52, 77, 34], [62, 39, 40, 24, 79, 46], [59, 48], [61, 53, 75, 66], [60, 63, 43, 55], [83, 70, 74, 78], [86, 72, 65], [58, 73, 87], [81, 84, 80, 88]]
132: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47, 85, 10], [9], [49], [5, 38, 25], [50, 26, 19], [67], [8, 44, 3], [31, 16, 45], [2], [1, 69, 28], [29, 32, 76], [20, 35, 30], [33, 21, 68], [4, 64, 6, 12], [22, 13, 23], [51, 36, 27], [56, 17, 11], [82, 52, 77, 34], [62, 39, 40], [24, 79, 46, 59], [48], [61, 53, 75], [66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
133: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47, 85, 10], [9, 49, 5], [38, 25, 50], [26, 19, 67], [8, 44, 3], [31, 16, 45], [2, 1, 69, 28], [29, 32, 76], [20, 35, 30], [33, 21, 68], [4, 64], [6, 12], [22], [13], [23, 51, 36, 27], [56, 17, 11], [82, 52, 77], [34, 62, 39, 40], [24], [79, 46, 59], [48, 61, 53, 75], [66, 60, 63, 43], [55, 83, 70, 74], [78, 86, 72, 65], [58, 73, 87], [81, 84, 80, 88]]
134: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10], [9, 49], [5, 38, 25, 50], [26, 19, 67, 8], [44, 3, 31, 16], [45], [2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6], [12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60], [63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
135: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47, 85], [10, 9, 49, 5], [38], [25, 50, 26], [19, 67, 8], [44, 3, 31, 16], [45, 2, 1, 69], [28, 29, 32], [76, 20, 35], [30, 33, 21, 68], [4, 64, 6], [12, 22], [13, 23, 51, 36], [27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
136: [[18], [54, 7, 37], [42, 57, 15], [71], [41, 14, 47], [85, 10, 9], [49, 5], [38, 25, 50], [26, 19], [67, 8], [44, 3], [31, 16], [45], [2], [1, 69], [28, 29, 32], [76, 20], [35], [30, 33, 21], [68, 4], [64, 6], [12, 22, 13], [23], [51, 36, 27], [56], [17, 11, 82], [52, 77, 34, 62], [39, 40, 24, 79], [46, 59, 48, 61], [53], [75, 66, 60, 63], [43, 55], [83, 70, 74, 78], [86, 72, 65, 58], [73, 87, 81], [84, 80, 88]]
137: [[18], [54, 7], [37, 42, 57], [15, 71, 41], [14], [47, 85, 10], [9], [49, 5, 38], [25, 50], [26, 19], [67, 8, 44, 3], [31, 16], [45, 2, 1, 69], [28, 29, 32], [76, 20, 35, 30], [33, 21], [68, 4], [64], [6, 12, 22, 13], [23, 51], [36, 27, 56, 17], [11, 82], [52], [77, 34, 62], [39, 40, 24, 79], [46, 59, 48, 61], [53], [75, 66, 60, 63], [43, 55, 83], [70, 74], [78, 86, 72, 65, 58], [73, 87, 81, 84, 80, 88]]
138: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49], [5, 38, 25, 50, 26, 19, 67, 8, 44, 3, 31, 16, 45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
139: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9, 49, 5, 38, 25, 50, 26, 19, 67, 8, 44, 3, 31, 16, 45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23], [51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
140: [[18, 54, 7], [37, 42, 57], [15, 71, 41], [14, 47, 85], [10, 9], [49, 5, 38], [25, 50, 26], [19, 67, 8], [44, 3, 31], [16, 45], [2, 1, 69], [28, 29], [32, 76, 20], [35], [30, 33, 21], [68], [4, 64], [6, 12], [22, 13, 23], [51, 36, 27], [56, 17, 11], [82, 52], [77, 34, 62, 39], [40, 24, 79], [46], [59, 48], [61, 53, 75, 66], [60], [63, 43, 55], [83, 70, 74], [78, 86], [72, 65, 58, 73], [87, 81, 84, 80], [88]]
141: [[18], [54, 7, 37], [42, 57, 15, 71], [41, 14, 47, 85], [10], [9, 49, 5], [38, 25], [50], [26, 19, 67], [8, 44, 3, 31], [16], [45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30], [33, 21, 68, 4], [64], [6, 12, 22, 13], [23], [51, 36, 27, 56], [17, 11, 82, 52], [77, 34, 62, 39], [40, 24, 79], [46, 59, 48], [61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
142: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14, 47], [85, 10], [9, 49, 5], [38, 25, 50, 26], [19, 67, 8, 44], [3, 31, 16], [45, 2, 1, 69], [28, 29, 32], [76, 20, 35, 30], [33, 21], [68, 4], [64, 6, 12, 22, 13, 23, 51, 36], [27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79], [46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
143: [[18, 54], [7, 37, 42], [57, 15], [71, 41, 14], [47, 85, 10], [9, 49, 5], [38, 25, 50], [26, 19, 67], [8, 44, 3], [31], [16, 45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30], [33, 21], [68, 4, 64, 6], [12, 22, 13, 23], [51, 36, 27, 56], [17, 11, 82], [52, 77, 34], [62, 39, 40], [24, 79, 46], [59, 48, 61, 53], [75, 66, 60, 63], [43, 55, 83, 70], [74, 78, 86, 72], [65, 58], [73, 87, 81, 84], [80, 88]]
144: [[18, 54, 7], [37, 42, 57, 15], [71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19], [67, 8, 44, 3], [31, 16, 45, 2], [1, 69, 28], [29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48], [61, 53, 75, 66, 60, 63, 43, 55], [83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
145: [[18], [54, 7, 37], [42, 57, 15], [71, 41, 14, 47], [85, 10, 9, 49], [5], [38, 25, 50], [26], [19, 67, 8], [44, 3, 31, 16], [45, 2, 1, 69], [28, 29, 32, 76], [20, 35, 30], [33, 21, 68, 4], [64, 6, 12], [22, 13], [23, 51, 36], [27, 56], [17, 11, 82], [52, 77], [34], [62, 39, 40], [24, 79, 46, 59], [48, 61, 53], [75, 66, 60, 63], [43, 55, 83, 70], [74, 78, 86], [72, 65, 58], [73, 87, 81], [84, 80, 88]]
146: [[18, 54, 7, 37], [42, 57, 15], [71, 41, 14], [47, 85, 10], [9, 49, 5], [38, 25, 50], [26, 19, 67], [8, 44, 3, 31], [16, 45, 2], [1, 69, 28, 29], [32, 76, 20, 35], [30, 33, 21, 68, 4, 64], [6, 12, 22, 13, 23, 51], [36, 27, 56, 17], [11], [82, 52, 77, 34], [62, 39], [40, 24, 79, 46, 59, 48, 61, 53], [75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
147: [[18], [54, 7, 37], [42, 57, 15], [71, 41], [14, 47, 85], [10, 9, 49], [5], [38, 25, 50], [26], [19, 67, 8], [44, 3], [31, 16], [45, 2, 1, 69], [28, 29], [32, 76, 20, 35], [30, 33, 21], [68, 4, 64, 6], [12, 22], [13, 23], [51], [36, 27, 56, 17], [11, 82], [52, 77, 34, 62], [39, 40], [24], [79, 46, 59], [48, 61, 53, 75], [66, 60, 63, 43], [55], [83, 70, 74, 78], [86, 72, 65], [58, 73], [87, 81, 84, 80, 88]]
148: [[18, 54], [7, 37, 42], [57, 15, 71], [41, 14, 47], [85, 10], [9, 49], [5, 38, 25], [50, 26], [19, 67, 8], [44, 3, 31, 16], [45, 2, 1], [69, 28, 29], [32, 76, 20, 35], [30, 33, 21], [68, 4, 64], [6, 12, 22], [13, 23, 51], [36, 27], [56, 17], [11, 82, 52], [77, 34, 62], [39, 40, 24], [79, 46, 59, 48], [61], [53, 75, 66], [60, 63, 43], [55, 83, 70, 74], [78, 86, 72, 65], [58, 73, 87, 81], [84, 80, 88]]
149: [[18, 54], [7, 37, 42], [57, 15], [71, 41], [14, 47], [85, 10], [9, 49, 5], [38, 25, 50], [26, 19, 67], [8, 44, 3], [31, 16, 45, 2], [1, 69, 28, 29], [32, 76, 20, 35], [30, 33, 21, 68], [4, 64, 6], [12, 22, 13], [23, 51], [36, 27, 56], [17, 11, 82], [52, 77], [34, 62, 39], [40, 24, 79], [46, 59, 48, 61], [53, 75, 66, 60], [63, 43, 55], [83, 70, 74], [78, 86], [72, 65, 58], [73, 87, 81, 84], [80, 88]]
150: [[18], [54, 7, 37], [42, 57, 15], [71, 41, 14], [47], [85, 10, 9, 49], [5, 38, 25, 50, 26, 19, 67, 8, 44, 3, 31, 16, 45, 2], [1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64], [6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62], [39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
151: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47, 85, 10], [9, 49], [5], [38, 25, 50], [26, 19, 67, 8], [44, 3, 31, 16], [45, 2, 1, 69], [28], [29, 32, 76, 20], [35], [30, 33, 21, 68], [4, 64, 6, 12], [22, 13, 23, 51], [36, 27, 56], [17, 11, 82], [52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
152: [[18], [54, 7, 37], [42, 57, 15, 71, 41, 14, 47], [85, 10, 9, 49, 5, 38, 25, 50, 26, 19, 67, 8, 44, 3, 31, 16, 45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
