0: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33, 32], [42, 34, 38], [39, 46, 47], [36, 43, 44], [40, 45, 56], [60, 41, 53], [49, 61, 48], [51, 35, 52], [55, 57], [58, 62], [63, 68], [66, 65, 64], [75, 70, 69, 67, 73, 71, 72], [74, 77, 76, 78], [79, 86, 81, 82], [80, 83, 85, 84, 87, 88]]
102: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22, 11], [8, 14, 15, 28], [13, 23, 16, 21], [17, 27, 18], [19, 20, 50], [26, 25, 59], [24, 31], [29, 54, 30], [33, 32], [42, 38], [35, 34, 44], [43, 36, 41, 39], [40, 46, 45], [63, 47, 48], [53, 49, 55], [51, 52], [56, 62, 57], [60, 58, 61], [68, 66], [65, 64], [75, 70, 69], [67, 73, 71, 72, 74], [77, 76], [78, 79, 86, 81], [82, 80, 83, 85, 84], [87, 88]]
103: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8, 14], [15, 28, 13], [23, 16, 21], [17, 27, 18], [19, 20, 50, 26], [25, 59, 24], [31, 29, 54, 30], [33, 32], [42, 34, 35, 38], [36, 39], [45, 40], [41, 47, 43, 46, 44, 52, 49, 53, 55, 51, 56, 63, 60, 61, 48, 57, 58, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
104: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22], [11, 8], [14, 15], [28, 13], [23, 16, 21], [17, 27, 18], [19, 20, 50], [26, 25, 59], [24, 31, 29], [54, 30, 33], [32, 42], [38, 35], [34, 46], [40, 36], [41, 47, 39], [43, 45], [57, 56, 49], [60, 44], [48, 55], [51, 63, 52], [53, 61, 58], [62, 68], [66, 65, 64], [75, 70, 69], [67, 73, 71], [72, 74, 77, 76], [78, 79], [86, 81, 82], [80, 83], [85, 84, 87, 88]]
105: [[37, 7], [3, 5], [4, 10], [9, 1, 6], [2, 12], [22, 11, 8], [14, 15, 28], [13, 23, 16], [21, 17, 27], [18], [19, 20, 50], [26, 25], [59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 35, 34, 41, 39, 36, 43], [47, 40, 46, 61, 62, 44, 45, 49, 53, 51, 60, 55, 56, 52, 57, 48, 58, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
106: [[37, 7], [3, 5], [4, 10], [9, 1, 6], [2, 12], [22, 11, 8], [14, 15, 28], [13, 23, 16], [21, 17, 27], [18], [19, 20, 50], [26, 25], [59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 35, 34, 41, 39, 36, 43], [47, 40, 46, 61, 62, 44, 45, 49, 53, 51, 60, 55, 56, 52, 57, 48, 58, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
107: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21], [17, 27], [18, 19, 20], [50, 26, 25], [59, 24, 31], [29, 54], [30, 33, 32], [42, 38, 35, 34], [40, 43, 47, 45, 39], [36, 41, 48, 63, 44, 51, 46], [49, 52, 53, 58, 57, 55, 56, 62, 60, 61, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
108: [[37, 7, 3, 5], [4, 10, 9, 1], [6, 2, 12], [22, 11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20], [50, 26, 25], [59, 24, 31, 29], [54, 30, 33], [32, 42, 38], [35, 34, 44], [45, 36], [41, 39, 43], [46, 60, 63], [40, 48], [53, 47], [51, 55, 49], [56, 52, 57, 62, 58], [61, 68], [66, 65, 64, 75], [70, 69, 67, 73, 71], [72, 74], [77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
109: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23, 16], [21, 17], [27, 18, 19], [20, 50], [26, 25], [59, 24], [31, 29], [54, 30, 33], [32, 42], [34, 35], [38, 36], [43, 41], [44, 45], [39, 46, 40, 47], [62, 48, 52], [55, 51], [53, 57], [60, 58, 49, 63, 61, 56, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82], [80, 83, 85, 84], [87, 88]]
110: [[37, 7, 3, 5, 4], [10, 9, 1], [6, 2, 12], [22, 11, 8], [14, 15], [28, 13], [23, 16, 21], [17, 27, 18], [19, 20, 50], [26, 25, 59], [24, 31, 29], [54, 30, 33], [32, 42, 38], [36, 34, 35], [45, 40, 43], [44, 41, 47, 46, 48], [51, 52, 39], [53, 55, 56, 49, 57, 58, 61, 60, 63, 62, 68, 66], [65, 64, 75, 70, 69, 67, 73, 71, 72], [74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
111: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13], [23, 16], [21, 17, 27], [18, 19], [20, 50], [26, 25, 59], [24, 31, 29], [54, 30], [33, 32, 42], [38, 35], [34, 46], [41, 36], [40, 43], [47, 39, 61], [44, 45, 53], [48, 49], [51, 52], [55, 57, 56], [58, 62], [63, 60], [68, 66, 65], [64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
112: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2, 12, 22], [11, 8, 14], [15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20], [50, 26], [25, 59, 24, 31, 29, 54, 30, 33], [32, 42, 38, 35, 36, 43, 41, 46, 40, 45, 47, 39, 44, 58], [63, 49], [34, 57, 52, 48, 55, 53, 56, 60, 62, 51, 61, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
113: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22, 11], [8, 14], [15, 28, 13], [23, 16], [21, 17, 27], [18, 19, 20], [50, 26, 25, 59], [24, 31, 29, 54], [30, 33, 32], [42, 38], [35, 34], [36, 41, 46], [39, 43, 40], [44, 53], [45, 47, 51, 60], [48, 49], [57, 52], [61, 55, 56], [62, 63, 58, 68], [66, 65, 64], [75, 70, 69], [67, 73, 71], [72, 74, 77], [76, 78, 79], [86, 81, 82], [80, 83, 85], [84, 87, 88]]
114: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8, 14], [15, 28, 13, 23, 16, 21, 17, 27, 18, 19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32], [42, 34, 39, 38], [35, 43, 41, 44, 36, 40, 45, 56, 47, 62, 53, 46, 52, 51, 49, 55, 48, 57, 58, 61, 63, 60, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
115: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8, 14, 15, 28], [13, 23], [16, 21], [17, 27, 18, 19], [20, 50, 26, 25, 59, 24, 31], [29, 54], [30, 33], [32, 42], [38, 39, 34, 35], [45, 36], [40, 41], [43, 46, 62], [44, 48], [53, 47], [51, 52], [55, 49], [60, 56], [58, 57], [61, 63, 68], [66, 65, 64, 75, 70, 69, 67], [73, 71, 72, 74], [77, 76, 78, 79], [86, 81, 82, 80, 83, 85], [84, 87, 88]]
116: [[37, 7], [3, 5], [4, 10, 9], [1, 6], [2, 12, 22], [11, 8, 14], [15, 28, 13], [23, 16], [21, 17], [27, 18, 19], [20, 50, 26], [25, 59], [24, 31, 29], [54, 30], [33, 32], [42, 38], [35, 34], [39, 45, 36, 40], [44, 41], [43, 60, 46], [47, 55, 51], [49, 48, 53, 52], [63, 56, 57, 58], [61, 62, 68, 66, 65, 64, 75, 70, 69], [67, 73, 71, 72, 74, 77], [76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
117: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8, 14], [15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20], [50, 26, 25], [59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 35, 34, 44, 41, 36, 40, 43, 39, 47, 61, 45, 46, 48, 51, 49, 52, 55, 53, 63, 58, 56, 60, 57], [62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
118: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2], [12, 22, 11], [8, 14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 35, 36, 39, 34, 44, 43, 45, 40, 41, 58, 46, 60, 47, 48, 49, 53, 52, 55, 56, 51, 57, 61, 62, 63, 68, 66, 65, 64], [75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
119: [[37, 7], [3, 5], [4, 10, 9], [1, 6, 2], [12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18, 19], [20, 50, 26, 25], [59, 24], [31, 29, 54], [30, 33, 32], [42, 34, 35], [38, 36], [39, 46, 40], [41, 47, 45], [44, 52], [55, 49], [57, 48, 43, 53, 56, 51], [60, 58, 61, 63, 62, 68, 66, 65, 64, 75], [70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84], [87, 88]]
120: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2, 12], [22, 11, 8, 14], [15, 28, 13, 23], [16, 21], [17, 27, 18], [19, 20, 50], [26, 25], [59, 24, 31, 29], [54, 30], [33, 32], [42, 38, 35], [34, 40], [44, 45], [36, 41, 47], [43, 56], [46, 48, 51, 39, 52, 49, 57, 55, 53, 63, 60, 58, 62, 61], [68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
121: [[37, 7], [3, 5], [4, 10], [9, 1, 6, 2], [12, 22], [11, 8], [14, 15, 28], [13, 23, 16], [21, 17, 27], [18, 19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 34, 35, 36, 39, 43, 46, 40, 38, 41, 44, 62, 45, 48, 53, 47, 60, 58, 49, 51, 55, 61, 57, 52, 56, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
122: [[37, 7], [3, 5], [4, 10, 9], [1, 6], [2, 12], [22, 11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27], [18, 19, 20], [50, 26], [25, 59, 24], [31, 29, 54], [30, 33, 32, 42, 38, 39, 34], [35, 36, 45, 43], [40, 47, 41, 46], [44, 49, 55, 48, 53, 56, 61, 52, 58, 57, 51, 60, 62, 63, 68, 66], [65, 64, 75], [70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
123: [[37, 7], [3, 5, 4], [10, 9, 1, 6], [2, 12], [22, 11], [8, 14, 15], [28, 13], [23, 16, 21], [17, 27, 18], [19, 20, 50, 26], [25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 34, 39, 38, 35, 41, 36, 43, 44, 40, 46, 60, 45, 48, 53, 57, 61, 47, 49, 55, 51, 56, 52, 58, 62, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85], [84, 87, 88]]
124: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28, 13], [23, 16, 21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24, 31], [29, 54, 30, 33, 32, 42, 38, 35, 36, 34, 45, 46, 41, 40, 43, 44, 47, 48, 49, 39], [53, 61, 52, 51, 56, 57, 55, 58, 62, 60, 63, 68], [66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
125: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28, 13, 23, 16, 21, 17, 27, 18, 19, 20, 50, 26], [25, 59, 24, 31, 29], [54, 30, 33, 32, 42, 34, 39, 35, 36, 44, 38, 41, 40, 46, 45, 49, 47, 43, 48, 51, 55, 56, 52, 53, 62, 58, 61, 57, 60, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
126: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2, 12], [22, 11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20], [50, 26, 25], [59, 24], [31, 29, 54, 30, 33, 32, 42, 38, 35, 34, 36, 40], [47, 45], [44, 41, 39], [46, 51, 48, 43, 55], [49, 52], [58, 61], [53, 62, 56, 60], [57, 63, 68, 66, 65, 64, 75], [70, 69, 67, 73, 71], [72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
127: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28, 13, 23, 16, 21, 17, 27, 18, 19], [20, 50, 26, 25, 59, 24, 31, 29, 54], [30, 33, 32, 42, 34, 35, 38, 36, 40, 41, 44, 39, 43, 45, 63, 46, 47, 49, 53, 48, 52, 58, 61, 51, 55, 60, 57, 56, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
128: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21], [17, 27, 18], [19, 20], [50, 26, 25], [59, 24], [31, 29, 54, 30], [33, 32, 42], [34, 35, 38], [36, 39], [40, 47, 44], [43, 41, 45, 46, 53], [48, 60], [55, 61, 49], [51, 57, 52], [56, 63, 58], [62, 68, 66], [65, 64, 75], [70, 69, 67, 73, 71], [72, 74, 77, 76, 78, 79], [86, 81], [82, 80, 83, 85, 84, 87, 88]]
129: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8, 14], [15, 28, 13], [23, 16], [21, 17, 27, 18], [19, 20], [50, 26], [25, 59, 24], [31, 29], [54, 30], [33, 32, 42], [38, 35], [34, 36, 45, 41, 39, 46, 43, 57, 56, 40, 61, 44, 52, 51], [47, 48, 49, 53, 55, 60, 62, 58, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
130: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28, 13, 23], [16, 21], [17, 27, 18, 19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 35, 34, 36, 44, 39, 40, 47, 43, 45, 41, 46, 51, 52, 57, 48, 56, 53, 63, 49, 58, 60, 55, 61, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
131: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2], [12, 22, 11], [8, 14], [15, 28, 13], [23, 16], [21, 17, 27], [18, 19], [20, 50, 26, 25], [59, 24, 31, 29], [54, 30, 33, 32], [42, 38, 35], [34, 39, 47], [40, 49, 43, 45], [44, 46, 51, 41], [61, 55], [36, 53], [48, 52, 56], [58, 60], [57, 62, 63], [68, 66], [65, 64, 75], [70, 69, 67], [73, 71, 72], [74, 77, 76, 78], [79, 86, 81], [82, 80], [83, 85], [84, 87, 88]]
132: [[37, 7], [3, 5], [4, 10, 9], [1, 6, 2], [12, 22], [11, 8, 14], [15, 28], [13, 23], [16, 21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33, 32], [42, 34, 36], [38, 46, 44], [39, 43, 41], [40, 49], [62, 60], [45, 53], [47, 48, 52], [51, 35, 56, 55, 57, 58, 63], [61, 68, 66, 65], [64, 75, 70, 69], [67, 73, 71, 72, 74, 77], [76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
133: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22], [11, 8, 14], [15, 28, 13], [23, 16, 21], [17, 27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33, 32, 42], [38, 35], [34, 44, 36], [41, 40], [43, 47], [46, 62], [39, 45, 53, 56, 49], [48, 55, 51], [57, 52], [58, 61, 63], [60, 68, 66], [65, 64], [75, 70, 69], [67, 73], [71, 72, 74], [77, 76, 78], [79, 86, 81], [82, 80, 83], [85, 84, 87, 88]]
134: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8, 14], [15, 28, 13], [23, 16, 21], [17, 27, 18, 19, 20, 50, 26, 25], [59, 24, 31, 29, 54, 30, 33, 32, 42, 34, 35, 38, 36, 40], [41, 39, 43, 45, 44, 63, 46, 55, 47, 52, 49], [53, 56, 61, 48, 51, 58, 57, 60, 62], [68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
135: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22, 11], [8, 14], [15, 28, 13], [23, 16], [21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33], [32, 42], [38, 35, 34], [36, 47], [40, 39, 45, 43], [41, 62], [44, 60], [48, 56], [46, 51], [53, 49], [52, 55, 58], [57, 61, 63], [68, 66, 65], [64, 75], [70, 69, 67], [73, 71, 72], [74, 77], [76, 78], [79, 86, 81, 82, 80], [83, 85, 84], [87, 88]]
136: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22], [11, 8, 14], [15, 28, 13, 23], [16, 21, 17], [27, 18, 19, 20], [50, 26, 25, 59], [24, 31, 29, 54], [30, 33, 32, 42], [38, 39, 34], [41, 35], [45, 36, 40], [43, 46], [47, 44, 48], [57, 51, 49], [52, 55, 53, 58, 60, 61], [56, 62, 63, 68, 66, 65, 64, 75, 70, 69], [67], [73, 71, 72, 74, 77], [76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
137: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2, 12, 22, 11, 8, 14, 15, 28, 13, 23, 16, 21, 17, 27], [18, 19, 20, 50, 26, 25, 59], [24, 31, 29, 54, 30, 33, 32, 42, 38, 39, 34, 35, 45, 36, 40, 43, 41, 44, 57, 47, 46, 56, 55, 52, 49, 53, 48, 61, 51, 58, 60, 62, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
138: [[37, 7], [3, 5], [4, 10], [9, 1], [6, 2], [12, 22], [11, 8, 14], [15, 28], [13, 23, 16], [21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33, 32], [42, 38], [35, 34, 46], [36, 39], [41, 40, 45], [43, 57], [47, 44], [49, 56, 53], [48, 55], [61, 51], [60, 52, 62], [58, 63], [68, 66], [65, 64, 75, 70], [69, 67, 73], [71, 72, 74, 77], [76, 78, 79, 86, 81], [82, 80, 83], [85, 84, 87, 88]]
139: [[37, 7], [3, 5], [4, 10, 9], [1, 6], [2, 12, 22], [11, 8, 14], [15, 28, 13], [23, 16], [21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24, 31, 29], [54, 30], [33, 32], [42, 38], [35, 34], [46, 44, 36], [40, 47, 43], [45, 60], [39, 41, 49], [51, 48, 53], [52, 55, 58], [61, 56, 57, 63], [62, 68, 66, 65, 64], [75, 70], [69, 67, 73, 71], [72, 74], [77, 76], [78, 79, 86, 81], [82, 80, 83], [85, 84, 87, 88]]
140: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8, 14], [15, 28], [13, 23], [16, 21, 17, 27], [18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54, 30], [33, 32, 42, 34], [35, 36, 38, 45, 39, 40, 44, 47, 43], [49, 41, 46, 51, 52, 48], [55, 53, 56, 57, 60, 62, 58, 63, 61, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
141: [[37, 7], [3, 5, 4, 10], [9, 1], [6, 2], [12, 22, 11, 8], [14, 15, 28, 13, 23, 16], [21, 17], [27, 18, 19], [20, 50], [26, 25, 59], [24, 31, 29], [54, 30, 33], [32, 42], [38, 35, 34], [36, 47], [44, 39, 40], [46, 41], [43, 45], [63, 49, 62], [48, 52, 53, 51], [55, 57, 56], [61, 58, 60, 68], [66, 65, 64, 75], [70, 69, 67, 73], [71], [72, 74, 77, 76, 78], [79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
142: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2, 12], [22, 11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27], [18, 19, 20], [50, 26], [25, 59], [24, 31, 29], [54, 30, 33], [32, 42], [38, 35], [36, 46], [47, 34], [40, 39], [44, 41, 45], [43, 48, 49], [61, 51], [55, 52, 53], [56, 62, 57], [58, 60, 63, 68], [66, 65, 64, 75], [70, 69, 67], [73, 71], [72, 74, 77, 76], [78, 79], [86, 81], [82, 80, 83, 85], [84, 87, 88]]
143: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2], [12, 22], [11, 8, 14], [15, 28], [13, 23], [16, 21, 17], [27, 18, 19], [20, 50], [26, 25, 59], [24, 31], [29, 54], [30, 33, 32], [42, 38, 39], [34, 35, 45], [44, 40, 48], [47, 36, 60], [46, 41], [49, 53], [43, 52], [58, 55, 51], [56, 57, 62], [61, 63], [68, 66], [65, 64, 75], [70, 69, 67, 73], [71, 72, 74], [77, 76, 78], [79, 86, 81], [82, 80], [83, 85, 84, 87], [88]]
144: [[37, 7], [3, 5, 4], [10, 9, 1, 6], [2, 12], [22, 11], [8, 14, 15], [28, 13], [23, 16], [21, 17, 27], [18, 19, 20], [50, 26], [25, 59, 24], [31, 29], [54, 30], [33, 32, 42, 38], [35, 34], [44, 45, 39], [36, 40, 41], [43, 46, 47, 58], [53, 51, 48, 49], [57, 52, 60, 61, 55, 56, 62, 63, 68], [66, 65, 64, 75, 70, 69], [67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
145: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22], [11, 8], [14, 15, 28, 13, 23, 16, 21, 17, 27, 18], [19], [20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 39, 34, 36, 40, 35, 41, 43, 44, 46, 47, 61, 57, 45, 53, 51, 48, 55, 52, 49, 63, 58, 56, 60, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72], [74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
146: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2, 12], [22, 11, 8, 14], [15, 28, 13, 23, 16, 21, 17, 27, 18, 19, 20, 50, 26, 25, 59, 24, 31], [29, 54], [30, 33, 32, 42, 38, 35, 34, 39, 47, 44], [52, 40, 41, 36], [43, 46, 61, 48, 63, 49, 51, 53, 45, 55, 58, 60, 56, 57, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
147: [[37, 7], [3, 5], [4, 10], [9, 1], [6, 2], [12, 22], [11, 8, 14], [15, 28], [13, 23, 16], [21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33], [32, 42], [38, 35, 34], [36, 44], [39, 41, 40], [47, 43], [56, 46, 48], [49, 60], [53, 57, 45], [61, 51, 52], [55, 63], [58, 62], [68, 66, 65], [64, 75, 70], [69, 67, 73], [71, 72, 74], [77, 76, 78], [79, 86, 81], [82, 80], [83, 85], [84, 87, 88]]
148: [[37, 7], [3, 5, 4], [10, 9, 1, 6], [2, 12, 22], [11, 8, 14, 15, 28], [13, 23, 16, 21], [17, 27, 18, 19], [20, 50], [26, 25, 59], [24, 31, 29], [54, 30, 33], [32, 42], [34, 35, 36], [46, 38, 39], [43, 47], [41, 44], [40, 45, 51, 48, 49, 53], [55, 61, 52, 56, 57, 63, 60, 58, 62, 68], [66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
149: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22, 11, 8, 14, 15, 28, 13, 23, 16, 21], [17, 27, 18, 19, 20, 50, 26, 25, 59], [24, 31, 29, 54, 30, 33, 32, 42, 34, 35, 36, 38, 40, 47, 45, 41, 44, 46, 61, 43, 52, 39, 55, 56, 60, 57, 48, 53, 49, 51, 58, 63, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
150: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27], [18, 19], [20, 50, 26], [25, 59], [24, 31], [29, 54, 30], [33, 32, 42], [38, 35, 34], [36, 39, 45], [41, 44], [40, 46, 43], [47, 49], [53, 52, 55], [57, 48], [60, 51, 56], [61, 58], [62, 63], [68, 66], [65, 64, 75], [70, 69, 67], [73, 71, 72], [74, 77], [76, 78, 79], [86, 81], [82, 80, 83, 85], [84, 87, 88]]
151: [[37, 7], [3, 5], [4, 10], [9, 1], [6, 2], [12, 22], [11, 8, 14], [15, 28, 13], [23, 16, 21], [17, 27, 18], [19, 20, 50], [26, 25, 59], [24, 31, 29], [54, 30, 33], [32, 42], [38, 35], [34, 36], [47, 39, 44], [46, 43, 45], [61, 40], [41, 49], [51, 48], [52, 53], [60, 55], [56, 58], [63, 57, 62], [68, 66], [65, 64, 75, 70, 69, 67, 73, 71, 72], [74, 77, 76, 78, 79, 86, 81, 82], [80, 83, 85, 84, 87, 88]]
152: [[37, 7], [3, 5], [4, 10], [9, 1, 6], [2, 12, 22], [11, 8, 14], [15, 28], [13, 23, 16], [21, 17], [27, 18, 19], [20, 50], [26, 25], [59, 24], [31, 29], [54, 30, 33], [32, 42], [38, 35, 34], [39, 36, 46], [40, 43, 44, 55], [41, 47], [45, 49, 63, 48], [51, 52, 61, 53], [58, 62, 56], [57, 60], [68, 66, 65], [64, 75, 70], [69, 67, 73], [71, 72], [74, 77, 76], [78, 79, 86], [81, 82, 80, 83], [85, 84, 87, 88]]
