0: [[22, 6, 2, 1, 11, 9], [3, 4, 17, 74, 5], [41, 75, 20, 14, 15], [13, 28, 25, 7, 55], [21, 29, 19, 54, 16, 69], [26, 24, 23, 27, 50], [31, 30, 36, 52, 37, 38], [44, 33, 39, 10, 34], [46, 35, 60, 32, 53, 45], [40, 42, 64, 43, 47, 49], [63, 57, 61, 48, 18], [51, 59, 56, 58, 65], [66, 71, 67, 68, 77], [78, 70, 62, 73, 12, 72], [76, 8, 79, 81, 80, 83], [86, 87, 84, 85, 82, 88]]
102: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
103: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
104: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
105: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
106: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
107: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
108: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
109: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
110: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
111: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
112: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
113: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
114: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
115: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
116: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
117: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
118: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
119: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
120: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
121: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
122: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
123: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
124: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
125: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
126: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
127: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
128: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
129: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
130: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
131: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
132: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
133: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
134: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
135: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
136: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
137: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
138: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
139: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
140: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
141: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
142: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
143: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
144: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
145: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
146: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
147: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
148: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
149: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
150: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
151: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
152: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
