0: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19], [24, 23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30], [31, 35], [32, 40, 36], [37, 50], [42, 38, 49], [60, 41, 54], [48, 46, 61], [34, 53, 51], [45, 56, 52, 55, 63, 57], [58, 64], [65, 68, 70], [77, 73, 66], [71, 75, 69, 72, 76], [74, 79, 86, 78, 80, 82], [87, 85, 81], [83, 84, 88]]
102: [[39, 59, 10, 9, 67, 3], [8, 6, 22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27, 29], [25, 28], [62, 26, 43, 33], [44, 47], [30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 52], [45, 46, 48, 51, 54, 55, 56, 61, 53, 57, 58, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69], [72, 76, 74, 79, 86], [78, 80, 82, 87, 85, 81, 83, 84, 88]]
103: [[39, 59, 10, 9, 67], [3, 8, 6], [22, 1, 12, 2], [4, 13, 7, 5, 11, 15], [14, 18], [21, 17, 20, 19, 24, 23], [16, 27, 29], [25, 28, 62, 26], [43, 33, 44, 47], [30, 31, 35], [32, 40], [36, 37, 50], [42, 38, 49], [60, 41, 46], [34, 45, 53, 61], [54, 51, 48, 56], [52, 55, 58, 57], [63, 64, 65, 68], [70, 77], [73, 66, 71], [75, 69, 72], [76, 74, 79], [86, 78, 80], [82, 87, 85], [81, 83, 84, 88]]
104: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1], [12, 2, 4], [13, 7, 5], [11, 15, 14], [18, 21, 17, 20], [19, 24, 23, 16], [27, 29], [25, 28, 62, 26], [43, 33, 44], [47, 30, 31, 35], [32, 40, 36, 37], [50, 42, 38, 49], [60, 41, 34, 54], [53, 46, 48], [51, 55], [45, 56, 52], [58, 63, 57, 61], [64, 65, 68], [70, 77, 73], [66, 71, 75], [69, 72, 76], [74, 79, 86, 78], [80, 82, 87, 85], [81, 83, 84, 88]]
105: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17, 20, 19], [24, 23, 16, 27], [29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 53, 46, 45, 55, 57, 51, 48, 56, 52, 54, 63, 58, 61, 64, 65], [68, 70], [77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
106: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12, 2], [4, 13, 7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24, 23, 16], [27, 29, 25, 28], [62, 26, 43, 33], [44, 47, 30, 31], [35, 32, 40], [36, 37], [50, 42, 38], [49, 60], [41, 34, 53], [45, 46, 52, 48], [54, 55, 57, 51, 61], [56, 58, 63, 64], [65, 68, 70], [77, 73], [66, 71, 75], [69, 72, 76], [74, 79, 86, 78, 80], [82, 87, 85], [81, 83, 84, 88]]
107: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15], [14, 18, 21], [17, 20, 19], [24, 23, 16], [27, 29, 25, 28, 62], [26, 43, 33], [44, 47, 30, 31], [35, 32, 40, 36], [37, 50, 42, 38], [49, 60], [41, 34, 45], [46, 61, 48, 57], [51, 52, 53, 54], [56, 58, 55], [63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86], [78, 80, 82, 87, 85, 81, 83, 84, 88]]
108: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30], [31, 35, 32, 40], [36, 37, 50, 42], [38, 49, 60], [41, 34], [46, 45, 61], [52, 55, 48], [53, 56, 54], [51, 58, 57], [63, 64, 65, 68], [70, 77, 73, 66], [71, 75], [69, 72, 76, 74], [79, 86, 78, 80], [82, 87, 85], [81, 83, 84, 88]]
109: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17], [20, 19, 24], [23, 16, 27, 29], [25, 28, 62], [26, 43, 33], [44, 47, 30], [31, 35], [32, 40], [36, 37, 50, 42, 38, 49, 60, 41, 34, 54, 45, 53, 46, 51, 48, 52, 56, 55, 57, 63, 58, 61, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72], [76, 74, 79], [86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
110: [[39, 59, 10, 9, 67, 3], [8, 6], [22, 1, 12], [2, 4, 13], [7, 5, 11, 15, 14, 18], [21, 17, 20, 19], [24, 23, 16], [27, 29, 25, 28], [62, 26, 43, 33], [44, 47, 30], [31, 35], [32, 40, 36], [37, 50, 42], [38, 49, 60, 41, 34, 45, 46, 61, 48, 57, 55, 52, 53, 54, 51, 63, 56, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
111: [[39, 59, 10, 9], [67, 3, 8, 6, 22], [1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17, 20, 19, 24, 23], [16, 27, 29], [25, 28, 62, 26], [43, 33, 44], [47, 30, 31, 35], [32, 40, 36, 37], [50, 42, 38], [49, 60, 41], [34, 45, 51, 61], [55, 52, 56], [46, 48], [53, 54, 57], [58, 63, 64], [65, 68, 70], [77, 73, 66], [71, 75, 69, 72, 76, 74], [79, 86, 78, 80, 82, 87], [85, 81, 83, 84, 88]]
112: [[39, 59, 10, 9, 67], [3, 8, 6], [22, 1, 12, 2], [4, 13, 7, 5, 11], [15, 14, 18], [21, 17], [20, 19, 24, 23, 16, 27], [29, 25], [28, 62, 26], [43, 33, 44, 47, 30, 31], [35, 32, 40, 36], [37, 50, 42, 38, 49, 60], [41, 46, 34, 45, 51, 61], [53, 54, 48, 52, 55, 57, 63, 56, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72], [76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
113: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27, 29], [25, 28, 62], [26, 43, 33], [44, 47, 30], [31, 35, 32], [40, 36, 37], [50, 42, 38, 49, 60, 41, 46, 45, 34, 53], [48, 51, 54, 57, 52, 63, 56, 58, 55], [61, 64, 65], [68, 70, 77, 73], [66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
114: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15], [14, 18, 21], [17, 20, 19], [24, 23, 16], [27, 29, 25], [28, 62, 26, 43], [33, 44, 47, 30, 31, 35, 32, 40], [36, 37, 50, 42, 38, 49, 60, 41, 45], [53, 34, 46, 51, 56, 54, 55, 52, 48, 57, 61, 58, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
115: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62, 26], [43, 33], [44, 47, 30, 31], [35, 32], [40, 36, 37, 50], [42, 38, 49, 60], [41, 54], [34, 45, 61], [55, 52, 51, 48], [46, 53, 57], [63, 56, 58], [64, 65, 68, 70], [77, 73, 66, 71], [75, 69], [72, 76, 74], [79, 86, 78, 80], [82, 87, 85, 81], [83, 84, 88]]
116: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12], [2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17, 20], [19, 24, 23], [16, 27, 29, 25], [28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40], [36, 37, 50, 42, 38, 49, 60, 41, 34, 61, 46, 45, 51, 48, 52], [57, 53, 54, 56, 55, 58], [63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82], [87, 85, 81, 83, 84, 88]]
117: [[39, 59, 10, 9, 67], [3, 8, 6, 22, 1, 12, 2], [4, 13, 7], [5, 11], [15, 14, 18], [21, 17, 20], [19, 24], [23, 16, 27, 29], [25, 28, 62], [26, 43], [33, 44, 47], [30, 31, 35], [32, 40, 36, 37], [50, 42, 38, 49], [60, 41, 34], [45, 46, 53], [48, 55, 51], [56, 52, 54], [57, 58, 61], [63, 64, 65, 68], [70, 77, 73], [66, 71, 75], [69, 72, 76], [74, 79], [86, 78, 80, 82], [87, 85, 81, 83], [84, 88]]
118: [[39, 59, 10], [9], [67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11, 15, 14, 18], [21, 17, 20, 19], [24, 23, 16, 27, 29, 25], [28, 62, 26, 43, 33, 44], [47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 48, 55, 52, 51, 53, 56, 54], [57, 63, 61, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
119: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2], [4, 13, 7], [5, 11, 15, 14], [18, 21, 17, 20, 19], [24, 23, 16, 27, 29, 25, 28, 62, 26], [43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42], [38, 49, 60, 41, 34, 45, 46, 55, 48, 51, 53, 61, 54, 52, 57, 58, 56, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
120: [[39, 59, 10, 9], [67, 3, 8, 6], [22, 1, 12, 2, 4], [13, 7], [5, 11, 15, 14, 18, 21, 17, 20], [19, 24, 23, 16], [27, 29, 25], [28, 62, 26, 43, 33], [44, 47, 30, 31, 35, 32], [40, 36, 37], [50, 42, 38], [49, 60, 41, 34, 48, 46, 53, 56, 55, 51, 45, 54, 52, 63, 58, 57, 61, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
121: [[39, 59, 10], [9, 67, 3], [8, 6, 22], [1, 12, 2], [4, 13, 7], [5, 11, 15, 14], [18, 21, 17, 20], [19, 24, 23, 16], [27, 29], [25, 28, 62], [26, 43, 33, 44], [47, 30], [31, 35, 32], [40, 36, 37, 50], [42, 38, 49], [60, 41, 34, 45], [46, 53, 51, 48], [55, 54, 56, 52], [58, 57], [61, 63, 64], [65, 68, 70, 77], [73, 66, 71], [75, 69, 72], [76, 74, 79, 86], [78, 80], [82, 87], [85, 81, 83], [84, 88]]
122: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18, 21, 17, 20], [19, 24, 23, 16, 27, 29], [25, 28, 62, 26], [43, 33], [44, 47, 30], [31, 35, 32], [40, 36, 37, 50], [42, 38, 49, 60], [41, 34, 45, 46, 58, 52], [57, 51, 54], [48, 56], [55, 61, 53], [63, 64, 65], [68, 70, 77], [73, 66, 71], [75, 69, 72, 76, 74, 79, 86, 78, 80], [82, 87, 85], [81, 83, 84, 88]]
123: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17, 20, 19], [24, 23, 16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32], [40, 36, 37, 50, 42], [38, 49, 60], [41, 34], [46, 45, 51, 52, 53, 54], [48, 56, 55], [58, 57, 61], [63, 64, 65, 68], [70, 77, 73, 66, 71], [75, 69, 72], [76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
124: [[39, 59, 10, 9, 67], [3, 8, 6, 22, 1, 12, 2], [4, 13, 7], [5, 11], [15, 14, 18], [21, 17, 20], [19, 24, 23, 16], [27, 29, 25], [28, 62, 26], [43, 33, 44, 47], [30, 31], [35, 32, 40, 36], [37, 50], [42, 38, 49, 60], [41, 46, 34], [45, 48], [52, 51, 55, 58], [57, 53, 54, 63], [56, 61, 64], [65, 68, 70], [77, 73, 66], [71, 75, 69, 72], [76, 74, 79], [86, 78, 80], [82, 87, 85], [81, 83], [84, 88]]
125: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18, 21], [17, 20, 19, 24], [23, 16, 27], [29, 25, 28, 62, 26], [43, 33, 44, 47, 30, 31, 35, 32, 40], [36, 37, 50, 42, 38, 49, 60, 41, 34, 48, 46, 61, 51, 53, 54, 45, 57, 52, 55, 63, 58, 56, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
126: [[39, 59, 10, 9, 67], [3, 8, 6, 22, 1, 12, 2], [4, 13, 7], [5, 11], [15, 14, 18], [21, 17, 20], [19, 24, 23, 16], [27, 29, 25], [28, 62, 26], [43, 33, 44, 47], [30, 31], [35, 32, 40, 36], [37, 50], [42, 38, 49, 60], [41, 46, 34], [45, 48], [52, 51, 55, 58], [57, 53, 54, 63], [56, 61, 64], [65, 68, 70], [77, 73, 66], [71, 75, 69, 72], [76, 74, 79], [86, 78, 80], [82, 87, 85], [81, 83], [84, 88]]
127: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1], [12, 2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17, 20, 19], [24, 23], [16, 27, 29, 25], [28, 62], [26, 43, 33], [44, 47, 30], [31, 35, 32, 40], [36, 37, 50, 42], [38, 49], [60, 41, 54], [48, 46], [61, 34, 53], [51, 45, 57], [52, 55, 56, 63], [58, 64, 65], [68, 70], [77, 73, 66], [71, 75, 69], [72, 76, 74], [79, 86, 78], [80, 82, 87, 85], [81, 83], [84, 88]]
128: [[39, 59, 10, 9, 67, 3], [8, 6, 22], [1, 12, 2], [4, 13, 7, 5], [11, 15, 14, 18], [21, 17, 20, 19, 24, 23, 16], [27, 29, 25], [28, 62], [26, 43, 33, 44], [47, 30], [31, 35, 32, 40], [36, 37, 50], [42, 38, 49], [60, 41, 34, 45, 46], [52, 48], [56, 51, 53, 54, 55, 57, 63, 58], [61, 64, 65], [68, 70, 77, 73], [66, 71], [75, 69, 72], [76, 74, 79, 86], [78, 80, 82, 87], [85, 81, 83], [84, 88]]
129: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17, 20], [19, 24], [23, 16, 27, 29], [25, 28, 62], [26, 43, 33, 44], [47, 30, 31], [35, 32, 40, 36, 37], [50, 42, 38], [49, 60, 41, 34], [45, 46, 61, 52], [53, 51, 54, 55], [57, 48, 56, 58], [63, 64], [65, 68, 70, 77], [73, 66, 71], [75, 69, 72], [76, 74, 79, 86, 78], [80, 82, 87], [85, 81, 83], [84, 88]]
130: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12], [2, 4, 13, 7], [5, 11, 15, 14], [18, 21, 17, 20], [19, 24, 23], [16, 27], [29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 58, 54, 61, 48, 51, 56, 52, 55, 53, 57, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
131: [[39, 59], [10, 9, 67], [3, 8, 6], [22, 1, 12], [2, 4], [13, 7, 5, 11], [15, 14, 18, 21], [17, 20], [19, 24, 23], [16, 27], [29, 25, 28, 62], [26, 43, 33], [44, 47], [30, 31, 35], [32, 40], [36, 37], [50, 42, 38, 49], [60, 41, 34], [46, 45], [56, 54, 51, 53, 48, 57, 52, 58, 55, 61, 63], [64, 65, 68], [70, 77, 73, 66], [71, 75, 69, 72], [76, 74, 79], [86, 78, 80, 82, 87, 85, 81, 83], [84, 88]]
132: [[39, 59, 10, 9], [67, 3, 8, 6], [22, 1, 12, 2], [4, 13, 7, 5, 11], [15, 14, 18, 21], [17, 20, 19], [24, 23, 16], [27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 51, 61, 48, 53, 55, 57, 54, 58, 56, 52, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74], [79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
133: [[39, 59, 10], [9, 67, 3], [8, 6, 22, 1, 12, 2], [4, 13, 7, 5], [11, 15, 14], [18, 21, 17, 20], [19, 24, 23, 16], [27, 29, 25], [28, 62], [26, 43, 33], [44, 47, 30, 31], [35, 32, 40, 36, 37], [50, 42, 38], [49], [60, 41, 34, 61], [46, 45, 55, 56, 51, 48], [53, 52, 54, 63, 57, 58], [64, 65, 68, 70], [77, 73, 66, 71, 75, 69], [72, 76, 74, 79, 86, 78], [80, 82, 87, 85, 81, 83, 84, 88]]
134: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4], [13, 7], [5, 11], [15, 14, 18], [21, 17, 20, 19], [24, 23, 16, 27], [29, 25, 28, 62], [26, 43, 33, 44], [47, 30, 31, 35], [32, 40, 36], [37, 50, 42], [38, 49, 60], [41, 54, 46, 34], [61, 52, 45], [51, 48, 56], [53, 55, 58, 63], [57, 64, 65, 68], [70, 77, 73], [66, 71, 75], [69, 72, 76], [74, 79], [86, 78, 80], [82, 87, 85], [81, 83, 84, 88]]
135: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15], [14, 18, 21], [17, 20], [19, 24, 23, 16], [27, 29, 25], [28, 62, 26], [43, 33, 44, 47], [30, 31], [35, 32, 40], [36, 37], [50, 42, 38], [49, 60, 41], [34, 48, 46], [61, 45, 53, 51], [52, 57], [54, 58, 55], [56, 63, 64, 65], [68, 70, 77, 73], [66, 71, 75], [69, 72, 76, 74, 79], [86, 78, 80, 82, 87, 85, 81, 83, 84], [88]]
136: [[39, 59, 10, 9, 67, 3], [8, 6], [22, 1, 12, 2, 4, 13, 7, 5], [11, 15, 14, 18, 21, 17], [20, 19, 24], [23, 16], [27, 29, 25], [28, 62, 26], [43, 33, 44, 47], [30, 31, 35, 32, 40, 36, 37, 50], [42, 38, 49, 60, 41, 34, 46, 45, 48], [51, 52, 53, 55, 56, 54, 57, 63, 61, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
137: [[39, 59], [10, 9, 67], [3, 8], [6, 22, 1, 12], [2, 4, 13, 7], [5, 11, 15], [14, 18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25, 28], [62, 26, 43, 33], [44, 47, 30], [31, 35], [32, 40, 36, 37], [50, 42, 38, 49], [60, 41, 54, 46], [45, 48, 51], [52, 34, 56, 55], [53, 61, 57, 63], [58, 64], [65, 68, 70, 77], [73, 66], [71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
138: [[39, 59, 10, 9], [67, 3, 8], [6, 22], [1, 12, 2], [4, 13, 7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 46, 45, 61, 48, 51, 53, 54, 57, 52, 58, 55, 56, 63, 64, 65, 68, 70, 77], [73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
139: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14, 18, 21, 17, 20, 19, 24, 23, 16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 45, 34, 46, 52], [51, 57], [53, 48, 54, 58, 55, 61, 56, 63, 64], [65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
140: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1], [12, 2, 4], [13, 7, 5], [11, 15], [14, 18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25], [28, 62, 26, 43], [33, 44, 47, 30], [31, 35, 32], [40, 36, 37], [50, 42, 38, 49], [60, 41, 34, 61], [46, 45, 54], [48, 51, 52], [57, 56, 55], [63, 58, 53], [64, 65], [68, 70, 77, 73], [66, 71, 75, 69], [72, 76], [74, 79, 86, 78], [80, 82, 87], [85], [81, 83, 84, 88]]
141: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18, 21, 17, 20, 19, 24, 23], [16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 61, 55, 56, 52, 48, 51, 53, 57, 63, 54, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
142: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4], [13, 7], [5, 11], [15, 14, 18], [21, 17, 20, 19, 24, 23, 16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42], [38, 49, 60, 41, 34, 45, 54, 61, 46, 57, 48, 52, 56, 55, 51, 58, 63, 53, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
143: [[39, 59, 10], [9, 67], [3, 8], [6, 22, 1], [12, 2, 4], [13, 7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25], [28, 62], [26, 43, 33], [44, 47, 30, 31], [35, 32, 40], [36, 37, 50, 42], [38, 49, 60, 41], [34, 46, 45], [58, 52, 53, 55], [54, 56, 48, 51], [61, 63], [57, 64, 65, 68], [70, 77, 73, 66], [71, 75, 69, 72], [76, 74, 79, 86], [78, 80, 82], [87, 85, 81, 83], [84, 88]]
144: [[39, 59, 10, 9], [67, 3, 8], [6, 22, 1], [12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17, 20, 19, 24, 23, 16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 53, 51, 55, 48, 54, 52, 56, 61, 63, 58, 57, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
145: [[39, 59], [10, 9, 67], [3, 8], [6, 22, 1], [12, 2, 4], [13, 7], [5, 11, 15], [14, 18], [21, 17], [20, 19, 24, 23], [16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47], [30, 31, 35], [32, 40, 36], [37, 50, 42], [38, 49, 60, 41], [54, 45, 46], [52, 34, 51], [53, 56, 57], [48, 55, 58], [63, 61, 64, 65], [68, 70], [77, 73, 66], [71, 75, 69], [72, 76, 74], [79, 86, 78], [80, 82, 87], [85, 81], [83, 84, 88]]
146: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11, 15], [14, 18], [21, 17, 20], [19, 24], [23, 16, 27, 29], [25, 28, 62], [26, 43, 33], [44, 47, 30, 31, 35, 32], [40, 36], [37, 50, 42], [38, 49, 60], [41, 45, 48], [34, 61, 46, 53, 51], [54, 56, 52, 55, 63, 57, 58, 64, 65, 68, 70, 77, 73, 66], [71, 75, 69, 72, 76, 74, 79, 86], [78, 80, 82, 87, 85, 81, 83, 84, 88]]
147: [[39, 59, 10], [9, 67, 3], [8, 6, 22, 1], [12, 2], [4, 13, 7], [5, 11, 15, 14, 18], [21, 17, 20], [19, 24, 23, 16], [27, 29, 25], [28, 62, 26], [43, 33], [44, 47], [30, 31, 35, 32], [40, 36, 37], [50, 42, 38], [49, 60, 41, 34], [46, 45], [48, 52, 51, 55], [58, 57], [53, 54, 61, 56, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69], [72, 76, 74, 79, 86, 78, 80, 82, 87], [85, 81, 83, 84, 88]]
148: [[39, 59, 10, 9, 67], [3, 8, 6, 22, 1, 12], [2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25], [28, 62, 26], [43, 33], [44, 47, 30, 31], [35, 32, 40, 36], [37, 50, 42], [38, 49, 60, 41], [34, 46], [45, 53, 51], [48, 55, 56, 52, 54, 57], [61, 63, 58, 64], [65, 68, 70], [77, 73, 66], [71, 75, 69], [72, 76], [74, 79, 86], [78, 80, 82, 87], [85, 81, 83, 84, 88]]
149: [[39, 59, 10, 9], [67, 3], [8, 6, 22], [1, 12, 2], [4, 13, 7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24, 23, 16], [27, 29, 25], [28, 62, 26], [43, 33, 44, 47], [30, 31], [35, 32, 40, 36], [37, 50, 42], [38, 49, 60], [41, 34, 46, 45], [56, 55, 52, 48, 51], [53, 54, 61, 57], [63, 58, 64], [65, 68], [70, 77, 73, 66, 71], [75, 69, 72, 76], [74, 79, 86], [78, 80, 82], [87, 85, 81, 83], [84, 88]]
150: [[39, 59, 10, 9], [67, 3, 8], [6, 22, 1], [12, 2, 4], [13, 7], [5, 11, 15, 14], [18, 21, 17, 20], [19, 24], [23, 16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 53, 48, 55, 51, 52, 56, 54, 57, 58, 63, 61, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
151: [[39, 59], [10, 9, 67], [3, 8, 6], [22, 1, 12, 2], [4, 13], [7, 5, 11, 15], [14, 18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44], [47, 30, 31, 35], [32, 40, 36], [37, 50, 42], [38, 49, 60], [41, 34, 53, 46, 45], [48, 56, 52, 51], [54, 58, 55], [57, 61, 63], [64, 65], [68, 70, 77], [73, 66, 71, 75], [69, 72, 76], [74, 79, 86, 78], [80, 82, 87], [85, 81], [83, 84, 88]]
152: [[39, 59, 10], [9, 67, 3], [8, 6, 22, 1], [12, 2, 4], [13, 7, 5], [11, 15], [14, 18, 21], [17, 20, 19, 24], [23, 16, 27], [29, 25, 28], [62, 26, 43, 33], [44, 47, 30, 31], [35, 32, 40, 36], [37, 50, 42], [38, 49, 60, 41], [46, 34], [45, 51, 52], [55, 54], [48, 56, 61], [53, 57, 63], [58, 64, 65], [68, 70, 77, 73], [66, 71, 75, 69], [72, 76, 74, 79], [86, 78, 80, 82], [87, 85, 81], [83, 84, 88]]
