0: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40, 46, 60, 44], [55, 47, 52, 51], [48, 61], [49, 53, 54, 56, 57], [62, 58], [63, 68, 67, 65, 76, 66], [64, 70], [71, 75], [74, 73, 72, 78, 77], [79, 80, 85, 81, 82], [83, 86], [84, 87, 88]]
102: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24, 27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52], [51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
103: [[22, 7], [13, 12, 1, 2, 4], [69, 3], [5, 6], [10, 9], [8, 14], [15, 11], [17, 18, 21], [16, 19, 50, 20, 31], [23, 24], [27, 59], [29, 26], [25, 28, 30], [33, 36], [32, 39, 34, 43, 45], [35, 37, 42, 38], [41, 40, 46, 60, 44], [55, 47], [52, 51], [48, 61], [49, 53, 54, 56, 57], [62, 58], [63, 68, 67], [65, 76, 66, 64], [70, 71], [75, 74], [73, 72, 78, 77], [79, 80], [85, 81, 82, 83, 86], [84, 87, 88]]
104: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50, 20], [31, 23], [24, 27], [59, 29], [26, 25], [28, 30, 33, 36, 32], [39, 34, 43, 45], [35, 37, 42, 38, 41, 40, 46], [60, 44], [55, 47, 52, 51, 48], [61, 49], [53, 54], [56, 57], [62, 58], [63, 68], [67, 65], [76, 66], [64, 70, 71], [75, 74, 73, 72, 78, 77, 79, 80], [85, 81, 82, 83, 86, 84, 87, 88]]
105: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21], [16, 19], [50, 20], [31, 23, 24, 27, 59], [29, 26], [25, 28, 30, 33], [36, 32, 39], [34, 43, 45, 35, 37], [42, 38], [41, 40], [46, 60, 44, 55, 47], [52, 51, 48, 61], [49, 53, 54, 56, 57, 62, 58, 63, 68], [67, 65, 76, 66], [64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
106: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25], [28, 30], [33, 36], [32, 39], [34, 43, 45, 35], [37, 42], [38, 41], [40, 46], [60, 44], [55, 47], [52, 51], [48, 61, 49, 53, 54], [56, 57, 62, 58], [63, 68], [67, 65], [76, 66, 64, 70, 71], [75, 74, 73, 72], [78, 77, 79, 80], [85], [81, 82, 83, 86, 84, 87, 88]]
107: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18], [21, 16], [19, 50], [20, 31], [23, 24, 27, 59, 29, 26, 25, 28], [30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46], [60, 44, 55, 47], [52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83], [86, 84, 87, 88]]
108: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24, 27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39], [34, 43], [45, 35, 37, 42, 38, 41], [40, 46], [60, 44], [55, 47], [52, 51], [48, 61, 49, 53, 54, 56], [57, 62], [58, 63], [68, 67, 65, 76, 66], [64, 70, 71, 75, 74], [73, 72, 78, 77, 79, 80, 85, 81], [82, 83, 86, 84, 87, 88]]
109: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10], [9, 8], [14, 15], [11, 17], [18, 21], [16, 19, 50], [20, 31], [23, 24, 27], [59, 29, 26], [25, 28, 30], [33, 36], [32, 39, 34, 43, 45, 35, 37, 42], [38, 41, 40, 46], [60, 44, 55, 47, 52, 51], [48, 61, 49], [53, 54, 56, 57, 62, 58], [63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
110: [[22, 7, 13], [12, 1], [2, 4], [69, 3], [5, 6], [10, 9], [8, 14], [15, 11, 17], [18, 21, 16], [19, 50], [20, 31], [23, 24, 27], [59, 29, 26, 25, 28], [30, 33], [36, 32, 39], [34, 43], [45, 35], [37, 42], [38, 41, 40, 46, 60], [44, 55], [47, 52, 51], [48, 61, 49, 53, 54], [56, 57], [62, 58], [63, 68, 67, 65, 76], [66, 64, 70, 71, 75], [74, 73, 72, 78, 77], [79, 80, 85, 81, 82], [83, 86, 84, 87, 88]]
111: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21], [16, 19], [50, 20], [31, 23, 24, 27, 59], [29, 26, 25, 28, 30, 33, 36], [32, 39, 34], [43, 45], [35, 37], [42, 38, 41, 40], [46, 60], [44, 55], [47, 52, 51, 48, 61, 49, 53, 54], [56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71], [75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
112: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50, 20, 31, 23, 24, 27], [59, 29, 26, 25, 28, 30, 33], [36, 32], [39, 34, 43, 45, 35], [37, 42], [38, 41], [40, 46], [60, 44], [55, 47], [52, 51], [48, 61, 49, 53, 54], [56, 57, 62, 58, 63, 68, 67], [65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
113: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16, 19, 50], [20, 31, 23, 24, 27], [59, 29, 26, 25], [28, 30, 33], [36, 32, 39, 34, 43], [45, 35], [37, 42], [38, 41], [40, 46], [60, 44], [55, 47], [52, 51, 48, 61, 49], [53, 54], [56, 57, 62, 58], [63, 68, 67, 65, 76], [66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84], [87, 88]]
114: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10], [9, 8], [14, 15], [11, 17], [18, 21, 16, 19, 50], [20, 31, 23], [24, 27, 59], [29, 26], [25, 28, 30, 33, 36, 32, 39, 34, 43, 45], [35, 37, 42, 38, 41, 40, 46, 60, 44, 55], [47, 52], [51, 48, 61, 49, 53, 54, 56, 57], [62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71], [75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84], [87, 88]]
115: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21], [16, 19], [50, 20], [31, 23], [24, 27, 59, 29, 26], [25, 28, 30, 33], [36, 32], [39, 34, 43, 45, 35], [37, 42, 38, 41, 40, 46, 60, 44], [55, 47, 52, 51, 48, 61, 49, 53], [54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75], [74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
116: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50, 20, 31, 23], [24, 27, 59], [29, 26], [25, 28, 30, 33, 36, 32], [39, 34, 43, 45, 35], [37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63], [68, 67, 65, 76, 66, 64, 70, 71], [75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
117: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25], [28, 30], [33, 36], [32, 39], [34, 43], [45, 35], [37, 42], [38, 41], [40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82], [83, 86, 84, 87, 88]]
118: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21], [16, 19], [50, 20], [31, 23], [24, 27], [59, 29], [26, 25], [28, 30, 33, 36, 32], [39, 34, 43, 45], [35, 37], [42, 38, 41, 40, 46], [60, 44], [55, 47, 52, 51, 48, 61], [49, 53], [54, 56], [57, 62, 58, 63, 68], [67, 65, 76, 66, 64], [70, 71], [75, 74, 73], [72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
119: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15, 11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27], [59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34], [43, 45, 35, 37, 42, 38, 41, 40, 46], [60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
120: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21], [16, 19], [50, 20], [31, 23, 24, 27, 59], [29, 26], [25, 28, 30, 33, 36], [32, 39, 34, 43], [45, 35], [37, 42, 38, 41], [40, 46], [60, 44], [55, 47, 52, 51, 48], [61, 49, 53, 54, 56, 57], [62, 58, 63], [68, 67], [65, 76, 66, 64, 70], [71, 75, 74, 73, 72], [78, 77, 79, 80, 85, 81, 82, 83], [86, 84, 87, 88]]
121: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50, 20, 31, 23], [24, 27], [59, 29], [26, 25], [28, 30, 33, 36, 32, 39], [34, 43], [45, 35], [37, 42, 38, 41, 40], [46, 60, 44, 55, 47], [52, 51, 48, 61, 49, 53, 54, 56], [57, 62, 58, 63, 68, 67, 65, 76], [66, 64, 70, 71, 75, 74, 73, 72, 78, 77], [79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
122: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18], [21, 16], [19, 50], [20, 31], [23, 24, 27, 59, 29], [26, 25], [28, 30], [33, 36], [32, 39], [34, 43], [45, 35], [37, 42], [38, 41, 40], [46, 60], [44, 55, 47, 52, 51, 48], [61, 49], [53, 54], [56, 57], [62, 58], [63, 68, 67, 65, 76, 66, 64, 70, 71, 75], [74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84], [87, 88]]
123: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15, 11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37], [42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
124: [[22, 7, 13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9, 8], [14, 15, 11, 17, 18, 21, 16], [19, 50, 20, 31, 23, 24, 27], [59, 29], [26, 25, 28, 30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40], [46, 60], [44, 55, 47, 52, 51, 48, 61, 49], [53, 54], [56, 57], [62, 58, 63], [68, 67, 65, 76, 66, 64, 70, 71, 75, 74], [73, 72, 78, 77, 79, 80, 85, 81], [82, 83, 86, 84, 87, 88]]
125: [[22, 7], [13, 12, 1, 2, 4], [69, 3], [5, 6], [10, 9], [8, 14], [15, 11, 17], [18, 21, 16, 19, 50, 20, 31, 23, 24, 27, 59, 29], [26, 25, 28], [30, 33], [36, 32], [39, 34], [43, 45], [35, 37, 42, 38, 41], [40, 46, 60, 44, 55, 47, 52], [51, 48, 61, 49, 53, 54, 56], [57, 62, 58], [63, 68, 67, 65, 76, 66, 64, 70, 71, 75], [74, 73, 72], [78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
126: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50, 20, 31, 23, 24, 27, 59], [29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62], [58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83], [86, 84, 87, 88]]
127: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50, 20, 31, 23], [24, 27], [59, 29, 26, 25], [28, 30, 33, 36, 32, 39, 34], [43, 45], [35, 37, 42, 38, 41], [40, 46], [60, 44], [55, 47], [52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68], [67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
128: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15, 11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27], [59, 29], [26, 25], [28, 30], [33, 36, 32, 39, 34, 43, 45, 35, 37, 42], [38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64], [70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
129: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15, 11], [17, 18, 21, 16, 19], [50, 20, 31, 23, 24, 27, 59], [29, 26, 25, 28, 30, 33, 36], [32, 39], [34, 43, 45, 35, 37], [42, 38], [41, 40], [46, 60], [44, 55], [47, 52, 51, 48], [61, 49], [53, 54], [56, 57], [62, 58, 63], [68, 67], [65, 76, 66, 64, 70, 71, 75, 74, 73, 72], [78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
130: [[22, 7, 13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21, 16, 19, 50, 20], [31, 23, 24], [27, 59, 29, 26, 25], [28, 30, 33, 36, 32, 39, 34], [43, 45], [35, 37, 42, 38, 41], [40, 46], [60, 44, 55, 47, 52, 51, 48], [61, 49, 53, 54, 56, 57, 62], [58, 63, 68, 67, 65, 76], [66, 64], [70, 71], [75, 74, 73, 72, 78], [77, 79, 80, 85, 81], [82, 83, 86, 84, 87, 88]]
131: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16, 19], [50, 20], [31, 23], [24, 27, 59, 29, 26, 25], [28, 30], [33, 36], [32, 39, 34], [43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
132: [[22, 7, 13, 12, 1, 2], [4, 69], [3, 5, 6, 10, 9], [8, 14], [15, 11], [17, 18], [21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28, 30], [33, 36, 32, 39, 34], [43, 45], [35, 37, 42], [38, 41, 40], [46, 60, 44, 55, 47], [52, 51], [48, 61, 49], [53, 54, 56], [57, 62], [58, 63, 68, 67, 65, 76, 66], [64, 70], [71, 75], [74, 73, 72, 78, 77], [79, 80, 85, 81, 82], [83, 86, 84, 87, 88]]
133: [[22, 7], [13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21], [16, 19, 50, 20, 31], [23, 24, 27], [59, 29, 26, 25], [28, 30], [33, 36], [32, 39], [34, 43, 45], [35, 37, 42, 38, 41], [40, 46], [60, 44, 55, 47, 52], [51, 48, 61, 49, 53], [54, 56, 57], [62, 58, 63, 68, 67], [65, 76], [66, 64], [70, 71, 75, 74, 73, 72], [78, 77, 79, 80, 85], [81, 82], [83, 86, 84, 87, 88]]
134: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21], [16, 19], [50, 20], [31, 23], [24, 27], [59, 29, 26, 25, 28, 30, 33], [36, 32], [39, 34, 43], [45, 35], [37, 42], [38, 41], [40, 46, 60, 44, 55, 47, 52, 51], [48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67], [65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
135: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50, 20, 31, 23], [24, 27], [59, 29, 26, 25, 28, 30, 33], [36, 32, 39, 34, 43, 45, 35], [37, 42], [38, 41, 40, 46], [60, 44], [55, 47, 52, 51, 48], [61, 49, 53, 54, 56, 57, 62, 58, 63, 68], [67, 65, 76], [66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79], [80, 85, 81, 82, 83, 86, 84, 87, 88]]
136: [[22, 7, 13, 12, 1, 2, 4], [69, 3], [5, 6], [10, 9, 8, 14, 15], [11, 17, 18, 21], [16, 19], [50, 20, 31, 23, 24], [27, 59], [29, 26, 25, 28, 30, 33], [36, 32], [39, 34], [43, 45, 35, 37, 42], [38, 41, 40, 46, 60], [44, 55], [47, 52, 51], [48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65], [76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
137: [[22, 7, 13], [12, 1, 2, 4, 69], [3, 5], [6, 10], [9, 8], [14, 15], [11, 17], [18, 21], [16, 19], [50, 20], [31, 23, 24], [27, 59], [29, 26, 25, 28, 30, 33], [36, 32], [39, 34], [43, 45, 35], [37, 42], [38, 41], [40, 46, 60], [44, 55], [47, 52, 51], [48, 61, 49], [53, 54, 56, 57, 62, 58], [63, 68], [67, 65, 76, 66], [64, 70], [71, 75, 74], [73, 72, 78, 77, 79], [80, 85, 81, 82, 83], [86, 84], [87, 88]]
138: [[22, 7], [13, 12], [1, 2], [4, 69], [3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21, 16, 19, 50], [20, 31, 23, 24, 27], [59, 29, 26, 25, 28, 30, 33, 36], [32, 39, 34, 43, 45, 35, 37, 42], [38, 41, 40, 46, 60, 44], [55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
139: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21], [16, 19], [50, 20], [31, 23], [24, 27, 59, 29, 26], [25, 28, 30, 33, 36, 32, 39], [34, 43], [45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55], [47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58], [63, 68], [67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85], [81, 82, 83, 86, 84, 87, 88]]
140: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21], [16, 19], [50, 20], [31, 23, 24, 27, 59], [29, 26], [25, 28, 30, 33], [36, 32], [39, 34, 43, 45, 35, 37, 42, 38], [41, 40], [46, 60], [44, 55], [47, 52], [51, 48], [61, 49, 53], [54, 56, 57, 62, 58], [63, 68], [67, 65, 76], [66, 64, 70, 71, 75, 74], [73, 72, 78, 77], [79, 80, 85, 81], [82, 83, 86, 84], [87, 88]]
141: [[22, 7], [13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9], [8, 14, 15], [11, 17, 18, 21, 16], [19, 50, 20], [31, 23], [24, 27, 59, 29, 26, 25, 28, 30], [33, 36, 32, 39], [34, 43, 45, 35, 37, 42], [38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65], [76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
142: [[22, 7], [13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21], [16, 19], [50, 20], [31, 23], [24, 27, 59, 29, 26], [25, 28, 30, 33, 36, 32, 39], [34, 43, 45], [35, 37, 42, 38, 41, 40], [46, 60], [44, 55], [47, 52, 51], [48, 61], [49, 53, 54, 56], [57, 62], [58, 63, 68], [67, 65, 76, 66], [64, 70], [71, 75, 74, 73, 72, 78], [77, 79], [80, 85], [81, 82, 83, 86, 84, 87, 88]]
143: [[22, 7, 13, 12, 1, 2, 4, 69], [3, 5, 6, 10, 9, 8, 14], [15, 11], [17, 18, 21, 16, 19], [50, 20], [31, 23], [24, 27, 59, 29, 26, 25, 28], [30, 33], [36, 32, 39, 34, 43], [45, 35], [37, 42, 38, 41, 40, 46, 60], [44, 55, 47, 52, 51, 48, 61], [49, 53], [54, 56, 57, 62], [58, 63], [68, 67, 65, 76, 66], [64, 70, 71], [75, 74, 73, 72, 78, 77, 79], [80, 85, 81, 82, 83, 86, 84, 87, 88]]
144: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10], [9, 8], [14, 15, 11, 17, 18], [21, 16, 19, 50, 20, 31, 23, 24], [27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42], [38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53], [54, 56], [57, 62], [58, 63], [68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84], [87, 88]]
145: [[22, 7], [13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9, 8], [14, 15, 11], [17, 18, 21], [16, 19], [50, 20, 31, 23, 24, 27, 59, 29], [26, 25, 28, 30], [33, 36, 32, 39, 34, 43], [45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58], [63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
146: [[22, 7, 13, 12, 1, 2, 4], [69, 3], [5, 6], [10, 9], [8, 14], [15, 11, 17, 18, 21], [16, 19], [50, 20, 31, 23, 24], [27, 59, 29, 26, 25, 28, 30, 33], [36, 32, 39, 34, 43, 45, 35], [37, 42], [38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48], [61, 49, 53, 54, 56, 57], [62, 58], [63, 68], [67, 65, 76], [66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85], [81, 82, 83, 86, 84, 87, 88]]
147: [[22, 7, 13, 12, 1], [2, 4], [69, 3, 5, 6, 10], [9, 8, 14], [15, 11], [17, 18], [21, 16], [19, 50, 20], [31, 23], [24, 27], [59, 29], [26, 25], [28, 30], [33, 36, 32, 39, 34], [43, 45], [35, 37], [42, 38, 41], [40, 46, 60, 44, 55], [47, 52], [51, 48, 61, 49], [53, 54, 56], [57, 62], [58, 63, 68, 67, 65], [76, 66, 64, 70], [71, 75, 74, 73, 72], [78, 77], [79, 80], [85, 81], [82, 83, 86, 84, 87, 88]]
148: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9], [8, 14, 15, 11, 17, 18, 21, 16, 19, 50, 20, 31, 23, 24, 27, 59, 29, 26, 25, 28, 30, 33, 36, 32], [39, 34, 43, 45, 35, 37, 42], [38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53], [54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
149: [[22, 7, 13, 12], [1, 2, 4, 69], [3, 5], [6, 10, 9, 8, 14], [15, 11, 17, 18, 21, 16], [19, 50, 20, 31, 23, 24, 27, 59, 29, 26, 25, 28, 30], [33, 36, 32], [39, 34], [43, 45, 35, 37, 42, 38], [41, 40], [46, 60], [44, 55, 47, 52, 51, 48, 61, 49, 53, 54], [56, 57, 62, 58, 63, 68, 67], [65, 76, 66, 64, 70, 71, 75], [74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86], [84, 87, 88]]
150: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6], [10, 9], [8, 14], [15, 11], [17, 18], [21, 16], [19, 50], [20, 31, 23, 24, 27], [59, 29, 26, 25], [28, 30], [33, 36], [32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67], [65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
151: [[22, 7], [13, 12], [1, 2], [4, 69], [3, 5, 6, 10], [9, 8], [14, 15], [11, 17, 18], [21, 16], [19, 50, 20, 31, 23, 24, 27, 59, 29, 26, 25], [28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38], [41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65], [76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
152: [[22, 7], [13, 12, 1, 2, 4], [69, 3], [5, 6], [10, 9], [8, 14, 15, 11, 17, 18], [21, 16], [19, 50, 20, 31, 23, 24, 27], [59, 29], [26, 25, 28, 30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40], [46, 60], [44, 55], [47, 52], [51, 48], [61, 49], [53, 54, 56, 57, 62, 58], [63, 68], [67, 65, 76, 66, 64, 70], [71, 75, 74, 73, 72, 78, 77], [79, 80], [85, 81, 82, 83], [86, 84], [87, 88]]
