0: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 39], [36, 47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63], [58, 62, 72], [67, 70, 66], [64, 69], [77], [73, 68, 65, 75], [71, 76, 78], [74], [79, 80, 86, 85, 81, 83, 82], [84, 87, 88]]
102: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9], [10, 15, 29], [14, 13], [24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28, 32, 51], [35, 38, 33], [42, 34, 44], [36, 39, 47, 40], [45, 43, 60], [41, 46, 50], [57, 61, 48], [53, 52, 49, 54], [55, 56], [63, 58], [62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
103: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13, 24, 23, 16, 19, 59], [21, 17, 18, 20, 27], [25, 26, 28], [32, 51, 35, 38, 33], [42, 34, 44], [36, 39, 47], [40, 45], [43, 60, 41], [46, 50, 57, 61], [48, 53, 52, 49, 54, 55, 56, 63], [58, 62, 72, 67], [70, 66, 64, 69, 77], [73, 68, 65], [75, 71, 76, 78, 74], [79, 80, 86, 85, 81], [83, 82, 84, 87, 88]]
104: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42, 34], [44, 39, 36], [47, 40, 45, 43], [60, 41, 46], [50, 57, 61], [48], [53, 52, 49], [54, 55, 56], [63, 58, 62, 72], [67, 70], [66, 64], [69, 77, 73], [68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
105: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10, 15, 29], [14, 13, 24, 23], [16, 19, 59], [21, 17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60], [41, 46, 50], [57, 61, 48, 53], [52, 49, 54, 55], [56, 63, 58], [62, 72, 67], [70, 66, 64, 69], [77, 73, 68, 65], [75, 71, 76], [78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
106: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12], [4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28, 32], [51, 35, 38, 33], [42], [34, 44, 36], [39, 47, 40], [45, 43], [60, 41, 46], [50, 57], [61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
107: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9], [10, 15, 29], [14, 13, 24, 23], [16, 19, 59], [21, 17, 18, 20], [27, 25, 26, 28], [32, 51, 35], [38, 33, 42, 34], [44, 36, 39, 47], [40, 45, 43], [60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
108: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42, 34], [44, 36, 39, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52, 49], [54, 55], [56, 63, 58, 62], [72, 67, 70, 66], [64, 69, 77, 73], [68, 65, 75], [71, 76, 78], [74, 79, 80], [86, 85, 81], [83], [82, 84, 87, 88]]
109: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12], [4, 5, 6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19, 59], [21, 17, 18, 20], [27, 25, 26, 28], [32, 51, 35, 38, 33], [42, 34, 44, 36], [39, 47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53, 52, 49], [54, 55, 56], [63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
110: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59, 21], [17, 18, 20, 27], [25, 26, 28, 32], [51, 35, 38], [33, 42, 34], [44, 39, 36], [47, 40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52, 49], [54, 55, 56], [63, 58, 62], [72, 67, 70], [66, 64, 69], [77, 73, 68], [65, 75], [71], [76, 78, 74, 79], [80, 86, 85], [81, 83, 82], [84, 87, 88]]
111: [[30, 31, 11], [7, 22, 1], [37, 2, 3, 12], [4, 5, 6], [8, 9, 10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27, 25], [26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36, 39, 47], [40, 45, 43, 60, 41], [46], [50, 57, 61], [48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67], [70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
112: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60], [41, 46, 50, 57], [61], [48, 53, 52], [49, 54, 55], [56, 63, 58], [62, 72, 67], [70, 66, 64], [69, 77, 73], [68, 65, 75], [71, 76], [78, 74], [79, 80, 86], [85, 81, 83, 82], [84, 87, 88]]
113: [[30, 31, 11], [7, 22], [1, 37, 2], [3, 12, 4], [5], [6], [8, 9, 10], [15, 29, 14], [13, 24, 23], [16], [19, 59, 21], [17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60], [41, 46, 50], [57, 61, 48], [53, 52, 49], [54, 55, 56, 63], [58, 62, 72, 67], [70, 66, 64, 69, 77, 73], [68, 65], [75, 71, 76], [78, 74, 79], [80, 86, 85], [81, 83, 82, 84, 87, 88]]
114: [[30, 31, 11], [7, 22, 1, 37, 2], [3, 12, 4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59, 21], [17, 18, 20, 27, 25, 26, 28, 32, 51, 35], [38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48], [53, 52, 49, 54], [55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
115: [[30, 31, 11], [7, 22, 1], [37, 2, 3, 12], [4, 5, 6, 8], [9, 10, 15], [29, 14, 13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38, 33, 42], [34, 44, 36], [39, 47], [40], [45, 43, 60], [41, 46, 50], [57, 61, 48], [53, 52, 49, 54], [55, 56, 63], [58, 62, 72], [67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71], [76], [78, 74, 79], [80, 86, 85], [81, 83, 82], [84, 87, 88]]
116: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8], [9, 10, 15, 29, 14, 13, 24, 23], [16, 19, 59, 21, 17], [18, 20, 27], [25, 26, 28, 32, 51], [35, 38, 33], [42, 34, 44], [36, 39, 47], [40, 45, 43, 60, 41], [46, 50, 57], [61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
117: [[30, 31, 11], [7, 22, 1, 37, 2], [3, 12, 4], [5, 6], [8, 9, 10, 15], [29, 14, 13], [24, 23, 16, 19], [59, 21], [17, 18, 20], [27, 25, 26, 28], [32, 51, 35], [38, 33, 42, 34], [44, 36, 39, 47], [40, 45, 43], [60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68], [65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
118: [[30, 31, 11], [7, 22, 1], [37, 2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27, 25], [26, 28, 32, 51], [35, 38], [33, 42, 34], [44, 36, 39], [47, 40, 45], [43, 60, 41, 46], [50, 57, 61], [48, 53, 52, 49], [54, 55, 56], [63, 58, 62], [72, 67, 70], [66, 64, 69, 77], [73, 68, 65, 75], [71, 76, 78, 74], [79, 80, 86, 85], [81, 83, 82, 84, 87], [88]]
119: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27, 25], [26, 28, 32, 51], [35, 38, 33, 42], [34, 44, 36, 39], [47, 40, 45], [43, 60, 41, 46], [50, 57, 61], [48, 53, 52], [49, 54, 55, 56], [63, 58, 62], [72, 67, 70, 66], [64, 69, 77, 73], [68, 65, 75], [71, 76], [78, 74], [79, 80, 86], [85, 81, 83], [82, 84, 87, 88]]
120: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43], [60], [41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73], [68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
121: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13], [24, 23, 16, 19, 59, 21, 17, 18], [20], [27, 25, 26, 28, 32], [51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
122: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44], [36, 39, 47, 40], [45, 43], [60], [41, 46, 50], [57, 61, 48], [53, 52, 49], [54, 55, 56], [63, 58, 62, 72], [67, 70, 66], [64, 69, 77, 73], [68, 65, 75, 71], [76, 78, 74, 79, 80], [86], [85, 81, 83, 82, 84, 87, 88]]
123: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17], [18, 20], [27, 25, 26], [28, 32, 51, 35], [38, 33, 42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52, 49], [54, 55, 56], [63, 58, 62, 72], [67, 70, 66], [64, 69], [77, 73, 68], [65, 75, 71], [76, 78, 74, 79], [80, 86, 85, 81], [83, 82, 84, 87], [88]]
124: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13, 24], [23, 16, 19, 59], [21, 17, 18], [20, 27, 25, 26], [28, 32, 51], [35, 38, 33], [42, 34, 44, 36, 39, 47], [40, 45, 43, 60, 41, 46], [50, 57], [61, 48, 53, 52], [49, 54, 55, 56, 63, 58], [62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86], [85, 81, 83, 82, 84, 87, 88]]
125: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26], [28, 32, 51], [35, 38, 33, 42], [34, 44, 36, 39], [47, 40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52], [49, 54, 55, 56], [63, 58, 62], [72, 67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71, 76], [78, 74, 79], [80, 86, 85], [81, 83], [82, 84, 87, 88]]
126: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16, 19], [59, 21, 17, 18], [20, 27, 25], [26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 39, 36, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
127: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17, 18], [20, 27, 25, 26], [28, 32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54, 55], [56, 63, 58], [62, 72, 67, 70], [66, 64, 69], [77, 73, 68, 65], [75], [71, 76, 78], [74, 79, 80], [86, 85, 81, 83], [82, 84], [87, 88]]
128: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12, 4, 5], [6, 8, 9], [10, 15, 29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26], [28, 32, 51, 35, 38], [33], [42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61, 48, 53, 52, 49, 54], [55, 56, 63, 58, 62], [72, 67, 70], [66, 64, 69, 77, 73], [68, 65, 75], [71, 76, 78], [74, 79, 80], [86, 85, 81, 83, 82], [84, 87, 88]]
129: [[30, 31, 11], [7, 22], [1, 37, 2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32, 51, 35, 38, 33, 42, 34, 44], [39, 36, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64], [69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80], [86, 85, 81], [83, 82, 84, 87, 88]]
130: [[30, 31, 11], [7, 22, 1, 37, 2], [3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14, 13], [24, 23, 16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38], [33, 42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52, 49], [54, 55, 56], [63, 58, 62, 72], [67, 70, 66, 64], [69, 77], [73, 68], [65, 75, 71, 76], [78, 74, 79, 80], [86], [85, 81, 83], [82, 84, 87, 88]]
131: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51], [35], [38, 33, 42, 34], [44, 36, 39], [47, 40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52, 49], [54, 55, 56], [63, 58, 62, 72], [67, 70, 66], [64, 69, 77], [73, 68], [65, 75, 71, 76], [78, 74, 79], [80, 86, 85, 81], [83, 82], [84, 87, 88]]
132: [[30, 31, 11], [7, 22], [1, 37, 2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32, 51, 35, 38, 33, 42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66], [64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79], [80, 86, 85], [81, 83, 82, 84, 87, 88]]
133: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51], [35, 38, 33], [42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61, 48], [53, 52, 49], [54, 55, 56], [63, 58, 62], [72, 67, 70], [66, 64, 69, 77], [73, 68], [65, 75, 71, 76], [78, 74, 79], [80, 86, 85], [81, 83, 82], [84, 87, 88]]
134: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29, 14], [13, 24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26, 28], [32, 51, 35, 38], [33, 42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52], [49, 54, 55], [56, 63], [58, 62, 72], [67, 70, 66], [64, 69, 77, 73], [68, 65, 75], [71, 76, 78], [74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
135: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19, 59, 21, 17, 18, 20, 27, 25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
136: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5, 6], [8, 9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26], [28, 32], [51, 35, 38], [33, 42, 34], [44, 36, 39, 47], [40, 45, 43, 60, 41], [46, 50, 57, 61, 48], [53, 52, 49, 54], [55, 56], [63, 58, 62, 72], [67, 70, 66, 64], [69, 77, 73], [68, 65, 75, 71], [76, 78, 74], [79, 80, 86], [85, 81, 83, 82], [84, 87, 88]]
137: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29, 14], [13, 24, 23, 16], [19, 59, 21], [17, 18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60, 41], [46, 50, 57, 61], [48], [53, 52, 49], [54, 55, 56], [63, 58], [62, 72, 67], [70, 66], [64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
138: [[30, 31, 11], [7, 22, 1], [37, 2], [3, 12], [4, 5], [6, 8, 9], [10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26], [28, 32, 51, 35], [38, 33, 42, 34], [44, 39], [36, 47, 40], [45, 43, 60], [41, 46, 50], [57, 61, 48, 53], [52, 49, 54], [55, 56, 63, 58], [62, 72, 67, 70], [66, 64, 69], [77, 73, 68, 65], [75, 71, 76, 78], [74, 79, 80], [86, 85, 81, 83], [82, 84, 87], [88]]
139: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25, 26], [28, 32, 51], [35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
140: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16, 19, 59], [21, 17, 18], [20, 27], [25], [26, 28, 32], [51, 35, 38], [33, 42, 34, 44], [36, 39, 47, 40], [45, 43, 60], [41, 46, 50, 57], [61, 48, 53, 52], [49, 54, 55, 56, 63, 58], [62, 72, 67, 70], [66, 64, 69], [77, 73, 68], [65, 75, 71], [76, 78, 74], [79, 80, 86, 85, 81, 83], [82, 84, 87, 88]]
141: [[30, 31, 11], [7, 22, 1], [37, 2], [3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33], [42, 34, 44, 36], [39, 47, 40], [45, 43], [60, 41, 46, 50], [57, 61, 48], [53, 52, 49], [54, 55, 56], [63, 58, 62], [72, 67, 70], [66, 64, 69], [77, 73, 68], [65, 75], [71, 76, 78, 74], [79, 80, 86], [85, 81], [83, 82], [84, 87, 88]]
142: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20, 27], [25, 26, 28], [32, 51, 35, 38], [33, 42, 34], [44, 36, 39], [47, 40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52], [49, 54, 55], [56, 63, 58], [62, 72], [67], [70, 66, 64], [69, 77, 73], [68, 65], [75, 71, 76, 78], [74, 79, 80], [86], [85, 81, 83, 82], [84, 87, 88]]
143: [[30, 31, 11], [7, 22, 1, 37, 2], [3, 12, 4, 5, 6], [8, 9, 10, 15], [29, 14, 13], [24, 23, 16, 19], [59, 21, 17, 18, 20, 27], [25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
144: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26, 28], [32, 51, 35, 38], [33, 42, 34], [44, 39], [36, 47, 40], [45, 43, 60], [41, 46], [50], [57, 61, 48], [53, 52], [49, 54, 55], [56, 63, 58, 62], [72, 67, 70], [66, 64, 69], [77, 73, 68], [65, 75, 71], [76, 78, 74], [79, 80, 86], [85, 81, 83, 82], [84, 87, 88]]
145: [[30, 31, 11], [7, 22, 1, 37, 2], [3, 12, 4], [5, 6, 8, 9, 10, 15], [29, 14, 13, 24], [23, 16, 19, 59, 21], [17, 18, 20], [27, 25], [26, 28, 32, 51], [35, 38, 33], [42, 34, 44, 36], [39, 47, 40, 45], [43, 60, 41, 46], [50, 57, 61, 48, 53], [52, 49, 54, 55], [56, 63, 58, 62], [72, 67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71, 76], [78, 74, 79], [80, 86, 85], [81, 83, 82], [84, 87, 88]]
146: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13, 24], [23, 16, 19], [59, 21, 17, 18, 20, 27, 25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45], [43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
147: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6], [8], [9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33, 42], [34, 44, 36], [39, 47, 40, 45], [43, 60, 41, 46], [50, 57, 61, 48], [53, 52, 49, 54], [55, 56, 63, 58], [62, 72, 67], [70, 66, 64], [69, 77, 73], [68, 65, 75], [71, 76], [78, 74, 79], [80, 86, 85], [81, 83, 82], [84, 87, 88]]
148: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38], [33, 42, 34], [44, 36, 39], [47, 40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53], [52], [49, 54, 55], [56, 63, 58], [62, 72, 67, 70], [66, 64, 69, 77], [73, 68, 65], [75, 71, 76, 78], [74, 79, 80, 86], [85, 81, 83], [82, 84, 87, 88]]
149: [[30, 31, 11], [7, 22], [1, 37, 2], [3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16, 19], [59, 21, 17], [18, 20], [27], [25, 26, 28, 32], [51, 35, 38], [33, 42, 34], [44, 36], [39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
150: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4], [5, 6, 8, 9], [10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33], [42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41, 46, 50], [57, 61, 48], [53, 52, 49, 54], [55, 56, 63], [58, 62, 72], [67, 70, 66, 64], [69, 77, 73], [68, 65, 75, 71], [76, 78, 74, 79], [80, 86, 85], [81, 83, 82, 84], [87, 88]]
151: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15], [29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28, 32], [51, 35, 38], [33, 42, 34, 44], [36, 39, 47, 40], [45, 43, 60, 41, 46], [50], [57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
152: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38, 33], [42, 34, 44, 36], [39, 47, 40, 45], [43, 60, 41, 46], [50, 57, 61, 48], [53, 52, 49, 54], [55, 56, 63, 58], [62, 72, 67], [70, 66, 64, 69], [77, 73, 68, 65], [75, 71, 76, 78], [74, 79, 80, 86], [85, 81, 83, 82, 84], [87, 88]]
