0: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35], [32, 44], [34, 39], [36, 41, 42], [40, 47], [43, 53, 59, 60], [61, 48], [56, 45], [46, 49, 52, 55, 58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
102: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18], [20, 26, 27], [31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56], [57, 58, 63, 68], [69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75], [72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
103: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10, 15], [14, 13], [23, 24], [16, 17, 21], [19, 50, 18, 20], [26, 27, 31], [28, 25, 29], [54, 62], [30, 33, 51, 35], [32, 44, 34], [39, 36, 41, 42], [40, 47, 43, 53], [59, 60], [61, 48, 45, 46], [52, 49, 55], [58, 57, 56, 63, 68], [69, 65, 70, 66], [79, 64, 67, 71], [74, 73, 76, 75], [72, 77, 78, 84], [81, 86, 82], [83, 80, 85, 87, 88]]
104: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24], [16, 17, 21, 19], [50, 18, 20, 26, 27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35], [32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56], [58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
105: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22, 6, 8], [9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19, 50], [18, 20], [26, 27], [31, 28], [25, 29], [54, 62], [30, 33, 51], [35, 32], [44, 34, 39, 36], [41, 42], [40, 47], [43, 53, 59, 60, 61, 48, 45, 46, 58, 52, 49, 55, 56, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84], [81, 86, 82, 83, 80, 85, 87, 88]]
106: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19, 50], [18, 20, 26, 27], [31, 28], [25, 29, 54, 62, 30, 33], [51, 35, 32, 44], [34, 39], [36, 41, 42, 40], [47, 43], [53, 59], [60, 61], [48, 45, 46, 52], [49, 55], [63, 56], [58, 57], [68, 69, 65, 70, 66], [79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
107: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19], [50, 18], [20, 26], [27, 31, 28, 25], [29, 54, 62, 30], [33, 51, 35, 32, 44], [34, 39], [36, 41], [42, 40, 47, 43], [53, 59], [60, 61], [48, 45, 46, 57], [52, 49, 55], [56, 58, 63, 68], [69, 65, 70, 66, 79, 64], [67, 71, 74, 73, 76], [75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
108: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24], [16, 17, 21, 19], [50, 18], [20, 26], [27, 31, 28, 25], [29, 54], [62, 30, 33, 51, 35], [32, 44, 34, 39, 36, 41], [42, 40], [47, 43, 53, 59, 60, 61], [48, 46, 45, 49], [52, 55, 57], [56, 58, 63, 68], [69, 65], [70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
109: [[7, 11, 37], [38, 5, 2, 3], [1, 12, 4, 22], [6, 8], [9, 10], [15, 14, 13, 23, 24], [16, 17, 21, 19], [50, 18, 20, 26], [27, 31], [28, 25], [29, 54, 62, 30], [33, 51, 35, 32], [44, 34, 39, 36], [41, 42, 40, 47], [43, 53], [59, 60, 61, 48], [45, 46, 57], [52, 55, 49, 58, 56], [63, 68, 69, 65], [70, 66, 79, 64, 67], [71, 74, 73, 76], [75, 72, 77], [78, 84, 81], [86, 82, 83], [80, 85], [87, 88]]
110: [[7, 11, 37, 38, 5], [2, 3], [1, 12, 4, 22], [6, 8], [9, 10, 15, 14], [13, 23], [24, 16], [17, 21], [19, 50], [18, 20], [26, 27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40], [47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83], [80, 85, 87, 88]]
111: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18], [20, 26], [27, 31, 28], [25, 29, 54, 62], [30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86], [82, 83, 80, 85, 87, 88]]
112: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24], [16, 17], [21, 19, 50], [18, 20, 26, 27], [31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47], [43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
113: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8], [9, 10, 15, 14], [13, 23, 24], [16, 17, 21, 19], [50, 18, 20], [26, 27], [31, 28, 25, 29, 54, 62], [30, 33, 51, 35], [32, 44, 34], [39, 36, 41, 42], [40, 47], [43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
114: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4], [22, 6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19], [50, 18, 20], [26, 27], [31, 28, 25, 29, 54, 62, 30, 33], [51, 35, 32, 44, 34, 39], [36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 57, 52, 55, 49, 56, 58, 63], [68, 69, 65], [70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
115: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4], [22, 6], [8, 9, 10, 15], [14, 13, 23], [24, 16], [17, 21], [19, 50, 18], [20, 26], [27, 31, 28], [25, 29, 54, 62], [30, 33, 51], [35, 32, 44, 34, 39, 36], [41, 42, 40, 47], [43, 53, 59], [60, 61, 48, 45], [46, 49, 52, 55, 57], [56, 58, 63, 68, 69, 65], [70], [66, 79], [64, 67, 71, 74, 73, 76], [75, 72, 77], [78, 84], [81, 86, 82, 83, 80, 85], [87, 88]]
116: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13, 23], [24, 16], [17, 21], [19, 50, 18, 20, 26, 27], [31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 56, 55, 52, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
117: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13, 23], [24, 16], [17, 21], [19, 50, 18, 20, 26, 27], [31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 56, 55, 52, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
118: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21, 19, 50, 18, 20, 26], [27, 31, 28, 25, 29, 54, 62, 30], [33], [51, 35, 32, 44], [34, 39], [36, 41, 42, 40], [47, 43], [53, 59], [60, 61], [48, 45], [46, 49], [52, 55, 56, 58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72], [77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
119: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13], [23, 24, 16, 17, 21], [19, 50, 18, 20, 26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35, 32, 44, 34], [39, 36, 41], [42, 40, 47, 43], [53, 59], [60, 61], [48, 45, 46, 49], [52, 55, 58, 57], [56, 63], [68, 69], [65, 70], [66, 79, 64, 67], [71, 74], [73, 76], [75, 72, 77, 78, 84, 81, 86], [82, 83, 80, 85, 87, 88]]
120: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21, 19, 50, 18, 20, 26], [27, 31, 28, 25, 29, 54, 62, 30], [33], [51, 35, 32, 44], [34, 39], [36, 41, 42, 40], [47, 43], [53, 59], [60, 61], [48, 45], [46, 49], [52, 55, 56, 58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72], [77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
121: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22, 6, 8], [9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19], [50, 18], [20, 26, 27, 31], [28, 25], [29, 54, 62, 30], [33, 51, 35], [32, 44, 34], [39, 36, 41, 42], [40, 47, 43], [53, 59, 60, 61, 48, 45, 46], [52, 49, 55, 57, 56, 58], [63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
122: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4], [22, 6], [8, 9], [10, 15, 14], [13, 23], [24, 16], [17, 21, 19], [50, 18], [20, 26, 27], [31, 28, 25, 29], [54, 62, 30], [33, 51, 35], [32, 44], [34, 39, 36], [41, 42, 40, 47], [43, 53], [59, 60], [61, 48], [45, 46, 49], [52, 55, 57], [58, 56, 63, 68], [69, 65], [70, 66, 79, 64], [67, 71], [74, 73], [76, 75, 72], [77, 78, 84, 81], [86, 82], [83, 80], [85, 87, 88]]
123: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22, 6, 8], [9, 10], [15, 14, 13, 23], [24, 16], [17, 21], [19, 50, 18, 20], [26, 27, 31, 28], [25, 29], [54, 62], [30, 33, 51, 35], [32, 44, 34, 39], [36, 41], [42, 40], [47, 43, 53, 59], [60, 61], [48, 45], [46, 49, 52, 55, 56, 58], [57, 63, 68, 69], [65, 70], [66, 79], [64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
124: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22, 6, 8], [9, 10], [15, 14, 13, 23], [24, 16], [17, 21], [19, 50, 18, 20], [26, 27, 31, 28], [25, 29], [54, 62], [30, 33, 51, 35], [32, 44, 34, 39], [36, 41], [42, 40], [47, 43, 53, 59], [60, 61], [48, 45], [46, 57, 52, 55], [49, 56, 58], [63, 68, 69, 65, 70], [66, 79, 64, 67, 71, 74], [73, 76, 75], [72, 77], [78, 84], [81, 86], [82, 83, 80, 85, 87, 88]]
125: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8], [9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19, 50, 18, 20, 26, 27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45], [46, 49, 52, 63, 56, 57, 58, 55, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
126: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13], [23, 24, 16, 17], [21, 19, 50, 18], [20, 26, 27, 31, 28], [25, 29, 54, 62, 30], [33], [51, 35], [32, 44, 34], [39, 36], [41, 42, 40], [47, 43], [53, 59], [60, 61, 48], [45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66], [79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
127: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10, 15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18], [20, 26, 27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
128: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4], [22, 6, 8, 9], [10, 15], [14, 13, 23, 24, 16, 17], [21, 19, 50, 18], [20, 26], [27, 31, 28], [25, 29], [54, 62], [30, 33], [51, 35], [32, 44, 34, 39], [36, 41, 42, 40], [47, 43, 53, 59], [60, 61, 48, 45], [46, 49, 52, 55], [57, 56], [58, 63, 68, 69, 65], [70, 66], [79, 64], [67, 71, 74, 73], [76, 75, 72, 77], [78, 84], [81, 86, 82, 83, 80], [85, 87, 88]]
129: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22, 6], [8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19, 50], [18, 20], [26, 27], [31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43], [53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
130: [[7, 11, 37, 38], [5, 2], [3, 1, 12, 4], [22, 6], [8, 9], [10, 15, 14], [13, 23], [24, 16], [17, 21, 19, 50], [18, 20], [26, 27, 31], [28, 25], [29, 54, 62], [30, 33], [51, 35, 32, 44], [34, 39], [36, 41, 42, 40], [47, 43, 53], [59, 60, 61, 48], [45, 46], [49, 52, 55, 56, 57], [58, 63, 68], [69, 65, 70, 66], [79, 64, 67, 71], [74, 73], [76, 75, 72, 77], [78, 84, 81], [86, 82, 83, 80, 85], [87, 88]]
131: [[7, 11, 37, 38], [5, 2], [3, 1, 12, 4], [22, 6], [8, 9], [10, 15, 14, 13, 23], [24, 16, 17, 21], [19, 50], [18, 20], [26, 27, 31], [28, 25, 29, 54], [62, 30, 33, 51], [35, 32, 44, 34], [39, 36, 41, 42], [40, 47], [43, 53], [59, 60], [61, 48, 45, 46], [57, 52, 55, 49], [56, 58, 63], [68, 69], [65, 70], [66, 79, 64], [67, 71, 74, 73], [76, 75], [72, 77, 78, 84], [81, 86, 82, 83], [80, 85, 87, 88]]
132: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8], [9, 10, 15, 14], [13, 23, 24], [16, 17, 21, 19], [50, 18, 20, 26], [27, 31], [28, 25], [29, 54, 62, 30], [33, 51], [35, 32, 44, 34, 39, 36], [41, 42, 40, 47], [43, 53], [59, 60, 61, 48, 45, 46], [49, 52, 55, 57], [56, 58], [63, 68], [69, 65, 70], [66, 79, 64, 67, 71, 74], [73, 76, 75, 72, 77], [78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
133: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13], [23, 24, 16, 17], [21, 19], [50, 18, 20, 26], [27, 31], [28, 25, 29, 54], [62, 30], [33, 51], [35, 32], [44, 34, 39, 36], [41, 42], [40, 47, 43, 53, 59, 60], [61, 48, 45], [46, 49, 52, 55], [57, 56, 58, 63], [68, 69, 65], [70, 66, 79, 64, 67, 71, 74, 73], [76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
134: [[7, 11, 37, 38, 5], [2, 3], [1, 12, 4, 22], [6, 8], [9], [10, 15], [14, 13, 23, 24], [16, 17], [21, 19, 50], [18, 20, 26, 27, 31, 28], [25, 29, 54, 62], [30, 33, 51, 35, 32, 44], [34, 39, 36], [41, 42, 40, 47], [43, 53, 59, 60], [61, 48], [45, 46, 49, 52], [55, 57, 58], [56, 63, 68], [69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
135: [[7, 11, 37, 38, 5], [2, 3], [1, 12, 4, 22], [6, 8], [9, 10, 15, 14], [13, 23], [24, 16], [17, 21, 19, 50], [18, 20, 26, 27], [31, 28], [25, 29], [54, 62], [30, 33, 51, 35], [32, 44, 34, 39], [36, 41, 42, 40], [47, 43], [53, 59, 60, 61], [48, 45], [46, 49, 57, 55], [52, 56], [58, 63], [68, 69, 65, 70], [66, 79, 64, 67], [71, 74, 73], [76, 75, 72, 77], [78, 84, 81], [86, 82], [83, 80, 85, 87], [88]]
136: [[7, 11, 37, 38, 5], [2, 3], [1, 12], [4, 22, 6, 8], [9, 10, 15, 14], [13, 23], [24, 16], [17, 21], [19, 50], [18, 20], [26, 27, 31], [28, 25], [29, 54, 62, 30], [33, 51], [35, 32], [44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 63, 49, 52, 55, 58, 56, 57, 68, 69, 65, 70, 66, 79, 64, 67, 71], [74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
137: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22, 6], [8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19], [50, 18, 20, 26], [27, 31, 28], [25, 29, 54, 62, 30, 33, 51, 35, 32], [44], [34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
138: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8], [9, 10], [15, 14, 13, 23], [24, 16, 17, 21], [19, 50, 18], [20, 26, 27], [31, 28], [25, 29, 54, 62, 30], [33, 51], [35, 32, 44, 34], [39, 36, 41], [42, 40, 47], [43, 53], [59, 60, 61, 48, 45, 46, 57, 52], [55, 49, 56, 58, 63, 68], [69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83], [80, 85, 87], [88]]
139: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13], [23, 24, 16], [17, 21, 19], [50, 18, 20], [26, 27, 31, 28], [25, 29], [54, 62, 30], [33, 51], [35, 32], [44, 34, 39, 36], [41, 42, 40, 47], [43, 53, 59, 60], [61, 48, 45, 46, 49], [52, 55, 57], [56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84], [81, 86, 82, 83, 80, 85, 87, 88]]
140: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4], [22, 6, 8, 9, 10, 15], [14, 13], [23, 24], [16, 17, 21, 19], [50, 18, 20, 26], [27, 31, 28], [25, 29], [54, 62, 30, 33], [51, 35], [32, 44], [34, 39, 36, 41], [42, 40, 47, 43], [53, 59], [60, 61, 48], [45, 46, 49], [52, 55, 57], [56, 58, 63, 68, 69, 65], [70, 66, 79, 64, 67, 71, 74], [73, 76, 75, 72], [77, 78], [84, 81, 86, 82, 83, 80, 85, 87, 88]]
141: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21, 19], [50, 18], [20, 26], [27, 31, 28, 25], [29, 54, 62], [30, 33, 51], [35, 32, 44, 34], [39, 36], [41, 42, 40, 47], [43, 53], [59, 60, 61, 48, 45], [46, 49, 52, 55, 56, 57], [58, 63, 68, 69], [65, 70], [66, 79], [64, 67, 71, 74], [73, 76], [75, 72, 77, 78, 84, 81], [86, 82], [83, 80, 85, 87, 88]]
142: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21, 19], [50, 18], [20, 26], [27, 31, 28, 25], [29, 54, 62], [30, 33, 51], [35, 32, 44, 34], [39, 36], [41, 42, 40, 47], [43, 53], [59, 60, 61, 48, 45], [46, 49, 52, 55, 56, 57], [58, 63, 68, 69], [65, 70], [66, 79], [64, 67, 71, 74], [73, 76], [75, 72, 77, 78, 84, 81], [86, 82], [83, 80, 85, 87, 88]]
143: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4], [22, 6, 8, 9, 10], [15, 14], [13, 23], [24, 16], [17, 21, 19, 50, 18, 20, 26, 27, 31, 28], [25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59], [60, 61, 48, 45, 46, 49, 52, 55, 56, 58, 57, 63, 68, 69, 65], [70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
144: [[7, 11], [37, 38, 5, 2], [3, 1], [12, 4, 22, 6, 8], [9, 10, 15, 14, 13], [23, 24], [16, 17, 21], [19, 50], [18, 20], [26, 27], [31, 28, 25], [29, 54, 62, 30], [33, 51, 35, 32, 44, 34, 39, 36], [41, 42], [40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
145: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9], [10, 15, 14, 13], [23, 24], [16, 17, 21], [19, 50, 18], [20, 26, 27], [31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 57, 49, 52, 63, 56, 58, 55, 68, 69, 65, 70, 66], [79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
146: [[7, 11], [37, 38], [5, 2, 3], [1, 12, 4], [22, 6], [8, 9], [10, 15], [14, 13], [23, 24], [16, 17, 21], [19, 50, 18], [20, 26], [27, 31], [28, 25, 29, 54], [62, 30], [33, 51, 35, 32], [44, 34, 39, 36], [41, 42], [40, 47], [43, 53, 59, 60], [61, 48, 45], [46, 57, 52], [55, 49], [56, 58], [63, 68, 69], [65, 70, 66, 79], [64, 67], [71, 74], [73, 76, 75, 72], [77, 78, 84], [81, 86, 82], [83, 80], [85, 87, 88]]
147: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10, 15], [14, 13], [23, 24, 16, 17], [21, 19], [50, 18, 20, 26, 27], [31, 28, 25], [29, 54, 62, 30], [33, 51, 35], [32, 44, 34, 39], [36, 41, 42], [40, 47, 43, 53], [59, 60, 61, 48, 45], [46, 57, 52, 55, 49], [56, 58, 63], [68, 69, 65, 70, 66, 79, 64, 67, 71], [74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80], [85, 87, 88]]
148: [[7, 11, 37, 38], [5, 2], [3, 1, 12, 4], [22, 6, 8], [9, 10, 15, 14], [13, 23, 24, 16], [17, 21, 19, 50], [18, 20, 26], [27, 31, 28, 25], [29, 54, 62, 30], [33, 51, 35], [32, 44, 34], [39, 36], [41, 42], [40, 47, 43], [53, 59, 60], [61, 48], [45, 46, 49], [52, 55, 56, 57], [58, 63, 68], [69, 65, 70, 66], [79, 64], [67, 71, 74, 73], [76, 75, 72], [77, 78], [84, 81, 86], [82, 83, 80], [85, 87, 88]]
149: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10, 15], [14, 13], [23, 24], [16, 17], [21, 19, 50, 18], [20, 26], [27, 31], [28, 25, 29, 54], [62, 30, 33, 51], [35, 32], [44, 34], [39], [36, 41], [42, 40, 47, 43], [53, 59], [60, 61, 48], [45, 46, 57, 52], [55, 49, 58, 56, 63, 68], [69, 65, 70], [66, 79, 64, 67], [71, 74, 73, 76], [75, 72, 77], [78, 84, 81, 86], [82, 83, 80], [85, 87, 88]]
150: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22, 6], [8, 9, 10, 15], [14, 13], [23, 24, 16, 17], [21, 19], [50, 18, 20, 26], [27, 31], [28, 25, 29, 54], [62, 30, 33, 51], [35, 32], [44, 34, 39, 36, 41], [42, 40, 47, 43], [53, 59], [60, 61, 48, 45, 46], [49, 52], [55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
151: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10, 15], [14, 13], [23, 24, 16, 17], [21, 19], [50, 18], [20, 26, 27, 31], [28, 25], [29, 54], [62, 30, 33, 51], [35, 32, 44, 34], [39, 36], [41, 42], [40, 47, 43, 53], [59, 60], [61, 48], [45, 46], [49, 52], [55, 56], [57, 58], [63, 68, 69, 65], [70, 66], [79, 64], [67, 71], [74, 73, 76, 75], [72, 77, 78, 84], [81, 86, 82], [83, 80, 85, 87, 88]]
152: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13, 23], [24, 16, 17], [21, 19, 50, 18, 20], [26, 27, 31, 28, 25, 29], [54, 62, 30], [33, 51], [35, 32], [44, 34], [39, 36, 41, 42, 40, 47], [43, 53, 59, 60, 61, 48, 45, 46, 57, 52, 55, 56, 49, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
