0: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 3, 8, 14, 11, 9], [6, 15, 24, 26, 23], [21, 18, 31, 25, 16, 17, 59, 19], [20, 27, 28, 29, 62, 52, 53], [56, 34, 30, 51, 39, 33, 35, 32, 47, 45, 40], [42, 44, 58, 37, 50, 54, 49, 38], [41, 46, 55, 48, 57, 63, 60, 61, 80, 65, 66], [64, 76, 75, 67, 68, 73], [79, 69, 77, 71, 72, 78, 10], [74, 83, 82, 84, 81, 86, 85, 87, 88]]
102: [[36, 43, 2, 70, 1, 12, 13, 22, 4], [7, 5, 9, 6, 14, 3, 8, 26], [10, 11, 17, 20, 19, 21, 23, 18], [15, 25, 16, 28, 27, 29, 24, 61, 30, 31, 62], [38, 47, 37, 41, 34, 32, 39, 33], [44, 35, 40, 46, 42, 45, 63, 50, 59], [48, 49, 55, 51, 52, 53, 56, 54, 57, 58], [60, 65, 64, 66, 72, 71, 67, 68], [76, 74, 73, 78, 79, 69, 75, 77], [81, 87, 80, 84, 83, 85, 82, 86, 88]]
103: [[36, 43, 2, 70, 1, 12, 13, 22, 6], [7, 3, 4, 10, 5, 9, 8, 14, 25], [15, 19, 17, 21, 11, 26, 20, 62], [23, 16, 24, 18, 30, 29, 27, 31], [57, 52, 34, 39, 41, 33, 28, 32, 35, 38], [60, 37, 40, 42, 44, 46, 45, 61], [47, 50, 59, 56, 55, 54, 48, 51, 49], [53, 58, 63, 64, 67, 68, 65, 76], [66, 75, 69, 74, 73, 71, 79, 78, 72, 77], [84, 85, 80, 81, 83, 82, 86, 87, 88]]
104: [[36, 43, 2, 70, 1, 12, 13, 22, 4], [7, 3, 5, 14, 8, 11, 6, 9], [25, 10, 15, 21, 16, 27, 17, 20, 18, 19, 28], [31, 24, 23, 26, 29, 30, 52, 47], [42, 35, 32, 38, 40, 45, 39, 46], [41, 49, 34, 33, 57, 56, 37, 62, 44], [48, 53, 50, 51, 54, 55, 58, 59, 60, 61], [63, 66, 65, 67, 64, 79, 69, 68], [72, 71, 75, 78, 76, 77, 73, 74], [84, 83, 82, 80, 81, 85, 86, 87, 88]]
105: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 23, 5, 3, 14, 6, 9, 7, 8, 11, 26], [27, 10, 20, 15, 17, 16, 18, 19], [21, 31, 28, 25, 24, 30, 33, 29, 59, 39], [40, 32, 34, 37, 42, 44, 38, 45], [41, 46, 60, 47, 49, 35, 52, 61], [50, 48, 53, 54, 63, 55, 56, 51, 62], [58, 57, 64, 74, 69, 73, 71, 67], [68, 72, 77, 76, 65, 79, 75, 80, 78], [84, 66, 83, 85, 81, 82, 86, 87, 88]]
106: [[36, 43, 2, 70, 1, 12, 13, 22, 4], [7, 5, 8, 11, 9, 10, 14, 3], [6, 29, 16, 18, 15, 24, 21, 19], [20, 27, 26, 23, 28, 25, 17, 30, 48, 61], [31, 35, 32, 33, 55, 58, 42, 45], [34, 37, 38, 39, 40, 41, 44, 47, 62, 63, 46], [50, 59, 51, 49, 54, 52, 57, 53], [56, 60, 72, 65, 64, 76, 73, 71], [78, 69, 66, 67, 74, 77, 68, 75, 79], [80, 81, 82, 86, 84, 83, 87, 85, 88]]
107: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [7, 6, 8, 4, 10, 9, 3, 14], [11, 27, 15, 16, 17, 28, 23, 20, 18], [24, 19, 21, 30, 59, 58, 25, 26], [31, 45, 33, 29, 63, 35, 34, 37], [42, 32, 40, 47, 38, 39, 44, 46, 61, 41], [49, 48, 51, 55, 53, 54, 50, 62, 56, 52, 57], [60, 65, 64, 67, 66, 69, 68, 71], [72, 77, 73, 79, 87, 74, 75, 76], [85, 83, 82, 80, 78, 81, 86, 84, 88]]
108: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 6, 3, 5, 8, 11, 10], [26, 15, 14, 17, 21, 23, 16, 24], [9, 18, 30, 27, 31, 19, 25, 20], [57, 28, 56, 53, 51, 40, 42, 34, 33, 63], [35, 41, 46, 29, 32, 37, 44, 47, 48, 39, 49], [38, 52, 45, 55, 50, 54, 59, 60], [58, 61, 62, 64, 72, 67, 65, 69, 66, 68], [76, 78, 77, 71, 75, 73, 74, 79], [80, 85, 81, 82, 83, 84, 87, 86, 88]]
109: [[36, 43, 2, 70, 1, 12, 13, 22, 5, 7], [3, 4, 15, 6, 10, 8, 9, 28], [30, 20, 26, 17, 25, 27, 23, 11, 18, 24], [14, 16, 19, 29, 21, 31, 48, 33], [39, 37, 44, 35, 38, 49, 32, 34, 53], [45, 41, 60, 40, 55, 47, 46, 42, 58], [51, 50, 52, 54, 56, 63, 57, 62], [59, 61, 64, 66, 68, 69, 74, 67, 71], [65, 72, 77, 73, 76, 78, 80, 79], [81, 82, 86, 84, 87, 75, 85, 83, 88]]
110: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 6, 4, 11, 3, 8, 9, 14], [10, 15, 28, 21, 20, 17, 19, 18], [16, 23, 25, 27, 55, 26, 30, 57, 29, 24], [54, 31, 44, 61, 41, 34, 48, 38], [32, 40, 33, 53, 37, 58, 35, 52], [46, 42, 47, 45, 49, 39, 50, 56, 60], [51, 59, 62, 63, 66, 64, 73, 68, 67, 65], [71, 75, 79, 72, 77, 69, 74, 76, 78], [81, 83, 84, 80, 87, 82, 86, 85, 88]]
111: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 3, 4, 8, 6, 11, 10, 17, 9, 14], [27, 25, 15, 19, 16, 21, 18, 23], [20, 28, 24, 31, 29, 56, 26, 50, 30, 39], [40, 33, 46, 42, 35, 32, 47, 37], [54, 44, 34, 52, 41, 38, 45, 53], [58, 48, 61, 59, 55, 49, 57, 51, 60], [63, 62, 64, 74, 67, 66, 75, 65], [68, 69, 79, 73, 71, 72, 76, 78, 81], [80, 82, 77, 84, 85, 83, 87, 86, 88]]
112: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 3, 4, 10, 8, 14, 6, 9], [28, 11, 24, 29, 17, 15, 26, 23], [16, 21, 31, 18, 57, 19, 20, 61, 25], [54, 27, 30, 34, 50, 38, 40, 33, 32, 49], [45, 63, 35, 41, 46, 39, 37, 42], [44, 47, 48, 51, 52, 55, 53, 62], [56, 60, 58, 59, 72, 64, 67, 68, 73, 69, 65], [78, 74, 66, 71, 75, 79, 76, 81], [80, 83, 77, 84, 82, 86, 87, 85, 88]]
113: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 3, 4, 10, 11, 6, 8, 27], [9, 14, 28, 15, 29, 19, 17, 18], [20, 48, 21, 16, 24, 25, 30, 26], [59, 62, 31, 34, 57, 33, 46, 35], [41, 23, 32, 50, 39, 37, 38, 47], [42, 44, 45, 51, 49, 55, 52, 53, 40], [54, 63, 58, 56, 60, 61, 64, 74, 66, 69, 67], [71, 65, 72, 77, 68, 73, 76, 75, 79, 78], [81, 82, 86, 83, 80, 85, 87, 84, 88]]
114: [[36, 43, 2, 70, 1, 12, 7, 4, 13], [3, 6, 5, 14, 8, 9, 10, 17], [15, 11, 27, 18, 19, 16, 22, 20], [24, 21, 29, 23, 25, 31, 28, 26, 57, 30, 58], [39, 37, 34, 38, 35, 32, 46, 33], [42, 41, 44, 56, 59, 45, 47, 40], [61, 49, 54, 53, 51, 62, 55, 48], [50, 52, 60, 63, 80, 64, 72, 73, 67], [74, 68, 75, 65, 66, 76, 69, 71, 77, 79], [86, 78, 82, 84, 83, 81, 87, 85, 88]]
115: [[36, 43, 2, 70, 1, 12, 13, 22, 4, 7], [5, 9, 8, 11, 3, 14, 30, 10], [15, 16, 19, 31, 17, 21, 6, 25], [24, 20, 29, 23, 26, 28, 18, 34, 61], [27, 37, 46, 49, 45, 32, 35, 39, 33], [44, 38, 47, 40, 41, 60, 48, 50], [63, 42, 56, 53, 52, 55, 51, 54, 58, 59], [57, 62, 65, 64, 66, 76, 67, 79], [68, 69, 71, 72, 77, 75, 73, 78, 86], [80, 83, 81, 82, 74, 87, 85, 84, 88]]
116: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [7, 4, 3, 11, 6, 8, 9, 14], [10, 15, 31, 16, 19, 18, 17, 20, 28], [24, 21, 25, 23, 29, 26, 58, 30], [50, 39, 55, 32, 34, 49, 37, 33], [27, 35, 40, 46, 51, 47, 41, 44, 63, 42], [48, 45, 54, 38, 56, 62, 60, 52, 53], [61, 57, 59, 72, 64, 65, 76, 73, 66, 67], [68, 79, 74, 69, 71, 78, 75, 77], [81, 86, 80, 83, 84, 82, 87, 85, 88]]
117: [[36, 43, 2, 70, 1, 12, 13, 22, 5, 6, 3], [4, 15, 7, 10, 9, 8, 25, 11], [19, 23, 24, 14, 16, 20, 48, 17, 26], [21, 18, 27, 28, 30, 51, 52, 29], [31, 42, 40, 35, 33, 44, 39, 34], [32, 61, 38, 46, 41, 58, 37, 59, 47], [57, 45, 63, 50, 49, 54, 55, 53], [56, 60, 62, 65, 66, 67, 64, 73], [69, 74, 72, 77, 68, 78, 79, 75, 71, 76], [80, 83, 86, 81, 82, 84, 85, 87, 88]]
118: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [7, 6, 3, 10, 4, 9, 8, 11], [15, 24, 28, 21, 14, 17, 19, 20], [16, 18, 23, 27, 63, 26, 30, 25, 29, 54], [37, 35, 44, 31, 45, 34, 32, 38], [40, 42, 41, 49, 39, 58, 50, 48, 46], [55, 47, 51, 33, 53, 52, 56, 60], [61, 62, 57, 59, 66, 64, 69, 65, 67, 68], [71, 77, 79, 72, 74, 73, 75, 76, 78], [81, 82, 80, 84, 83, 86, 85, 87, 88]]
119: [[36, 43, 2, 70, 1, 12, 13, 22, 5, 6, 3], [10, 4, 8, 9, 15, 11, 20, 14], [23, 27, 7, 17, 16, 18, 21, 19], [31, 24, 56, 25, 26, 30, 48, 62, 57, 35], [28, 34, 29, 45, 32, 33, 53, 37, 47], [38, 44, 42, 39, 40, 41, 46, 55], [50, 51, 54, 49, 58, 60, 52, 61, 59], [63, 72, 66, 65, 68, 64, 71, 76], [79, 69, 67, 75, 74, 78, 77, 73], [82, 87, 81, 84, 80, 83, 86, 85, 88]]
120: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 9, 6, 8, 11, 10], [14, 15, 17, 27, 16, 20, 19, 23, 21], [28, 26, 24, 29, 30, 31, 55, 18], [58, 63, 25, 35, 3, 33, 42, 38, 44, 34, 32], [46, 37, 40, 41, 39, 48, 45, 52, 47, 49], [53, 50, 51, 62, 57, 54, 56, 59], [60, 61, 64, 74, 65, 72, 66, 67, 68], [76, 78, 69, 79, 71, 75, 73, 77], [81, 83, 82, 87, 80, 86, 84, 85, 88]]
121: [[36, 43, 2, 70, 1, 5, 13, 22], [4, 7, 6, 3, 10, 8, 9, 11], [26, 12, 14, 15, 18, 17, 19, 16], [31, 25, 20, 61, 24, 21, 23, 28, 27], [30, 37, 54, 32, 33, 29, 35, 34, 59, 42, 38], [39, 40, 57, 41, 56, 50, 46, 45, 62, 44], [47, 51, 48, 52, 58, 49, 60, 55, 53], [63, 64, 72, 66, 69, 74, 71, 65], [67, 73, 68, 79, 81, 75, 78, 76], [77, 82, 80, 86, 87, 84, 85, 83, 88]]
122: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [6, 3, 4, 10, 8, 9, 11, 20], [15, 19, 7, 29, 14, 23, 17, 16], [30, 18, 58, 21, 25, 60, 24, 26], [27, 28, 37, 33, 62, 38, 31, 34], [40, 41, 35, 44, 53, 47, 39, 45], [51, 46, 56, 50, 32, 52, 42, 63, 48], [55, 54, 49, 59, 57, 61, 80, 72, 66, 65], [71, 64, 74, 73, 68, 79, 75, 67, 69, 76, 77], [85, 78, 86, 81, 82, 83, 84, 87, 88]]
123: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [7, 4, 3, 9, 8, 10, 11, 6, 14, 26], [27, 17, 30, 18, 16, 28, 19, 20], [63, 24, 15, 21, 61, 29, 31, 25, 52], [34, 56, 23, 45, 37, 39, 32, 35, 58], [44, 33, 46, 42, 40, 41, 50, 55], [38, 47, 49, 48, 51, 53, 57, 54, 59, 60], [62, 65, 72, 68, 64, 79, 69, 66], [71, 74, 73, 75, 67, 76, 77, 85], [81, 82, 84, 78, 80, 83, 86, 87, 88]]
124: [[36, 43, 2, 70, 1, 12, 13, 6], [5, 7, 4, 3, 14, 11, 8, 10, 15], [27, 18, 17, 20, 9, 19, 24, 23, 16], [21, 22, 49, 29, 26, 28, 25, 30, 57], [55, 37, 46, 33, 32, 35, 38, 31], [39, 40, 42, 34, 41, 45, 44, 47], [53, 48, 50, 58, 51, 54, 52, 60, 59, 61], [62, 56, 63, 64, 72, 68, 69, 67], [65, 77, 66, 76, 71, 75, 73, 74, 79, 78], [82, 84, 83, 80, 86, 81, 85, 87, 88]]
125: [[36, 43, 2, 70, 1, 12, 7, 22, 5], [6, 3, 4, 10, 9, 13, 8, 11, 14, 15], [17, 23, 16, 20, 25, 21, 18, 24], [19, 58, 27, 28, 26, 29, 60, 54, 30], [49, 61, 31, 46, 50, 33, 34, 39], [40, 32, 35, 44, 37, 41, 38, 48], [47, 52, 51, 42, 53, 62, 45, 56, 59, 55], [57, 63, 66, 65, 64, 73, 69, 75, 67], [68, 72, 71, 74, 76, 77, 78, 79], [82, 85, 80, 81, 87, 84, 83, 86, 88]]
126: [[36, 43, 2, 70, 1, 12, 13, 22, 4], [7, 6, 3, 10, 8, 11, 5, 9, 14, 20], [19, 30, 21, 16, 23, 15, 26, 28], [60, 27, 17, 29, 18, 44, 24, 57], [63, 25, 31, 35, 50, 34, 33, 32, 38], [39, 40, 46, 41, 37, 42, 47, 45], [49, 51, 61, 52, 48, 55, 56, 59], [53, 54, 58, 62, 65, 66, 67, 64, 71, 68, 69], [72, 73, 74, 75, 79, 77, 76, 78], [82, 83, 80, 86, 81, 84, 87, 85, 88]]
127: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 6, 3, 14, 9, 8, 11], [15, 4, 18, 19, 10, 20, 23, 17], [21, 16, 26, 25, 28, 29, 52, 31], [58, 27, 57, 46, 32, 59, 30, 34], [35, 38, 40, 33, 37, 45, 39, 41, 42], [56, 49, 50, 61, 55, 48, 60, 53, 44, 47], [54, 51, 24, 63, 62, 64, 66, 65, 73], [75, 68, 74, 71, 69, 67, 72, 76, 77, 78, 79], [81, 85, 84, 83, 82, 80, 86, 87, 88]]
128: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 3, 6, 14, 4, 10, 8, 11, 15], [30, 25, 16, 9, 17, 18, 23, 20, 19], [28, 27, 29, 24, 21, 26, 31, 53], [63, 34, 32, 41, 35, 40, 49, 51], [37, 33, 42, 46, 38, 44, 47, 45, 56, 48, 50], [58, 39, 52, 55, 54, 57, 59, 61], [62, 60, 65, 66, 64, 69, 75, 67, 78], [71, 68, 72, 73, 77, 76, 74, 79], [84, 83, 81, 82, 80, 87, 86, 85, 88]]
129: [[36, 43, 2, 70, 1, 12, 13, 3], [5, 10, 22, 4, 6, 8, 9, 11], [14, 25, 15, 30, 18, 21, 20], [19, 16, 23, 17, 61, 24, 27, 26, 28, 29, 31], [32, 46, 33, 40, 34, 38, 35, 37, 39, 7], [42, 41, 44, 45, 47, 49, 50, 51], [52, 55, 48, 53, 54, 56, 63, 57], [59, 60, 58, 62, 64, 73, 67, 65], [66, 75, 68, 69, 71, 74, 78, 77, 72, 76, 79], [83, 82, 80, 84, 81, 85, 86, 87, 88]]
130: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 3, 6, 4, 9, 7, 10, 8], [14, 30, 15, 11, 17, 16, 18, 20], [23, 24, 25, 21, 19, 29, 27, 26], [28, 31, 48, 63, 32, 38, 39, 33, 35], [49, 37, 45, 34, 40, 41, 42, 44], [53, 50, 46, 58, 55, 57, 56, 60, 51, 52], [47, 54, 59, 62, 61, 65, 72, 68, 69], [64, 77, 67, 78, 66, 79, 74, 71, 76, 75, 73], [81, 83, 80, 82, 86, 84, 87, 85, 88]]
131: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 6, 14, 3, 8, 10, 11, 9], [30, 17, 27, 19, 20, 15, 23, 16], [18, 25, 21, 29, 31, 26, 24, 28], [37, 62, 34, 39, 33, 32, 38, 41, 35], [47, 40, 42, 49, 51, 44, 46, 45, 61], [60, 55, 59, 52, 53, 54, 48, 56, 57], [50, 58, 63, 65, 67, 64, 66, 73], [68, 78, 71, 69, 74, 79, 77, 75, 72, 76], [81, 85, 83, 84, 80, 82, 87, 86, 88]]
132: [[36, 43, 2, 70, 1, 12, 13, 22], [8, 7, 6, 11, 10, 3, 5, 4, 26], [9, 15, 19, 17, 23, 29, 16, 25], [18, 20, 24, 21, 28, 50, 30, 59, 27], [56, 54, 31, 61, 46, 38, 41, 33], [39, 48, 14, 63, 34, 37, 35, 32], [42, 49, 57, 40, 44, 45, 47, 51, 55, 53, 52], [58, 62, 60, 80, 65, 66, 68, 79, 64, 74], [72, 78, 73, 69, 75, 67, 71, 77], [76, 87, 81, 82, 83, 86, 84, 85, 88]]
133: [[36, 43, 2, 70, 1, 4, 13, 12, 14], [5, 19, 3, 6, 8, 11, 9], [23, 7, 10, 18, 15, 16, 17, 20, 24], [28, 25, 27, 21, 22, 56, 26, 44, 52, 57], [29, 40, 30, 34, 33, 39, 32, 55], [46, 31, 35, 42, 37, 45, 61, 47, 38], [48, 41, 62, 51, 49, 50, 53, 54], [59, 58, 63, 60, 64, 74, 69, 65, 79, 68, 66], [71, 67, 73, 75, 72, 76, 81, 77], [80, 82, 78, 86, 83, 87, 84, 85, 88]]
134: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 3, 4, 11, 8, 10, 6, 23, 9], [18, 29, 16, 21, 31, 27, 25, 20, 14], [15, 24, 17, 52, 19, 60, 26, 56, 47], [35, 30, 41, 42, 32, 38, 40, 62], [45, 33, 34, 37, 39, 44, 48, 46], [49, 55, 58, 61, 50, 53, 51, 54], [59, 28, 57, 63, 65, 66, 64, 68], [69, 71, 76, 67, 72, 75, 77, 73, 79, 74, 78], [82, 81, 80, 86, 84, 83, 87, 85, 88]]
135: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 6, 3, 4, 10, 8, 11, 7], [29, 27, 26, 18, 9, 17, 20, 23], [28, 16, 15, 19, 21, 24, 30, 25, 31], [34, 54, 51, 14, 46, 37, 32, 35], [39, 40, 33, 38, 44, 42, 45, 48, 47, 41, 55], [49, 53, 57, 52, 60, 61, 50, 59], [56, 58, 63, 62, 65, 72, 64, 69], [67, 66, 68, 71, 77, 73, 74, 75, 76, 78, 79], [84, 81, 82, 85, 83, 80, 87, 86, 88]]
136: [[36, 43, 2, 70, 1, 12, 13, 22, 4, 7], [6, 8, 10, 11, 3, 9, 5, 14], [20, 31, 24, 17, 21, 19, 15, 27, 16, 18, 29], [25, 28, 48, 30, 26, 45, 63, 46], [35, 23, 32, 40, 33, 39, 34, 38, 37], [42, 41, 44, 62, 47, 49, 51, 54], [57, 50, 60, 55, 52, 59, 53, 56], [58, 61, 64, 72, 67, 76, 66, 69, 68], [71, 65, 73, 78, 75, 74, 77, 79], [81, 82, 80, 83, 86, 84, 85, 87, 88]]
137: [[36, 43, 2, 70, 1, 12, 13, 22, 5, 7], [4, 6, 8, 15, 3, 11, 26, 9], [10, 14, 17, 19, 16, 30, 18, 20, 57, 27, 21], [23, 25, 28, 60, 31, 55, 52, 51], [29, 32, 35, 33, 41, 45, 47, 44], [46, 63, 37, 34, 48, 38, 39, 49], [40, 42, 53, 59, 54, 56, 58, 61, 50, 62], [24, 67, 72, 64, 76, 65, 69, 66], [68, 71, 74, 78, 75, 79, 77, 73], [80, 83, 81, 84, 86, 82, 87, 85, 88]]
138: [[36, 43, 2, 70, 1, 12, 13, 22, 5, 7, 6, 3], [8, 4, 9, 14, 11, 26, 15, 25, 18], [31, 10, 17, 19, 16, 20, 27, 21], [23, 29, 24, 50, 56, 37, 28, 46], [40, 57, 33, 30, 42, 62, 32, 41], [35, 38, 44, 39, 45, 48, 47, 34], [54, 58, 55, 49, 51, 52, 53, 59, 60, 61], [63, 66, 67, 65, 69, 64, 75, 68], [74, 79, 71, 72, 73, 78, 76, 77], [85, 86, 82, 81, 83, 87, 84, 80, 88]]
139: [[36, 43, 2, 70, 1, 12, 13, 22, 5, 6], [3, 9, 10, 8, 4, 26, 15, 18, 11, 7, 28], [17, 14, 16, 20, 48, 23, 21, 29], [24, 61, 51, 25, 30, 33, 31, 37], [27, 19, 45, 32, 35, 39, 38, 40, 41], [44, 42, 34, 46, 50, 62, 58, 47], [49, 53, 52, 54, 63, 55, 57, 56, 59], [60, 64, 72, 66, 68, 73, 69, 65], [71, 75, 67, 78, 79, 74, 76, 77], [83, 80, 82, 81, 85, 84, 87, 86, 88]]
140: [[36, 43, 2, 70, 1, 12, 13, 22, 8, 7], [3, 11, 10, 4, 5, 6, 9, 26, 15], [20, 19, 17, 16, 18, 21, 23, 28], [25, 24, 29, 27, 30, 37, 14, 60], [62, 31, 53, 46, 35, 41, 50, 33, 32, 51, 42], [39, 38, 40, 44, 45, 47, 48, 34, 61], [49, 52, 54, 55, 58, 56, 59, 57], [63, 64, 72, 67, 66, 71, 68, 73], [65, 79, 75, 77, 69, 78, 74, 76], [88, 82, 80, 84, 86, 87, 85, 81, 83]]
141: [[36, 43, 2, 70, 1, 12, 13, 22, 5, 7, 3], [4, 10, 9, 6, 11, 8, 29, 24], [30, 14, 19, 15, 21, 20, 25, 49], [16, 31, 18, 17, 23, 27, 26, 58, 39, 28, 40], [46, 32, 34, 33, 35, 45, 53, 37], [38, 41, 47, 59, 61, 42, 44, 48], [54, 62, 63, 51, 50, 60, 55, 52], [57, 56, 65, 66, 64, 68, 75, 69, 67], [71, 76, 77, 78, 72, 73, 74, 79], [80, 85, 83, 81, 82, 84, 87, 86, 88]]
142: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 3, 5, 9, 6, 10, 8, 11, 15], [26, 14, 20, 19, 18, 16, 23, 17, 30, 21, 28], [29, 27, 24, 44, 25, 38, 63, 31, 35, 37], [52, 48, 32, 42, 34, 39, 40, 33], [45, 41, 46, 57, 47, 50, 58, 55, 49], [60, 51, 56, 53, 54, 62, 59], [61, 65, 66, 64, 69, 77, 73, 68], [67, 78, 72, 71, 79, 76, 74, 75], [84, 83, 82, 80, 81, 86, 87, 85, 88]]
143: [[36, 43, 2, 70, 1, 12, 13, 6], [3, 7, 4, 5, 10], [8, 11, 14, 19, 15, 24, 18, 20], [17, 21, 31, 25, 26, 16, 59, 23], [22, 27, 28, 29, 30, 52, 61], [40, 35, 46, 49, 38, 37, 34, 32, 39, 33, 41], [45, 44, 42, 50, 54, 47, 51, 53], [57, 48, 55, 56, 60, 63, 58, 62, 64, 65, 66], [68, 74, 67, 75, 69, 72], [79, 73, 77, 71, 76, 78, 9], [82, 83, 80, 81, 84, 86, 87, 85, 88]]
144: [[36, 43, 2, 70, 1, 5, 6, 3], [22, 13, 7, 4, 12, 14, 8, 9, 23, 11, 15], [17, 16, 19, 18, 21, 24, 26, 27], [62, 20, 25, 28, 29, 57, 30, 35, 56], [37, 31, 32, 38, 42, 39, 46, 49], [33, 51, 41, 34, 45, 55, 44, 10, 40, 47], [63, 52, 53, 54, 50, 48, 58, 59, 60], [61, 65, 66, 69, 64, 77, 71], [68, 67, 78, 72, 75, 74, 73, 76, 79], [80, 87, 81, 82, 84, 85, 83, 86, 88]]
145: [[36, 43, 2, 70, 1, 12, 13, 22, 4], [7, 5, 8, 10, 14, 11, 3, 27], [16, 18, 6, 31, 21, 20, 24, 15], [30, 9, 17, 29, 19, 55, 58, 26, 28, 53, 25], [62, 38, 41, 35, 32, 34, 23, 33], [37, 39, 46, 40, 44, 51, 48, 50, 42], [45, 61, 47, 49, 54, 56, 52, 59, 60, 63], [57, 72, 64, 68, 76, 67, 71, 66], [65, 75, 73, 74, 78, 69, 77, 79], [81, 83, 82, 80, 85, 84, 87, 86, 88]]
146: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 9, 3, 6, 8, 14, 11], [10, 15, 19, 17, 23, 16, 21, 18, 25], [26, 29, 20, 24, 28, 27, 60, 30, 54, 31], [35, 46, 33, 48, 63, 32, 45, 42, 37], [38, 39, 34, 40, 41, 44, 59, 47, 49, 52], [57, 50, 53, 51, 56, 61, 55, 58], [62, 64, 67, 66, 69, 65, 71, 76], [72, 75, 68, 78, 73, 77, 74, 79], [80, 81, 82, 86, 84, 83, 87, 85, 88]]
147: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 5, 3, 9, 14, 6, 7, 8, 30], [11, 15, 24, 16, 19, 21, 10, 17], [18, 20, 23, 31, 26, 29, 28, 25], [32, 61, 44, 33, 27, 34, 38, 59, 35], [40, 39, 37, 46, 41, 42, 45, 51], [56, 53, 47, 50, 48, 52, 54, 63, 49, 62, 57], [55, 58, 60, 65, 66, 64, 73, 69, 67, 68], [76, 78, 71, 72, 77, 74, 87, 79], [80, 86, 75, 83, 85, 81, 82, 84, 88]]
148: [[36, 43, 2, 70, 1, 5, 13, 3], [6, 7, 22, 4, 8, 10, 9, 11, 30, 17], [14, 15, 16, 23, 12, 18, 25, 27, 20], [53, 21, 42, 19, 24, 31, 26, 37, 28, 40], [35, 33, 41, 29, 39, 32, 38, 34], [58, 44, 45, 56, 54, 46, 47, 62, 52], [48, 49, 55, 50, 51, 59, 57, 60], [61, 63, 72, 65, 64, 73, 68, 66], [67, 69, 77, 78, 79, 71, 75, 76, 74], [81, 83, 84, 80, 82, 85, 87, 86, 88]]
149: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 3, 9, 10, 8, 5, 6], [19, 27, 11, 14, 17, 15, 20, 30, 23], [16, 18, 21, 24, 25, 29, 58, 26, 38], [60, 42, 28, 31, 33, 34, 59, 50, 32, 49], [62, 37, 35, 40, 47, 39, 56, 41], [51, 44, 45, 53, 48, 46, 54, 52], [55, 63, 57, 61, 64, 72, 67, 68], [65, 69, 76, 66, 71, 73, 79, 77, 78, 74, 75], [82, 81, 80, 84, 86, 83, 88, 87, 85]]
150: [[36, 43, 2, 70, 1, 5, 13, 6], [12, 4, 22, 9, 3, 8, 15, 7, 11, 10], [16, 31, 14, 17, 21, 19, 18, 26], [20, 23, 25, 24, 29, 30, 54, 27, 32, 28, 41], [35, 39, 33, 56, 37, 47, 38, 42, 34], [40, 44, 60, 46, 45, 52, 63, 55], [59, 48, 51, 49, 50, 53, 57, 58], [62, 61, 64, 74, 68, 76, 71, 65, 66], [72, 75, 67, 78, 69, 77, 73, 79], [81, 82, 80, 83, 84, 86, 85, 87, 88]]
151: [[36, 43, 2, 70, 1, 12, 13], [22, 4, 7, 5, 8, 10, 15, 3, 9], [27, 19, 11, 26, 14, 16, 18, 17], [6, 28, 24, 20, 31, 21, 23, 25], [58, 30, 29, 63, 39, 45, 32, 41], [62, 34, 35, 33, 40, 37, 38, 42, 46, 57], [49, 44, 47, 55, 48, 50, 51, 54, 52, 60, 61], [53, 56, 59, 64, 74, 66, 76, 67], [69, 71, 68, 65, 73, 78, 72, 75, 79, 77], [81, 83, 80, 82, 84, 86, 85, 87, 88]]
152: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 5, 9, 3, 11, 8, 14, 31], [10, 23, 17, 18, 15, 16, 21, 6, 20], [24, 19, 57, 25, 28, 27, 26, 42], [61, 29, 37, 47, 51, 32, 30, 63], [38, 33, 34, 35, 46, 39, 41, 40, 53, 48], [44, 45, 56, 49, 52, 55, 50, 54, 58, 59], [62, 60, 64, 74, 65, 76, 67, 69], [68, 77, 79, 72, 66, 75, 73, 71, 78], [81, 83, 80, 82, 86, 87, 85, 84, 88]]
