0: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60, 24, 27], [29, 28], [30, 33, 41], [58, 32], [39, 34, 43, 35, 44], [46, 37, 54], [40, 38, 42], [63, 45], [47, 51, 56], [49, 52, 50], [48, 61, 55], [53, 59, 57], [62, 66], [71, 67], [68, 64], [77, 65], [69, 70], [74, 73, 72, 75], [76, 78], [79, 86, 81, 83, 80, 82], [84, 85], [87, 88]]
102: [[13, 36], [22, 1, 2], [4, 7, 12], [3, 5, 6], [9, 11], [8, 10, 26], [15, 14, 16, 18], [25, 21, 17], [31, 19, 20], [23, 60, 24], [27, 29], [28, 30], [33, 41, 58], [32, 39, 34], [43, 35, 44, 46], [37, 54], [40, 38, 42], [63, 45, 47], [51, 56], [49, 52, 50], [48, 61, 55, 53], [59, 57, 62, 66], [71, 67, 68, 64], [77, 65, 69, 70], [74, 73, 72, 75, 76], [78, 79, 86, 81, 83], [80, 82, 84], [85, 87], [88]]
103: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9], [11, 8, 10, 26, 15, 14, 16, 18], [25, 21, 17], [31, 19], [20, 23, 60], [24, 27, 29], [28, 30], [33, 41], [58, 32], [39, 34, 43, 35], [44, 46, 37], [54, 40, 38, 42, 63, 45, 47], [51, 56, 49, 52], [50, 48, 61], [55, 53, 59, 57, 62], [66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
104: [[13, 36, 22, 1, 2], [4, 7, 12, 3, 5, 6, 9, 11], [8, 10], [26, 15, 14], [16, 18, 25, 21, 17], [31, 19, 20], [23, 60, 24, 27], [29, 28, 30, 33], [41, 58, 32, 39, 34, 43, 35, 44], [46, 37, 54], [40, 38, 42], [63, 45, 47], [51, 56, 49], [52, 50, 48], [61, 55], [53, 59], [57, 62], [66, 71, 67], [68, 64], [77, 65, 69], [70, 74, 73, 72, 75, 76, 78], [79, 86], [81, 83], [80, 82, 84, 85, 87, 88]]
105: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25], [21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33], [41, 58], [32, 39, 34, 43], [35, 44, 46, 37, 54, 40, 38, 42], [63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71], [67, 68, 64, 77, 65, 69, 70, 74, 73, 72], [75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
106: [[13, 36, 22, 1], [2, 4, 7], [12, 3, 5], [6, 9, 11], [8, 10], [26, 15, 14], [16, 18, 25, 21], [17, 31, 19], [20, 23, 60], [24, 27], [29, 28, 30, 33], [41, 58, 32, 39], [34, 43], [35, 44, 46], [37, 54], [40, 38, 42], [63, 45], [47, 51, 56], [49, 52, 50, 48, 61, 55, 53, 59], [57, 62, 66, 71, 67, 68, 64, 77], [65, 69], [70, 74, 73], [72, 75, 76], [78, 79, 86], [81, 83, 80, 82, 84], [85, 87, 88]]
107: [[13, 36], [22, 1, 2], [4, 7, 12, 3, 5], [6, 9, 11], [8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24], [27, 29, 28], [30, 33, 41], [58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38], [42], [63, 45, 47, 51, 56, 49, 52, 50], [48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
108: [[13, 36, 22, 1, 2, 4, 7, 12, 3], [5, 6, 9, 11, 8, 10, 26, 15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24, 27], [29, 28, 30], [33, 41, 58], [32, 39], [34, 43], [35, 44, 46], [37, 54, 40], [38, 42, 63], [45, 47, 51], [56, 49], [52, 50, 48, 61, 55, 53, 59, 57], [62, 66, 71, 67], [68, 64], [77, 65, 69], [70, 74], [73, 72, 75], [76, 78, 79, 86], [81, 83, 80, 82, 84, 85, 87, 88]]
109: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20, 23], [60, 24], [27, 29], [28, 30, 33, 41], [58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73], [72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
110: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50], [48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77], [65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
111: [[13, 36, 22], [1, 2, 4, 7, 12, 3, 5, 6], [9, 11], [8, 10, 26], [15, 14, 16, 18, 25], [21, 17, 31, 19], [20, 23, 60], [24, 27], [29, 28, 30], [33, 41, 58], [32, 39, 34], [43, 35, 44], [46, 37], [54, 40], [38, 42], [63, 45], [47, 51], [56, 49, 52, 50, 48, 61], [55, 53], [59, 57], [62, 66, 71, 67], [68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
112: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19], [20, 23, 60], [24, 27], [29], [28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38], [42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
113: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11], [8, 10], [26, 15, 14, 16, 18], [25, 21, 17], [31, 19, 20], [23, 60, 24], [27, 29], [28, 30, 33, 41], [58, 32], [39, 34, 43, 35, 44, 46, 37], [54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
114: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16, 18, 25, 21, 17, 31], [19, 20, 23, 60, 24, 27, 29, 28, 30, 33], [41, 58, 32, 39, 34], [43, 35, 44], [46, 37], [54, 40, 38, 42], [63, 45, 47], [51, 56, 49], [52, 50], [48], [61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
115: [[13, 36, 22], [1, 2, 4], [7, 12], [3, 5, 6], [9, 11, 8], [10, 26], [15, 14, 16], [18, 25, 21, 17, 31], [19, 20, 23], [60, 24, 27, 29], [28, 30, 33, 41], [58, 32, 39, 34, 43, 35, 44, 46], [37, 54, 40], [38, 42], [63, 45, 47], [51], [56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85], [87, 88]]
116: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16, 18, 25], [21, 17, 31, 19], [20, 23, 60], [24, 27], [29], [28, 30, 33, 41, 58, 32, 39, 34, 43, 35], [44], [46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
117: [[13, 36, 22, 1, 2, 4, 7], [12, 3], [5, 6, 9], [11, 8, 10, 26, 15], [14, 16, 18], [25, 21, 17], [31, 19], [20, 23, 60], [24, 27, 29], [28, 30, 33], [41, 58, 32], [39, 34], [43, 35], [44, 46], [37, 54], [40, 38, 42, 63], [45, 47, 51, 56, 49, 52, 50, 48], [61, 55, 53], [59, 57], [62, 66, 71, 67, 68, 64, 77, 65], [69, 70], [74, 73], [72, 75], [76, 78, 79, 86], [81, 83, 80, 82], [84, 85, 87, 88]]
118: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21], [17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50], [48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77], [65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
119: [[13, 36], [22, 1, 2], [4, 7, 12], [3, 5, 6, 9, 11, 8], [10, 26, 15], [14, 16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24, 27], [29, 28, 30, 33], [41, 58, 32, 39], [34, 43, 35], [44, 46], [37, 54, 40, 38], [42, 63, 45, 47, 51, 56, 49], [52, 50, 48, 61], [55, 53, 59], [57, 62, 66, 71], [67, 68, 64, 77], [65, 69, 70], [74, 73, 72, 75, 76], [78, 79, 86, 81], [83, 80, 82, 84, 85, 87], [88]]
120: [[13, 36], [22, 1], [2, 4], [7, 12, 3, 5], [6, 9, 11, 8], [10, 26, 15, 14, 16], [18, 25], [21, 17, 31, 19], [20, 23, 60, 24], [27, 29, 28], [30, 33, 41], [58, 32, 39], [34, 43], [35, 44, 46, 37, 54], [40, 38, 42], [63, 45], [47, 51, 56, 49], [52, 50, 48], [61, 55, 53], [59, 57, 62], [66, 71, 67], [68, 64], [77, 65, 69], [70, 74, 73], [72, 75, 76, 78, 79], [86], [81, 83, 80, 82, 84, 85], [87, 88]]
121: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11], [8, 10, 26], [15, 14, 16], [18, 25], [21, 17, 31], [19, 20, 23], [60, 24, 27], [29, 28, 30], [33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37], [54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61], [55], [53, 59, 57], [62, 66], [71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
122: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11], [8, 10], [26, 15, 14], [16, 18], [25, 21, 17, 31, 19], [20, 23, 60], [24, 27, 29], [28, 30], [33, 41, 58], [32, 39, 34], [43, 35, 44], [46, 37, 54], [40, 38], [42, 63], [45, 47], [51, 56], [49, 52], [50, 48, 61, 55], [53, 59], [57, 62, 66, 71, 67, 68], [64, 77], [65, 69], [70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
123: [[13, 36], [22, 1], [2, 4, 7, 12, 3, 5], [6, 9], [11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60], [24, 27, 29, 28, 30], [33, 41, 58], [32, 39], [34, 43, 35], [44, 46, 37], [54, 40, 38], [42, 63, 45], [47, 51, 56, 49], [52, 50, 48, 61], [55, 53, 59, 57], [62, 66, 71, 67], [68, 64, 77, 65, 69], [70, 74, 73, 72, 75, 76, 78], [79, 86, 81, 83], [80, 82, 84], [85, 87], [88]]
124: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16, 18], [25, 21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32], [39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68], [64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81], [83, 80, 82, 84, 85, 87, 88]]
125: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20, 23], [60, 24], [27, 29], [28, 30], [33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
126: [[13, 36], [22, 1, 2], [4, 7], [12, 3, 5], [6, 9, 11], [8, 10], [26, 15, 14], [16, 18, 25, 21, 17], [31, 19, 20, 23], [60, 24, 27, 29, 28], [30, 33, 41, 58, 32], [39, 34, 43], [35, 44], [46], [37, 54, 40, 38, 42], [63, 45, 47], [51, 56, 49], [52, 50, 48, 61], [55, 53], [59, 57], [62, 66], [71, 67], [68, 64, 77, 65, 69, 70], [74, 73], [72, 75, 76, 78, 79], [86, 81, 83], [80, 82, 84, 85, 87, 88]]
127: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25, 21], [17, 31], [19, 20, 23], [60, 24, 27, 29], [28, 30, 33, 41], [58, 32, 39, 34], [43, 35, 44, 46, 37], [54, 40, 38, 42, 63, 45, 47], [51, 56, 49], [52, 50], [48], [61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74], [73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
128: [[13, 36, 22, 1], [2, 4, 7, 12, 3, 5, 6, 9], [11, 8, 10], [26, 15, 14], [16, 18], [25, 21, 17], [31, 19], [20, 23, 60], [24, 27, 29, 28, 30], [33, 41], [58, 32, 39, 34, 43, 35, 44, 46], [37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75], [76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
129: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5], [6, 9, 11], [8, 10, 26, 15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60], [24, 27], [29, 28, 30, 33], [41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72], [75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
130: [[13, 36, 22, 1, 2, 4, 7], [12, 3], [5, 6, 9], [11, 8, 10, 26, 15], [14, 16, 18], [25, 21, 17, 31], [19, 20, 23, 60, 24, 27], [29, 28, 30], [33, 41], [58, 32, 39, 34, 43, 35, 44, 46], [37, 54, 40, 38, 42, 63, 45, 47], [51, 56], [49, 52, 50], [48, 61, 55, 53, 59], [57, 62, 66], [71, 67, 68, 64], [77, 65, 69, 70], [74, 73], [72, 75, 76, 78], [79, 86], [81, 83, 80, 82, 84, 85, 87, 88]]
131: [[13, 36, 22, 1], [2, 4], [7, 12], [3, 5, 6], [9, 11, 8], [10, 26, 15, 14], [16, 18, 25], [21, 17], [31, 19, 20], [23, 60, 24], [27, 29, 28, 30], [33, 41], [58, 32, 39], [34, 43], [35, 44, 46, 37], [54, 40, 38], [42, 63], [45, 47], [51, 56, 49, 52, 50], [48, 61, 55, 53], [59, 57, 62, 66], [71, 67, 68], [64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
132: [[13, 36, 22], [1, 2, 4, 7], [12, 3, 5], [6, 9, 11, 8, 10, 26, 15], [14, 16, 18, 25], [21, 17, 31, 19, 20, 23], [60, 24, 27], [29, 28], [30, 33, 41, 58, 32], [39, 34, 43], [35, 44, 46, 37], [54, 40, 38, 42], [63, 45, 47], [51, 56], [49, 52, 50], [48], [61, 55], [53, 59, 57, 62, 66], [71, 67, 68], [64, 77], [65, 69, 70, 74, 73, 72, 75, 76], [78, 79, 86, 81, 83, 80, 82], [84, 85, 87, 88]]
133: [[13, 36, 22], [1, 2, 4], [7, 12], [3, 5], [6, 9, 11], [8, 10, 26, 15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60, 24], [27, 29, 28], [30, 33, 41], [58, 32, 39], [34, 43, 35], [44, 46, 37], [54, 40], [38, 42, 63, 45], [47, 51], [56, 49, 52, 50, 48, 61, 55], [53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65], [69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
134: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5], [6, 9, 11], [8, 10], [26, 15], [14, 16, 18], [25, 21, 17, 31, 19], [20, 23, 60], [24, 27, 29, 28, 30, 33, 41, 58], [32, 39], [34, 43, 35], [44, 46, 37, 54, 40, 38], [42, 63, 45], [47, 51, 56], [49, 52], [50, 48, 61], [55, 53, 59], [57, 62, 66], [71, 67, 68], [64, 77, 65], [69, 70, 74], [73, 72], [75, 76, 78, 79], [86, 81], [83, 80, 82, 84, 85, 87, 88]]
135: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18], [25, 21], [17, 31, 19, 20], [23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45], [47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
136: [[13, 36, 22, 1], [2, 4], [7, 12, 3], [5, 6], [9, 11, 8], [10, 26, 15], [14, 16, 18, 25, 21], [17, 31, 19, 20, 23, 60], [24, 27], [29, 28, 30], [33, 41, 58, 32, 39], [34, 43, 35], [44, 46, 37, 54], [40, 38, 42, 63], [45, 47, 51, 56, 49, 52], [50, 48, 61, 55], [53, 59], [57, 62], [66, 71], [67, 68], [64, 77, 65, 69], [70, 74], [73, 72, 75, 76, 78], [79, 86, 81], [83, 80, 82, 84, 85, 87, 88]]
137: [[13, 36, 22, 1], [2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25], [21, 17, 31], [19], [20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55], [53, 59], [57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
138: [[13, 36, 22, 1], [2, 4, 7, 12, 3, 5, 6], [9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47], [51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
139: [[13, 36, 22, 1, 2, 4, 7], [12, 3, 5, 6, 9, 11, 8, 10], [26, 15, 14], [16, 18, 25], [21, 17, 31, 19, 20, 23, 60], [24, 27, 29], [28, 30, 33], [41, 58], [32, 39, 34, 43, 35], [44, 46, 37], [54, 40, 38], [42, 63, 45], [47, 51], [56, 49], [52, 50], [48, 61, 55, 53, 59, 57, 62, 66], [71, 67], [68, 64, 77, 65, 69, 70, 74, 73], [72, 75, 76], [78, 79, 86], [81, 83, 80, 82, 84, 85, 87, 88]]
140: [[13, 36, 22, 1, 2, 4, 7], [12, 3, 5, 6, 9, 11, 8, 10], [26, 15], [14, 16, 18, 25, 21, 17, 31, 19], [20, 23, 60], [24, 27], [29, 28, 30], [33, 41, 58, 32, 39, 34, 43, 35], [44, 46], [37, 54, 40, 38, 42, 63, 45, 47], [51, 56], [49, 52, 50, 48, 61], [55, 53], [59, 57], [62, 66], [71, 67, 68, 64, 77, 65, 69, 70], [74, 73, 72, 75, 76, 78, 79, 86], [81, 83, 80, 82, 84, 85, 87, 88]]
141: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25, 21], [17, 31], [19, 20, 23, 60, 24, 27], [29, 28, 30, 33, 41, 58, 32, 39], [34, 43, 35], [44, 46], [37], [54, 40, 38, 42, 63, 45, 47], [51, 56, 49], [52, 50, 48], [61, 55, 53], [59, 57, 62], [66, 71], [67, 68], [64, 77], [65, 69], [70, 74, 73], [72, 75, 76], [78, 79, 86, 81], [83, 80, 82], [84, 85, 87, 88]]
142: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6], [9, 11, 8], [10, 26], [15, 14, 16, 18, 25], [21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37], [54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
143: [[13, 36], [22, 1, 2], [4, 7, 12], [3, 5, 6], [9, 11], [8], [10, 26], [15, 14, 16], [18, 25, 21], [17, 31], [19, 20, 23], [60, 24, 27], [29, 28, 30], [33, 41, 58], [32, 39, 34], [43, 35, 44], [46, 37, 54, 40], [38, 42, 63], [45, 47], [51, 56], [49, 52, 50], [48, 61, 55], [53, 59], [57, 62, 66, 71], [67, 68, 64], [77, 65, 69, 70], [74, 73, 72, 75], [76], [78, 79], [86, 81, 83], [80, 82], [84, 85, 87, 88]]
144: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5], [6, 9, 11], [8, 10, 26, 15], [14, 16, 18, 25], [21, 17, 31, 19], [20, 23, 60, 24], [27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43], [35, 44, 46, 37], [54, 40, 38], [42, 63, 45, 47, 51], [56, 49, 52, 50, 48, 61], [55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
145: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6], [9, 11, 8], [10, 26], [15, 14, 16, 18], [25, 21, 17, 31, 19, 20, 23, 60], [24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66], [71, 67, 68], [64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
146: [[13, 36], [22, 1, 2], [4, 7, 12], [3, 5, 6], [9, 11], [8, 10], [26, 15, 14], [16, 18], [25, 21, 17, 31], [19, 20, 23], [60, 24, 27, 29], [28, 30], [33, 41, 58, 32], [39, 34, 43], [35, 44, 46], [37, 54, 40, 38], [42, 63], [45, 47, 51], [56, 49], [52, 50], [48, 61, 55], [53, 59], [57, 62, 66, 71], [67, 68, 64], [77, 65, 69], [70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
147: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25, 21], [17, 31, 19], [20, 23], [60, 24], [27, 29], [28, 30], [33, 41], [58, 32, 39, 34], [43, 35], [44, 46, 37, 54, 40, 38], [42, 63], [45, 47], [51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
148: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6], [9, 11], [8, 10, 26, 15], [14, 16, 18, 25, 21, 17, 31, 19], [20, 23, 60], [24, 27], [29, 28, 30], [33, 41, 58, 32, 39], [34, 43, 35], [44, 46, 37], [54, 40, 38, 42, 63], [45, 47], [51, 56, 49, 52, 50, 48, 61, 55], [53, 59], [57, 62, 66, 71, 67, 68, 64, 77], [65, 69, 70, 74], [73, 72], [75, 76, 78], [79, 86], [81, 83, 80], [82, 84], [85, 87, 88]]
149: [[13, 36], [22, 1, 2], [4, 7, 12], [3, 5, 6], [9, 11, 8], [10, 26], [15, 14, 16, 18], [25, 21], [17, 31, 19], [20, 23], [60, 24, 27, 29, 28], [30, 33, 41], [58, 32], [39, 34, 43], [35, 44, 46, 37], [54, 40, 38], [42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59], [57, 62, 66, 71, 67, 68, 64, 77], [65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
150: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26, 15], [14], [16, 18, 25, 21, 17, 31, 19, 20, 23, 60], [24], [27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
151: [[13, 36], [22, 1, 2, 4], [7, 12, 3, 5, 6], [9, 11, 8], [10, 26, 15, 14], [16, 18, 25, 21, 17], [31, 19, 20], [23, 60, 24, 27, 29, 28, 30, 33], [41, 58, 32, 39, 34, 43, 35, 44], [46, 37, 54, 40, 38, 42, 63, 45], [47, 51], [56, 49, 52], [50, 48], [61, 55, 53], [59, 57, 62], [66, 71, 67, 68, 64], [77, 65, 69, 70, 74, 73], [72, 75, 76, 78, 79, 86, 81, 83], [80, 82, 84, 85, 87, 88]]
152: [[13, 36], [22, 1], [2, 4, 7, 12], [3, 5], [6, 9, 11, 8, 10, 26], [15, 14], [16, 18], [25, 21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66], [71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
