0: [[1, 23, 39, 6], [12, 3, 2, 4, 13], [7, 5, 9, 10, 24], [8, 15, 11, 14, 22], [30, 16, 17, 21, 18], [19, 50, 20, 26, 27], [25, 28, 59, 29, 31], [37, 33, 42, 49, 34], [40, 32, 38, 47], [54, 36, 41, 43, 35], [44, 46, 56, 45, 63], [52, 48, 55, 61, 60], [53, 51, 57, 58, 62], [68, 65, 66, 64, 71], [67, 77, 69, 70, 73], [74, 76, 72, 78, 75], [79, 80, 85, 83, 82], [81, 86, 84, 87, 88]]
102: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 52, 45, 46, 53, 48, 51, 55, 58, 57, 60, 62, 63, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
103: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 55, 48, 51, 52, 57, 53, 60, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
104: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 51, 53, 52, 48, 55, 63, 57, 58, 61, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
105: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 62, 46, 51, 52, 53, 48, 55, 63, 57, 58, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
106: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 60, 48, 53, 55, 52, 51, 57, 63, 58, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
107: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 63, 46, 53, 48, 51, 52, 55, 58, 57, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
108: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 55, 45, 62, 46, 48, 53, 51, 52, 57, 60, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
109: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 52, 45, 62, 46, 48, 55, 51, 53, 57, 58, 60, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
110: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 46, 51, 48, 53, 52, 55, 58, 57, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
111: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 46, 51, 55, 52, 60, 63, 57, 48, 58, 62, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
112: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 52, 55, 57, 58, 53, 62, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
113: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 58, 51, 46, 53, 55, 60, 48, 57, 63, 62, 52, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
114: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 52, 51, 48, 55, 58, 53, 57, 62, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
115: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 52, 55, 62, 53, 57, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
116: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 46, 44, 45, 53, 51, 48, 52, 55, 57, 61, 58, 62, 63, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
117: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 51, 48, 52, 53, 62, 57, 55, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
118: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 55, 53, 58, 52, 61, 57, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
119: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 46, 48, 52, 63, 51, 57, 55, 58, 60, 53, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
120: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 46, 52, 51, 53, 48, 57, 55, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
121: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 52, 45, 46, 55, 48, 51, 53, 60, 57, 61, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
122: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 55, 53, 48, 51, 60, 57, 52, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
123: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 62, 45, 46, 48, 51, 55, 52, 57, 53, 61, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
124: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 52, 48, 51, 53, 63, 61, 58, 62, 55, 57, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
125: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 51, 52, 48, 62, 53, 55, 63, 58, 57, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
126: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 52, 53, 55, 60, 62, 58, 57, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
127: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 52, 46, 48, 53, 55, 51, 58, 57, 63, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
128: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 55, 45, 46, 51, 48, 53, 52, 61, 57, 58, 60, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
129: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 46, 51, 48, 55, 52, 61, 57, 62, 60, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
130: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 55, 52, 53, 57, 61, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
131: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 63, 51, 52, 53, 61, 57, 58, 55, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
132: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 63, 48, 53, 51, 60, 55, 52, 57, 58, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
133: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 58, 51, 46, 53, 55, 60, 48, 57, 63, 62, 52, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
134: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 53, 48, 51, 52, 61, 63, 55, 62, 57, 58, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
135: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 55, 51, 48, 52, 57, 53, 63, 60, 62, 58, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
136: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 51, 53, 48, 52, 58, 63, 57, 62, 55, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
137: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 46, 48, 51, 53, 52, 58, 55, 57, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
138: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 63, 45, 46, 55, 48, 52, 51, 53, 57, 60, 62, 58, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
139: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 51, 48, 52, 55, 53, 57, 58, 61, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
140: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 53, 52, 51, 57, 55, 60, 62, 63, 58, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
141: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 52, 55, 53, 57, 60, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
142: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 51, 52, 53, 55, 48, 57, 63, 58, 62, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
143: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 57, 55, 52, 53, 62, 58, 63, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
144: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 55, 52, 53, 57, 60, 58, 63, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
145: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 52, 51, 48, 55, 62, 53, 57, 60, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
146: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 52, 45, 46, 60, 48, 51, 55, 57, 53, 58, 61, 63, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
147: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 53, 48, 58, 60, 52, 51, 55, 62, 57, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
148: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 52, 53, 57, 58, 55, 61, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
149: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 53, 55, 61, 52, 57, 62, 63, 58, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
150: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 51, 62, 53, 48, 55, 57, 52, 63, 58, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
151: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 51, 46, 53, 48, 60, 52, 63, 57, 55, 58, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
152: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 57, 48, 51, 53, 52, 61, 55, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
