0: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72], [82, 79], [80], [84, 85], [83, 86], [87, 88]]
102: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85], [83, 86, 87, 88]]
103: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
104: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30], [33, 32], [50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69], [78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
105: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29], [8, 12, 28], [22, 11], [13, 16, 23], [24, 19], [18, 20, 17], [21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67, 68], [64, 75], [71], [69, 78], [70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
106: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21], [59, 25], [26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77], [65, 66], [67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81], [72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
107: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22], [11, 13, 16], [23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50], [37, 34, 39], [44, 42, 36], [43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
108: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54], [49, 63, 55], [58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
109: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20], [17, 21, 59], [25, 26], [27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57], [60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
110: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70], [74, 73, 76], [81, 72, 82], [79, 80], [84, 85, 83], [86, 87, 88]]
111: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22], [11, 13], [16, 23, 24], [19, 18], [20, 17], [21, 59, 25], [26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36], [43, 47, 53], [56, 40], [45, 52, 48], [46, 61], [54, 49], [63, 55, 58], [62, 57, 60], [77], [65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
112: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24], [19, 18, 20], [17], [21, 59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34], [39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46], [61, 54, 49], [63, 55, 58], [62, 57], [60, 77, 65], [66, 67, 68], [64, 75], [71, 69, 78], [70, 74, 73], [76, 81], [72, 82, 79], [80, 84, 85], [83, 86, 87, 88]]
113: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27, 31, 35, 51], [30, 33, 32, 50, 37, 34, 39, 44, 42, 36, 43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
114: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71], [69, 78], [70, 74], [73, 76, 81], [72, 82, 79, 80], [84, 85, 83], [86, 87, 88]]
115: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16, 23, 24], [19, 18], [20, 17, 21], [59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39, 44, 42, 36, 43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64, 75, 71, 69], [78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
116: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26], [27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
117: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19, 18], [20, 17, 21], [59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42], [36, 43], [47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81], [72, 82], [79, 80], [84, 85, 83, 86, 87], [88]]
118: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55], [58, 62, 57], [60, 77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73, 76], [81, 72, 82], [79, 80, 84], [85, 83], [86], [87, 88]]
119: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53], [56, 40, 45], [52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
120: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63], [55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74, 73], [76, 81, 72], [82, 79, 80, 84], [85, 83, 86], [87], [88]]
121: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2], [1, 14, 29], [8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17, 21], [59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70], [74, 73, 76], [81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
122: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
123: [[41, 15], [38], [5, 7], [3, 4, 9], [10, 6, 2], [1, 14], [29, 8, 12], [28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62], [57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79], [80, 84, 85], [83, 86], [87, 88]]
124: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51], [30, 33, 32], [50, 37], [34, 39, 44], [42, 36], [43, 47], [53, 56, 40], [45, 52, 48], [46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
125: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51], [30, 33, 32], [50, 37], [34, 39], [44, 42, 36], [43, 47], [53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
126: [[41, 15], [38, 5, 7], [3, 4, 9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44], [42, 36], [43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54, 49, 63, 55, 58, 62, 57, 60], [77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
127: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23], [24, 19, 18], [20, 17, 21], [59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73, 76], [81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
128: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14, 29, 8], [12, 28, 22], [11, 13, 16, 23], [24, 19, 18], [20, 17, 21], [59, 25, 26, 27, 31, 35, 51, 30, 33, 32, 50, 37, 34, 39, 44, 42, 36], [43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
129: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74], [73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
130: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23, 24, 19, 18], [20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30], [33, 32], [50, 37], [34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67], [68, 64, 75, 71, 69], [78], [70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
131: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21], [59, 25], [26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68], [64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
132: [[41, 15, 38], [5, 7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16, 23], [24, 19], [18, 20, 17], [21, 59, 25], [26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39], [44, 42, 36], [43, 47], [53, 56, 40], [45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79], [80], [84, 85, 83], [86, 87, 88]]
133: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26], [27, 31, 35, 51, 30, 33, 32, 50, 37], [34, 39, 44, 42, 36, 43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54], [49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
134: [[41, 15], [38, 5], [7, 3], [4, 9], [10, 6, 2], [1, 14, 29], [8, 12], [28, 22, 11], [13, 16, 23], [24, 19], [18, 20, 17], [21, 59, 25], [26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56], [40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62], [57, 60, 77], [65, 66], [67, 68, 64], [75, 71, 69], [78], [70, 74, 73], [76, 81], [72, 82, 79], [80, 84, 85], [83], [86, 87, 88]]
135: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35], [51, 30, 33], [32, 50, 37], [34, 39, 44, 42], [36, 43, 47], [53, 56, 40, 45, 52, 48], [46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66], [67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
136: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16], [23, 24], [19, 18], [20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39, 44, 42, 36, 43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
137: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35], [51, 30, 33], [32, 50, 37, 34, 39, 44, 42, 36, 43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
138: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57], [60, 77], [65, 66], [67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
139: [[41, 15, 38], [5, 7, 3], [4, 9, 10], [6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44], [42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57], [60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79], [80, 84, 85], [83, 86, 87], [88]]
140: [[41, 15], [38, 5], [7, 3], [4, 9], [10, 6, 2], [1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36], [43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65], [66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
141: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79, 80], [84, 85, 83, 86], [87, 88]]
142: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23], [24, 19], [18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58], [62], [57, 60], [77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
143: [[41, 15, 38], [5, 7], [3, 4, 9], [10, 6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27, 31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56, 40, 45, 52, 48, 46, 61, 54], [49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
144: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6, 2], [1, 14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54], [49, 63, 55], [58, 62, 57], [60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73, 76], [81, 72, 82], [79, 80, 84, 85], [83, 86, 87, 88]]
145: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23], [24, 19, 18], [20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77], [65, 66], [67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
146: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
147: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26], [27, 31, 35], [51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48], [46, 61, 54], [49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81], [72, 82], [79, 80], [84, 85, 83], [86, 87, 88]]
148: [[41, 15], [38, 5], [7, 3], [4, 9], [10, 6, 2], [1, 14], [29, 8], [12, 28, 22], [11, 13, 16], [23, 24], [19, 18, 20], [17, 21, 59], [25, 26], [27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68], [64, 75, 71], [69, 78, 70], [74, 73, 76], [81, 72, 82], [79, 80, 84], [85, 83, 86], [87, 88]]
149: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11, 13, 16], [23, 24], [19, 18, 20], [17, 21, 59, 25, 26, 27], [31, 35, 51, 30, 33, 32, 50, 37, 34, 39, 44, 42, 36, 43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
150: [[41, 15], [38, 5], [7, 3], [4, 9], [10, 6, 2], [1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17, 21], [59, 25, 26], [27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63], [55, 58, 62], [57, 60], [77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73, 76], [81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
151: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17, 21], [59, 25, 26], [27, 31], [35, 51], [30], [33, 32, 50], [37], [34, 39, 44, 42, 36, 43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
152: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2], [1, 14, 29], [8, 12, 28], [22, 11], [13, 16, 23], [24, 19, 18], [20, 17], [21, 59, 25], [26, 27], [31, 35, 51], [30, 33, 32], [50], [37, 34, 39], [44, 42], [36, 43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
