0: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35], [33, 34, 45, 36], [38, 42], [39, 40, 41, 44, 60, 63, 46], [56, 47, 52, 53], [61, 48], [55, 49, 59], [58, 57, 62], [68, 67, 64, 70, 65], [79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
102: [[5, 2, 43], [12, 3, 1, 4, 22, 23, 13], [14, 15, 6, 7, 9], [26, 8, 10, 19, 11, 17, 20], [16, 18, 21, 25], [28, 24, 30, 27, 29], [54, 31, 37, 50, 51], [32, 35, 33], [34, 45, 36, 38, 42], [39, 40, 41, 44, 60], [63, 46, 56], [47, 52, 53, 61, 48], [55, 49, 59], [58, 57, 62, 68], [67, 64, 70, 65], [79, 66, 77, 71, 72], [69, 75, 73, 78, 74], [76, 80, 85, 83], [84, 81, 86, 82, 87, 88]]
103: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17], [20, 16, 18, 21], [25, 28, 24, 30, 27, 29, 54, 31, 37, 50], [51, 32], [35, 33, 34, 45, 36, 38, 42], [39, 40, 41], [44, 60, 63, 46, 56, 47], [52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85], [83, 84, 81, 86, 82, 87, 88]]
104: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21, 25, 28, 24, 30], [27, 29, 54, 31, 37, 50, 51, 32, 35, 33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59], [58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
105: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28, 24, 30, 27, 29, 54, 31, 37, 50, 51, 32, 35, 33, 34, 45], [36, 38, 42, 39, 40, 41], [44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
106: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15, 6, 7, 9, 26, 8], [10, 19], [11, 17], [20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37, 50, 51, 32], [35, 33], [34, 45, 36, 38], [42, 39], [40, 41, 44, 60, 63, 46, 56], [47, 52, 53, 61, 48, 55], [49, 59], [58, 57, 62, 68], [67, 64, 70, 65, 79], [66, 77, 71, 72, 69, 75, 73], [78], [74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
107: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20], [16, 18, 21, 25], [28, 24, 30], [27, 29, 54, 31, 37, 50], [51, 32, 35, 33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62], [68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
108: [[5, 2], [43, 12, 3], [1, 4, 22, 23, 13], [14, 15, 6, 7], [9, 26], [8, 10], [19, 11, 17, 20], [16, 18, 21, 25], [28, 24, 30, 27, 29], [54, 31, 37, 50, 51], [32, 35, 33, 34], [45, 36], [38, 42, 39], [40, 41], [44, 60], [63, 46], [56, 47, 52], [53, 61, 48], [55, 49], [59, 58, 57, 62, 68], [67, 64, 70], [65, 79], [66, 77, 71], [72, 69, 75], [73, 78, 74, 76], [80, 85, 83, 84], [81, 86, 82, 87, 88]]
109: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15, 6], [7, 9], [26, 8, 10], [19, 11, 17], [20, 16], [18, 21, 25], [28, 24, 30, 27, 29], [54, 31, 37, 50, 51], [32, 35, 33, 34, 45], [36, 38, 42, 39, 40], [41, 44, 60], [63, 46, 56, 47], [52, 53, 61], [48, 55, 49], [59, 58], [57, 62], [68, 67, 64, 70, 65], [79, 66, 77], [71, 72, 69], [75, 73], [78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
110: [[5, 2], [43, 12, 3, 1, 4, 22, 23, 13], [14, 15, 6, 7, 9, 26], [8, 10], [19, 11, 17, 20], [16, 18, 21, 25, 28], [24, 30, 27, 29, 54], [31, 37, 50, 51], [32, 35, 33], [34, 45, 36, 38, 42, 39], [40, 41, 44, 60], [63, 46, 56], [47, 52, 53, 61, 48], [55, 49, 59], [58, 57, 62, 68, 67, 64], [70, 65, 79], [66, 77, 71, 72, 69], [75, 73, 78, 74, 76], [80, 85, 83, 84, 81, 86, 82], [87, 88]]
111: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26], [8, 10, 19, 11, 17, 20, 16], [18, 21, 25, 28, 24, 30, 27, 29, 54, 31, 37, 50], [51, 32, 35, 33, 34], [45, 36, 38, 42, 39, 40, 41, 44], [60, 63, 46, 56, 47, 52], [53, 61, 48, 55, 49, 59, 58, 57, 62, 68], [67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
112: [[5, 2], [43, 12], [3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8], [10, 19, 11, 17], [20, 16, 18, 21, 25, 28], [24, 30], [27, 29, 54], [31, 37, 50], [51, 32, 35, 33, 34], [45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59], [58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
113: [[5, 2, 43], [12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9], [26, 8, 10, 19, 11, 17], [20, 16, 18], [21, 25, 28], [24, 30], [27, 29, 54, 31], [37, 50, 51, 32, 35], [33, 34, 45], [36, 38, 42, 39, 40], [41, 44], [60, 63, 46, 56, 47], [52, 53, 61, 48], [55, 49, 59, 58], [57, 62, 68, 67], [64, 70, 65], [79, 66, 77, 71, 72], [69, 75, 73, 78, 74], [76, 80, 85, 83, 84], [81, 86, 82, 87, 88]]
114: [[5, 2, 43], [12, 3, 1, 4, 22, 23, 13], [14, 15, 6, 7], [9, 26, 8, 10], [19, 11, 17, 20, 16, 18, 21, 25], [28, 24, 30, 27, 29, 54, 31], [37, 50, 51, 32, 35, 33, 34], [45, 36, 38, 42, 39], [40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55], [49, 59], [58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
115: [[5, 2, 43, 12, 3, 1], [4, 22, 23, 13, 14, 15], [6, 7], [9, 26, 8, 10], [19, 11, 17, 20], [16, 18, 21, 25, 28, 24], [30, 27, 29], [54, 31, 37, 50, 51], [32, 35, 33, 34], [45, 36, 38], [42, 39, 40, 41, 44], [60, 63], [46, 56, 47, 52], [53, 61, 48, 55], [49, 59, 58, 57, 62], [68, 67, 64, 70, 65], [79, 66, 77, 71], [72, 69], [75, 73, 78, 74, 76, 80], [85, 83, 84, 81, 86, 82, 87, 88]]
116: [[5, 2], [43, 12], [3, 1, 4, 22, 23, 13], [14, 15, 6], [7, 9, 26, 8, 10], [19, 11, 17, 20], [16, 18, 21, 25, 28, 24], [30, 27, 29, 54], [31, 37, 50, 51], [32, 35, 33, 34, 45, 36], [38, 42, 39, 40], [41, 44, 60, 63, 46], [56, 47, 52, 53, 61], [48, 55, 49, 59], [58, 57, 62], [68, 67, 64, 70, 65], [79, 66, 77, 71], [72, 69, 75, 73], [78, 74, 76, 80, 85, 83], [84, 81, 86, 82, 87, 88]]
117: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20], [16, 18, 21, 25], [28, 24, 30, 27], [29, 54, 31, 37, 50, 51], [32, 35, 33, 34, 45, 36, 38], [42, 39], [40, 41], [44, 60, 63, 46], [56, 47, 52, 53, 61, 48], [55, 49, 59, 58, 57], [62, 68, 67, 64, 70, 65], [79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
118: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15, 6, 7, 9, 26, 8], [10, 19], [11, 17, 20, 16, 18, 21, 25, 28, 24, 30], [27, 29, 54], [31, 37, 50, 51, 32, 35, 33], [34, 45], [36, 38, 42], [39, 40, 41], [44, 60, 63], [46, 56, 47, 52, 53], [61, 48, 55, 49, 59], [58, 57], [62, 68, 67, 64], [70, 65, 79, 66], [77, 71], [72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
119: [[5, 2], [43, 12, 3, 1, 4, 22, 23], [13, 14, 15, 6, 7, 9], [26, 8], [10, 19, 11, 17], [20, 16, 18, 21], [25, 28, 24, 30, 27, 29], [54, 31], [37, 50, 51, 32, 35, 33, 34], [45, 36, 38, 42], [39, 40, 41, 44, 60], [63, 46], [56, 47, 52, 53], [61, 48, 55], [49, 59], [58, 57, 62, 68, 67], [64, 70, 65, 79, 66, 77, 71], [72, 69, 75, 73, 78, 74], [76, 80, 85, 83, 84, 81], [86, 82, 87, 88]]
120: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21, 25, 28, 24, 30, 27, 29, 54, 31, 37, 50, 51, 32, 35], [33, 34, 45, 36], [38, 42, 39, 40, 41], [44, 60, 63, 46, 56], [47, 52, 53, 61, 48], [55, 49, 59, 58, 57], [62, 68, 67, 64, 70], [65, 79, 66], [77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
121: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26], [8, 10, 19, 11, 17], [20, 16, 18, 21, 25, 28], [24, 30], [27, 29, 54, 31, 37, 50, 51, 32, 35, 33], [34, 45], [36, 38, 42, 39, 40, 41, 44], [60, 63, 46, 56, 47, 52], [53, 61], [48, 55, 49, 59], [58, 57, 62, 68, 67], [64, 70, 65, 79, 66, 77, 71], [72], [69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
122: [[5, 2, 43, 12, 3, 1, 4, 22], [23, 13], [14, 15, 6, 7, 9, 26, 8], [10, 19, 11, 17, 20, 16], [18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50, 51, 32, 35], [33, 34, 45, 36, 38, 42, 39, 40, 41, 44], [60, 63], [46, 56, 47, 52, 53, 61, 48], [55, 49, 59, 58, 57, 62, 68], [67, 64], [70, 65, 79, 66, 77], [71, 72, 69, 75], [73, 78, 74, 76, 80, 85, 83, 84, 81], [86, 82, 87, 88]]
123: [[5, 2], [43, 12, 3, 1, 4, 22], [23, 13], [14, 15, 6, 7], [9, 26, 8, 10], [19, 11, 17, 20, 16, 18], [21, 25], [28, 24, 30, 27, 29, 54], [31, 37, 50], [51, 32, 35, 33, 34], [45, 36, 38, 42, 39], [40, 41, 44, 60, 63], [46, 56, 47, 52, 53, 61], [48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73], [78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
124: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16], [18, 21, 25, 28, 24], [30, 27, 29, 54, 31], [37, 50, 51, 32, 35, 33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47], [52, 53, 61, 48, 55, 49, 59, 58, 57], [62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
125: [[5, 2], [43, 12, 3, 1, 4, 22], [23, 13, 14], [15, 6], [7, 9, 26], [8, 10, 19, 11, 17, 20, 16], [18, 21, 25], [28, 24, 30, 27], [29, 54, 31], [37, 50, 51, 32, 35, 33], [34, 45, 36], [38, 42, 39], [40, 41, 44, 60, 63], [46, 56, 47, 52, 53], [61, 48, 55], [49, 59, 58, 57, 62], [68, 67, 64], [70, 65, 79, 66, 77, 71, 72], [69, 75], [73, 78, 74, 76, 80], [85, 83, 84, 81], [86, 82], [87, 88]]
126: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15, 6, 7], [9, 26, 8, 10], [19, 11, 17, 20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31], [37, 50], [51, 32, 35, 33], [34, 45, 36, 38], [42, 39, 40, 41, 44], [60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62], [68, 67, 64, 70, 65, 79, 66, 77], [71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
127: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15, 6, 7, 9, 26, 8], [10, 19], [11, 17], [20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37], [50, 51, 32, 35, 33], [34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69], [75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
128: [[5, 2, 43], [12, 3, 1], [4, 22, 23, 13], [14, 15, 6], [7, 9, 26, 8], [10, 19], [11, 17, 20, 16], [18, 21, 25, 28, 24], [30, 27], [29, 54, 31, 37, 50], [51, 32, 35, 33, 34], [45, 36], [38, 42, 39, 40, 41], [44, 60, 63, 46], [56, 47], [52, 53, 61, 48, 55, 49], [59, 58], [57, 62, 68, 67], [64, 70], [65, 79, 66, 77, 71], [72, 69], [75, 73, 78, 74], [76, 80, 85, 83], [84, 81, 86, 82, 87, 88]]
129: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11], [17, 20, 16, 18, 21, 25, 28, 24, 30, 27, 29, 54, 31, 37, 50], [51, 32, 35, 33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
130: [[5, 2], [43, 12, 3, 1, 4], [22, 23, 13, 14, 15], [6, 7, 9, 26, 8], [10, 19, 11, 17], [20, 16, 18], [21, 25, 28, 24, 30], [27, 29, 54], [31, 37, 50, 51], [32, 35, 33, 34, 45], [36, 38, 42], [39, 40, 41], [44, 60], [63, 46, 56, 47], [52, 53, 61, 48], [55, 49, 59], [58, 57, 62, 68], [67, 64, 70, 65], [79, 66], [77, 71], [72, 69, 75, 73], [78, 74], [76, 80], [85, 83], [84, 81, 86, 82, 87, 88]]
131: [[5, 2, 43, 12, 3, 1], [4, 22, 23, 13, 14, 15], [6, 7], [9, 26, 8, 10], [19, 11, 17, 20, 16, 18], [21, 25], [28, 24, 30, 27, 29, 54], [31, 37, 50, 51], [32, 35], [33, 34, 45, 36, 38], [42, 39], [40, 41, 44, 60], [63, 46, 56, 47, 52], [53, 61, 48, 55, 49], [59, 58, 57, 62, 68], [67, 64, 70, 65, 79], [66, 77, 71, 72, 69], [75, 73, 78, 74, 76], [80, 85, 83], [84, 81, 86, 82, 87, 88]]
132: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19, 11, 17, 20], [16, 18, 21, 25, 28, 24, 30], [27, 29], [54, 31], [37, 50, 51], [32, 35, 33, 34, 45, 36, 38], [42, 39, 40, 41], [44, 60, 63, 46], [56, 47, 52, 53, 61, 48, 55], [49, 59, 58, 57, 62, 68, 67], [64, 70, 65, 79], [66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
133: [[5, 2, 43, 12, 3, 1], [4, 22, 23, 13, 14, 15], [6, 7], [9, 26, 8, 10], [19, 11, 17, 20], [16, 18, 21, 25, 28, 24], [30, 27], [29, 54, 31, 37, 50], [51, 32, 35, 33, 34], [45, 36], [38, 42, 39, 40, 41], [44, 60, 63, 46], [56, 47], [52, 53, 61, 48, 55, 49], [59, 58], [57, 62, 68, 67], [64, 70], [65, 79, 66, 77, 71], [72, 69], [75, 73, 78, 74], [76, 80, 85, 83], [84, 81, 86, 82, 87, 88]]
134: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9], [26, 8, 10], [19, 11, 17, 20], [16, 18], [21, 25, 28, 24, 30, 27, 29, 54, 31, 37, 50, 51, 32, 35, 33], [34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
135: [[5, 2], [43, 12, 3, 1, 4, 22], [23, 13], [14, 15, 6, 7], [9, 26, 8, 10], [19, 11, 17, 20, 16, 18], [21, 25], [28, 24, 30, 27, 29, 54, 31], [37, 50, 51, 32, 35, 33], [34, 45, 36, 38], [42, 39], [40, 41, 44, 60, 63], [46, 56, 47], [52, 53], [61, 48, 55, 49, 59, 58, 57], [62, 68, 67, 64, 70, 65], [79, 66], [77, 71, 72, 69], [75, 73, 78, 74, 76], [80, 85, 83, 84, 81, 86, 82], [87, 88]]
136: [[5, 2], [43, 12, 3, 1, 4], [22, 23, 13], [14, 15, 6], [7, 9, 26], [8, 10, 19, 11], [17, 20, 16, 18], [21, 25, 28], [24, 30, 27, 29], [54, 31, 37, 50, 51, 32, 35], [33, 34, 45, 36, 38, 42, 39, 40, 41], [44, 60, 63, 46, 56, 47, 52], [53, 61, 48, 55, 49], [59, 58, 57, 62, 68], [67, 64, 70], [65, 79, 66, 77], [71, 72, 69, 75], [73, 78, 74, 76, 80], [85, 83, 84, 81, 86, 82, 87, 88]]
137: [[5, 2], [43, 12, 3], [1, 4, 22], [23, 13, 14, 15], [6, 7, 9, 26], [8, 10, 19, 11], [17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29, 54], [31, 37, 50, 51, 32], [35, 33, 34, 45, 36], [38, 42, 39, 40], [41, 44], [60, 63, 46], [56, 47, 52, 53], [61, 48, 55, 49, 59], [58, 57, 62, 68], [67, 64, 70, 65], [79, 66], [77, 71, 72, 69], [75, 73, 78, 74, 76], [80, 85, 83, 84, 81], [86, 82, 87, 88]]
138: [[5, 2, 43], [12, 3, 1, 4], [22, 23, 13, 14, 15, 6], [7, 9], [26, 8, 10, 19, 11], [17, 20, 16, 18], [21, 25, 28, 24, 30, 27], [29, 54, 31, 37, 50, 51, 32], [35, 33], [34, 45, 36], [38, 42, 39, 40], [41, 44, 60, 63], [46, 56, 47, 52, 53], [61, 48, 55], [49, 59, 58, 57], [62, 68], [67, 64, 70, 65, 79, 66, 77], [71, 72, 69, 75], [73, 78], [74, 76, 80], [85, 83, 84], [81, 86, 82, 87, 88]]
139: [[5, 2], [43, 12, 3, 1, 4, 22], [23, 13, 14, 15, 6, 7, 9], [26, 8, 10, 19], [11, 17, 20, 16, 18], [21, 25], [28, 24, 30, 27, 29, 54, 31], [37, 50, 51, 32, 35, 33, 34], [45, 36, 38], [42, 39, 40], [41, 44, 60, 63, 46], [56, 47, 52, 53], [61, 48, 55, 49], [59, 58, 57, 62, 68], [67, 64, 70, 65], [79, 66, 77, 71], [72, 69], [75, 73, 78, 74, 76], [80, 85, 83, 84, 81], [86, 82, 87, 88]]
140: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10], [19, 11], [17, 20, 16, 18], [21, 25, 28, 24, 30, 27, 29, 54, 31, 37], [50, 51], [32, 35, 33, 34, 45, 36, 38], [42, 39, 40], [41, 44, 60, 63, 46, 56], [47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85], [83, 84, 81, 86, 82, 87, 88]]
141: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15, 6, 7, 9], [26, 8, 10], [19, 11, 17], [20, 16, 18], [21, 25, 28], [24, 30, 27, 29], [54, 31, 37, 50, 51], [32, 35], [33, 34, 45, 36], [38, 42, 39, 40], [41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
142: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26], [8, 10], [19, 11, 17], [20, 16, 18], [21, 25, 28, 24, 30], [27], [29, 54, 31, 37, 50, 51, 32, 35, 33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60], [63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
143: [[5, 2, 43, 12, 3], [1, 4], [22, 23], [13, 14, 15, 6], [7, 9], [26, 8], [10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29, 54], [31, 37, 50, 51, 32], [35, 33], [34, 45, 36, 38, 42, 39, 40], [41, 44, 60, 63, 46, 56], [47, 52], [53, 61, 48, 55], [49, 59, 58, 57], [62, 68, 67, 64, 70, 65], [79, 66], [77, 71, 72, 69, 75, 73, 78], [74, 76, 80, 85], [83, 84, 81, 86, 82], [87, 88]]
144: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15, 6], [7, 9, 26, 8, 10, 19], [11, 17], [20, 16, 18, 21, 25, 28, 24, 30, 27, 29, 54, 31, 37, 50, 51, 32, 35, 33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86], [82, 87, 88]]
145: [[5, 2], [43, 12], [3, 1, 4, 22], [23, 13, 14, 15], [6, 7, 9], [26, 8, 10, 19], [11, 17, 20], [16, 18, 21, 25, 28, 24, 30], [27, 29, 54, 31, 37, 50, 51], [32, 35, 33, 34, 45, 36], [38, 42], [39, 40, 41, 44], [60, 63, 46, 56], [47, 52, 53, 61, 48, 55], [49, 59, 58], [57, 62, 68, 67, 64, 70, 65], [79, 66, 77], [71, 72, 69, 75, 73], [78, 74, 76, 80, 85], [83, 84, 81], [86, 82, 87, 88]]
146: [[5, 2, 43, 12, 3, 1], [4, 22], [23, 13, 14, 15, 6, 7, 9], [26, 8, 10, 19, 11, 17, 20], [16, 18], [21, 25, 28, 24], [30, 27, 29, 54, 31], [37, 50, 51], [32, 35, 33, 34, 45, 36, 38, 42, 39], [40, 41, 44, 60, 63, 46], [56, 47], [52, 53, 61, 48], [55, 49, 59, 58], [57, 62, 68], [67, 64, 70, 65], [79, 66, 77, 71], [72, 69, 75, 73, 78], [74, 76, 80, 85, 83], [84, 81, 86, 82], [87, 88]]
147: [[5, 2], [43, 12, 3], [1, 4, 22, 23], [13, 14, 15], [6, 7, 9], [26, 8, 10], [19, 11, 17, 20, 16], [18, 21, 25, 28, 24], [30, 27, 29], [54, 31, 37, 50, 51], [32, 35], [33, 34], [45, 36, 38, 42], [39, 40, 41, 44, 60], [63, 46, 56, 47, 52, 53], [61, 48], [55, 49, 59, 58], [57, 62, 68, 67, 64, 70], [65, 79], [66, 77, 71, 72], [69, 75, 73, 78], [74, 76, 80, 85, 83, 84], [81, 86, 82, 87, 88]]
148: [[5, 2, 43, 12], [3, 1], [4, 22, 23, 13, 14, 15, 6, 7], [9, 26, 8, 10, 19, 11], [17, 20], [16, 18, 21], [25, 28], [24, 30], [27, 29, 54, 31, 37, 50], [51, 32, 35, 33, 34], [45, 36, 38, 42, 39], [40, 41, 44, 60, 63, 46, 56, 47], [52, 53], [61, 48, 55, 49, 59, 58], [57, 62, 68, 67, 64], [70, 65, 79, 66, 77], [71, 72, 69, 75, 73], [78, 74], [76, 80, 85, 83], [84, 81, 86, 82], [87, 88]]
149: [[5, 2], [43, 12, 3, 1], [4, 22, 23], [13, 14, 15, 6, 7], [9, 26, 8, 10, 19], [11, 17, 20], [16, 18, 21, 25, 28, 24], [30, 27], [29, 54, 31, 37], [50, 51, 32, 35], [33, 34], [45, 36, 38, 42, 39, 40], [41, 44, 60, 63, 46, 56], [47, 52, 53], [61, 48], [55, 49, 59, 58, 57], [62, 68, 67, 64, 70], [65, 79, 66, 77, 71], [72, 69, 75, 73], [78, 74, 76], [80, 85, 83, 84, 81], [86, 82, 87, 88]]
150: [[5, 2], [43, 12, 3, 1, 4, 22], [23, 13], [14, 15, 6, 7], [9, 26, 8, 10], [19, 11, 17], [20, 16, 18, 21], [25, 28], [24, 30, 27, 29, 54], [31, 37], [50, 51, 32, 35], [33, 34, 45, 36], [38, 42, 39, 40, 41], [44, 60, 63, 46, 56], [47, 52, 53, 61], [48, 55], [49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66], [77, 71, 72, 69, 75, 73, 78, 74], [76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
151: [[5, 2, 43, 12, 3, 1], [4, 22], [23, 13, 14, 15, 6, 7, 9, 26, 8, 10], [19, 11], [17, 20, 16, 18, 21, 25, 28], [24, 30, 27, 29, 54, 31], [37, 50], [51, 32, 35, 33], [34, 45, 36, 38, 42], [39, 40, 41, 44, 60, 63, 46], [56], [47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
152: [[5, 2], [43, 12, 3, 1], [4, 22, 23, 13], [14, 15], [6, 7, 9], [26, 8, 10], [19, 11, 17, 20, 16], [18, 21, 25, 28], [24, 30], [27, 29, 54, 31], [37, 50, 51], [32, 35, 33, 34, 45], [36, 38, 42, 39], [40, 41, 44], [60, 63, 46, 56], [47, 52], [53, 61, 48, 55, 49], [59, 58], [57, 62, 68], [67, 64, 70], [65, 79, 66], [77, 71, 72, 69, 75], [73, 78], [74, 76, 80, 85], [83, 84, 81, 86], [82, 87, 88]]
