0: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9, 28, 11], [12, 25, 13, 22], [14, 16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37], [42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58], [66, 65], [64, 86], [67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82], [81, 84], [80, 83, 85], [87, 88]]
102: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28], [11, 12, 25], [13, 22, 14], [16, 17], [18, 19, 21], [50, 20, 31], [26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44], [36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70], [74, 77], [75, 72, 73], [76, 78, 79], [82, 81], [84, 80, 83], [85, 87, 88]]
103: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16], [17, 18, 19], [21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
104: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21], [50, 20], [31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35], [54, 37, 42], [38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
105: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19], [21, 50, 20], [31, 26], [23, 24, 56], [27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53], [59, 57, 60], [63, 62], [58, 66, 65], [64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
106: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26, 23], [24, 56, 27], [29, 30], [33, 34], [32, 35], [54, 37, 42], [38, 44, 36], [41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59], [57, 60, 63], [62, 58, 66], [65, 64], [86, 67, 71], [69, 70, 74], [77, 75], [72, 73, 76], [78, 79, 82], [81, 84], [80, 83], [85, 87, 88]]
107: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45, 46, 61, 48], [49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
108: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16], [17, 18, 19], [21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38], [44, 36, 41], [40, 47], [45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63], [62], [58], [66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
109: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73], [76, 78, 79], [82, 81], [84, 80, 83], [85, 87, 88]]
110: [[43, 39], [5, 3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73], [76, 78, 79], [82, 81, 84, 80], [83, 85, 87, 88]]
111: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
112: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13], [22, 14, 16], [17, 18], [19, 21], [50, 20, 31], [26, 23, 24, 56], [27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75], [72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
113: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27], [29, 30, 33], [34, 32], [35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58], [66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
114: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14], [16, 17, 18], [19, 21, 50], [20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60, 63], [62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
115: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27], [29, 30], [33, 34], [32, 35, 54], [37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55], [53, 59, 57], [60, 63, 62], [58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
116: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
117: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57], [60, 63, 62], [58, 66], [65, 64, 86], [67, 71], [69], [70, 74, 77], [75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83], [85, 87, 88]]
118: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61], [48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
119: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11], [12, 25], [13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57], [60, 63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76], [78, 79, 82], [81, 84], [80, 83], [85, 87, 88]]
120: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26, 23], [24, 56, 27], [29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63], [62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77, 75, 72], [73, 76, 78], [79, 82, 81, 84, 80, 83, 85, 87, 88]]
121: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9, 28], [11, 12], [25, 13, 22, 14], [16, 17, 18], [19, 21], [50, 20], [31, 26, 23], [24, 56, 27], [29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41], [40, 47], [45, 46, 61], [48, 49, 51, 52], [55, 53], [59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77, 75], [72, 73, 76], [78, 79, 82], [81, 84, 80, 83, 85, 87, 88]]
122: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25], [13, 22, 14], [16, 17, 18], [19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77], [75, 72, 73], [76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
123: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27], [29, 30], [33, 34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66], [65, 64], [86, 67, 71], [69, 70], [74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
124: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66], [65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83], [85, 87, 88]]
125: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9, 28], [11, 12], [25, 13, 22, 14], [16, 17, 18], [19, 21], [50, 20], [31, 26, 23], [24, 56, 27], [29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41], [40, 47, 45], [46, 61], [48, 49, 51], [52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77], [75, 72, 73], [76, 78], [79, 82, 81], [84, 80, 83], [85], [87], [88]]
126: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33], [34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45], [46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65], [64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73, 76], [78, 79], [82, 81, 84], [80, 83, 85], [87, 88]]
127: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
128: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11], [12, 25], [13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26, 23], [24, 56, 27], [29, 30], [33, 34, 32], [35, 54, 37], [42, 38], [44, 36, 41], [40, 47, 45], [46, 61], [48, 49, 51], [52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77], [75, 72, 73], [76, 78], [79, 82, 81], [84, 80, 83], [85], [87], [88]]
129: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19], [21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
130: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75], [72, 73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
131: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26, 23], [24, 56], [27, 29, 30], [33, 34], [32, 35], [54, 37], [42, 38, 44], [36, 41, 40], [47, 45], [46, 61], [48, 49, 51], [52, 55, 53], [59, 57], [60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
132: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
133: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
134: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
135: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32], [35, 54], [37, 42, 38], [44, 36, 41], [40, 47], [45, 46, 61], [48, 49], [51, 52], [55, 53, 59], [57, 60, 63, 62], [58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77, 75], [72, 73, 76], [78, 79, 82, 81], [84, 80, 83], [85, 87, 88]]
136: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11], [12, 25], [13, 22, 14], [16, 17, 18], [19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
137: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32], [35, 54], [37, 42, 38], [44, 36], [41, 40, 47], [45, 46], [61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65], [64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
138: [[43, 39, 5], [3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36], [41, 40, 47, 45], [46, 61], [48, 49, 51], [52, 55, 53], [59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77, 75, 72, 73, 76, 78], [79, 82, 81, 84, 80, 83, 85, 87, 88]]
139: [[43, 39], [5, 3, 1], [10, 6, 2, 68], [4, 15, 7], [8, 9], [28, 11], [12, 25, 13], [22, 14, 16], [17, 18], [19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37, 42], [38, 44], [36, 41, 40], [47, 45], [46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
140: [[43, 39, 5], [3, 1], [10, 6, 2, 68], [4, 15, 7, 8], [9, 28], [11, 12, 25], [13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61, 48, 49, 51], [52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
141: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57], [60, 63, 62], [58, 66], [65, 64, 86], [67, 71, 69], [70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
142: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11, 12, 25], [13, 22, 14], [16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74], [77], [75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
143: [[43, 39], [5, 3], [1, 10], [6, 2], [68, 4, 15], [7, 8, 9], [28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30], [33, 34, 32], [35, 54, 37], [42, 38], [44, 36, 41], [40, 47], [45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
144: [[43, 39], [5, 3], [1, 10, 6, 2], [68, 4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17], [18, 19], [21, 50], [20, 31, 26], [23, 24, 56], [27, 29], [30, 33], [34, 32, 35], [54, 37, 42], [38, 44], [36, 41, 40], [47, 45, 46], [61, 48], [49, 51, 52], [55, 53], [59, 57, 60], [63, 62], [58, 66], [65, 64, 86], [67, 71], [69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
145: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
146: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13], [22, 14, 16], [17, 18, 19], [21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77, 75], [72, 73, 76], [78, 79], [82, 81, 84], [80, 83, 85], [87, 88]]
147: [[43, 39, 5], [3, 1, 10], [6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57, 60, 63, 62], [58], [66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
148: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29, 30, 33, 34, 32, 35, 54, 37, 42, 38], [44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
149: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
150: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32, 35], [54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53], [59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
151: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62], [58, 66, 65], [64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73], [76, 78, 79], [82, 81], [84, 80, 83], [85, 87, 88]]
152: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53], [59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
