0: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26], [25, 28], [31, 50, 37, 54], [33, 35, 32], [38, 42], [34, 36, 39], [44, 40], [41, 46], [45, 52, 63], [47, 55, 49, 56], [48, 51, 61], [53, 62, 58], [59, 60], [74, 67], [65, 70, 66], [68, 69, 64], [71, 76], [75, 72, 73], [77, 78], [79, 80, 82], [81, 87], [83, 84, 85, 86, 88]]
102: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27, 21], [17, 18], [16, 19, 22], [24, 29], [57, 26], [25, 28, 31, 50], [37, 54, 33], [35, 32, 38], [42, 34], [36, 39, 44], [40, 41, 46, 45], [52, 63, 47], [55, 49, 56], [48, 51, 61], [53, 62], [58, 59, 60], [74, 67, 65], [70, 66, 68], [69, 64, 71], [76], [75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
103: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9], [8, 30, 11], [15, 14, 20], [27, 21, 17], [18, 16], [19, 22], [24, 29, 57], [26, 25, 28], [31, 50], [37, 54, 33], [35, 32, 38], [42, 34, 36], [39, 44], [40, 41], [46, 45, 52], [63, 47, 55], [49, 56, 48], [51, 61], [53, 62, 58], [59, 60, 74], [67, 65], [70, 66], [68, 69, 64], [71, 76, 75], [72, 73, 77], [78, 79], [80, 82, 81], [87, 83, 84], [85, 86, 88]]
104: [[12, 43], [23, 13], [1, 2, 6], [3, 7], [4, 5, 10], [9, 8, 30], [11, 15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26, 25], [28, 31, 50], [37, 54], [33, 35, 32], [38, 42, 34], [36, 39, 44], [40, 41], [46, 45, 52, 63], [47, 55, 49], [56, 48, 51], [61, 53, 62, 58], [59, 60, 74, 67, 65, 70], [66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
105: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27, 21, 17], [18, 16, 19], [22, 24, 29, 57, 26, 25, 28, 31, 50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
106: [[12, 43], [23, 13, 1, 2], [6, 3], [7, 4, 5], [10, 9], [8, 30], [11, 15, 14], [20, 27, 21], [17, 18, 16], [19, 22, 24], [29, 57, 26], [25, 28, 31], [50, 37, 54], [33, 35, 32], [38, 42, 34], [36, 39, 44], [40, 41, 46], [45, 52, 63], [47, 55, 49], [56, 48], [51, 61, 53], [62, 58, 59], [60, 74, 67], [65, 70, 66, 68], [69, 64, 71], [76, 75, 72, 73], [77, 78, 79, 80], [82, 81], [87, 83], [84, 85], [86, 88]]
107: [[12, 43], [23, 13, 1, 2], [6, 3], [7, 4, 5], [10, 9], [8, 30], [11, 15, 14], [20, 27, 21], [17, 18, 16], [19, 22, 24], [29, 57, 26], [25, 28, 31], [50, 37, 54], [33, 35, 32], [38, 42, 34], [36, 39, 44], [40, 41, 46], [45, 52, 63], [47, 55, 49], [56, 48], [51, 61, 53], [62, 58, 59], [60, 74, 67], [65, 70, 66, 68], [69, 64, 71], [76, 75, 72, 73], [77, 78, 79, 80], [82, 81], [87, 83], [84, 85], [86, 88]]
108: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9], [8, 30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26], [25, 28, 31], [50, 37], [54, 33], [35, 32], [38, 42, 34], [36, 39], [44, 40, 41], [46, 45, 52], [63, 47, 55], [49, 56], [48, 51], [61, 53, 62], [58, 59], [60, 74], [67, 65], [70, 66, 68], [69, 64, 71], [76, 75], [72, 73, 77], [78, 79], [80, 82, 81], [87, 83, 84], [85, 86, 88]]
109: [[12, 43, 23, 13, 1, 2], [6, 3, 7], [4, 5], [10, 9], [8, 30, 11], [15, 14], [20, 27, 21, 17, 18], [16, 19, 22, 24, 29], [57, 26, 25, 28, 31, 50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
110: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11, 15, 14], [20, 27, 21], [17, 18, 16], [19, 22, 24, 29], [57, 26, 25], [28, 31], [50, 37, 54], [33, 35, 32], [38, 42, 34, 36, 39], [44, 40, 41, 46, 45, 52], [63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
111: [[12, 43, 23, 13, 1, 2], [6, 3], [7, 4], [5, 10], [9, 8], [30, 11, 15, 14], [20, 27, 21, 17], [18, 16], [19, 22, 24, 29, 57, 26, 25, 28, 31, 50, 37, 54, 33, 35], [32, 38, 42, 34], [36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
112: [[12, 43, 23], [13, 1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27, 21], [17, 18], [16, 19], [22, 24], [29, 57], [26, 25, 28], [31, 50], [37, 54, 33], [35, 32, 38], [42, 34, 36], [39, 44, 40], [41, 46, 45], [52, 63, 47], [55, 49, 56], [48, 51, 61], [53, 62, 58], [59, 60, 74], [67, 65, 70, 66], [68, 69, 64, 71], [76, 75, 72, 73], [77, 78, 79, 80], [82, 81], [87, 83], [84, 85], [86, 88]]
113: [[12, 43, 23, 13, 1, 2, 6], [3, 7], [4, 5], [10, 9], [8, 30, 11], [15, 14], [20, 27, 21], [17, 18], [16, 19, 22], [24, 29], [57, 26, 25], [28, 31], [50, 37, 54, 33, 35], [32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64], [71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
114: [[12, 43], [23, 13], [1, 2, 6], [3, 7], [4, 5, 10], [9, 8, 30], [11, 15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29, 57], [26, 25, 28, 31, 50], [37, 54, 33], [35, 32], [38, 42, 34], [36, 39, 44], [40, 41, 46, 45, 52], [63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
115: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27, 21], [17, 18, 16], [19, 22, 24], [29, 57], [26, 25, 28], [31, 50], [37, 54, 33], [35, 32, 38], [42, 34], [36, 39, 44], [40, 41, 46], [45, 52, 63], [47, 55], [49, 56, 48, 51], [61, 53, 62], [58, 59], [60, 74, 67], [65, 70], [66, 68, 69], [64, 71, 76], [75, 72, 73], [77, 78], [79, 80, 82], [81, 87, 83], [84, 85, 86, 88]]
116: [[12, 43, 23, 13, 1, 2], [6, 3], [7, 4, 5], [10, 9], [8, 30, 11], [15, 14], [20, 27, 21], [17, 18], [16, 19, 22], [24, 29], [57, 26, 25, 28, 31], [50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65], [70, 66, 68, 69, 64, 71, 76], [75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84], [85, 86, 88]]
117: [[12, 43], [23, 13], [1, 2], [6, 3, 7], [4, 5], [10, 9], [8, 30, 11], [15, 14, 20], [27, 21, 17], [18, 16], [19, 22, 24], [29, 57, 26], [25, 28], [31, 50], [37, 54, 33], [35, 32, 38], [42, 34, 36], [39, 44], [40, 41], [46, 45], [52, 63, 47], [55, 49], [56, 48], [51, 61, 53], [62, 58, 59], [60, 74, 67], [65, 70, 66], [68, 69, 64], [71, 76, 75], [72, 73, 77], [78, 79, 80], [82, 81, 87], [83, 84], [85, 86, 88]]
118: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14, 20, 27], [21, 17, 18, 16], [19, 22, 24], [29, 57], [26, 25, 28, 31, 50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49], [56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
119: [[12, 43], [23, 13, 1], [2, 6], [3, 7], [4, 5], [10, 9], [8, 30], [11, 15, 14], [20, 27], [21, 17, 18], [16, 19], [22, 24, 29], [57, 26], [25, 28, 31], [50, 37], [54, 33], [35, 32], [38, 42, 34], [36, 39], [44, 40, 41], [46, 45, 52], [63, 47, 55], [49, 56, 48], [51, 61, 53], [62, 58, 59], [60, 74, 67], [65, 70, 66], [68, 69, 64], [71, 76, 75], [72, 73], [77, 78], [79, 80], [82, 81], [87, 83, 84], [85, 86, 88]]
120: [[12, 43, 23], [13, 1], [2, 6], [3, 7, 4], [5, 10, 9], [8, 30, 11], [15, 14, 20], [27, 21], [17, 18], [16, 19, 22], [24, 29], [57, 26, 25], [28, 31], [50, 37], [54, 33, 35], [32, 38, 42, 34], [36, 39], [44, 40], [41, 46, 45, 52], [63, 47, 55], [49, 56], [48, 51, 61], [53, 62], [58, 59, 60], [74, 67], [65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
121: [[12, 43], [23, 13], [1, 2, 6], [3, 7], [4, 5, 10], [9, 8, 30, 11], [15, 14], [20, 27, 21], [17, 18, 16], [19, 22], [24, 29, 57], [26, 25, 28], [31, 50], [37, 54], [33, 35, 32], [38, 42, 34], [36, 39], [44, 40], [41, 46, 45, 52], [63, 47], [55, 49], [56, 48], [51, 61], [53, 62, 58, 59], [60, 74, 67], [65, 70, 66], [68, 69], [64, 71, 76], [75, 72, 73], [77, 78, 79], [80, 82], [81, 87], [83, 84], [85, 86, 88]]
122: [[12, 43], [23, 13], [1, 2, 6], [3, 7], [4, 5, 10], [9, 8, 30], [11, 15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26, 25], [28, 31, 50], [37, 54], [33, 35, 32], [38, 42, 34, 36], [39, 44, 40, 41, 46, 45, 52, 63], [47, 55, 49, 56, 48], [51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83], [84, 85, 86, 88]]
123: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27, 21], [17, 18, 16], [19, 22, 24], [29, 57, 26], [25, 28], [31, 50, 37, 54], [33, 35], [32, 38], [42, 34, 36], [39, 44, 40], [41, 46, 45], [52, 63, 47], [55, 49], [56, 48, 51], [61, 53, 62], [58, 59], [60, 74, 67], [65, 70], [66, 68, 69], [64, 71, 76], [75, 72, 73, 77], [78, 79], [80, 82, 81], [87, 83, 84, 85, 86, 88]]
124: [[12, 43, 23, 13, 1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27, 21], [17, 18, 16], [19, 22, 24, 29], [57, 26, 25], [28, 31, 50, 37], [54, 33], [35, 32], [38, 42, 34], [36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67], [65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
125: [[12, 43, 23], [13, 1], [2, 6], [3, 7, 4], [5, 10, 9], [8, 30, 11], [15, 14, 20], [27, 21], [17, 18], [16, 19, 22], [24, 29], [57, 26, 25], [28, 31], [50, 37], [54, 33, 35], [32, 38, 42], [34, 36, 39], [44, 40], [41, 46, 45], [52, 63, 47], [55, 49, 56], [48, 51], [61, 53, 62], [58, 59, 60, 74], [67, 65, 70, 66, 68, 69], [64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
126: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11, 15], [14, 20, 27], [21, 17], [18, 16, 19, 22, 24], [29, 57], [26, 25, 28], [31, 50], [37, 54, 33, 35, 32], [38, 42, 34], [36, 39], [44, 40], [41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59], [60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75], [72, 73, 77, 78, 79], [80, 82, 81, 87, 83, 84, 85, 86, 88]]
127: [[12, 43], [23, 13, 1], [2, 6, 3], [7, 4], [5, 10, 9], [8, 30, 11], [15, 14, 20], [27, 21, 17], [18, 16, 19, 22, 24, 29, 57, 26, 25, 28, 31, 50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46], [45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
128: [[12, 43, 23, 13], [1, 2], [6, 3], [7, 4], [5, 10], [9, 8, 30], [11, 15, 14], [20, 27, 21], [17, 18, 16], [19, 22], [24, 29, 57], [26, 25], [28, 31, 50], [37, 54], [33, 35], [32, 38, 42, 34, 36], [39, 44, 40, 41, 46, 45], [52, 63, 47, 55, 49, 56, 48], [51, 61], [53, 62, 58], [59, 60, 74, 67], [65, 70, 66, 68, 69, 64], [71, 76], [75, 72], [73, 77, 78, 79], [80, 82, 81, 87], [83, 84, 85], [86, 88]]
129: [[12, 43, 23, 13, 1, 2], [6, 3, 7], [4, 5], [10, 9], [8, 30], [11, 15], [14, 20], [27, 21, 17], [18, 16, 19, 22], [24, 29, 57, 26, 25], [28, 31], [50, 37, 54, 33, 35], [32, 38, 42], [34, 36, 39], [44, 40, 41], [46, 45, 52, 63, 47, 55], [49, 56, 48, 51], [61, 53], [62, 58, 59], [60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80], [82, 81, 87, 83, 84, 85, 86, 88]]
130: [[12, 43, 23], [13, 1, 2, 6], [3, 7, 4], [5, 10, 9, 8], [30, 11], [15, 14, 20, 27], [21, 17, 18], [16, 19, 22], [24, 29, 57], [26, 25, 28], [31, 50, 37], [54, 33], [35, 32, 38], [42, 34], [36, 39, 44, 40, 41], [46, 45, 52], [63, 47, 55], [49, 56, 48], [51, 61], [53, 62, 58, 59], [60, 74, 67], [65, 70, 66, 68, 69], [64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
131: [[12, 43, 23, 13, 1], [2, 6, 3, 7, 4, 5], [10, 9], [8, 30], [11, 15], [14, 20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26], [25, 28, 31, 50], [37, 54, 33], [35, 32, 38], [42, 34, 36], [39, 44, 40], [41, 46], [45, 52, 63], [47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
132: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9, 8, 30], [11, 15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29, 57], [26, 25], [28, 31, 50], [37, 54, 33, 35], [32, 38, 42, 34, 36, 39], [44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
133: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11, 15], [14, 20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26, 25], [28, 31, 50], [37, 54, 33], [35, 32, 38], [42, 34, 36], [39, 44, 40], [41, 46, 45], [52, 63, 47], [55, 49], [56, 48], [51, 61, 53], [62, 58, 59], [60, 74], [67, 65, 70, 66], [68, 69, 64], [71, 76, 75], [72, 73, 77, 78], [79, 80, 82], [81, 87], [83, 84, 85], [86, 88]]
134: [[12, 43], [23, 13, 1], [2, 6, 3], [7, 4], [5, 10], [9, 8, 30, 11], [15, 14, 20], [27, 21], [17, 18], [16, 19], [22, 24], [29, 57], [26, 25], [28, 31, 50], [37, 54], [33, 35], [32, 38, 42, 34], [36, 39, 44], [40, 41], [46, 45, 52], [63, 47, 55], [49, 56], [48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66], [68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
135: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11], [15, 14, 20, 27, 21, 17], [18, 16, 19], [22, 24, 29], [57, 26, 25], [28, 31, 50], [37, 54], [33, 35, 32], [38, 42, 34], [36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58], [59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78], [79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
136: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27, 21, 17], [18, 16, 19, 22], [24, 29, 57], [26, 25], [28, 31, 50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48], [51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
137: [[12, 43], [23, 13], [1, 2], [6, 3, 7], [4, 5, 10, 9], [8, 30], [11, 15, 14], [20, 27], [21, 17, 18, 16], [19, 22, 24], [29, 57], [26, 25, 28], [31, 50], [37, 54], [33, 35, 32], [38, 42, 34, 36], [39, 44, 40], [41, 46, 45, 52], [63, 47, 55], [49, 56, 48, 51], [61, 53], [62], [58, 59], [60, 74, 67], [65, 70, 66], [68, 69], [64, 71], [76, 75], [72, 73], [77, 78], [79, 80], [82, 81, 87, 83], [84, 85], [86, 88]]
138: [[12, 43, 23, 13, 1, 2, 6], [3, 7], [4, 5], [10, 9], [8, 30, 11], [15, 14, 20, 27], [21, 17, 18], [16], [19, 22, 24], [29, 57, 26, 25, 28, 31, 50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
139: [[12, 43], [23, 13, 1], [2, 6], [3, 7, 4], [5, 10, 9], [8, 30], [11, 15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24], [29, 57, 26, 25, 28, 31, 50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41], [46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60], [74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
140: [[12, 43], [23, 13], [1, 2, 6], [3, 7, 4], [5, 10], [9, 8, 30], [11, 15, 14], [20, 27, 21], [17, 18, 16], [19, 22, 24], [29, 57, 26], [25, 28], [31, 50, 37], [54, 33], [35, 32], [38, 42, 34], [36, 39, 44], [40, 41, 46], [45, 52, 63], [47, 55], [49, 56, 48], [51, 61, 53], [62, 58, 59], [60, 74, 67], [65, 70], [66, 68, 69], [64, 71], [76, 75], [72, 73, 77], [78, 79, 80], [82, 81, 87], [83, 84, 85], [86, 88]]
141: [[12, 43, 23], [13, 1, 2, 6], [3, 7], [4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27, 21], [17, 18, 16], [19, 22, 24], [29, 57, 26], [25, 28], [31, 50, 37], [54, 33], [35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
142: [[12, 43], [23, 13], [1, 2, 6], [3, 7], [4, 5], [10, 9, 8], [30, 11], [15, 14, 20], [27, 21], [17, 18, 16, 19], [22, 24, 29], [57, 26], [25, 28, 31, 50], [37, 54, 33], [35, 32], [38, 42, 34], [36, 39, 44], [40, 41], [46, 45], [52, 63], [47, 55], [49, 56, 48], [51, 61, 53], [62, 58, 59, 60], [74, 67, 65], [70, 66, 68], [69, 64, 71], [76, 75, 72], [73, 77, 78, 79], [80, 82, 81], [87, 83, 84], [85, 86, 88]]
143: [[12, 43, 23], [13, 1], [2, 6], [3, 7, 4], [5, 10, 9], [8, 30], [11, 15], [14, 20, 27], [21, 17, 18], [16, 19], [22, 24], [29, 57], [26, 25, 28], [31, 50, 37], [54, 33, 35], [32, 38], [42, 34, 36], [39, 44], [40, 41, 46], [45, 52], [63, 47], [55, 49, 56], [48, 51, 61], [53, 62, 58], [59, 60], [74, 67, 65], [70, 66, 68], [69, 64, 71], [76, 75], [72, 73, 77], [78, 79, 80], [82, 81, 87], [83, 84], [85, 86, 88]]
144: [[12, 43, 23], [13, 1], [2, 6, 3, 7, 4, 5], [10, 9], [8, 30, 11], [15, 14, 20], [27, 21, 17], [18, 16, 19], [22, 24], [29, 57], [26, 25, 28], [31, 50, 37], [54, 33], [35, 32, 38], [42, 34, 36], [39, 44], [40, 41], [46, 45, 52], [63, 47], [55, 49], [56, 48, 51], [61, 53, 62], [58, 59, 60, 74], [67, 65, 70, 66, 68], [69, 64, 71, 76, 75, 72], [73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
145: [[12, 43], [23, 13], [1, 2, 6], [3, 7, 4, 5], [10, 9], [8, 30, 11], [15, 14, 20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26, 25], [28, 31, 50], [37, 54, 33], [35, 32, 38], [42, 34, 36], [39, 44, 40, 41], [46, 45, 52], [63, 47, 55], [49, 56, 48], [51, 61], [53, 62], [58, 59], [60, 74, 67], [65, 70], [66, 68], [69, 64], [71, 76, 75], [72, 73, 77], [78, 79, 80], [82, 81, 87], [83, 84, 85], [86, 88]]
146: [[12, 43], [23, 13], [1, 2, 6], [3, 7], [4, 5, 10], [9, 8, 30], [11, 15, 14], [20, 27, 21], [17, 18, 16], [19, 22], [24, 29], [57, 26, 25], [28, 31], [50, 37, 54], [33, 35, 32], [38, 42, 34], [36, 39], [44, 40, 41], [46, 45, 52], [63, 47], [55, 49], [56, 48], [51, 61, 53], [62, 58, 59], [60, 74], [67, 65, 70, 66], [68, 69, 64], [71, 76, 75, 72], [73, 77, 78], [79, 80], [82, 81, 87, 83], [84, 85, 86, 88]]
147: [[12, 43, 23, 13, 1, 2], [6, 3], [7, 4], [5, 10], [9, 8], [30, 11, 15], [14, 20], [27, 21], [17, 18], [16, 19, 22], [24, 29], [57, 26, 25], [28, 31, 50], [37, 54, 33], [35, 32, 38], [42, 34], [36, 39, 44], [40, 41, 46], [45, 52, 63, 47], [55, 49, 56], [48, 51, 61], [53, 62, 58], [59, 60, 74], [67, 65, 70], [66, 68, 69], [64, 71, 76], [75, 72, 73], [77, 78, 79], [80, 82, 81], [87, 83, 84], [85, 86, 88]]
148: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4], [5, 10, 9], [8, 30], [11, 15], [14, 20, 27], [21, 17], [18, 16, 19], [22, 24], [29, 57, 26], [25, 28], [31, 50, 37], [54, 33], [35, 32, 38], [42, 34], [36, 39], [44, 40, 41], [46, 45], [52, 63, 47], [55, 49, 56], [48, 51, 61], [53, 62, 58, 59], [60, 74, 67], [65, 70, 66], [68, 69, 64], [71, 76], [75, 72], [73, 77, 78], [79, 80], [82, 81, 87], [83, 84], [85, 86, 88]]
149: [[12, 43, 23, 13, 1], [2, 6, 3, 7, 4], [5, 10], [9, 8, 30], [11, 15, 14], [20, 27, 21], [17, 18, 16], [19, 22, 24], [29, 57], [26, 25], [28, 31], [50, 37, 54], [33, 35], [32, 38], [42, 34, 36], [39, 44, 40], [41, 46], [45, 52, 63], [47, 55, 49], [56, 48, 51], [61, 53, 62], [58, 59], [60, 74, 67], [65, 70, 66], [68, 69, 64], [71, 76], [75, 72], [73, 77, 78, 79], [80, 82, 81], [87, 83], [84, 85, 86, 88]]
150: [[12, 43], [23, 13, 1], [2, 6, 3], [7, 4], [5, 10, 9], [8, 30, 11, 15, 14, 20], [27, 21, 17, 18, 16, 19], [22, 24], [29, 57, 26], [25, 28, 31, 50, 37, 54, 33], [35, 32, 38, 42, 34], [36, 39, 44, 40], [41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
151: [[12, 43, 23], [13, 1, 2], [6, 3], [7, 4], [5, 10, 9], [8, 30], [11, 15, 14], [20, 27, 21], [17, 18, 16], [19, 22], [24, 29, 57], [26, 25, 28], [31, 50, 37], [54, 33], [35, 32], [38, 42, 34], [36, 39, 44], [40, 41, 46], [45, 52, 63], [47, 55, 49], [56, 48, 51], [61, 53], [62, 58, 59], [60, 74], [67, 65, 70], [66, 68], [69, 64], [71, 76], [75, 72, 73], [77, 78, 79], [80, 82, 81], [87, 83, 84, 85], [86, 88]]
152: [[12, 43, 23], [13, 1, 2], [6, 3, 7], [4, 5], [10, 9], [8, 30], [11, 15, 14, 20], [27, 21, 17, 18], [16, 19, 22], [24, 29, 57, 26, 25, 28], [31, 50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72], [73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
