0: [[68, 69, 21, 1, 34], [4, 56, 3], [32, 46, 24, 23], [7, 47, 76], [9, 84], [81, 75], [2, 87, 12, 22], [11], [14, 25], [44, 66, 39, 8], [6], [28, 29, 13], [62, 60, 57, 43], [59, 16, 17], [19, 18], [26, 27], [30, 33, 20], [31, 35, 45], [40, 36, 38], [15, 41], [42, 5, 48], [49, 51], [37, 52, 50], [83, 53], [63, 77, 58, 10], [82, 64], [67, 71], [54, 55, 61], [80, 65, 78], [70, 72], [74, 79], [86, 85], [73, 88]]
102: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 31, 30, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 56, 63, 54, 57, 62, 55, 60, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
103: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 55, 56, 60, 57, 61, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
104: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 55, 54, 60, 56, 61, 63, 57, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
105: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 62, 60, 57, 56, 61, 63, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
106: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 62, 57, 60, 56, 61, 63, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
107: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 60, 62, 55, 61, 56, 57, 54, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
108: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 31, 30, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 54, 37, 42, 45, 47, 29, 46, 43, 48, 49, 52, 57, 55, 61, 60, 56, 63, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
109: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 54, 60, 61, 56, 63, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
110: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 54, 37, 42, 45, 47, 29, 46, 43, 48, 49, 52, 55, 60, 62, 57, 61, 56, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
111: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 61, 55, 54, 56, 60, 63, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
112: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 63, 54, 60, 56, 61, 62, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
113: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 61, 60, 56, 62, 55, 57, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
114: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 60, 55, 54, 61, 56, 57, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
115: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 55, 54, 60, 56, 61, 63, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
116: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 31, 30, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 60, 61, 56, 62, 54, 57, 63, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
117: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 55, 57, 60, 61, 63, 56, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
118: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 62, 54, 56, 57, 61, 60, 55, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
119: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 55, 57, 56, 60, 61, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
120: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 62, 54, 55, 56, 60, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
121: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 61, 55, 62, 54, 60, 56, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
122: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 62, 63, 56, 54, 60, 61, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
123: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 54, 63, 56, 55, 61, 60, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
124: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 60, 54, 63, 55, 61, 56, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
125: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 61, 55, 56, 60, 62, 57, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
126: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 61, 62, 60, 56, 54, 55, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
127: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 62, 57, 56, 60, 61, 63, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
128: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 54, 56, 60, 61, 63, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
129: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 54, 55, 56, 60, 63, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
130: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 31, 30, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 55, 60, 57, 63, 56, 62, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
131: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 21, 19, 20, 59, 53, 31, 30, 50, 58, 51, 33, 35, 40, 44, 34, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 56, 63, 54, 60, 55, 61, 57, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
132: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 55, 62, 54, 56, 60, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
133: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 55, 60, 54, 56, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
134: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 54, 37, 42, 45, 47, 29, 46, 43, 48, 49, 52, 63, 55, 60, 56, 57, 61, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
135: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 62, 63, 57, 56, 55, 61, 60, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
136: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 62, 55, 54, 56, 61, 60, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
137: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 55, 62, 54, 60, 56, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
138: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 56, 62, 54, 61, 60, 55, 57, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
139: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 56, 60, 55, 57, 62, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
140: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 55, 60, 56, 54, 61, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
141: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 54, 55, 56, 61, 60, 63, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
142: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 51, 55, 31, 30, 58, 59, 33, 50, 35, 44, 34, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 54, 53, 60, 61, 56, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
143: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 19, 10, 20, 59, 53, 21, 30, 62, 58, 51, 35, 33, 31, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 55, 50, 56, 60, 57, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
144: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 59, 49, 30, 20, 31, 50, 58, 51, 35, 34, 40, 44, 33, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 53, 56, 55, 54, 60, 57, 61, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
145: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 51, 49, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 54, 63, 55, 61, 56, 58, 60, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
146: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 20, 21, 19, 51, 57, 10, 31, 30, 50, 58, 33, 35, 34, 40, 44, 53, 39], [38, 41, 27, 54, 37, 42, 45, 47, 29, 46, 43, 48, 49, 52, 55, 56, 60, 59, 62, 63, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
147: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 19, 20, 21, 57, 51, 31, 30, 33, 50, 59, 49, 35, 40, 44, 34, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 58, 53, 63, 54, 60, 56, 61, 62, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
148: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 19, 21, 29, 51, 20, 31, 30, 50, 58, 34, 33, 39, 35, 44, 40, 53], [38, 41, 27, 52, 37, 42, 45, 47, 55, 46, 43, 48, 57, 56, 60, 54, 59, 49, 63, 61, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
149: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 57, 55, 30, 31, 50, 58, 51, 35, 33, 44, 34, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 56, 53, 62, 59, 54, 63, 60, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
150: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 20, 21, 19, 51, 57, 29, 30, 31, 50, 59, 49, 35, 34, 33, 44, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 40, 46, 43, 48, 53, 55, 62, 54, 60, 63, 56, 58, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
151: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 49, 59, 29, 30, 20, 58, 31, 35, 34, 33, 40, 44, 50, 39], [38, 41, 27, 52, 37, 42, 45, 47, 51, 46, 43, 48, 53, 60, 62, 55, 54, 57, 56, 63, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
152: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 19, 20, 21, 59, 55, 31, 30, 50, 58, 51, 33, 34, 40, 44, 42, 39], [38, 41, 27, 52, 37, 35, 45, 47, 29, 46, 43, 48, 49, 53, 54, 60, 56, 57, 61, 63, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
