0: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39, 87, 55], [80, 31, 16, 10], [25, 72, 1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9], [12, 13, 22], [28, 29], [33, 35, 30, 51], [43, 36], [23, 24, 64], [34, 38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52, 68], [66, 70, 71, 74], [63, 75, 69], [81, 84, 85, 83], [82, 79], [86]]
102: [[46, 19], [50, 42, 18], [76, 77], [11, 5, 37], [67], [27, 78, 32], [17, 21], [59, 6, 41], [49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7], [3, 8, 14], [60, 9, 12], [13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75], [69, 81, 84, 85, 83, 82, 79, 86]]
103: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39, 87], [55, 80, 31, 16], [10, 25, 72], [1, 20], [2, 62, 4], [26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28], [29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58], [61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
104: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60], [9, 12, 13], [22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
105: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21, 59], [6, 41, 49], [54, 15], [44, 39], [87, 55, 80], [31, 16], [10, 25, 72], [1, 20, 2], [62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22, 28], [29, 33, 35], [30, 51, 43, 36], [23, 24], [64], [34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68], [66, 70, 71], [74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
106: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49], [54, 15], [44, 39, 87], [55, 80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58, 61], [48, 52, 68], [66, 70, 71, 74], [63, 75], [69], [81, 84, 85, 83], [82, 79, 86]]
107: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31], [16, 10, 25], [72, 1], [20, 2, 62], [4, 26], [65, 88, 7, 3], [8, 14], [60, 9, 12], [13, 22, 28, 29], [33, 35, 30, 51], [43, 36, 23], [24, 64, 34, 38], [53, 40, 45], [47, 56, 57, 73], [58, 61], [48], [52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
108: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49], [54, 15], [44, 39, 87], [55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14], [60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34, 38, 53, 40, 45, 47, 56], [57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
109: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67], [27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15, 44], [39, 87, 55, 80, 31, 16, 10, 25, 72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73], [58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
110: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21], [59, 6, 41, 49], [54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51, 43], [36, 23, 24], [64, 34], [38, 53, 40], [45, 47], [56, 57, 73], [58, 61, 48], [52, 68, 66], [70, 71], [74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
111: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1], [20, 2, 62], [4, 26], [65, 88], [7, 3, 8], [14], [60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45], [47, 56, 57, 73, 58, 61, 48, 52, 68], [66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
112: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78], [32, 17, 21], [59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14], [60, 9], [12, 13, 22, 28, 29], [33, 35, 30, 51, 43, 36], [23, 24, 64, 34, 38, 53], [40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
113: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37], [67, 27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55, 80], [31, 16, 10], [25, 72], [1, 20, 2, 62], [4, 26, 65], [88, 7], [3, 8, 14], [60, 9], [12, 13], [22, 28, 29, 33], [35, 30, 51], [43, 36, 23, 24], [64, 34, 38, 53], [40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75, 69], [81, 84], [85, 83, 82], [79, 86]]
114: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9], [12, 13], [22, 28, 29, 33], [35, 30], [51, 43, 36, 23], [24, 64, 34], [38, 53, 40, 45], [47, 56], [57, 73], [58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
115: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21], [59, 6, 41], [49, 54], [15, 44, 39], [87, 55], [80, 31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36, 23, 24, 64], [34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
116: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44], [39, 87, 55], [80, 31, 16], [10, 25], [72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28], [29, 33], [35, 30], [51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57, 73], [58, 61, 48], [52, 68], [66, 70, 71], [74, 63, 75], [69, 81, 84], [85, 83], [82, 79, 86]]
117: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67], [27, 78, 32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13], [22, 28], [29, 33, 35], [30, 51], [43, 36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
118: [[46, 19], [50, 42], [18, 76, 77], [11, 5], [37, 67], [27, 78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35], [30, 51, 43], [36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56, 57], [73, 58, 61], [48, 52], [68, 66, 70], [71, 74], [63, 75, 69], [81], [84, 85, 83], [82, 79, 86]]
119: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3], [8, 14, 60], [9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38, 53], [40, 45, 47], [56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71], [74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
120: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21], [59, 6], [41, 49, 54], [15, 44, 39], [87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88], [7, 3, 8], [14, 60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71, 74], [63, 75, 69], [81, 84], [85, 83, 82], [79, 86]]
121: [[46, 19], [50, 42, 18], [76, 77], [11, 5, 37], [67, 27, 78], [32, 17, 21], [59, 6], [41, 49, 54], [15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53], [40, 45, 47], [56, 57, 73], [58, 61, 48, 52], [68, 66, 70, 71], [74, 63, 75], [69, 81], [84, 85, 83], [82, 79, 86]]
122: [[46, 19, 50, 42], [18, 76, 77], [11, 5, 37, 67], [27, 78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39, 87], [55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62, 4], [26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56, 57], [73, 58, 61], [48, 52], [68, 66, 70], [71, 74, 63, 75], [69, 81, 84, 85, 83, 82, 79, 86]]
123: [[46, 19, 50], [42, 18, 76, 77], [11, 5, 37], [67, 27, 78, 32, 17], [21, 59], [6, 41, 49], [54, 15, 44], [39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23, 24], [64, 34, 38], [53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52], [68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
124: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67], [27, 78], [32, 17, 21], [59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1, 20], [2, 62], [4, 26, 65], [88, 7], [3, 8, 14], [60, 9, 12], [13, 22], [28, 29, 33], [35, 30, 51], [43, 36], [23, 24, 64, 34, 38, 53, 40, 45], [47, 56, 57, 73, 58, 61], [48, 52, 68, 66], [70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
125: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21], [59, 6, 41, 49], [54, 15], [44, 39], [87, 55, 80], [31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7, 3, 8], [14, 60, 9, 12, 13, 22, 28, 29, 33], [35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
126: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38], [53, 40, 45], [47, 56, 57, 73], [58, 61], [48, 52, 68, 66], [70, 71, 74], [63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
127: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47], [56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
128: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37], [67, 27, 78], [32, 17], [21, 59], [6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38], [53, 40, 45], [47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
129: [[46, 19, 50], [42, 18, 76], [77, 11, 5, 37], [67, 27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44, 39], [87, 55, 80], [31, 16, 10, 25, 72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
130: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9, 12], [13, 22], [28, 29], [33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56], [57, 73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75, 69], [81, 84, 85], [83, 82], [79, 86]]
131: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31], [16, 10], [25, 72, 1], [20, 2], [62, 4, 26, 65], [88, 7], [3, 8, 14], [60, 9, 12, 13], [22, 28, 29, 33], [35, 30, 51], [43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
132: [[46, 19, 50, 42], [18, 76, 77], [11, 5, 37], [67, 27, 78], [32, 17], [21, 59, 6], [41, 49, 54], [15, 44], [39, 87], [55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47], [56, 57, 73], [58, 61], [48, 52, 68], [66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
133: [[46, 19, 50], [42, 18, 76, 77], [11, 5, 37, 67, 27], [78, 32, 17, 21], [59, 6], [41, 49], [54, 15, 44], [39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28], [29, 33], [35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47], [56, 57, 73], [58, 61, 48], [52, 68, 66], [70, 71, 74], [63, 75, 69], [81, 84, 85], [83, 82, 79, 86]]
134: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3], [8, 14, 60], [9, 12], [13, 22, 28], [29, 33, 35], [30, 51], [43, 36, 23, 24], [64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
135: [[46, 19, 50], [42, 18, 76, 77], [11, 5, 37, 67], [27, 78, 32], [17, 21, 59, 6], [41, 49, 54], [15, 44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65], [88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
136: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26, 65], [88, 7, 3], [8, 14, 60, 9], [12, 13], [22], [28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53], [40, 45, 47], [56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
137: [[46, 19], [50, 42], [18, 76, 77], [11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49], [54, 15, 44], [39, 87, 55], [80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28], [29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
138: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10], [25, 72, 1], [20, 2, 62], [4, 26], [65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
139: [[46, 19], [50, 42], [18, 76, 77], [11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49], [54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75], [69, 81], [84, 85, 83], [82, 79, 86]]
140: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25], [72, 1, 20], [2, 62, 4], [26, 65], [88, 7], [3, 8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43, 36], [23, 24, 64], [34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
141: [[46, 19, 50], [42, 18, 76, 77, 11, 5], [37, 67, 27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88], [7, 3, 8], [14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
142: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87, 55], [80, 31, 16, 10], [25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9, 12, 13], [22, 28], [29, 33, 35], [30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71], [74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
143: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21], [59, 6, 41], [49, 54], [15, 44], [39, 87, 55], [80, 31, 16, 10, 25, 72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
144: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
145: [[46, 19, 50], [42, 18], [76, 77], [11, 5, 37], [67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65], [88, 7], [3, 8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47], [56, 57, 73], [58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82], [79, 86]]
146: [[46, 19, 50], [42, 18], [76, 77], [11, 5, 37], [67, 27, 78], [32, 17, 21], [59, 6], [41, 49, 54], [15, 44, 39], [87, 55], [80, 31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3, 8, 14, 60, 9, 12], [13, 22, 28, 29, 33, 35, 30, 51, 43, 36], [23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
147: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55], [80, 31, 16], [10, 25, 72], [1, 20], [2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23], [24, 64, 34], [38, 53, 40], [45], [47, 56, 57], [73, 58, 61], [48, 52, 68, 66], [70, 71, 74, 63], [75, 69, 81, 84], [85, 83], [82, 79, 86]]
148: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78, 32, 17, 21, 59, 6, 41, 49, 54, 15, 44, 39, 87, 55, 80, 31, 16, 10, 25, 72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9], [12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
149: [[46, 19, 50], [42, 18, 76, 77], [11, 5, 37, 67, 27], [78, 32, 17, 21], [59, 6], [41, 49], [54, 15, 44], [39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62], [4, 26], [65, 88, 7], [3, 8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38, 53], [40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
150: [[46, 19, 50], [42, 18, 76], [77, 11, 5, 37], [67, 27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3, 8], [14, 60, 9], [12, 13], [22, 28, 29, 33], [35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
151: [[46, 19, 50], [42, 18], [76, 77], [11, 5, 37, 67, 27], [78, 32, 17, 21, 59, 6], [41, 49, 54, 15, 44, 39, 87, 55, 80, 31, 16, 10, 25, 72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
152: [[46, 19, 50, 42], [18, 76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21], [59, 6, 41, 49], [54, 15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1, 20, 2, 62], [4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
