0: [[38, 7, 78, 44, 55], [25, 5, 1, 2, 49], [86, 6, 68, 57], [84, 85], [16, 19], [32], [69, 10, 39, 53], [11, 74, 75], [47, 17, 21], [61, 27, 71, 73], [3, 26, 8], [64, 65], [45, 18, 56], [79, 9, 66, 72], [28, 30], [35, 20, 31, 40, 51], [36, 23], [4, 58], [37, 67], [48, 24, 12, 13, 22], [34], [76, 42, 63], [41, 46, 15], [52], [83], [50, 54], [60, 87, 62, 70, 77, 14, 29, 33, 59, 88, 80, 81, 82, 43]]
102: [[38, 5, 7], [8, 9, 35, 32], [3, 4], [1, 6, 2, 15, 13, 10, 31, 11, 20, 28], [26, 16, 14, 19, 17, 22, 23, 29], [24, 30, 33, 34, 25, 44, 52, 61, 41, 51, 42, 27, 36, 39, 21, 40, 45, 43, 12, 53, 57, 46, 50, 37, 48, 49, 47, 55], [54, 58, 59, 56, 60, 62, 63, 64, 69, 82, 18, 66, 67, 77, 65, 68, 72, 70, 79, 71, 87, 76, 74, 75, 73, 78, 80, 83, 84, 81, 85, 86, 88]]
103: [[38, 5, 7], [8, 9, 35, 32, 3, 4], [65, 2, 1, 6, 28, 14, 15, 16, 11], [22, 13, 20, 25, 27, 21], [18, 17, 19, 26, 23, 50, 30, 53], [33, 40, 55, 31, 10, 47, 52], [41, 34, 36, 29], [42, 46, 54, 12, 39, 43, 44, 45, 48, 51, 58, 49, 57, 37, 59, 62, 61, 63, 60, 56, 64], [66, 69, 67, 80, 70, 79, 71, 72, 78], [75, 73, 76, 74, 68], [82, 77, 84], [87, 83, 86, 81], [85, 88, 24]]
104: [[38, 5, 7], [8, 9, 35, 32, 3, 4], [1], [6, 2, 11, 14, 10], [15, 29, 12, 13], [20, 16, 19, 18, 22], [31, 25, 23, 17, 24, 21, 28, 61, 54, 26, 27, 30, 36], [45, 39, 40], [42, 50, 37, 34, 41, 46, 53, 51, 44, 52, 33, 58, 47, 60, 49, 57], [48, 43, 62, 56, 59, 63, 55, 64, 70, 65, 67, 66, 68, 69, 71, 73, 72, 75, 78, 74, 79, 76], [77, 80, 82, 81, 85, 84, 87, 83, 86, 88]]
105: [[38, 5, 7], [8, 9, 35, 32], [3, 4], [65, 2, 11, 10, 13, 15, 14, 19, 17, 22, 27], [31, 6, 20, 1, 18, 21, 24, 48, 26, 28, 16], [23, 58, 29, 25, 30, 51, 33, 57, 39, 34, 37, 44, 41, 43], [12, 36, 42, 46, 54, 45, 50, 52, 40, 49, 55, 47, 53, 60, 56, 81, 62, 59, 76, 61, 84, 67, 66, 71, 63, 68, 64], [78, 70, 69, 73, 72, 77, 74, 86, 79, 75, 80, 82, 83, 85, 87, 88]]
106: [[38, 5, 7, 8], [9, 35, 32], [3, 4, 1, 6], [2, 10, 13, 12], [29, 11], [30, 15, 14], [58, 25, 18, 16, 26, 17, 20], [19, 23, 21, 22, 24, 61, 49, 62, 34, 60, 28, 33, 53, 27, 37, 40, 36, 41, 43, 39, 31, 45, 47, 42, 44, 46, 50, 48, 51, 55, 59, 52, 54, 56, 57, 65, 63, 64, 72, 67, 68, 69, 75, 66, 70, 73, 74, 78, 76, 71, 77, 83, 79, 82, 81, 80, 87, 84], [85, 86, 88]]
107: [[38, 5, 7], [8, 9, 35, 32], [3, 4], [1, 6, 2, 14, 28, 11, 30, 10, 13, 16], [12, 53, 20, 29, 18, 17, 19, 23], [48, 27, 22], [21, 25, 56, 60], [31, 15, 58, 26, 39, 33, 36, 41, 57, 34, 40, 37, 42, 46, 61, 44, 45, 43, 47, 59, 50, 49, 54, 55, 62], [52, 24, 51, 63, 73, 83, 65, 68, 69, 74, 64, 66, 79, 67, 72, 77, 70, 76, 75, 78, 71, 80], [84, 85, 81, 82, 87, 88, 86]]
108: [[38, 5, 7], [8, 9, 35, 32, 3, 4], [64, 6, 1, 10, 61, 26, 11, 14, 30, 15, 12, 56, 17, 22], [23, 20, 16, 59], [53, 18, 27], [19, 63, 24, 29, 21, 48, 31, 13, 25, 28, 2, 47, 34, 39, 40, 58, 41, 33, 37, 42, 44, 43, 45, 55, 36], [46, 49, 51, 52, 50, 60, 54, 57, 62, 75, 65, 68, 66, 77, 70, 79, 67, 78, 74, 72, 69, 71, 76, 86, 73, 80, 81, 84, 85, 83, 82, 87, 88]]
109: [[38, 5, 7], [8, 9, 35, 32, 3, 4, 1, 2, 6, 25, 12, 26, 28, 31, 10, 14, 11, 15, 16, 21, 13, 18, 20, 19, 22, 58, 17, 23, 52, 24, 56, 27, 63, 49, 60, 30, 37, 42, 39, 33, 34, 46, 29, 41, 36, 45, 40, 55, 43, 48, 47], [44, 50, 53, 54, 51, 62, 57, 59, 61, 68, 64, 69, 67, 66, 71, 65, 70, 74, 76, 72, 73, 78, 77], [75, 86, 80, 83, 84, 87, 85, 82, 79, 81, 88]]
110: [[38, 5, 7], [8, 9, 35, 32], [3, 4, 1], [6, 2, 30, 29], [10, 11], [12, 13, 15], [16, 19, 31, 18], [17, 22], [20, 21, 23, 25, 24, 28, 26, 60, 59, 37], [27, 36, 39, 47, 40, 34, 41, 56], [45, 42, 14, 43, 44, 46, 48, 50, 33, 51, 62, 55, 52, 49, 53, 54, 61, 57, 58, 79, 66, 63], [88], [64, 69, 72, 65, 67, 75, 71, 73, 78, 68, 74, 76, 77, 70, 84, 80, 81, 83, 87, 86, 82, 85]]
111: [[38, 5, 7], [8, 9, 35], [32, 3, 4], [1, 6, 2, 10, 25, 26, 30, 13, 16, 31, 12, 58], [11, 18, 15], [28, 17, 59, 51, 14], [52, 19, 61, 20, 21], [22, 24, 23, 37, 27, 47, 39, 42, 48], [29, 34, 36], [45, 33, 44], [41, 62, 43, 40], [55, 46, 54, 49, 53, 50], [56, 57, 60], [63, 64, 66, 80], [67, 69, 68], [65, 75, 71, 70, 72, 73, 76, 77, 74, 86, 78, 83, 79, 82, 81, 85, 87, 88, 84]]
112: [[38, 5, 7], [8, 9, 35], [32, 3, 4], [1, 6, 2, 17], [15, 10, 11, 29, 12, 25, 14, 13, 19, 22, 20, 18], [21, 31, 50, 16, 23, 55], [26, 27], [30, 51, 24, 41, 40], [63, 43, 44], [33, 28, 47, 45, 49, 36, 34], [37, 53, 39, 42, 46, 61, 54, 48, 56, 57, 52, 59, 60, 58, 62, 68, 65, 64, 67, 70, 75, 72, 66, 69, 71, 73, 77, 76, 74, 79, 78, 82, 84, 80, 81, 83, 85, 86, 87, 88]]
113: [[38, 5, 7], [8, 9, 35, 32, 3], [4, 1, 6, 2], [30, 25, 10], [11, 13, 22, 15], [24, 19], [31, 18, 17], [12, 28, 21, 55], [29, 16], [20, 27, 58, 59, 53, 26, 37, 43, 47, 33], [51, 40, 57, 34, 36, 14, 39, 41], [42, 45, 49, 44, 46, 63, 48, 56, 60, 52, 50, 54, 61, 62, 23, 72, 65], [88], [66, 71, 68, 64, 67, 78, 69, 73, 76, 70, 74, 79, 75, 77, 84, 80, 82, 83, 86, 85, 87, 81]]
114: [[38, 5, 7], [8, 9, 35], [32, 3, 4], [1, 6, 16], [10, 2, 29, 11, 13, 12, 30, 28, 14, 27, 21, 15], [55, 18, 17], [20, 22], [25, 19, 23, 24, 56, 31, 57, 26, 54, 42, 44, 33, 36, 60, 37, 46, 40, 45, 43, 41, 34, 39, 48, 51], [47, 53, 52, 50, 58, 63, 59], [49, 61, 62, 70, 65, 68, 64, 77, 71, 69, 67, 72, 76, 66, 78, 74, 73, 75, 79, 82, 84, 80, 86, 85, 83, 87, 81, 88]]
115: [[38, 5, 7], [8, 9, 35, 32], [3, 4, 1], [6, 18, 2, 14], [10, 11, 29, 15, 12, 20, 27, 30, 17, 19, 13], [31, 48, 23, 25, 24, 26, 22], [59, 56, 21, 16, 47, 33, 28, 36, 45, 44, 40, 39, 58, 43, 41, 42, 60, 46, 49, 37], [51, 34, 53, 50, 54, 52, 61, 62, 63, 57, 55], [76, 69, 64, 66, 79, 67, 68, 65, 72, 73, 74, 70, 78, 75, 71, 77, 81, 84, 83, 80, 85, 82, 86, 87, 88]]
116: [[38, 5, 7], [8, 9, 35, 40], [3, 4, 65], [2, 1], [10, 30, 15], [23, 12, 6, 13, 17, 19, 31], [14, 16, 24, 20], [18, 25, 53, 27, 26, 21, 28, 57, 22, 33, 29, 32, 34, 37, 52, 36, 39, 47, 43, 42, 11], [41, 45, 44, 55, 51, 48, 46, 49, 54], [50, 56, 59, 58, 61], [62, 60, 76, 82, 88, 67, 70, 68, 79, 69, 63, 77, 64, 66, 71, 75, 72, 78, 73, 80, 84, 83, 85], [74, 81, 86, 87]]
117: [[38, 5, 7], [8, 9, 35, 32, 3, 4, 1, 6, 2, 10, 14, 30, 18, 24, 12, 11, 13, 15, 29, 16, 21, 17, 19, 25, 22, 26, 20], [23, 59], [27, 28, 56, 45, 31, 33, 47, 50, 34, 40, 36, 43, 42, 58, 39, 55, 41, 44, 48, 51, 54, 37, 46, 49, 63, 52, 53, 60, 57, 61, 62, 68, 67, 64, 65, 71, 79, 72, 66, 69, 77, 75, 70, 78, 73, 76, 74, 87, 82, 83, 80, 81, 84, 86, 85, 88]]
118: [[38, 5, 7], [8, 9, 35, 32], [3, 4, 1], [6, 2, 11, 30, 12, 10], [13, 28, 14, 27], [16, 31, 21], [24, 17, 20, 19], [25, 18, 22, 23, 61], [62, 29, 26, 44, 51, 40, 15, 33, 52, 45, 36, 37, 43, 39, 42, 41, 46, 34, 47, 49, 50, 53, 59], [55, 48, 54, 57], [56, 58, 63, 60, 68, 83, 64, 82, 65, 70, 75, 76, 67, 66, 73, 78, 69, 71, 74, 72, 79, 84, 77, 80, 87, 81, 85, 86, 88]]
119: [[38, 5, 7], [8, 9, 35], [32, 3, 4], [1, 6, 18], [2, 30], [10, 15, 17, 29], [11, 25, 12], [22, 14, 52, 16, 19, 28, 13], [21, 51, 20, 26, 24, 23, 27, 31, 62], [34, 37, 44, 33, 43, 40, 36], [39, 47, 45, 41, 42, 49, 63, 46, 48, 58, 54, 53, 59, 50, 55, 57, 56, 60, 61, 65, 66, 64, 72, 69, 67, 77, 81, 68, 71, 75, 73, 74, 76, 79, 70, 78, 82, 84, 80, 85, 83, 86, 87, 88]]
120: [[38, 5], [7, 8, 9, 35], [32, 3, 4, 1, 6, 2, 13, 12, 27, 10, 11], [22, 15, 19, 14], [17, 31, 16, 24, 21, 49, 51], [20, 25, 18], [57, 55, 28, 26], [23, 29], [41, 47, 45], [30, 34, 36, 42, 37, 46, 33], [39, 48, 40, 50, 54, 52, 43, 44, 58, 60, 59, 63, 61, 62, 53, 56, 65, 66, 64, 67, 72, 74, 73, 69, 68, 75, 70, 76, 77, 79, 71, 78, 86], [82, 83, 80, 84, 87, 85, 81, 88]]
121: [[38, 5, 7], [8, 9, 35, 32, 3, 4, 1, 6, 2, 10, 28, 11, 30, 26, 21, 22], [13, 14, 12, 16], [24, 18, 19, 20, 54, 31, 23, 17, 42, 15, 25, 29], [58, 27, 37, 49, 33, 44, 45, 41, 50, 36, 34, 62, 39, 40, 43, 55, 46, 47], [48, 53, 56, 57, 52, 61, 51, 60, 63, 64, 74, 66, 59, 65, 75, 71, 68, 69, 70, 67, 78, 72, 73, 76, 79, 81, 77, 80, 85, 82, 87, 83, 84, 86, 88]]
122: [[38, 5, 7], [8, 9, 35, 32, 3, 4, 65, 6, 2, 1, 24, 27, 15, 13, 11, 19, 10], [21, 14, 28, 18, 12, 17, 20, 52, 22, 16, 23, 61, 56, 63, 25, 26, 57, 29, 30, 34, 31, 36, 39, 44, 33, 43, 40, 41, 42, 45, 53, 37, 47, 48, 50, 54, 59, 60, 55, 58, 51, 49, 62, 72, 88, 64, 46, 67, 66, 68, 70, 69, 71, 74, 76, 77, 79, 75, 73, 78, 81, 80, 84, 86, 87, 82, 83, 85]]
123: [[38, 5, 7], [8, 9, 35, 32], [3, 4, 1], [6, 2, 14, 24, 29, 31, 12, 10, 20, 30], [13, 11, 18, 15, 22, 16, 26, 17], [19], [55, 59, 28, 46, 50, 21, 52, 47, 33, 23], [36, 25, 27, 40, 34, 42], [37, 63, 39, 41, 43, 44, 48, 45, 53], [51, 49, 54, 62, 57, 56], [60, 61, 58, 64, 66], [68, 69, 65, 76, 71], [70, 72, 78, 67], [77, 75, 73, 74], [79, 80, 85], [87, 81, 84, 83, 82, 86, 88]]
124: [[38, 5, 7], [8, 9, 35, 32], [3, 4, 1], [2, 17, 10, 14], [30, 6, 19, 15, 11, 16, 25, 27, 20, 13, 23], [18, 31, 21, 22, 29, 24, 54], [47, 60, 28, 34, 44, 45, 43, 26, 33, 12, 36, 40, 62, 56, 41, 42, 49, 39, 37, 51, 50, 46, 48, 57, 52, 53, 55], [58, 59, 61, 63, 68, 65, 82, 64, 71, 67, 69, 70, 72, 73, 66, 75, 78, 76, 74, 77, 79, 84, 86, 80, 81, 83, 85], [87, 88]]
125: [[38, 5, 7, 8], [9, 35, 32, 3], [4, 65, 2], [16, 14, 22, 13, 1, 28, 29], [6, 12, 10, 15, 17, 50, 19, 20, 11, 26, 21, 60, 56, 23, 63, 18, 27, 52, 24, 44, 37, 47], [25, 36, 30, 39, 31, 34, 54, 41, 33, 40, 61, 42, 53, 43, 45, 49, 46, 62, 51, 48, 55, 57, 58, 64, 67, 59, 66, 73, 68, 70, 71, 76, 75, 74, 80, 79, 77, 78, 72, 69, 84, 85, 81, 86, 83, 82, 87, 88]]
126: [[38, 5, 7], [8, 9, 35, 32], [3, 4, 6], [2, 1, 11, 24, 14, 30, 10, 23, 22, 13, 12, 15, 16, 18, 20, 19, 21], [57, 27, 25], [17, 42, 31, 26, 29], [34, 28, 61], [33, 39, 45, 52, 41, 50, 36, 46, 44, 37, 40, 43, 53, 47, 48, 55], [58, 56, 51, 49], [59, 54, 60, 62, 63, 72, 82, 81, 65, 75, 64, 71], [68, 66, 70, 78, 69, 73, 74, 79, 67, 76, 80, 77, 86, 84, 83, 85, 87, 88]]
127: [[38, 5, 7], [8, 9, 35], [32, 3, 4, 65], [2, 1], [26, 13, 11, 14, 6, 12, 29, 10, 21, 20], [17, 19], [18, 22], [23, 16, 24, 27, 30, 25, 58, 28, 37, 60, 59, 44, 15, 36, 39, 33, 42, 34], [41, 31, 40, 47, 43, 55, 49, 45, 48, 46, 50, 53, 51, 54, 56, 61, 52], [62, 57, 63, 64, 74, 66, 68, 67, 75, 71, 72, 73, 78, 76, 69, 77, 79, 70, 84], [80, 82, 81, 85, 83, 86, 87, 88]]
128: [[38, 5], [7, 8, 9, 35, 32, 3, 4, 1, 6, 18, 2, 14, 25, 10, 15, 16, 11, 29, 26, 13, 17, 12, 28, 23, 56, 19, 20, 21, 22, 24, 27, 60, 44, 30, 58, 33, 62, 31, 46, 45, 34, 63, 40, 36, 39, 37, 41, 43, 42, 47, 51, 48, 52, 49, 54, 59, 50, 53, 57, 55, 61, 64, 68, 66, 70, 71, 65, 67, 69, 72, 73, 74, 75, 76, 78, 77, 84, 88, 81, 83, 79, 87, 80, 86, 85], [82]]
129: [[38, 5, 7], [8, 9, 39], [40, 3, 4], [1, 2, 6, 10], [13, 78], [15, 11, 19, 22, 18, 29, 52, 28], [12], [24, 21], [25, 17, 51, 27, 14, 23, 60, 16, 20, 48, 59, 26, 42, 37, 62, 32, 57, 35, 30, 31, 33], [46, 41, 54, 63, 47, 34, 36, 49, 43, 45, 56, 53, 61, 50, 55, 58, 65, 72, 44, 75, 66, 67, 71, 69, 73], [74, 76, 80, 77, 70, 83, 64, 82, 79, 68, 85, 87, 86, 81, 84, 88]]
130: [[38, 5, 7], [8, 9, 35, 32, 3, 4, 65, 6, 2, 1, 28, 27, 11, 12, 15, 23, 18, 19, 14, 10, 13, 22, 20, 16, 17, 25, 24, 29, 60, 26, 62, 31, 34, 36, 55, 30, 42, 39, 37, 56, 41], [43, 44, 40, 45, 46, 48, 50, 33, 47, 51, 53, 52, 54, 49, 58, 57, 59], [61, 63, 66, 21, 64, 71, 69, 74, 67, 72, 73, 79, 84, 78, 68, 75, 76, 77, 70, 82, 80, 81, 83, 87, 86, 85, 88]]
131: [[38, 5, 7], [8, 9, 35, 32], [3, 4, 65, 6, 1, 14, 2, 27, 24, 10, 12], [30, 13, 28, 19, 15, 50, 18, 16, 31, 11, 20], [17, 22, 49, 21, 59, 23, 40], [25, 43, 37, 26], [29, 33, 34], [36, 39, 45, 41, 42], [47, 44, 46, 58, 55, 51, 54, 48, 53, 52, 62], [56, 61, 57, 60, 64, 88, 63, 67, 69, 68, 75, 70, 76], [66, 71, 78, 72, 77], [79, 84, 73, 80, 85], [86, 74, 83, 81, 82, 87]]
132: [[38, 5, 7, 8], [9, 35, 32, 3], [4, 65, 2], [1, 11], [13, 15, 12, 16, 20, 6, 21, 22, 23, 10, 56], [17, 18, 29], [28, 26, 25, 47, 27], [14, 24, 19, 40, 57, 53, 39, 30, 31, 33], [41, 45, 60, 37, 42, 63, 46, 34, 43, 44, 52, 48, 50], [51, 36, 49, 54, 58, 55, 61, 62, 59, 66, 64, 68, 67, 70, 76, 73], [69, 78], [71, 72, 77, 75, 74, 79, 88, 82, 81, 86, 85, 80, 84, 87, 83]]
133: [[38, 5, 7], [8, 9, 35], [32, 3, 4, 65, 2, 1], [10, 24, 13, 31, 15, 30, 28, 12, 6, 19, 20, 11, 18, 14], [21, 54, 17, 16, 22, 25, 23, 49, 62, 34, 48, 44, 43, 26, 57, 37, 27, 42, 29, 55], [33, 36, 41, 39, 46, 51, 47], [45, 52, 53, 50, 59, 60, 58, 56, 61], [40, 72, 75, 68, 71, 82, 63, 64, 66, 73, 67, 69, 78, 77, 84, 74, 88, 70, 76, 81, 86, 79, 85, 87, 80, 83]]
134: [[38, 5, 7], [8, 9, 35], [32, 3, 4, 1, 6, 2], [15, 28], [10, 31, 24, 18], [12, 17, 16], [20, 13, 19, 22, 21, 29, 52], [11, 53, 23, 25, 55, 26, 60, 27, 14, 30, 41, 33, 34, 36, 49, 37, 43, 45, 46, 39, 40, 56, 44, 42, 47, 54, 48, 50, 57, 58, 51, 59, 62], [61, 63, 64, 88, 70, 65, 73, 66], [75, 68, 67, 74, 72, 71, 77, 69, 78, 76, 85, 86, 81, 80, 84, 83, 79, 87, 82]]
135: [[38, 5, 7, 8, 9, 35, 32], [3, 4, 64, 16, 22, 14, 10, 11, 13, 1, 2, 21, 12, 15, 19, 23, 17, 24, 25, 18, 60, 27, 31, 26, 58, 55, 20, 28, 29, 30, 34, 40, 63, 33, 36, 43, 45, 39, 41, 37, 59, 42, 44, 46, 47, 52, 54, 49, 50, 53, 48, 51, 57, 56, 61, 62, 65, 73, 67, 70, 66, 69, 68, 71, 77, 72, 75, 74, 6], [78, 76, 79], [82, 81, 83, 84, 85, 87, 80, 86, 88]]
136: [[38, 5, 7, 8, 9, 35, 32], [3, 4, 65, 2, 1, 10, 13, 15, 25, 12, 11, 22, 26, 24, 20, 19, 6, 16, 21, 30, 48, 14, 27, 17, 23, 59, 18, 28, 29, 51, 31, 57, 53, 36, 44, 33, 34, 37, 46, 39, 45, 41, 54, 40, 47, 43, 42, 49, 50, 52, 55, 61, 56, 88, 58, 60, 62, 72, 63, 67, 66, 71], [75, 68, 64, 69, 78, 70, 73, 74, 77, 76, 82, 84, 85, 86, 79, 80], [83, 87, 81]]
137: [[38, 5, 7, 8, 9, 35], [32, 3, 4, 65, 2, 1, 10, 12, 31, 21, 14], [6, 11, 29, 22, 17, 13, 16, 37, 23, 50, 18, 19, 27], [15, 24, 20, 25, 26, 28, 61, 44, 45, 39, 40, 30, 33, 34, 41, 47, 49, 36, 53, 46, 42, 48, 57, 43, 59, 52, 55, 54, 58, 51, 62, 63, 60, 56, 64, 66, 68, 69, 67, 79, 78, 71, 73, 74, 72, 77, 75, 82, 87, 70, 76, 84, 80, 85, 86, 88, 83, 81]]
138: [[38, 5, 15, 40, 41], [25, 33, 1, 4, 49, 86], [2, 24, 57, 77], [21, 17], [31, 32], [85], [14, 6, 8, 9], [10, 67, 7], [18, 29, 61, 27], [11, 12, 13, 16], [22, 64, 65], [45, 26], [23, 63, 3], [28, 73, 30, 34], [51, 20, 35], [36, 56, 48, 62, 37], [39, 53, 19], [43, 44, 46, 47], [50, 52, 54, 74, 55, 59], [71, 79, 60, 66, 58, 68], [70, 84, 72, 75, 76], [78, 81, 69], [83, 82, 80, 87], [88, 42]]
139: [[38, 5, 7, 8], [9, 35], [32, 3, 4, 1, 6, 18, 14, 10, 2, 11], [30, 13, 27, 12, 54, 26, 20, 24], [25, 43], [15, 49, 17, 29, 21, 16, 48, 19, 22, 61, 23, 28], [31, 33, 34, 57, 60, 36, 47, 45, 41, 42, 46, 37, 39, 50, 40, 52, 55, 56, 51, 44, 53, 58, 59, 63, 62, 64, 80, 81, 66, 67, 69, 70, 75, 76, 65, 72, 74, 73, 77, 68, 78, 79, 82, 85, 71, 83, 84], [87, 86, 88]]
140: [[38, 5, 7], [8, 9, 35, 40], [3, 4, 65], [2, 6, 1, 30], [14, 28, 11, 20, 21, 16, 10, 15, 24, 18, 23], [22, 19, 25, 29, 51, 31, 32], [62, 17, 26, 13], [34, 44, 27, 36, 56, 33, 37, 42, 43, 45, 47, 48, 41, 50, 39, 52, 46, 55, 49, 57, 58], [53, 54, 59, 63, 60, 61, 12, 82, 80], [67, 66, 64, 71, 68], [70, 73, 74, 79, 75, 76, 78, 72, 77, 84, 69, 83, 87], [85, 81, 86, 88]]
141: [[38, 5], [7, 8], [9, 35, 32, 3, 4, 64, 6, 1, 14, 25, 11, 26, 2, 22, 10], [12, 15, 21, 27, 13, 16, 17, 61, 20, 23, 18, 19, 24, 39, 29, 31, 28, 52, 50, 58, 37, 41, 30, 33, 34, 40, 42, 36, 43, 44, 47, 48, 54, 45, 55, 49, 53, 51, 56, 46, 57, 60, 63, 59, 72, 66, 65, 67, 62, 70, 76, 73], [68, 75, 69, 71, 74, 77, 78, 79, 87, 82, 86, 83, 80, 81, 84, 85, 88]]
142: [[38, 5, 7], [8, 9, 35, 40], [3, 4, 1], [6, 2, 10, 13, 27], [12, 28, 14, 15, 29, 19, 11, 23, 16, 17], [18, 20], [22, 25, 26, 21, 60, 30, 24, 34], [45], [47, 36], [31, 37, 48, 33, 39, 43, 32, 41, 46, 42, 49, 58, 55, 57, 44, 51, 50], [52], [62, 53, 56, 63, 54, 61, 59, 87, 68], [64, 65, 69, 66, 76, 71, 70], [78, 72, 74, 73, 75, 67, 77, 79, 83, 85, 81, 80, 82, 84, 88, 86]]
143: [[38, 5, 7, 8], [9, 35, 32, 3, 4, 65, 2, 1, 11, 13, 15, 6, 14, 10, 23, 26, 29, 20, 17, 19, 16, 21, 27, 22, 51, 24, 28, 31, 63, 18, 49, 48, 36, 25, 37, 45, 12, 52, 39, 33, 47, 30, 41, 44, 43, 34, 40, 54, 50, 42, 55, 61, 46, 59, 60, 58, 53, 56, 57, 62, 81, 67], [66, 64, 70, 75, 68, 71, 77, 74, 79, 72, 69, 73, 76, 88, 78, 80], [83, 84, 87, 82, 85, 86]]
144: [[38, 5, 7, 8, 9, 35, 32, 3, 4, 65], [2, 1, 27, 25, 10, 30, 15, 6, 14, 16, 13, 11, 12, 24, 20, 19], [29, 18, 17, 21, 23, 55, 28, 54, 61, 33, 59, 22, 26, 31, 34, 36, 39, 43, 41], [63, 45, 37, 40, 42, 44, 57, 47, 46, 48, 49, 50, 51, 52, 58, 53, 56, 72, 82, 67, 64, 70, 68, 71, 60, 69, 75, 73, 76, 78, 62, 66, 74, 77, 84, 80, 85, 81, 87, 79, 83, 86, 88]]
145: [[38, 5, 7, 8], [9, 35, 32], [3, 4, 1, 6, 2, 22, 29, 11, 15, 10, 13, 14, 12], [27, 28, 16, 57, 17, 18], [23, 19, 49, 20, 24], [21, 25, 59, 31, 33, 54, 62, 39, 26, 36, 41, 45, 37], [34, 30, 43], [40, 42, 44, 46], [47, 48], [50, 55, 52, 51, 53, 58, 56, 61, 60, 77], [66, 63, 72, 64, 67, 69, 65, 73, 75, 71], [79, 74, 68, 78, 80, 76, 70, 84], [82], [81, 83, 85, 87, 86, 88]]
146: [[38, 5, 7], [8, 9, 35, 32], [3, 4, 1], [6, 18, 10, 29], [2, 27], [14, 11, 13], [17, 19, 23, 12], [16, 20], [22, 21, 30, 25, 24, 28, 26, 56, 52, 61, 59, 36, 39, 41, 40, 31], [33, 50, 60, 42, 34, 44, 46, 37, 43, 45], [48, 51, 62, 47, 54, 49, 53, 55, 63, 57, 58, 87, 66, 64, 80, 71, 15, 65, 72, 67, 75, 78, 69, 70, 68, 73, 77, 74, 86, 76, 79, 83, 81, 82, 84, 85, 88]]
147: [[38, 5, 79], [3, 7, 39], [41, 6, 8], [1, 4, 2], [12, 11, 81], [25, 15, 28, 22, 13, 17, 45, 16, 21, 59, 23, 18], [33, 61, 24], [26, 31, 19, 9, 27, 29, 10, 54, 43, 30, 68, 60, 32, 36, 14, 62, 34, 35, 37, 46, 51, 49, 40, 42, 44, 48, 58, 47, 50, 52, 53, 56, 55, 57, 82, 63, 64, 65, 66, 67, 71, 69, 76, 70, 73, 74, 72, 75, 77, 78, 80, 83, 20, 84, 86, 85, 87], [88]]
148: [[38, 5, 7, 8, 9, 35, 32, 3, 4, 65], [2, 6, 10, 29, 15, 19, 1, 30, 14, 12, 31, 13, 23, 17, 18, 20, 24], [16, 21, 22, 26, 25, 59, 11, 28, 63, 62, 27, 33, 34, 37, 44, 36], [46, 45, 41, 39, 40, 47, 43, 42, 48, 53], [50, 49, 51, 52, 58, 54, 56, 57, 55, 60, 76, 61, 84, 67, 70, 71, 64, 66, 73, 74, 72, 69, 79, 78, 75, 77, 80, 82, 68, 86, 85, 83, 81, 87, 88]]
149: [[38, 5, 79], [8, 33, 27], [36], [1], [4, 17], [6, 11, 28, 41, 86, 15, 22, 19, 18, 12, 10, 7, 53, 3], [20, 84, 23, 16, 21, 61, 58, 24, 9, 31, 30, 25, 26, 29, 35, 34, 32, 37, 40, 45, 44, 50, 52, 39, 14, 46, 42, 49, 47, 54, 57, 55, 56, 51, 48, 60, 59, 62, 63, 2, 68, 70, 83, 13, 67, 64, 80, 65, 66, 69, 76, 87, 71, 78, 72, 73, 74, 75, 77, 85, 88, 81, 82, 43]]
150: [[38, 5], [7, 8], [9, 35, 32, 3, 4, 1, 6, 18, 2, 26, 10, 14, 21, 11, 12], [29, 13, 27, 25, 15, 16, 17, 53, 19, 20, 24, 30, 22, 61, 62, 23, 28, 39], [37, 40, 44, 45, 31, 54, 33, 34, 59, 36, 43, 41], [50, 42, 55, 46], [56, 51, 49, 47, 48, 58, 52, 60, 57, 63, 72], [66, 65, 64, 73, 67, 77, 71, 68], [69, 70, 79, 74, 75, 87, 76], [84, 78, 81], [82, 80, 83, 86, 85, 88]]
151: [[38, 5, 7, 8, 9, 35, 32, 3, 4, 1], [6, 2, 11, 13, 14, 15, 24, 23, 12, 20, 30, 18, 17], [45, 28, 19, 16, 44, 21, 25, 29, 60, 26, 62, 22, 33, 58, 31, 39], [27, 36], [61, 40, 37, 41, 54, 34, 57, 42, 43, 63, 46, 56, 49, 51, 50, 52, 47, 53, 48, 59, 65, 66, 70, 64, 55, 68, 77, 67, 76, 74, 71, 72, 69, 73, 78, 75, 80, 79, 81, 82, 83, 85, 86, 88, 84, 87, 10]]
152: [[38, 5, 79], [12, 49, 19, 3], [1, 7], [33, 22, 6, 29, 57], [84], [76, 25, 8], [4, 65, 2], [9], [11], [16, 82], [18, 23, 21, 13, 61, 27, 71, 17, 31, 28, 34, 32, 36, 41], [42, 43, 45, 46, 10, 48, 44, 30, 39, 20, 55, 40, 51, 50, 15, 52, 58, 37, 35, 56, 26, 47, 62, 53, 66, 74, 54, 75, 59, 70, 63, 68, 64, 60, 67, 69, 72, 81, 78, 77, 14, 24, 80, 83, 85, 86, 88, 87, 73]]
