0: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 39, 40], [36, 46, 45, 43], [61, 59, 51, 48], [53, 47, 52], [50, 49, 55, 54], [57, 58, 63, 62], [86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74, 76], [73, 77], [79, 78, 82], [81, 80, 83, 87, 84, 85, 88]]
102: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 39, 40], [36, 47, 43, 45], [61, 51, 62], [52, 48, 50, 46], [55, 57], [49, 59, 54, 53], [63, 58, 86], [64, 66, 71], [69, 65, 68, 70], [72, 75, 74, 76], [73, 77, 79, 78], [82, 81], [80, 83, 87, 84, 85], [88]]
103: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29], [32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44], [36, 39, 40, 47], [43, 45, 46], [49, 51, 48, 52], [54, 53, 57, 50, 55], [62, 59], [58, 61, 63, 86], [64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
104: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13], [18, 24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 47, 39], [43, 45], [46, 62, 50, 51], [52, 53, 48, 40], [54, 49, 57], [59, 55, 58, 61], [63, 86, 64, 66], [71, 69, 65], [68, 70, 72, 75], [74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
105: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42, 35], [33, 34, 44], [36], [39, 40, 45, 47, 43, 63], [57, 54, 53, 46, 49], [51, 55, 48, 50], [52, 59, 58, 61], [62, 86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74], [76, 73, 77, 79], [78, 82, 81, 80], [83, 87, 84, 85, 88]]
106: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21, 17, 13], [18, 24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [39, 36, 40, 46], [47, 43, 59, 45, 54, 52, 61, 50, 49], [48, 53, 55, 57], [51, 58, 62, 63], [86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
107: [[38, 7, 67, 5], [3, 10, 9], [4, 1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25, 19], [20, 26, 27], [29, 32, 28, 56], [37, 41, 60], [42, 35, 33, 34], [44, 39, 36, 40], [46, 45, 43, 62], [63, 51, 53, 55], [48, 47, 50], [52, 54, 49, 57], [61, 59, 58, 86], [64, 66, 71, 69], [65, 68, 70, 72], [75, 74, 76], [73, 77, 79, 78], [82, 81, 80, 83], [87, 84, 85, 88]]
108: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26, 27, 29], [32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 43, 45, 61, 50, 53, 62, 49, 55, 54, 46, 52, 48, 57, 51, 63, 58, 59, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
109: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40], [46, 47, 43], [45, 61, 51, 54], [50, 48, 49, 52], [53, 57, 59, 55, 58], [63, 62, 86, 64], [66, 71, 69, 65], [68, 70, 72], [75, 74, 76, 73], [77, 79, 78], [82, 81, 80, 83, 87, 84, 85, 88]]
110: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25, 19], [20, 26, 27, 29, 32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44, 36, 47, 40, 39, 63, 43, 45, 46, 51, 48, 50, 52, 49, 53, 54, 55, 58, 59, 61, 57, 62, 86, 64, 66, 71, 69, 65, 68], [70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83], [87, 84, 85, 88]]
111: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25, 19], [20, 26, 27], [29, 32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44, 49], [39, 40, 47], [43, 45, 59, 50], [61, 36, 57, 46], [48, 51, 52, 53], [54, 55, 62, 58], [63, 86, 64, 66], [71, 69, 65, 68, 70], [72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
112: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29], [32, 28, 56], [37, 41, 60, 42], [35, 33, 34], [44, 36], [47, 43, 39, 40], [45, 46], [51, 48, 54, 50], [52, 49, 53, 55], [57, 59], [62, 61, 63, 58, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
113: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40, 47], [45, 59, 63, 43, 54, 53, 49, 51, 46, 48, 55, 62, 50, 52], [61, 57, 58, 86, 64, 66, 71, 69, 65, 68, 70, 72], [75, 74, 76, 73, 77, 79, 78], [82, 81, 80, 83, 87, 84, 85, 88]]
114: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 43, 45], [63, 40, 46, 59, 62, 50, 54, 49], [47, 48, 53], [51, 52, 55, 61, 57, 58, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
115: [[38, 7], [67, 5, 3, 10], [9, 4, 1], [2, 22, 12, 30], [6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41], [60, 42, 35], [33, 34, 44, 39], [46, 36, 40, 47], [43, 45, 59, 51], [49, 52, 54, 57], [50, 53, 55, 48], [63, 62, 58, 61], [86, 64, 66, 71], [69, 65, 68, 70, 72, 75, 74], [76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
116: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34], [44, 36, 39, 40], [47, 59, 43, 62], [61, 45, 46], [49, 50, 48, 51], [55, 53, 54, 57], [52, 58, 63, 86], [64, 66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73], [77, 79, 78], [82, 81, 80, 83], [87, 84, 85, 88]]
117: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32], [28, 56, 37, 41], [60, 42, 35], [33, 34, 44, 36], [47, 40, 39, 43], [63, 62, 45, 55], [50, 46, 49, 48], [53, 52, 54, 57, 51, 58, 59, 61, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74], [76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
118: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40], [47, 45, 43], [63, 55, 62, 46, 51], [48, 54, 49, 50], [52, 57, 59, 53], [58, 61, 86], [64, 66, 71, 69], [65, 68, 70, 72, 75], [74, 76, 73, 77, 79], [78, 82], [81, 80, 83], [87, 84, 85, 88]]
119: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40], [43, 59, 45, 62], [47, 55, 54, 46], [48, 51, 49, 52], [50, 53, 57, 61], [58, 63, 86], [64, 66, 71], [69, 65, 68, 70], [72, 75, 74], [76, 73, 77, 79], [78, 82, 81, 80, 83], [87, 84, 85, 88]]
120: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18, 24], [16, 23, 25], [19, 20, 26, 27, 29], [32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 61, 43, 63, 45, 51, 46, 49, 48, 50, 54, 53, 52, 55, 57, 62, 59, 58, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
121: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31], [14, 21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26], [27, 29], [32, 28, 56, 37], [41, 60, 42], [35, 33, 34, 44], [36, 39, 40, 47], [43, 45, 62, 59], [49, 53, 46, 50], [48, 54, 51, 63], [55, 52, 61, 57], [58, 86, 64], [66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73], [77, 79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
122: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16], [23, 25, 19, 20], [26, 27, 29, 32], [28, 56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40], [46, 43, 45, 58], [59, 47, 53], [55, 49, 50, 52], [48, 51, 54, 57], [63, 62, 61, 86], [64, 66, 71, 69], [65, 68, 70], [72, 75, 74, 76], [73, 77, 79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
123: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41], [60, 42, 35, 33], [34, 44], [36, 39, 45], [46, 63, 40], [47, 43, 51], [54, 49, 52, 50], [48, 53, 55, 58], [59, 61, 57], [62, 86, 64, 66], [71, 69, 65], [68, 70, 72, 75], [74, 76, 73], [77, 79, 78, 82, 81], [80, 83, 87, 84, 85, 88]]
124: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24, 16, 23, 25, 19], [20, 26, 27], [29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 45, 47, 43, 46, 59, 63, 54, 48, 51, 52, 55, 53, 49, 50, 57, 61, 58, 62, 86, 64, 66, 71, 69], [65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
125: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25, 19], [20, 26, 27, 29], [32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44, 39], [43, 36, 40, 45], [47, 63, 58, 46], [62, 48, 52, 50], [53, 49, 51, 54], [55, 57, 59, 61], [86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74], [76, 73, 77, 79], [78, 82, 81, 80], [83, 87, 84, 85, 88]]
126: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 47, 39], [40, 45, 46, 62], [43, 50, 53, 48], [52, 51, 54, 57], [58, 61, 55], [49, 63, 59, 86], [64, 66, 71], [69, 65, 68], [70, 72, 75, 74], [76, 73, 77], [79, 78], [82, 81, 80, 83], [87, 84], [85, 88]]
127: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6], [8, 11, 15, 31], [14, 21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35], [33, 34, 44, 36], [39, 40, 45], [47, 43, 62, 59, 55, 53, 52, 48, 46, 50, 49, 51, 54, 57, 61, 58, 63, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78], [82, 81, 80, 83, 87, 84, 85, 88]]
128: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40, 47], [45, 43, 62, 46], [51, 53, 49, 63], [48, 50, 52, 54], [55, 57, 58, 59], [61, 86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74], [76, 73, 77, 79], [78, 82, 81, 80], [83, 87], [84, 85, 88]]
129: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29], [32, 28, 56], [37, 41, 60], [42, 35, 33, 34], [44, 36, 40, 39], [46, 47, 43, 45], [59, 62, 54, 51], [50, 52, 55, 57], [48, 58, 53, 49], [63, 61, 86, 64], [66, 71, 69], [65, 68, 70, 72], [75, 74, 76, 73], [77, 79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
130: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40], [47], [61, 58, 63, 45], [55, 43, 46, 49], [48, 50, 53, 51], [52, 62, 59, 54], [57, 86, 64], [66, 71, 69, 65], [68, 70, 72], [75, 74], [76, 73, 77, 79], [78, 82, 81, 80], [83, 87, 84], [85, 88]]
131: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32], [28, 56, 37, 41], [60, 42, 35], [33, 34, 44, 36], [47, 39, 43], [45, 40, 62, 46], [55, 53, 58], [49, 48], [54, 50, 51, 52], [59, 57], [61, 63, 86, 64], [66, 71, 69, 65], [68, 70], [72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
132: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21, 17, 13, 18, 24], [16, 23, 25], [19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 45, 47, 46, 63, 59, 57, 52, 48, 62, 43, 50, 53, 54, 49], [51, 55, 61, 58, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
133: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44, 36], [39, 40, 45, 43], [46, 63, 59, 47], [54, 48, 49, 53, 51, 50, 55, 52], [61, 57, 58], [62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
134: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25, 19], [20, 26, 27], [29, 32, 28, 56], [37, 41], [60, 42, 35, 33], [34, 44, 36, 39], [40, 46, 43], [47, 63, 45, 61], [50, 48, 49, 51], [54, 52, 53, 55, 59, 58], [62, 57, 86, 64, 66], [71, 69, 65, 68], [70, 72, 75], [74, 76, 73, 77, 79, 78, 82], [81, 80, 83, 87, 84, 85, 88]]
135: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6], [8, 11, 15, 31, 14], [21, 17, 13, 18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 43, 45, 46, 49, 48, 52, 51, 53, 54, 61, 50, 63, 55, 57, 58, 62, 59, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
136: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18], [24, 16, 23, 25], [19, 20], [26, 27, 29], [32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36], [39, 40, 47, 43], [45, 63, 58, 51, 55, 46, 48, 54, 52, 49, 50, 57, 61, 62, 59, 53, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
137: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12, 30], [6, 8, 11, 15], [31, 14, 21], [17, 13, 18, 24], [16, 23, 25], [19, 20, 26, 27], [29, 32], [28, 56, 37, 41], [60, 42, 35, 33], [34, 44, 36], [39, 43, 45, 57], [40, 62, 46, 49], [61, 52, 48], [59, 50, 47, 54], [51, 53, 55, 58], [63, 86, 64, 66], [71, 69, 65], [68, 70, 72, 75], [74, 76, 73, 77], [79, 78, 82, 81], [80, 83, 87, 84, 85, 88]]
138: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21, 17, 13, 18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 61, 45, 62, 58, 59, 55, 53, 52, 43, 46, 50, 48, 51, 49, 54, 57, 63, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78], [82, 81, 80, 83, 87, 84, 85, 88]]
139: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 43, 45, 63, 58, 62, 54, 49, 48, 51, 46, 61, 50, 52, 53, 57, 55, 59, 86, 64, 66, 71, 69], [65, 68, 70, 72], [75, 74, 76, 73, 77, 79, 78], [82, 81, 80, 83, 87, 84, 85, 88]]
140: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13], [18, 24, 16, 23], [25, 19, 20], [26, 27, 29, 32], [28, 56, 37, 41], [60, 42, 35, 33], [34, 44, 39, 45], [40, 47, 43], [36, 62, 46, 50, 51], [52, 53, 49, 61], [48, 55, 54], [57, 58, 63, 59], [86, 64, 66, 71], [69, 65, 68, 70, 72], [75, 74, 76, 73], [77, 79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
141: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26], [27, 29, 32], [28, 56, 37, 41], [60, 42, 35, 33], [34, 44, 36], [39, 40, 47, 61], [43, 45, 46, 53, 51], [49, 48], [62, 63, 54], [59, 58, 50, 52, 55, 57, 86], [64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83], [87, 84, 85, 88]]
142: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20], [26, 27, 29], [32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44, 36, 39, 40], [47, 45, 43, 54, 46, 48], [53, 49], [63, 52, 50, 55, 51, 58, 57, 61], [62, 59, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
143: [[38, 7, 67, 5], [3, 10, 9], [4, 1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44, 36], [39, 40, 47, 43, 51], [45, 54, 55, 49, 53, 57, 50, 58], [46, 48], [59, 63], [62, 61, 52, 86, 64, 66, 71, 69], [65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81], [80, 83, 87, 84, 85, 88]]
144: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 45, 43, 49, 51, 46, 48], [55, 54, 58, 53, 50, 52, 59, 62, 61, 57, 63, 86], [64, 66, 71, 69, 65, 68, 70], [72, 75, 74, 76, 73, 77, 79, 78], [82, 81, 80, 83, 87, 84, 85, 88]]
145: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35], [33, 34, 44, 36], [43, 39, 40], [61, 45, 59], [47, 55, 62, 63], [46, 51, 50, 52], [48, 54, 49, 57], [58, 53, 86, 64], [66, 71, 69], [65, 68, 70, 72], [75, 74, 76, 73], [77, 79, 78], [82, 81, 80, 83, 87, 84, 85, 88]]
146: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15], [31, 14, 21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60], [42, 35, 33, 34, 44], [36, 39, 40, 46, 45, 43, 63, 59], [51, 53, 47, 49], [48, 50, 52, 58, 54, 57, 61, 55, 62, 86, 64, 66, 71, 69], [65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
147: [[38, 7, 67, 5], [3, 10, 9], [4, 1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18, 24], [16, 23], [25, 19, 20], [26, 27, 29, 32, 28, 56, 37], [41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 45, 43, 46, 48, 51, 49, 54, 61, 52, 50, 53, 55, 57, 58, 59, 63, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
148: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31], [14, 21, 17, 13], [18, 24, 16, 23], [25, 19, 20], [26, 27, 29, 32], [28, 56, 37, 41], [60, 42, 35], [33, 34, 44, 36, 39, 40, 43], [63, 45, 62, 59, 50, 52, 47, 48, 57, 46, 49], [51, 55, 53, 58, 54, 61, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
149: [[38, 7, 67, 5], [3, 10, 9], [4, 1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41], [60, 42], [35, 33, 34], [44, 36, 39, 40], [45, 47, 43], [62, 59, 57, 46], [48, 58, 53, 50], [52, 54, 55], [51, 49, 61, 63], [86, 64, 66, 71], [69, 65, 68, 70], [72, 75, 74, 76], [73, 77, 79, 78], [82, 81, 80, 83], [87, 84, 85, 88]]
150: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25, 19], [20, 26, 27, 29, 32], [28, 56, 37, 41], [60, 42, 35], [33, 34, 44, 36], [39, 40, 47, 43], [45, 63, 61], [46, 54], [48, 49, 50], [53], [51, 52], [55, 57], [58, 62, 59, 86, 64], [66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
151: [[38, 7, 67], [5, 3, 10], [9, 4, 1, 2], [22, 12, 30, 6], [8, 11, 15, 31], [14, 21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26], [27, 29, 32], [28, 56, 37], [41, 60, 42, 35], [33, 34, 44, 36], [39, 40, 43, 45], [46, 47, 59, 49], [51, 48, 50, 61], [52, 53, 54, 55], [58, 57], [62, 63, 86, 64], [66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73, 77], [79, 78, 82, 81], [80, 83, 87], [84, 85, 88]]
152: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26], [27, 29, 32], [28, 56, 37, 41], [60, 42, 35, 33], [34, 44, 36], [43, 40, 39, 45], [46, 54, 47], [53, 48, 51, 59], [55, 50, 49], [61, 52, 57, 58], [63, 62, 86], [64, 66, 71, 69], [65, 68, 70, 72], [75, 74, 76, 73], [77, 79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
