0: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
102: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
103: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
104: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
105: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
106: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
107: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
108: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
109: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
110: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
111: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
112: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
113: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
114: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
115: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
116: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
117: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
118: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
119: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
120: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
121: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
122: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
123: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
124: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
125: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
126: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
127: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
128: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
129: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
130: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
131: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
132: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
133: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
134: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
135: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
136: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
137: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
138: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
139: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
140: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
141: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
142: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
143: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
144: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
145: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
146: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
147: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
148: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
149: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
150: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
151: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
152: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
