0: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
102: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
103: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
104: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
105: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
106: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
107: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
108: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
109: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
110: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
111: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
112: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
113: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
114: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
115: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
116: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
117: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
118: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
119: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
120: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
121: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
122: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
123: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
124: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
125: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
126: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
127: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
128: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
129: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
130: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
131: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
132: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
133: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
134: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
135: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
136: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
137: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
138: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
139: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
140: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
141: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
142: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
143: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
144: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
145: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
146: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
147: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
148: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
149: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
150: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
151: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
152: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
