0: [[20], [18, 53, 13, 23], [24, 1], [35, 2, 4, 43, 12, 22], [27], [47, 75], [3, 34], [6, 5], [7], [19], [57], [25, 14, 15], [81, 17, 16, 21], [26, 11, 50], [28, 31, 32, 29], [30, 56, 59, 33], [37, 40, 36], [38], [9, 42], [44, 39, 8], [45, 41, 46, 60], [48, 61], [51, 54, 52, 49], [58, 55, 62], [63], [64], [66, 78], [71, 67, 68], [65], [69, 76, 77, 10], [70, 73, 72, 83, 82], [74, 79], [85], [80, 84, 87], [86, 88]]
102: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 3, 11, 4, 7, 13, 10, 8, 12, 25, 14, 15, 20], [58, 16, 17, 27, 18, 19, 30, 26, 21, 60, 28, 55, 53, 29, 31, 33, 32, 37, 35, 46, 38, 39, 34], [41, 42, 45, 47, 40, 43, 51, 44, 52, 48, 57, 49, 54, 50, 56, 59, 62, 61, 63, 67, 64, 66, 71], [65, 77, 70, 68, 75, 72, 69, 74, 73, 78, 79, 76, 82, 83, 80, 81, 84, 85, 86, 87, 88]]
103: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 4, 11, 7, 10, 15, 13, 3, 12, 8, 26, 16, 18, 21, 19, 14], [17, 20, 28, 25, 63, 27, 29, 30, 51, 31, 39, 35, 50, 34, 48, 33, 46, 37, 47, 32, 44, 40, 57], [49, 38, 43, 42, 53, 45, 55, 41, 54, 52, 62, 59, 56, 60, 58, 61, 64, 70, 65, 69], [66, 68, 72, 79, 67, 78, 71, 73, 74, 76, 75, 77, 80, 84, 81, 83, 82, 85, 86, 87, 88]]
104: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 14, 11, 8, 9, 7, 12, 10, 15, 13, 17, 16, 20, 19], [21, 28, 18, 26, 25, 30, 27, 52, 31, 29, 62, 42, 38, 32, 33, 35, 37, 39, 43, 34, 45, 40], [57, 54, 51, 41, 44, 46, 47, 49, 48, 55, 60, 50, 56, 59, 53, 58, 63, 61, 66, 69, 64, 68], [74, 79, 72, 77, 67, 65, 75, 70, 73, 71, 76, 78, 85, 80, 83, 82, 88, 86, 84, 87, 81]]
105: [[36, 6, 22, 23, 24, 9, 16, 2, 5, 4, 41, 1, 15, 3, 8, 12, 11, 30, 10, 13, 7, 14, 56], [19, 17, 21, 27, 18, 26, 31, 20, 29, 60, 33, 46, 25, 44, 57, 42, 28, 34, 62, 32], [37, 39, 40, 43, 45, 35, 54, 47, 48, 55, 59, 38, 49, 53, 50, 52, 51, 58, 63, 61, 68, 64, 81, 70], [71, 65, 75, 69, 73, 72, 79, 76, 66, 74, 77, 67, 85, 78, 80, 84, 83, 82, 87, 86, 88]]
106: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 9, 15, 7, 11, 8, 10, 13, 12, 27, 16, 14, 19], [17, 48, 25, 18, 21, 29, 20, 28, 61, 30, 56, 26, 51, 31, 50, 35, 32, 33, 34, 37, 38, 44], [45, 41, 39, 42, 54, 43, 58, 62, 46, 40, 47, 55, 49, 53, 63, 52, 57, 59, 60, 66, 64, 67, 68], [69, 65, 79, 70, 77, 76, 71, 74, 73, 78, 72, 75, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
107: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 9, 7, 14, 13, 12, 10, 11, 20, 59, 15, 17, 16, 19, 38], [18, 25, 27, 21, 28, 26, 30, 61, 63, 31, 29, 46, 32, 55, 45, 37, 33, 34, 39, 35, 41], [40, 43, 44, 47, 48, 42, 50, 58, 49, 54, 52, 57, 51, 62, 53, 60, 8, 56, 83, 65, 70, 67], [64, 84, 75, 68, 78, 72, 79, 66, 69, 71, 73, 77, 74, 81, 82, 76, 80, 86, 85, 87, 88]]
108: [[36, 6, 22, 23, 24, 3, 1, 2, 4, 12, 13, 5, 10, 14, 7, 11, 8, 25, 9, 21, 15], [16, 19, 50, 20, 17, 31, 18, 26, 28, 60, 27, 52, 59, 29, 56, 40, 41, 37, 35, 32, 49, 53], [47, 45, 30, 54, 33, 34, 42, 61, 43, 46, 38, 39, 48, 44, 51, 63, 55, 58, 57, 62, 66, 70, 72, 65], [64, 74, 71, 69, 73, 67, 76, 75, 78, 68, 79, 77, 85, 82, 81, 83, 80, 84, 86, 87, 88]]
109: [[36, 6, 22, 23, 24, 3, 1, 34, 5, 4, 7, 15, 12, 2, 9, 13, 11, 8, 14, 31, 19, 16], [18, 17, 29, 10, 20, 25, 28, 27, 21, 26, 30, 37, 35, 45, 38, 40, 32, 43, 33, 42, 54, 46], [41, 47, 39, 49, 44, 55, 57, 52, 51, 48, 53, 56, 63, 50, 59, 58, 60, 61, 62, 66, 65, 84, 64], [67, 73, 68, 70, 69, 71, 75, 76, 74, 72, 77, 78, 86, 81, 79, 87, 80, 85, 82, 88, 83]]
110: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 11, 10, 7, 12, 8, 9, 28, 14, 21, 13, 15, 17], [16, 19, 25, 26, 20, 29, 30, 18, 27, 35, 33, 31, 60, 46, 37, 42, 41, 40, 34, 39, 53, 32], [54, 44, 47, 45, 49, 48, 50, 43, 61, 58, 51, 38, 56, 55, 52, 62, 57, 59, 63, 65, 66, 68, 71], [72, 69, 64, 67, 79, 76, 73, 78, 74, 70, 75, 77, 82, 81, 80, 87, 85, 83, 84, 86, 88]]
111: [[36, 6, 22, 23, 25, 1, 5, 2, 9, 4, 13, 3, 10, 28, 8, 11, 15, 14, 16, 12, 17], [26, 18, 20, 19, 30, 21, 24, 29, 61, 34, 27, 39, 63, 62, 31, 37, 33, 7, 43, 32, 38, 41, 45, 35], [40, 42, 48, 44, 59, 47, 54, 49, 53, 46, 50, 51, 55, 56, 57, 52, 58, 60, 66, 65, 64, 67], [72, 74, 71, 69, 70, 68, 79, 73, 75, 76, 78, 77, 85, 81, 82, 84, 80, 86, 87, 83, 88]]
112: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 4, 15, 7, 3, 8, 11, 10, 14, 12, 13, 18, 20, 17], [29, 19, 21, 25, 16, 26, 30, 28, 52, 27, 56, 31, 63, 61, 34, 32, 57, 45, 33, 38, 35, 40], [37, 47, 39, 46, 41, 43, 42, 44, 48, 58, 51, 49, 50, 54, 62, 53, 55, 59, 60, 66, 65, 67, 64], [76, 69, 75, 68, 71, 72, 74, 73, 78, 70, 77, 85, 79, 81, 80, 84, 86, 82, 87, 83, 88]]
113: [[36, 6, 22, 23, 24, 9, 1, 8, 5, 2, 11, 3, 4, 7, 14, 10, 12, 13, 56, 25, 29, 16, 21, 57], [27, 18, 15, 17, 19, 20, 28, 60, 34, 62, 30, 63, 42, 51, 26, 31, 38, 33, 41, 43, 39, 35, 32], [40, 47, 37, 44, 52, 45, 49, 46, 48, 54, 53, 50, 55, 58, 59, 61, 66, 68, 64, 67], [65, 69, 70, 72, 71, 78, 74, 77, 73, 75, 76, 79, 82, 85, 81, 80, 87, 83, 84, 86, 88]]
114: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 7, 13, 14, 25, 11, 9, 16, 31, 12, 8, 15, 49], [17, 20, 27, 10, 18, 19, 21, 61, 46, 63, 55, 26, 32, 38, 59, 48, 37, 34, 35, 60, 28, 42, 29], [43, 30, 44, 58, 33, 50, 62, 39, 41, 54, 45, 51, 40, 57, 47, 52, 53, 80, 64, 74, 56, 71], [65, 69, 70, 77, 66, 67, 73, 78, 68, 79, 72, 75, 81, 76, 82, 84, 83, 86, 87, 85, 88]]
115: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 7, 3, 4, 12, 29, 11, 10, 13, 8, 56, 14, 19, 18, 17], [53, 28, 16, 15, 27, 20, 21, 59, 25, 62, 26, 37, 31, 49, 51, 30, 35, 32, 33, 34, 38], [40, 43, 42, 41, 60, 47, 44, 52, 39, 57, 45, 46, 54, 48, 50, 55, 58, 61, 63, 72, 68, 65, 74], [66, 69, 64, 76, 67, 70, 78, 71, 73, 77, 75, 79, 83, 81, 82, 80, 85, 86, 87, 84, 88]]
116: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 13, 7, 8, 9, 12, 14, 10, 15, 17, 27, 11, 25], [16, 43, 21, 19, 18, 20, 57, 29, 28, 50, 61, 26, 30, 31, 56, 34, 41, 54, 33, 45, 49, 32, 47], [40, 59, 35, 38, 46, 39, 62, 42, 37, 48, 44, 52, 55, 51, 60, 58, 63, 53, 66, 68, 80, 67], [65, 64, 77, 75, 76, 69, 71, 70, 74, 72, 73, 83, 78, 79, 81, 87, 82, 85, 86, 84, 88]]
117: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 7, 11, 12, 8, 16, 9, 19, 14, 10, 15, 13, 25], [17, 21, 20, 26, 84, 18, 58, 29, 27, 51, 28, 46, 63, 30, 41, 50, 39, 32, 37, 31, 40, 35, 55], [45, 33, 38, 34, 53, 42, 48, 43, 59, 44, 52, 49, 54, 47, 61, 56, 57, 60, 66, 64, 80, 77], [65, 69, 62, 70, 71, 67, 68, 72, 75, 76, 73, 74, 83, 78, 81, 79, 82, 85, 86, 87, 88]]
118: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 11, 7, 8, 25, 9, 12, 14, 20, 13, 15, 17, 16, 19], [18, 27, 21, 29, 26, 56, 30, 61, 10, 28, 63, 45, 31, 34, 58, 32, 37, 33, 42, 38, 40, 41, 35], [47, 44, 46, 43, 48, 53, 39, 49, 50, 52, 51, 57, 59, 54, 60, 55, 62, 72, 68, 64, 66], [75, 67, 73, 69, 65, 78, 70, 71, 77, 74, 76, 79, 83, 80, 82, 84, 85, 81, 87, 86, 88]]
119: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 4, 11, 12, 8, 3, 10, 7, 13, 15, 14, 16, 17, 20], [18, 21, 28, 19, 25, 26, 27, 30, 60, 34, 61, 29, 63, 31, 50, 32, 35, 33, 38, 37, 39, 40], [43, 41, 49, 44, 45, 46, 58, 42, 57, 47, 53, 51, 48, 52, 62, 54, 56, 55, 59, 66, 65, 64, 76], [68, 69, 67, 70, 71, 72, 75, 74, 73, 78, 77, 79, 82, 81, 80, 84, 86, 85, 83, 87, 88]]
120: [[20, 6, 23, 7, 24, 17, 1, 3, 2, 4, 45, 12, 8, 11, 10, 15, 14, 42, 16, 13], [18, 21, 30, 26, 5, 22, 85, 19, 25, 29, 27, 43, 54, 50, 47, 28, 33, 32, 61, 46, 59, 31, 37], [39, 34, 35, 36, 44, 38, 40, 41, 48, 53, 56, 57, 60, 49, 58, 52, 51, 62, 63, 55, 66, 64, 68, 67], [69, 71, 70, 9, 73, 75, 76, 78, 77, 74, 72, 79, 83, 65, 82, 86, 81, 80, 84, 87, 88]]
121: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 7, 10, 12, 9, 11, 15, 14, 8, 13, 17, 27, 19], [16, 18, 20, 25, 54, 30, 21, 26, 28, 61, 56, 29, 37, 60, 45, 46, 31, 34, 35, 33, 32, 47], [38, 42, 39, 40, 43, 49, 41, 44, 57, 50, 55, 48, 58, 59, 53, 63, 51, 52, 62, 80, 64, 68, 66], [67, 71, 78, 65, 69, 76, 79, 75, 74, 72, 70, 73, 77, 81, 82, 84, 83, 85, 87, 86, 88]]
122: [[36, 6, 22, 23, 24, 9, 1, 2, 8, 12, 3, 7, 4, 15, 5, 27, 10, 19, 11, 14, 29], [20, 21, 13, 17, 16, 26, 18, 30, 25, 28, 33, 31, 59, 35, 37, 40, 34, 52, 45, 50, 54, 41], [39, 38, 47, 32, 46, 56, 43, 58, 51, 55, 48, 44, 62, 49, 57, 60, 53, 61, 63, 42, 64, 68, 66, 65], [67, 76, 70, 69, 71, 77, 72, 73, 87, 74, 78, 79, 80, 88, 81, 82, 75, 84, 83, 85, 86]]
123: [[36, 18, 22, 23, 6, 10, 1, 2, 7, 4, 5, 12, 9, 8, 43, 11, 13, 3, 56, 15, 31, 14, 16], [19, 30, 17, 20, 21, 27, 28, 26, 37, 57, 38, 29, 24, 25, 63, 33, 35, 34, 32, 40, 39, 44, 41], [42, 45, 46, 58, 54, 62, 47, 60, 49, 50, 51, 52, 48, 53, 55, 59, 61, 65, 68, 70, 64], [69, 72, 71, 73, 67, 76, 66, 75, 77, 74, 79, 81, 84, 83, 78, 87, 80, 82, 85, 86, 88]]
124: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 4, 3, 7, 10, 13, 12, 17, 14, 8, 18, 15, 20, 26, 16], [19, 21, 28, 27, 25, 30, 29, 58, 59, 51, 49, 31, 41, 46, 52, 11, 43, 34, 35, 38, 32], [37, 39, 33, 42, 40, 44, 45, 47, 48, 55, 50, 57, 54, 53, 56, 60, 62, 61, 63, 67, 66, 64, 65], [73, 72, 78, 76, 69, 74, 68, 70, 75, 71, 79, 77, 82, 81, 80, 83, 84, 85, 87, 86, 88]]
125: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 10, 15, 9, 8, 13, 7, 28, 11, 12, 14, 16, 17, 19, 18], [20, 29, 26, 31, 21, 25, 30, 35, 27, 62, 52, 41, 43, 34, 33, 38, 39, 37, 44, 32], [46, 45, 42, 47, 40, 48, 53, 57, 50, 61, 56, 51, 54, 49, 60, 59, 55, 63, 58, 67, 64, 65, 66], [68, 71, 73, 74, 79, 70, 72, 77, 69, 75, 76, 78, 82, 81, 84, 80, 83, 85, 86, 87, 88]]
126: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 11, 10, 30, 9, 7, 13, 26, 15, 8, 12, 14, 16, 17], [29, 19, 18, 20, 31, 60, 27, 25, 35, 21, 28, 47, 62, 51, 37, 41, 34, 32, 33, 38, 43, 39, 45], [44, 42, 40, 46, 49, 50, 53, 52, 48, 54, 61, 55, 56, 57, 58, 63, 59, 67, 64, 81, 65], [66, 68, 74, 77, 69, 70, 79, 78, 72, 71, 73, 80, 84, 82, 75, 86, 76, 83, 87, 85, 88]]
127: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 4, 7, 12, 11, 3, 10, 13, 27, 21, 8, 14, 25, 17, 19], [61, 15, 20, 18, 16, 49, 26, 29, 28, 31, 30, 53, 34, 38, 50, 42, 32, 39, 37, 40, 51, 35], [33, 46, 41, 45, 43, 44, 54, 47, 56, 57, 52, 48, 55, 58, 59, 62, 60, 63, 72, 64, 76, 66], [68, 67, 65, 79, 70, 71, 69, 73, 74, 77, 75, 78, 82, 81, 80, 84, 87, 83, 85, 86, 88]]
128: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 13, 15, 10, 7, 30, 8, 9, 14, 27, 12, 11, 16, 18], [29, 21, 20, 17, 35, 19, 31, 25, 26, 44, 43, 33, 42, 56, 37, 28, 32, 41, 38, 34, 45, 39, 63], [40, 54, 46, 47, 49, 57, 51, 60, 48, 53, 52, 50, 55, 58, 62, 59, 61, 65, 68, 66, 64], [67, 78, 69, 71, 74, 70, 75, 72, 76, 79, 77, 87, 83, 73, 80, 86, 88, 81, 82, 84, 85]]
129: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 11, 7, 8, 28, 17, 9, 14, 10, 13, 15, 20], [26, 16, 18, 27, 12, 29, 21, 19, 25, 30, 31, 61, 59, 39, 41, 46, 35, 33, 34, 32, 37, 44, 40], [42, 47, 63, 38, 45, 49, 48, 43, 52, 55, 50, 54, 51, 53, 56, 57, 58, 60, 62, 64, 77, 66, 65], [74, 71, 67, 68, 70, 78, 76, 73, 75, 69, 72, 79, 84, 81, 80, 86, 83, 82, 87, 85, 88]]
130: [[36, 6, 22, 23, 24, 3, 1, 2, 7, 4, 5, 9, 15, 11, 8, 14, 10, 12, 40, 13, 29, 16, 30], [17, 21, 18, 20, 19, 25, 26, 27, 28, 55, 31, 45, 41, 53, 33, 32, 37, 39, 35, 43], [38, 58, 44, 50, 34, 46, 59, 60, 62, 42, 54, 47, 48, 51, 63, 52, 49, 56, 61, 57, 65, 64, 76, 67], [71, 68, 69, 72, 66, 70, 73, 74, 75, 79, 77, 78, 84, 81, 80, 86, 83, 82, 85, 87, 88]]
131: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 9, 11, 4, 13, 7, 15, 8, 14, 12, 10, 19, 17, 27], [26, 16, 53, 18, 21, 25, 20, 28, 59, 51, 57, 29, 34, 31, 33, 39, 43, 42, 45, 32, 37, 41], [44, 35, 38, 47, 46, 49, 40, 56, 52, 48, 50, 61, 54, 55, 62, 60, 63, 58, 30, 67, 68, 65, 64], [69, 66, 70, 76, 79, 71, 78, 74, 75, 72, 73, 77, 82, 81, 80, 86, 83, 85, 87, 84, 88]]
132: [[36, 6, 22, 23, 8, 9, 2, 7, 1, 4, 10, 14, 12, 18, 15, 17, 3, 28, 5, 13, 20, 11, 35], [16, 19, 59, 24, 21, 27, 29, 38, 57, 32, 51, 40, 26, 25, 30, 60, 56, 41, 43, 39, 44, 34, 58], [37, 31, 47, 33, 46, 45, 55, 48, 49, 53, 42, 50, 63, 52, 54, 61, 62, 66, 65, 68, 64], [71, 69, 70, 72, 74, 67, 73, 78, 76, 77, 75, 87, 84, 80, 85, 79, 83, 86, 81, 82, 88]]
133: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 14, 13, 7, 9, 26, 11, 8, 30, 12, 20, 15, 17, 10], [19, 18, 16, 27, 21, 25, 59, 28, 55, 29, 35, 31, 45, 38, 32, 40, 34, 46, 37, 41, 33], [43, 44, 47, 42, 50, 51, 39, 52, 53, 49, 48, 56, 60, 61, 57, 54, 58, 62, 63, 67, 65, 64, 74], [68, 71, 66, 69, 78, 70, 72, 76, 75, 73, 77, 79, 82, 81, 84, 80, 83, 87, 85, 86, 88]]
134: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 3, 11, 4, 13, 15, 7, 10, 14, 12, 8, 16, 20, 18, 19], [17, 27, 26, 21, 25, 28, 29, 58, 55, 46, 49, 45, 44, 57, 47, 30, 31, 38, 41, 32, 35, 40], [33, 39, 34, 54, 37, 42, 50, 63, 43, 48, 51, 53, 52, 56, 60, 61, 59, 62, 64, 65, 82, 67], [68, 70, 66, 77, 69, 71, 74, 75, 79, 72, 76, 73, 78, 81, 80, 86, 83, 84, 87, 85, 88]]
135: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 13, 7, 8, 26, 9, 11, 29, 10, 17, 12, 14, 18, 15, 19], [31, 20, 16, 27, 49, 62, 21, 46, 25, 28, 33, 63, 53, 48, 50, 35, 30, 60, 34, 32], [37, 38, 42, 45, 44, 40, 57, 55, 39, 41, 43, 52, 54, 47, 61, 51, 59, 56, 58, 72, 68, 64, 66], [74, 67, 73, 78, 65, 70, 71, 69, 75, 76, 79, 77, 83, 81, 80, 84, 85, 87, 82, 86, 88]]
136: [[36, 6, 22, 23, 24, 9, 16, 34, 5, 4, 1, 15, 3, 2, 8, 11, 26, 12, 14, 7, 10, 13], [18, 19, 17, 20, 21, 27, 25, 29, 31, 30, 28, 38, 35, 39, 40, 43, 32, 42, 37, 33, 41, 51], [44, 46, 47, 49, 52, 62, 45, 56, 57, 53, 50, 58, 54, 55, 48, 60, 59, 61, 63, 65, 68, 84, 64], [73, 72, 67, 74, 78, 70, 79, 66, 69, 71, 77, 75, 82, 81, 76, 86, 83, 80, 87, 85, 88]]
137: [[36, 6, 22, 23, 24, 9, 1, 4, 5, 2, 7, 3, 14, 10, 11, 12, 8, 13, 15, 18, 16, 21, 17], [48, 19, 20, 26, 28, 27, 30, 52, 54, 60, 25, 62, 53, 32, 33, 61, 40, 35, 29, 31, 37, 42], [45, 38, 34, 44, 63, 57, 39, 46, 43, 47, 41, 51, 50, 49, 59, 55, 56, 58, 64, 71, 72, 65], [68, 75, 69, 70, 74, 66, 67, 73, 77, 76, 78, 79, 81, 83, 80, 82, 86, 88, 87, 84, 85]]
138: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 7, 15, 9, 14, 10, 8, 12, 13, 17, 11, 19, 16, 20], [21, 30, 26, 18, 25, 29, 31, 28, 27, 61, 35, 59, 42, 37, 34, 55, 32, 33, 39, 40, 41, 43], [45, 46, 38, 60, 48, 56, 52, 44, 49, 54, 47, 51, 53, 58, 62, 50, 63, 57, 66, 64, 80, 77], [65, 69, 72, 79, 70, 75, 67, 68, 73, 74, 76, 71, 82, 88, 78, 85, 84, 83, 86, 87, 81]]
139: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 10, 15, 12, 9, 7, 13, 8, 11, 14, 20, 17, 16, 18], [53, 31, 19, 21, 25, 30, 26, 60, 43, 28, 62, 27, 29, 63, 32, 33, 35, 38, 39, 37], [46, 40, 41, 42, 34, 45, 57, 54, 44, 55, 47, 48, 49, 51, 59, 56, 50, 52, 61, 58, 66, 73, 64, 68], [70, 75, 67, 77, 71, 65, 69, 74, 78, 72, 76, 79, 84, 88, 81, 82, 80, 87, 83, 85, 86]]
140: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 4, 14, 13, 8, 15, 12, 3, 10, 7, 11, 18, 16, 49, 20], [26, 21, 19, 25, 17, 31, 50, 58, 61, 27, 28, 60, 53, 43, 29, 30, 54, 46, 34, 32, 38, 35, 33, 40], [39, 37, 48, 42, 41, 51, 44, 45, 47, 52, 55, 59, 56, 57, 63, 62, 65, 66, 64, 67], [73, 69, 70, 77, 74, 68, 75, 78, 72, 79, 76, 86, 71, 84, 81, 87, 80, 83, 82, 85, 88]]
141: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 4, 15, 7, 3, 13, 8, 10, 11, 12, 14, 17, 19, 25], [16, 18, 20, 21, 26, 27, 61, 31, 28, 29, 30, 43, 46, 35, 33, 38, 34, 41, 39, 44, 42, 37], [45, 40, 32, 47, 48, 53, 57, 49, 50, 55, 51, 52, 54, 56, 62, 60, 58, 63, 59, 65, 68, 67, 64], [66, 76, 78, 69, 72, 70, 79, 71, 75, 73, 77, 74, 83, 81, 80, 86, 85, 84, 82, 87, 88]]
142: [[36, 6, 22, 23, 24, 3, 16, 2, 7, 4, 5, 13, 1, 10, 19, 8, 26, 12, 9, 14, 11, 15, 21], [27, 17, 18, 20, 63, 29, 28, 31, 25, 33, 46, 35, 30, 40, 43, 58, 51, 62, 37, 32, 38, 34], [39, 41, 61, 50, 42, 45, 48, 47, 44, 55, 49, 54, 52, 56, 53, 59, 57, 60, 66, 65, 69, 67], [64, 70, 71, 73, 78, 68, 72, 77, 75, 76, 74, 79, 86, 81, 80, 84, 87, 82, 83, 85, 88]]
143: [[36, 6, 22, 23, 25, 1, 3, 2, 5, 4, 9, 13, 15, 8, 11, 7, 10, 12, 49, 16, 14, 20], [19, 17, 21, 24, 18, 26, 57, 62, 56, 37, 43, 59, 27, 28, 29, 30, 41, 31, 35, 39, 33, 45], [34, 52, 32, 38, 42, 40, 54, 44, 46, 47, 48, 50, 60, 51, 58, 53, 55, 63, 61, 67, 65, 64, 72], [66, 70, 68, 79, 69, 71, 73, 75, 77, 76, 74, 78, 81, 80, 86, 82, 87, 83, 84, 85, 88]]
144: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 11, 14, 8, 7, 9, 15, 10, 12, 30, 13, 26, 19, 25], [16, 20, 21, 17, 27, 18, 52, 60, 28, 57, 29, 31, 32, 56, 42, 51, 33, 37, 34, 38, 39, 35, 40], [41, 61, 44, 45, 43, 46, 47, 50, 49, 48, 55, 53, 59, 58, 62, 63, 54, 70, 64, 65, 68], [67, 66, 78, 69, 75, 73, 71, 74, 72, 77, 76, 86, 79, 81, 84, 85, 82, 80, 87, 83, 88]]
145: [[36, 6, 22, 23, 24, 1, 17, 2, 5, 4, 13, 14, 15, 8, 9, 3, 12, 7, 11, 25, 21, 26], [16, 18, 19, 29, 62, 28, 27, 32, 20, 31, 56, 30, 58, 63, 34, 33, 35, 37, 39, 40, 42, 41], [44, 43, 45, 47, 55, 54, 38, 46, 52, 51, 49, 48, 50, 59, 53, 61, 57, 65, 60, 64, 69, 66, 10], [73, 68, 71, 78, 67, 70, 74, 76, 75, 72, 79, 77, 83, 81, 80, 84, 82, 85, 86, 87, 88]]
146: [[36, 6, 22, 23, 24, 3, 16, 4, 7, 2, 33, 1, 15, 14, 10, 8, 12, 13, 25, 5, 9, 11, 57], [19, 17, 18, 21, 20, 30, 27, 26, 28, 42, 31, 32, 29, 40, 51, 43, 48, 38, 35, 37, 41, 34], [45, 47, 46, 50, 52, 56, 44, 58, 60, 39, 59, 53, 54, 62, 49, 63, 55, 61, 66, 64, 82, 69], [65, 70, 71, 67, 74, 72, 68, 77, 75, 76, 73, 78, 79, 85, 81, 84, 80, 86, 83, 87, 88]]
147: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 4, 3, 31, 7, 8, 13, 14, 11, 10, 15, 16, 26, 17], [21, 18, 19, 20, 25, 27, 59, 28, 29, 62, 30, 56, 34, 37, 39, 47, 45, 33, 41, 12, 42, 35], [46, 32, 43, 44, 50, 40, 52, 38, 49, 51, 55, 48, 63, 58, 53, 54, 57, 60, 61, 65, 64, 76, 68], [67, 66, 71, 70, 69, 73, 74, 79, 72, 75, 78, 77, 83, 81, 86, 84, 85, 80, 82, 87, 88]]
148: [[36, 6, 22, 23, 24, 1, 17, 2, 5, 4, 12, 14, 7, 9, 11, 3, 13, 8, 15, 10, 18, 20], [19, 16, 31, 29, 58, 21, 25, 26, 27, 61, 56, 54, 53, 47, 28, 44, 38, 49, 35, 40, 41, 30], [32, 42, 33, 34, 37, 43, 39, 46, 50, 45, 51, 48, 59, 52, 55, 60, 57, 62, 63, 66, 65, 67, 64], [75, 68, 71, 73, 69, 74, 70, 77, 78, 76, 72, 79, 81, 80, 85, 82, 83, 84, 87, 86, 88]]
149: [[36, 6, 22, 23, 24, 3, 5, 2, 1, 4, 15, 10, 7, 13, 11, 12, 8, 14, 21, 26, 25, 29], [17, 16, 19, 28, 18, 30, 27, 20, 53, 58, 41, 31, 40, 32, 62, 33, 57, 34, 37, 35, 38, 42, 39], [45, 43, 44, 46, 51, 47, 61, 55, 54, 48, 49, 50, 60, 56, 52, 59, 63, 64, 66, 65, 9, 69], [67, 68, 75, 72, 70, 71, 79, 76, 82, 74, 73, 77, 87, 83, 80, 78, 85, 86, 81, 84, 88]]
150: [[36, 6, 22, 23, 24, 3, 2, 1, 4, 5, 15, 8, 7, 11, 12, 13, 16, 31, 25, 9, 21, 20, 18], [19, 26, 28, 54, 17, 30, 27, 34, 63, 40, 14, 57, 35, 41, 37, 42, 48, 43, 33, 39, 29, 38], [45, 46, 47, 49, 32, 61, 44, 53, 51, 50, 52, 55, 62, 58, 59, 81, 56, 60, 64, 69, 68, 10], [65, 71, 66, 74, 67, 70, 77, 78, 73, 72, 76, 79, 84, 80, 82, 85, 83, 75, 87, 86, 88]]
151: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 13, 7, 8, 9, 10, 12, 11, 28, 14, 20, 17], [29, 15, 19, 16, 27, 26, 18, 21, 31, 25, 61, 44, 59, 35, 37, 51, 34, 33, 38, 49, 32, 43, 63], [30, 39, 40, 41, 42, 45, 62, 46, 48, 50, 52, 53, 47, 54, 56, 57, 55, 58, 60, 66, 68, 81, 65], [67, 64, 69, 79, 71, 74, 70, 72, 73, 75, 77, 76, 78, 87, 80, 84, 82, 83, 86, 85, 88]]
152: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 7, 15, 8, 10, 11, 13, 9, 14, 30, 12, 27, 16], [18, 21, 25, 17, 28, 19, 20, 26, 60, 61, 44, 31, 29, 34, 62, 32, 33, 42, 35, 38, 58, 37], [40, 47, 39, 43, 41, 45, 57, 49, 51, 52, 48, 46, 55, 56, 50, 53, 54, 59, 63, 66, 68, 64, 73], [67, 78, 65, 69, 77, 70, 75, 71, 72, 74, 76, 79, 87, 80, 81, 85, 82, 88, 83, 84, 86]]
