0: [[18], [5, 1, 13, 23], [2, 12, 22], [4, 20, 15, 3, 14], [7, 31], [28], [26, 59, 8], [17, 50], [16, 6, 9, 10], [21, 24, 34, 39], [29, 25, 55, 11], [19, 27, 58, 30, 32], [33, 35], [46, 36], [42, 44, 40], [47, 45, 54, 37], [38, 49], [56, 41], [48, 51], [52, 62, 43], [53, 63, 60, 57], [70, 74], [64, 66, 67, 78], [69, 61, 72], [65, 68], [73, 76], [75, 71, 77], [79, 82, 81], [80, 83], [87, 84, 86], [85, 88]]
102: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 37, 42, 40, 44, 47, 38, 62, 46, 52, 53, 43, 51, 57, 49, 50, 56, 63, 54, 55, 58, 60, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
103: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 38, 37, 44, 40, 47, 42, 45, 43, 55, 61, 56, 53, 46, 49, 48, 50, 60, 58, 57, 51, 54, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
104: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 46, 42, 44, 38, 37, 56, 40, 43, 45, 47, 55, 52, 53, 50, 49, 54, 57, 58, 51, 60, 61, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
105: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 46, 42, 37, 44, 38, 43, 40, 47, 45, 51, 60, 55, 50, 54, 49, 53, 52, 58, 56, 63, 57, 61, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
106: [[5, 36, 1, 2, 6, 16, 24, 28, 29, 23, 12, 13, 22], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 42, 38, 40, 44, 43, 47, 45, 55, 48, 49, 51, 58, 54, 60, 46, 50, 53, 61, 56, 62, 57, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
107: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 42, 38, 44, 46, 37, 63, 47, 43, 52, 60, 58, 48, 50, 56, 57, 53, 55, 49, 51, 54, 61, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
108: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 38, 37, 60, 42, 43, 46, 40, 62, 51, 54, 44, 47, 49, 53, 52, 50, 56, 58, 57, 55, 63, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
109: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 38, 37, 60, 40, 43, 42, 46, 47, 50, 54, 51, 58, 44, 49, 52, 61, 56, 57, 55, 53, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
110: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 42, 37, 44, 46, 43, 38, 47, 58, 51, 49, 50, 48, 54, 52, 57, 53, 63, 56, 55, 60, 62, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
111: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 38, 42, 37, 40, 44, 43, 47, 45, 51, 49, 60, 55, 48, 54, 56, 53, 46, 50, 61, 57, 58, 63, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
112: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 38, 42, 43, 37, 40, 45, 47, 60, 63, 50, 46, 51, 48, 54, 56, 58, 53, 49, 57, 55, 52, 62, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
113: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 42, 37, 54, 38, 46, 44, 51, 43, 55, 47, 49, 48, 52, 56, 53, 60, 50, 61, 62, 58, 57, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
114: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 38, 46, 40, 43, 52, 47, 50, 53, 44, 51, 56, 63, 49, 54, 61, 55, 58, 57, 60, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
115: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 42, 45, 40, 43, 46, 44, 60, 38, 63, 57, 51, 54, 56, 53, 47, 48, 49, 50, 55, 61, 58, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
116: [[5, 36, 1, 2, 6, 16, 24, 28, 29, 23, 12, 13, 22], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 38, 37, 40, 47, 44, 63, 56, 43, 53, 46, 55, 50, 51, 52, 54, 49, 57, 61, 62, 58, 60, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
117: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 42, 37, 38, 43, 46, 56, 44, 47, 50, 49, 55, 53, 58, 48, 62, 51, 61, 54, 52, 57, 60, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
118: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 38, 40, 46, 37, 47, 60, 42, 45, 43, 62, 53, 50, 55, 48, 51, 54, 58, 49, 56, 63, 52, 57, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
119: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 37, 42, 46, 40, 38, 45, 47, 43, 63, 51, 48, 49, 50, 54, 57, 52, 53, 55, 56, 58, 60, 62, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
120: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 41, 33, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 42, 43, 44, 38, 40, 47, 45, 63, 51, 46, 50, 48, 54, 56, 53, 61, 49, 57, 55, 60, 62, 58, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
121: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 38, 37, 40, 43, 63, 44, 46, 47, 60, 49, 42, 55, 52, 50, 53, 56, 51, 62, 54, 58, 57, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
122: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 37, 38, 40, 44, 43, 46, 58, 42, 49, 51, 47, 50, 52, 55, 53, 56, 54, 57, 60, 63, 61, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
123: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 38, 42, 40, 44, 47, 46, 43, 50, 54, 45, 49, 48, 56, 53, 55, 51, 58, 57, 60, 62, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
124: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 40, 42, 45, 38, 44, 43, 46, 58, 47, 61, 50, 48, 49, 53, 57, 54, 51, 62, 56, 60, 55, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
125: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 37, 38, 40, 42, 43, 45, 47, 46, 55, 51, 49, 50, 48, 54, 52, 56, 53, 58, 60, 63, 57, 61, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
126: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 41, 33, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 40, 38, 46, 43, 44, 47, 51, 52, 50, 54, 53, 57, 49, 61, 58, 56, 55, 60, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
127: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 37, 38, 42, 43, 40, 45, 47, 50, 58, 53, 54, 61, 46, 48, 49, 60, 51, 55, 52, 57, 62, 56, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
128: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 37, 38, 42, 46, 40, 43, 45, 61, 47, 63, 52, 53, 51, 48, 49, 54, 50, 55, 57, 56, 60, 58, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
129: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 38, 40, 43, 44, 60, 46, 61, 53, 47, 55, 56, 49, 50, 54, 63, 51, 57, 58, 52, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
130: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 44, 46, 38, 40, 42, 43, 50, 63, 45, 51, 47, 55, 53, 58, 48, 49, 56, 54, 61, 57, 62, 60, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
131: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 46, 38, 37, 53, 42, 47, 43, 56, 44, 48, 54, 45, 49, 52, 50, 51, 55, 60, 57, 63, 61, 62, 58, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
132: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 38, 45, 44, 37, 40, 46, 47, 60, 48, 42, 43, 50, 49, 54, 51, 55, 56, 58, 53, 57, 61, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
133: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 42, 38, 40, 47, 43, 44, 46, 45, 60, 58, 53, 56, 50, 48, 49, 51, 54, 63, 55, 57, 61, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
134: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 38, 37, 40, 46, 43, 44, 53, 47, 56, 49, 50, 52, 55, 57, 51, 60, 54, 62, 58, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
135: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 44, 37, 38, 40, 47, 43, 60, 54, 62, 46, 51, 50, 49, 53, 52, 57, 56, 55, 61, 58, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
136: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 38, 40, 43, 60, 51, 46, 55, 49, 44, 47, 52, 50, 53, 56, 54, 57, 58, 61, 63, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
137: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 42, 46, 37, 38, 44, 55, 43, 47, 53, 58, 49, 48, 50, 51, 52, 54, 60, 57, 62, 56, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
138: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 37, 42, 43, 45, 38, 46, 40, 47, 63, 50, 48, 51, 54, 49, 56, 52, 53, 55, 57, 61, 58, 60, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
139: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 42, 38, 43, 44, 40, 46, 47, 45, 49, 54, 48, 51, 56, 53, 58, 55, 60, 50, 57, 61, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
140: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 38, 42, 44, 46, 40, 52, 37, 62, 43, 60, 57, 54, 50, 49, 53, 51, 47, 55, 56, 58, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
141: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 42, 38, 53, 40, 43, 45, 44, 49, 57, 46, 51, 54, 47, 48, 63, 50, 58, 56, 55, 60, 62, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
142: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 46, 42, 43, 37, 44, 45, 38, 60, 63, 50, 47, 55, 48, 54, 56, 51, 53, 49, 57, 58, 52, 61, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
143: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 38, 44, 40, 43, 50, 46, 57, 37, 51, 52, 63, 47, 49, 54, 53, 55, 61, 56, 58, 62, 60, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
144: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 46, 42, 44, 48, 37, 47, 45, 57, 51, 62, 49, 43, 38, 53, 50, 58, 52, 54, 60, 56, 63, 61, 55, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
145: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 38, 42, 50, 46, 44, 40, 47, 45, 43, 56, 49, 48, 54, 51, 57, 53, 58, 60, 61, 55, 63, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
146: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 42, 37, 38, 43, 44, 47, 63, 58, 54, 50, 52, 46, 56, 49, 51, 55, 53, 48, 60, 57, 61, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
147: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 38, 42, 37, 40, 45, 47, 43, 46, 50, 55, 63, 44, 54, 48, 53, 61, 49, 51, 57, 56, 58, 60, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
148: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 40, 42, 44, 38, 43, 47, 45, 49, 48, 60, 55, 51, 54, 56, 53, 46, 50, 63, 57, 62, 58, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
149: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 38, 40, 44, 47, 43, 57, 60, 46, 49, 52, 50, 51, 55, 53, 54, 61, 56, 62, 58, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
150: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 41, 33, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 38, 44, 43, 40, 47, 46, 42, 45, 50, 48, 51, 63, 53, 55, 49, 54, 56, 57, 61, 60, 62, 58, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
151: [[5, 36, 1, 2, 6, 16, 24, 28, 29, 23, 12, 13, 22], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 38, 37, 42, 44, 46, 43, 40, 61, 47, 54, 51, 52, 50, 55, 58, 53, 56, 60, 49, 62, 57, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
152: [[5, 36, 1, 2, 6, 16, 24, 28, 29, 23, 12, 13, 22], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 44, 43, 40, 47, 37, 38, 46, 51, 50, 53, 49, 54, 52, 56, 60, 55, 61, 57, 58, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
