0: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41], [51, 35], [32, 33, 40, 34, 37], [38, 42], [47, 44, 36, 43], [45, 55, 63, 52], [46, 61, 48], [49, 50, 53, 54], [56, 59, 57], [58, 62, 66], [74, 83, 64, 65], [71, 67, 76], [68], [69, 70, 72], [79, 75, 73, 77, 78, 80, 81, 82, 87], [84, 85, 86, 88]]
102: [[10, 22, 9, 39], [2, 4, 3], [5, 1], [15, 7, 14, 6], [8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18, 16, 31], [23, 29, 26, 25, 28, 60], [30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
103: [[10, 22, 9], [39, 2], [4, 3, 5, 1], [15, 7], [14, 6, 8], [27, 11, 13, 12], [24, 19, 17, 21], [20, 18, 16], [31, 23, 29], [26], [25, 28, 60], [30, 41, 51, 35], [32], [33, 40], [34, 37, 38, 42], [47, 44, 36, 43], [45, 55, 63], [52, 46, 61, 48], [49, 50, 53, 54], [56, 59, 57], [58, 62, 66], [74, 83], [64, 65, 71], [67, 76, 68, 69], [70, 72, 79], [75, 73, 77, 78], [80, 81, 82, 87], [84, 85, 86, 88]]
104: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21, 20], [18, 16], [31, 23, 29], [26, 25, 28], [60, 30], [41, 51], [35, 32, 33], [40, 34, 37, 38, 42, 47, 44, 36, 43, 45], [55, 63], [52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
105: [[10, 22], [9, 39], [2, 4, 3], [5, 1, 15], [7, 14, 6], [8, 27, 11], [13, 12], [24, 19, 17], [21], [20, 18], [16, 31, 23, 29], [26, 25, 28], [60, 30, 41], [51, 35, 32], [33, 40, 34, 37], [38, 42, 47, 44], [36, 43, 45], [55, 63, 52, 46], [61, 48, 49], [50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64], [65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
106: [[10, 22, 9, 39, 2], [4, 3], [5, 1, 15, 7], [14, 6, 8, 27], [11, 13, 12], [24, 19, 17, 21], [20, 18, 16], [31, 23, 29, 26], [25, 28, 60], [30, 41, 51], [35, 32, 33], [40, 34, 37, 38], [42, 47, 44, 36], [43, 45, 55], [63], [52, 46, 61, 48], [49, 50, 53, 54], [56, 59, 57], [58, 62, 66, 74], [83, 64, 65, 71, 67], [76, 68, 69, 70], [72, 79, 75, 73, 77], [78, 80, 81, 82, 87], [84, 85, 86], [88]]
107: [[10, 22, 9], [39, 2, 4], [3, 5, 1], [15, 7, 14], [6, 8, 27], [11, 13, 12], [24, 19, 17], [21, 20], [18, 16, 31], [23, 29, 26], [25, 28, 60], [30, 41, 51], [35, 32], [33, 40, 34, 37], [38, 42, 47, 44], [36, 43, 45], [55, 63, 52, 46], [61, 48, 49], [50, 53, 54], [56, 59, 57], [58, 62, 66], [74, 83, 64, 65], [71, 67, 76, 68], [69, 70, 72, 79], [75, 73, 77], [78, 80, 81, 82], [87, 84, 85], [86, 88]]
108: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27], [11, 13, 12, 24, 19], [17, 21, 20, 18], [16, 31], [23, 29, 26, 25], [28, 60, 30], [41, 51, 35, 32], [33, 40], [34, 37, 38, 42], [47, 44, 36, 43, 45], [55, 63, 52, 46, 61], [48, 49], [50, 53, 54, 56], [59, 57, 58, 62], [66, 74], [83, 64, 65, 71], [67, 76, 68, 69], [70, 72, 79], [75, 73], [77, 78, 80, 81, 82, 87, 84, 85], [86, 88]]
109: [[10, 22, 9], [39, 2], [4, 3, 5], [1, 15, 7], [14, 6, 8, 27], [11, 13, 12, 24], [19, 17, 21, 20], [18, 16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51], [35, 32, 33, 40], [34, 37, 38], [42, 47, 44], [36, 43, 45], [55, 63, 52], [46, 61, 48, 49], [50, 53, 54], [56, 59], [57, 58], [62, 66, 74, 83], [64, 65, 71, 67], [76, 68, 69, 70], [72, 79, 75, 73], [77, 78], [80, 81, 82], [87, 84], [85, 86, 88]]
110: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15], [7, 14], [6, 8, 27], [11, 13, 12, 24], [19, 17, 21, 20], [18, 16, 31], [23], [29, 26, 25], [28, 60, 30, 41], [51, 35, 32], [33, 40], [34, 37, 38, 42, 47], [44, 36], [43, 45, 55, 63], [52, 46, 61], [48, 49, 50], [53, 54], [56, 59, 57], [58, 62], [66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
111: [[10, 22], [9, 39], [2, 4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21, 20], [18, 16, 31], [23, 29, 26, 25], [28, 60, 30], [41, 51, 35], [32, 33], [40, 34, 37], [38, 42, 47, 44], [36, 43, 45, 55], [63, 52, 46], [61, 48, 49, 50], [53, 54, 56, 59], [57, 58, 62, 66], [74, 83, 64, 65], [71, 67, 76, 68], [69, 70], [72, 79, 75], [73, 77, 78, 80], [81, 82, 87, 84], [85, 86, 88]]
112: [[10, 22, 9, 39], [2, 4], [3, 5, 1], [15, 7, 14, 6], [8, 27, 11], [13, 12, 24], [19, 17, 21, 20, 18, 16, 31], [23, 29, 26, 25, 28, 60, 30], [41], [51, 35, 32, 33, 40, 34, 37], [38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
113: [[10, 22], [9, 39], [2, 4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19], [17, 21, 20], [18, 16, 31, 23], [29, 26, 25], [28, 60], [30, 41, 51, 35, 32], [33, 40, 34], [37, 38, 42, 47], [44, 36, 43, 45, 55], [63, 52, 46], [61, 48, 49, 50], [53, 54, 56], [59, 57, 58], [62, 66, 74, 83], [64, 65, 71], [67], [76, 68, 69], [70, 72, 79, 75], [73, 77], [78, 80, 81, 82], [87, 84], [85, 86, 88]]
114: [[10, 22], [9, 39], [2, 4, 3, 5], [1, 15, 7], [14, 6, 8, 27], [11, 13, 12], [24, 19, 17], [21, 20, 18], [16, 31, 23], [29, 26, 25], [28, 60, 30, 41], [51, 35, 32], [33, 40, 34], [37, 38, 42], [47, 44, 36, 43], [45, 55, 63, 52], [46, 61, 48, 49], [50, 53, 54], [56, 59, 57, 58], [62, 66, 74], [83, 64, 65, 71], [67, 76, 68], [69, 70, 72], [79, 75], [73, 77, 78], [80, 81, 82, 87], [84, 85, 86, 88]]
115: [[10, 22], [9, 39], [2, 4, 3], [5, 1, 15], [7, 14, 6], [8, 27], [11, 13, 12], [24, 19], [17, 21, 20, 18], [16, 31, 23, 29], [26, 25, 28], [60, 30], [41, 51], [35, 32, 33], [40, 34, 37, 38], [42, 47, 44, 36, 43], [45, 55, 63], [52], [46, 61, 48], [49, 50, 53, 54], [56, 59, 57], [58, 62], [66, 74, 83], [64, 65, 71, 67], [76, 68, 69], [70, 72, 79, 75], [73, 77, 78], [80], [81, 82, 87], [84, 85, 86, 88]]
116: [[10, 22, 9], [39, 2, 4, 3], [5, 1, 15, 7], [14, 6, 8, 27], [11, 13, 12], [24, 19, 17], [21, 20, 18, 16, 31], [23, 29, 26, 25], [28, 60, 30, 41], [51, 35, 32], [33, 40, 34], [37, 38, 42, 47], [44, 36], [43, 45], [55, 63, 52], [46, 61, 48, 49], [50, 53, 54], [56, 59], [57, 58, 62], [66, 74, 83, 64], [65, 71, 67], [76, 68, 69, 70], [72, 79, 75, 73], [77, 78, 80], [81, 82, 87], [84, 85], [86, 88]]
117: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11, 13], [12, 24, 19], [17, 21], [20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30, 41], [51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63], [52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
118: [[10, 22, 9], [39, 2], [4, 3, 5, 1], [15, 7, 14, 6], [8, 27, 11, 13], [12, 24, 19], [17, 21, 20, 18], [16, 31], [23, 29, 26, 25], [28, 60, 30, 41], [51, 35, 32], [33, 40, 34, 37], [38, 42, 47], [44, 36], [43, 45, 55], [63, 52, 46, 61], [48, 49, 50, 53], [54, 56, 59], [57, 58, 62], [66, 74, 83], [64, 65, 71, 67], [76, 68, 69, 70], [72, 79, 75, 73], [77, 78], [80, 81, 82, 87], [84, 85, 86, 88]]
119: [[10, 22, 9], [39, 2, 4, 3], [5, 1, 15, 7, 14], [6, 8], [27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29, 26, 25, 28, 60], [30, 41, 51], [35, 32, 33, 40, 34], [37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69], [70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
120: [[10, 22, 9], [39, 2, 4, 3], [5, 1, 15, 7], [14, 6, 8, 27, 11, 13, 12, 24, 19, 17], [21, 20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51, 35, 32], [33, 40, 34, 37, 38], [42, 47], [44, 36, 43, 45, 55, 63], [52, 46, 61, 48], [49, 50, 53, 54, 56, 59, 57], [58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
121: [[10, 22, 9], [39, 2], [4, 3, 5], [1, 15], [7, 14, 6, 8], [27, 11, 13, 12], [24, 19, 17, 21], [20, 18, 16, 31], [23, 29, 26, 25], [28, 60, 30], [41, 51, 35, 32], [33, 40, 34, 37], [38, 42, 47, 44], [36, 43, 45, 55], [63, 52, 46], [61, 48], [49, 50], [53, 54, 56, 59], [57, 58, 62], [66, 74, 83], [64, 65, 71], [67, 76, 68, 69], [70, 72, 79], [75], [73, 77, 78], [80, 81, 82, 87], [84, 85, 86, 88]]
122: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14, 6], [8, 27, 11, 13, 12], [24, 19], [17, 21], [20, 18, 16, 31], [23, 29, 26, 25], [28, 60, 30], [41, 51, 35, 32, 33], [40, 34, 37], [38, 42, 47, 44, 36], [43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77], [78, 80, 81, 82, 87, 84, 85, 86, 88]]
123: [[10, 22], [9, 39, 2], [4, 3, 5, 1], [15, 7, 14, 6], [8, 27, 11], [13, 12, 24], [19, 17, 21, 20], [18, 16, 31], [23, 29, 26, 25], [28, 60, 30, 41, 51], [35, 32, 33, 40], [34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59], [57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
124: [[10, 22, 9, 39], [2, 4, 3], [5, 1, 15, 7], [14, 6], [8, 27], [11, 13, 12], [24, 19, 17, 21], [20, 18, 16], [31, 23, 29], [26], [25, 28, 60], [30, 41, 51], [35, 32], [33, 40, 34], [37, 38], [42, 47, 44, 36], [43, 45, 55, 63], [52, 46, 61, 48], [49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86], [88]]
125: [[10, 22], [9, 39, 2], [4, 3, 5], [1, 15, 7, 14], [6, 8, 27], [11, 13], [12, 24, 19], [17, 21, 20], [18, 16, 31], [23, 29, 26, 25], [28, 60, 30, 41], [51, 35, 32, 33], [40, 34, 37], [38, 42, 47, 44], [36, 43, 45, 55, 63], [52, 46], [61, 48, 49, 50, 53, 54, 56, 59, 57], [58], [62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
126: [[10, 22], [9, 39], [2, 4, 3, 5], [1, 15, 7, 14], [6, 8], [27, 11, 13, 12], [24, 19], [17, 21, 20, 18], [16, 31, 23, 29], [26, 25, 28], [60, 30, 41], [51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50], [53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
127: [[10, 22], [9, 39, 2], [4, 3, 5], [1, 15, 7], [14, 6, 8, 27], [11, 13], [12, 24, 19], [17, 21, 20, 18], [16, 31, 23, 29], [26, 25], [28, 60, 30], [41, 51, 35, 32], [33, 40, 34, 37], [38, 42, 47, 44], [36, 43, 45], [55, 63, 52, 46], [61, 48, 49], [50, 53], [54, 56, 59, 57], [58, 62, 66, 74], [83, 64, 65], [71, 67, 76], [68, 69, 70, 72], [79, 75, 73, 77], [78, 80, 81], [82, 87, 84, 85], [86, 88]]
128: [[10, 22], [9, 39, 2], [4, 3, 5], [1, 15], [7], [14, 6, 8], [27, 11, 13, 12], [24, 19, 17, 21], [20, 18], [16, 31, 23, 29], [26, 25], [28, 60, 30, 41], [51, 35, 32, 33], [40, 34, 37, 38], [42, 47, 44, 36], [43, 45], [55, 63], [52, 46, 61, 48], [49, 50, 53, 54], [56, 59, 57], [58, 62, 66], [74, 83], [64, 65, 71], [67, 76, 68, 69], [70, 72, 79, 75, 73], [77, 78], [80, 81, 82, 87, 84], [85, 86, 88]]
129: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7], [14, 6, 8, 27], [11], [13, 12, 24], [19, 17, 21, 20], [18, 16, 31], [23, 29], [26, 25, 28, 60, 30], [41, 51], [35, 32, 33, 40], [34, 37, 38, 42], [47, 44, 36], [43, 45, 55, 63], [52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
130: [[10, 22], [9, 39], [2, 4, 3], [5, 1, 15, 7], [14, 6, 8], [27, 11, 13], [12, 24, 19, 17], [21, 20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30], [41, 51, 35, 32], [33, 40, 34], [37, 38, 42], [47, 44, 36], [43, 45, 55, 63], [52, 46, 61, 48], [49, 50, 53, 54], [56], [59, 57, 58, 62], [66, 74, 83, 64], [65, 71, 67, 76], [68, 69, 70, 72], [79, 75, 73], [77, 78, 80, 81, 82], [87, 84, 85, 86, 88]]
131: [[10, 22, 9, 39, 2], [4, 3, 5, 1], [15, 7, 14, 6], [8, 27, 11, 13], [12, 24, 19, 17, 21, 20, 18, 16, 31, 23, 29, 26, 25, 28, 60, 30, 41], [51, 35, 32, 33, 40, 34, 37, 38, 42, 47], [44, 36, 43, 45, 55, 63, 52, 46, 61, 48], [49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
132: [[10, 22], [9, 39, 2], [4, 3, 5], [1, 15], [7, 14, 6], [8, 27], [11, 13, 12], [24, 19], [17, 21, 20], [18, 16, 31], [23, 29, 26, 25, 28], [60, 30, 41, 51, 35], [32, 33], [40, 34, 37], [38, 42, 47, 44], [36, 43, 45, 55], [63, 52, 46, 61], [48, 49, 50, 53], [54, 56, 59], [57, 58, 62], [66, 74], [83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79], [75, 73], [77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
133: [[10, 22, 9], [39, 2, 4, 3], [5, 1, 15], [7, 14], [6, 8, 27, 11, 13], [12, 24], [19, 17, 21, 20], [18, 16, 31], [23, 29, 26], [25, 28], [60, 30, 41], [51, 35, 32, 33, 40, 34, 37, 38, 42, 47], [44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53], [54, 56, 59, 57], [58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
134: [[10, 22, 9, 39], [2, 4], [3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12], [24, 19, 17, 21, 20], [18, 16], [31, 23, 29, 26], [25, 28, 60], [30, 41, 51], [35, 32], [33, 40, 34], [37, 38, 42, 47, 44, 36, 43, 45, 55, 63], [52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62], [66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
135: [[10, 22, 9, 39, 2], [4, 3], [5, 1, 15, 7], [14], [6, 8, 27], [11, 13, 12, 24], [19, 17, 21], [20, 18], [16, 31, 23, 29, 26, 25, 28, 60, 30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55], [63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
136: [[10, 22, 9], [39, 2, 4, 3], [5, 1, 15, 7, 14], [6], [8, 27, 11], [13], [12, 24, 19], [17, 21], [20, 18, 16, 31], [23, 29, 26, 25], [28, 60, 30, 41, 51], [35, 32, 33, 40], [34, 37, 38], [42, 47, 44, 36], [43, 45, 55], [63, 52, 46], [61, 48, 49, 50], [53, 54], [56, 59, 57], [58, 62, 66, 74], [83, 64, 65, 71, 67], [76, 68, 69], [70, 72, 79], [75, 73, 77], [78, 80, 81, 82], [87, 84, 85, 86, 88]]
137: [[10, 22], [9, 39, 2], [4, 3, 5, 1], [15, 7, 14, 6], [8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31], [23, 29, 26, 25, 28, 60, 30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57], [58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
138: [[10, 22], [9, 39], [2, 4, 3], [5, 1, 15], [7, 14, 6, 8], [27, 11, 13], [12, 24, 19, 17], [21, 20, 18, 16], [31, 23, 29, 26], [25, 28, 60], [30, 41, 51], [35, 32], [33, 40, 34], [37, 38, 42], [47, 44, 36, 43], [45, 55, 63], [52, 46], [61, 48, 49], [50, 53, 54, 56], [59, 57, 58, 62], [66, 74, 83, 64], [65, 71, 67], [76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82], [87, 84, 85, 86, 88]]
139: [[10, 22], [9, 39], [2, 4, 3], [5, 1, 15], [7, 14], [6, 8, 27], [11, 13], [12, 24, 19, 17], [21, 20, 18, 16], [31, 23, 29], [26, 25, 28, 60], [30, 41, 51, 35], [32, 33, 40, 34], [37, 38, 42], [47, 44], [36, 43, 45, 55], [63, 52, 46], [61, 48, 49], [50, 53], [54, 56], [59, 57, 58, 62], [66, 74], [83, 64, 65], [71, 67, 76, 68], [69, 70, 72], [79], [75, 73, 77, 78], [80, 81, 82], [87, 84, 85], [86, 88]]
140: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14, 6, 8, 27], [11, 13, 12], [24, 19, 17, 21], [20, 18, 16, 31, 23], [29, 26, 25, 28, 60, 30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43], [45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
141: [[10, 22], [9, 39], [2, 4, 3], [5, 1], [15, 7, 14], [6, 8, 27], [11, 13], [12, 24, 19, 17], [21, 20, 18], [16, 31, 23, 29], [26, 25, 28, 60], [30, 41], [51, 35], [32, 33, 40], [34, 37, 38, 42], [47, 44, 36], [43, 45, 55], [63, 52, 46, 61], [48, 49, 50], [53, 54], [56, 59, 57], [58, 62, 66], [74, 83], [64, 65, 71, 67], [76, 68, 69, 70], [72, 79, 75, 73], [77, 78, 80], [81, 82], [87, 84, 85], [86, 88]]
142: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11, 13, 12], [24, 19, 17], [21, 20, 18, 16], [31, 23, 29, 26, 25], [28, 60], [30, 41], [51, 35, 32, 33], [40, 34, 37, 38], [42, 47, 44], [36, 43, 45, 55, 63], [52, 46, 61], [48, 49, 50, 53], [54, 56, 59], [57, 58, 62], [66, 74, 83, 64], [65, 71, 67], [76], [68, 69, 70], [72, 79, 75, 73], [77, 78, 80, 81], [82, 87, 84, 85, 86, 88]]
143: [[10, 22], [9, 39], [2, 4, 3], [5, 1, 15], [7, 14, 6], [8, 27], [11, 13, 12], [24, 19, 17], [21, 20, 18], [16, 31], [23, 29, 26, 25], [28, 60, 30, 41], [51, 35, 32, 33], [40, 34, 37, 38], [42, 47, 44], [36, 43, 45, 55], [63, 52, 46], [61, 48], [49, 50], [53, 54, 56, 59], [57, 58, 62, 66], [74, 83, 64, 65], [71, 67, 76, 68], [69, 70, 72, 79], [75, 73, 77], [78, 80, 81], [82, 87, 84], [85, 86, 88]]
144: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14, 6, 8], [27, 11], [13, 12], [24, 19, 17, 21], [20, 18, 16, 31], [23, 29, 26, 25], [28, 60, 30, 41], [51, 35, 32, 33], [40, 34, 37, 38], [42, 47, 44, 36], [43, 45, 55], [63, 52, 46, 61], [48, 49], [50, 53, 54], [56, 59, 57, 58], [62, 66], [74, 83, 64, 65], [71, 67, 76, 68, 69], [70, 72, 79], [75, 73, 77], [78, 80, 81], [82, 87, 84], [85, 86, 88]]
145: [[10, 22], [9, 39], [2, 4, 3], [5, 1, 15], [7, 14, 6, 8], [27, 11, 13], [12, 24], [19, 17, 21], [20, 18, 16, 31], [23, 29, 26, 25], [28, 60], [30, 41, 51, 35], [32, 33, 40], [34, 37], [38, 42, 47, 44], [36, 43, 45], [55, 63, 52, 46], [61, 48, 49], [50, 53, 54], [56, 59, 57], [58, 62], [66, 74, 83, 64], [65, 71, 67], [76, 68, 69], [70, 72, 79, 75], [73, 77, 78, 80], [81, 82, 87], [84, 85, 86, 88]]
146: [[10, 22, 9, 39], [2, 4], [3, 5], [1, 15, 7], [14, 6, 8, 27], [11, 13, 12], [24, 19, 17], [21, 20, 18, 16], [31, 23], [29, 26, 25], [28, 60, 30], [41, 51, 35, 32], [33, 40, 34], [37, 38], [42, 47, 44], [36, 43, 45, 55], [63, 52], [46, 61, 48], [49, 50], [53, 54, 56], [59, 57, 58, 62], [66, 74, 83], [64, 65], [71, 67, 76], [68, 69, 70, 72], [79, 75, 73], [77, 78, 80, 81], [82, 87, 84], [85, 86, 88]]
147: [[10, 22], [9, 39, 2], [4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12], [24, 19], [17, 21], [20, 18, 16], [31, 23, 29], [26, 25, 28, 60], [30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63], [52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62], [66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
148: [[10, 22, 9], [39, 2], [4, 3, 5], [1], [15, 7], [14, 6, 8], [27, 11, 13, 12], [24, 19, 17, 21], [20, 18, 16, 31], [23, 29, 26], [25, 28], [60, 30, 41, 51], [35, 32, 33], [40, 34, 37, 38], [42, 47, 44, 36], [43, 45, 55, 63], [52, 46, 61], [48, 49, 50], [53, 54], [56, 59, 57], [58, 62, 66], [74, 83, 64, 65], [71, 67, 76], [68, 69, 70], [72, 79, 75], [73, 77, 78, 80], [81, 82, 87, 84], [85, 86, 88]]
149: [[10, 22], [9, 39], [2, 4, 3], [5, 1], [15, 7], [14, 6], [8, 27, 11, 13], [12, 24, 19, 17], [21, 20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30], [41, 51, 35], [32, 33, 40, 34], [37, 38, 42], [47, 44, 36], [43, 45, 55], [63, 52, 46], [61, 48, 49, 50], [53, 54, 56], [59, 57], [58, 62, 66], [74, 83, 64, 65], [71, 67, 76, 68], [69, 70, 72, 79], [75, 73], [77, 78, 80], [81, 82, 87, 84], [85, 86, 88]]
150: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7], [14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16, 31], [23, 29, 26, 25], [28, 60, 30], [41, 51, 35, 32], [33, 40, 34, 37, 38], [42, 47, 44, 36], [43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64], [65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87], [84, 85, 86, 88]]
151: [[10, 22], [9, 39], [2, 4, 3], [5, 1], [15, 7], [14, 6, 8, 27], [11, 13, 12], [24, 19, 17, 21], [20, 18, 16, 31], [23, 29, 26, 25], [28, 60, 30, 41], [51, 35, 32, 33], [40, 34, 37], [38, 42, 47, 44], [36, 43, 45, 55], [63, 52, 46], [61, 48, 49, 50, 53], [54, 56, 59], [57, 58], [62, 66, 74, 83], [64, 65, 71], [67, 76, 68], [69, 70, 72], [79, 75, 73, 77], [78, 80, 81], [82, 87, 84, 85], [86, 88]]
152: [[10, 22], [9, 39], [2, 4, 3], [5, 1, 15, 7], [14, 6, 8, 27], [11, 13, 12], [24, 19, 17, 21], [20, 18], [16, 31, 23], [29, 26, 25], [28, 60, 30, 41], [51, 35, 32], [33, 40], [34, 37, 38], [42, 47, 44, 36], [43, 45], [55, 63, 52, 46], [61, 48, 49], [50, 53, 54, 56], [59, 57, 58], [62, 66], [74, 83], [64, 65], [71, 67, 76, 68, 69], [70, 72, 79, 75], [73, 77, 78], [80, 81, 82], [87, 84, 85, 86, 88]]
