0: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35, 80, 6], [16, 12, 22], [1], [59, 9, 8, 20], [73, 5, 38, 42], [69], [14, 11, 15, 46, 41, 57], [4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13, 24, 36, 43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72], [75, 18, 67, 45], [83, 51, 85], [66, 63, 53, 70], [60, 62, 86, 68, 84, 64], [76, 87, 71], [79, 82], [81]]
102: [[39, 77], [2, 10, 25, 44], [61, 48, 17], [3, 56, 21], [50, 55, 35, 80], [6, 16, 12, 22], [1, 59, 9, 8, 20], [73, 5, 38, 42], [69, 14, 11], [15, 46], [41, 57, 4, 19], [74, 7, 37, 40, 28], [29, 49, 30, 23, 13], [24, 36], [43, 52], [32, 58, 78, 88], [26, 34, 31], [47, 27, 54, 65], [33, 72, 75, 18], [67, 45, 83, 51], [85, 66, 63, 53], [70, 60, 62, 86, 68], [84, 64, 76], [87, 71, 79, 82, 81]]
103: [[39, 77, 2], [10, 25], [44, 61, 48], [17, 3, 56], [21, 50, 55], [35, 80, 6], [16, 12, 22], [1], [59, 9], [8, 20], [73, 5, 38], [42, 69, 14], [11, 15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28, 29, 49], [30, 23, 13, 24], [36, 43, 52, 32], [58, 78, 88, 26], [34, 31, 47, 27], [54, 65], [33, 72, 75, 18], [67, 45, 83, 51], [85, 66, 63], [53, 70], [60, 62, 86, 68], [84, 64, 76], [87, 71], [79, 82, 81]]
104: [[39, 77], [2, 10, 25], [44], [61], [48, 17], [3, 56, 21], [50, 55], [35, 80, 6], [16, 12], [22, 1, 59], [9, 8, 20], [73, 5, 38, 42], [69, 14, 11, 15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28, 29, 49], [30, 23, 13, 24], [36, 43, 52, 32], [58], [78, 88], [26, 34, 31, 47], [27, 54, 65], [33, 72], [75, 18, 67], [45, 83, 51, 85], [66, 63, 53], [70, 60, 62], [86, 68, 84], [64, 76, 87, 71], [79, 82, 81]]
105: [[39, 77, 2], [10, 25], [44, 61, 48], [17, 3], [56, 21], [50, 55, 35], [80, 6], [16, 12, 22], [1, 59, 9], [8, 20, 73, 5], [38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7, 37], [40, 28, 29, 49], [30], [23, 13, 24], [36, 43, 52, 32], [58, 78], [88, 26], [34, 31, 47], [27, 54, 65, 33], [72, 75, 18, 67], [45, 83, 51, 85], [66, 63, 53], [70, 60, 62, 86], [68, 84], [64, 76, 87, 71], [79, 82, 81]]
106: [[39, 77, 2, 10, 25], [44, 61], [48, 17, 3, 56], [21, 50, 55, 35, 80], [6, 16, 12], [22, 1, 59, 9], [8, 20, 73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57, 4], [19, 74, 7, 37], [40, 28, 29], [49, 30, 23], [13, 24, 36, 43, 52], [32, 58, 78, 88], [26], [34, 31, 47, 27], [54, 65], [33, 72, 75, 18], [67, 45, 83], [51, 85, 66], [63, 53], [70, 60], [62, 86, 68, 84], [64, 76, 87], [71, 79], [82, 81]]
107: [[39, 77, 2], [10, 25, 44], [61, 48, 17], [3, 56, 21, 50], [55], [35, 80], [6, 16, 12, 22], [1, 59, 9, 8], [20, 73, 5], [38, 42, 69, 14], [11, 15], [46, 41, 57], [4, 19, 74], [7, 37, 40, 28], [29], [49, 30, 23], [13, 24, 36, 43], [52, 32, 58, 78], [88, 26, 34, 31], [47, 27, 54, 65], [33, 72, 75], [18, 67, 45], [83, 51, 85, 66], [63, 53, 70, 60], [62], [86, 68], [84, 64], [76, 87, 71], [79, 82, 81]]
108: [[39, 77, 2], [10, 25, 44], [61, 48, 17], [3, 56, 21], [50, 55], [35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20, 73], [5, 38, 42], [69, 14], [11, 15, 46], [41, 57, 4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13], [24, 36, 43], [52, 32, 58, 78], [88, 26], [34, 31, 47], [27, 54, 65, 33], [72, 75, 18, 67], [45, 83, 51, 85], [66, 63, 53, 70], [60, 62], [86, 68], [84, 64, 76], [87, 71, 79, 82, 81]]
109: [[39, 77], [2, 10, 25, 44], [61, 48], [17, 3], [56, 21, 50, 55], [35, 80, 6], [16, 12, 22, 1, 59], [9, 8, 20], [73, 5, 38], [42, 69, 14, 11], [15, 46], [41, 57], [4, 19], [74, 7, 37], [40, 28], [29, 49, 30, 23], [13, 24, 36], [43, 52, 32, 58], [78, 88, 26, 34], [31, 47, 27], [54, 65, 33, 72], [75, 18, 67, 45], [83, 51], [85, 66, 63], [53, 70, 60, 62], [86, 68, 84, 64], [76, 87], [71, 79, 82, 81]]
110: [[39, 77, 2], [10, 25], [44, 61, 48, 17, 3], [56, 21], [50, 55, 35, 80], [6], [16, 12, 22, 1], [59, 9, 8, 20], [73], [5, 38, 42, 69, 14, 11], [15, 46], [41, 57, 4, 19], [74, 7, 37, 40], [28, 29, 49, 30, 23], [13, 24, 36], [43, 52, 32, 58], [78, 88, 26, 34], [31, 47, 27], [54, 65, 33, 72], [75, 18, 67], [45, 83, 51, 85], [66, 63, 53, 70], [60, 62, 86, 68, 84, 64], [76, 87, 71], [79, 82], [81]]
111: [[39, 77, 2], [10, 25], [44, 61, 48], [17, 3, 56], [21, 50, 55, 35], [80, 6, 16, 12], [22, 1], [59, 9, 8, 20], [73, 5, 38], [42, 69, 14, 11], [15, 46, 41, 57], [4], [19, 74, 7, 37], [40, 28, 29, 49], [30, 23, 13], [24], [36, 43, 52, 32], [58, 78, 88], [26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62], [86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
112: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69, 14], [11, 15], [46, 41, 57, 4], [19, 74, 7], [37, 40, 28, 29], [49, 30, 23, 13], [24, 36, 43], [52, 32], [58], [78, 88, 26], [34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
113: [[39, 77, 2, 10, 25, 44], [61, 48, 17, 3], [56, 21, 50], [55], [35, 80, 6, 16], [12], [22, 1], [59, 9, 8, 20], [73, 5, 38], [42, 69, 14, 11], [15, 46, 41, 57], [4, 19, 74, 7], [37, 40, 28], [29, 49, 30], [23, 13, 24, 36], [43, 52, 32, 58], [78, 88], [26, 34, 31], [47, 27, 54, 65], [33, 72, 75, 18], [67, 45, 83, 51, 85], [66, 63, 53, 70, 60], [62, 86, 68], [84, 64, 76], [87, 71, 79, 82, 81]]
114: [[39, 77], [2, 10], [25, 44], [61, 48, 17], [3, 56], [21, 50], [55, 35, 80], [6, 16], [12, 22, 1], [59, 9, 8, 20, 73, 5], [38, 42, 69, 14, 11, 15, 46, 41], [57, 4, 19, 74, 7, 37], [40, 28, 29, 49, 30, 23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26], [34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
115: [[39, 77, 2], [10, 25], [44, 61, 48], [17, 3], [56, 21], [50, 55, 35], [80, 6, 16, 12], [22, 1], [59, 9, 8, 20], [73, 5, 38], [42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7, 37, 40], [28, 29, 49], [30, 23, 13, 24], [36, 43, 52, 32], [58, 78, 88, 26], [34, 31, 47, 27], [54, 65, 33], [72, 75, 18, 67], [45, 83, 51], [85], [66, 63, 53, 70], [60, 62, 86], [68, 84, 64, 76, 87, 71, 79, 82, 81]]
116: [[39, 77, 2, 10], [25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6, 16, 12], [22, 1], [59, 9, 8, 20], [73, 5], [38, 42, 69, 14], [11, 15], [46, 41], [57, 4, 19, 74, 7], [37, 40, 28, 29], [49, 30, 23, 13, 24], [36, 43, 52], [32, 58, 78, 88], [26, 34, 31, 47], [27, 54, 65, 33], [72, 75, 18, 67], [45, 83, 51], [85, 66, 63], [53, 70], [60, 62, 86, 68], [84, 64, 76], [87], [71, 79, 82, 81]]
117: [[39, 77, 2, 10], [25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6, 16, 12], [22, 1, 59], [9, 8, 20, 73], [5, 38], [42], [69, 14, 11, 15, 46, 41, 57, 4, 19], [74, 7, 37, 40, 28, 29, 49, 30, 23], [13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
118: [[39, 77, 2], [10], [25, 44, 61, 48, 17], [3, 56, 21, 50], [55], [35, 80, 6, 16], [12, 22], [1, 59, 9, 8], [20, 73, 5, 38], [42, 69, 14, 11, 15], [46, 41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49, 30, 23], [13, 24, 36, 43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72, 75], [18, 67, 45, 83, 51], [85, 66, 63, 53, 70], [60, 62, 86, 68, 84], [64, 76, 87, 71, 79, 82, 81]]
119: [[39, 77], [2, 10, 25], [44, 61], [48, 17, 3, 56], [21, 50, 55, 35], [80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42], [69, 14, 11, 15], [46, 41], [57, 4, 19, 74], [7, 37, 40, 28], [29, 49], [30, 23, 13, 24], [36, 43, 52, 32], [58, 78, 88], [26, 34, 31, 47], [27, 54, 65, 33], [72, 75, 18, 67], [45, 83, 51], [85, 66, 63, 53], [70, 60], [62, 86, 68], [84, 64, 76], [87], [71, 79, 82, 81]]
120: [[39, 77], [2, 10, 25, 44], [61, 48, 17], [3, 56], [21, 50], [55, 35, 80, 6], [16, 12, 22, 1, 59], [9, 8, 20], [73, 5], [38, 42, 69], [14, 11, 15], [46, 41, 57, 4], [19, 74, 7, 37, 40], [28, 29, 49, 30, 23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75], [18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
121: [[39, 77, 2], [10, 25, 44, 61], [48, 17, 3, 56, 21], [50, 55, 35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20, 73, 5], [38, 42, 69, 14], [11, 15, 46], [41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49, 30, 23], [13, 24, 36, 43], [52, 32, 58, 78], [88, 26, 34], [31, 47, 27, 54], [65, 33, 72, 75], [18, 67, 45], [83, 51, 85], [66, 63, 53, 70], [60, 62, 86, 68], [84, 64, 76, 87, 71], [79, 82, 81]]
122: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56, 21], [50, 55], [35, 80], [6, 16, 12, 22], [1, 59, 9, 8], [20, 73, 5, 38], [42, 69, 14], [11, 15, 46], [41, 57, 4], [19, 74, 7, 37, 40, 28, 29, 49, 30, 23, 13, 24], [36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87], [71, 79, 82, 81]]
123: [[39, 77], [2, 10, 25, 44], [61, 48], [17, 3], [56, 21, 50], [55, 35], [80, 6, 16], [12], [22, 1, 59, 9], [8, 20, 73, 5], [38], [42, 69, 14, 11, 15], [46, 41, 57, 4, 19], [74, 7, 37], [40, 28, 29], [49, 30, 23, 13], [24, 36, 43, 52], [32, 58, 78, 88, 26], [34, 31, 47], [27, 54], [65, 33], [72, 75, 18, 67], [45, 83, 51], [85, 66, 63, 53], [70, 60, 62, 86], [68, 84, 64], [76, 87], [71], [79, 82, 81]]
124: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6, 16, 12], [22, 1, 59, 9], [8], [20, 73, 5, 38], [42, 69, 14, 11], [15, 46, 41], [57], [4, 19, 74, 7], [37, 40, 28], [29, 49, 30, 23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72], [75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
125: [[39, 77, 2, 10, 25, 44], [61, 48, 17], [3, 56, 21, 50], [55, 35, 80], [6, 16, 12, 22], [1, 59, 9, 8, 20, 73], [5, 38, 42], [69, 14], [11], [15, 46, 41, 57, 4, 19, 74, 7, 37, 40, 28, 29, 49, 30, 23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
126: [[39, 77], [2], [10], [25, 44], [61, 48, 17], [3, 56, 21], [50, 55, 35], [80], [6, 16, 12], [22, 1, 59], [9, 8, 20], [73, 5, 38, 42], [69, 14, 11], [15, 46, 41, 57], [4, 19, 74, 7, 37, 40], [28, 29, 49], [30, 23], [13], [24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
127: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20, 73, 5], [38, 42], [69], [14, 11, 15, 46, 41, 57, 4, 19, 74, 7, 37, 40, 28, 29, 49, 30, 23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
128: [[39, 77], [2, 10, 25], [44], [61, 48, 17], [3, 56, 21], [50, 55, 35, 80], [6, 16, 12, 22], [1, 59, 9, 8], [20, 73, 5], [38, 42, 69], [14, 11], [15, 46, 41, 57], [4, 19, 74, 7], [37, 40], [28, 29, 49], [30, 23, 13], [24, 36, 43], [52, 32], [58, 78, 88], [26, 34, 31], [47, 27, 54, 65], [33, 72, 75, 18], [67, 45, 83], [51, 85, 66, 63], [53, 70, 60], [62, 86, 68, 84], [64, 76, 87], [71, 79], [82, 81]]
129: [[39, 77], [2, 10], [25, 44], [61, 48, 17, 3], [56, 21, 50, 55, 35, 80], [6, 16], [12, 22, 1, 59], [9, 8], [20, 73, 5], [38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19, 74, 7, 37], [40, 28, 29, 49], [30, 23, 13], [24, 36], [43, 52, 32, 58], [78, 88, 26, 34, 31], [47, 27, 54, 65], [33, 72, 75, 18, 67], [45, 83], [51, 85, 66], [63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
130: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56], [21, 50], [55, 35], [80, 6, 16, 12], [22, 1, 59, 9], [8, 20, 73, 5], [38, 42, 69, 14], [11, 15, 46], [41, 57, 4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13, 24, 36], [43, 52, 32], [58, 78, 88, 26], [34, 31], [47, 27, 54, 65], [33, 72], [75, 18, 67], [45, 83, 51, 85], [66, 63, 53, 70], [60, 62, 86, 68], [84], [64, 76, 87], [71, 79, 82, 81]]
131: [[39, 77], [2, 10, 25], [44, 61, 48], [17, 3], [56, 21, 50, 55], [35, 80, 6, 16], [12, 22, 1], [59], [9, 8, 20], [73, 5, 38], [42, 69, 14, 11], [15, 46, 41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49, 30, 23, 13], [24, 36, 43, 52], [32, 58, 78, 88], [26, 34, 31], [47, 27, 54, 65], [33, 72, 75], [18, 67], [45, 83], [51, 85, 66], [63, 53, 70, 60], [62, 86, 68, 84], [64, 76, 87], [71, 79], [82, 81]]
132: [[39, 77, 2, 10, 25, 44], [61, 48, 17], [3, 56, 21], [50], [55, 35, 80, 6, 16], [12, 22, 1, 59], [9, 8, 20, 73], [5, 38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19, 74, 7], [37, 40, 28], [29, 49, 30], [23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83], [51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
133: [[39, 77, 2], [10], [25, 44, 61], [48, 17, 3], [56, 21], [50, 55, 35], [80, 6], [16, 12, 22], [1, 59, 9], [8, 20, 73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57, 4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13, 24, 36], [43, 52, 32, 58], [78, 88, 26], [34, 31, 47], [27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
134: [[39, 77, 2], [10, 25], [44, 61], [48, 17, 3, 56], [21, 50, 55], [35, 80, 6, 16], [12, 22, 1], [59, 9, 8, 20], [73, 5, 38], [42, 69, 14], [11, 15, 46, 41], [57], [4, 19, 74], [7, 37], [40, 28], [29, 49, 30, 23], [13, 24, 36], [43, 52, 32], [58, 78], [88, 26], [34, 31], [47, 27, 54, 65], [33], [72, 75, 18], [67, 45, 83, 51], [85, 66, 63], [53, 70], [60, 62, 86, 68], [84, 64, 76, 87], [71, 79, 82, 81]]
135: [[39, 77], [2, 10, 25], [44, 61], [48, 17, 3], [56, 21, 50], [55, 35], [80, 6, 16, 12], [22, 1, 59, 9], [8, 20], [73, 5, 38], [42, 69, 14, 11], [15, 46, 41], [57, 4, 19, 74], [7, 37, 40, 28], [29, 49, 30, 23], [13, 24, 36, 43], [52, 32], [58, 78, 88], [26, 34, 31], [47, 27, 54, 65], [33, 72, 75], [18, 67, 45], [83, 51, 85], [66, 63, 53, 70], [60, 62, 86], [68, 84, 64, 76], [87, 71], [79, 82, 81]]
136: [[39, 77], [2, 10, 25], [44, 61, 48], [17, 3], [56, 21, 50], [55, 35], [80, 6, 16], [12, 22, 1], [59, 9, 8], [20, 73, 5, 38], [42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7, 37, 40, 28], [29, 49, 30], [23, 13], [24], [36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62], [86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
137: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21, 50], [55, 35, 80], [6], [16, 12, 22], [1, 59, 9], [8, 20, 73, 5], [38, 42, 69, 14], [11, 15, 46], [41, 57, 4, 19, 74, 7, 37, 40, 28, 29, 49, 30, 23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31], [47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
138: [[39, 77], [2, 10, 25], [44], [61], [48, 17, 3], [56, 21, 50], [55, 35], [80, 6], [16, 12], [22, 1, 59], [9, 8, 20, 73], [5, 38, 42], [69, 14], [11, 15, 46], [41, 57], [4, 19, 74], [7, 37, 40], [28, 29, 49, 30], [23, 13, 24, 36], [43, 52, 32, 58], [78, 88, 26], [34, 31, 47, 27], [54, 65, 33, 72], [75, 18, 67], [45, 83], [51, 85, 66, 63], [53], [70, 60, 62, 86], [68, 84, 64, 76], [87], [71, 79, 82, 81]]
139: [[39, 77], [2, 10, 25, 44], [61, 48, 17, 3, 56], [21, 50, 55], [35], [80, 6, 16, 12], [22, 1, 59, 9, 8], [20], [73, 5], [38, 42, 69, 14, 11, 15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28], [29, 49, 30], [23, 13, 24, 36], [43, 52, 32], [58, 78, 88], [26, 34], [31, 47, 27], [54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87], [71, 79, 82, 81]]
140: [[39, 77], [2, 10, 25], [44, 61], [48, 17, 3], [56, 21, 50], [55, 35], [80, 6, 16], [12, 22], [1, 59, 9], [8, 20, 73], [5, 38, 42], [69, 14], [11, 15, 46], [41, 57, 4, 19], [74, 7], [37, 40, 28, 29], [49, 30, 23, 13, 24], [36, 43, 52], [32, 58, 78, 88], [26, 34, 31, 47], [27, 54, 65, 33], [72, 75, 18, 67], [45, 83, 51], [85, 66, 63], [53, 70, 60], [62, 86, 68], [84], [64, 76, 87, 71], [79, 82, 81]]
141: [[39, 77], [2, 10, 25], [44, 61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6, 16, 12], [22, 1, 59], [9, 8, 20], [73, 5, 38, 42], [69, 14], [11, 15], [46, 41, 57, 4, 19], [74, 7], [37, 40, 28, 29], [49, 30, 23], [13, 24, 36, 43], [52, 32, 58], [78, 88], [26, 34], [31, 47, 27, 54], [65], [33], [72, 75, 18, 67], [45, 83], [51, 85, 66, 63], [53, 70, 60], [62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
142: [[39, 77, 2], [10, 25, 44, 61], [48, 17, 3], [56], [21, 50, 55, 35], [80, 6, 16, 12], [22, 1, 59, 9], [8, 20, 73, 5], [38, 42, 69, 14], [11, 15, 46, 41, 57], [4, 19, 74, 7], [37, 40, 28], [29, 49, 30, 23], [13, 24, 36, 43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72], [75, 18, 67, 45], [83, 51, 85], [66, 63, 53, 70], [60], [62, 86, 68], [84, 64, 76, 87], [71, 79, 82], [81]]
143: [[39, 77, 2, 10, 25], [44, 61], [48, 17, 3, 56], [21, 50, 55, 35, 80], [6, 16, 12], [22], [1, 59, 9, 8], [20, 73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57, 4, 19], [74, 7], [37, 40, 28], [29, 49, 30, 23], [13, 24, 36], [43, 52, 32, 58, 78], [88, 26, 34], [31, 47, 27, 54], [65], [33, 72], [75, 18, 67, 45], [83], [51, 85, 66, 63], [53, 70, 60, 62], [86, 68, 84, 64], [76, 87, 71, 79, 82, 81]]
144: [[39, 77], [2, 10, 25, 44], [61, 48, 17, 3], [56, 21], [50, 55], [35, 80, 6, 16], [12, 22, 1, 59], [9, 8], [20, 73, 5, 38], [42, 69, 14, 11], [15, 46, 41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49, 30, 23], [13, 24], [36, 43, 52, 32], [58, 78, 88, 26], [34, 31], [47, 27, 54, 65], [33, 72], [75, 18, 67, 45], [83, 51, 85], [66, 63, 53], [70, 60, 62], [86, 68, 84, 64], [76, 87, 71, 79], [82, 81]]
145: [[39, 77, 2, 10], [25, 44, 61], [48, 17], [3], [56, 21, 50, 55], [35, 80, 6, 16], [12, 22, 1, 59], [9, 8, 20, 73], [5, 38], [42, 69, 14, 11], [15], [46, 41], [57, 4, 19, 74], [7, 37], [40, 28, 29, 49], [30, 23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63], [53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79], [82, 81]]
146: [[39, 77], [2, 10], [25, 44, 61], [48, 17, 3, 56], [21, 50], [55, 35, 80], [6], [16, 12], [22, 1, 59], [9, 8, 20], [73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57, 4], [19, 74, 7], [37, 40], [28, 29, 49, 30], [23, 13, 24, 36], [43, 52], [32, 58, 78, 88], [26, 34, 31, 47], [27, 54, 65, 33, 72], [75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
147: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56], [21, 50, 55, 35], [80, 6, 16], [12, 22, 1, 59], [9, 8, 20, 73], [5, 38], [42, 69, 14, 11], [15, 46], [41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49], [30, 23, 13, 24], [36, 43, 52, 32], [58, 78, 88], [26, 34, 31, 47], [27, 54, 65, 33], [72, 75, 18], [67, 45, 83, 51], [85, 66, 63], [53, 70, 60, 62], [86, 68], [84], [64, 76, 87, 71, 79, 82, 81]]
148: [[39, 77, 2], [10, 25], [44, 61], [48, 17, 3, 56], [21, 50, 55, 35, 80], [6, 16, 12], [22, 1, 59, 9], [8, 20, 73, 5], [38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7, 37], [40, 28], [29, 49, 30, 23], [13, 24, 36, 43, 52], [32, 58, 78], [88, 26, 34], [31], [47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82], [81]]
149: [[39, 77], [2, 10], [25, 44, 61, 48], [17, 3, 56, 21], [50, 55, 35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20, 73, 5], [38, 42, 69], [14, 11, 15, 46, 41, 57, 4, 19, 74, 7, 37, 40, 28, 29, 49, 30, 23, 13, 24, 36, 43, 52, 32, 58, 78], [88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18], [67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84], [64, 76, 87, 71, 79, 82, 81]]
150: [[39, 77, 2], [10], [25, 44, 61], [48, 17, 3], [56, 21], [50, 55, 35], [80, 6], [16, 12], [22, 1, 59, 9], [8, 20, 73, 5], [38, 42], [69, 14, 11, 15, 46], [41, 57, 4, 19], [74, 7, 37, 40], [28, 29, 49, 30, 23], [13, 24, 36], [43, 52, 32, 58], [78, 88, 26, 34, 31], [47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71], [79, 82, 81]]
151: [[39, 77, 2], [10, 25, 44, 61], [48, 17, 3], [56, 21, 50], [55, 35, 80, 6], [16, 12, 22, 1], [59, 9], [8, 20, 73, 5], [38, 42, 69], [14, 11, 15, 46], [41, 57, 4, 19], [74], [7, 37, 40, 28], [29, 49, 30, 23], [13, 24, 36], [43], [52, 32, 58, 78], [88, 26, 34], [31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68], [84, 64, 76, 87, 71, 79, 82, 81]]
152: [[39, 77], [2, 10, 25], [44, 61, 48, 17], [3, 56, 21], [50], [55, 35, 80], [6, 16, 12], [22, 1, 59, 9], [8, 20, 73, 5], [38, 42, 69, 14, 11], [15, 46, 41, 57], [4, 19, 74, 7], [37, 40, 28, 29, 49, 30, 23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71], [79, 82, 81]]
