0: [[9], [36, 6], [2, 3, 1, 4], [46, 24, 7, 23], [19, 11, 15, 5], [21, 34], [25], [30], [16, 17, 18, 20, 27], [28, 29], [35, 40, 47, 26], [31, 33], [50, 22], [53, 39, 10], [41, 44, 37, 45, 8], [52, 43, 12, 13], [54, 32], [57], [38, 49, 56], [51, 42], [48, 60, 61, 55], [58, 63, 62], [59, 14, 64], [67, 65], [72, 68, 70, 78], [71, 77, 76], [66, 69, 73], [82, 79], [74, 75], [86, 80], [83, 81], [84, 87], [85, 88]]
102: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 54, 50, 52, 57, 58, 55, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
103: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 50, 55, 51, 56, 62, 58, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
104: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 50, 55, 51, 54, 58, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
105: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 55, 58, 51, 62, 54, 56, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
106: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 53, 49, 52, 54, 50, 63, 55, 57, 58, 56, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
107: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 53, 49, 52, 50, 55, 54, 58, 51, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
108: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 51, 50, 55, 56, 58, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
109: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 50, 54, 62, 58, 55, 56, 57, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
110: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 54, 55, 56, 51, 58, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
111: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 51, 50, 58, 55, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
112: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 54, 55, 50, 56, 58, 57, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
113: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 50, 51, 58, 62, 56, 63, 55, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
114: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 50, 55, 62, 51, 54, 56, 58, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
115: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 54, 55, 51, 62, 56, 61, 58, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
116: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 50, 54, 55, 58, 51, 56, 63, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
117: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 54, 50, 52, 55, 58, 57, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
118: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 53, 49, 52, 54, 50, 55, 62, 56, 57, 61, 58, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
119: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 50, 55, 58, 51, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
120: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 54, 50, 55, 58, 57, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
121: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 50, 55, 54, 56, 58, 51, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
122: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 53, 49, 52, 54, 50, 55, 57, 56, 58, 61, 62, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
123: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 54, 55, 58, 62, 56, 51, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
124: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 50, 63, 51, 58, 56, 55, 62, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
125: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 54, 55, 51, 62, 56, 58, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
126: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 50, 55, 58, 51, 56, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
127: [[5, 36, 2, 1, 16, 28, 24, 29, 23, 12, 13, 22], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 54, 50, 51, 52, 55, 56, 58, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
128: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 53, 49, 52, 54, 50, 51, 58, 56, 55, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
129: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 50, 54, 55, 57, 58, 56, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
130: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 54, 50, 52, 51, 58, 56, 55, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
131: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 50, 54, 56, 55, 58, 61, 57, 62, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
132: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 51, 55, 50, 56, 58, 63, 62, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
133: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 50, 55, 51, 58, 56, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
134: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 51, 55, 56, 58, 50, 63, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
135: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 53, 49, 52, 50, 54, 55, 58, 51, 56, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
136: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 53, 49, 54, 50, 52, 55, 62, 56, 57, 58, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
137: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 50, 54, 55, 57, 58, 56, 63, 62, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
138: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 50, 54, 55, 56, 51, 58, 63, 62, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
139: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 50, 54, 63, 55, 58, 56, 57, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
140: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 50, 55, 51, 56, 62, 58, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
141: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 54, 50, 51, 52, 58, 55, 56, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
142: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 50, 55, 56, 58, 51, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
143: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 50, 58, 62, 55, 56, 51, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
144: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 50, 55, 54, 58, 62, 57, 56, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
145: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 54, 50, 57, 55, 58, 56, 63, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
146: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 50, 55, 62, 58, 56, 61, 51, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
147: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 53, 49, 52, 50, 55, 54, 56, 57, 58, 61, 63, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
148: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 50, 54, 55, 51, 58, 56, 63, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
149: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 55, 54, 51, 58, 56, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
150: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 50, 55, 51, 58, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
151: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 50, 54, 62, 51, 58, 56, 55, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
152: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 54, 51, 55, 62, 56, 58, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
