0: [[24, 50, 36, 45, 23], [48, 62, 1, 5, 4, 13], [30, 43, 33, 11, 85, 31, 74], [14, 41, 15], [81, 16, 35, 3, 17, 21, 51, 57], [20, 44, 53, 73, 39], [67, 9, 25, 28, 66, 72], [32, 27, 68, 37, 8], [60, 46, 78, 38], [79], [52, 7, 65, 80, 55], [70, 42, 34], [58, 59, 10], [69, 61, 49, 19], [54, 76, 63, 71], [64, 77, 47, 26, 18, 40, 56, 75], [82, 29, 83, 84, 86], [2, 6, 87, 88, 12, 22]]
102: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
103: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
104: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
105: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
106: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
107: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
108: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
109: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
110: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
111: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
112: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
113: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
114: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
115: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
116: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
117: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
118: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
119: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
120: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
121: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
122: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
123: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
124: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
125: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
126: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
127: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
128: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
129: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
130: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
131: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
132: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
133: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
134: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
135: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
136: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
137: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
138: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
139: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
140: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
141: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
142: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
143: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
144: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
145: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
146: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
147: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
148: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
149: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
150: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
151: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
152: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
