0: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27], [28, 60, 25, 29], [31, 30, 33, 35], [45, 56, 40, 47], [53, 34, 39, 44], [32, 37], [36, 59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61], [55, 62, 57, 58, 63], [75, 68, 65, 74, 69, 66, 70], [71, 72, 73, 82, 78, 76, 81, 77, 79], [86, 83], [80, 84, 85, 87, 88]]
102: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2], [1, 11, 12, 22, 10], [3, 8, 6], [9, 14, 15], [17, 21], [18, 20, 16, 26, 23], [24, 27, 28], [60, 25], [29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39], [44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61], [55, 62, 57, 58, 63, 75, 68, 65], [74, 69, 66, 70, 71], [72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
103: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17], [21, 18, 20, 16, 26], [23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56], [40, 47, 53, 34, 39], [44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
104: [[64, 5, 19, 7, 38], [67, 4], [49, 13], [2, 1], [11, 12, 22, 10, 3], [8, 6, 9, 14], [15, 17, 21, 18], [20, 16, 26, 23, 24], [27, 28, 60, 25], [29, 31, 30, 33], [35, 45, 56, 40], [47, 53, 34, 39], [44, 32], [37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50], [48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72], [73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
105: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11], [12, 22], [10, 3], [8, 6], [9, 14, 15, 17, 21], [18, 20, 16, 26, 23], [24, 27, 28], [60, 25, 29, 31], [30, 33, 35, 45], [56, 40], [47, 53], [34, 39, 44, 32, 37], [36, 59, 51, 41], [43, 42, 54, 46, 52], [50, 48, 61, 55], [62, 57, 58], [63, 75], [68, 65, 74, 69], [66, 70], [71, 72, 73, 82], [78, 76, 81, 77, 79], [86, 83, 80, 84], [85, 87, 88]]
106: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1], [11, 12], [22, 10], [3, 8], [6, 9, 14, 15, 17, 21], [18, 20, 16, 26, 23], [24, 27], [28, 60, 25, 29], [31, 30, 33, 35], [45, 56, 40], [47, 53], [34, 39, 44], [32, 37, 36, 59, 51], [41, 43, 42], [54, 46, 52, 50, 48, 61, 55], [62, 57, 58, 63, 75], [68, 65], [74, 69, 66, 70, 71, 72], [73, 82, 78, 76, 81], [77, 79], [86, 83], [80, 84], [85, 87], [88]]
107: [[64, 5], [19, 7, 38, 67, 4], [49, 13, 2, 1, 11], [12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21, 18, 20, 16], [26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44], [32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
108: [[64, 5], [19, 7, 38], [67, 4], [49, 13], [2, 1, 11], [12, 22, 10], [3, 8], [6, 9, 14, 15], [17, 21], [18, 20, 16, 26], [23, 24], [27, 28], [60, 25, 29], [31, 30, 33], [35, 45, 56, 40], [47, 53, 34, 39, 44, 32, 37, 36], [59, 51, 41, 43, 42, 54, 46, 52], [50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
109: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1, 11], [12, 22, 10, 3, 8], [6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24], [27, 28, 60, 25], [29, 31], [30, 33, 35, 45, 56], [40, 47, 53, 34, 39], [44, 32], [37, 36], [59, 51, 41, 43, 42], [54, 46, 52, 50, 48], [61, 55], [62, 57], [58, 63], [75, 68], [65, 74, 69, 66, 70, 71], [72, 73, 82, 78, 76, 81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
110: [[64, 5, 19], [7, 38, 67], [4, 49, 13], [2, 1, 11], [12, 22], [10, 3, 8, 6, 9], [14, 15, 17, 21, 18], [20, 16], [26, 23], [24, 27, 28, 60, 25], [29, 31, 30, 33, 35], [45, 56], [40, 47, 53, 34, 39], [44, 32, 37, 36, 59, 51, 41], [43, 42, 54, 46, 52, 50, 48, 61, 55], [62, 57], [58, 63, 75, 68, 65], [74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
111: [[64, 5], [19, 7, 38, 67, 4], [49, 13, 2, 1, 11], [12, 22], [10, 3, 8, 6, 9], [14, 15, 17], [21, 18, 20], [16, 26, 23], [24, 27, 28], [60, 25, 29, 31], [30, 33, 35, 45], [56, 40, 47, 53, 34, 39], [44, 32], [37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68], [65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
112: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1], [11, 12], [22, 10, 3, 8, 6], [9, 14, 15], [17, 21], [18, 20, 16, 26, 23], [24, 27], [28, 60], [25, 29], [31, 30, 33, 35, 45], [56, 40, 47, 53, 34, 39, 44, 32, 37], [36, 59, 51, 41, 43], [42, 54, 46, 52], [50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
113: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6], [9, 14, 15, 17], [21, 18], [20, 16, 26, 23, 24, 27, 28, 60, 25, 29, 31], [30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51], [41, 43, 42, 54, 46, 52, 50, 48], [61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
114: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1], [11, 12], [22, 10], [3, 8], [6, 9], [14, 15, 17, 21, 18], [20, 16, 26, 23, 24, 27], [28, 60, 25, 29, 31], [30, 33], [35, 45, 56, 40], [47, 53, 34, 39], [44, 32, 37, 36, 59, 51], [41, 43], [42, 54], [46, 52], [50, 48, 61, 55, 62], [57, 58, 63, 75, 68], [65, 74, 69, 66], [70, 71, 72], [73, 82], [78, 76, 81, 77, 79, 86, 83], [80, 84], [85, 87, 88]]
115: [[64, 5, 19, 7, 38], [67, 4], [49, 13, 2, 1, 11], [12, 22, 10, 3, 8], [6, 9], [14, 15], [17, 21, 18], [20, 16, 26, 23, 24], [27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46], [52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
116: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1], [11, 12], [22, 10, 3, 8, 6], [9, 14, 15], [17, 21], [18, 20, 16, 26, 23, 24, 27, 28, 60, 25, 29, 31], [30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44], [32, 37, 36, 59, 51, 41, 43, 42], [54, 46, 52, 50, 48], [61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
117: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2], [1, 11], [12, 22, 10], [3, 8, 6], [9, 14, 15, 17, 21], [18, 20, 16], [26, 23], [24, 27], [28, 60, 25, 29], [31, 30, 33, 35, 45], [56, 40, 47, 53], [34, 39, 44, 32, 37, 36], [59, 51, 41, 43, 42], [54, 46, 52], [50, 48, 61, 55, 62, 57], [58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
118: [[64, 5, 19, 7], [38, 67, 4, 49, 13], [2, 1], [11, 12], [22, 10], [3, 8, 6, 9, 14], [15, 17, 21, 18], [20, 16, 26, 23, 24], [27, 28, 60, 25, 29], [31, 30, 33, 35], [45, 56, 40, 47], [53, 34, 39, 44, 32], [37, 36], [59, 51], [41, 43], [42, 54], [46, 52], [50, 48, 61, 55, 62], [57, 58, 63], [75, 68, 65, 74, 69], [66, 70], [71, 72, 73, 82, 78], [76, 81], [77, 79], [86, 83, 80], [84, 85], [87, 88]]
119: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9, 14, 15, 17, 21, 18, 20, 16, 26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37], [36, 59], [51, 41, 43, 42, 54], [46, 52, 50, 48, 61], [55, 62, 57, 58, 63, 75, 68], [65, 74, 69, 66, 70, 71, 72, 73, 82], [78], [76, 81, 77, 79, 86, 83], [80, 84, 85, 87, 88]]
120: [[64, 5, 19], [7, 38, 67], [4, 49, 13], [2, 1], [11, 12, 22, 10], [3, 8], [6, 9, 14], [15, 17, 21], [18, 20], [16, 26, 23, 24], [27, 28, 60, 25, 29], [31, 30, 33, 35, 45], [56, 40, 47, 53, 34], [39, 44, 32, 37], [36, 59, 51, 41, 43], [42, 54], [46, 52, 50], [48, 61, 55, 62], [57, 58, 63, 75], [68, 65, 74, 69], [66, 70, 71, 72], [73, 82, 78, 76, 81], [77, 79, 86, 83], [80, 84, 85, 87, 88]]
121: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11], [12, 22, 10], [3, 8, 6, 9], [14, 15], [17, 21, 18, 20, 16], [26, 23], [24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
122: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1], [11, 12], [22, 10], [3, 8], [6, 9, 14, 15, 17], [21, 18, 20, 16], [26, 23, 24, 27], [28, 60, 25, 29, 31], [30, 33], [35, 45, 56, 40, 47], [53, 34, 39], [44, 32, 37, 36, 59, 51, 41], [43, 42], [54, 46], [52, 50, 48], [61, 55, 62, 57, 58], [63, 75], [68, 65], [74, 69, 66, 70, 71], [72, 73, 82], [78, 76, 81, 77, 79, 86], [83, 80], [84, 85, 87, 88]]
123: [[64, 5, 19], [7, 38], [67, 4, 49], [13, 2], [1, 11, 12, 22], [10, 3, 8, 6], [9, 14, 15, 17], [21, 18, 20, 16], [26, 23], [24, 27, 28], [60, 25], [29, 31, 30, 33], [35, 45, 56, 40, 47], [53, 34], [39, 44], [32, 37, 36, 59], [51, 41, 43, 42, 54], [46, 52, 50, 48, 61], [55, 62], [57, 58, 63, 75, 68], [65, 74, 69, 66, 70], [71, 72, 73], [82, 78], [76, 81, 77, 79, 86], [83, 80, 84], [85, 87, 88]]
124: [[64, 5, 19, 7, 38], [67, 4, 49, 13, 2], [1, 11], [12, 22], [10, 3], [8, 6, 9, 14], [15, 17, 21, 18], [20, 16, 26, 23], [24, 27, 28, 60, 25], [29, 31, 30, 33], [35, 45, 56, 40], [47, 53, 34], [39, 44, 32, 37], [36, 59, 51, 41, 43, 42, 54], [46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74], [69, 66, 70, 71, 72, 73, 82, 78, 76, 81], [77, 79, 86, 83, 80, 84, 85, 87, 88]]
125: [[64, 5], [19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12], [22, 10], [3, 8], [6, 9], [14, 15, 17, 21, 18], [20, 16, 26, 23], [24, 27, 28, 60], [25, 29, 31, 30, 33], [35, 45, 56, 40], [47, 53, 34, 39, 44], [32, 37, 36, 59], [51, 41, 43, 42, 54], [46, 52], [50, 48, 61], [55, 62], [57, 58, 63, 75, 68], [65, 74, 69, 66, 70], [71, 72, 73, 82], [78, 76, 81, 77, 79, 86], [83, 80, 84, 85, 87, 88]]
126: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17, 21], [18, 20, 16], [26, 23], [24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81], [77, 79, 86, 83, 80, 84, 85, 87, 88]]
127: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11], [12, 22], [10, 3, 8, 6, 9], [14, 15, 17, 21], [18, 20, 16, 26, 23], [24, 27, 28, 60], [25, 29, 31, 30], [33, 35, 45, 56, 40, 47], [53, 34, 39, 44, 32], [37, 36], [59, 51, 41], [43, 42], [54, 46, 52, 50, 48], [61, 55, 62, 57], [58, 63, 75, 68, 65], [74, 69, 66, 70, 71, 72, 73], [82, 78, 76, 81, 77], [79, 86], [83, 80, 84, 85, 87, 88]]
128: [[64, 5, 19, 7, 38, 67], [4, 49, 13], [2, 1, 11], [12, 22, 10, 3, 8], [6, 9, 14, 15], [17, 21, 18, 20, 16], [26, 23], [24, 27, 28, 60], [25, 29, 31, 30], [33, 35, 45, 56], [40, 47], [53, 34, 39, 44, 32], [37, 36, 59, 51, 41, 43], [42, 54], [46, 52, 50, 48, 61], [55, 62], [57, 58, 63, 75, 68], [65, 74], [69, 66], [70, 71, 72, 73, 82], [78, 76, 81], [77, 79], [86, 83, 80], [84, 85, 87, 88]]
129: [[64, 5], [19, 7, 38, 67], [4, 49, 13], [2, 1], [11, 12, 22, 10], [3, 8], [6, 9, 14], [15, 17, 21], [18, 20], [16, 26], [23, 24, 27, 28, 60], [25, 29, 31, 30, 33], [35, 45], [56, 40, 47, 53], [34, 39], [44, 32, 37], [36, 59, 51], [41, 43, 42, 54, 46], [52, 50, 48, 61], [55, 62, 57, 58], [63, 75, 68, 65, 74], [69, 66], [70, 71, 72, 73], [82, 78, 76, 81], [77, 79], [86, 83, 80, 84, 85], [87, 88]]
130: [[64, 5, 19, 7], [38, 67, 4, 49], [13, 2, 1, 11], [12, 22], [10, 3, 8, 6, 9, 14, 15], [17, 21, 18, 20, 16, 26, 23, 24, 27], [28, 60], [25, 29, 31, 30, 33, 35], [45, 56], [40], [47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
131: [[64, 5, 19, 7, 38], [67, 4, 49, 13, 2], [1, 11, 12], [22, 10], [3, 8], [6, 9, 14, 15, 17], [21, 18, 20], [16, 26], [23, 24, 27, 28], [60, 25, 29, 31], [30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32], [37, 36, 59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61], [55, 62, 57, 58, 63, 75, 68], [65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
132: [[64, 5, 19], [7, 38, 67], [4, 49, 13, 2, 1], [11, 12], [22, 10, 3, 8, 6], [9, 14], [15, 17, 21, 18], [20, 16], [26, 23, 24, 27], [28, 60, 25, 29, 31], [30, 33, 35, 45], [56, 40, 47, 53, 34], [39, 44, 32], [37, 36, 59, 51, 41], [43], [42, 54, 46, 52, 50], [48, 61, 55, 62, 57], [58, 63, 75], [68, 65], [74, 69, 66, 70], [71, 72], [73, 82, 78, 76], [81, 77, 79, 86, 83], [80, 84, 85, 87, 88]]
133: [[64, 5], [19, 7, 38, 67, 4], [49, 13, 2, 1, 11], [12, 22], [10, 3, 8, 6, 9], [14, 15, 17], [21, 18, 20], [16, 26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35], [45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69], [66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
134: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12], [22, 10], [3, 8], [6, 9], [14, 15, 17], [21, 18, 20, 16, 26], [23, 24, 27, 28], [60, 25, 29, 31], [30, 33, 35, 45], [56, 40, 47, 53, 34], [39, 44, 32, 37, 36], [59, 51, 41, 43, 42, 54], [46, 52, 50], [48, 61, 55, 62, 57], [58, 63, 75, 68, 65], [74, 69, 66, 70], [71, 72, 73, 82], [78, 76], [81, 77, 79, 86], [83, 80, 84, 85, 87, 88]]
135: [[64, 5, 19, 7, 38, 67], [4, 49, 13], [2, 1, 11, 12, 22], [10, 3, 8, 6, 9, 14, 15], [17, 21, 18], [20, 16], [26, 23, 24, 27, 28], [60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
136: [[64, 5], [19, 7], [38, 67], [4, 49, 13], [2, 1, 11], [12, 22, 10], [3, 8, 6], [9, 14, 15, 17], [21, 18, 20, 16], [26, 23], [24, 27], [28, 60, 25, 29, 31], [30, 33, 35], [45, 56], [40, 47], [53, 34, 39], [44, 32], [37, 36, 59], [51, 41, 43, 42], [54, 46, 52, 50, 48], [61, 55, 62, 57, 58], [63, 75, 68, 65, 74], [69, 66, 70, 71], [72, 73, 82, 78, 76], [81, 77, 79], [86, 83], [80, 84, 85, 87, 88]]
137: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3], [8, 6], [9, 14, 15, 17], [21, 18, 20, 16, 26], [23, 24, 27], [28, 60], [25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
138: [[64, 5, 19], [7, 38], [67, 4], [49, 13], [2, 1, 11, 12], [22, 10, 3, 8], [6, 9, 14, 15], [17, 21], [18, 20, 16, 26, 23], [24, 27, 28, 60], [25, 29], [31, 30], [33, 35, 45, 56, 40], [47, 53, 34], [39, 44, 32, 37, 36], [59, 51, 41], [43, 42, 54, 46, 52], [50, 48, 61, 55], [62, 57, 58, 63, 75], [68, 65, 74, 69], [66, 70], [71, 72, 73, 82, 78], [76, 81, 77, 79], [86, 83], [80, 84, 85, 87, 88]]
139: [[64, 5, 19, 7, 38], [67, 4, 49, 13, 2], [1, 11, 12], [22, 10, 3, 8, 6, 9, 14], [15, 17, 21, 18, 20], [16, 26], [23, 24, 27, 28, 60, 25, 29, 31], [30, 33, 35, 45, 56, 40], [47, 53, 34, 39, 44], [32, 37], [36, 59], [51, 41], [43, 42], [54, 46, 52, 50, 48, 61, 55, 62, 57], [58], [63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
140: [[64, 5, 19, 7], [38, 67, 4, 49], [13, 2, 1, 11], [12, 22, 10, 3], [8, 6], [9, 14, 15, 17, 21], [18, 20, 16, 26, 23], [24, 27, 28, 60], [25, 29, 31], [30, 33, 35, 45], [56, 40, 47, 53, 34, 39, 44], [32, 37], [36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
141: [[64, 5], [19, 7], [38, 67], [4, 49, 13, 2, 1], [11, 12, 22, 10], [3, 8, 6, 9], [14, 15, 17, 21], [18, 20, 16, 26], [23, 24, 27, 28, 60], [25, 29, 31], [30, 33], [35, 45, 56, 40, 47], [53, 34], [39, 44, 32], [37, 36, 59], [51, 41, 43, 42, 54], [46, 52, 50, 48], [61, 55, 62, 57, 58, 63], [75, 68, 65, 74, 69], [66, 70, 71, 72], [73, 82, 78], [76, 81, 77, 79, 86, 83], [80, 84, 85, 87, 88]]
142: [[64, 5, 19], [7, 38, 67], [4, 49], [13, 2], [1, 11, 12, 22, 10], [3, 8, 6, 9], [14, 15, 17, 21], [18, 20, 16, 26, 23], [24, 27, 28, 60], [25, 29, 31, 30, 33], [35, 45, 56, 40], [47, 53, 34, 39, 44, 32], [37, 36, 59, 51, 41], [43, 42, 54], [46, 52], [50, 48], [61, 55, 62, 57, 58], [63, 75, 68], [65, 74, 69], [66, 70], [71, 72, 73, 82, 78], [76, 81, 77, 79], [86, 83], [80, 84, 85, 87, 88]]
143: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12], [22, 10, 3], [8, 6], [9, 14], [15, 17], [21, 18, 20], [16, 26, 23, 24], [27, 28], [60, 25, 29, 31, 30], [33, 35, 45, 56], [40, 47, 53, 34, 39, 44], [32, 37, 36, 59, 51], [41, 43], [42, 54], [46, 52], [50, 48, 61, 55, 62], [57, 58], [63, 75, 68, 65, 74, 69], [66, 70, 71], [72, 73, 82, 78], [76, 81, 77, 79], [86, 83, 80], [84, 85], [87, 88]]
144: [[64, 5, 19, 7, 38], [67, 4, 49, 13, 2], [1, 11, 12, 22, 10], [3, 8, 6, 9, 14, 15], [17, 21, 18, 20, 16], [26, 23], [24, 27, 28, 60, 25, 29, 31], [30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46], [52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
145: [[64, 5, 19], [7, 38], [67, 4], [49, 13], [2, 1], [11, 12], [22, 10], [3, 8], [6, 9, 14, 15], [17, 21, 18], [20, 16], [26, 23, 24], [27, 28, 60, 25], [29, 31], [30, 33, 35, 45, 56], [40, 47, 53], [34, 39, 44], [32, 37, 36, 59], [51, 41, 43, 42], [54, 46, 52, 50, 48], [61, 55, 62], [57, 58], [63, 75, 68, 65, 74], [69, 66, 70, 71], [72, 73, 82, 78, 76], [81, 77, 79, 86], [83, 80, 84, 85], [87, 88]]
146: [[64, 5, 19, 7, 38], [67, 4], [49, 13, 2], [1, 11, 12, 22, 10], [3, 8, 6], [9, 14], [15, 17, 21], [18, 20, 16, 26], [23, 24, 27, 28, 60], [25, 29, 31], [30, 33], [35, 45], [56, 40], [47, 53, 34], [39, 44, 32, 37, 36], [59, 51, 41], [43, 42], [54, 46], [52, 50, 48, 61, 55], [62, 57, 58, 63, 75], [68, 65, 74, 69], [66, 70], [71, 72, 73, 82, 78], [76, 81, 77], [79, 86, 83, 80, 84, 85], [87, 88]]
147: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22, 10], [3, 8, 6, 9, 14], [15, 17], [21, 18], [20, 16], [26, 23], [24, 27], [28, 60, 25], [29, 31, 30, 33, 35, 45], [56, 40, 47, 53, 34], [39, 44], [32, 37], [36, 59], [51, 41], [43, 42], [54, 46, 52], [50, 48], [61, 55, 62, 57], [58, 63, 75, 68], [65, 74, 69, 66, 70, 71, 72, 73, 82], [78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
148: [[64, 5, 19], [7, 38, 67, 4, 49], [13, 2, 1], [11, 12, 22, 10, 3, 8], [6, 9, 14, 15, 17], [21, 18], [20, 16], [26, 23], [24, 27, 28, 60], [25, 29], [31, 30, 33, 35, 45], [56, 40, 47, 53, 34, 39], [44, 32, 37, 36], [59, 51, 41, 43, 42, 54, 46], [52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
149: [[64, 5, 19, 7], [38, 67], [4, 49], [13, 2], [1, 11, 12, 22], [10, 3, 8, 6], [9, 14, 15], [17, 21], [18, 20, 16], [26, 23], [24, 27], [28, 60], [25, 29, 31], [30, 33, 35, 45], [56, 40], [47, 53], [34, 39, 44, 32], [37, 36], [59, 51], [41, 43], [42, 54, 46, 52], [50, 48], [61, 55, 62, 57, 58], [63, 75, 68, 65, 74], [69, 66], [70, 71, 72, 73, 82], [78, 76, 81], [77, 79, 86, 83], [80, 84], [85, 87, 88]]
150: [[64, 5, 19, 7], [38, 67, 4, 49], [13, 2, 1, 11, 12], [22, 10, 3, 8, 6], [9, 14, 15, 17], [21, 18], [20, 16], [26, 23, 24, 27, 28], [60, 25, 29], [31, 30], [33, 35, 45, 56, 40, 47, 53, 34], [39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75], [68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
151: [[64, 5, 19, 7], [38, 67, 4, 49, 13], [2, 1], [11, 12], [22, 10, 3, 8, 6], [9, 14, 15, 17, 21], [18, 20, 16, 26], [23, 24], [27, 28, 60], [25, 29], [31, 30, 33], [35, 45, 56, 40], [47, 53, 34], [39, 44, 32, 37, 36], [59, 51, 41, 43], [42, 54], [46, 52, 50, 48, 61], [55, 62, 57, 58, 63], [75, 68, 65, 74, 69], [66, 70, 71], [72, 73, 82], [78, 76, 81, 77, 79], [86, 83, 80], [84, 85, 87], [88]]
152: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22, 10, 3, 8, 6, 9, 14, 15, 17, 21, 18], [20, 16, 26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39], [44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
