0: [[36, 1, 7, 9, 68, 13, 23], [3, 25, 69, 10, 39, 53], [77, 84, 78, 41, 2, 12, 22], [64, 26, 32, 65], [14, 11, 47, 80, 15, 71, 75], [28, 55, 16, 17], [38, 19, 49, 20], [27, 24, 5, 87, 73], [48, 33, 29, 30, 31, 74], [59, 46, 21], [61, 34, 35, 37, 40, 51, 66, 72], [42, 43, 52, 44, 8], [54, 60], [6, 62, 79, 67, 57], [70, 4, 81], [58, 45, 76, 50, 18, 56, 63], [82, 83, 86, 88, 85]]
102: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 47, 49, 57, 48, 44, 53, 55, 51, 52, 54, 56, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
103: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 46, 42, 47, 57, 49, 48, 51, 52, 54, 55, 53, 56, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
104: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 52, 47, 56, 49, 48, 55, 44, 53, 60, 51, 54, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
105: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 49, 56, 48, 52, 54, 51, 57, 53, 55, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
106: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 42, 46, 37, 44, 49, 52, 61, 51, 54, 47, 48, 55, 60, 56, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
107: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 42, 37, 46, 47, 52, 44, 48, 56, 51, 49, 55, 54, 61, 57, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
108: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 42, 40, 46, 47, 52, 51, 48, 49, 54, 55, 60, 56, 53, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
109: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 40, 42, 52, 47, 49, 57, 48, 53, 54, 44, 51, 55, 60, 56, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
110: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 47, 54, 44, 52, 49, 48, 51, 53, 55, 60, 56, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
111: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 46, 42, 47, 51, 49, 52, 53, 48, 56, 54, 55, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
112: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 52, 48, 56, 54, 49, 53, 55, 51, 61, 57, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
113: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 49, 56, 48, 52, 51, 55, 54, 53, 61, 57, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
114: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 41, 37, 46, 44, 47, 56, 48, 51, 49, 54, 52, 55, 61, 60, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
115: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 44, 37, 41, 46, 52, 57, 47, 49, 54, 55, 51, 48, 56, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
116: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 42, 40, 46, 47, 48, 54, 49, 60, 51, 55, 52, 56, 57, 61, 53, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
117: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 41, 37, 46, 44, 52, 49, 48, 51, 55, 47, 54, 56, 60, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
118: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 47, 46, 61, 54, 56, 49, 60, 48, 52, 51, 55, 53, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
119: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 49, 52, 56, 55, 54, 53, 48, 51, 61, 57, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
120: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 41, 46, 37, 44, 54, 49, 52, 57, 47, 48, 56, 55, 60, 61, 51, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
121: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 46, 47, 42, 48, 56, 52, 53, 49, 51, 55, 54, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
122: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 44, 42, 41, 47, 52, 49, 48, 51, 55, 53, 61, 56, 54, 60, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
123: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 49, 57, 48, 52, 54, 55, 51, 60, 56, 53, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
124: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 51, 52, 49, 48, 55, 54, 53, 56, 61, 60, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
125: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 44, 37, 46, 41, 51, 49, 52, 47, 54, 56, 55, 48, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
126: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 37, 46, 54, 47, 42, 60, 48, 51, 44, 49, 55, 57, 52, 56, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
127: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 60, 49, 48, 51, 53, 52, 54, 61, 55, 57, 56, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
128: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 42, 40, 47, 46, 56, 49, 48, 53, 51, 55, 60, 57, 52, 54, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
129: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 46, 42, 47, 51, 49, 52, 53, 48, 56, 54, 55, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
130: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 42, 41, 44, 47, 57, 49, 48, 55, 51, 52, 54, 56, 61, 53, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
131: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 37, 40, 44, 47, 51, 49, 48, 54, 55, 46, 52, 56, 61, 57, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
132: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 37, 41, 44, 47, 52, 49, 48, 60, 46, 51, 55, 54, 56, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
133: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 52, 46, 47, 42, 49, 51, 48, 53, 54, 60, 55, 56, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
134: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 44, 41, 47, 42, 56, 49, 48, 53, 51, 55, 52, 60, 54, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
135: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 42, 40, 46, 47, 52, 49, 48, 60, 54, 55, 51, 56, 53, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
136: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 48, 40, 46, 47, 42, 49, 51, 53, 52, 54, 60, 55, 56, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
137: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 53, 42, 47, 57, 49, 44, 48, 55, 52, 60, 51, 54, 56, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
138: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 44, 42, 47, 53, 54, 56, 49, 52, 48, 51, 57, 60, 55, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
139: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 52, 49, 48, 51, 54, 53, 57, 60, 55, 61, 56, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
140: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 54, 44, 56, 48, 49, 47, 51, 52, 60, 53, 61, 57, 55, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
141: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 46, 42, 47, 56, 49, 48, 53, 52, 55, 60, 51, 54, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
142: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 55, 44, 47, 52, 49, 57, 48, 51, 54, 53, 56, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
143: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 40, 42, 47, 44, 53, 52, 49, 48, 51, 55, 54, 57, 56, 61, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
144: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 52, 49, 48, 55, 54, 51, 60, 56, 53, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
145: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 37, 42, 44, 47, 49, 56, 48, 60, 54, 55, 46, 52, 51, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
146: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 41, 44, 37, 47, 56, 46, 48, 55, 52, 49, 51, 54, 57, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
147: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 44, 41, 49, 47, 55, 42, 48, 54, 52, 60, 53, 51, 57, 56, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
148: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 40, 42, 44, 47, 53, 48, 55, 54, 49, 52, 51, 56, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
149: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 44, 37, 42, 46, 60, 49, 47, 48, 51, 52, 55, 54, 56, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
150: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 55, 47, 44, 52, 53, 48, 49, 51, 54, 61, 56, 60, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
151: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 44, 42, 41, 47, 61, 48, 52, 49, 55, 51, 60, 53, 54, 56, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
152: [[20, 9, 10, 6, 34, 8, 3, 18, 39, 4], [1, 2, 5, 13, 11, 14, 23, 29, 25, 12, 16, 17, 22, 19, 26, 21, 28, 24, 30, 31, 50, 43, 62, 41, 32, 33, 36], [7, 27, 63, 15, 45, 37, 35, 53, 40, 38, 44, 46, 42, 49, 47, 54, 52, 48, 51, 57, 58, 59, 55, 56, 61, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
