0: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42], [39, 34], [45, 56, 46], [40, 44, 47], [54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82], [85, 83, 87, 88]]
102: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
103: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
104: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
105: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
106: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
107: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84], [64, 71, 69], [73, 75, 72], [76, 80, 74], [70, 77, 81], [86, 79, 82, 85, 83, 87, 88]]
108: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49], [48, 61, 55, 50], [53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
109: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54], [49, 48, 61], [55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
110: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38, 4, 1, 8, 6, 10, 9, 2, 22, 12, 13, 14, 16, 23, 24, 19, 18, 20, 28, 29, 25, 60, 27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47, 54], [49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85], [83, 87, 88]]
111: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
112: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
113: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
114: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86, 79], [82, 85, 83], [87, 88]]
115: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9, 2], [22, 12, 13], [14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48], [61, 55, 50, 53, 59], [58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
116: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86, 79], [82, 85, 83], [87, 88]]
117: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
118: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24], [19, 18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42], [39, 34, 45, 56], [46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
119: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65], [7, 3], [5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86, 79], [82, 85, 83], [87, 88]]
120: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35], [32, 30, 33, 36, 42, 39, 34], [45, 56, 46, 40, 44, 47, 54], [49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
121: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
122: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
123: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
124: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19], [18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
125: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24], [19, 18, 20], [28, 29], [25, 60, 27], [43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
126: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35], [32, 30, 33], [36, 42, 39], [34, 45], [56, 46, 40], [44, 47, 54], [49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63, 67], [66, 68, 84], [64, 71, 69], [73, 75, 72], [76, 80, 74], [70, 77, 81], [86, 79, 82], [85, 83], [87, 88]]
127: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7, 3], [5, 38], [4, 1, 8], [6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29], [25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63], [67, 66], [68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
128: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35], [32, 30, 33], [36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86, 79], [82, 85, 83], [87, 88]]
129: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43], [31, 51, 35, 32], [30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71], [69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
130: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33], [36, 42, 39], [34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
131: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42], [39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
132: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86, 79, 82, 85, 83, 87, 88]]
133: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45], [56, 46, 40, 44], [47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86], [79, 82, 85, 83, 87, 88]]
134: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33], [36, 42, 39], [34, 45, 56], [46, 40], [44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
135: [[52, 15], [41, 78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60, 27], [43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84], [64, 71, 69], [73, 75, 72], [76, 80], [74, 70, 77], [81, 86, 79, 82], [85], [83, 87, 88]]
136: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
137: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66], [68, 84, 64], [71, 69, 73], [75, 72], [76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
138: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47], [54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66], [68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
139: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19, 18, 20, 28, 29, 25, 60, 27, 43, 31], [51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
140: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
141: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39], [34, 45, 56], [46, 40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86], [79, 82, 85, 83, 87, 88]]
142: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58], [62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76], [80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
143: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24], [19, 18], [20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
144: [[52, 15], [41, 78, 11], [17, 21], [26, 37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13], [14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60, 27], [43, 31, 51], [35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84], [64, 71, 69], [73, 75, 72], [76, 80, 74], [70, 77, 81, 86], [79, 82, 85], [83, 87, 88]]
145: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60, 27], [43, 31, 51], [35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
146: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48], [61, 55], [50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
147: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9, 2], [22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56], [46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
148: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45], [56, 46, 40], [44, 47], [54, 49, 48], [61, 55, 50], [53, 59], [58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
149: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10], [9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
150: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13], [14, 16, 23], [24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
151: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5], [38, 4, 1], [8, 6, 10], [9, 2], [22, 12], [13, 14, 16], [23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70], [77, 81, 86, 79], [82, 85, 83], [87, 88]]
152: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14], [16, 23, 24], [19, 18, 20], [28, 29], [25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
