0: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21], [23, 26, 24, 27], [29, 25, 28, 31], [62, 43, 36, 41], [35, 33], [42, 32, 38], [34, 39, 44], [40, 47], [45, 46], [51, 50, 56], [61, 48], [53, 49, 54], [52, 55, 57], [59, 58, 60, 63], [64, 71, 67], [65, 66, 78], [76, 68, 69], [70, 75, 72], [73, 74, 77], [79, 82], [81, 80, 86, 83, 85], [84, 87, 88]]
102: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23], [26, 24], [27, 29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42], [32, 38], [34, 39, 44], [40, 47, 45], [46, 51, 50, 56], [61, 48, 53], [49, 54, 52, 55], [57, 59, 58], [60, 63, 64, 71], [67, 65], [66, 78, 76], [68, 69, 70], [75, 72, 73, 74], [77, 79, 82, 81], [80, 86, 83, 85], [84, 87, 88]]
103: [[19, 7, 5, 37], [9, 2], [3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20, 17], [16, 18], [21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43, 36, 41], [35, 33, 42, 32], [38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48], [53, 49, 54, 52], [55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66], [78], [76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
104: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14], [15, 20], [17, 16, 18], [21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43, 36], [41, 35, 33], [42, 32, 38], [34, 39, 44], [40, 47, 45], [46, 51, 50], [56, 61, 48], [53, 49, 54], [52, 55, 57], [59, 58, 60], [63, 64, 71], [67, 65], [66, 78, 76], [68, 69], [70, 75], [72, 73, 74], [77, 79, 82], [81, 80], [86, 83, 85], [84, 87, 88]]
105: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23, 26], [24, 27, 29], [25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53], [49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
106: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23, 26], [24, 27, 29], [25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53], [49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
107: [[19, 7], [5, 37], [9, 2, 3], [1, 4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17, 16], [18, 21, 23], [26, 24], [27, 29], [25, 28, 31], [62, 43, 36], [41, 35, 33], [42, 32, 38], [34, 39, 44], [40, 47, 45], [46, 51, 50], [56, 61, 48], [53, 49, 54], [52, 55, 57], [59, 58, 60], [63, 64, 71], [67, 65, 66], [78, 76], [68, 69, 70], [75, 72], [73, 74], [77, 79, 82], [81, 80, 86], [83, 85], [84, 87, 88]]
108: [[19, 7, 5], [37, 9, 2, 3], [1, 4, 10], [6, 8, 11, 30], [22, 12, 13, 14], [15, 20], [17, 16, 18, 21], [23, 26, 24], [27, 29, 25, 28, 31], [62, 43], [36, 41, 35, 33], [42, 32], [38, 34, 39, 44], [40, 47, 45], [46, 51], [50, 56, 61, 48], [53, 49, 54, 52], [55, 57, 59, 58], [60, 63, 64], [71, 67, 65], [66, 78], [76, 68, 69, 70, 75, 72, 73], [74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
109: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23, 26], [24, 27, 29], [25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53], [49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
110: [[19, 7, 5], [37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23], [26, 24], [27, 29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34], [39, 44, 40, 47], [45, 46, 51], [50, 56, 61, 48], [53, 49, 54], [52, 55, 57], [59, 58], [60, 63, 64, 71], [67, 65, 66], [78, 76], [68, 69, 70, 75], [72, 73, 74, 77], [79, 82, 81], [80, 86, 83], [85, 84, 87, 88]]
111: [[19, 7, 5], [37, 9, 2, 3], [1, 4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42, 32], [38, 34, 39], [44, 40, 47, 45], [46, 51, 50, 56], [61, 48, 53, 49, 54, 52, 55, 57, 59, 58], [60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69], [70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
112: [[19, 7, 5, 37], [9, 2], [3, 1], [4, 10, 6], [8, 11, 30], [22, 12], [13, 14, 15], [20, 17, 16], [18, 21, 23, 26], [24, 27, 29, 25], [28, 31, 62, 43], [36, 41, 35], [33, 42, 32], [38, 34], [39, 44, 40, 47], [45, 46, 51, 50], [56, 61, 48, 53], [49, 54, 52, 55], [57, 59, 58, 60], [63, 64, 71, 67], [65, 66, 78, 76], [68, 69, 70], [75, 72], [73, 74], [77, 79, 82], [81, 80, 86], [83, 85, 84], [87, 88]]
113: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23, 26], [24, 27], [29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82], [81, 80, 86, 83, 85, 84, 87, 88]]
114: [[19, 7], [5, 37, 9], [2, 3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21], [23, 26, 24], [27, 29, 25], [28, 31], [62, 43, 36], [41, 35, 33], [42, 32, 38, 34], [39, 44, 40, 47], [45, 46, 51], [50, 56, 61], [48, 53], [49, 54, 52], [55, 57, 59, 58], [60, 63, 64, 71], [67, 65], [66, 78, 76], [68, 69, 70, 75], [72, 73, 74, 77], [79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
115: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17, 16], [18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62, 43], [36, 41, 35, 33], [42, 32, 38, 34], [39, 44, 40, 47], [45, 46], [51, 50, 56], [61, 48, 53], [49, 54, 52], [55, 57], [59, 58, 60], [63, 64, 71], [67, 65, 66, 78], [76, 68], [69, 70, 75], [72, 73, 74, 77], [79, 82, 81, 80], [86, 83, 85], [84, 87, 88]]
116: [[19, 7, 5], [37, 9, 2], [3, 1, 4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15, 20], [17, 16, 18], [21, 23], [26, 24, 27, 29], [25, 28], [31, 62, 43, 36], [41, 35], [33, 42], [32, 38, 34, 39], [44, 40], [47, 45, 46], [51, 50, 56], [61, 48, 53, 49], [54, 52], [55, 57, 59], [58, 60], [63, 64, 71, 67], [65, 66, 78], [76, 68, 69], [70, 75, 72, 73], [74, 77], [79, 82, 81], [80, 86, 83], [85, 84], [87, 88]]
117: [[19, 7, 5, 37], [9, 2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12, 13], [14, 15, 20, 17], [16, 18, 21], [23, 26, 24], [27, 29, 25, 28, 31, 62, 43], [36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
118: [[19, 7, 5, 37], [9, 2], [3, 1], [4, 10, 6, 8], [11, 30, 22], [12, 13, 14], [15, 20, 17], [16, 18, 21], [23, 26, 24, 27], [29, 25, 28, 31], [62, 43, 36, 41], [35, 33, 42], [32, 38], [34, 39, 44], [40, 47], [45, 46], [51, 50, 56, 61], [48, 53, 49, 54], [52, 55], [57, 59, 58], [60, 63, 64], [71, 67], [65, 66], [78, 76, 68], [69, 70, 75], [72, 73, 74], [77, 79, 82], [81, 80, 86, 83, 85], [84, 87, 88]]
119: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30, 22, 12], [13, 14], [15, 20, 17], [16, 18, 21, 23], [26, 24, 27, 29], [25, 28, 31], [62, 43, 36], [41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56], [61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
120: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12], [13, 14, 15, 20], [17, 16, 18], [21, 23], [26, 24, 27], [29, 25, 28], [31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34], [39, 44, 40], [47, 45, 46, 51], [50, 56, 61], [48, 53], [49, 54, 52], [55, 57, 59], [58, 60, 63], [64, 71, 67], [65, 66, 78], [76, 68, 69, 70], [75, 72, 73], [74, 77, 79], [82], [81, 80, 86, 83, 85, 84, 87, 88]]
121: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6], [8, 11], [30, 22, 12], [13, 14, 15], [20, 17], [16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36, 41, 35], [33, 42, 32], [38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56], [61, 48, 53], [49, 54, 52, 55], [57, 59, 58, 60], [63, 64, 71], [67, 65, 66, 78], [76, 68, 69, 70, 75, 72, 73, 74], [77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
122: [[19, 7], [5, 37, 9], [2, 3], [1, 4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17, 16], [18, 21, 23], [26, 24, 27], [29, 25], [28, 31, 62], [43, 36], [41, 35, 33], [42, 32, 38], [34, 39, 44], [40, 47], [45, 46, 51], [50, 56], [61, 48, 53], [49, 54, 52], [55, 57, 59], [58, 60], [63, 64, 71], [67, 65, 66], [78, 76, 68], [69, 70, 75], [72, 73, 74], [77, 79, 82, 81], [80, 86, 83], [85, 84, 87, 88]]
123: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13, 14], [15, 20, 17], [16, 18, 21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43, 36], [41, 35, 33, 42], [32, 38, 34], [39, 44, 40], [47, 45, 46, 51], [50, 56, 61], [48, 53, 49], [54], [52, 55, 57], [59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
124: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30, 22], [12, 13, 14], [15, 20, 17], [16, 18, 21, 23], [26, 24, 27, 29], [25, 28, 31], [62, 43, 36], [41, 35, 33], [42, 32, 38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56], [61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73], [74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
125: [[19, 7, 5], [37, 9, 2], [3, 1, 4], [10, 6, 8], [11, 30, 22], [12, 13], [14, 15], [20, 17], [16, 18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42], [32, 38, 34, 39, 44], [40, 47], [45, 46, 51], [50, 56, 61], [48, 53], [49, 54, 52, 55, 57], [59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
126: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42, 32], [38, 34, 39], [44, 40, 47], [45, 46, 51], [50, 56, 61], [48, 53], [49, 54, 52], [55, 57, 59, 58], [60, 63], [64, 71, 67], [65, 66], [78, 76, 68, 69], [70, 75, 72, 73], [74, 77], [79, 82], [81, 80, 86], [83, 85, 84], [87, 88]]
127: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30, 22], [12, 13], [14, 15, 20, 17], [16, 18, 21], [23, 26, 24, 27], [29, 25, 28, 31, 62, 43], [36, 41, 35, 33, 42, 32], [38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
128: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15, 20], [17, 16, 18, 21], [23, 26, 24, 27], [29, 25, 28, 31], [62, 43], [36, 41, 35], [33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54], [52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83], [85, 84, 87, 88]]
129: [[19, 7], [5, 37], [9, 2, 3], [1, 4, 10], [6, 8, 11], [30, 22, 12], [13, 14], [15, 20, 17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62], [43, 36], [41, 35, 33], [42, 32, 38], [34, 39, 44, 40], [47, 45], [46, 51], [50, 56, 61], [48, 53, 49], [54, 52, 55, 57], [59, 58, 60, 63], [64, 71, 67], [65, 66, 78], [76, 68, 69], [70, 75], [72, 73, 74, 77], [79, 82], [81, 80, 86], [83, 85, 84], [87, 88]]
130: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8, 11], [30, 22], [12, 13, 14], [15, 20, 17], [16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42, 32], [38, 34], [39, 44, 40, 47], [45, 46, 51, 50], [56, 61, 48], [53, 49, 54], [52, 55], [57, 59, 58], [60, 63, 64], [71, 67, 65, 66], [78, 76], [68, 69, 70, 75], [72, 73, 74, 77], [79, 82, 81, 80], [86, 83, 85], [84, 87, 88]]
131: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10, 6], [8, 11], [30, 22, 12], [13, 14, 15], [20, 17], [16, 18, 21], [23, 26], [24, 27], [29, 25], [28, 31, 62], [43, 36, 41], [35, 33], [42, 32, 38], [34, 39, 44], [40, 47, 45], [46, 51, 50], [56, 61, 48], [53, 49], [54, 52, 55], [57, 59, 58], [60, 63], [64, 71, 67], [65, 66], [78, 76], [68, 69, 70], [75, 72, 73], [74, 77, 79, 82], [81, 80, 86, 83], [85, 84, 87, 88]]
132: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17, 16], [18, 21, 23], [26, 24, 27], [29, 25], [28, 31, 62], [43, 36, 41], [35, 33], [42, 32, 38], [34, 39, 44], [40, 47, 45], [46, 51, 50], [56, 61, 48, 53], [49, 54, 52], [55, 57], [59, 58, 60, 63], [64, 71, 67], [65, 66, 78, 76], [68, 69, 70], [75, 72, 73], [74, 77, 79, 82], [81, 80, 86], [83, 85, 84], [87, 88]]
133: [[19, 7, 5, 37], [9, 2, 3], [1, 4], [10, 6, 8], [11, 30, 22], [12, 13], [14, 15, 20, 17], [16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34], [39, 44], [40, 47, 45], [46, 51, 50], [56, 61, 48], [53, 49], [54, 52], [55, 57, 59], [58, 60], [63, 64, 71], [67, 65, 66], [78, 76, 68], [69, 70, 75], [72, 73, 74, 77, 79, 82, 81, 80, 86], [83, 85, 84, 87, 88]]
134: [[19, 7, 5], [37, 9, 2], [3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21, 23, 26, 24, 27, 29, 25], [28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
135: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17, 16], [18, 21], [23, 26, 24], [27, 29, 25, 28], [31, 62, 43], [36, 41], [35, 33, 42, 32], [38, 34], [39, 44, 40, 47], [45, 46, 51, 50], [56, 61], [48, 53], [49, 54, 52, 55], [57, 59], [58, 60, 63, 64], [71, 67, 65], [66, 78, 76, 68], [69, 70], [75, 72, 73], [74, 77], [79, 82, 81], [80, 86, 83], [85, 84, 87, 88]]
136: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13, 14, 15, 20, 17, 16], [18, 21, 23, 26, 24, 27, 29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
137: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17, 16, 18], [21, 23, 26, 24], [27, 29], [25, 28, 31], [62, 43], [36, 41, 35], [33, 42, 32], [38, 34, 39], [44, 40, 47], [45, 46], [51, 50, 56], [61, 48, 53], [49, 54], [52, 55], [57, 59], [58, 60, 63], [64, 71, 67, 65], [66, 78, 76], [68, 69, 70], [75, 72, 73], [74, 77, 79], [82, 81, 80], [86, 83, 85], [84, 87, 88]]
138: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30, 22], [12, 13, 14], [15, 20, 17, 16], [18, 21, 23], [26, 24, 27, 29, 25], [28, 31], [62, 43, 36], [41, 35, 33], [42, 32], [38, 34, 39, 44], [40, 47, 45], [46, 51], [50, 56], [61, 48, 53, 49], [54], [52, 55, 57, 59, 58], [60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72], [73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
139: [[19, 7, 5, 37], [9, 2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14], [15, 20, 17, 16, 18, 21, 23, 26, 24], [27, 29, 25, 28, 31, 62, 43, 36], [41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65], [66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
140: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20, 17], [16, 18, 21], [23, 26], [24, 27, 29, 25], [28, 31, 62], [43, 36], [41, 35], [33, 42, 32], [38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56, 61], [48, 53, 49, 54], [52, 55, 57], [59, 58, 60], [63, 64, 71], [67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
141: [[19, 7, 5, 37], [9, 2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14], [15, 20, 17], [16, 18, 21], [23, 26, 24, 27], [29, 25, 28, 31], [62, 43, 36], [41, 35], [33, 42, 32], [38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56, 61], [48, 53], [49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73], [74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
142: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56], [61, 48, 53], [49, 54, 52, 55], [57, 59, 58], [60, 63, 64, 71], [67, 65, 66, 78], [76, 68, 69, 70], [75, 72, 73, 74], [77, 79, 82], [81, 80, 86], [83, 85, 84], [87, 88]]
143: [[19, 7, 5, 37], [9, 2, 3, 1, 4, 10, 6, 8, 11, 30, 22, 12, 13, 14, 15, 20, 17, 16, 18, 21, 23, 26, 24, 27, 29, 25, 28, 31, 62, 43, 36], [41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
144: [[19, 7, 5], [37, 9], [2, 3, 1, 4], [10, 6, 8], [11, 30, 22], [12, 13, 14], [15, 20, 17, 16], [18, 21, 23], [26, 24], [27, 29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42, 32, 38], [34, 39, 44], [40, 47, 45, 46], [51], [50, 56, 61], [48, 53], [49, 54, 52], [55, 57, 59], [58, 60, 63], [64, 71, 67], [65, 66, 78, 76], [68, 69, 70, 75], [72, 73, 74], [77, 79, 82, 81], [80, 86, 83, 85], [84, 87, 88]]
145: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30, 22, 12], [13, 14], [15, 20, 17, 16, 18, 21, 23, 26, 24, 27, 29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44], [40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54], [52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
146: [[19, 7, 5], [37, 9, 2], [3, 1], [4, 10, 6], [8, 11, 30], [22, 12], [13, 14, 15], [20, 17], [16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36], [41, 35, 33, 42], [32, 38, 34, 39], [44, 40, 47, 45], [46, 51], [50, 56], [61, 48, 53, 49], [54, 52, 55], [57, 59], [58, 60, 63], [64, 71, 67, 65], [66, 78, 76, 68], [69, 70], [75, 72, 73], [74, 77, 79, 82], [81, 80, 86, 83], [85, 84, 87, 88]]
147: [[19, 7, 5, 37], [9, 2], [3, 1, 4, 10], [6, 8, 11], [30, 22], [12, 13, 14], [15, 20, 17], [16, 18, 21, 23], [26, 24, 27, 29], [25, 28, 31], [62, 43, 36, 41], [35, 33, 42], [32, 38], [34, 39, 44], [40, 47, 45], [46, 51], [50, 56, 61], [48, 53, 49], [54, 52, 55, 57], [59, 58], [60, 63, 64], [71, 67, 65], [66, 78], [76, 68], [69, 70, 75, 72, 73, 74, 77, 79, 82], [81, 80, 86, 83, 85, 84, 87, 88]]
148: [[19, 7, 5], [37, 9, 2, 3], [1, 4, 10], [6, 8, 11], [30, 22, 12, 13], [14, 15, 20, 17], [16, 18, 21, 23], [26, 24, 27, 29], [25, 28, 31], [62, 43, 36, 41], [35, 33, 42, 32], [38, 34], [39, 44, 40, 47, 45, 46, 51, 50, 56, 61], [48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81], [80, 86, 83, 85, 84, 87, 88]]
149: [[19, 7, 5, 37], [9, 2, 3, 1], [4, 10, 6, 8, 11, 30, 22, 12, 13, 14], [15, 20, 17, 16, 18, 21, 23, 26, 24, 27, 29, 25, 28, 31, 62, 43, 36, 41], [35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53], [49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
150: [[19, 7], [5, 37, 9], [2, 3], [1, 4, 10], [6, 8, 11], [30, 22, 12], [13, 14], [15, 20], [17, 16, 18], [21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43, 36], [41, 35, 33], [42, 32, 38, 34], [39, 44, 40], [47, 45, 46, 51], [50, 56], [61, 48, 53, 49], [54], [52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
151: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30, 22, 12, 13, 14, 15, 20, 17], [16, 18, 21, 23, 26, 24, 27, 29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38], [34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
152: [[19, 7, 5, 37, 9], [2, 3], [1, 4, 10], [6, 8, 11], [30, 22], [12, 13, 14], [15, 20, 17, 16], [18, 21, 23], [26, 24, 27, 29], [25, 28, 31, 62], [43, 36], [41, 35, 33, 42], [32, 38, 34, 39], [44, 40], [47, 45, 46], [51, 50, 56], [61, 48, 53], [49, 54, 52, 55, 57], [59, 58, 60, 63, 64], [71, 67], [65, 66, 78], [76, 68, 69], [70, 75], [72, 73, 74], [77, 79, 82], [81, 80, 86], [83, 85, 84], [87, 88]]
