0: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21, 17], [16, 18, 25, 23, 31, 26, 24, 27], [29, 28], [30, 51, 33, 35, 32, 46], [34, 38, 39, 42], [36, 44, 43], [40, 45, 47], [52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61], [55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78], [79, 82], [81, 84, 80, 87, 83, 85], [86, 88]]
102: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5], [8, 6], [9, 11, 10, 13, 14, 12], [22, 20, 21, 17], [16, 18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44], [43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
103: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5], [8, 6], [9, 11, 10, 13, 14, 12], [22, 20, 21, 17, 16], [18, 25], [23], [31, 26], [24, 27, 29, 28, 30, 51, 33], [35, 32], [46], [34, 38], [36, 42, 39, 44, 43, 40], [45, 47], [52, 48], [49, 53, 58, 54, 62, 57], [59, 56], [61, 55, 63, 66, 76], [67, 65, 68, 64, 69, 75, 70, 77], [72, 73], [74, 78, 79, 82, 81], [84, 80, 87, 83], [85, 86, 88]]
104: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8], [6, 9, 11, 10, 13, 14], [12, 22, 20, 21], [17, 16, 18, 25, 23, 31], [26, 24], [27], [29, 28], [30, 51, 33], [35, 32, 46, 34, 38, 36, 42], [39, 44, 43, 40, 45, 47], [52, 48, 49, 53, 58], [54, 62, 57], [59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
105: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3], [4], [5, 8], [6, 9, 11, 10, 13, 14], [12, 22, 20, 21], [17], [16, 18, 25, 23], [31], [26, 24, 27, 29], [28, 30, 51, 33, 35, 32], [46, 34, 38, 39], [42, 36], [44, 43], [40, 45, 47, 52, 48, 49], [53, 58, 54, 62, 57], [59, 56, 61, 55], [63, 66, 76, 67, 65, 68, 64], [69, 75, 70, 77, 72, 73, 74], [78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
106: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11], [10, 13, 14], [12, 22, 20, 21], [17, 16, 18, 25, 23, 31], [26, 24, 27], [29, 28, 30, 51, 33, 35, 32, 46, 34, 38], [39, 42, 36], [44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57], [59], [56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
107: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6], [9, 11, 10, 13, 14, 12, 22, 20, 21, 17, 16, 18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
108: [[19, 41, 71, 1, 60, 50, 15], [37, 7, 2, 3], [4, 5, 8, 6, 9, 11, 10], [13, 14], [12, 22, 20, 21], [17, 16, 18, 25], [23, 31, 26, 24, 27], [29, 28, 30, 51, 33, 35, 32], [46, 34, 38, 39, 42], [36, 44], [43, 40, 45, 47, 52, 48, 49], [53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76], [67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
109: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9], [11], [10, 13, 14, 12], [22, 20, 21, 17, 16, 18], [25, 23, 31, 26, 24, 27], [29, 28, 30, 51, 33], [35], [32, 46, 34, 38], [36, 42, 39, 44, 43], [40], [45, 47], [52, 48, 49], [53, 58], [54, 62, 57, 59, 56, 61, 55], [63, 66, 76, 67, 65, 68, 64], [69, 75], [70, 77, 72], [73, 74, 78], [79, 82, 81, 84, 80, 87, 83], [85, 86, 88]]
110: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8, 6], [9, 11, 10, 13, 14], [12, 22, 20, 21], [17, 16, 18, 25, 23, 31], [26, 24, 27, 29, 28, 30, 51, 33], [35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82], [81, 84, 80, 87, 83, 85, 86, 88]]
111: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5, 8, 6, 9, 11], [10, 13, 14, 12, 22, 20, 21, 17, 16, 18], [25, 23, 31, 26, 24], [27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59], [56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75], [70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
112: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12], [22, 20, 21, 17, 16, 18], [25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 39], [42, 36, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54], [62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64], [69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
113: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8, 6, 9, 11, 10, 13, 14, 12, 22, 20, 21, 17, 16, 18, 25, 23, 31, 26, 24, 27, 29, 28], [30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
114: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5], [8, 6, 9, 11, 10, 13], [14, 12, 22, 20], [21], [17, 16, 18, 25, 23], [31, 26, 24, 27, 29, 28, 30], [51, 33], [35], [32, 46], [34, 38, 36, 42, 39, 44], [43, 40, 45, 47, 52, 48, 49, 53], [58, 54, 62, 57, 59, 56, 61, 55, 63, 66], [76, 67, 65, 68, 64, 69], [75, 70, 77, 72, 73], [74], [78, 79], [82, 81, 84], [80, 87, 83, 85], [86, 88]]
115: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3], [4, 5], [8], [6, 9], [11, 10, 13, 14, 12, 22], [20, 21, 17, 16, 18], [25, 23], [31, 26], [24, 27, 29], [28, 30, 51], [33, 35, 32, 46], [34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
116: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8], [6], [9, 11], [10, 13, 14, 12, 22, 20], [21], [17, 16, 18], [25, 23, 31, 26, 24, 27, 29, 28, 30], [51, 33], [35], [32, 46], [34, 38, 36, 42, 39, 44], [43, 40, 45, 47, 52], [48, 49, 53, 58, 54], [62, 57, 59, 56], [61, 55, 63, 66, 76], [67, 65, 68, 64, 69], [75, 70, 77, 72], [73, 74, 78, 79, 82, 81, 84, 80, 87], [83, 85, 86, 88]]
117: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3], [4, 5], [8], [6, 9], [11, 10, 13, 14, 12, 22], [20, 21, 17, 16, 18], [25, 23, 31, 26, 24], [27, 29], [28, 30, 51], [33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43], [40, 45, 47, 52, 48], [49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
118: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4], [5, 8], [6, 9, 11, 10, 13, 14], [12, 22, 20, 21, 17], [16, 18, 25, 23, 31], [26, 24, 27, 29], [28, 30, 51, 33, 35, 32], [46, 34], [38, 36], [42, 39], [44, 43], [40, 45], [47], [52, 48], [49, 53, 58], [54, 62], [57], [59, 56], [61, 55, 63], [66, 76], [67, 65], [68, 64, 69, 75, 70, 77], [72, 73, 74], [78, 79, 82, 81, 84, 80], [87, 83, 85, 86, 88]]
119: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4], [5, 8], [6, 9, 11, 10, 13, 14, 12, 22, 20, 21, 17, 16, 18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38], [36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
120: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8], [6, 9], [11, 10, 13, 14, 12, 22, 20, 21], [17, 16, 18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65], [68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
121: [[19, 41], [71], [1, 60], [50, 15, 37, 7], [2, 3, 4, 5], [8, 6, 9, 11], [10, 13, 14, 12, 22, 20, 21], [17, 16, 18, 25, 23, 31, 26], [24, 27, 29], [28, 30], [51, 33, 35, 32, 46, 34], [38, 39, 42, 36], [44, 43], [40, 45], [47, 52], [48, 49, 53, 58, 54, 62], [57, 59, 56, 61], [55, 63, 66], [76, 67, 65], [68, 64, 69, 75, 70], [77, 72, 73, 74, 78], [79, 82], [81, 84, 80, 87, 83, 85], [86, 88]]
122: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8], [6], [9, 11], [10, 13, 14, 12, 22, 20], [21], [17, 16, 18], [25, 23, 31, 26, 24, 27, 29, 28, 30], [51, 33], [35, 32, 46, 34, 38, 36, 42], [39, 44], [43, 40], [45], [47, 52, 48, 49, 53, 58, 54, 62, 57, 59], [56, 61, 55], [63, 66, 76, 67], [65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
123: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5], [8, 6, 9, 11, 10, 13, 14], [12, 22, 20, 21, 17], [16, 18, 25, 23], [31, 26, 24, 27, 29, 28, 30], [51, 33, 35, 32, 46, 34], [38, 36, 42, 39, 44, 43, 40], [45, 47, 52, 48, 49], [53, 58], [54], [62, 57, 59, 56, 61, 55, 63], [66, 76, 67, 65, 68, 64, 69, 75, 70, 77], [72, 73, 74, 78, 79], [82, 81, 84, 80, 87, 83, 85, 86, 88]]
124: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3], [4, 5], [8, 6, 9], [11, 10, 13, 14, 12, 22, 20, 21, 17, 16, 18, 25, 23, 31, 26, 24, 27, 29], [28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53], [58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
125: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5, 8], [6, 9, 11], [10, 13, 14], [12, 22, 20, 21, 17, 16, 18, 25, 23, 31, 26], [24, 27, 29, 28, 30], [51, 33, 35, 32, 46, 34], [38, 39, 42, 36, 44], [43], [40, 45], [47, 52, 48], [49, 53, 58, 54], [62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
126: [[19, 41, 71, 1, 60, 50, 15], [37, 7, 2], [3], [4, 5], [8, 6, 9], [11, 10], [13, 14], [12, 22], [20, 21, 17, 16, 18, 25], [23, 31], [26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40], [45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
127: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8], [6], [9, 11], [10, 13, 14, 12, 22, 20], [21], [17, 16, 18], [25, 23, 31, 26, 24, 27, 29, 28, 30], [51, 33], [35, 32, 46, 34, 38, 36, 42], [39, 44], [43, 40], [45], [47, 52, 48, 49, 53, 58, 54, 62, 57, 59], [56, 61], [55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79], [82, 81, 84, 80, 87, 83, 85, 86, 88]]
128: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8, 6], [9, 11, 10, 13, 14, 12, 22, 20, 21, 17, 16], [18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51], [33, 35, 32, 46, 34, 38, 36], [42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57], [59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
129: [[19, 41, 71, 1, 60, 50], [15, 37], [7], [2, 3], [4, 5, 8, 6, 9, 11], [10, 13, 14, 12, 22], [20, 21, 17, 16], [18], [25, 23], [31, 26], [24, 27], [29, 28], [30, 51, 33, 35, 32, 46], [34, 38, 36, 42], [39, 44], [43, 40], [45, 47], [52, 48, 49, 53, 58, 54], [62, 57, 59, 56, 61, 55], [63, 66, 76, 67, 65, 68], [64, 69, 75, 70], [77, 72, 73, 74, 78, 79], [82, 81], [84, 80, 87, 83, 85], [86, 88]]
130: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8, 6, 9], [11, 10, 13, 14, 12, 22, 20, 21, 17, 16], [18, 25, 23, 31, 26], [24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57], [59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69], [75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
131: [[19, 41], [71], [1, 60], [50, 15, 37, 7, 2], [3, 4], [5, 8], [6, 9, 11], [10, 13, 14], [12, 22], [20], [21, 17], [16, 18], [25, 23, 31], [26, 24, 27], [29], [28, 30], [51, 33, 35, 32], [46], [34, 38, 39, 42], [36, 44, 43, 40, 45, 47], [52, 48, 49, 53], [58, 54], [62, 57], [59, 56, 61, 55, 63, 66], [76, 67, 65, 68, 64], [69, 75, 70, 77], [72, 73, 74, 78, 79, 82, 81], [84, 80, 87, 83, 85, 86, 88]]
132: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3], [4, 5, 8, 6, 9, 11], [10], [13, 14, 12], [22, 20, 21, 17, 16, 18], [25, 23], [31, 26, 24], [27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43], [40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
133: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13], [14, 12], [22, 20, 21, 17, 16, 18], [25, 23, 31, 26], [24], [27, 29], [28, 30, 51, 33, 35, 32, 46, 34], [38, 39], [42, 36, 44, 43, 40, 45], [47, 52, 48, 49], [53, 58, 54, 62, 57], [59, 56, 61, 55, 63, 66], [76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
134: [[19, 41], [71], [1, 60], [50, 15, 37, 7, 2, 3], [4, 5, 8, 6, 9], [11, 10, 13, 14], [12, 22, 20], [21, 17, 16], [18, 25, 23, 31, 26, 24], [27, 29, 28, 30], [51, 33, 35, 32, 46, 34, 38], [36, 42], [39], [44, 43], [40, 45, 47, 52, 48, 49], [53, 58, 54, 62], [57, 59], [56, 61, 55], [63, 66, 76], [67], [65, 68, 64], [69, 75, 70], [77, 72, 73, 74, 78, 79, 82], [81, 84, 80, 87, 83], [85, 86, 88]]
135: [[19, 41, 71, 1, 60, 50, 15], [37, 7, 2], [3, 4, 5, 8, 6, 9], [11, 10], [13, 14, 12], [22, 20, 21, 17, 16, 18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40], [45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64], [69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
136: [[19, 41], [71, 1, 60, 50, 15, 37], [7, 2, 3, 4, 5], [8, 6], [9], [11, 10, 13], [14, 12, 22], [20], [21, 17, 16, 18, 25], [23, 31, 26, 24], [27, 29, 28, 30], [51, 33, 35, 32, 46, 34], [38, 36, 42], [39], [44, 43], [40, 45, 47, 52, 48, 49], [53, 58, 54, 62, 57], [59, 56, 61], [55, 63], [66, 76, 67, 65, 68, 64], [69], [75, 70, 77, 72], [73, 74], [78, 79, 82, 81], [84, 80], [87, 83], [85], [86, 88]]
137: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3], [4, 5, 8], [6, 9, 11, 10, 13, 14, 12], [22, 20, 21, 17, 16, 18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
138: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5, 8, 6, 9], [11, 10, 13, 14], [12, 22, 20, 21, 17, 16, 18, 25, 23, 31, 26, 24], [27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36], [42, 39, 44, 43, 40, 45], [47, 52, 48, 49, 53], [58, 54], [62, 57, 59, 56, 61, 55], [63, 66], [76], [67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
139: [[19, 41], [71], [1, 60], [50, 15, 37, 7, 2], [3, 4], [5, 8], [6, 9, 11], [10, 13, 14], [12, 22], [20], [21, 17], [16, 18, 25, 23, 31, 26, 24], [27, 29], [28], [30, 51], [33, 35, 32, 46, 34, 38], [39, 42, 36, 44], [43, 40, 45, 47, 52], [48, 49], [53, 58, 54, 62, 57, 59], [56, 61, 55, 63, 66], [76], [67, 65, 68, 64, 69], [75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84], [80, 87, 83, 85, 86, 88]]
140: [[19, 41, 71, 1, 60], [50], [15, 37], [7, 2, 3, 4], [5], [8, 6], [9, 11, 10], [13, 14], [12], [22], [20, 21, 17, 16, 18], [25], [23, 31, 26], [24, 27, 29, 28], [30, 51], [33, 35, 32, 46], [34, 38, 36, 42, 39, 44], [43, 40, 45, 47, 52, 48], [49, 53, 58, 54, 62], [57], [59, 56, 61, 55, 63], [66, 76, 67, 65, 68], [64, 69], [75, 70, 77], [72, 73, 74], [78, 79, 82], [81, 84], [80, 87, 83], [85, 86, 88]]
141: [[19, 41], [71], [1, 60], [50, 15, 37, 7], [2, 3, 4, 5], [8, 6, 9, 11, 10, 13], [14], [12, 22], [20, 21], [17], [16, 18, 25], [23, 31, 26, 24, 27, 29], [28, 30, 51, 33, 35], [32, 46, 34, 38, 36], [42, 39, 44, 43], [40, 45, 47, 52, 48, 49], [53, 58], [54, 62, 57, 59, 56], [61, 55, 63, 66], [76, 67, 65, 68], [64, 69, 75, 70, 77, 72], [73, 74, 78], [79, 82, 81, 84], [80], [87, 83], [85, 86, 88]]
142: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3], [4], [5, 8], [6], [9, 11, 10, 13, 14], [12, 22, 20, 21], [17], [16, 18], [25, 23], [31], [26, 24], [27, 29, 28, 30, 51, 33], [35, 32, 46, 34], [38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54], [62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69], [75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
143: [[19, 41], [71, 1], [60, 50], [15, 37, 7, 2], [3, 4, 5, 8, 6], [9, 11], [10], [13, 14], [12, 22], [20, 21, 17, 16, 18, 25], [23, 31, 26, 24, 27], [29, 28], [30, 51], [33], [35, 32], [46, 34, 38, 36, 42, 39], [44, 43, 40, 45, 47], [52], [48, 49, 53, 58, 54, 62], [57, 59, 56, 61, 55, 63], [66, 76], [67, 65, 68, 64, 69, 75], [70, 77, 72, 73], [74], [78, 79, 82, 81, 84], [80, 87, 83, 85, 86, 88]]
144: [[19, 41], [71], [1, 60], [50, 15, 37, 7], [2], [3, 4, 5, 8], [6, 9], [11, 10, 13, 14], [12, 22, 20, 21], [17, 16], [18], [25, 23, 31], [26, 24, 27, 29], [28], [30, 51], [33, 35], [32, 46, 34, 38, 36], [42, 39, 44, 43], [40, 45, 47, 52], [48, 49], [53, 58, 54, 62, 57], [59, 56, 61, 55], [63, 66, 76, 67], [65, 68, 64, 69, 75, 70], [77, 72, 73, 74], [78, 79, 82, 81, 84], [80], [87, 83], [85, 86, 88]]
145: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8, 6, 9], [11, 10], [13, 14], [12], [22, 20, 21, 17, 16, 18, 25, 23, 31, 26], [24, 27], [29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45], [47, 52, 48, 49, 53, 58, 54, 62, 57], [59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
146: [[19, 41, 71], [1, 60], [50], [15, 37], [7, 2, 3, 4, 5, 8], [6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16, 18, 25, 23], [31, 26, 24, 27, 29, 28], [30, 51, 33, 35, 32, 46, 34], [38, 39], [42], [36, 44], [43, 40, 45, 47, 52, 48, 49], [53, 58, 54, 62], [57, 59, 56, 61, 55], [63], [66, 76, 67, 65, 68, 64], [69, 75, 70], [77, 72], [73, 74, 78, 79, 82, 81], [84, 80, 87, 83, 85, 86, 88]]
147: [[19, 41, 71], [1, 60, 50], [15, 37, 7], [2, 3], [4, 5, 8, 6], [9, 11, 10, 13], [14, 12, 22, 20, 21, 17], [16, 18, 25], [23, 31, 26, 24], [27, 29, 28, 30, 51, 33], [35, 32], [46, 34, 38, 36, 42, 39], [44, 43, 40, 45, 47], [52], [48, 49], [53, 58, 54], [62, 57, 59], [56, 61], [55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78], [79], [82, 81], [84, 80, 87], [83, 85, 86, 88]]
148: [[19, 41, 71, 1, 60, 50], [15], [37, 7, 2], [3, 4, 5, 8, 6, 9, 11, 10, 13], [14, 12, 22, 20, 21, 17, 16, 18, 25, 23, 31], [26], [24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34], [38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54], [62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
149: [[19, 41, 71], [1, 60, 50], [15], [37, 7], [2, 3, 4, 5, 8, 6], [9, 11, 10, 13, 14, 12], [22, 20, 21, 17], [16, 18, 25, 23], [31, 26, 24, 27, 29, 28, 30], [51, 33, 35, 32, 46, 34], [38], [39, 42], [36], [44, 43], [40, 45, 47, 52, 48], [49, 53], [58, 54, 62, 57, 59, 56], [61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75], [70, 77], [72, 73, 74, 78, 79], [82, 81, 84, 80], [87, 83, 85, 86, 88]]
150: [[19, 41, 71, 1, 60, 50, 15], [37], [7, 2], [3, 4, 5, 8, 6, 9], [11, 10, 13, 14, 12, 22, 20, 21], [17, 16, 18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78], [79, 82, 81, 84, 80, 87, 83, 85], [86, 88]]
151: [[19, 41, 71], [1, 60, 50], [15], [37, 7], [2, 3, 4, 5, 8, 6, 9, 11, 10, 13, 14, 12, 22, 20, 21, 17], [16, 18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
152: [[19, 41], [71], [1, 60, 50], [15, 37, 7], [2, 3], [4, 5], [8, 6, 9, 11, 10, 13], [14, 12, 22, 20], [21], [17, 16], [18, 25, 23, 31, 26, 24], [27, 29, 28, 30], [51, 33, 35, 32, 46], [34], [38, 36], [42, 39], [44, 43, 40], [45, 47, 52, 48], [49, 53, 58, 54, 62], [57], [59, 56, 61], [55, 63, 66, 76, 67, 65], [68], [64, 69, 75, 70], [77, 72, 73, 74, 78, 79], [82, 81], [84, 80], [87, 83], [85], [86, 88]]
