0: [[24, 7, 1, 2], [3, 36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33], [34, 39, 32], [35, 37, 54], [42, 38], [40, 41, 60], [45, 44, 46], [47, 56], [61, 48], [55, 53, 49], [51, 52, 59, 57], [58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81, 82], [80, 83], [87], [85, 86, 88]]
102: [[24, 7], [1, 2, 3], [36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40, 41], [60, 45], [44, 46], [47, 56, 61], [48, 55], [53, 49], [51, 52], [59, 57], [58, 62], [63, 69], [64, 65, 78], [67, 66, 68], [77, 71, 70], [74, 72, 75], [73, 76], [79, 84], [81, 82, 80], [83, 87, 85], [86, 88]]
103: [[24, 7], [1, 2, 3], [36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66], [68, 77, 71], [70, 74], [72, 75, 73], [76, 79, 84, 81, 82], [80, 83, 87, 85, 86, 88]]
104: [[24, 7], [1, 2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61], [48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64, 65], [78, 67], [66, 68, 77], [71, 70, 74], [72, 75, 73], [76, 79, 84], [81, 82, 80], [83, 87], [85, 86, 88]]
105: [[24, 7, 1, 2], [3, 36], [13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39], [32, 35, 37], [54, 42, 38], [40, 41], [60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
106: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6], [9, 10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56], [61, 48, 55], [53, 49], [51, 52, 59], [57, 58, 62], [63, 69], [64, 65, 78], [67, 66], [68, 77], [71, 70], [74, 72], [75, 73, 76], [79, 84, 81], [82, 80, 83], [87, 85], [86, 88]]
107: [[24, 7, 1], [2, 3, 36, 13], [5, 12, 4], [43, 6], [9, 10, 8], [11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30], [33, 34, 39], [32, 35], [37, 54, 42], [38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48, 55], [53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64, 65], [78, 67, 66], [68, 77, 71], [70, 74, 72], [75, 73], [76, 79, 84], [81, 82, 80, 83, 87, 85, 86, 88]]
108: [[24, 7, 1, 2], [3, 36, 13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18], [50, 20, 25], [27, 28, 29], [30, 33], [34, 39, 32], [35, 37], [54, 42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66], [68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
109: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42], [38, 40, 41], [60, 45], [44, 46, 47], [56, 61, 48], [55, 53], [49, 51, 52], [59, 57, 58], [62, 63], [69, 64, 65], [78, 67], [66, 68, 77], [71, 70, 74], [72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
110: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61], [48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64, 65], [78, 67, 66], [68, 77, 71], [70, 74, 72], [75, 73, 76], [79, 84], [81, 82, 80], [83, 87, 85], [86, 88]]
111: [[24, 7], [1, 2, 3], [36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66], [68, 77, 71], [70, 74], [72, 75, 73], [76, 79, 84], [81, 82], [80, 83], [87], [85, 86, 88]]
112: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32, 35], [37, 54, 42], [38, 40, 41], [60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77], [71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
113: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22], [19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66], [68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
114: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38, 40], [41, 60], [45, 44], [46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64, 65, 78, 67], [66, 68, 77, 71, 70, 74, 72], [75, 73, 76], [79, 84, 81], [82, 80], [83, 87, 85, 86, 88]]
115: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31, 14], [15, 26, 21], [17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51], [52, 59, 57], [58, 62], [63, 69, 64], [65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82], [80, 83, 87, 85, 86], [88]]
116: [[24, 7, 1], [2, 3, 36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37], [54, 42, 38], [40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77], [71, 70, 74], [72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86], [88]]
117: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33], [34, 39, 32], [35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53, 49], [51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78, 67], [66, 68, 77, 71], [70, 74, 72], [75, 73, 76, 79], [84, 81], [82, 80, 83, 87], [85, 86, 88]]
118: [[24, 7], [1, 2], [3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23, 22], [19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40, 41], [60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78], [67, 66, 68], [77, 71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
119: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40], [41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51], [52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68], [77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81], [82, 80, 83], [87, 85, 86], [88]]
120: [[24, 7], [1, 2], [3, 36], [13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32], [35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66, 68], [77, 71, 70], [74, 72, 75], [73, 76, 79], [84, 81], [82, 80], [83, 87, 85], [86, 88]]
121: [[24, 7], [1, 2], [3, 36, 13], [5, 12], [4, 43, 6], [9, 10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28], [29, 30], [33, 34], [39, 32, 35], [37, 54], [42, 38], [40, 41, 60], [45, 44, 46], [47, 56], [61, 48, 55], [53, 49, 51], [52, 59], [57, 58, 62], [63, 69, 64], [65, 78], [67, 66, 68], [77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
122: [[24, 7, 1], [2, 3, 36], [13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66, 68], [77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81], [82, 80], [83, 87, 85], [86, 88]]
123: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56, 61], [48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
124: [[24, 7], [1], [2, 3], [36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33], [34, 39], [32, 35, 37], [54, 42, 38], [40, 41], [60, 45, 44], [46, 47], [56, 61, 48], [55, 53, 49], [51, 52], [59, 57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77], [71, 70, 74], [72, 75, 73], [76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
125: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17], [16, 23, 22], [19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40, 41], [60, 45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51], [52, 59], [57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
126: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31, 14], [15, 26, 21], [17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52], [59, 57, 58], [62, 63], [69, 64, 65], [78, 67, 66, 68, 77], [71, 70, 74], [72, 75, 73], [76, 79], [84, 81, 82, 80, 83, 87, 85, 86, 88]]
127: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21], [17, 16, 23], [22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39], [32, 35, 37], [54, 42], [38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68], [77, 71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
128: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33], [34, 39], [32, 35, 37], [54, 42], [38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55], [53, 49, 51], [52, 59], [57, 58], [62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
129: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20], [25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42], [38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
130: [[24, 7, 1, 2], [3, 36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42], [38, 40], [41, 60, 45], [44, 46, 47], [56, 61], [48, 55, 53], [49, 51], [52, 59, 57], [58, 62, 63], [69, 64], [65, 78], [67, 66], [68, 77, 71], [70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87], [85, 86, 88]]
131: [[24, 7], [1, 2], [3, 36], [13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23, 22], [19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35, 37, 54, 42, 38], [40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66], [68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
132: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41], [60, 45], [44, 46, 47], [56, 61, 48], [55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66], [68, 77, 71], [70, 74], [72, 75, 73, 76], [79, 84, 81], [82, 80, 83], [87, 85], [86, 88]]
133: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6], [9, 10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46], [47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
134: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40, 41], [60, 45, 44], [46, 47], [56, 61], [48, 55], [53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81], [82, 80, 83], [87, 85], [86, 88]]
135: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31, 14], [15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37], [54, 42, 38], [40, 41], [60, 45, 44], [46, 47], [56, 61, 48], [55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66, 68], [77, 71], [70], [74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
136: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21], [17, 16], [23, 22, 19], [18, 50, 20], [25, 27], [28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
137: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77], [71, 70, 74], [72, 75, 73], [76, 79, 84], [81, 82], [80, 83, 87], [85, 86, 88]]
138: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27], [28, 29, 30], [33, 34], [39, 32, 35], [37, 54, 42, 38], [40, 41], [60], [45, 44, 46], [47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77], [71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
139: [[24, 7], [1, 2, 3], [36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14], [15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52], [59, 57, 58], [62, 63], [69, 64, 65], [78, 67, 66], [68, 77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81], [82, 80], [83, 87], [85, 86, 88]]
140: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31, 14], [15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30], [33, 34, 39], [32, 35, 37, 54], [42, 38, 40, 41, 60, 45], [44, 46, 47, 56, 61, 48], [55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86], [88]]
141: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4], [43, 6, 9], [10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35], [37, 54], [42, 38, 40], [41, 60], [45, 44, 46], [47, 56, 61], [48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64, 65], [78, 67, 66], [68, 77], [71, 70, 74], [72, 75, 73], [76, 79, 84], [81], [82, 80, 83], [87, 85], [86, 88]]
142: [[24, 7, 1, 2], [3, 36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17, 16], [23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62], [63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
143: [[24, 7, 1], [2, 3, 36], [13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21], [17, 16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30], [33, 34, 39], [32, 35], [37, 54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57, 58], [62, 63], [69, 64, 65], [78, 67, 66], [68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
144: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66], [68, 77, 71], [70, 74, 72], [75, 73], [76, 79, 84], [81, 82, 80], [83, 87, 85], [86, 88]]
145: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23], [22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
146: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11, 31], [14, 15], [26], [21, 17, 16], [23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
147: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6], [9, 10, 8], [11, 31, 14], [15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30], [33, 34, 39], [32, 35], [37, 54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49], [51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66], [68, 77], [71, 70, 74], [72, 75, 73], [76, 79, 84], [81, 82, 80], [83, 87, 85], [86, 88]]
148: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
149: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6], [9, 10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61], [48, 55, 53], [49, 51, 52], [59, 57], [58, 62, 63], [69, 64], [65, 78, 67], [66, 68, 77], [71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
150: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20, 25], [27, 28], [29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
151: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19], [18, 50, 20], [25, 27, 28], [29, 30], [33, 34, 39], [32, 35, 37], [54, 42], [38, 40], [41, 60, 45], [44, 46, 47], [56, 61], [48], [55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71], [70, 74, 72, 75, 73, 76, 79], [84, 81, 82, 80, 83, 87, 85, 86, 88]]
152: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17], [16], [23, 22, 19], [18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58], [62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
