0: [[20], [38], [3, 4], [65], [6, 9, 1, 2, 5, 16, 12, 13, 22], [29, 15, 14], [26, 80], [17, 31], [24, 23], [7], [18, 19], [27, 21, 34], [25, 28], [63, 33], [52, 48], [49], [30, 55], [47], [32, 45, 44, 39, 8, 10], [36, 40, 35, 37, 46], [41, 60], [58], [50, 53], [42, 54], [56, 61], [57], [51], [59], [64, 62, 77, 11, 43], [71, 70, 68], [72, 66, 76], [73, 67], [69, 78], [74, 75], [79, 82, 81], [85, 83], [84, 86, 87], [88]]
102: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 52, 48, 51, 49, 54, 50, 61, 63, 56, 57, 55, 60, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
103: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 56, 46, 52, 51, 49, 54, 48, 61, 55, 60, 50, 57, 63, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
104: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 46, 47, 45, 43, 52, 48, 51, 49, 50, 54, 55, 62, 61, 56, 57, 60, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
105: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 20, 16, 21, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 46, 47, 45, 43, 49, 48, 50, 51, 52, 54, 55, 61, 57, 56, 60, 63, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
106: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 47, 43, 45, 54, 52, 48, 51, 46, 49, 50, 55, 57, 61, 60, 56, 63, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
107: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 46, 47, 43, 56, 52, 48, 51, 54, 62, 50, 55, 49, 60, 45, 63, 57, 61, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
108: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 42, 37, 46, 41, 40, 38, 45, 47, 43, 54, 48, 50, 51, 49, 52, 55, 63, 56, 57, 60, 61, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
109: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 42, 37, 38, 41, 40, 46, 47, 45, 43, 50, 49, 51, 48, 52, 56, 55, 62, 57, 60, 54, 61, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
110: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 54, 48, 50, 52, 49, 57, 55, 61, 51, 56, 60, 62, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
111: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 40, 41, 42, 45, 47, 46, 43, 50, 48, 51, 49, 52, 54, 55, 62, 56, 60, 63, 57, 61, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
112: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 30, 18, 6, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44, 8, 10], [26, 14, 15, 24, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 46, 47, 45, 52, 48, 51, 54, 49, 50, 55, 61, 56, 57, 60, 62, 63, 70, 64, 68, 23], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
113: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 45, 47, 46, 43, 54, 48, 50, 51, 52, 49, 55, 61, 56, 60, 63, 57, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
114: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 43, 40, 45, 47, 41, 62, 52, 48, 51, 54, 46, 57, 55, 60, 50, 56, 49, 61, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
115: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 52, 48, 55, 51, 54, 60, 63, 57, 49, 56, 50, 61, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
116: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 43, 40, 41, 47, 45, 46, 54, 48, 50, 49, 60, 52, 51, 63, 55, 56, 57, 62, 61, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
117: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 60, 54, 48, 50, 51, 46, 52, 55, 62, 57, 49, 56, 61, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
118: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 50, 48, 51, 57, 52, 54, 49, 63, 56, 60, 55, 61, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
119: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 56, 48, 51, 49, 57, 50, 54, 52, 55, 62, 60, 61, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
120: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 46, 45, 50, 52, 51, 48, 60, 49, 63, 54, 56, 61, 55, 57, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
121: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 19, 23, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 52, 48, 51, 49, 54, 50, 55, 60, 61, 56, 57, 62, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
122: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 46, 47, 45, 43, 50, 48, 51, 49, 54, 52, 55, 62, 57, 56, 60, 61, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
123: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 54, 48, 50, 49, 51, 52, 61, 55, 60, 57, 56, 63, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
124: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 43, 41, 40, 42, 46, 47, 45, 54, 49, 50, 52, 48, 51, 63, 55, 57, 56, 60, 61, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
125: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 42, 37, 38, 41, 40, 46, 45, 43, 57, 50, 48, 51, 47, 49, 54, 55, 63, 52, 56, 61, 60, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
126: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 52, 49, 50, 54, 48, 51, 55, 57, 56, 60, 61, 62, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
127: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 19, 23, 58, 27, 29, 35, 32, 42, 37, 38, 41, 40, 43, 47, 46, 54, 52, 48, 51, 49, 45, 50, 55, 60, 56, 57, 61, 62, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
128: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 43, 40, 41, 47, 45, 60, 54, 48, 50, 51, 46, 52, 55, 63, 49, 56, 57, 62, 61, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
129: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 20, 16, 21, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 43, 41, 40, 42, 47, 45, 46, 50, 48, 51, 49, 60, 52, 55, 54, 57, 56, 61, 63, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
130: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 54, 48, 49, 51, 50, 60, 55, 52, 56, 57, 61, 63, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
131: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 62, 46, 48, 51, 54, 52, 50, 63, 61, 49, 55, 57, 56, 60, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
132: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 47, 45, 43, 62, 50, 48, 51, 52, 46, 49, 63, 55, 61, 54, 57, 60, 56, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
133: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 42, 37, 38, 41, 40, 43, 47, 45, 54, 52, 46, 51, 48, 49, 50, 55, 57, 60, 56, 61, 63, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
134: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 52, 48, 51, 49, 54, 50, 61, 63, 56, 55, 57, 60, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
135: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 45, 47, 43, 46, 54, 48, 51, 50, 56, 49, 57, 52, 55, 60, 62, 63, 61, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
136: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 45, 43, 46, 62, 54, 48, 50, 52, 56, 49, 63, 61, 47, 51, 60, 55, 57, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
137: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 30, 18, 6, 17, 11, 20, 16, 21, 39, 53, 59, 31, 44, 8, 10], [24, 14, 15, 26, 19, 58, 27, 29, 35, 32, 38, 37, 43, 41, 40, 42, 45, 47, 54, 52, 48, 51, 46, 49, 50, 62, 55, 57, 56, 60, 63, 61, 70, 64, 68, 23], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
138: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 46, 47, 43, 45, 50, 48, 51, 49, 60, 52, 55, 56, 61, 57, 54, 62, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
139: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 20, 16, 21, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 43, 41, 40, 42, 47, 45, 46, 50, 48, 51, 49, 52, 54, 55, 61, 60, 56, 57, 62, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
140: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 43, 41, 40, 42, 47, 45, 46, 50, 48, 51, 49, 52, 54, 55, 60, 57, 56, 61, 62, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
141: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 45, 43, 47, 50, 60, 48, 51, 49, 54, 46, 61, 52, 57, 62, 56, 63, 55, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
142: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 20, 16, 21, 39, 53, 59, 31, 44], [24, 14, 15, 26, 19, 23, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 50, 48, 51, 49, 52, 54, 55, 60, 57, 56, 62, 63, 61, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
143: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 42, 37, 38, 41, 40, 43, 47, 45, 46, 50, 48, 55, 49, 56, 52, 54, 61, 51, 57, 60, 62, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
144: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 46, 47, 45, 50, 52, 51, 55, 48, 61, 54, 57, 56, 49, 63, 60, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
145: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 19, 23, 58, 27, 29, 35, 32, 42, 37, 38, 41, 40, 43, 47, 46, 54, 52, 48, 51, 49, 45, 50, 55, 60, 56, 57, 61, 62, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
146: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 46, 47, 43, 45, 52, 48, 51, 54, 50, 62, 49, 55, 57, 60, 56, 61, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
147: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 50, 48, 51, 55, 52, 49, 60, 61, 54, 56, 57, 63, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
148: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 42, 37, 38, 41, 40, 43, 47, 45, 46, 50, 48, 51, 49, 54, 52, 61, 57, 55, 56, 62, 60, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
149: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 46, 45, 50, 48, 51, 49, 52, 54, 55, 61, 57, 56, 60, 62, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
150: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 54, 46, 52, 51, 48, 49, 50, 55, 63, 56, 57, 60, 61, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
151: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 45, 43, 47, 46, 52, 48, 54, 51, 50, 49, 61, 60, 57, 55, 56, 63, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
152: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 19, 23, 58, 27, 29, 35, 32, 38, 37, 41, 42, 40, 45, 46, 47, 43, 52, 48, 51, 49, 56, 50, 54, 63, 57, 60, 61, 55, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
