0: [[3, 69, 22, 1, 70, 12, 13, 2, 36], [5, 4, 7, 59, 6, 9, 25, 8, 16, 44], [15, 24, 23, 19, 50, 17, 11, 14, 21], [20, 18, 10, 63, 57, 29, 26, 28, 31, 39], [51, 34, 33, 35, 45, 40, 30, 27, 38, 47], [37, 41, 42, 32, 54, 43, 46, 49, 48, 60], [53, 52, 56, 55, 58, 61, 62, 64, 65, 66], [71, 67, 68, 75, 73, 74, 72, 78, 76, 77], [79, 80, 83, 85, 81, 82, 87, 84, 86, 88]]
102: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
103: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
104: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
105: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
106: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
107: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
108: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
109: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
110: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
111: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
112: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
113: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
114: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
115: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
116: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
117: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
118: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
119: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
120: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
121: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
122: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
123: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
124: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
125: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
126: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
127: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
128: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
129: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
130: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
131: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
132: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
133: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
134: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
135: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
136: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
137: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
138: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
139: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
140: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
141: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
142: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
143: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
144: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
145: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
146: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
147: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
148: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
149: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
150: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
151: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
152: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
