0: [[37, 7], [18, 33], [4, 3], [8, 9], [32, 2, 1, 5, 6, 31, 11, 24, 12, 22], [14, 15], [20, 17, 30, 19, 16, 25, 26, 21, 56, 62, 51], [27, 47, 46, 35, 63, 34, 28], [29, 36, 13, 23], [42, 38], [43, 60, 40, 41, 55, 48], [59, 52, 58, 53, 44, 39, 49, 45, 50, 54, 57, 10], [61, 68], [65, 64, 75, 67, 70, 66], [69, 73, 76, 77, 74, 78], [72, 71, 79, 80, 81, 86, 88, 82, 83, 85, 87, 84]]
102: [[37, 7], [18, 33, 4, 3, 8, 9, 34, 2, 10, 13, 6, 30], [5, 1], [14, 11, 29, 15, 17, 12], [24, 19, 16, 20, 25, 23], [21, 60, 26, 22, 27, 58, 31, 62, 42, 28, 51, 36], [43, 32, 35, 39, 38, 52, 45, 61, 41, 44, 46, 47, 40, 55, 49, 50, 48, 53, 57, 59, 56, 54, 63, 68, 65, 64, 75, 67, 70, 73, 69, 66, 74, 71, 72, 76, 78, 79, 77, 84, 80, 82, 81, 86, 83, 85, 87, 88]]
103: [[37, 7], [18, 33], [4, 3, 8], [9, 32, 2, 6, 13, 14, 15, 30, 1, 10, 5, 20, 31], [22, 11, 21, 17, 19, 27, 26, 12, 49, 28, 56, 24, 50, 62, 16, 42, 23, 44, 25, 40, 43], [35, 41, 29, 38, 34], [59, 36, 58, 39, 45, 46, 61, 57, 52, 48, 51, 47, 55, 53, 60, 54, 63, 70, 66, 64], [67, 65, 71, 78, 68, 76, 74, 79, 69, 72, 73, 75, 77, 80, 85, 82, 86, 81, 87, 84, 83, 88]]
104: [[37, 7], [18, 33, 4, 3, 8], [11, 1], [2, 5, 13, 6, 31, 29, 15, 30, 10, 17, 20, 19, 14, 21, 16, 48, 26, 22, 25, 54, 23, 12], [24, 27, 59, 46], [28, 40, 32, 9, 41, 36], [61, 35, 34, 38, 42, 43, 45, 39, 52, 56, 47, 53, 49, 44, 57, 51, 60, 50, 58, 62, 55, 84, 70, 66, 63, 67, 71, 68, 64, 74, 69, 75, 73, 76, 77, 65, 72, 78, 81, 79, 86, 82, 80, 87, 83, 85, 88]]
105: [[37, 7], [18, 33, 4, 3], [8, 9], [1, 2, 6, 5, 14, 10], [15, 11, 12, 29, 28, 26, 30, 21], [24, 17, 23], [20, 47, 13, 22, 27, 40, 16, 19, 50], [61, 57], [25, 44, 56, 35, 46, 38, 32, 31, 41, 52, 43, 34, 59, 36, 39, 62, 42, 51, 45, 48], [55, 53, 49, 60, 54, 63, 58, 68, 65], [80, 70, 66, 64, 69, 72, 67, 71, 74, 75, 77, 76, 73, 79, 88, 78, 83, 82, 81, 86, 84, 87], [85]]
106: [[37, 7], [18, 33], [4, 3], [8, 9, 1, 2, 6, 5], [22, 13], [11, 10], [12, 29, 15, 24, 23, 21, 16, 19, 27, 56], [14, 20, 62, 26, 25, 17], [31, 38, 34, 44, 28, 41, 48, 43, 42, 35, 32, 47, 39, 36, 45, 46, 55, 49, 40, 63, 50, 57, 51, 52, 54, 53, 58, 60, 61, 59, 69, 68, 65, 64, 30, 67, 70, 66, 77, 71, 78, 72, 76, 75, 74, 73, 79, 86, 84, 81, 83, 80, 85, 82, 87, 88]]
107: [[37, 7], [18, 33], [4, 3], [8, 11, 1], [6, 2], [5, 10, 9], [14, 17, 13, 12], [23, 24, 31, 15], [16, 19, 20, 27, 21, 28], [29, 25, 26, 22, 34, 62, 30, 32, 60], [40, 39, 38, 63, 36, 35], [46, 43, 52, 44, 42, 41], [47, 50, 48, 51, 49, 45, 53, 61], [55, 57, 56, 54, 59, 58], [68, 67, 64, 75, 65, 69, 74, 66], [72, 78, 70], [79, 73, 71, 77, 76, 80, 84, 83, 82], [87, 81, 85], [86, 88]]
108: [[37, 7], [18, 33, 4, 3, 8, 9, 2, 10, 1, 5, 14, 13, 6, 11, 59, 12, 29, 22, 15, 21, 16, 17, 23, 27], [19, 20, 57, 24, 31, 26, 30, 28, 53, 25, 35, 60, 62, 39, 38, 32, 46, 36, 41, 34, 43, 44, 45, 42, 61], [40, 49], [47, 51, 52, 55, 48, 56, 50, 63, 54, 58], [70, 65, 64, 74, 66, 76], [67, 77, 68, 71, 69, 72, 73, 75, 79, 78, 88, 85, 80, 84, 87, 81, 86, 82, 83]]
109: [[37, 7], [18, 33], [4, 3, 8, 11, 2, 1], [6, 5, 10, 23, 9, 14], [44, 20, 12, 24, 21, 17, 25, 22, 19, 29, 27, 15], [58, 16, 31, 26, 28, 60, 30, 43, 46, 42, 32, 34, 13, 35, 39, 38, 40, 49, 45, 59, 36, 48, 41, 57, 53, 51, 50, 54, 56, 52], [62, 47, 61, 55, 63, 68, 65, 66, 67, 64, 70, 71, 73, 69, 77, 76, 74, 78, 72, 75, 79, 80, 81, 83, 86, 85, 82, 84, 87, 88]]
110: [[37, 7], [18, 33, 4], [3, 8, 9, 1, 6, 5, 2, 14, 12], [30, 10, 15, 25, 11, 13, 22, 20, 17, 29, 21, 50, 52, 16, 19, 24, 26, 27, 44, 59, 28, 23, 31, 32, 34, 42, 35, 40, 39, 38, 43, 41, 46, 47, 56, 55, 45, 48, 63, 36, 49, 51, 53, 54, 60, 57, 58, 61, 62, 70, 64, 65, 73, 67, 69, 68, 66, 74, 77, 71, 75, 79, 76, 72, 78, 80, 83, 85, 82, 84, 86, 81], [87, 88]]
111: [[37, 7], [18, 33], [4, 3, 8], [9, 2], [1, 12], [22, 5, 10, 14, 11, 31, 24], [16, 25, 21, 13, 23, 15, 17, 20, 28], [19, 27, 57, 26, 59, 6, 29, 30, 55, 32, 63], [34, 35, 46, 36, 39, 42, 38, 45, 44, 41, 40, 52, 43, 48, 47, 53, 49, 54, 60, 50, 58, 51], [61, 62, 56, 70], [64, 66, 73, 67, 69, 68], [65, 76, 71, 79, 72, 75, 74, 78, 77, 80, 85, 81, 83, 84, 82, 86, 87, 88]]
112: [[37, 7], [18, 33, 4, 3, 8, 9], [1, 2, 6, 13, 10, 19, 5, 15, 11, 29, 12, 14, 16, 17, 20, 25, 21, 28, 22, 23], [49, 53, 26, 57, 52, 39], [24, 62], [61, 46], [32, 45], [27, 30], [41, 31, 48, 34, 35, 47, 40, 50, 58, 42, 36, 43], [60, 38, 51, 63], [44, 54, 55, 56, 59, 68, 65, 66, 64, 70, 67, 77, 71, 69, 78, 75, 73, 72, 74, 76, 79, 82, 80, 83, 86, 84, 85, 81, 87, 88]]
113: [[37, 7], [18, 33, 4, 3, 8, 9, 34, 1], [5, 10, 14], [22, 11], [2, 13, 28, 26, 6, 27, 19, 12, 25, 15, 16, 53, 17, 50, 20, 21, 29, 56, 23, 24], [40, 63, 36, 48, 38, 35, 45, 30, 42], [39, 31, 32, 41, 59, 43, 51, 44, 47, 61, 52, 55, 58, 54, 57, 49, 60, 62, 46, 68, 65, 80], [66, 64, 67, 71, 69, 70, 74, 76, 73, 72, 84, 75, 79, 77, 86, 82, 78, 83, 85, 81, 87, 88]]
114: [[37, 7], [18, 33], [4, 3], [8], [9, 32], [10, 2, 5, 14, 28, 38, 6, 1], [21, 11, 27, 13, 31, 19, 16, 12, 25, 24, 22, 15, 30, 51, 17, 20, 59, 29, 50, 34, 44], [23, 47, 26, 40, 36, 35, 41, 53, 45, 46, 56, 42], [49, 43, 48, 54, 55, 58], [39, 52, 57, 61, 60, 62, 63, 72, 66, 64], [79, 65, 71, 67, 68, 69, 78, 70, 74, 73, 75, 77, 76, 80, 81], [82, 84, 86, 87, 85, 83, 88]]
115: [[37, 7], [18, 33], [4, 3], [8, 9, 1, 2, 6, 5, 14], [26, 10, 12, 13, 28, 19, 11, 27, 17, 15], [20, 16, 29, 58], [52, 22, 30, 25, 21, 23, 24, 31, 34, 35, 44, 32, 36, 38, 54, 46, 47, 40, 41, 42, 45, 43, 39, 50, 59, 48, 49, 51, 57, 55, 56, 60, 61, 53, 63, 62, 72, 65, 64, 76, 70, 66, 71, 77, 67, 68, 69, 75, 73, 80, 74, 78, 88, 87, 79, 82, 81, 83, 84], [85, 86]]
116: [[37, 7], [18, 33], [4, 3], [9, 13], [1], [6, 14], [2, 11, 10, 5, 29, 20, 28, 56, 8, 17, 25, 22, 12, 21, 24, 49, 15, 16, 19, 31], [26, 47, 59, 27, 50, 38, 51, 23, 40, 32, 30, 43, 44, 41, 42, 34, 39, 52, 35, 58, 57, 36, 46, 48, 53, 62, 61, 45, 63, 54, 55, 60, 68, 66, 67, 70, 64, 65, 71, 77, 72, 73, 75, 69, 74, 76, 82, 83, 81, 78, 79, 87, 86, 80, 84], [85, 88]]
117: [[37, 7], [18, 33], [4, 3], [8, 9, 34, 6, 2, 5], [14, 20], [15, 10], [1, 30, 12, 29, 11, 17, 19, 21, 43, 16], [13, 22, 50, 23, 25, 28], [59, 61, 62], [24, 53], [45, 35], [36, 26], [27, 44, 46, 31, 42, 32], [41, 38, 39, 48, 56, 58], [47, 49], [51, 54], [63, 40], [60, 52, 55, 57], [70, 65, 64, 69, 67, 66, 68, 73, 78], [71, 72, 77, 74, 76, 75, 79, 82, 80, 83, 86, 87, 84, 81, 85, 88]]
118: [[37, 7], [18, 33], [4, 3, 8, 9, 34, 10, 1, 2, 11, 28, 5, 13, 14, 6, 24, 12, 21, 17, 20, 19, 50], [23, 48, 63, 39, 25], [22, 26, 15, 59, 56, 27, 38, 31, 29, 30, 58, 16, 55, 32, 42, 35, 45, 36, 44, 41, 40, 54, 47, 46, 52, 43, 49, 51, 53, 61, 57, 62, 60, 70, 65, 64, 69, 67, 66, 77, 71, 72, 68, 73, 79, 74, 76, 78, 82, 84, 81, 80, 87, 75, 83, 86, 85, 88]]
119: [[37, 7], [18, 33, 4, 3, 8], [11, 1], [2, 5, 9, 6, 15, 10, 12, 14, 13, 17, 39, 19, 23, 16, 20, 49, 21, 22, 25, 26, 30, 29, 28, 27, 51, 44, 24, 32, 56, 31], [38, 40, 41, 34], [35, 47, 36, 42, 43, 45, 46, 50, 62, 48, 52, 53, 61, 60, 54, 58, 55, 57], [63, 65, 70, 64, 59, 79, 66, 71, 68, 74, 76, 75, 73, 78, 67, 77, 69, 72, 80, 84, 87, 81, 83, 85, 86, 82, 88]]
120: [[37, 7], [18, 33], [4, 3], [8, 9], [1, 2, 6, 13, 5, 20, 17, 15], [10], [27, 12, 31, 23, 16, 14, 11, 28, 21, 22, 24, 52, 19, 25], [26, 29], [44, 61], [30, 40], [32, 36, 34, 39, 38, 42], [46, 45, 35, 48, 41, 43], [58, 54], [49, 53, 47, 51, 50, 57], [55, 59], [60, 56, 63, 62, 65, 64, 67], [70, 66, 68], [69, 71, 79, 80, 72, 76], [78, 73, 74, 75, 81, 77, 82, 86, 83], [84, 85, 87, 88]]
121: [[37, 7], [18, 33], [4, 3], [8, 11], [1, 2, 6, 9, 10, 20], [31, 13], [5, 12], [14, 27, 19, 22, 15, 24, 17], [29, 16, 21, 25, 30, 26, 56, 23, 45, 41, 60, 54, 28, 32, 42, 38, 43, 35, 36, 34, 40, 46, 44, 47, 39, 62, 51, 53, 59, 49, 52, 48, 50, 58, 55, 57, 63, 61, 68, 65, 66, 69, 64, 67, 77, 71, 78, 70, 73, 75, 72, 76, 74, 79, 82, 80, 83, 86, 84, 85, 81, 87, 88]]
122: [[37, 7], [18, 33], [4, 3, 8, 11, 1, 2, 5, 10, 9, 12], [21, 15, 13, 6, 24, 22, 27, 14, 28, 20], [48, 26, 17, 16, 62, 63, 60, 19, 25, 47, 39, 23, 29, 56, 45, 51, 30, 31, 34, 40], [32, 35, 36, 41, 43, 53, 38, 42, 52, 44, 46, 49, 50, 61, 55, 54, 58, 57, 59, 70, 65, 66, 69], [64, 68, 67, 71, 77], [75, 73, 78, 74, 72, 80, 76, 81, 88, 84, 86, 83, 79, 87], [82, 85]]
123: [[37, 7], [18, 33, 4, 3, 8, 9], [1, 2, 6, 12, 5], [27, 10], [11, 14], [13, 15, 30, 21, 17, 20, 16, 22, 25, 24], [19, 49, 53, 26, 57, 52, 50, 23, 46, 61, 40, 28], [29, 43], [31, 41, 35], [48, 39, 51, 63, 42, 32, 56, 34, 36, 45], [44, 38, 55, 47, 58, 59], [54, 62, 60, 68, 65, 66, 64], [70, 69, 67, 71, 72, 78, 79], [75, 76, 73, 74, 77, 82, 86, 80, 83, 84], [81, 87, 85, 88]]
124: [[37, 7], [18, 33, 4, 3], [8, 9], [5, 1, 2, 6, 14, 12, 10, 15, 11, 28], [22, 26, 16, 13, 25, 21, 17], [19, 52, 53, 62, 20, 61, 29, 27, 47, 31, 40, 23, 30, 32, 38, 54, 42, 36, 35, 44], [24, 43, 39, 45], [46, 49, 34, 48], [41, 50, 55, 51, 57, 58, 59, 60, 56, 63, 64, 69, 65, 70, 67, 66, 68, 71, 76, 75, 73, 72, 78, 79, 74, 77, 82, 80, 81, 87, 84, 83, 86, 85, 88]]
125: [[37, 7], [18, 33], [4, 3], [8, 9], [34, 2], [1, 5, 14, 15, 26, 13], [10, 6, 21, 12, 16], [19, 20], [28, 11, 17, 61, 22], [23, 24, 29, 25, 62, 42, 27], [58, 54, 31, 32, 30, 51, 43], [38, 44], [35, 40], [36, 39, 41, 45, 46, 55], [53, 49, 47, 48], [57, 50, 56, 52, 59, 63, 60, 68], [67, 64, 65, 66], [70, 71, 75], [76, 69, 73, 72, 77, 79], [78, 74, 80, 81], [86, 83, 82, 84, 87, 85, 88]]
126: [[37, 7], [18, 33], [4, 3], [8], [9, 1], [2, 6], [11, 28], [5, 12], [15, 30, 14, 21, 20, 17, 23, 19, 25, 24, 31, 60, 13, 48, 16, 47, 10, 26, 22, 27, 56, 29, 38, 35, 34, 39, 42, 36, 44, 49, 45, 40, 50, 41, 46, 43, 53, 32, 55, 63, 54, 52, 51, 57, 61, 58, 59, 62, 68, 65, 64, 78, 66, 71], [74, 70, 67, 75, 72, 77, 69, 73, 76, 79, 88, 84, 82, 86, 80, 81, 83, 87, 85]]
127: [[37, 7], [18, 33], [4, 3], [8], [9, 2], [1, 10, 6, 5, 12, 11, 14, 13], [27, 28, 15, 22, 23, 25, 19, 16, 17, 56, 20], [50, 58, 21, 24, 31, 60, 32, 42], [51, 46, 54, 26, 52, 29, 34, 30, 38, 40, 41, 39, 49, 55, 35, 53, 36, 44, 43, 45, 47, 48, 63, 59, 57, 62, 61, 70, 64, 65, 75], [67, 71, 73, 66, 68, 69, 77, 72], [76, 78, 74, 79, 82, 80, 83, 86, 84, 81, 85, 87, 88]]
128: [[37, 7], [18, 33, 4, 3, 8, 9, 32, 2, 5, 1, 14, 26], [20, 27, 10, 11, 6, 15, 17, 25, 16, 13, 29, 22, 12], [55, 50, 19, 21, 23, 46, 31], [24, 45, 40, 57, 60, 39, 34], [28, 35, 42, 43, 58, 30, 44, 56, 36, 38], [41, 48], [47, 53, 49, 51, 54, 52, 62, 61, 59, 63], [69, 65, 64, 75, 68, 66, 67, 76], [70, 71, 73, 72, 74, 77, 78, 79, 80, 83, 82, 81, 85, 84, 87, 86, 88]]
129: [[37, 7], [18, 33, 4, 3, 8, 9], [1, 6, 2], [5, 14, 10, 12], [30, 11, 13, 15, 24, 29, 17, 16, 27, 19, 21], [26, 23, 31, 20, 25, 28, 22, 56, 45, 48, 34], [62, 32, 38, 36, 41, 47, 39, 35, 40, 42, 43, 44, 46, 59, 50, 52, 57, 55, 49, 54, 60, 51, 53, 58], [61, 63, 68, 80, 64, 72, 67, 71, 65, 69, 76, 70, 74, 66, 78, 77, 75, 79, 73, 85, 81, 82, 87, 86, 83, 84, 88]]
130: [[37, 7], [18, 33], [4, 3], [8, 9, 1, 6, 2, 5], [14, 22], [11, 10], [12, 30, 13, 29], [19, 17, 20, 16, 15, 23, 31, 27, 26, 58, 25, 24, 56, 47], [28, 32], [21, 45, 38, 34], [41, 36, 35, 42, 39, 40, 43, 44, 46, 48], [51, 50, 52, 59, 49, 55, 54, 53, 62, 57, 63, 60, 61, 68, 67, 66, 75, 64, 72, 65, 73, 77], [71, 69, 79, 74, 76, 70, 78, 81, 80, 84, 83, 82, 86, 85, 87, 88]]
131: [[37, 7], [18, 33], [4, 3, 8, 9, 1, 2, 5, 6, 12, 15, 20, 29], [10, 13, 27, 11, 21, 17], [14, 31, 16, 22, 24, 57, 23, 19, 25, 58, 59, 26, 60, 40, 28, 56, 30, 32, 43, 39, 35, 42, 44, 34, 54, 36, 38, 41, 46, 47, 45, 50, 63, 48, 49, 52, 53, 51, 55, 61, 62, 65, 67, 66, 72], [70, 71, 68, 69, 77, 64, 76, 73, 75, 79, 74, 82], [78, 81, 80, 83, 85, 86, 84, 87, 88]]
132: [[37, 7], [18, 33], [4, 3, 8, 9, 1, 2], [5, 6, 26, 14, 11, 10, 13], [27, 12, 15, 30, 19, 48, 16, 23, 29, 17, 20, 22], [25, 24, 31, 21, 28, 32, 35, 34, 46, 60, 38, 43, 40, 36, 47, 41, 39, 42, 45, 51, 44, 49, 53, 50, 52, 61], [57, 55, 56, 58, 54, 59, 62, 63, 68, 67, 64, 74, 65, 70, 66, 73, 77, 75, 69, 71, 72, 79, 76, 78, 80, 81, 82, 86, 83, 85, 84, 87, 88]]
133: [[37, 7], [18, 33, 4], [3, 8, 9, 32, 11, 5, 1, 14, 2, 6, 13, 12], [10, 21, 27, 23, 15, 16, 19, 24, 20, 50, 47, 17, 31, 22, 25], [30, 29, 60, 43, 35, 26, 42, 41, 44, 28], [39, 58, 34, 36, 40, 46, 45], [55, 38, 57, 48], [52, 49, 53, 51, 54, 59, 56, 63, 61, 62, 68, 66, 65, 74, 67, 64, 69, 72, 77, 70, 78, 71, 73], [75, 76, 79, 80, 82, 83, 81, 84, 85, 86, 88, 87]]
134: [[37, 7], [18, 33], [4, 3], [8, 9, 1, 6, 5, 10], [2, 13, 11, 15, 28], [14, 19], [22, 25, 16], [24, 17], [23, 20], [26, 51], [21, 27, 29, 62, 30, 34, 12, 31, 54, 44], [41, 47, 40, 42, 45, 35, 43, 48, 32, 46, 49, 60, 36, 50, 52, 39], [53, 38, 55, 56, 58, 59], [57, 61, 63, 68, 65, 66, 73], [64, 71, 67, 69, 78, 75, 76], [74, 70, 72, 77, 79, 80, 81, 82, 86, 85], [83, 84, 87, 88]]
135: [[37, 7], [18, 33], [4, 3], [8, 9, 32, 2, 6, 1, 5, 15, 11, 28, 20], [30, 10], [12, 19, 17, 22, 13, 14, 16, 57, 21, 56, 23], [26, 31], [63, 24], [25, 51], [27, 29, 34, 49, 45, 36, 42, 35, 60, 52], [40, 41, 39, 43, 44, 46, 54, 47, 53, 38], [48, 50, 55, 58], [59, 61, 62, 72, 65, 64, 66, 70, 68, 67, 69, 71, 74, 77, 79, 73, 76, 75, 86, 82, 84, 85, 83, 78, 80, 81, 87, 88]]
136: [[37, 7], [18, 33], [4, 3], [8], [9, 32, 6], [1, 2, 10, 5, 27, 13, 31, 16], [11, 56, 12, 19, 14, 20, 23, 21, 25, 24, 57], [26, 15, 17, 28, 62, 41, 63, 22], [29, 36, 43, 30, 38], [34, 39, 42, 58, 44, 35, 45, 48, 49, 50, 47, 40, 52, 46, 51, 53, 60, 59, 61, 54, 55, 70, 64, 65, 67], [72, 66, 71, 69, 68, 75, 76, 74, 78, 77, 73, 79, 82, 80, 81, 87, 85, 84, 86, 83, 88]]
137: [[37, 7], [18, 33, 4, 3, 8, 9], [1, 2, 6, 5, 13, 15], [14, 12, 10, 11, 17, 29, 16, 19], [20, 30, 21, 25, 22, 52, 27, 23, 24, 26, 31, 62, 38, 34, 32, 35, 46, 28, 36, 43], [39, 41, 42, 40, 47, 44, 49, 55, 50, 59, 51, 45, 53, 54, 57, 48, 56, 58, 61], [60, 63, 66, 65, 71, 78, 67, 72, 64, 69, 76, 75, 68, 70, 74, 73, 79, 77, 80, 84, 86, 83, 81], [82, 87, 85, 88]]
138: [[37, 7], [18, 33, 4, 3, 8, 9], [32, 2], [6, 5, 11], [23, 26], [12, 1, 20], [29, 28, 22, 10, 13], [19, 14, 27, 15, 49, 17, 16], [21, 24, 63, 42, 25, 50, 54], [30, 38], [36, 34], [35, 39, 47, 62, 40, 43], [41, 46, 44, 48], [51, 52, 53, 45, 55, 57, 59, 56], [58, 61, 60, 31], [70, 65, 64], [68, 66, 67, 75, 71, 76], [69, 79, 72, 73, 77, 78, 74, 80, 81], [86, 83, 82, 84, 87, 85, 88]]
139: [[37, 7], [18, 33], [4, 3], [8, 9], [10, 2, 5, 1, 13, 6, 11, 28, 12, 30], [14, 16, 29, 20, 24], [23], [25, 27], [15, 17], [19, 21], [55, 22, 26, 31, 53, 32, 43, 38, 42], [34, 36, 40, 35, 63, 41, 44], [46, 39, 47, 49, 56, 51], [48, 50], [45, 54], [52, 57, 59, 60, 58, 61], [62, 70, 65, 64, 67, 69, 66, 68, 73], [71, 76, 75, 72, 79, 78], [74, 77, 80, 86, 81, 84, 87, 85, 82, 83, 88]]
140: [[37, 7, 18], [33, 4, 3, 8, 10, 1, 2, 13, 9, 5, 11, 14, 26], [6, 15, 12, 62, 20, 17, 28, 16, 19, 21, 52, 29, 49, 23, 57, 27, 24, 46, 25, 39, 22], [42, 30, 36, 31, 44], [40, 32, 43, 34, 35, 38, 47, 41, 51, 45, 48, 61, 58, 54, 50, 53, 55, 59, 56, 60], [74, 70, 65, 63], [64, 73, 68, 66, 67, 71, 69, 76, 72, 78, 79, 83, 75, 82, 80, 81, 77, 84, 86, 85, 87, 88]]
141: [[37, 7], [18, 33], [4, 3], [8, 9, 32], [1, 5, 2, 10, 15], [6, 14, 13], [12, 24], [16, 19], [22, 20], [23, 27], [21], [49, 25], [17, 53, 62, 26, 60, 28, 50, 29], [55, 36, 11, 34, 39, 30, 42, 38, 31, 41, 40], [35, 45], [43, 44, 46, 48, 58, 54], [63, 47, 51, 57, 52, 56, 59, 61, 69, 65, 64, 73, 66, 71, 67, 70, 68, 75, 72, 77], [74, 76], [78, 79, 88], [84, 83, 82, 80, 87, 85, 86, 81]]
142: [[37, 7], [18, 33], [4, 3], [8], [9, 1], [2, 6, 13, 14, 5, 10, 11, 62], [15, 20], [30, 22, 28], [27, 24, 17, 19, 56, 12, 49, 21, 61, 16, 25, 26, 29], [42, 23, 46, 53, 40, 47, 32, 39, 31, 34, 43, 35, 36, 38, 41, 45, 44, 60, 54, 50, 48], [51, 52, 55, 57, 58], [59, 63, 68, 65, 64, 78, 66, 71, 67, 70, 76, 75, 73, 77, 72, 79, 74, 69, 88, 84], [82, 86, 81, 80, 85, 87, 83]]
143: [[37, 7], [18, 33], [4, 3], [8, 9, 32, 6, 1, 5], [14, 12], [23, 15], [2, 17, 11, 28, 21, 26, 25, 30, 10, 13], [22, 24, 31, 19, 16, 27], [62, 20, 29], [36, 48], [55, 42], [35, 46, 39, 40], [34, 44, 41, 47, 45, 43, 38, 57, 56, 50, 53, 51], [52, 49, 54, 58, 60, 61, 59, 63, 69, 65, 64, 75, 67, 66, 68, 76, 70], [71, 77, 73, 72, 79, 74, 87, 78, 80, 83, 84, 82, 86, 81, 85, 88]]
144: [[37, 7], [18, 33], [4, 3], [8, 9, 1, 2, 6, 5], [26, 11, 14, 13, 10, 24, 23, 30, 12, 15, 25, 16, 19, 27, 53, 17, 20, 21, 32, 31], [22, 44], [62, 28, 60, 46, 38], [29, 45, 47, 43, 34, 35], [40, 36, 39, 52, 41, 42, 51, 48, 49, 50, 54, 61, 55], [57, 58, 56, 59, 63, 74, 82], [78, 69, 65, 67, 72, 64, 76, 66, 68, 70, 79], [73, 75, 71, 80, 77, 84, 81, 86, 85, 83, 87, 88]]
145: [[37, 7], [18, 33, 4, 3, 8, 11], [1, 2], [6, 13, 9], [23, 10, 14, 5, 26, 28, 12, 22, 16, 20, 19, 27, 31, 15, 17, 30, 21, 29, 24], [63, 32, 25, 40, 50, 42, 38, 36, 35, 39, 34, 47, 60, 43], [41, 45, 46, 44, 52, 51, 48, 49, 53, 55, 59, 54, 56, 57, 58, 61, 62, 68, 67, 64, 65, 66, 70, 75, 79, 69, 71, 72, 74, 77], [73, 78, 76, 80, 83], [81, 86, 82, 84, 85, 87, 88]]
146: [[37, 7, 18, 33, 4, 3], [8, 9, 14, 2, 1, 5, 6, 13, 21, 10, 16, 29, 12, 15, 23, 17, 28, 27, 22, 41, 20, 62, 24, 25, 19, 30, 31, 32, 34, 50, 35, 61, 26, 38, 11, 43, 46, 42, 44, 39, 40, 49, 47, 48, 63, 45, 51, 58, 36, 55, 53, 52, 54, 56, 57, 59, 60, 68, 67, 64, 69, 66], [71, 70, 77, 79, 72, 75, 65, 76, 74, 73, 78, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
147: [[37, 7], [18, 33, 4, 3], [9, 5, 1, 2, 6, 13, 14, 8, 11, 22, 30, 28, 12, 21], [27, 17], [16, 26, 23, 20], [19, 54, 24, 56, 25, 31, 29, 38, 32, 58], [40], [44, 45, 36, 52, 34, 47, 42, 35], [41, 51, 43, 39, 53, 48], [46, 50, 59, 57, 55, 60, 49, 61, 62, 63, 68, 15, 64, 71, 76, 67, 66, 77, 70], [69, 65, 74, 73], [78, 75, 72, 79], [80, 82, 83, 84, 87, 86, 81, 85, 88, 10]]
148: [[37, 7], [18, 33], [4], [3, 8], [11, 2, 1, 9, 5, 13], [10, 12, 28, 16, 14, 15, 25, 29, 17, 19, 20, 24], [22, 59, 60, 23, 26, 27, 21, 43], [6, 61, 35, 30, 31, 32], [38, 44], [36, 40, 54, 34, 51, 39, 41, 45, 49, 42, 57, 46, 47, 50, 52, 53, 56, 62, 48, 55, 58, 63, 70], [64, 65, 67, 66, 68, 71, 77, 76, 69, 72, 73, 78, 79, 74, 75, 84, 80, 83, 86, 85, 82, 87, 81, 88]]
149: [[37, 7], [18, 33, 4], [3, 9, 5, 1, 2, 6, 11, 12, 13], [21, 29, 14, 8, 15, 20, 10, 31, 23, 24, 19, 27, 22, 30, 32, 26, 53], [63, 16], [25, 35, 41, 60, 36, 38, 44, 45, 42, 48, 43], [34, 49], [40, 57], [39, 50, 55], [46, 47], [58, 56, 52, 54, 61, 59, 62, 51, 65, 84, 69, 28, 64, 75, 66, 77, 67], [70, 71, 72, 73, 76, 74, 78, 79, 68, 80, 81, 87, 82, 86, 83, 85, 88, 17]]
150: [[37, 7], [18, 33, 4, 3], [8, 9, 1, 6, 2, 11, 14, 12, 5, 10, 28, 13, 21, 20], [27, 17], [24, 16, 19, 34], [61, 62, 25, 56, 22, 58, 23, 43, 15, 63], [31, 26, 29, 32, 54, 36, 30, 35, 39, 41, 38, 40, 44, 42, 45, 46, 48, 49, 47, 51], [50, 52, 53, 59, 55, 57, 60, 68, 65, 80], [78, 66, 72, 64, 76, 70, 73, 74, 77, 67, 79, 75, 69, 82, 87, 84, 71, 83, 81, 85, 86, 88]]
151: [[37, 7], [18, 33, 4, 3, 8, 9, 5, 2, 11, 1, 14, 6], [12, 10, 13, 20, 15, 26], [23, 16], [55, 17, 25, 21, 19, 58, 27, 49, 28, 22, 31, 24, 29, 32, 53, 38, 41, 36, 30, 34, 35, 39, 42, 45, 46, 61, 51, 40, 43, 44, 54], [47, 60, 48, 50, 59, 56, 52, 57, 63, 62, 64, 70, 65, 71, 68, 74, 78, 67, 69, 79, 73, 75, 77, 76, 72, 81], [80, 87, 66, 84, 82, 86, 83, 85, 88]]
152: [[37, 7], [18, 33], [4, 3], [8, 11, 1, 2], [6, 5, 14, 26, 10, 9], [12, 15], [21, 27], [28, 16], [20, 13], [17, 19, 53], [23, 25], [59, 24, 29, 31, 42, 54, 57, 30], [34, 46, 32, 44, 36, 35, 38, 39, 47, 41, 45, 48, 40, 43, 56, 55, 49, 50, 51, 52, 58, 60, 61, 63], [68, 62, 70, 64, 22, 73, 67, 79, 66, 65, 69, 71, 74, 76, 72, 77, 78, 75, 80, 83, 82, 84, 86], [81, 87, 85, 88]]
