0: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28, 31], [57, 35], [47, 40], [34, 33, 54, 32, 39, 37, 44], [38, 42], [41, 60, 43], [45, 63], [46, 48, 51, 49, 61], [52, 55, 53], [56, 59], [58, 62], [64, 67, 65, 68], [74, 66], [71, 69], [70, 72], [73, 76], [79, 75, 77, 78, 83, 80, 86, 81, 82], [85, 84, 87, 88]]
102: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17, 27, 20, 19, 50, 26, 30, 24], [29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39], [37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
103: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14], [13, 23], [21, 16], [18, 17, 27], [20, 19], [50, 26], [30, 24], [29, 28, 31], [57, 35], [47, 40], [34, 33], [54, 32, 39], [37, 44, 38], [42, 41], [60, 43], [45, 63], [46, 48, 51, 49, 61, 52], [55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66], [71, 69, 70, 72, 73, 76, 79, 75], [77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
104: [[25, 36, 22], [7, 1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 13], [23, 21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31, 57, 35], [47, 40], [34, 33], [54, 32, 39, 37, 44], [38, 42, 41], [60, 43], [45, 63, 46], [48, 51, 49], [61, 52, 55, 53], [56, 59], [58, 62], [64, 67], [65, 68], [74, 66, 71, 69], [70, 72], [73, 76], [79, 75, 77, 78], [83, 80, 86], [81, 82, 85, 84, 87, 88]]
105: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50, 26, 30, 24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71], [69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
106: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14], [13, 23, 21, 16], [18, 17, 27, 20], [19, 50, 26, 30], [24, 29], [28, 31, 57, 35, 47], [40, 34], [33, 54, 32], [39, 37], [44, 38], [42, 41], [60, 43, 45, 63], [46, 48], [51, 49], [61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65], [68, 74, 66, 71], [69, 70, 72], [73, 76, 79, 75, 77, 78, 83, 80, 86], [81, 82, 85, 84, 87, 88]]
107: [[25, 36, 22], [7, 1], [2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26, 30], [24, 29], [28, 31], [57, 35, 47, 40, 34, 33, 54], [32, 39], [37, 44], [38, 42], [41, 60, 43, 45], [63, 46], [48, 51, 49], [61, 52], [55, 53], [56, 59, 58], [62, 64, 67, 65], [68, 74], [66, 71], [69, 70, 72], [73, 76], [79, 75, 77], [78, 83], [80, 86], [81, 82, 85, 84], [87, 88]]
108: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14, 13], [23, 21], [16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28, 31, 57, 35, 47, 40, 34], [33, 54, 32], [39, 37], [44, 38], [42, 41, 60, 43, 45, 63, 46], [48, 51, 49, 61, 52, 55], [53, 56, 59, 58, 62], [64, 67], [65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79], [75, 77], [78, 83, 80], [86, 81, 82], [85, 84, 87, 88]]
109: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20, 19], [50, 26, 30, 24], [29, 28, 31], [57, 35, 47], [40, 34], [33, 54, 32], [39, 37], [44, 38], [42, 41], [60, 43, 45, 63, 46, 48, 51], [49, 61, 52], [55, 53, 56], [59, 58, 62, 64], [67, 65, 68, 74, 66, 71, 69], [70, 72, 73, 76, 79], [75, 77, 78, 83, 80, 86, 81, 82], [85, 84, 87, 88]]
110: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14, 13], [23, 21, 16], [18, 17], [27, 20], [19, 50, 26], [30, 24], [29, 28, 31, 57], [35, 47], [40, 34, 33], [54, 32, 39, 37, 44], [38, 42], [41, 60, 43], [45, 63], [46, 48, 51, 49], [61, 52], [55, 53, 56], [59, 58, 62, 64, 67], [65, 68], [74, 66], [71, 69], [70, 72], [73, 76, 79, 75], [77, 78, 83], [80, 86], [81, 82, 85], [84, 87, 88]]
111: [[25, 36, 22, 7, 1, 2], [12, 3, 4], [5, 6, 10], [9, 8], [11, 15], [14, 13], [23, 21, 16, 18], [17, 27], [20, 19], [50, 26], [30, 24], [29, 28], [31, 57, 35], [47, 40], [34, 33], [54, 32], [39, 37, 44], [38, 42], [41, 60], [43, 45, 63], [46, 48], [51, 49, 61], [52, 55], [53, 56], [59, 58, 62], [64, 67, 65], [68, 74], [66, 71], [69, 70], [72, 73, 76], [79, 75], [77, 78], [83, 80], [86, 81], [82, 85], [84, 87, 88]]
112: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21, 16], [18, 17], [27, 20], [19, 50, 26, 30, 24, 29, 28, 31, 57, 35, 47, 40, 34], [33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
113: [[25, 36], [22, 7, 1], [2, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50, 26, 30, 24, 29, 28, 31], [57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
114: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14], [13, 23], [21, 16, 18], [17, 27], [20, 19], [50, 26], [30, 24], [29, 28], [31, 57], [35, 47], [40, 34], [33, 54], [32, 39], [37, 44], [38, 42], [41, 60], [43, 45, 63], [46, 48, 51, 49, 61, 52, 55], [53, 56], [59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72], [73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84], [87, 88]]
115: [[25, 36, 22], [7, 1, 2], [12, 3, 4], [5, 6], [10, 9], [8, 11, 15], [14, 13], [23, 21], [16, 18], [17, 27], [20, 19, 50], [26, 30], [24, 29], [28, 31], [57, 35], [47, 40], [34, 33, 54], [32, 39], [37, 44, 38, 42], [41, 60], [43, 45, 63], [46, 48], [51, 49], [61, 52], [55, 53, 56, 59], [58, 62, 64], [67, 65], [68, 74], [66, 71], [69, 70], [72, 73], [76, 79, 75], [77, 78, 83], [80, 86], [81, 82], [85, 84, 87, 88]]
116: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 13], [23, 21, 16], [18, 17, 27], [20, 19, 50, 26], [30], [24, 29, 28, 31], [57, 35, 47], [40, 34, 33, 54], [32, 39], [37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
117: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5, 6], [10, 9, 8], [11, 15, 14], [13, 23], [21, 16, 18], [17, 27], [20, 19, 50], [26, 30], [24, 29, 28], [31, 57], [35, 47], [40, 34, 33, 54], [32, 39], [37, 44, 38], [42, 41], [60, 43], [45, 63], [46, 48, 51, 49, 61], [52, 55, 53, 56, 59, 58], [62, 64, 67, 65, 68, 74, 66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78, 83, 80, 86], [81, 82, 85, 84, 87, 88]]
118: [[25, 36], [22, 7, 1], [2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21], [16, 18, 17], [27, 20], [19, 50, 26, 30, 24, 29, 28, 31, 57], [35, 47, 40, 34, 33, 54, 32, 39], [37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
119: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13], [23, 21], [16, 18], [17, 27], [20, 19, 50], [26, 30, 24], [29, 28], [31, 57], [35, 47], [40, 34, 33], [54, 32, 39, 37], [44, 38], [42, 41], [60, 43], [45, 63, 46], [48, 51], [49, 61, 52, 55, 53], [56, 59, 58], [62, 64], [67, 65], [68, 74, 66, 71], [69, 70, 72], [73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
120: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21, 16, 18, 17, 27, 20, 19, 50, 26, 30, 24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56], [59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
121: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 13, 23], [21, 16, 18], [17, 27], [20, 19], [50, 26], [30, 24], [29, 28, 31], [57, 35], [47, 40, 34], [33, 54, 32], [39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48], [51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
122: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13], [23, 21, 16, 18], [17, 27], [20, 19], [50, 26], [30, 24], [29, 28], [31, 57], [35, 47], [40, 34], [33, 54], [32, 39], [37, 44, 38, 42], [41, 60], [43, 45], [63, 46], [48, 51], [49, 61], [52, 55, 53], [56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
123: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14, 13], [23, 21], [16, 18], [17, 27], [20, 19, 50], [26, 30, 24], [29, 28, 31], [57, 35], [47, 40], [34, 33], [54, 32, 39, 37, 44], [38, 42, 41, 60, 43, 45], [63, 46, 48], [51, 49, 61, 52], [55, 53], [56, 59], [58, 62], [64, 67, 65], [68, 74], [66, 71, 69, 70, 72, 73], [76, 79, 75], [77, 78], [83, 80], [86, 81, 82, 85], [84, 87, 88]]
124: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13, 23, 21, 16, 18], [17, 27, 20, 19, 50, 26, 30], [24, 29], [28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41], [60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
125: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14], [13, 23], [21, 16], [18, 17, 27], [20, 19], [50, 26], [30, 24], [29, 28], [31, 57], [35, 47, 40, 34], [33, 54], [32, 39, 37, 44], [38, 42], [41, 60, 43, 45, 63], [46, 48], [51, 49, 61], [52, 55], [53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
126: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14], [13, 23, 21], [16, 18], [17, 27], [20, 19, 50], [26, 30], [24, 29, 28], [31, 57], [35, 47, 40], [34, 33], [54, 32, 39], [37, 44, 38], [42, 41, 60], [43, 45], [63, 46, 48], [51, 49], [61, 52], [55, 53], [56, 59], [58, 62], [64, 67], [65, 68], [74, 66, 71], [69, 70, 72], [73, 76, 79], [75, 77, 78], [83, 80, 86], [81, 82, 85], [84, 87, 88]]
127: [[25, 36, 22, 7], [1, 2], [12, 3], [4, 5], [6, 10, 9], [8, 11], [15, 14, 13], [23, 21], [16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28, 31], [57, 35], [47, 40], [34, 33], [54, 32], [39, 37], [44, 38], [42, 41], [60, 43], [45, 63, 46], [48, 51, 49], [61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
128: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 13], [23, 21, 16], [18, 17, 27], [20, 19, 50], [26, 30, 24], [29, 28], [31, 57], [35, 47], [40, 34, 33], [54, 32], [39, 37, 44], [38, 42], [41, 60], [43, 45, 63], [46, 48], [51, 49, 61], [52, 55], [53, 56], [59, 58, 62], [64, 67, 65], [68, 74], [66, 71], [69, 70], [72, 73], [76, 79], [75, 77, 78], [83, 80, 86], [81, 82, 85], [84], [87, 88]]
129: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6, 10, 9], [8, 11], [15, 14, 13, 23], [21, 16], [18, 17, 27, 20, 19, 50, 26, 30, 24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43], [45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59], [58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
130: [[25, 36], [22, 7], [1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15, 14], [13, 23], [21, 16], [18, 17], [27, 20, 19, 50, 26], [30, 24], [29, 28], [31, 57], [35, 47], [40, 34, 33, 54], [32, 39], [37, 44], [38, 42, 41, 60], [43, 45, 63], [46, 48, 51], [49, 61, 52], [55, 53], [56, 59, 58], [62, 64], [67, 65, 68], [74, 66], [71, 69], [70, 72, 73], [76, 79, 75], [77, 78, 83], [80, 86, 81], [82, 85, 84, 87, 88]]
131: [[25, 36, 22, 7, 1, 2, 12], [3, 4, 5], [6, 10, 9], [8, 11], [15, 14, 13, 23], [21, 16, 18, 17], [27, 20, 19, 50, 26, 30, 24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54], [32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
132: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6, 10, 9], [8, 11], [15, 14, 13, 23], [21, 16], [18, 17], [27, 20, 19, 50, 26, 30, 24, 29, 28], [31, 57, 35, 47, 40, 34, 33, 54], [32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
133: [[25, 36], [22, 7], [1, 2], [12, 3, 4, 5], [6, 10], [9, 8], [11, 15], [14, 13, 23, 21], [16, 18], [17, 27], [20, 19, 50], [26, 30, 24], [29, 28, 31], [57, 35, 47, 40, 34, 33, 54], [32, 39], [37, 44], [38, 42], [41, 60], [43, 45, 63], [46, 48], [51, 49, 61], [52, 55], [53, 56, 59, 58, 62, 64, 67], [65, 68, 74], [66, 71, 69], [70, 72, 73, 76], [79, 75, 77, 78, 83, 80, 86], [81, 82], [85, 84, 87, 88]]
134: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14, 13, 23, 21, 16, 18, 17], [27, 20, 19, 50, 26, 30], [24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
135: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13, 23], [21, 16, 18], [17, 27], [20, 19], [50, 26], [30, 24], [29, 28, 31, 57], [35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51], [49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
136: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5, 6], [10, 9], [8, 11], [15, 14, 13], [23, 21], [16, 18], [17, 27, 20], [19, 50], [26, 30], [24, 29], [28, 31, 57], [35, 47], [40, 34], [33, 54], [32, 39], [37, 44], [38, 42], [41, 60], [43, 45, 63, 46], [48, 51], [49, 61], [52, 55], [53, 56, 59], [58, 62, 64], [67, 65, 68], [74, 66], [71, 69, 70, 72, 73, 76, 79], [75, 77, 78, 83], [80, 86, 81, 82, 85, 84, 87, 88]]
137: [[25, 36, 22, 7, 1, 2, 12], [3, 4, 5, 6, 10, 9, 8], [11, 15], [14, 13, 23], [21, 16], [18, 17, 27, 20, 19], [50, 26, 30], [24, 29], [28, 31], [57, 35], [47, 40, 34], [33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49], [61], [52, 55], [53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
138: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8, 11, 15, 14, 13], [23, 21], [16, 18], [17, 27], [20, 19], [50, 26], [30, 24], [29, 28], [31, 57, 35, 47], [40, 34], [33, 54], [32, 39, 37], [44, 38], [42, 41, 60], [43, 45, 63, 46, 48, 51, 49, 61], [52, 55], [53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
139: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 13, 23, 21, 16, 18, 17, 27, 20, 19, 50, 26, 30, 24, 29, 28], [31, 57, 35, 47, 40, 34, 33, 54, 32], [39], [37, 44], [38, 42, 41, 60, 43, 45], [63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
140: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13], [23, 21], [16, 18, 17, 27], [20, 19], [50, 26], [30, 24], [29, 28], [31, 57], [35, 47], [40, 34, 33, 54], [32, 39], [37, 44], [38, 42, 41, 60, 43, 45, 63], [46, 48, 51, 49], [61, 52], [55, 53], [56, 59], [58, 62], [64, 67, 65], [68, 74, 66], [71, 69, 70, 72, 73, 76], [79, 75, 77, 78, 83], [80, 86, 81, 82, 85, 84, 87, 88]]
141: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13], [23, 21], [16, 18], [17, 27, 20, 19], [50, 26], [30, 24], [29, 28, 31], [57, 35, 47], [40, 34, 33], [54, 32], [39, 37], [44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51], [49, 61], [52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71], [69], [70, 72], [73, 76], [79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
142: [[25, 36, 22], [7, 1, 2], [12, 3], [4, 5], [6, 10, 9], [8, 11], [15, 14, 13], [23, 21], [16, 18, 17], [27, 20], [19, 50, 26, 30], [24, 29], [28, 31], [57, 35], [47, 40], [34, 33, 54], [32, 39], [37, 44, 38], [42, 41], [60, 43], [45, 63, 46, 48], [51, 49], [61, 52], [55, 53, 56, 59], [58, 62, 64, 67], [65, 68], [74, 66], [71, 69], [70, 72], [73, 76], [79, 75], [77, 78], [83, 80, 86], [81, 82, 85], [84, 87, 88]]
143: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13, 23, 21, 16, 18], [17, 27, 20, 19], [50, 26], [30, 24], [29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39], [37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
144: [[25, 36], [22, 7, 1, 2], [12, 3, 4], [5, 6, 10, 9], [8, 11], [15, 14, 13, 23], [21, 16], [18, 17, 27], [20, 19], [50, 26], [30, 24], [29, 28], [31, 57], [35, 47, 40, 34], [33, 54], [32, 39], [37, 44], [38, 42], [41, 60], [43, 45, 63, 46], [48, 51], [49, 61], [52, 55], [53, 56], [59, 58], [62, 64], [67, 65, 68], [74, 66], [71, 69], [70, 72], [73, 76], [79, 75], [77, 78, 83], [80, 86, 81], [82, 85, 84, 87, 88]]
145: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6, 10, 9], [8, 11, 15, 14, 13, 23, 21], [16, 18], [17, 27], [20, 19], [50, 26], [30, 24, 29, 28], [31, 57], [35, 47], [40, 34], [33, 54, 32, 39], [37, 44], [38, 42], [41, 60, 43, 45], [63, 46], [48, 51], [49, 61, 52, 55, 53, 56], [59, 58], [62, 64, 67], [65, 68, 74, 66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78, 83], [80, 86, 81, 82], [85, 84, 87, 88]]
146: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15, 14, 13, 23, 21, 16, 18, 17, 27, 20, 19, 50, 26, 30, 24, 29, 28], [31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
147: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15], [14, 13], [23, 21], [16, 18, 17, 27], [20, 19], [50, 26], [30, 24, 29, 28, 31, 57, 35], [47, 40], [34, 33, 54], [32, 39], [37, 44, 38, 42, 41], [60, 43, 45], [63, 46], [48, 51], [49, 61], [52, 55, 53], [56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73], [76], [79, 75], [77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
148: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13, 23], [21, 16, 18], [17, 27, 20, 19, 50, 26, 30, 24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
149: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6, 10], [9, 8], [11, 15], [14, 13], [23, 21, 16, 18, 17], [27, 20, 19, 50, 26, 30], [24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51], [49, 61], [52, 55], [53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
150: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8, 11], [15, 14, 13], [23, 21, 16], [18, 17, 27], [20, 19, 50], [26, 30], [24, 29], [28, 31], [57, 35], [47, 40, 34, 33], [54, 32], [39, 37], [44, 38], [42, 41], [60, 43], [45, 63, 46, 48], [51, 49], [61, 52, 55], [53, 56, 59], [58, 62], [64, 67], [65, 68, 74], [66, 71, 69, 70], [72, 73], [76, 79], [75, 77], [78, 83, 80, 86, 81, 82], [85, 84], [87, 88]]
151: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8, 11, 15], [14, 13, 23, 21, 16, 18], [17, 27, 20, 19, 50, 26, 30, 24, 29, 28], [31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43], [45, 63, 46, 48, 51, 49], [61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
152: [[25, 36], [22, 7], [1, 2], [12, 3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18], [17, 27], [20, 19], [50, 26, 30], [24, 29], [28, 31], [57, 35, 47], [40, 34], [33, 54, 32], [39, 37], [44, 38], [42, 41, 60, 43], [45, 63], [46, 48], [51, 49], [61, 52, 55], [53, 56], [59, 58], [62, 64, 67, 65], [68, 74], [66, 71], [69, 70], [72, 73], [76, 79, 75], [77, 78, 83], [80, 86, 81, 82], [85, 84, 87, 88]]
