0: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
102: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
103: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
104: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
105: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
106: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
107: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
108: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
109: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
110: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
111: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
112: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
113: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
114: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
115: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
116: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
117: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
118: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
119: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
120: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
121: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
122: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
123: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
124: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
125: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
126: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
127: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
128: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
129: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
130: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
131: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
132: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
133: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
134: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
135: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
136: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
137: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
138: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
139: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
140: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
141: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
142: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
143: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
144: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
145: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
146: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
147: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
148: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
149: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
150: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
151: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
152: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
