0: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33, 43, 32], [38, 42], [39, 34, 41, 44, 46], [40, 54, 53], [35, 51], [50, 52], [48, 49, 61, 55, 57], [62, 58, 60, 63, 64, 70, 65], [75, 66], [67, 74, 68, 78, 71, 72, 73], [77, 76], [79, 81, 82], [80, 87, 83, 85, 86, 84, 88]]
102: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11, 14, 15], [17, 18, 16], [21, 19, 28, 29], [23, 24, 25, 31, 20], [56, 45], [47, 36, 27, 37, 30], [33, 43], [32, 38, 42, 39, 34], [35, 44, 40, 41, 54], [53, 46, 51, 50, 52], [48, 49, 61, 55, 57, 62, 58], [60, 63], [64, 70, 65, 75, 66], [67, 74, 68], [78, 71, 72, 73, 77], [76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
103: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17], [18, 16, 21, 19, 28], [29, 23, 24], [25, 31, 20, 56, 45], [47, 36, 27, 37, 30], [33, 43, 32, 38, 42], [39, 34], [35, 44, 40, 41, 54], [53, 46, 51, 50], [48, 49, 52], [60, 55, 57, 62, 58], [61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71], [72, 73, 77, 76, 79], [81, 82], [80, 87, 83, 85, 86], [84, 88]]
104: [[59, 69, 22, 5, 10], [3, 2, 12], [1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18], [16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33], [43, 32, 38, 42, 39], [34, 35], [44, 40, 41, 54, 53], [46, 51], [50, 48, 49, 52, 60], [55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67], [74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85], [86, 84, 88]]
105: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19], [28, 29, 23, 24, 25], [31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42, 39], [34, 35], [44, 40], [41, 54], [53, 46, 51, 50, 48], [49, 52, 61, 55, 57], [62, 58], [60, 63, 64, 70, 65, 75, 66], [67, 74, 68, 78, 71, 72, 73], [77, 76, 79], [81, 82], [80, 87, 83, 85, 86, 84, 88]]
106: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8], [26, 9, 11], [14, 15, 17, 18, 16, 21, 19], [28, 29, 23], [24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32, 38, 42], [39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 49, 52, 48, 60], [55], [57, 62, 58, 61, 63, 64, 70, 65], [75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
107: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8], [26, 9, 11, 14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20], [56, 45, 47, 36, 27], [37, 30], [33, 43, 32, 38, 42], [39, 34], [35, 44, 41, 40], [54, 53, 46], [51, 50, 48], [49, 52, 61, 55, 57, 62, 58, 60], [63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79], [81, 82, 80, 87, 83, 85, 86, 84, 88]]
108: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17], [18, 16, 21, 19], [28, 29, 23, 24, 25, 31], [20, 56, 45, 47, 36], [27], [37, 30, 33, 43, 32], [38, 42, 39], [34, 35, 44], [40, 41], [54, 53, 46, 51, 50], [49, 52, 48, 60], [55, 57], [62, 58, 61, 63], [64, 70, 65, 75, 66], [67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
109: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33], [43, 32, 38, 42, 39], [34, 35, 44, 41, 40], [54, 53, 46, 51, 50], [52, 48], [49, 61], [55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67], [74, 68, 78, 71], [72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
110: [[59, 69, 22], [5, 10, 3, 2, 12], [1, 6], [4, 13, 7], [8, 26, 9], [11, 14, 15, 17], [18, 16, 21, 19, 28, 29], [23, 24, 25, 31, 20], [56, 45, 47], [36, 27, 37, 30, 33], [43, 32], [38, 42, 39, 34, 35], [44, 40, 41, 54, 53], [46, 51], [50, 48, 49, 52, 61], [55, 57], [62, 58, 60, 63], [64, 70, 65], [75, 66, 67], [74, 68, 78, 71, 72, 73, 77], [76, 79, 81, 82, 80, 87, 83], [85, 86, 84, 88]]
111: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25, 31, 20, 56], [45, 47], [36, 27, 37, 30], [33, 43, 32, 38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 48], [49, 52, 61, 55, 57, 62], [58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82], [80, 87, 83, 85, 86], [84, 88]]
112: [[59, 69], [22, 5, 10, 3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16, 21, 19], [28, 29, 23, 24], [25, 31, 20, 56, 45], [47, 36, 27], [37, 30], [33, 43, 32, 38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51, 50], [49, 52, 48, 60, 55], [57, 62], [58, 61], [63, 64], [70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77], [76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
113: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18], [16, 21], [19, 28, 29, 23, 24], [25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43], [32, 38], [42, 39], [34, 35, 44, 41, 40], [54, 53], [46, 51, 50, 49, 52], [48, 61, 55], [57, 62], [58, 60], [63, 64, 70, 65, 75], [66, 67, 74, 68, 78], [71, 72], [73, 77, 76], [79], [81, 82, 80, 87, 83], [85, 86, 84, 88]]
114: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19], [28, 29, 23, 24, 25], [31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42, 39], [34, 35], [44, 40], [41, 54], [53, 46, 51, 50, 48], [49, 52, 61, 55, 57], [62, 58, 60, 63, 64], [70, 65], [75, 66, 67, 74, 68], [78, 71], [72, 73, 77, 76, 79, 81, 82], [80, 87, 83, 85, 86, 84, 88]]
115: [[59, 69, 22, 5, 10], [3, 2, 12], [1, 6, 4], [13, 7], [8, 26], [9, 11, 14, 15, 17], [18, 16, 21, 19, 28], [29, 23], [24, 25, 31], [20, 56, 45], [47, 36, 27], [37, 30, 33], [43, 32, 38, 42], [39, 34, 35, 44, 41, 40], [54, 53, 46, 51, 50], [52, 48, 49, 61, 55], [57, 62], [58, 60, 63, 64, 70, 65], [75, 66, 67], [74, 68], [78, 71], [72, 73, 77, 76, 79], [81, 82], [80, 87, 83], [85, 86, 84, 88]]
116: [[59, 69, 22, 5, 10], [3, 2, 12], [1, 6, 4, 13, 7], [8, 26, 9, 11, 14], [15, 17, 18, 16, 21], [19, 28, 29], [23, 24, 25, 31, 20], [56, 45, 47], [36, 27, 37, 30, 33], [43, 32, 38], [42, 39, 34, 35], [44, 40, 41], [54, 53, 46, 51, 50, 52], [48, 49, 61, 55, 57, 62], [58, 60, 63, 64], [70, 65], [75, 66, 67], [74, 68, 78], [71, 72, 73, 77], [76, 79], [81, 82, 80], [87, 83, 85, 86, 84, 88]]
117: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18], [16, 21], [19, 28, 29, 23, 24], [25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33], [43, 32, 38, 42, 39], [34, 35, 44, 40, 41], [54, 53, 46, 51, 50, 48, 49], [52, 61], [55, 57, 62, 58, 60, 63, 64], [70, 65], [75, 66, 67], [74, 68, 78, 71, 72, 73, 77], [76, 79, 81, 82, 80, 87, 83, 85, 86, 84], [88]]
118: [[59, 69, 22, 5, 10], [3, 2, 12, 1, 6, 4, 13], [7, 8, 26], [9, 11, 14, 15, 17], [18, 16, 21, 19, 28, 29, 23], [24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32, 38, 42], [39, 34, 35], [44, 41, 40, 54, 53, 46, 51, 50, 48, 52], [49, 61, 55, 57, 62], [58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
119: [[59, 69, 22, 5, 10], [3, 2, 12], [1, 6, 4, 13, 7], [8, 26, 9], [11, 14, 15, 17], [18, 16, 21, 19, 28], [29, 23, 24, 25, 31], [20, 56], [45, 47, 36, 27, 37], [30, 33], [43], [32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 49, 52, 48], [61, 55], [57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
120: [[59, 69], [22, 5, 10, 3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21], [19, 28, 29, 23, 24], [25, 31, 20, 56], [45, 47, 36, 27, 37], [30, 33, 43, 32, 38], [42, 39], [34], [35, 44, 40, 41, 54, 53, 46, 51, 50, 48, 52, 49, 60, 55, 57, 62, 58], [61, 63], [64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
121: [[59, 69], [22, 5, 10], [3, 2, 12, 1], [6, 4, 13, 7, 8], [26, 9], [11, 14], [15, 17, 18], [16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 41], [40, 54, 53, 46, 51], [50, 49, 52, 48, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68], [78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
122: [[59, 69, 22, 5], [10, 3, 2, 12, 1], [6, 4], [13, 7, 8, 26, 9], [11, 14, 15, 17, 18], [16, 21, 19, 28, 29, 23, 24], [25, 31], [20, 56, 45, 47, 36, 27, 37], [30, 33], [43, 32, 38, 42, 39], [34, 35], [44, 40, 41, 54, 53], [46, 51, 50], [48, 49, 52, 61, 55], [57, 62, 58, 60, 63], [64, 70, 65, 75, 66], [67, 74, 68], [78, 71], [72, 73, 77, 76, 79], [81, 82, 80, 87, 83], [85], [86, 84, 88]]
123: [[59, 69], [22, 5, 10, 3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18], [16, 21, 19, 28], [29, 23, 24], [25, 31, 20], [56, 45, 47, 36, 27], [37, 30], [33, 43, 32, 38], [42, 39, 34], [35, 44, 40, 41, 54], [53, 46, 51, 50, 48], [52, 49], [61, 55, 57, 62], [58, 60, 63, 64, 70], [65, 75, 66], [67, 74], [68, 78, 71, 72, 73, 77], [76, 79, 81, 82, 80, 87], [83, 85, 86, 84], [88]]
124: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9], [11, 14, 15, 17], [18, 16, 21, 19, 28], [29, 23, 24, 25, 31], [20, 56, 45, 47, 36], [27, 37], [30, 33], [43, 32, 38, 42, 39], [34, 35, 44], [40, 41], [54, 53, 46, 51, 50, 52, 48], [49, 61], [55, 57, 62, 58, 60], [63, 64, 70], [65, 75, 66, 67, 74], [68, 78], [71, 72, 73], [77, 76, 79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
125: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8], [26, 9, 11], [14, 15, 17], [18, 16, 21, 19, 28, 29], [23, 24, 25, 31, 20], [56, 45], [47, 36, 27, 37, 30], [33, 43, 32], [38, 42, 39, 34, 35], [44, 40, 41, 54, 53, 46], [51, 50, 49, 48, 52, 61], [55, 57, 62, 58, 60], [63, 64], [70, 65], [75, 66], [67, 74, 68, 78, 71, 72, 73, 77], [76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
126: [[59, 69, 22, 5, 10], [3, 2, 12, 1, 6, 4, 13], [7, 8], [26, 9, 11, 14, 15], [17, 18, 16], [21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27, 37, 30], [33, 43], [32, 38, 42, 39, 34, 41, 44], [35, 40, 54, 53, 46, 51, 50], [48, 49, 52], [61, 55], [57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
127: [[59, 69, 22, 5, 10, 3], [2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18], [16, 21, 19, 28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30], [33, 43], [32, 38, 42, 39, 34], [35, 44], [40, 41, 54, 53, 46], [51, 50, 48, 52], [49, 61], [55, 57], [62, 58, 60, 63, 64], [70, 65, 75, 66, 67, 74], [68, 78], [71, 72, 73], [77, 76, 79, 81, 82, 80], [87, 83, 85, 86, 84, 88]]
128: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6], [4, 13], [7, 8], [26, 9, 11], [14, 15, 17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47, 36, 27], [37, 30], [33, 43, 32, 38, 42], [39, 34, 35, 44], [40, 41, 54, 53, 46], [51, 50, 48, 49], [52, 61, 55, 57], [62, 58, 60, 63, 64], [70, 65], [75], [66, 67, 74, 68, 78, 71, 72, 73], [77, 76, 79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
129: [[59, 69, 22, 5, 10], [3, 2, 12], [1, 6, 4, 13, 7], [8, 26], [9, 11, 14, 15], [17, 18, 16], [21, 19, 28, 29, 23], [24, 25, 31], [20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42, 39, 34, 35], [44, 40, 41, 54, 53], [46, 51, 50, 48, 49], [52, 61, 55], [57, 62, 58], [60, 63, 64, 70], [65, 75, 66, 67], [74, 68], [78, 71], [72, 73, 77], [76, 79, 81], [82, 80, 87], [83, 85, 86, 84, 88]]
130: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16, 21], [19, 28, 29, 23, 24, 25, 31], [20, 56], [45, 47, 36, 27, 37], [30, 33, 43], [32, 38, 42, 39, 34], [35, 44, 41, 40, 54], [53, 46, 51, 50, 49], [52, 48], [61, 55, 57, 62, 58, 60], [63, 64, 70, 65, 75], [66, 67, 74, 68, 78], [71, 72, 73, 77, 76], [79], [81, 82, 80], [87, 83, 85, 86, 84, 88]]
131: [[59, 69, 22, 5], [10, 3], [2, 12, 1, 6, 4], [13, 7, 8], [26, 9, 11, 14, 15], [17, 18, 16], [21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27, 37], [30, 33], [43, 32, 38, 42, 39], [34, 35, 44], [40, 41], [54, 53], [46, 51, 50, 49, 52], [48, 61, 55, 57, 62], [58, 60], [63, 64, 70], [65, 75, 66, 67, 74], [68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
132: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8], [26, 9, 11, 14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43], [32, 38], [42, 39, 34, 35, 44], [40, 41, 54], [53, 46], [51, 50], [48, 49], [52, 61, 55, 57, 62], [58, 60, 63, 64, 70], [65, 75, 66, 67, 74], [68, 78], [71, 72, 73], [77, 76], [79, 81], [82, 80, 87], [83, 85, 86, 84, 88]]
133: [[59, 69, 22, 5, 10], [3, 2, 12], [1, 6, 4, 13, 7], [8, 26, 9, 11, 14, 15], [17, 18], [16, 21, 19, 28, 29], [23, 24], [25, 31, 20], [56, 45, 47, 36, 27], [37, 30], [33, 43, 32, 38, 42], [39, 34, 35, 44, 41, 40], [54, 53, 46, 51, 50, 48], [49, 52, 61], [55, 57, 62, 58, 60], [63, 64, 70, 65], [75, 66], [67, 74, 68], [78, 71, 72, 73, 77], [76, 79, 81, 82, 80], [87, 83, 85, 86, 84, 88]]
134: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8], [26, 9, 11, 14, 15, 17, 18], [16, 21], [19, 28, 29], [23, 24], [25, 31, 20], [56, 45, 47, 36, 27, 37, 30], [33, 43, 32, 38, 42, 39, 34, 35, 44, 46, 41, 54, 53, 40, 51, 50, 52, 48, 49, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73], [77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
135: [[59, 69, 22, 5, 10], [3, 2, 12], [1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19, 28, 29, 23], [24, 25, 31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42, 39], [34, 35], [44, 40], [41, 54, 53, 46, 51, 50, 48, 49, 52, 61, 55, 57, 62, 58, 60, 63, 64], [70, 65], [75, 66, 67], [74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
136: [[59, 69, 22], [5, 10, 3, 2, 12], [1, 6], [4, 13, 7, 8, 26], [9, 11, 14], [15, 17, 18, 16], [21, 19], [28, 29, 23, 24, 25, 31], [20, 56, 45, 47, 36, 27], [37, 30, 33], [43, 32, 38, 42], [39, 34, 35, 44, 40, 41], [54, 53, 46, 51, 50], [49], [52, 48, 60, 55, 57], [62, 58, 61], [63, 64, 70], [65, 75], [66, 67, 74, 68, 78], [71, 72, 73, 77], [76, 79], [81, 82, 80, 87], [83, 85, 86, 84, 88]]
137: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4], [13, 7, 8, 26, 9, 11, 14], [15, 17, 18, 16, 21], [19, 28], [29, 23, 24, 25, 31], [20, 56, 45, 47, 36], [27, 37], [30, 33, 43, 32, 38], [42, 39], [34, 35, 44, 41, 40], [54, 53, 46, 51, 50], [48, 52, 49, 61, 55], [57, 62], [58, 60, 63, 64], [70, 65, 75, 66, 67], [74, 68, 78, 71], [72, 73, 77, 76], [79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
138: [[59, 69], [22, 5, 10, 3, 2], [12, 1, 6, 4, 13], [7, 8], [26, 9, 11, 14, 15], [17, 18, 16, 21], [19, 28], [29, 23, 24, 25, 31], [20, 56], [45, 47, 36, 27, 37], [30, 33], [43, 32, 38, 42, 39], [34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 49], [52, 48], [61, 55, 57, 62, 58], [60, 63], [64, 70, 65, 75, 66], [67, 74], [68, 78, 71, 72, 73], [77, 76, 79, 81, 82, 80], [87, 83], [85, 86, 84, 88]]
139: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8], [26, 9, 11, 14, 15], [17, 18], [16, 21, 19, 28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30], [33, 43, 32], [38, 42, 39, 34, 35], [44, 40, 41], [54, 53, 46, 51, 50], [49, 52, 48, 60, 55], [57, 62], [58, 61, 63, 64, 70, 65], [75, 66, 67, 74, 68], [78, 71, 72, 73, 77], [76, 79, 81, 82, 80], [87, 83], [85, 86, 84, 88]]
140: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8], [26, 9, 11], [14, 15, 17], [18, 16], [21, 19, 28, 29, 23], [24, 25, 31, 20, 56, 45, 47], [36, 27, 37, 30, 33, 43, 32], [38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 48, 49, 52, 61, 55, 57, 62, 58, 60], [63, 64, 70, 65], [75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
141: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17], [18, 16, 21, 19, 28], [29, 23], [24, 25, 31, 20], [56, 45, 47, 36, 27, 37, 30, 33], [43, 32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 49, 52, 48, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77], [76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
142: [[59, 69, 22, 5], [10, 3, 2], [12, 1], [6, 4, 13, 7, 8], [26, 9], [11, 14, 15], [17, 18, 16], [21, 19, 28], [29, 23, 24], [25, 31, 20, 56], [45, 47, 36, 27, 37, 30], [33, 43, 32, 38, 42], [39, 34], [35, 44, 41, 40, 54, 53], [46, 51, 50], [48, 49, 52, 61, 55], [57, 62, 58, 60, 63], [64, 70, 65, 75, 66], [67, 74], [68, 78, 71, 72, 73], [77, 76, 79, 81, 82], [80, 87, 83], [85, 86, 84, 88]]
143: [[59, 69, 22, 5, 10, 3], [2, 12, 1, 6, 4, 13], [7, 8], [26, 9, 11, 14, 15, 17, 18], [16, 21], [19, 28, 29], [23, 24, 25, 31, 20, 56, 45], [47, 36, 27, 37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 41, 40, 54, 53, 46, 51, 50, 48, 49, 52, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
144: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19, 28], [29, 23, 24, 25, 31, 20, 56], [45, 47, 36], [27, 37], [30, 33, 43, 32, 38, 42], [39, 34, 35, 44, 40, 41, 54, 53, 46], [51, 50, 48, 49, 52, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
145: [[59, 69, 22, 5, 10], [3, 2], [12, 1], [6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19, 28], [29, 23, 24, 25, 31], [20, 56, 45, 47, 36], [27, 37, 30, 33, 43], [32, 38, 42], [39, 34], [35, 44, 40, 41, 54], [53], [46, 51, 50, 48, 49], [52, 60, 55, 57, 62], [58, 61, 63, 64, 70, 65], [75, 66, 67], [74, 68, 78, 71, 72], [73, 77, 76, 79], [81, 82, 80, 87, 83, 85], [86, 84, 88]]
146: [[59, 69], [22, 5, 10, 3, 2], [12, 1, 6, 4, 13], [7, 8], [26, 9, 11, 14, 15], [17, 18, 16, 21, 19, 28], [29, 23], [24, 25, 31, 20], [56, 45, 47], [36, 27, 37, 30], [33, 43, 32, 38], [42, 39, 34, 35, 44], [40, 41], [54, 53], [46, 51, 50, 49, 48, 52, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82], [80, 87, 83, 85, 86, 84, 88]]
147: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19, 28, 29, 23], [24], [25, 31, 20, 56, 45], [47, 36, 27], [37, 30], [33, 43, 32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 48, 49, 52, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
148: [[59, 69, 22, 5, 10, 3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19, 28, 29, 23], [24, 25], [31, 20, 56, 45], [47, 36, 27, 37, 30], [33, 43, 32, 38], [42, 39], [34, 35, 44, 40, 41], [54, 53], [46, 51, 50], [48, 52, 49, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
149: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20, 56, 45], [47, 36], [27, 37, 30], [33, 43, 32, 38, 42, 39, 34], [35, 44, 40, 41, 54], [53, 46], [51, 50, 52, 48, 49], [61, 55, 57, 62, 58, 60], [63, 64], [70, 65], [75, 66, 67], [74, 68, 78, 71, 72], [73, 77, 76, 79], [81, 82, 80, 87], [83, 85, 86, 84, 88]]
150: [[59, 69, 22, 5, 10], [3, 2, 12, 1, 6], [4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19, 28, 29, 23], [24, 25, 31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42, 39], [34, 35], [44, 41], [40, 54, 53, 46, 51], [50, 52, 49, 48, 61, 55, 57], [62, 58, 60], [63, 64, 70, 65, 75], [66, 67], [74, 68], [78, 71], [72, 73, 77, 76, 79], [81, 82, 80, 87, 83], [85, 86], [84, 88]]
151: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11, 14], [15, 17], [18, 16, 21, 19, 28], [29, 23, 24, 25, 31], [20], [56, 45, 47, 36, 27, 37, 30, 33, 43, 32, 38, 42], [39, 34, 35, 44, 41, 40, 54, 53, 46, 51, 50, 48, 49, 52, 61, 55], [57, 62, 58, 60, 63], [64, 70, 65, 75, 66], [67], [74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85], [86, 84, 88]]
152: [[59, 69, 22], [5, 10, 3, 2, 12], [1, 6], [4, 13, 7, 8, 26], [9, 11], [14, 15, 17, 18, 16], [21, 19, 28, 29, 23], [24, 25, 31, 20, 56], [45, 47], [36, 27, 37, 30, 33], [43, 32, 38, 42], [39, 34], [35, 44, 40], [41, 54, 53, 46, 51], [50, 48, 49, 52, 60], [55, 57, 62, 58, 61], [63, 64, 70, 65, 75], [66, 67, 74, 68, 78], [71, 72, 73, 77, 76], [79, 81, 82, 80, 87], [83], [85, 86, 84, 88]]
