0: [[36, 2, 12, 22, 45, 70], [3, 6, 10, 7, 11, 4], [17, 67, 8, 9, 76, 28], [60, 1, 30, 29, 13, 16], [50, 57, 19, 18, 21, 31], [24, 15, 59, 41, 27, 14], [20, 58, 23, 25, 35, 53, 5], [49, 38, 54, 43, 63, 32, 42], [39, 62, 26, 34, 33, 37], [40, 46, 47, 48, 52, 51, 61], [55, 56, 81, 64, 65, 80], [74, 72, 66, 69, 71, 73, 77], [75, 44, 68, 78, 86, 84], [83, 79, 82, 85, 87, 88]]
102: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
103: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
104: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
105: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
106: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
107: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
108: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
109: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
110: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
111: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
112: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
113: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
114: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
115: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
116: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
117: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
118: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
119: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
120: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
121: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
122: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
123: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
124: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
125: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
126: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
127: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
128: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
129: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
130: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
131: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
132: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
133: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
134: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
135: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
136: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
137: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
138: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
139: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
140: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
141: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
142: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
143: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
144: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
145: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
146: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
147: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
148: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
149: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
150: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
151: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
152: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
